毛利率,流通股,净资产,净利润,流值,每股未分配利润,PE(动),链接,同比,收益(三),负债率,总股本,code,名称,ROE,总值,市净率,净利率,营收,上市时间,净利润_2007-12-31,净利润_2008-12-31,净利润_2009-09-30,净利润_2009-12-31,净利润_2010-06-30,净利润_2010-09-30,净利润_2010-12-31,净利润_2011-12-31,净利润_2012-12-31,净利润_2013-09-30,净利润_2013-12-31,净利润_2014-12-31,净利润_2015-03-31,净利润_2015-06-30,净利润_2015-09-30,净利润_2015-12-31,净利润_2016-03-31,净利润_2016-06-30,净利润_2016-09-30,净利润_2016-12-31,净利润_2017-03-31,净利润_2017-06-30,净利润_2017-09-30,净利润_2017-12-31,净利润_2018-03-31,净利润_2018-06-30,净利润_2018-09-30,净利润_2018-12-31,净利润同比增长_2007-12-31,净利润同比增长_2008-12-31,净利润同比增长_2009-09-30,净利润同比增长_2009-12-31,净利润同比增长_2010-06-30,净利润同比增长_2010-09-30,净利润同比增长_2010-12-31,净利润同比增长_2011-12-31,净利润同比增长_2012-12-31,净利润同比增长_2013-09-30,净利润同比增长_2013-12-31,净利润同比增长_2014-12-31,净利润同比增长_2015-03-31,净利润同比增长_2015-06-30,净利润同比增长_2015-09-30,净利润同比增长_2015-12-31,净利润同比增长_2016-03-31,净利润同比增长_2016-06-30,净利润同比增长_2016-09-30,净利润同比增长_2016-12-31,净利润同比增长_2017-03-31,净利润同比增长_2017-06-30,净利润同比增长_2017-09-30,净利润同比增长_2017-12-31,净利润同比增长_2018-03-31,净利润同比增长_2018-06-30,净利润同比增长_2018-09-30,净利润同比增长_2018-12-31,营收_2007-12-31,营收_2008-12-31,营收_2009-09-30,营收_2009-12-31,营收_2010-06-30,营收_2010-09-30,营收_2010-12-31,营收_2011-12-31,营收_2012-12-31,营收_2013-09-30,营收_2013-12-31,营收_2014-12-31,营收_2015-03-31,营收_2015-06-30,营收_2015-09-30,营收_2015-12-31,营收_2016-03-31,营收_2016-06-30,营收_2016-09-30,营收_2016-12-31,营收_2017-03-31,营收_2017-06-30,营收_2017-09-30,营收_2017-12-31,营收_2018-03-31,营收_2018-06-30,营收_2018-09-30,营收_2018-12-31,营收增长同比_2007-12-31,营收增长同比_2008-12-31,营收增长同比_2009-09-30,营收增长同比_2009-12-31,营收增长同比_2010-06-30,营收增长同比_2010-09-30,营收增长同比_2010-12-31,营收增长同比_2011-12-31,营收增长同比_2012-12-31,营收增长同比_2013-09-30,营收增长同比_2013-12-31,营收增长同比_2014-12-31,营收增长同比_2015-03-31,营收增长同比_2015-06-30,营收增长同比_2015-09-30,营收增长同比_2015-12-31,营收增长同比_2016-03-31,营收增长同比_2016-06-30,营收增长同比_2016-09-30,营收增长同比_2016-12-31,营收增长同比_2017-03-31,营收增长同比_2017-06-30,营收增长同比_2017-09-30,营收增长同比_2017-12-31,营收增长同比_2018-03-31,营收增长同比_2018-06-30,营收增长同比_2018-09-30,营收增长同比_2018-12-31
24.39%,2.57亿,0.665,-1.11亿,19.80亿,-2.918元,-,http://quote.eastmoney.com/sh600680.html,37.61%,-0.29100000000000004,85.76%,3.82亿,sh600680,*ST上普,-35.87%,29.39亿,11.57,-58.16%,1.90亿,1993-10-18,,,,,,,,,,,,,,,,,,,-4023万,-4.35亿,-2047万,-1.17亿,-4004万,-1.72亿,-1979万,-6245万,-2879万,,,,,,,,,,,,,,,,,,,,--,--,--,-2185.77,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,1.12亿,1.77亿,1.10亿,1.31亿,8510万,3.14亿,6806万,6523万,5657万,,,,,,,,,,,,,,,,,,,,-42.40,-28.63,-45.19,-33.62,-24.18,77.11,-38.37,-50.22,-33.53,
39.95%,10.02亿,10.11,-12.16亿,151.8亿,0.711元,-,http://quote.eastmoney.com/sh600682.html,-424.52%,-0.941,36.42%,12.93亿,sh600682,南京新百,-16.44%,195.8亿,1.50,-10.65%,106.2亿,1993-10-18,,,,,,,,,,,,,,,,,,,-1.56亿,8.63亿,-6041万,1.49亿,2.86亿,3.61亿,9177万,-16.9亿,3.77亿,,,,,,,,,,,,,,,,,,,,--,83.89,--,--,--,-58.11,--,-1229.87,31.79,,,,,,,,,,,,,,,,,,,,32.8亿,67.5亿,32.7亿,45.5亿,45.8亿,55.6亿,36.4亿,49.0亿,20.8亿,,,,,,,,,,,,,,,,,,,,-8.30,16.68,0.36,22.50,39.83,-17.59,11.12,7.84,-54.62,
28.35%,7.41亿,3.083,8078万,37.85亿,1.494元,35.15,http://quote.eastmoney.com/sh600683.html,4308.61%,0.109,88.08%,7.41亿,sh600683,京投发展,3.50%,37.85亿,1.66,9.84%,21.95亿,1993-10-25,,,,,,,,,,,,,,,,,,,5873万,1.92亿,-5961万,1.05亿,-4736万,3.24亿,8800万,3980万,-4702万,,,,,,,,,,,,,,,,,,,,--,-21.32,-265.42,2853.76,-180.64,68.45,--,-62.11,--,,,,,,,,,,,,,,,,,,,,2.00亿,43.5亿,1.62亿,19.4亿,1.46亿,39.7亿,10.0亿,10.8亿,1.12亿,,,,,,,,,,,,,,,,,,,,-87.15,-30.31,-83.87,431.13,-27.11,-8.83,519.65,-44.21,-23.52,
30.11%,8.53亿,3.695,2.98亿,42.76亿,2.368元,10.74,http://quote.eastmoney.com/sh600684.html,-9.11%,0.35,75.67%,8.53亿,sh600684,珠江实业,9.83%,42.76亿,1.36,8.90%,35.43亿,1993-10-28,,,,,,,,,,,,,,,,,,,9825万,7642万,1.16亿,1.14亿,9860万,3139万,1.50亿,8825万,6059万,,,,,,,,,,,,,,,,,,,,66.07,-30.91,209.19,-5.88,0.36,-58.92,29.13,-22.52,-38.55,,,,,,,,,,,,,,,,,,,,10.4亿,10.5亿,13.5亿,11.5亿,6.33亿,11.1亿,7.95亿,21.5亿,5.95亿,,,,,,,,,,,,,,,,,,,,84.07,-40.63,89.91,-12.27,-38.95,6.17,-41.00,87.49,-5.97,
2.82%,8.21亿,7.805,-5.77亿,130.3亿,0.441元,-,http://quote.eastmoney.com/sh600685.html,-208.35%,-0.408,63.30%,14.14亿,sh600685,中船防务,-5.22%,224.2亿,2.03,-6.01%,117.6亿,1993-10-28,,,,,,,,,,,,,,,,,,,-3047万,6462万,1841万,2556万,-2.31亿,2.75亿,2424万,-3.19亿,-2.82亿,,,,,,,,,,,,,,,,,,,,--,-93.82,1677.10,-29.07,--,325.34,31.65,-1348.83,--,,,,,,,,,,,,,,,,,,,,57.1亿,62.8亿,40.8亿,63.4亿,50.7亿,68.2亿,29.6亿,52.6亿,35.4亿,,,,,,,,,,,,,,,,,,,,-9.86,-25.02,-5.91,-9.77,-11.14,8.63,-27.43,-17.02,-30.22,
12.29%,6.07亿,5.296,8595万,59.22亿,2.489元,51.68,http://quote.eastmoney.com/sh600686.html,-62.58%,0.142,81.21%,6.07亿,sh600686,金龙汽车,1.76%,59.22亿,1.84,0.86%,127.0亿,1993-11-08,,,,,,,,,,,,,,,,,,,-2.66亿,-6.17亿,-5322万,9159万,1.91亿,2.49亿,37.7万,7881万,676万,,,,,,,,,,,,,,,,,,,,-320.17,-331.88,-194.54,-15.16,--,--,--,-13.95,-96.47,,,,,,,,,,,,,,,,,,,,48.2亿,59.3亿,23.2亿,34.3亿,45.3亿,74.6亿,37.8亿,52.5亿,36.7亿,,,,,,,,,,,,,,,,,,,,-32.18,-37.21,-62.01,-31.20,-6.02,25.89,63.03,53.31,-19.02,
8.70%,14.89亿,4.091,4683万,75.63亿,1.083元,121.11,http://quote.eastmoney.com/sh600687.html,-86.54%,0.032,51.81%,14.89亿,sh600687,刚泰控股,0.77%,75.63亿,1.24,0.57%,74.74亿,1993-11-08,,,,,,,,,,,,,,,,,,,8520万,1.63亿,1.06亿,1.49亿,9350万,1.97亿,1.10亿,-195万,-6127万,,,,,,,,,,,,,,,,,,,,75.25,2.02,-48.24,245.06,9.75,20.77,3.99,-101.31,-165.53,,,,,,,,,,,,,,,,,,,,21.5亿,34.3亿,20.8亿,18.9亿,12.1亿,30.3亿,23.7亿,30.4亿,20.6亿,,,,,,,,,,,,,,,,,,,,48.06,31.12,-10.52,-31.19,-43.77,-11.68,13.98,60.76,70.14,
20.77%,73.29亿,2.747,46.60亿,400.9亿,1.157元,9.53,http://quote.eastmoney.com/sh600688.html,13.63%,0.431,28.95%,108.2亿,sh600688,上海石化,15.08%,592.1亿,1.99,5.77%,808.2亿,1993-11-08,,,,,,,,,,,,,,,,,,,10.3亿,18.3亿,19.3亿,6.47亿,15.3亿,20.4亿,17.7亿,17.5亿,11.4亿,,,,,,,,,,,,,,,,,,,,100.84,82.53,68.42,-66.86,47.67,11.75,-8.16,171.04,-25.54,,,,,,,,,,,,,,,,,,,,176亿,233亿,226亿,205亿,251亿,239亿,258亿,264亿,286亿,,,,,,,,,,,,,,,,,,,,-9.35,21.12,36.26,0.52,42.40,2.34,14.12,28.70,14.30,
6.66%,1.52亿,2.293,238.1万,17.09亿,-0.083元,710.96,http://quote.eastmoney.com/sh600689.html,-93.28%,0.012,35.01%,2.01亿,sh600689,上海三毛,0.52%,22.57亿,4.90,0.24%,10.08亿,1993-11-08,,,,,,,,,,,,,,,,,,,1274万,9714万,4077万,-624万,88.2万,-1471万,246万,-84.5万,76.9万,,,,,,,,,,,,,,,,,,,,--,--,--,--,-93.08,-115.15,-93.98,--,-12.74,,,,,,,,,,,,,,,,,,,,2.77亿,3.36亿,2.83亿,2.90亿,3.21亿,3.84亿,3.51亿,2.99亿,3.58亿,,,,,,,,,,,,,,,,,,,,11.93,8.22,-8.07,25.72,15.75,14.31,24.16,3.20,11.64,
28.93%,60.97亿,5.534,61.27亿,984.1亿,3.994元,12.58,http://quote.eastmoney.com/sh600690.html,9.35%,0.9620000000000001,69.30%,63.68亿,sh600690,青岛海尔,17.42%,1028亿,2.92,5.67%,1381亿,1993-11-19,,,,,,,,,,,,,,,,,,,5.12亿,12.1亿,17.4亿,26.8亿,12.2亿,13.2亿,19.8亿,28.8亿,13.4亿,,,,,,,,,,,,,,,,,,,,-40.60,70.03,8.89,56.45,145.27,2.36,14.02,7.41,10.14,,,,,,,,,,,,,,,,,,,,356亿,348亿,377亿,398亿,427亿,368亿,427亿,459亿,476亿,,,,,,,,,,,,,,,,,,,,50.13,84.61,69.73,50.04,16.96,15.25,13.01,15.30,11.50,
13.03%,17.56亿,2.492,1.09亿,50.58亿,-0.364元,46.93,http://quote.eastmoney.com/sh600691.html,23.93%,0.046,86.36%,23.76亿,sh600691,阳煤化工,2.82%,68.43亿,1.16,0.90%,151.1亿,1993-11-19,,,,,,,,,,,,,,,,,,,-4.12亿,-1.55亿,2164万,3938万,2723万,2789万,4024万,6299万,613万,,,,,,,,,,,,,,,,,,,,-3692.54,--,80.58,--,--,--,85.95,59.99,-77.47,,,,,,,,,,,,,,,,,,,,40.0亿,31.2亿,48.5亿,58.5亿,50.4亿,45.2亿,51.7亿,40.8亿,58.6亿,,,,,,,,,,,,,,,,,,,,-23.42,25.62,14.16,11.94,25.99,45.07,6.58,-30.33,16.47,
23.89%,2.55亿,2.084,3499万,21.11亿,0.738元,62.43,http://quote.eastmoney.com/sh600692.html,-7.62%,0.1,59.92%,3.52亿,sh600692,亚通股份,4.89%,29.13亿,3.97,9.06%,5.25亿,1993-11-19,,,,,,,,,,,,,,,,,,,2090万,1531万,1009万,1179万,1599万,2601万,803万,1543万,1153万,,,,,,,,,,,,,,,,,,,,51.89,-26.14,30.11,273.68,-23.48,69.93,-20.45,30.86,-27.88,,,,,,,,,,,,,,,,,,,,2.99亿,2.89亿,2.63亿,4.16亿,2.46亿,2.89亿,1.77亿,1.94亿,1.54亿,,,,,,,,,,,,,,,,,,,,81.18,54.20,98.91,103.42,-17.74,-0.09,-32.81,-53.45,-37.23,
23.44%,8.97亿,2.333,3985万,56.17亿,1.002元,105.83,http://quote.eastmoney.com/sh600693.html,-71.17%,0.044000000000000004,69.49%,8.98亿,sh600693,东百集团,1.86%,56.23亿,2.68,3.78%,18.42亿,1993-11-22,,,,,,,,,,,,,,,,,,,-215万,9294万,3024万,6300万,4498万,1.09亿,2935万,527万,523万,,,,,,,,,,,,,,,,,,,,--,1221.51,33.36,--,--,17.47,-2.94,-91.64,-88.38,,,,,,,,,,,,,,,,,,,,4.21亿,17.9亿,8.55亿,10.4亿,7.80亿,11.8亿,6.78亿,6.07亿,5.57亿,,,,,,,,,,,,,,,,,,,,29.82,279.47,102.32,176.69,85.37,-34.14,-20.63,-41.73,-28.63,
25.63%,2.94亿,26.82,7.85亿,92.17亿,18.985元,8.80,http://quote.eastmoney.com/sh600694.html,21.45%,2.673,53.72%,2.94亿,sh600694,大商股份,10.25%,92.17亿,1.17,4.53%,183.7亿,1993-11-22,,,,,,,,,,,,,,,,,,,1.36亿,5492万,3.29亿,1.91亿,1.27亿,2.30亿,3.52亿,2.61亿,1.73亿,,,,,,,,,,,,,,,,,,,,555.15,108.06,11.82,-12.53,-6.66,318.85,6.88,36.79,36.23,,,,,,,,,,,,,,,,,,,,65.2亿,64.7亿,77.2亿,63.5亿,62.4亿,64.3亿,71.4亿,58.6亿,53.7亿,,,,,,,,,,,,,,,,,,,,-8.68,-9.59,-9.59,-3.14,-4.25,-0.64,-7.51,-7.66,-13.94,
82.39%,3.66亿,0.929,487.0万,21.62亿,-0.943元,646.12,http://quote.eastmoney.com/sh600695.html,-88.87%,0.006999999999999999,27.18%,7.11亿,sh600695,绿庭投资,0.70%,41.96亿,6.35,15.65%,3223万,1993-11-22,,,,,,,,,,,,,,,,,,,1755万,4920万,2800万,-1516万,3091万,389万,-1850万,1297万,1039万,,,,,,,,,,,,,,,,,,,,--,-5.03,--,-260.44,66.93,-92.09,-166.05,--,-66.37,,,,,,,,,,,,,,,,,,,,734万,1164万,1038万,1044万,1261万,1664万,1078万,1022万,1123万,,,,,,,,,,,,,,,,,,,,-87.07,-81.89,-31.18,-35.40,71.79,42.92,3.90,-2.17,-10.90,
9.52%,3.41亿,0.875,2131万,20.30亿,-0.342元,71.45,http://quote.eastmoney.com/sh600696.html,170.15%,0.063,54.12%,3.41亿,sh600696,ST岩石,7.42%,20.30亿,6.81,5.34%,4.14亿,1993-12-06,,,,,,,,,,,,,,,,,,,-275万,-2.05亿,252万,292万,245万,1015万,673万,696万,762万,,,,,,,,,,,,,,,,,,,,--,--,--,--,--,--,167.44,138.58,210.46,,,,,,,,,,,,,,,,,,,,5155万,-400万,4787万,2761万,7339万,2621万,1878万,4752万,3.47亿,,,,,,,,,,,,,,,,,,,,1631977.27,-119.02,139529.51,859.51,42.37,754.70,-60.76,72.14,373.25,
23.05%,1.55亿,15.39,1.99亿,33.17亿,11.993元,12.83,http://quote.eastmoney.com/sh600697.html,-4.98%,1.25,75.40%,1.59亿,sh600697,欧亚集团,8.31%,34.01亿,1.39,3.80%,113.4亿,1993-12-06,,,,,,,,,,,,,,,,,,,7604万,1.19亿,4636万,8654万,7629万,9599万,5016万,7791万,7071万,,,,,,,,,,,,,,,,,,,,1.04,-0.50,0.35,0.62,0.33,-19.36,8.20,-9.98,-7.31,,,,,,,,,,,,,,,,,,,,29.7亿,34.5亿,30.8亿,36.1亿,32.8亿,40.1亿,36.6亿,39.6亿,37.2亿,,,,,,,,,,,,,,,,,,,,-0.09,-3.27,0.45,1.97,10.61,16.22,18.90,9.66,13.37,
16.56%,7.37亿,0.5920000000000001,-231.0万,31.99亿,-0.880元,-,http://quote.eastmoney.com/sh600698.html,75.33%,-0.002,54.27%,9.72亿,sh600698,湖南天雁,-0.40%,42.18亿,7.34,-0.60%,3.84亿,1993-12-06,,,,,,,,,,,,,,,,,,,59.9万,211万,345万,233万,-1514万,-7468万,-229万,-107万,105万,,,,,,,,,,,,,,,,,,,,--,--,4.85,-41.66,-2626.81,-3634.90,-166.53,-145.79,--,,,,,,,,,,,,,,,,,,,,1.31亿,1.55亿,1.76亿,1.54亿,1.33亿,1.21亿,1.43亿,1.41亿,1.01亿,,,,,,,,,,,,,,,,,,,,34.69,83.72,47.58,-1.71,0.82,-22.04,-18.78,-8.32,-24.12,
15.65%,9.49亿,15.11,10.58亿,253.3亿,2.978元,17.96,http://quote.eastmoney.com/sh600699.html,19.28%,1.114,67.26%,9.49亿,sh600699,均胜电子,7.82%,253.3亿,1.77,3.10%,394.2亿,1993-12-06,,,,,,,,,,,,,,,,,,,1.58亿,5025万,2.08亿,4.08亿,2.71亿,-4.91亿,3110万,7.90亿,2.37亿,,,,,,,,,,,,,,,,,,,,93.49,-61.20,72.18,228.23,71.06,-1076.68,-85.04,93.78,-12.75,,,,,,,,,,,,,,,,,,,,57.8亿,68.2亿,65.3亿,65.6亿,63.2亿,71.9亿,69.8亿,156亿,168亿,,,,,,,,,,,,,,,,,,,,172.78,230.25,202.70,72.99,9.34,5.47,7.03,138.39,165.58,
35.27%,7.76亿,3.781,-3.86亿,20.95亿,-0.087元,-,http://quote.eastmoney.com/sh600701.html,-276.05%,-0.373,59.33%,10.35亿,sh600701,*ST工新,-9.47%,27.94亿,0.71,-39.89%,10.44亿,1996-05-28,,,,,,,,,,,,,,,,,,,-1240万,41.8万,6251万,8340万,7325万,-4030万,-3233万,-1.99亿,-1.54亿,,,,,,,,,,,,,,,,,,,,--,198.39,4339.27,242.38,--,-9736.01,-151.73,-338.80,-310.69,,,,,,,,,,,,,,,,,,,,3.93亿,8.00亿,7.59亿,9.70亿,10.2亿,6.01亿,5.96亿,2.39亿,2.09亿,,,,,,,,,,,,,,,,,,,,94.87,167.40,253.70,298.14,159.64,-24.92,-21.51,-75.35,-79.48,
47.35%,40.78亿,5.2379999999999995,25.94亿,643.6亿,2.374元,18.61,http://quote.eastmoney.com/sh600703.html,9.09%,0.636,27.86%,40.78亿,sh600703,三安光电,12.31%,643.6亿,3.01,40.57%,63.93亿,1996-05-28,,,,,,,,,,,,,,,,,,,5.29亿,6.71亿,6.91亿,8.24亿,8.63亿,7.87亿,9.68亿,8.85亿,7.41亿,,,,,,,,,,,,,,,,,,,,-2.44,170.65,51.14,61.81,62.96,17.25,40.14,7.38,-14.14,,,,,,,,,,,,,,,,,,,,17.1亿,17.9亿,19.9亿,20.8亿,22.2亿,21.1亿,19.4亿,22.3亿,22.2亿,,,,,,,,,,,,,,,,,,,,30.32,42.18,68.90,29.78,29.78,18.15,-2.26,7.30,0.19,
2.98%,43.07亿,4.212,18.26亿,252.4亿,1.804元,10.37,http://quote.eastmoney.com/sh600704.html,23.47%,0.424,72.89%,43.07亿,sh600704,物产中大,9.13%,252.4亿,1.39,1.27%,2128亿,1996-06-06,,,,,,,,,,,,,,,,,,,5.09亿,9.14亿,3.93亿,5.46亿,5.39亿,7.56亿,8.31亿,4.18亿,5.76亿,,,,,,,,,,,,,,,,,,,,12.15,348.59,39.77,21.71,5.81,-17.33,111.23,-23.42,6.95,,,,,,,,,,,,,,,,,,,,500亿,711亿,583亿,661亿,687亿,836亿,543亿,767亿,821亿,,,,,,,,,,,,,,,,,,,,17.65,28.99,62.43,31.60,37.35,17.60,-6.76,16.00,19.47,
45.94%,89.76亿,2.7230000000000003,22.00亿,522.4亿,0.908元,17.81,http://quote.eastmoney.com/sh600705.html,12.16%,0.245,87.24%,89.76亿,sh600705,中航投资,9.19%,522.4亿,2.14,55.68%,51.68亿,1996-05-16,,,,,,,,,,,,,,,,,,,5.41亿,6.54亿,5.32亿,7.44亿,6.86亿,8.22亿,7.92亿,7.81亿,6.27亿,,,,,,,,,,,,,,,,,,,,47.91,29.72,-3.16,28.20,26.87,25.66,49.06,5.01,-8.66,,,,,,,,,,,,,,,,,,,,21.6亿,24.6亿,22.2亿,26.7亿,27.1亿,33.5亿,31.2亿,35.0亿,34.4亿,,,,,,,,,,,,,,,,,,,,-1.14,9.71,10.86,25.31,25.85,36.13,40.94,31.09,26.69,
30.51%,1.78亿,5.916,1.13亿,21.01亿,2.417元,14.02,http://quote.eastmoney.com/sh600706.html,42.41%,0.632,49.65%,1.80亿,sh600706,曲江文旅,11.28%,21.20亿,2.00,11.55%,9.87亿,1996-05-16,,,,,,,,,,,,,,,,,,,2354万,-1269万,2894万,2175万,2894万,-1721万,2994万,4144万,4203万,,,,,,,,,,,,,,,,,,,,4.35,--,112.17,-24.74,22.93,--,3.46,90.54,45.20,,,,,,,,,,,,,,,,,,,,2.50亿,3.23亿,2.34亿,2.66亿,3.04亿,3.29亿,2.84亿,3.43亿,3.60亿,,,,,,,,,,,,,,,,,,,,-4.55,32.65,5.96,4.00,21.79,1.88,21.58,29.01,18.39,
4.18%,12.88亿,5.599,-2.67亿,82.30亿,-1.178元,-,http://quote.eastmoney.com/sh600707.html,-420.04%,-0.07400000000000001,47.24%,35.88亿,sh600707,彩虹股份,-1.32%,229.3亿,1.14,-33.75%,8.10亿,1996-05-20,,,,,,,,,,,,,,,,,,,1625万,-1.80亿,-4711万,-2679万,2258万,1.11亿,-2726万,-1.07亿,-1.33亿,,,,,,,,,,,,,,,,,,,,--,-164.25,--,--,38.91,--,--,--,-689.55,,,,,,,,,,,,,,,,,,,,8653万,9633万,8889万,1.02亿,1.09亿,1.53亿,1.38亿,1.51亿,5.21亿,,,,,,,,,,,,,,,,,,,,44.73,3505.05,28.89,19.66,25.73,58.83,55.62,47.52,378.56,
37.61%,22.25亿,4.963,10.12亿,111.0亿,3.166元,8.24,http://quote.eastmoney.com/sh600708.html,68.72%,0.45399999999999996,82.94%,22.29亿,sh600708,光明地产,9.42%,111.2亿,1.01,12.42%,94.01亿,1996-06-06,,,,,,,,,,,,,,,,,,,6725万,8.02亿,4371万,2.17亿,3.39亿,13.5亿,5.14亿,3.21亿,1.77亿,,,,,,,,,,,,,,,,,,,,-17.42,146.07,9.20,111.79,404.77,68.06,1076.47,48.06,-47.86,,,,,,,,,,,,,,,,,,,,28.7亿,131亿,23.2亿,36.2亿,49.4亿,99.4亿,29.9亿,34.5亿,29.6亿,,,,,,,,,,,,,,,,,,,,55.83,151.31,-5.91,56.31,71.94,-24.32,28.80,-4.71,-39.93,
5.99%,6.40亿,3.283,3.48亿,34.13亿,1.157元,15.01,http://quote.eastmoney.com/sh600710.html,27.32%,0.266,82.83%,13.07亿,sh600710,苏美达,8.35%,69.65亿,1.62,1.57%,591.4亿,1996-07-01,,,,,,,,,,,,,,,,,,,-529万,2.04亿,7205万,9257万,1.09亿,8480万,7752万,1.28亿,1.43亿,,,,,,,,,,,,,,,,,,,,--,312.03,--,455.14,--,-58.50,7.59,38.17,31.16,,,,,,,,,,,,,,,,,,,,95.8亿,192亿,165亿,175亿,176亿,224亿,173亿,222亿,196亿,,,,,,,,,,,,,,,,,,,,-10.06,21.26,108.28,30.32,84.10,16.61,4.88,27.01,10.97,
4.71%,14.97亿,4.123,4.71亿,93.57亿,0.734元,18.24,http://quote.eastmoney.com/sh600711.html,24.43%,0.257,48.91%,18.31亿,sh600711,盛屯矿业,8.06%,114.4亿,1.52,2.26%,208.7亿,1996-05-31,,,,,,,,,,,,,,,,,,,6294万,7151万,9410万,1.28亿,1.56亿,2.32亿,1.55亿,2.23亿,9305万,,,,,,,,,,,,,,,,,,,,32.48,30.20,1540.06,164.29,148.26,224.61,64.44,74.26,-40.45,,,,,,,,,,,,,,,,,,,,37.6亿,43.0亿,32.0亿,42.6亿,52.6亿,79.5亿,58.1亿,78.0亿,72.5亿,,,,,,,,,,,,,,,,,,,,118.31,70.11,51.95,67.09,39.90,85.06,81.60,83.39,37.87,
16.95%,5.38亿,1.881,-3758万,25.34亿,0.103元,-,http://quote.eastmoney.com/sh600712.html,-201.17%,-0.069,50.81%,5.45亿,sh600712,南宁百货,-3.60%,25.65亿,2.50,-2.41%,15.57亿,1996-06-26,,,,,,,,,,,,,,,,,,,-1011万,-1901万,-18.1万,-1232万,2.25万,1425万,-12.4万,-751万,-2995万,,,,,,,,,,,,,,,,,,,,--,-154.65,-124.42,--,--,--,--,--,-132939.37,,,,,,,,,,,,,,,,,,,,4.49亿,6.52亿,5.27亿,5.22亿,4.81亿,7.91亿,5.81亿,5.30亿,4.47亿,,,,,,,,,,,,,,,,,,,,-10.65,-0.08,-9.50,-0.42,7.12,21.37,10.20,1.54,-7.13,
6.39%,8.97亿,3.678,1.97亿,45.32亿,0.659元,19.98,http://quote.eastmoney.com/sh600713.html,13.74%,0.19,78.05%,10.42亿,sh600713,南京医药,5.41%,52.60亿,1.37,1.11%,226.0亿,1996-07-01,,,,,,,,,,,,,,,,,,,4737万,5150万,5990万,5247万,6126万,6564万,6627万,7252万,5868万,,,,,,,,,,,,,,,,,,,,15.60,46.26,20.88,64.73,29.32,27.47,10.64,38.23,-4.21,,,,,,,,,,,,,,,,,,,,67.6亿,70.0亿,66.8亿,68.1亿,69.6亿,70.2亿,75.3亿,72.4亿,78.3亿,,,,,,,,,,,,,,,,,,,,5.80,8.76,1.68,6.60,2.96,0.30,12.64,6.32,12.48,
33.78%,2.88亿,2.142,1558万,21.01亿,0.002元,101.11,http://quote.eastmoney.com/sh600714.html,72.96%,0.054000000000000006,7.58%,2.88亿,sh600714,金瑞矿业,2.56%,21.01亿,3.40,16.96%,9189万,1996-06-06,,,,,,,,,,,,,,,,,,,1.44亿,-4003万,1022万,-83.6万,-37.4万,321万,445万,280万,833万,,,,,,,,,,,,,,,,,,,,--,--,--,--,-100.26,--,-56.46,--,--,,,,,,,,,,,,,,,,,,,,2748万,2518万,954万,2119万,2838万,3197万,3010万,2959万,3220万,,,,,,,,,,,,,,,,,,,,-67.73,-55.01,-76.81,-46.46,3.25,26.99,215.52,39.62,13.46,
22.95%,12.84亿,3.8139999999999996,2518万,69.35亿,0.160元,298.39,http://quote.eastmoney.com/sh600715.html,-93.34%,0.013999999999999999,31.32%,18.55亿,sh600715,文投控股,0.35%,100.2亿,1.42,1.64%,14.79亿,1996-07-01,,,,,,,,,,,,,,,,,,,1.24亿,2.36亿,2.26亿,1.24亿,2767万,5592万,8826万,-8106万,1797万,,,,,,,,,,,,,,,,,,,,206.83,116.79,25.61,102.63,-77.65,-76.30,-61.00,-165.36,-35.04,,,,,,,,,,,,,,,,,,,,4.36亿,9.63亿,8.44亿,4.33亿,3.95亿,6.06亿,5.54亿,2.82亿,6.43亿,,,,,,,,,,,,,,,,,,,,195.55,55.64,61.95,30.31,-9.51,-37.05,-34.35,-34.92,62.98,
12.87%,9.10亿,4.5280000000000005,-3265万,41.14亿,0.715元,-,http://quote.eastmoney.com/sh600716.html,65.40%,-0.035,52.00%,9.36亿,sh600716,凤凰股份,-0.89%,42.31亿,1.00,-3.46%,9.43亿,1996-07-02,,,,,,,,,,,,,,,,,,,589万,4063万,-1076万,-6186万,-2173万,-5966万,-4635万,3413万,-2042万,,,,,,,,,,,,,,,,,,,,--,139.49,-1076.55,-1384.43,-469.07,-246.86,--,--,--,,,,,,,,,,,,,,,,,,,,2.71亿,7.46亿,1.87亿,2.57亿,2.88亿,6.12亿,3.34亿,4.03亿,2.06亿,,,,,,,,,,,,,,,,,,,,80.24,-1.36,-14.64,-55.90,6.17,-17.98,78.75,56.67,-28.29,
20.28%,16.75亿,9.538,6.48亿,144.2亿,5.456元,16.70,http://quote.eastmoney.com/sh600717.html,-19.09%,0.387,38.42%,16.75亿,sh600717,天津港,4.08%,144.2亿,0.90,10.47%,94.26亿,1996-06-14,,,,,,,,,,,,,,,,,,,3.79亿,2.79亿,2.66亿,2.82亿,2.53亿,2345万,2.31亿,2.16亿,2.00亿,,,,,,,,,,,,,,,,,,,,7.37,13.04,-2.47,-22.03,-33.39,-91.61,-12.92,-23.45,-20.71,,,,,,,,,,,,,,,,,,,,34.5亿,41.8亿,34.8亿,37.4亿,35.5亿,34.7亿,27.6亿,31.7亿,35.0亿,,,,,,,,,,,,,,,,,,,,-12.27,21.85,16.46,12.01,2.96,-17.12,-20.66,-15.22,-1.38,
