毛利率,流通股,净资产,净利润,流值,每股未分配利润,PE(动),链接,同比,收益(三),负债率,总股本,code,名称,ROE,总值,市净率,净利率,营收,上市时间,净利润_2007-12-31,净利润_2008-12-31,净利润_2009-09-30,净利润_2009-12-31,净利润_2010-06-30,净利润_2010-09-30,净利润_2010-12-31,净利润_2011-12-31,净利润_2012-12-31,净利润_2013-09-30,净利润_2013-12-31,净利润_2014-12-31,净利润_2015-03-31,净利润_2015-06-30,净利润_2015-09-30,净利润_2015-12-31,净利润_2016-03-31,净利润_2016-06-30,净利润_2016-09-30,净利润_2016-12-31,净利润_2017-03-31,净利润_2017-06-30,净利润_2017-09-30,净利润_2017-12-31,净利润_2018-03-31,净利润_2018-06-30,净利润_2018-09-30,净利润_2018-12-31,净利润同比增长_2007-12-31,净利润同比增长_2008-12-31,净利润同比增长_2009-09-30,净利润同比增长_2009-12-31,净利润同比增长_2010-06-30,净利润同比增长_2010-09-30,净利润同比增长_2010-12-31,净利润同比增长_2011-12-31,净利润同比增长_2012-12-31,净利润同比增长_2013-09-30,净利润同比增长_2013-12-31,净利润同比增长_2014-12-31,净利润同比增长_2015-03-31,净利润同比增长_2015-06-30,净利润同比增长_2015-09-30,净利润同比增长_2015-12-31,净利润同比增长_2016-03-31,净利润同比增长_2016-06-30,净利润同比增长_2016-09-30,净利润同比增长_2016-12-31,净利润同比增长_2017-03-31,净利润同比增长_2017-06-30,净利润同比增长_2017-09-30,净利润同比增长_2017-12-31,净利润同比增长_2018-03-31,净利润同比增长_2018-06-30,净利润同比增长_2018-09-30,净利润同比增长_2018-12-31,营收_2007-12-31,营收_2008-12-31,营收_2009-09-30,营收_2009-12-31,营收_2010-06-30,营收_2010-09-30,营收_2010-12-31,营收_2011-12-31,营收_2012-12-31,营收_2013-09-30,营收_2013-12-31,营收_2014-12-31,营收_2015-03-31,营收_2015-06-30,营收_2015-09-30,营收_2015-12-31,营收_2016-03-31,营收_2016-06-30,营收_2016-09-30,营收_2016-12-31,营收_2017-03-31,营收_2017-06-30,营收_2017-09-30,营收_2017-12-31,营收_2018-03-31,营收_2018-06-30,营收_2018-09-30,营收_2018-12-31,营收增长同比_2007-12-31,营收增长同比_2008-12-31,营收增长同比_2009-09-30,营收增长同比_2009-12-31,营收增长同比_2010-06-30,营收增长同比_2010-09-30,营收增长同比_2010-12-31,营收增长同比_2011-12-31,营收增长同比_2012-12-31,营收增长同比_2013-09-30,营收增长同比_2013-12-31,营收增长同比_2014-12-31,营收增长同比_2015-03-31,营收增长同比_2015-06-30,营收增长同比_2015-09-30,营收增长同比_2015-12-31,营收增长同比_2016-03-31,营收增长同比_2016-06-30,营收增长同比_2016-09-30,营收增长同比_2016-12-31,营收增长同比_2017-03-31,营收增长同比_2017-06-30,营收增长同比_2017-09-30,营收增长同比_2017-12-31,营收增长同比_2018-03-31,营收增长同比_2018-06-30,营收增长同比_2018-09-30,营收增长同比_2018-12-31
16.13%,7089万,4.6160000000000005,8724万,8.62亿,2.293元,21.33,http://quote.eastmoney.com/sh603787.html,21.23%,0.428,54.47%,2.04亿,sh603787,新日股份,9.57%,24.81亿,2.63,3.69%,23.63亿,2017-04-27,,,,,,,,,,,,,,,,,,,7895万,7621万,1534万,3674万,7196万,7325万,1603万,4831万,8724万,,,,,,,,,,,,,,,,,,,,--,38.17,32.57,-7.13,-8.86,-3.88,4.49,31.49,21.23,,,,,,,,,,,,,,,,,,,,16.0亿,20.5亿,5.34亿,11.9亿,21.1亿,27.0亿,5.81亿,14.5亿,23.6亿,,,,,,,,,,,,,,,,,,,,--,-14.21,22.70,31.43,32.15,31.20,8.87,21.87,12.01,
33.36%,2.30亿,8.216000000000001,2.06亿,40.20亿,1.885元,14.62,http://quote.eastmoney.com/sh603788.html,21.83%,0.897,14.83%,2.30亿,sh603788,宁波高发,10.89%,40.20亿,2.13,20.47%,10.18亿,2015-01-20,,,,,,,,,,,,,,,,,,,1.12亿,1.57亿,6044万,1.18亿,1.69亿,2.33亿,8212万,1.56亿,2.06亿,,,,,,,,,,,,,,,,,,,,36.00,39.81,56.17,57.73,51.37,48.28,35.88,32.18,21.83,,,,,,,,,,,,,,,,,,,,6.01亿,8.61亿,2.99亿,5.90亿,8.60亿,12.1亿,3.84亿,7.38亿,10.2亿,,,,,,,,,,,,,,,,,,,,20.88,28.75,50.38,46.25,43.03,40.36,28.54,25.08,18.36,
21.68%,2.60亿,4.204,491.0万,36.35亿,0.926元,555.19,http://quote.eastmoney.com/sh603789.html,-90.23%,0.019,29.70%,2.60亿,sh603789,星光农机,0.45%,36.35亿,3.33,2.10%,5.29亿,2015-04-27,,,,,,,,,,,,,,,,,,,5250万,3321万,1447万,3922万,5024万,2529万,-1421万,-1261万,491万,,,,,,,,,,,,,,,,,,,,-44.96,-58.19,-23.43,7.54,-4.31,-23.83,-198.19,-132.16,-90.23,,,,,,,,,,,,,,,,,,,,4.66亿,5.21亿,1.61亿,3.96亿,5.54亿,6.38亿,4778万,2.82亿,5.29亿,,,,,,,,,,,,,,,,,,,,-16.49,-10.97,50.08,35.19,18.93,22.50,-70.32,-28.82,-4.54,
32.28%,3680万,6.9910000000000005,1.08亿,8.56亿,3.304元,23.77,http://quote.eastmoney.com/sh603790.html,13.41%,0.7340000000000001,11.35%,1.47亿,sh603790,雅运股份,17.04%,34.25亿,3.33,14.89%,7.40亿,2018-09-12,,,,,,,,,,,,8602万,,,,7214万,,,,9449万,,,9531万,1.14亿,,7723万,1.08亿,,,,,,,,,,,,,--,,,,-16.14,,,,30.99,,,--,20.49,,--,13.41,,,,,,,,,,,,,8.33亿,,,,7.74亿,,,,8.40亿,,,6.61亿,8.83亿,,5.06亿,7.40亿,,,,,,,,,,,,,--,,,,-7.02,,,,8.41,,,--,5.23,,--,11.94,
57.22%,5334万,5.025,5673万,7.30亿,1.588元,30.08,http://quote.eastmoney.com/sh603797.html,27.10%,0.341,69.81%,2.13亿,sh603797,联泰环保,5.43%,29.21亿,2.72,31.30%,1.81亿,2017-04-13,,,,,,,,,,,,,,,,,,,4297万,6349万,1379万,2838万,4463万,6462万,1896万,3731万,5673万,,,,,,,,,,,,,,,,,,,,--,17.18,0.67,3.42,3.87,1.79,37.49,31.47,27.10,,,,,,,,,,,,,,,,,,,,1.51亿,2.01亿,4484万,9149万,1.38亿,1.85亿,5340万,1.13亿,1.81亿,,,,,,,,,,,,,,,,,,,,--,-4.39,-9.56,-8.81,-8.08,-8.29,19.10,23.79,30.88,
30.75%,8540万,4.345,6384万,9.75亿,1.758元,26.83,http://quote.eastmoney.com/sh603798.html,-33.87%,0.319,14.30%,2.00亿,sh603798,康普顿,7.46%,22.84亿,2.63,9.68%,6.60亿,2016-04-06,,,,,,,,,,,,,,,,,,,9470万,1.13亿,4737万,7548万,9653万,1.20亿,4871万,5949万,6384万,,,,,,,,,,,,,,,,,,,,23.87,35.57,55.01,28.07,1.94,5.64,2.82,-21.17,-33.87,,,,,,,,,,,,,,,,,,,,6.17亿,8.21亿,2.83亿,4.87亿,6.92亿,8.96亿,2.83亿,4.80亿,6.60亿,,,,,,,,,,,,,,,,,,,,18.05,15.47,39.30,23.29,12.21,9.12,0.05,-1.37,-4.73,
34.45%,8.20亿,9.695,19.12亿,315.0亿,4.902元,12.51,http://quote.eastmoney.com/sh603799.html,74.14%,2.3040000000000003,56.37%,8.30亿,sh603799,华友钴业,27.18%,318.8亿,3.96,18.98%,100.7亿,2015-01-29,,,,,,,,,,,,,,,,,,,1118万,6924万,2.52亿,6.75亿,11.0亿,19.0亿,8.51亿,15.1亿,19.1亿,,,,,,,,,,,,,,,,,,,,--,--,--,--,9723.35,2637.70,237.96,123.38,74.14,,,,,,,,,,,,,,,,,,,,34.9亿,48.9亿,17.5亿,37.9亿,61.5亿,96.5亿,34.3亿,67.8亿,101亿,,,,,,,,,,,,,,,,,,,,9.16,21.35,66.01,74.92,76.19,97.43,96.36,79.05,63.91,
21.00%,2.08亿,4.687,6142万,27.85亿,1.168元,34.01,http://quote.eastmoney.com/sh603800.html,204.20%,0.295,41.50%,2.08亿,sh603800,道森股份,6.73%,27.85亿,2.86,7.80%,7.68亿,2015-12-10,,,,,,,,,,,,,,,,,,,-3838万,-6004万,728万,1187万,2019万,2923万,-109万,2276万,6142万,,,,,,,,,,,,,,,,,,,,-221.25,-317.47,--,--,--,--,-115.02,91.76,204.20,,,,,,,,,,,,,,,,,,,,2.74亿,4.17亿,1.47亿,3.42亿,5.35亿,8.30亿,2.06亿,4.83亿,7.68亿,,,,,,,,,,,,,,,,,,,,-42.27,-29.41,95.27,83.26,95.28,99.30,40.54,41.16,43.52,
37.31%,8323万,11.7,2.03亿,24.22亿,4.008元,12.80,http://quote.eastmoney.com/sh603801.html,31.51%,1.706,29.17%,1.60亿,sh603801,志邦家居,11.64%,46.56亿,2.49,11.73%,17.34亿,2017-06-30,,,,,,,,,,,,,,,,,,,1.19亿,1.78亿,2034万,6430万,1.55亿,2.34亿,3015万,9487万,2.03亿,,,,,,,,,,,,,,,,,,,,--,34.30,51.03,29.39,30.36,31.74,48.23,47.53,31.51,,,,,,,,,,,,,,,,,,,,11.0亿,15.7亿,2.85亿,8.29亿,14.8亿,21.6亿,3.94亿,10.4亿,17.3亿,,,,,,,,,,,,,,,,,,,,--,32.11,37.59,39.74,35.59,37.38,38.28,25.69,16.79,
41.59%,2.20亿,5.784,8044万,30.79亿,2.762元,55.00,http://quote.eastmoney.com/sh603803.html,-37.28%,0.191,31.43%,4.21亿,sh603803,瑞斯康达,3.20%,58.99亿,2.42,4.68%,17.06亿,2017-04-20,,,,,,,,,,,,,,,,,,,1.90亿,2.53亿,5953万,8006万,1.28亿,1.99亿,3583万,4193万,8044万,,,,,,,,,,,,,,,,,,,,--,5.67,1.85,-33.46,-32.55,-21.36,-39.82,-47.62,-37.28,,,,,,,,,,,,,,,,,,,,14.9亿,20.0亿,4.79亿,10.4亿,15.3亿,21.2亿,4.52亿,10.8亿,17.1亿,,,,,,,,,,,,,,,,,,,,--,17.40,-3.25,0.76,3.03,5.86,-5.51,3.41,11.44,
69.28%,3.30亿,7.05,2.68亿,57.76亿,2.742元,16.50,http://quote.eastmoney.com/sh603808.html,32.65%,0.7959999999999999,25.65%,3.37亿,sh603808,歌力思,12.01%,59.01亿,2.48,18.52%,17.36亿,2015-04-22,,,,,,,,,,,,,,,,,,,9017万,1.98亿,6031万,1.22亿,2.02亿,3.02亿,8032万,1.61亿,2.68亿,,,,,,,,,,,,,,,,,,,,-14.18,23.84,153.15,151.44,124.25,52.72,33.18,32.28,32.65,,,,,,,,,,,,,,,,,,,,6.83亿,11.3亿,3.40亿,7.77亿,13.8亿,20.5亿,5.75亿,10.8亿,17.4亿,,,,,,,,,,,,,,,,,,,,18.53,35.53,88.37,95.08,101.91,81.35,69.28,39.15,25.87,
34.62%,8219万,10.03,1.19亿,13.85亿,5.297元,15.91,http://quote.eastmoney.com/sh603809.html,5.43%,0.794,28.56%,1.49亿,sh603809,豪能股份,7.68%,25.16亿,1.68,18.89%,6.79亿,2017-11-28,,,,,,,,,,,,,,,,,,,9401万,1.26亿,3567万,7804万,1.13亿,1.50亿,4678万,8249万,1.19亿,,,,,,,,,,,,,,,,,,,,--,18.46,--,--,19.70,18.70,31.13,5.70,5.43,,,,,,,,,,,,,,,,,,,,4.65亿,6.44亿,1.72亿,3.84亿,5.83亿,8.42亿,2.49亿,4.57亿,6.79亿,,,,,,,,,,,,,,,,,,,,--,7.10,--,--,25.26,30.82,44.12,19.06,16.51,
25.76%,2000万,13.29,9497万,8.32亿,3.770元,26.29,http://quote.eastmoney.com/sh603810.html,49.71%,1.187,32.39%,8000万,sh603810,丰山集团,16.50%,33.29亿,3.13,9.40%,10.11亿,2018-09-17,,,,,,,,,,,,7040万,,,,7480万,,,,7193万,,,6344万,1.07亿,,8558万,9497万,,,,,,,,,,,,,--,,,,6.25,,,,-3.84,,,--,48.77,,--,49.71,,,,,,,,,,,,,9.21亿,,,,9.77亿,,,,10.2亿,,,9.68亿,12.6亿,,8.02亿,10.1亿,,,,,,,,,,,,,--,,,,6.09,,,,4.28,,,--,23.56,,--,4.43,
62.40%,8026万,5.3260000000000005,7118万,14.66亿,1.098元,22.95,http://quote.eastmoney.com/sh603811.html,56.03%,0.597,15.89%,1.19亿,sh603811,诚意药业,11.57%,21.78亿,3.43,17.80%,4.00亿,2017-03-15,,,,,,,,,,,,,,,,,,,4514万,6817万,1418万,3005万,4562万,6924万,1783万,4501万,7118万,,,,,,,,,,,,,,,,,,,,--,18.13,23.75,-10.03,1.06,1.57,25.76,49.80,56.03,,,,,,,,,,,,,,,,,,,,2.13亿,3.21亿,8231万,1.49亿,2.27亿,3.41亿,1.23亿,2.52亿,4.00亿,,,,,,,,,,,,,,,,,,,,--,1.35,16.48,-2.33,6.35,6.12,49.47,69.25,76.21,
14.45%,4681万,6.837000000000001,4171万,9.51亿,2.768元,32.71,http://quote.eastmoney.com/sh603813.html,9.90%,0.466,17.87%,8955万,sh603813,原尚股份,7.06%,18.19亿,2.97,6.73%,6.14亿,2017-09-18,,,,,,,,,,,,,,,,,,,2418万,4095万,1116万,2429万,3795万,5189万,1011万,2692万,4171万,,,,,,,,,,,,,,,,,,,,--,26.29,--,--,56.92,26.71,-9.37,10.82,9.90,,,,,,,,,,,,,,,,,,,,2.40亿,3.38亿,8944万,1.83亿,2.83亿,3.93亿,1.17亿,2.96亿,6.14亿,,,,,,,,,,,,,,,,,,,,--,15.20,--,--,17.94,16.28,31.34,61.59,116.86,
35.72%,8910万,10.01,7.86亿,49.31亿,3.836元,22.73,http://quote.eastmoney.com/sh603816.html,26.70%,1.8259999999999998,49.73%,4.30亿,sh603816,顾家家居,18.30%,238.1亿,5.53,12.75%,63.93亿,2016-10-14,,,,,,,,,,,,,,,,,,,4.20亿,5.75亿,1.88亿,3.88亿,6.20亿,8.22亿,2.68亿,4.83亿,7.86亿,,,,,,,,,,,,,,,,,,,,21.82,15.40,34.09,42.61,47.75,43.02,42.90,24.36,26.70,,,,,,,,,,,,,,,,,,,,32.5亿,47.9亿,13.8亿,31.1亿,48.5亿,66.7亿,18.5亿,40.5亿,63.9亿,,,,,,,,,,,,,,,,,,,,26.53,30.11,53.57,54.63,49.25,39.02,34.22,30.15,31.87,
49.27%,1.80亿,3.2960000000000003,7853万,13.75亿,0.845元,32.83,http://quote.eastmoney.com/sh603817.html,0.91%,0.175,44.14%,4.50亿,sh603817,海峡环保,5.41%,34.38亿,2.32,24.65%,3.18亿,2017-02-20,,,,,,,,,,,,,,,,,,,6334万,9650万,2239万,5277万,7782万,9940万,2429万,5049万,7853万,,,,,,,,,,,,,,,,,,,,0.41,13.03,-8.28,20.82,22.87,3.01,8.48,-4.33,0.91,,,,,,,,,,,,,,,,,,,,2.45亿,3.30亿,8555万,1.74亿,2.61亿,3.49亿,8857万,1.93亿,3.18亿,,,,,,,,,,,,,,,,,,,,25.27,17.73,4.87,7.37,6.65,5.57,3.53,10.91,21.68,
40.17%,4.84亿,3.36,9505万,39.55亿,1.500元,31.67,http://quote.eastmoney.com/sh603818.html,-45.40%,0.19399999999999998,71.98%,4.91亿,sh603818,曲美家居,5.80%,40.14亿,2.43,5.90%,16.90亿,2015-04-22,,,,,,,,,,,,,,,,,,,1.33亿,1.85亿,2492万,1.06亿,1.74亿,2.46亿,2802万,7048万,9505万,,,,,,,,,,,,,,,,,,,,59.64,58.21,58.71,45.57,30.67,32.78,12.46,-33.33,-45.40,,,,,,,,,,,,,,,,,,,,11.3亿,16.6亿,3.43亿,8.82亿,14.3亿,21.0亿,3.94亿,9.73亿,16.9亿,,,,,,,,,,,,,,,,,,,,26.78,32.52,37.61,29.73,27.23,26.05,15.02,10.32,17.94,
13.48%,5610万,6.3229999999999995,3294万,9.82亿,1.374元,48.13,http://quote.eastmoney.com/sh603819.html,28.17%,0.273,36.49%,1.21亿,sh603819,神力股份,4.37%,21.14亿,2.77,4.86%,6.78亿,2016-11-25,,,,,,,,,,,,,,,,,,,3469万,4565万,1089万,2158万,2570万,3076万,478万,1988万,3294万,,,,,,,,,,,,,,,,,,,,2.43,-0.33,-11.70,-13.63,-25.92,-32.61,-56.10,-7.87,28.17,,,,,,,,,,,,,,,,,,,,4.08亿,5.55亿,1.45亿,3.22亿,5.17亿,7.18亿,2.04亿,4.40亿,6.78亿,,,,,,,,,,,,,,,,,,,,-7.75,-3.18,10.52,17.25,26.75,29.30,40.03,36.47,31.24,
24.46%,7034万,6.135,1.51亿,13.46亿,2.918元,21.38,http://quote.eastmoney.com/sh603823.html,74.70%,0.672,30.66%,2.25亿,sh603823,百合花,11.38%,43.06亿,3.12,12.73%,13.56亿,2016-12-20,,,,,,,,,,,,,,,,,,,1.13亿,1.40亿,2675万,5827万,8648万,1.33亿,3715万,8783万,1.51亿,,,,,,,,,,,,,,,,,,,,14.97,7.34,-12.77,-25.71,-23.65,-4.69,38.89,50.74,74.70,,,,,,,,,,,,,,,,,,,,10.2亿,13.6亿,3.58亿,7.39亿,10.9亿,15.1亿,3.87亿,8.96亿,13.6亿,,,,,,,,,,,,,,,,,,,,17.34,17.54,11.71,8.38,6.18,11.20,7.98,21.23,24.78,
11.13%,9239万,5.396,7052万,15.38亿,1.905元,40.75,http://quote.eastmoney.com/sh603825.html,90.73%,0.307,77.05%,2.30亿,sh603825,华扬联众,5.57%,38.31亿,3.09,0.83%,74.98亿,2017-08-02,,,,,,,,,,,,,,,,,,,452万,1.03亿,327万,2742万,3697万,1.27亿,439万,3859万,7052万,,,,,,,,,,,,,,,,,,,,--,31.76,--,2857.41,718.40,23.41,34.11,40.76,90.73,,,,,,,,,,,,,,,,,,,,44.6亿,66.4亿,14.6亿,35.1亿,55.9亿,82.2亿,20.1亿,49.2亿,75.0亿,,,,,,,,,,,,,,,,,,,,--,28.14,51.94,20.72,25.27,23.77,37.90,40.23,34.18,
16.98%,4.21亿,2.613,6656万,45.19亿,1.025元,51.90,http://quote.eastmoney.com/sh603828.html,69.77%,0.155,69.84%,4.29亿,sh603828,柯利达,6.50%,46.06亿,4.11,5.22%,13.67亿,2015-02-26,,,,,,,,,,,,,,,,,,,3163万,4841万,2600万,2100万,3921万,5762万,3428万,4330万,6656万,,,,,,,,,,,,,,,,,,,,-25.85,-12.22,39.63,-17.27,23.94,19.02,31.86,106.19,69.77,,,,,,,,,,,,,,,,,,,,10.3亿,16.4亿,2.77亿,8.06亿,13.2亿,20.4亿,3.35亿,7.62亿,13.7亿,,,,,,,,,,,,,,,,,,,,-12.94,0.57,-3.71,23.87,28.37,24.32,20.96,-5.43,3.73,
19.73%,7240万,3.9219999999999997,3361万,8.64亿,0.698元,42.63,http://quote.eastmoney.com/sh603829.html,-16.33%,0.21,29.49%,1.60亿,sh603829,洛凯股份,5.42%,19.10亿,3.04,8.63%,3.92亿,2017-10-17,,,,,,,,,,,,,,,,,,,3892万,5221万,678万,2253万,4017万,5365万,689万,2136万,3361万,,,,,,,,,,,,,,,,,,,,--,20.64,--,--,3.23,2.77,1.63,-5.20,-16.33,,,,,,,,,,,,,,,,,,,,3.24亿,4.43亿,7745万,2.24亿,3.60亿,4.86亿,9938万,2.46亿,3.92亿,,,,,,,,,,,,,,,,,,,,--,2.42,--,--,11.24,9.77,28.31,10.08,8.80,
37.88%,9211万,17.1,12.00亿,93.95亿,8.917元,26.78,http://quote.eastmoney.com/sh603833.html,27.07%,2.8560000000000003,32.26%,4.20亿,sh603833,欧派家居,17.58%,428.6亿,5.96,14.64%,81.97亿,2017-03-28,,,,,,,,,,,,,,,,,,,7.15亿,9.50亿,5552万,4.14亿,9.45亿,13.0亿,7356万,5.50亿,12.0亿,,,,,,,,,,,,,,,,,,,,--,94.39,33.31,33.42,32.17,36.92,32.48,32.83,27.07,,,,,,,,,,,,,,,,,,,,50.3亿,71.3亿,14.5亿,38.7亿,69.0亿,97.1亿,19.1亿,48.5亿,82.0亿,,,,,,,,,,,,,,,,,,,,--,27.23,20.49,34.69,37.20,36.11,31.58,25.05,18.74,
30.45%,2.67亿,2.735,5331万,26.08亿,1.098元,36.69,http://quote.eastmoney.com/sh603838.html,49.77%,0.2,13.93%,2.67亿,sh603838,四通股份,7.59%,26.08亿,3.58,14.98%,3.56亿,2015-07-01,,,,,,,,,,,,,,,,,,,4787万,5982万,1388万,2770万,3559万,4178万,2076万,3591万,5331万,,,,,,,,,,,,,,,,,,,,8.48,9.38,-7.79,-7.62,-25.65,-30.16,49.58,29.68,49.77,,,,,,,,,,,,,,,,,,,,3.37亿,4.20亿,9556万,2.23亿,3.41亿,4.21亿,9005万,1.93亿,3.56亿,,,,,,,,,,,,,,,,,,,,-1.22,-9.58,-10.66,2.18,1.18,0.20,-5.76,-13.45,4.25,
67.62%,1.06亿,6.711,2.47亿,12.69亿,2.953元,14.77,http://quote.eastmoney.com/sh603839.html,20.69%,0.611,16.46%,4.04亿,sh603839,安正时尚,9.38%,48.64亿,1.79,21.22%,11.62亿,2017-02-14,,,,,,,,,,,,,,,,,,,1.72亿,2.36亿,7067万,1.29亿,2.05亿,2.73亿,9194万,1.62亿,2.47亿,,,,,,,,,,,,,,,,,,,,1.20,-3.21,16.50,10.20,18.72,15.69,30.09,25.56,20.69,,,,,,,,,,,,,,,,,,,,8.29亿,12.1亿,3.08亿,6.25亿,9.96亿,14.2亿,3.91亿,7.52亿,11.6亿,,,,,,,,,,,,,,,,,,,,-7.01,-1.53,18.89,18.13,20.21,17.78,26.84,20.33,16.66,
10.41%,1.93亿,3.31,5058万,16.80亿,1.047元,51.66,http://quote.eastmoney.com/sh603843.html,145.21%,0.127,71.12%,4.00亿,sh603843,正平股份,3.88%,34.84亿,2.63,3.74%,16.95亿,2016-09-05,,,,,,,,,,,,,,,,,,,4959万,9074万,-1397万,1336万,2063万,4730万,2032万,4206万,5058万,,,,,,,,,,,,,,,,,,,,-9.30,2.66,--,-26.39,-48.50,-47.87,--,214.83,145.21,,,,,,,,,,,,,,,,,,,,16.8亿,21.1亿,1.72亿,5.96亿,9.62亿,14.9亿,6.00亿,11.4亿,16.9亿,,,,,,,,,,,,,,,,,,,,-3.73,-12.17,-7.81,-32.16,-43.45,-29.74,248.13,91.11,76.19,
41.47%,7111万,3.0060000000000002,1.86亿,12.56亿,1.074元,28.52,http://quote.eastmoney.com/sh603848.html,35.10%,0.46399999999999997,14.72%,4.01亿,sh603848,好太太,16.24%,70.82亿,5.87,20.64%,9.02亿,2017-12-01,,,,,,,,,,,,,,,,,1510万,,,1.52亿,3100万,7134万,1.38亿,2.06亿,4766万,1.11亿,1.86亿,,,,,,,,,,,,,,,,,,--,,,13.96,105.33,--,34.75,35.43,53.78,55.58,35.10,,,,,,,,,,,,,,,,,,1.19亿,,,8.08亿,1.98亿,4.70亿,7.63亿,11.1亿,2.63亿,5.70亿,9.02亿,,,,,,,,,,,,,,,,,,--,,,19.02,66.41,--,40.56,37.75,32.91,21.45,18.16,
53.90%,2.02亿,4.207,1.03亿,18.94亿,0.916元,22.67,http://quote.eastmoney.com/sh603855.html,61.40%,0.311,39.96%,3.31亿,sh603855,华荣股份,7.13%,31.12亿,2.23,9.57%,10.73亿,2017-05-24,,,,,,,,,,,,,,,,,,,5046万,1.13亿,904万,3207万,6379万,1.26亿,2116万,5543万,1.03亿,,,,,,,,,,,,,,,,,,,,--,-13.13,84.47,11.37,26.40,11.39,134.06,72.83,61.40,,,,,,,,,,,,,,,,,,,,7.01亿,12.0亿,1.78亿,5.51亿,9.04亿,14.8亿,2.87亿,6.72亿,10.7亿,,,,,,,,,,,,,,,,,,,,--,-8.85,14.60,31.23,29.01,23.24,60.76,21.99,18.73,
23.22%,9143万,6.046,1.25亿,11.78亿,2.168元,16.11,http://quote.eastmoney.com/sh603856.html,22.27%,0.6,19.49%,2.56亿,sh603856,东宏股份,8.47%,33.03亿,2.13,10.52%,11.89亿,2017-11-06,,,,,,,,,,,,,,,,,,,8217万,9771万,1599万,7492万,1.02亿,1.22亿,3687万,7965万,1.25亿,,,,,,,,,,,,,,,,,,,,--,-2.40,--,--,24.47,24.76,130.58,6.32,22.27,,,,,,,,,,,,,,,,,,,,7.61亿,11.2亿,1.68亿,6.03亿,9.53亿,15.1亿,3.01亿,7.50亿,11.9亿,,,,,,,,,,,,,,,,,,,,--,-0.81,--,--,25.25,34.06,79.08,24.44,24.79,
82.82%,4.26亿,14.96,12.16亿,122.5亿,9.468元,15.72,http://quote.eastmoney.com/sh603858.html,7.57%,1.3719999999999999,29.81%,8.86亿,sh603858,步长制药,9.08%,254.8亿,1.92,13.27%,92.86亿,2016-11-18,,,,,,,,,,,,,,,,,,,12.6亿,17.7亿,2.22亿,6.78亿,11.3亿,16.4亿,2.06亿,7.01亿,12.2亿,,,,,,,,,,,,,,,,,,,,-56.49,-49.97,15.30,12.03,-10.20,-7.43,-7.26,3.37,7.57,,,,,,,,,,,,,,,,,,,,90.0亿,123亿,24.3亿,57.5亿,94.5亿,139亿,24.3亿,57.5亿,92.9亿,,,,,,,,,,,,,,,,,,,,15.78,5.71,21.33,11.66,4.92,12.52,0.09,-0.06,-1.69,
46.54%,4989万,5.962999999999999,1806万,12.84亿,2.184元,121.34,http://quote.eastmoney.com/sh603859.html,81.79%,0.159,15.26%,1.14亿,sh603859,能科股份,2.70%,29.22亿,4.31,9.06%,2.69亿,2016-10-21,,,,,,,,,,,,,,,,,,,888万,4238万,-911万,685万,994万,3815万,572万,1233万,1806万,,,,,,,,,,,,,,,,,,,,--,9.51,--,9.35,11.92,-10.00,--,80.06,81.79,,,,,,,,,,,,,,,,,,,,1.06亿,2.29亿,874万,9258万,1.23亿,2.29亿,6503万,1.64亿,2.69亿,,,,,,,,,,,,,,,,,,,,23.83,3.33,38.47,12.17,16.86,0.22,644.12,77.20,118.22,
46.15%,2418万,8.463,1460万,6.77亿,3.675元,95.94,http://quote.eastmoney.com/sh603860.html,-12.24%,0.21899999999999997,13.60%,6668万,sh603860,中公高科,2.59%,18.67亿,3.31,12.63%,1.20亿,2017-08-02,,,,,,,,,,,,,,,,,,,1995万,5393万,176万,1237万,1663万,4690万,213万,643万,1460万,,,,,,,,,,,,,,,,,,,,--,14.50,0.77,14.91,-16.62,-13.03,21.02,-48.01,-12.24,,,,,,,,,,,,,,,,,,,,8723万,1.72亿,2316万,6784万,1.09亿,1.92亿,2443万,7545万,1.20亿,,,,,,,,,,,,,,,,,,,,--,12.47,22.20,19.98,25.32,11.98,5.47,11.21,9.93,
27.62%,1.21亿,5.401,1.11亿,15.68亿,3.107元,25.32,http://quote.eastmoney.com/sh603861.html,-11.44%,0.384,50.82%,4.43亿,sh603861,白云电器,5.73%,57.33亿,2.40,6.70%,17.94亿,2016-03-22,,,,,,,,,,,,,,,,,,,6842万,1.62亿,2575万,5439万,1.25亿,1.55亿,2699万,7587万,1.11亿,,,,,,,,,,,,,,,,,,,,-10.80,-6.19,-2.92,-8.84,25.38,-4.06,4.81,39.48,-11.44,,,,,,,,,,,,,,,,,,,,8.01亿,13.6亿,3.23亿,8.89亿,14.8亿,15.1亿,3.37亿,11.8亿,17.9亿,,,,,,,,,,,,,,,,,,,,0.45,7.93,-8.27,10.14,25.97,10.97,4.47,32.30,21.17,
