code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,净利润_2009-12-31,净利润_2010-12-31,净利润_2011-06-30,净利润_2011-12-31,净利润_2012-12-31,净利润_2013-12-31,净利润_2014-09-30,净利润_2014-12-31,净利润_2015-03-31,净利润_2015-06-30,净利润_2015-09-30,净利润_2015-12-31,净利润_2016-03-31,净利润_2016-06-30,净利润_2016-09-30,净利润_2016-12-31,净利润_2017-03-31,净利润_2017-06-30,净利润_2017-09-30,净利润_2017-12-31,净利润_2018-03-31,净利润_2018-06-30,净利润_2018-09-30,净利润_2018-12-31,净利润同比增长_2009-12-31,净利润同比增长_2010-12-31,净利润同比增长_2011-06-30,净利润同比增长_2011-12-31,净利润同比增长_2012-12-31,净利润同比增长_2013-12-31,净利润同比增长_2014-09-30,净利润同比增长_2014-12-31,净利润同比增长_2015-03-31,净利润同比增长_2015-06-30,净利润同比增长_2015-09-30,净利润同比增长_2015-12-31,净利润同比增长_2016-03-31,净利润同比增长_2016-06-30,净利润同比增长_2016-09-30,净利润同比增长_2016-12-31,净利润同比增长_2017-03-31,净利润同比增长_2017-06-30,净利润同比增长_2017-09-30,净利润同比增长_2017-12-31,净利润同比增长_2018-03-31,净利润同比增长_2018-06-30,净利润同比增长_2018-09-30,净利润同比增长_2018-12-31,营收_2009-12-31,营收_2010-12-31,营收_2011-06-30,营收_2011-12-31,营收_2012-12-31,营收_2013-12-31,营收_2014-09-30,营收_2014-12-31,营收_2015-03-31,营收_2015-06-30,营收_2015-09-30,营收_2015-12-31,营收_2016-03-31,营收_2016-06-30,营收_2016-09-30,营收_2016-12-31,营收_2017-03-31,营收_2017-06-30,营收_2017-09-30,营收_2017-12-31,营收_2018-03-31,营收_2018-06-30,营收_2018-09-30,营收_2018-12-31,营收增长同比_2009-12-31,营收增长同比_2010-12-31,营收增长同比_2011-06-30,营收增长同比_2011-12-31,营收增长同比_2012-12-31,营收增长同比_2013-12-31,营收增长同比_2014-09-30,营收增长同比_2014-12-31,营收增长同比_2015-03-31,营收增长同比_2015-06-30,营收增长同比_2015-09-30,营收增长同比_2015-12-31,营收增长同比_2016-03-31,营收增长同比_2016-06-30,营收增长同比_2016-09-30,营收增长同比_2016-12-31,营收增长同比_2017-03-31,营收增长同比_2017-06-30,营收增长同比_2017-09-30,营收增长同比_2017-12-31,营收增长同比_2018-03-31,营收增长同比_2018-06-30,营收增长同比_2018-09-30,营收增长同比_2018-12-31
300158,振东制药,中成药,山西,64.32,8.51,10.33,740312.88,324252.91,99025.2,379818.09,3.68,0.06,5.41,0.94,20110107,67294.68,0.65,0.6,-74.66,64.12,2.58,23325.0,,,,,,,,,,,,,,,6803万,1.01亿,5744万,1.04亿,8167万,5864万,5065万,4168万,-3077万,,,,,,,,,,,,,,,,280.32,587.02,232.21,502.90,20.05,-41.67,-11.83,-59.84,-137.68,,,,,,,,,,,,,,,,8.29亿,13.3亿,7.18亿,8.96亿,7.54亿,13.6亿,7.73亿,8.47亿,7.62亿,,,,,,,,,,,,,,,,58.13,80.47,44.60,43.67,-8.97,2.19,7.60,-5.37,1.04,
000739,普洛药业,化学制药,浙江,29.74,11.47,11.79,580498.63,309560.88,194196.59,43398.59,0.37,0.23199999999999998,2.76,3.34,19970509,153686.8,1.3,17.48,67.67,30.03,5.86,47665.0,,,,,,,,,,,,,,,5833万,9035万,4855万,8137万,3314万,9353万,6716万,1.19亿,8694万,,,,,,,,,,,,,,,,25.10,214.27,28.61,6.42,-43.19,3.52,38.33,46.62,162.34,,,,,,,,,,,,,,,,12.3亿,13.4亿,13.2亿,14.2亿,12.3亿,15.8亿,14.5亿,16.2亿,16.0亿,,,,,,,,,,,,,,,,11.50,28.36,34.50,16.47,0.08,17.83,9.24,14.68,29.52,
002719,麦趣尔,乳制品,新疆,62.11,1.41,1.74,146333.06,59222.03,21659.6,67516.67,3.88,0.14800000000000002,6.72,1.83,20140128,31378.64,1.8,10.2,10.03,39.48,5.62,12366.0,,,,,,,,,,,,,,,2455万,-1796万,303万,833万,1213万,-465万,891万,365万,1327万,,,,,,,,,,,,,,,,-27.12,-226.71,-48.88,-46.59,-50.60,--,194.38,-56.18,9.42,,,,,,,,,,,,,,,,1.86亿,1.35亿,1.35亿,1.27亿,1.55亿,1.62亿,1.41亿,1.57亿,1.86亿,,,,,,,,,,,,,,,,-1.15,-11.53,17.63,2.96,-16.73,19.90,3.97,23.05,19.92,
300342,天银机电,元器件,江苏,27.12,3.98,4.32,192367.05,110321.72,17991.67,42074.2,0.97,0.22899999999999998,3.16,2.62,20120726,49478.31,1.15,0.59,-29.18,32.18,17.12,16518.0,,,,,,,,,,,,,,,3578万,5760万,5085万,4126万,4737万,5109万,4197万,3295万,2386万,,,,,,,,,,,,,,,,54.80,106.98,57.26,4.33,32.37,-11.31,-17.47,-20.14,-49.62,,,,,,,,,,,,,,,,1.54亿,1.98亿,1.88亿,1.90亿,1.96亿,1.99亿,1.88亿,2.09亿,1.80亿,,,,,,,,,,,,,,,,24.89,49.81,23.02,26.92,27.18,0.60,-0.16,10.13,-7.91,
002418,康盛股份,机械基件,浙江,0.0,10.04,11.36,607671.38,430325.41,101763.38,41644.85,0.37,-0.008,1.95,2.13,20100601,59144.21,0.52,-16.25,-104.76,8.31,-0.4,46881.0,,,,,,,,,,,,,,,3820万,3895万,1722万,5507万,1.62亿,-883万,1313万,-1985万,119万,,,,,,,,,,,,,,,,14.42,71.26,-26.39,-39.01,205.36,-93.41,-23.76,-136.05,-99.27,,,,,,,,,,,,,,,,7.20亿,8.07亿,6.84亿,8.09亿,12.3亿,4.88亿,7.58亿,7.98亿,6.25亿,,,,,,,,,,,,,,,,53.09,27.74,32.56,5.94,32.73,10.41,10.86,-1.47,-49.22,
300106,西部牧业,农业综合,新疆,42.9,2.11,2.11,183976.63,117648.77,42961.12,62071.41,2.94,0.109,3.03,2.06,20100820,-21429.57,-1.01,-0.71,128.6,3.95,4.31,17000.0,,,,,,,,,,,,,,,-3107万,551万,-1760万,-2880万,-3396万,-2.87亿,-3575万,-587万,6460万,,,,,,,,,,,,,,,,-2669.81,41.23,--,--,--,-5300.99,--,--,--,,,,,,,,,,,,,,,,1.65亿,1.63亿,1.54亿,1.86亿,1.97亿,1.55亿,1.47亿,1.84亿,2.02亿,,,,,,,,,,,,,,,,8.42,108.57,9.12,-4.77,19.50,-4.78,-4.66,-1.03,2.68,
300331,苏大维格,元器件,江苏,39.73,1.33,2.26,203323.97,106759.51,28987.74,93904.46,4.15,0.276,6.37,2.3,20120628,24139.22,1.07,24.6,2.41,27.67,7.79,19548.0,,,,,,,,,,,,,,,574万,2059万,1170万,2400万,2530万,2024万,1639万,2250万,2358万,,,,,,,,,,,,,,,,51.97,322.71,158.74,2936.60,340.77,-1.66,40.12,-6.24,-6.81,,,,,,,,,,,,,,,,1.07亿,1.27亿,1.92亿,2.26亿,2.26亿,3.01亿,2.60亿,2.73亿,2.68亿,,,,,,,,,,,,,,,,13.94,26.41,92.17,176.94,110.46,136.54,35.89,20.97,18.65,
300329,海伦钢琴,文教休闲,浙江,38.36,2.51,2.54,109583.38,69707.3,18562.92,35690.7,1.41,0.16399999999999998,3.46,2.42,20120619,23503.84,0.93,15.22,34.02,29.03,10.78,27881.0,,,,,,,,,,,,,,,842万,702万,1001万,1021万,1074万,1001万,1430万,1611万,1109万,,,,,,,,,,,,,,,,-6.54,9.74,11.62,15.07,27.64,42.55,42.84,57.73,3.26,,,,,,,,,,,,,,,,1.00亿,1.09亿,9194万,1.16亿,1.26亿,1.35亿,1.13亿,1.35亿,1.37亿,,,,,,,,,,,,,,,,9.36,7.32,10.92,20.27,25.82,23.72,22.57,16.55,8.65,
000965,天保基建,区域地产,天津,9.19,11.1,11.1,973618.19,808199.44,10147.3,183378.63,1.65,0.342,4.95,0.85,20000406,241593.3,2.18,266.76,129.56,57.17,16.84,52775.0,,,,,,,,,,,,,,,489万,1.74亿,1.77亿,-292万,-841万,2.46亿,2.35亿,403万,1.41亿,,,,,,,,,,,,,,,,-56.84,66.27,123.28,-109.00,-272.03,40.99,32.94,--,--,,,,,,,,,,,,,,,,8890万,8.74亿,4.72亿,6696万,7502万,12.3亿,9.51亿,1.24亿,11.8亿,,,,,,,,,,,,,,,,11.49,0.75,-10.11,-59.76,-15.61,40.92,101.27,84.89,1471.09,
002567,唐人神,饲料,湖南,41.53,7.57,8.37,647113.19,254789.47,196146.3,158408.25,1.89,0.152,4.09,2.05,20110325,77939.06,0.93,6.93,-40.53,8.76,1.15,27082.0,,,,,,,,,,,,,,,6822万,6615万,5534万,8240万,7564万,9693万,4439万,2590万,5660万,,,,,,,,,,,,,,,,55.20,334.17,132.47,92.34,10.87,46.52,-19.78,-68.57,-25.18,,,,,,,,,,,,,,,,32.2亿,30.6亿,30.6亿,34.7亿,38.3亿,33.7亿,32.9亿,35.5亿,42.5亿,,,,,,,,,,,,,,,,19.87,43.94,55.26,31.96,18.72,10.36,7.32,2.21,10.98,
300360,炬华科技,电器仪表,浙江,20.12,3.32,4.1,255465.55,223385.16,5960.05,63695.43,1.55,0.313,5.25,1.6,20140121,97776.0,2.39,-9.89,7.07,35.47,20.12,18002.0,,,,,,,,,,,,,,,7151万,5669万,4676万,3339万,3977万,3739万,3634万,4639万,4566万,,,,,,,,,,,,,,,,-0.84,-3.04,-9.14,-55.96,-44.39,-34.05,-22.28,38.93,14.82,,,,,,,,,,,,,,,,3.42亿,2.90亿,2.37亿,2.53亿,2.18亿,2.65亿,1.93亿,2.41亿,2.04亿,,,,,,,,,,,,,,,,18.01,6.01,8.72,-26.63,-36.09,-8.58,-18.49,-4.83,-6.40,
002571,德力股份,玻璃,安徽,0.0,2.53,3.92,188319.72,71668.15,54906.46,90531.7,2.31,-0.107,3.61,1.46,20110412,12642.96,0.32,-2.19,-249.48,18.49,-7.37,18866.0,,,,,,,,,,,,,,,-1759万,-1784万,-1768万,4915万,-341万,2252万,-1606万,-880万,-1709万,,,,,,,,,,,,,,,,--,--,--,--,--,--,--,-117.90,--,,,,,,,,,,,,,,,,2.10亿,2.57亿,1.74亿,2.06亿,2.01亿,2.14亿,1.68亿,2.12亿,1.89亿,,,,,,,,,,,,,,,,12.46,7.59,1.47,-11.26,-4.44,-16.68,-3.43,2.51,-5.95,
300475,聚隆科技,专用机械,安徽,57.64,2.0,2.0,145720.2,125987.17,10719.11,43395.46,2.17,0.124,6.06,1.57,20150610,52662.82,2.63,-32.34,-52.03,27.0,12.23,15968.0,,,,,,,,,,,,,,,2946万,1680万,1266万,1663万,2224万,3587万,-3.31万,936万,1539万,,,,,,,,,,,,,,,,7.08,-36.89,-58.58,-16.08,-24.50,113.53,-100.26,-43.72,-30.80,,,,,,,,,,,,,,,,1.45亿,1.37亿,9635万,9031万,1.12亿,1.78亿,5155万,6554万,8497万,,,,,,,,,,,,,,,,33.35,38.66,-9.99,-2.37,-22.63,30.04,-46.49,-27.43,-24.14,
300188,美亚柏科,软件服务,福建,212.79,5.28,7.95,286103.0,146698.38,26503.65,57520.46,0.72,0.06,2.96,5.72,20110316,74576.45,0.94,22.15,-27.97,59.1,6.55,38661.0,,,,,,,,,,,,,,,2261万,1.37亿,337万,2916万,3324万,2.06亿,517万,3459万,761万,,,,,,,,,,,,,,,,35.95,40.00,220.06,30.42,46.99,50.77,53.67,18.62,-77.11,,,,,,,,,,,,,,,,1.85亿,5.54亿,1.45亿,2.25亿,2.22亿,7.44亿,1.85亿,2.97亿,2.42亿,,,,,,,,,,,,,,,,27.90,32.31,38.79,45.85,19.90,34.41,27.54,31.85,8.79,
002632,道明光学,化工原料,浙江,23.91,5.72,6.26,223676.42,101058.2,62810.11,80832.97,1.29,0.267,3.13,2.72,20111122,49695.1,0.79,61.92,101.26,38.35,19.33,28905.0,,,,,,,,,,,,,,,1611万,1023万,1967万,3844万,2487万,4077万,4528万,6221万,5951万,,,,,,,,,,,,,,,,76.07,-12.42,79.10,237.54,54.35,298.71,130.18,61.86,139.28,,,,,,,,,,,,,,,,1.19亿,1.71亿,1.39亿,1.77亿,2.18亿,2.73亿,2.42亿,3.25亿,2.97亿,,,,,,,,,,,,,,,,29.46,58.41,35.58,35.63,84.19,59.99,74.47,84.27,35.88,
002180,纳思达,电脑设备,广东,41.04,9.98,10.64,3579254.0,1006548.88,317048.75,167245.17,1.57,0.466,4.29,5.95,20071113,198385.75,1.87,-2.21,197.82,36.43,3.12,12822.0,,,,,,,,,,,,,,,2463万,-1.96亿,-8.59亿,-1.57亿,5.08亿,14.6亿,8518万,2.27亿,1.83亿,,,,,,,,,,,,,,,,-58.12,--,-819.88,-238.38,1964.24,--,--,--,-63.91,,,,,,,,,,,,,,,,7.84亿,35.9亿,52.3亿,59.0亿,51.3亿,50.7亿,50.4亿,53.8亿,54.7亿,,,,,,,,,,,,,,,,31.72,427.35,675.75,680.27,554.53,41.16,-3.51,-8.81,6.71,
002200,云投生态,环境保护,云南,0.0,1.32,1.84,326466.81,232497.09,6344.58,77252.6,4.2,-1.2670000000000001,1.15,5.54,20071221,-78588.63,-4.27,-41.45,-279.83,-7.07,-81.37,15267.0,,,,,,,,,,,,,,,928万,-98.1万,-1710万,-3330万,-1102万,-3.43亿,-3919万,-1.62亿,-3249万,,,,,,,,,,,,,,,,361.16,-118.43,-854.75,-182.17,-218.73,--,--,--,--,,,,,,,,,,,,,,,,1.94亿,3.48亿,1.09亿,2.19亿,1.61亿,1.79亿,4658万,5705万,1.83亿,,,,,,,,,,,,,,,,-12.29,23.76,62.06,-7.29,-17.29,-100.52,-57.46,-74.00,13.86,
002126,银轮股份,汽车配件,浙江,18.04,7.66,8.01,777617.31,443875.81,140422.31,108283.26,1.35,0.354,4.44,1.92,20070418,149193.56,1.86,23.42,18.1,24.95,7.44,31133.0,,,,,,,,,,,,,,,6038万,7834万,7866万,8823万,7334万,7075万,1.02亿,9989万,8149万,,,,,,,,,,,,,,,,63.03,33.00,39.93,42.80,21.46,-9.70,30.11,13.21,11.10,,,,,,,,,,,,,,,,7.57亿,9.20亿,9.30亿,10.8亿,10.8亿,12.3亿,12.0亿,14.2亿,11.9亿,,,,,,,,,,,,,,,,20.53,36.71,38.81,39.54,43.15,34.01,29.53,31.94,9.69,
002128,露天煤业,煤炭开采,内蒙,6.96,16.34,16.34,1677476.88,730907.88,629776.31,125121.4,0.77,0.9229999999999999,7.25,1.18,20070418,795254.56,4.87,9.45,25.7,47.12,25.48,57360.0,,,,,,,,,,,,,,,1.49亿,3.27亿,7.03亿,3.49亿,1.49亿,5.55亿,7.50亿,4.27亿,3.32亿,,,,,,,,,,,,,,,,--,49.17,184.00,246.22,-0.26,69.71,6.70,22.48,123.09,,,,,,,,,,,,,,,,12.9亿,17.9亿,21.7亿,18.1亿,14.3亿,21.8亿,23.0亿,19.6亿,16.6亿,,,,,,,,,,,,,,,,3.71,4.70,53.37,81.17,10.47,21.48,6.13,8.15,16.14,
300511,雪榕生物,种植业,上海,18.3,2.03,4.33,374544.22,64469.05,235206.8,42838.76,0.99,0.28,3.56,2.11,20160504,64395.26,1.49,64.15,62.34,12.17,10.24,21600.0,,,,,,,,,,,,,,,1851万,7390万,4828万,-798万,4209万,4002万,1.12亿,-8095万,1.03亿,,,,,,,,,,,,,,,,-24.38,-33.51,-7.48,--,127.43,-45.85,132.28,--,143.67,,,,,,,,,,,,,,,,2.46亿,3.28亿,2.63亿,2.07亿,3.26亿,5.35亿,5.42亿,2.65亿,4.98亿,,,,,,,,,,,,,,,,-7.60,-8.07,-4.84,39.73,32.20,63.01,106.35,28.16,53.01,
000729,燕京啤酒,啤酒,北京,22.35,25.09,28.19,1866605.25,717172.5,960428.5,459509.44,1.63,0.217,4.76,1.36,19970716,406343.84,1.44,0.39,0.09,41.23,5.97,66320.0,,,,,,,,,,,,,,,1.66亿,-3.06亿,5371万,4.38亿,1.19亿,-4.49亿,5415万,4.53亿,1.04亿,,,,,,,,,,,,,,,,-35.90,--,13.85,8.19,-28.60,--,0.83,3.34,-12.21,,,,,,,,,,,,,,,,40.8亿,12.0亿,31.7亿,31.6亿,38.5亿,10.0亿,32.8亿,30.9亿,38.6亿,,,,,,,,,,,,,,,,-7.54,10.22,2.12,-0.66,-5.48,-16.54,3.35,-2.22,0.10,
002471,中超控股,电气设备,江苏,25.62,12.57,12.68,878351.38,682728.69,100882.36,0.0,0.0,0.095,1.5,2.16,20100910,61742.38,0.49,10.17,59.81,13.69,2.18,94051.0,,,,,,,,,,,,,,,3435万,2365万,1081万,3152万,3293万,847万,619万,7470万,3937万,,,,,,,,,,,,,,,,68.22,-19.66,-12.50,-24.23,-4.14,-64.21,-42.73,137.00,19.58,,,,,,,,,,,,,,,,15.4亿,18.1亿,11.5亿,18.4亿,20.1亿,24.1亿,14.2亿,20.9亿,20.1亿,,,,,,,,,,,,,,,,32.04,7.88,1.00,7.06,30.78,32.80,23.20,13.18,0.02,
300244,迪安诊断,医疗保健,浙江,29.44,4.18,6.2,919192.31,477844.69,81909.97,68650.67,1.11,0.53,4.64,3.98,20110719,127666.31,2.06,32.93,16.84,33.58,5.98,36781.0,,,,,,,,,,,,,,,5259万,7463万,5600万,1.25亿,6882万,9970万,6281万,1.41亿,8791万,,,,,,,,,,,,,,,,46.03,49.75,41.14,30.47,30.86,33.59,12.16,12.94,27.75,,,,,,,,,,,,,,,,9.68亿,12.3亿,10.4亿,12.7亿,13.6亿,13.3亿,12.1亿,17.5亿,19.3亿,,,,,,,,,,,,,,,,95.72,123.08,64.31,28.42,40.11,8.23,15.81,36.93,42.33,
002053,云南能投,食品,云南,41.02,3.72,5.58,399088.5,112477.9,93794.05,118622.65,2.12,0.14,4.27,1.79,20060627,53340.32,0.96,-14.29,-37.88,48.51,8.1,19752.0,,,,,,,,,,,,,,,8582万,9186万,4252万,5331万,2956万,3674万,3721万,2276万,1792万,,,,,,,,,,,,,,,,61.24,238.26,5.00,2.62,-65.55,-60.01,-12.48,-57.30,-39.39,,,,,,,,,,,,,,,,3.20亿,4.62亿,3.25亿,4.16亿,3.81亿,3.24亿,3.21亿,3.27亿,3.14亿,,,,,,,,,,,,,,,,-30.11,-4.40,0.12,19.46,19.13,-29.76,-1.35,-21.45,-17.54,
002092,中泰化学,化工原料,新疆,7.12,20.34,21.46,6401846.0,2560790.0,2619744.5,927993.63,4.32,0.937,8.66,1.03,20061208,670645.94,3.12,68.04,-1.69,12.93,4.45,90328.0,,,,,,,,,,,,,,,4.41亿,11.3亿,6.98亿,5.47亿,8.01亿,3.57亿,4.25亿,8.18亿,7.68亿,,,,,,,,,,,,,,,,939.40,--,1166.47,151.81,81.83,-68.43,-39.13,49.67,-4.15,,,,,,,,,,,,,,,,59.5亿,77.8亿,67.3亿,101亿,101亿,142亿,103亿,171亿,178亿,,,,,,,,,,,,,,,,36.62,66.18,65.58,80.65,69.64,82.22,52.74,69.50,76.78,
002347,泰尔股份,机械基件,安徽,103.19,3.19,4.49,209978.55,154172.86,26799.23,50257.28,1.12,0.032,2.53,1.76,20100128,15370.59,0.34,76.86,41.75,28.18,2.75,37228.0,,,,,,,,,,,,,,,333万,-330万,218万,676万,131万,-8449万,401万,890万,162万,,,,,,,,,,,,,,,,-10.55,-2664.42,-30.52,-9.75,-60.74,--,83.76,31.64,23.95,,,,,,,,,,,,,,,,1.02亿,1.03亿,8449万,1.14亿,1.01亿,1.39亿,1.23亿,2.32亿,1.74亿,,,,,,,,,,,,,,,,6.80,-8.72,0.82,3.69,-1.00,35.15,46.04,103.80,72.29,
002135,东南网架,建筑施工,浙江,28.92,9.59,10.34,1050462.13,834184.38,180249.7,209194.0,2.02,0.145,3.89,1.44,20070530,80349.7,0.78,14.97,75.36,11.11,2.42,42200.0,,,,,,,,,,,,,,,499万,805万,3243万,3622万,1672万,1821万,5364万,7207万,2401万,,,,,,,,,,,,,,,,-12.01,--,69.76,113.22,235.30,126.31,65.40,98.96,43.55,,,,,,,,,,,,,,,,9.54亿,20.9亿,15.3亿,17.3亿,21.2亿,24.2亿,15.0亿,25.1亿,21.6亿,,,,,,,,,,,,,,,,-34.72,31.53,40.90,7.48,121.64,15.67,-1.82,45.47,2.20,
002635,安洁科技,电脑设备,江苏,18.86,3.66,7.38,876358.5,299219.22,170433.27,453200.5,6.14,0.57,9.31,1.56,20111125,146888.59,1.99,50.83,23.93,31.43,17.02,51778.0,,,,,,,,,,,,,,,1.25亿,1.20亿,8975万,7727万,1.77亿,4763万,1.04亿,1.34亿,1.89亿,,,,,,,,,,,,,,,,10.63,-2.98,4.71,38.20,40.97,-60.33,15.60,72.90,6.75,,,,,,,,,,,,,,,,5.37亿,4.81亿,4.29亿,4.33亿,7.99亿,10.5亿,6.18亿,8.48亿,10.4亿,,,,,,,,,,,,,,,,-9.80,-26.36,-0.08,13.42,48.89,119.40,44.10,96.14,29.91,
002818,富森美,房产服务,四川,14.03,0.88,4.45,579088.38,170383.05,31424.77,111422.88,2.5,1.28,9.73,2.44,20161109,266889.84,6.0,12.35,11.34,70.46,52.41,27784.0,,,,,,,,,,,,,,,1.43亿,1.24亿,1.59亿,1.79亿,1.69亿,1.45亿,1.78亿,2.13亿,1.73亿,,,,,,,,,,,,,,,,13.05,1.91,7.48,26.38,18.13,16.93,12.00,19.47,2.14,,,,,,,,,,,,,,,,2.99亿,2.99亿,3.01亿,3.33亿,3.23亿,3.01亿,3.28亿,4.15亿,3.33亿,,,,,,,,,,,,,,,,-1.52,-1.87,-3.57,7.11,8.14,0.68,9.22,24.36,2.87,
002538,司尔特,农药化肥,安徽,16.35,6.98,7.18,545604.88,273766.75,132592.27,137552.52,1.92,0.259,4.74,1.19,20110118,115887.07,1.61,19.32,41.81,22.14,8.49,46161.0,,,,,,,,,,,,,,,8061万,3771万,3436万,5652万,4036万,8172万,4131万,6086万,8395万,,,,,,,,,,,,,,,,9.14,-30.63,-27.99,-27.46,-49.93,116.68,20.21,7.67,108.02,,,,,,,,,,,,,,,,7.40亿,6.86亿,4.87亿,5.27亿,8.22亿,7.66亿,4.80亿,7.41亿,9.70亿,,,,,,,,,,,,,,,,-12.42,29.58,-25.17,-28.80,11.14,11.59,-1.43,40.48,18.05,
002249,大洋电机,电气设备,广东,55.56,22.94,23.7,1710762.25,864188.81,224052.27,502821.41,2.12,0.061,3.73,1.21,20080619,88226.18,0.37,5.5,-32.15,17.5,2.29,82824.0,,,,,,,,,,,,,,,1.01亿,2.10亿,5010万,9494万,6813万,2.05亿,3128万,7952万,3383万,,,,,,,,,,,,,,,,44.87,69.65,-33.01,-23.33,-32.33,-2.61,-37.56,-16.23,-50.34,,,,,,,,,,,,,,,,17.2亿,20.9亿,17.7亿,22.0亿,20.1亿,26.3亿,19.4亿,22.9亿,20.7亿,,,,,,,,,,,,,,,,46.88,52.88,31.22,33.26,16.75,25.99,9.87,4.16,3.11,
002060,粤 水 电,建筑施工,广东,34.43,12.02,12.02,1941229.0,819295.56,730452.5,64672.13,0.54,0.07400000000000001,2.43,1.4,20060810,92440.78,0.77,8.9,26.63,11.27,1.69,65485.0,,,,,,,,,,,,,,,1643万,6690万,2042万,3100万,1911万,8757万,2266万,4013万,2652万,,,,,,,,,,,,,,,,0.34,68.21,5.17,-2.84,16.30,30.91,10.98,29.44,38.78,,,,,,,,,,,,,,,,14.8亿,21.5亿,14.9亿,15.2亿,18.4亿,17.9亿,18.1亿,15.0亿,19.6亿,,,,,,,,,,,,,,,,-2.28,-14.62,-7.25,39.76,23.93,-16.87,21.86,-0.96,6.56,
002824,和胜股份,铝,广东,54.36,0.74,1.84,103189.13,58150.86,27729.4,34739.87,1.89,0.141,4.22,2.43,20170112,21435.8,1.17,24.34,-46.0,15.86,3.41,16720.0,,,,,,,,,,,,,,,1538万,2148万,1873万,1746万,1190万,1710万,786万,1070万,741万,,,,,,,,,,,,,,,,35.83,24.34,22.62,-23.72,-22.63,-20.36,-58.05,-38.70,-37.74,,,,,,,,,,,,,,,,1.83亿,2.14亿,1.88亿,2.06亿,2.18亿,2.29亿,2.06亿,2.43亿,3.12亿,,,,,,,,,,,,,,,,1.02,10.15,23.35,-4.94,18.80,7.02,9.38,18.11,43.14,
300633,开立医疗,医疗保健,深圳,56.16,1.22,4.0,166176.06,101071.7,6138.26,21664.43,0.54,0.426,3.07,10.4,20170406,53675.44,1.34,24.2,48.38,70.57,21.5,9376.0,,,,,,,,,,,,,,,1964万,7741万,1006万,6358万,4120万,7518万,2093万,9703万,5245万,,,,,,,,,,,,,,,,--,--,58.31,135.28,109.76,-2.88,107.92,52.60,27.32,,,,,,,,,,,,,,,,1.36亿,3.25亿,1.60亿,2.64亿,2.14亿,3.51亿,2.31亿,3.10亿,2.52亿,,,,,,,,,,,,,,,,--,--,68.70,61.36,57.83,7.90,44.44,17.32,17.59,
000058,深 赛 格,元器件,深圳,53.56,5.38,12.36,621927.63,449997.81,5865.47,15689.27,0.13,0.11199999999999999,1.6,4.98,19961226,44674.37,0.36,68.55,99.54,31.16,9.56,68587.0,,,,,,,,,,,,,,,3865万,1.03亿,3161万,1840万,1918万,1.50亿,6262万,3504万,4040万,,,,,,,,,,,,,,,,111.83,103.65,-65.39,35.41,-50.36,46.69,98.12,90.46,110.59,,,,,,,,,,,,,,,,3.14亿,3.72亿,3.31亿,2.94亿,2.75亿,11.3亿,3.96亿,4.93亿,5.62亿,,,,,,,,,,,,,,,,-29.55,-4.78,-27.01,-8.17,-12.23,203.65,19.67,67.78,104.06,
002753,永东股份,化工原料,山西,11.24,2.0,3.33,205306.22,114881.63,47018.31,15785.12,0.47,0.6859999999999999,4.03,2.56,20150519,77474.27,2.32,40.73,63.16,23.76,12.16,16342.0,,,,,,,,,,,,,,,2732万,2977万,3912万,5618万,4492万,9679万,8048万,8743万,6086万,,,,,,,,,,,,,,,,122.41,196.34,273.71,382.21,64.39,225.14,105.75,55.62,35.50,,,,,,,,,,,,,,,,2.81亿,3.52亿,3.85亿,4.71亿,4.80亿,6.49亿,5.97亿,6.62亿,6.21亿,,,,,,,,,,,,,,,,24.93,52.39,95.73,76.71,71.03,84.27,55.08,40.54,29.39,
000413,东旭光电,元器件,河北,18.69,48.64,57.3,6730754.5,4375162.0,1070288.88,2179808.0,3.8,0.23,5.53,1.03,19960925,392456.31,0.68,108.24,24.6,18.75,7.62,349900.0,,,,,,,,,,,,,,,2.56亿,5.02亿,3.87亿,2.50亿,4.18亿,6.88亿,4.24亿,4.34亿,4.57亿,,,,,,,,,,,,,,,,-24.70,-25.28,12.95,22.63,52.52,42.98,9.67,73.23,9.28,,,,,,,,,,,,,,,,13.8亿,33.7亿,22.6亿,26.2亿,34.1亿,90.5亿,46.7亿,64.6亿,61.3亿,,,,,,,,,,,,,,,,38.15,24.08,37.17,90.07,133.93,180.91,106.61,146.89,79.68,
000713,丰乐种业,种植业,安徽,0.0,2.99,3.29,226605.25,128494.31,44473.57,50490.98,1.53,-0.07,4.4,1.31,19970422,40420.46,1.23,19.37,47.84,15.06,-1.9,34680.0,,,,,,,,,,,,,,,-7379万,9943万,-585万,-1794万,-1662万,5207万,1547万,-1343万,-2312万,,,,,,,,,,,,,,,,--,26.52,-141.22,--,--,-47.63,--,--,--,,,,,,,,,,,,,,,,1.41亿,5.52亿,3.47亿,3.18亿,2.65亿,5.17亿,4.53亿,3.49亿,3.08亿,,,,,,,,,,,,,,,,28.99,-4.51,50.21,8.24,87.55,-6.32,30.56,9.77,16.23,
