毛利率,流通股,净资产,净利润,流值,每股未分配利润,PE(动),链接,同比,收益(三),负债率,总股本,code,名称,ROE,总值,市净率,净利率,营收,上市时间,净利润_2007-12-31,净利润_2008-12-31,净利润_2009-09-30,净利润_2009-12-31,净利润_2010-06-30,净利润_2010-09-30,净利润_2010-12-31,净利润_2011-12-31,净利润_2012-12-31,净利润_2013-09-30,净利润_2013-12-31,净利润_2014-12-31,净利润_2015-03-31,净利润_2015-06-30,净利润_2015-09-30,净利润_2015-12-31,净利润_2016-03-31,净利润_2016-06-30,净利润_2016-09-30,净利润_2016-12-31,净利润_2017-03-31,净利润_2017-06-30,净利润_2017-09-30,净利润_2017-12-31,净利润_2018-03-31,净利润_2018-06-30,净利润_2018-09-30,净利润_2018-12-31,净利润同比增长_2007-12-31,净利润同比增长_2008-12-31,净利润同比增长_2009-09-30,净利润同比增长_2009-12-31,净利润同比增长_2010-06-30,净利润同比增长_2010-09-30,净利润同比增长_2010-12-31,净利润同比增长_2011-12-31,净利润同比增长_2012-12-31,净利润同比增长_2013-09-30,净利润同比增长_2013-12-31,净利润同比增长_2014-12-31,净利润同比增长_2015-03-31,净利润同比增长_2015-06-30,净利润同比增长_2015-09-30,净利润同比增长_2015-12-31,净利润同比增长_2016-03-31,净利润同比增长_2016-06-30,净利润同比增长_2016-09-30,净利润同比增长_2016-12-31,净利润同比增长_2017-03-31,净利润同比增长_2017-06-30,净利润同比增长_2017-09-30,净利润同比增长_2017-12-31,净利润同比增长_2018-03-31,净利润同比增长_2018-06-30,净利润同比增长_2018-09-30,净利润同比增长_2018-12-31,营收_2007-12-31,营收_2008-12-31,营收_2009-09-30,营收_2009-12-31,营收_2010-06-30,营收_2010-09-30,营收_2010-12-31,营收_2011-12-31,营收_2012-12-31,营收_2013-09-30,营收_2013-12-31,营收_2014-12-31,营收_2015-03-31,营收_2015-06-30,营收_2015-09-30,营收_2015-12-31,营收_2016-03-31,营收_2016-06-30,营收_2016-09-30,营收_2016-12-31,营收_2017-03-31,营收_2017-06-30,营收_2017-09-30,营收_2017-12-31,营收_2018-03-31,营收_2018-06-30,营收_2018-09-30,营收_2018-12-31,营收增长同比_2007-12-31,营收增长同比_2008-12-31,营收增长同比_2009-09-30,营收增长同比_2009-12-31,营收增长同比_2010-06-30,营收增长同比_2010-09-30,营收增长同比_2010-12-31,营收增长同比_2011-12-31,营收增长同比_2012-12-31,营收增长同比_2013-09-30,营收增长同比_2013-12-31,营收增长同比_2014-12-31,营收增长同比_2015-03-31,营收增长同比_2015-06-30,营收增长同比_2015-09-30,营收增长同比_2015-12-31,营收增长同比_2016-03-31,营收增长同比_2016-06-30,营收增长同比_2016-09-30,营收增长同比_2016-12-31,营收增长同比_2017-03-31,营收增长同比_2017-06-30,营收增长同比_2017-09-30,营收增长同比_2017-12-31,营收增长同比_2018-03-31,营收增长同比_2018-06-30,营收增长同比_2018-09-30,营收增长同比_2018-12-31
,,,,,,,,,,,,002589,,,,,,,,,,,,,,,,,,,,,,,,,,1.55亿,2.18亿,2.92亿,2.22亿,2.08亿,2.86亿,2.80亿,3.00亿,2.53亿,,,,,,,,,,,,,,,,,,,,147.89,211.71,241.72,68.57,34.14,30.94,-4.02,35.12,21.54,,,,,,,,,,,,,,,,,,,,39.7亿,47.3亿,49.8亿,54.1亿,62.6亿,66.4亿,71.3亿,83.8亿,90.5亿,,,,,,,,,,,,,,,,,,,,56.54,74.40,53.54,47.33,57.58,40.44,43.20,54.73,44.55,
,,,,,,,,,,,,002590,,,,,,,,,,,,,,,,,,,,,,,,,,1969万,4915万,3466万,3632万,2153万,3530万,3195万,3433万,1116万,,,,,,,,,,,,,,,,,,,,166.61,45.12,55.69,2.27,17.69,-31.82,-7.84,-5.49,-48.19,,,,,,,,,,,,,,,,,,,,4.60亿,7.18亿,5.52亿,5.74亿,5.28亿,6.21亿,5.49亿,6.36亿,5.31亿,,,,,,,,,,,,,,,,,,,,18.14,29.87,8.94,5.00,14.70,-13.53,-0.50,10.96,0.52,
,,,,,,,,,,,,002591,,,,,,,,,,,,,,,,,,,,,,,,,,-1048万,2566万,-1284万,132万,538万,2089万,712万,846万,779万,,,,,,,,,,,,,,,,,,,,-335.17,--,-421.37,--,--,-18.62,--,541.19,44.78,,,,,,,,,,,,,,,,,,,,3321万,5131万,2183万,5624万,6772万,1.13亿,6127万,6604万,8213万,,,,,,,,,,,,,,,,,,,,-27.14,-5.32,-27.70,71.12,103.90,120.91,180.71,17.43,21.29,
,,,,,,,,,,,,002592,,,,,,,,,,,,,,,,,,,,,,,,,,2718万,3767万,3929万,3942万,2422万,3211万,643万,428万,257万,,,,,,,,,,,,,,,,,,,,25.33,42.78,30.66,17.73,-10.89,-14.78,-83.64,-89.14,-89.41,,,,,,,,,,,,,,,,,,,,1.85亿,2.51亿,2.39亿,1.78亿,1.42亿,2.15亿,1.77亿,1.96亿,1.50亿,,,,,,,,,,,,,,,,,,,,76.76,5.88,6.73,-18.61,-23.01,-14.23,-26.11,10.29,5.34,
,,,,,,,,,,,,002593,,,,,,,,,,,,,,,,,,,,,,,,,,,2263万,783万,2474万,1182万,2346万,956万,3216万,1980万,2008万,,,,,,,,,,,,,,,,,,,,383.06,23.35,46.52,-48.57,3.68,22.14,30.03,67.55,-14.40,,,,,,,,,,,,,,,,,,,,4.34亿,3.46亿,5.28亿,4.84亿,6.34亿,6.36亿,8.24亿,7.63亿,6.80亿,,,,,,,,,,,,,,,,,,,,31.09,33.43,42.84,37.22,46.13,83.72,56.15,57.62,7.29
,,,,,,,,,,,,002594,,,,,,,,,,,,,,,,,,,,,,,,,,14.0亿,13.9亿,6.06亿,11.2亿,10.7亿,12.8亿,1.02亿,3.77亿,10.5亿,,,,,,,,,,,,,,,,,,,,-6.04,61.01,-28.79,-20.71,-23.92,-8.14,-83.09,-66.28,-1.92,,,,,,,,,,,,,,,,,,,,278亿,307亿,210亿,240亿,289亿,320亿,247亿,294亿,348亿,,,,,,,,,,,,,,,,,,,,64.67,-2.68,3.75,-2.73,3.76,4.27,17.54,22.60,20.54,
,,,,,,,,,,,,002595,,,,,,,,,,,,,,,,,,,,,,,,,,2.00亿,1.52亿,1.56亿,2.15亿,1.68亿,1.37亿,1.09亿,2.43亿,2.24亿,,,,,,,,,,,,,,,,,,,,3.36,11.50,8.47,-3.33,-16.06,-9.60,-30.15,13.18,34.02,,,,,,,,,,,,,,,,,,,,6.61亿,7.10亿,6.61亿,8.19亿,7.45亿,7.70亿,7.35亿,9.90亿,9.30亿,,,,,,,,,,,,,,,,,,,,6.17,16.16,20.04,19.65,12.70,8.40,11.18,20.91,24.77,
,,,,,,,,,,,,002596,,,,,,,,,,,,,,,,,,,,,,,,,,2372万,5370万,789万,5882万,3857万,7092万,2949万,4561万,3584万,,,,,,,,,,,,,,,,,,,,-16.51,-4.62,--,264.62,62.64,32.06,273.71,-22.47,-7.09,,,,,,,,,,,,,,,,,,,,5.14亿,7.24亿,4.52亿,7.28亿,7.45亿,9.52亿,6.31亿,8.20亿,7.42亿,,,,,,,,,,,,,,,,,,,,46.04,-0.30,79.71,102.05,44.88,31.54,39.69,12.60,-0.42,
,,,,,,,,,,,,002597,,,,,,,,,,,,,,,,,,,,,,,,,,1.19亿,1.97亿,2.01亿,2.83亿,2.15亿,3.23亿,2.92亿,2.51亿,2.11亿,,,,,,,,,,,,,,,,,,,,151.00,294.99,41.20,201.10,81.59,64.20,45.18,-11.36,-1.94,,,,,,,,,,,,,,,,,,,,9.07亿,11.8亿,11.1亿,11.5亿,10.4亿,11.8亿,11.4亿,11.2亿,10.9亿,,,,,,,,,,,,,,,,,,,,15.51,23.57,32.18,38.64,15.11,-0.19,2.76,-2.76,4.35,
,,,,,,,,,,,,002598,,,,,,,,,,,,,,,,,,,,,,,,,,1684万,1354万,1229万,1917万,1989万,1815万,1314万,2529万,2418万,,,,,,,,,,,,,,,,,,,,8.24,14.44,19.44,26.26,18.11,34.05,6.89,31.88,21.54,,,,,,,,,,,,,,,,,,,,1.34亿,1.33亿,1.48亿,1.66亿,1.72亿,2.15亿,1.81亿,2.52亿,2.53亿,,,,,,,,,,,,,,,,,,,,15.05,18.33,36.69,56.69,28.92,61.00,22.22,51.89,47.03,
,,,,,,,,,,,,002599,,,,,,,,,,,,,,,,,,,,,,,,,,571万,1664万,261万,2759万,2100万,4134万,1016万,4028万,2185万,,,,,,,,,,,,,,,,,,,,87.32,309.80,43.00,123.79,267.83,148.51,289.64,45.98,4.04,,,,,,,,,,,,,,,,,,,,2.45亿,2.22亿,2.23亿,3.02亿,4.15亿,4.64亿,3.79亿,4.72亿,5.17亿,,,,,,,,,,,,,,,,,,,,29.85,24.15,31.51,45.69,69.41,109.02,70.30,56.15,24.59,
,,,,,,,,,,,,002600,,,,,,,,,,,,,,,,,,,,,,,,,,1.15亿,6741万,3.04亿,2.25亿,5.09亿,3.67亿,4.07亿,-9.88亿,2.29亿,,,,,,,,,,,,,,,,,,,,747.29,137.37,679.13,72.00,-15.93,1641.88,34.08,-539.06,-54.92,,,,,,,,,,,,,,,,,,,,41.1亿,38.1亿,14.0亿,15.2亿,27.1亿,103亿,42.8亿,55.4亿,62.7亿,,,,,,,,,,,,,,,,,,,,234.29,88.41,115.27,58.35,5.89,8.29,205.76,264.60,131.74,
,,,,,,,,,,,,002601,,,,,,,,,,,,,,,,,,,,,,,,,,4837万,3.23亿,5.85亿,7.25亿,6.11亿,5.82亿,5.98亿,7.43亿,6.30亿,,,,,,,,,,,,,,,,,,,,301.83,511.42,3440.83,1227.78,1162.68,80.30,2.17,2.47,3.14,,,,,,,,,,,,,,,,,,,,7.47亿,21.2亿,23.7亿,26.3亿,26.2亿,27.4亿,25.9亿,27.4亿,27.8亿,,,,,,,,,,,,,,,,,,,,27.59,186.24,271.09,287.20,250.52,29.16,9.54,3.99,6.09,
,,,,,,,,,,,,002602,,,,,,,,,,,,,,,,,,,,,,,,,,1.18亿,1.11亿,1.25亿,4.93亿,9649万,6806万,3.14亿,3.97亿,1.69亿,,,,,,,,,,,,,,,,,,,,-9.41,-16.96,3.00,221.68,-18.18,-38.56,150.59,-19.49,75.40,,,,,,,,,,,,,,,,,,,,8.43亿,9.14亿,8.58亿,7.74亿,8.28亿,10.3亿,13.8亿,25.2亿,23.3亿,,,,,,,,,,,,,,,,,,,,-10.10,9.78,2.79,-10.31,-1.80,12.67,60.37,225.17,181.71,
,,,,,,,,,,,,002603,,,,,,,,,,,,,,,,,,,,,,,,,,1.24亿,1.06亿,2.19亿,1.20亿,1.10亿,9131万,3.11亿,1.37亿,1.14亿,,,,,,,,,,,,,,,,,,,,15.03,7.06,20.27,-0.16,-11.53,-13.53,41.55,14.69,3.30,,,,,,,,,,,,,,,,,,,,8.79亿,9.12亿,13.1亿,9.30亿,8.15亿,10.2亿,15.8亿,11.2亿,11.3亿,,,,,,,,,,,,,,,,,,,,14.37,27.80,18.01,-1.50,-7.33,12.03,20.23,20.37,38.17,
,,,,,,,,,,,,002604,,,,,,,,,,,,,,,,,,,,,,,,,,5247万,2037万,3387万,2700万,5541万,-36.0亿,-1855万,-1.33亿,-1.02亿,,,,,,,,,,,,,,,,,,,,210.48,--,169.77,-15.83,5.61,-17767.61,-154.78,-592.61,-283.40,,,,,,,,,,,,,,,,,,,,2.55亿,2.68亿,2.70亿,3.62亿,4.49亿,8.85亿,2.42亿,2.70亿,1.64亿,,,,,,,,,,,,,,,,,,,,15.29,45.06,87.30,69.91,76.27,230.51,-10.65,-25.23,-63.56,
,,,,,,,,,,,,002605,,,,,,,,,,,,,,,,,,,,,,,,,,2136万,2770万,2531万,1041万,1561万,2550万,1426万,3016万,3241万,,,,,,,,,,,,,,,,,,,,18.36,88.94,-9.13,-49.36,-26.90,-7.95,-43.64,189.83,107.59,,,,,,,,,,,,,,,,,,,,1.63亿,2.14亿,1.81亿,1.04亿,1.29亿,2.49亿,1.22亿,1.88亿,2.22亿,,,,,,,,,,,,,,,,,,,,-9.15,10.49,-3.76,-29.44,-21.08,16.09,-32.41,81.22,71.96,
,,,,,,,,,,,,002606,,,,,,,,,,,,,,,,,,,,,,,,,,2152万,2873万,2974万,913万,2069万,-24.5万,857万,-408万,-1126万,,,,,,,,,,,,,,,,,,,,-29.91,46.04,36.28,-58.71,-3.82,-100.85,-71.16,-144.66,-154.42,,,,,,,,,,,,,,,,,,,,1.53亿,2.24亿,2.05亿,1.68亿,1.86亿,2.75亿,1.87亿,1.34亿,1.19亿,,,,,,,,,,,,,,,,,,,,-33.23,13.71,21.05,-18.56,21.05,22.42,-8.67,-20.02,-36.14,
,,,,,,,,,,,,002607,,,,,,,,,,,,,,,,,,,,,,,,,,2173万,1136万,2474万,1786万,1307万,1799万,1026万,2747万,263万,,,,,,,,,,,,,,,,,,,,1276.41,4.00,99.00,-12.25,-39.86,58.36,-58.51,53.84,-79.86,,,,,,,,,,,,,,,,,,,,16.8亿,21.0亿,13.9亿,14.9亿,17.5亿,20.4亿,14.4亿,13.3亿,16.0亿,,,,,,,,,,,,,,,,,,,,34.83,39.13,-2.17,9.42,4.05,-2.92,3.45,-10.51,-8.73,
,,,,,,,,,,,,002608,,,,,,,,,,,,,,,,,,,,,,,,,,7.43亿,-1.07亿,3.74亿,4.85亿,5.56亿,7.65亿,4.45亿,5.83亿,6.27亿,,,,,,,,,,,,,,,,,,,,--,--,-37.97,--,-25.20,--,19.06,20.13,12.83,,,,,,,,,,,,,,,,,,,,47.0亿,42.5亿,38.6亿,50.7亿,57.7亿,56.9亿,55.1亿,50.5亿,58.8亿,,,,,,,,,,,,,,,,,,,,-99.93,19.72,-0.59,22.56,22.77,33.97,42.84,-0.39,1.86,
,,,,,,,,,,,,002609,,,,,,,,,,,,,,,,,,,,,,,,,,6193万,7342万,886万,4782万,6518万,8702万,-2507万,6386万,1093万,,,,,,,,,,,,,,,,,,,,29.33,13.78,42.16,17.97,5.24,18.52,-382.85,33.54,-83.24,,,,,,,,,,,,,,,,,,,,2.10亿,3.18亿,1.03亿,1.88亿,2.36亿,4.23亿,6752万,2.40亿,1.96亿,,,,,,,,,,,,,,,,,,,,23.04,16.83,18.72,10.78,12.61,32.93,-34.17,27.63,-16.99,
,,,,,,,,,,,,002610,,,,,,,,,,,,,,,,,,,,,,,,,,3799万,5991万,949万,4080万,1.05亿,-4135万,1443万,5458万,6512万,,,,,,,,,,,,,,,,,,,,-14.27,151.41,-35.07,18.36,175.10,-169.00,52.04,33.78,-37.70,,,,,,,,,,,,,,,,,,,,7.75亿,9.47亿,7.45亿,14.3亿,13.9亿,12.9亿,10.0亿,14.9亿,11.8亿,,,,,,,,,,,,,,,,,,,,-20.85,-25.48,-4.39,1.86,79.68,36.14,34.35,4.25,-15.33,
,,,,,,,,,,,,002611,,,,,,,,,,,,,,,,,,,,,,,,,,2768万,2325万,672万,1.28亿,7021万,2.86亿,1192万,1.95亿,1.39亿,,,,,,,,,,,,,,,,,,,,162.55,-17.84,-40.18,281.22,153.68,1129.46,77.42,52.60,98.30,,,,,,,,,,,,,,,,,,,,4.72亿,4.49亿,2.62亿,7.87亿,12.9亿,23.5亿,8.54亿,14.1亿,13.4亿,,,,,,,,,,,,,,,,,,,,33.91,-1.98,-11.89,149.73,172.88,423.31,225.72,79.34,4.06,
,,,,,,,,,,,,002612,,,,,,,,,,,,,,,,,,,,,,,,,,,8158万,3513万,1915万,4798万,8532万,6033万,5133万,7299万,2580万,,,,,,,,,,,,,,,,,,,,208.50,29.79,68.95,8.94,4.58,71.75,168.03,52.15,-69.76,,,,,,,,,,,,,,,,,,,,5.42亿,5.36亿,5.21亿,5.87亿,7.09亿,6.46亿,6.52亿,6.98亿,6.65亿,,,,,,,,,,,,,,,,,,,,76.11,101.28,152.55,66.16,30.85,20.47,25.07,18.91,-6.09
,,,,,,,,,,,,002613,,,,,,,,,,,,,,,,,,,,,,,,,,860万,436万,154万,-2751万,62.0万,-3391万,8022万,-405万,179万,,,,,,,,,,,,,,,,,,,,213.66,--,-45.82,-431.85,-92.79,-877.98,5103.44,--,188.43,,,,,,,,,,,,,,,,,,,,2.24亿,2.31亿,1.93亿,2.47亿,3.15亿,3.78亿,2.59亿,3.66亿,3.91亿,,,,,,,,,,,,,,,,,,,,-1.99,-16.22,-0.58,8.50,40.97,63.47,34.08,47.83,24.05,
,,,,,,,,,,,,002614,,,,,,,,,,,,,,,,,,,,,,,,,,9755万,1.03亿,1893万,7334万,1.18亿,1.35亿,2845万,1.16亿,1.65亿,,,,,,,,,,,,,,,,,,,,62.65,66.66,783.71,50.61,20.88,31.51,50.23,57.59,39.97,,,,,,,,,,,,,,,,,,,,10.9亿,10.9亿,7.75亿,9.03亿,12.1亿,14.1亿,10.3亿,11.7亿,15.7亿,,,,,,,,,,,,,,,,,,,,21.73,51.92,40.98,25.99,10.69,28.77,33.37,30.09,29.67,
,,,,,,,,,,,,002615,,,,,,,,,,,,,,,,,,,,,,,,,,5241万,3435万,3619万,4000万,2997万,365万,1197万,3761万,3236万,,,,,,,,,,,,,,,,,,,,285.95,289.18,249.47,81.56,-42.83,-89.37,-66.91,-5.97,7.99,,,,,,,,,,,,,,,,,,,,3.81亿,4.37亿,3.81亿,3.37亿,2.64亿,4.57亿,3.92亿,4.71亿,4.67亿,,,,,,,,,,,,,,,,,,,,98.75,90.49,89.52,4.78,-30.89,4.54,2.78,39.76,77.21,
,,,,,,,,,,,,002617,,,,,,,,,,,,,,,,,,,,,,,,,,1015万,1637万,5002万,1.10亿,7344万,7487万,7281万,6766万,2230万,,,,,,,,,,,,,,,,,,,,-50.66,-52.36,880.72,232.13,623.38,357.28,45.58,-38.52,-69.63,,,,,,,,,,,,,,,,,,,,3.17亿,4.42亿,4.73亿,10.6亿,8.06亿,9.04亿,8.05亿,11.1亿,6.65亿,,,,,,,,,,,,,,,,,,,,-9.95,57.86,175.42,113.47,154.19,104.67,70.12,4.43,-17.47,
,,,,,,,,,,,,002618,,,,,,,,,,,,,,,,,,,,,,,,,,669万,827万,793万,369万,515万,860万,432万,1252万,829万,,,,,,,,,,,,,,,,,,,,-70.95,-44.13,20.92,19.98,-22.95,4.01,-45.57,238.96,60.97,,,,,,,,,,,,,,,,,,,,6716万,9719万,7533万,7400万,7969万,8814万,7213万,9545万,8220万,,,,,,,,,,,,,,,,,,,,-35.54,-8.24,8.21,101.19,18.65,-9.32,-4.26,29.00,3.15,
,,,,,,,,,,,,002619,,,,,,,,,,,,,,,,,,,,,,,,,,5833万,9094万,5519万,6341万,1.17亿,1.78亿,1.23亿,1.41亿,8657万,,,,,,,,,,,,,,,,,,,,20.45,85.41,92.75,74.88,100.82,95.99,122.55,122.17,-26.09,,,,,,,,,,,,,,,,,,,,1.24亿,2.32亿,1.25亿,1.75亿,1.87亿,3.57亿,1.77亿,1.70亿,2.02亿,,,,,,,,,,,,,,,,,,,,-1.49,46.83,28.48,59.97,51.04,54.06,40.87,-3.19,7.91,
,,,,,,,,,,,,002620,,,,,,,,,,,,,,,,,,,,,,,,,,2146万,1963万,3227万,3866万,2922万,3239万,4246万,5017万,3026万,,,,,,,,,,,,,,,,,,,,41.46,69.95,31.07,32.17,36.19,65.01,31.58,29.78,3.54,,,,,,,,,,,,,,,,,,,,5.59亿,8.52亿,5.61亿,7.32亿,8.01亿,9.12亿,7.97亿,9.25亿,8.74亿,,,,,,,,,,,,,,,,,,,,33.21,46.22,8.38,44.33,43.28,6.97,42.11,26.24,9.06,
,,,,,,,,,,,,002621,,,,,,,,,,,,,,,,,,,,,,,,,,796万,-1101万,432万,442万,1614万,-810万,173万,586万,581万,,,,,,,,,,,,,,,,,,,,-47.80,-171.48,-33.88,-32.59,120.10,--,-59.91,32.49,-64.04,,,,,,,,,,,,,,,,,,,,1910万,552万,1586万,4399万,6877万,4855万,3888万,5867万,6101万,,,,,,,,,,,,,,,,,,,,-41.91,-77.05,-6.44,74.34,259.97,779.18,145.07,33.39,-11.28,
,,,,,,,,,,,,002622,,,,,,,,,,,,,,,,,,,,,,,,,,2153万,-1219万,601万,1866万,664万,4060万,-831万,1018万,1769万,,,,,,,,,,,,,,,,,,,,6.88,-137.46,71.48,561.33,-69.15,--,-238.20,-45.43,166.28,,,,,,,,,,,,,,,,,,,,5248万,4979万,1287万,3449万,5227万,9530万,2701万,1.43亿,1.17亿,,,,,,,,,,,,,,,,,,,,4.99,7.74,39.22,303.38,-0.40,91.42,109.84,313.22,122.89,
,,,,,,,,,,,,002623,,,,,,,,,,,,,,,,,,,,,,,,,,1547万,-2629万,699万,62.2万,142万,-3202万,746万,1144万,4534万,,,,,,,,,,,,,,,,,,,,-17.61,--,-34.75,-96.78,-90.83,--,6.69,1740.78,3097.05,,,,,,,,,,,,,,,,,,,,3.32亿,2.81亿,3.27亿,5.07亿,4.38亿,3.40亿,2.61亿,6.94亿,3.44亿,,,,,,,,,,,,,,,,,,,,1.03,-3.46,35.05,-6.35,32.05,21.26,-20.28,37.03,-21.50,
,,,,,,,,,,,,002624,,,,,,,,,,,,,,,,,,,,,,,,,,3.35亿,4.49亿,3.25亿,3.46亿,4.07亿,4.26亿,3.60亿,4.22亿,5.36亿,,,,,,,,,,,,,,,,,,,,--,76.73,63.26,89.13,21.39,-5.00,10.65,21.92,31.62,,,,,,,,,,,,,,,,,,,,14.3亿,26.2亿,19.1亿,16.8亿,19.4亿,24.1亿,18.0亿,18.6亿,18.5亿,,,,,,,,,,,,,,,,,,,,20.42,69.45,95.16,47.72,35.63,-8.07,-5.63,11.11,-4.65,
,,,,,,,,,,,,002625,,,,,,,,,,,,,,,,,,,,,,,,,,1545万,2846万,1931万,3161万,2251万,743万,1208万,1484万,613万,,,,,,,,,,,,,,,,,,,,87.95,131.38,123.31,136.19,45.65,-73.89,-37.43,-53.06,-72.78,,,,,,,,,,,,,,,,,,,,9476万,1.25亿,1.07亿,8438万,6228万,1.26亿,9372万,1.01亿,8250万,,,,,,,,,,,,,,,,,,,,6.30,12.86,10.02,-19.11,-34.28,0.57,-12.28,19.89,32.45,
,,,,,,,,,,,,002626,,,,,,,,,,,,,,,,,,,,,,,,,,6594万,1.04亿,6628万,8285万,9118万,2.34亿,3.38亿,1.52亿,1.61亿,,,,,,,,,,,,,,,,,,,,148.47,11071.89,38.00,1.60,38.29,124.20,409.96,83.47,76.52,,,,,,,,,,,,,,,,,,,,3.92亿,4.65亿,4.20亿,4.85亿,4.66亿,7.14亿,7.55亿,5.75亿,7.48亿,,,,,,,,,,,,,,,,,,,,37.07,24.94,10.78,13.73,18.73,53.58,79.63,18.65,60.65,
,,,,,,,,,,,,002627,,,,,,,,,,,,,,,,,,,,,,,,,,1819万,794万,1107万,2061万,6393万,1522万,1093万,3399万,3953万,,,,,,,,,,,,,,,,,,,,26.38,-7.24,-9.37,67.32,249.96,90.54,-1.21,64.97,-38.17,,,,,,,,,,,,,,,,,,,,4.58亿,5.75亿,4.61亿,5.06亿,6.35亿,4.36亿,5.66亿,5.44亿,5.44亿,,,,,,,,,,,,,,,,,,,,24.34,33.75,10.86,27.26,38.17,-23.51,22.98,7.51,-14.35,
,,,,,,,,,,,,002629,,,,,,,,,,,,,,,,,,,,,,,,,,-669万,6529万,-1433万,14.4万,233万,1372万,-1264万,554万,-1407万,,,,,,,,,,,,,,,,,,,,--,--,--,--,--,-78.98,--,3734.33,-704.32,,,,,,,,,,,,,,,,,,,,4298万,2.13亿,5.15亿,9.28亿,10.0亿,8.70亿,5.37亿,11.3亿,8.63亿,,,,,,,,,,,,,,,,,,,,8.98,102.04,2265.31,2422.14,2227.96,307.97,4.24,21.67,-13.73,
,,,,,,,,,,,,002630,,,,,,,,,,,,,,,,,,,,,,,,,,5680万,2866万,1821万,6554万,2714万,8181万,1853万,6717万,2545万,,,,,,,,,,,,,,,,,,,,-24.34,180.34,-48.01,-22.53,-52.21,185.46,1.76,2.49,-6.25,,,,,,,,,,,,,,,,,,,,7.42亿,9.74亿,9.23亿,11.5亿,8.14亿,12.5亿,9.96亿,12.4亿,11.9亿,,,,,,,,,,,,,,,,,,,,-26.21,-1.94,2.85,45.88,9.79,28.13,7.93,8.30,45.59,
,,,,,,,,,,,,002631,,,,,,,,,,,,,,,,,,,,,,,,,,4829万,4917万,4546万,5887万,2088万,-3957万,3038万,5132万,4493万,,,,,,,,,,,,,,,,,,,,-1.32,54.04,15.31,8.70,-56.76,-180.46,-33.16,-12.82,115.17,,,,,,,,,,,,,,,,,,,,2.80亿,3.65亿,2.77亿,4.20亿,4.24亿,4.79亿,3.11亿,4.76亿,4.88亿,,,,,,,,,,,,,,,,,,,,0.99,-7.04,36.91,47.65,51.42,31.39,12.48,13.24,14.88,
,,,,,,,,,,,,002632,,,,,,,,,,,,,,,,,,,,,,,,,,1611万,1023万,1967万,3844万,2487万,4077万,4528万,6221万,5951万,,,,,,,,,,,,,,,,,,,,76.07,-12.42,79.10,237.54,54.35,298.71,130.18,61.86,139.28,,,,,,,,,,,,,,,,,,,,1.19亿,1.71亿,1.39亿,1.77亿,2.18亿,2.73亿,2.42亿,3.25亿,2.97亿,,,,,,,,,,,,,,,,,,,,29.46,58.41,35.58,35.63,84.19,59.99,74.47,84.27,35.88,
,,,,,,,,,,,,002633,,,,,,,,,,,,,,,,,,,,,,,,,,-689万,-693万,-96.0万,-136万,201万,572万,-380万,70.3万,350万,,,,,,,,,,,,,,,,,,,,-487.12,-119.51,--,--,--,--,--,--,74.20,,,,,,,,,,,,,,,,,,,,3209万,4583万,3127万,3762万,3979万,6548万,2513万,4245万,4091万,,,,,,,,,,,,,,,,,,,,-54.76,-9.60,-4.94,35.82,23.98,42.87,-19.63,12.83,2.82,
,,,,,,,,,,,,002634,,,,,,,,,,,,,,,,,,,,,,,,,,793万,1103万,804万,1460万,1446万,1115万,511万,1019万,973万,,,,,,,,,,,,,,,,,,,,-28.06,31.32,-32.97,54.72,82.28,1.15,-36.43,-30.20,-32.74,,,,,,,,,,,,,,,,,,,,8720万,1.19亿,8435万,1.22亿,1.22亿,1.20亿,9756万,8801万,1.22亿,,,,,,,,,,,,,,,,,,,,10.90,10.20,-18.27,17.31,40.23,1.15,15.67,-27.91,-0.35,
,,,,,,,,,,,,002635,,,,,,,,,,,,,,,,,,,,,,,,,,1.25亿,1.20亿,8975万,7727万,1.77亿,4763万,1.04亿,1.34亿,1.89亿,,,,,,,,,,,,,,,,,,,,10.63,-2.98,4.71,38.20,40.97,-60.33,15.60,72.90,6.75,,,,,,,,,,,,,,,,,,,,5.37亿,4.81亿,4.29亿,4.33亿,7.99亿,10.5亿,6.18亿,8.48亿,10.4亿,,,,,,,,,,,,,,,,,,,,-9.80,-26.36,-0.08,13.42,48.89,119.40,44.10,96.14,29.91,
,,,,,,,,,,,,002636,,,,,,,,,,,,,,,,,,,,,,,,,,7151万,1.83亿,1.52亿,1.10亿,1.34亿,1.42亿,8851万,8652万,6159万,,,,,,,,,,,,,,,,,,,,653.99,2187.13,280.67,136.36,87.25,-22.72,-41.88,-21.03,-54.00,,,,,,,,,,,,,,,,,,,,7.42亿,9.79亿,8.45亿,8.18亿,9.32亿,10.8亿,9.12亿,9.73亿,9.61亿,,,,,,,,,,,,,,,,,,,,24.31,39.69,35.57,15.27,25.59,10.44,8.02,18.93,3.10,
,,,,,,,,,,,,002637,,,,,,,,,,,,,,,,,,,,,,,,,,3770万,7625万,1887万,2568万,3792万,7696万,4064万,4092万,6914万,,,,,,,,,,,,,,,,,,,,369.49,--,41.82,4.65,0.58,0.93,115.34,59.35,82.34,,,,,,,,,,,,,,,,,,,,11.7亿,15.9亿,14.4亿,17.8亿,20.6亿,16.3亿,15.8亿,18.7亿,14.6亿,,,,,,,,,,,,,,,,,,,,54.68,133.71,86.37,115.71,75.99,2.15,9.67,4.56,-29.12,
