序号,code,name,现价,涨跌幅(%),涨跌,换手(%),成交量,市盈率,昨收,开盘价,最高价,最低价
799,HK2121,一化控股,0.86,0.00,0.00,0.00,--,4.48,0.860,0,0,0
800,HK0068,利兴发展,5.70,0.00,0.00,0.01,1.80万,--,5.700,5.700,5.700,5.700
801,HK2083,大自然家居,1.60,0.00,0.00,0.05,76.50万,28.39,1.600,1.610,1.610,1.580
802,HK0073,亚洲果业,0.60,0.00,0.00,0.00,--,--,0.600,0,0,0
803,HK2033,时计宝,1.08,0.00,0.00,0.00,1.20万,7.71,1.080,1.080,1.080,1.020
804,HK0072,现代传播,0.50,0.00,0.00,0.01,2.00万,--,0.500,0.500,0.500,0.500
805,HK2078,荣阳实业,0.86,0.00,0.00,0.00,--,--,0.860,0,0,0
806,HK0119,保利置业集团,3.00,0.00,0.00,0.21,767.10万,4.46,3.000,3.010,3.020,2.960
807,HK1278,中国新城镇,0.25,0.00,0.00,0.00,--,6.04,0.250,0,0,0
808,HK0231,平安证券集团控股,0.00,0.00,0.00,0.00,--,--,0.076,0,0,0
809,HK0648,中国华仁医疗,0.38,0.00,0.00,0.00,--,--,0.380,0,0,0
810,HK0660,伟俊矿业集团,0.07,0.00,0.00,0.00,21.00万,--,0.070,0.064,0.070,0.064
811,HK0229,利民实业,1.05,0.00,0.00,0.00,--,15.17,1.050,0,0,0
812,HK0645,安域亚洲,0.85,0.00,0.00,0.00,--,--,0.850,0,0,0
813,HK0643,恒富控股,0.53,0.00,0.00,0.00,--,--,0.530,0,0,0
814,HK0637,利记,0.57,0.00,0.00,0.00,6000,5.24,0.570,0.570,0.570,0.570
815,HK0640,星谦发展,0.72,0.00,0.00,0.38,234.40万,21.43,0.720,0.720,0.740,0.710
816,HK0641,中国恒天立信国际,1.49,0.00,0.00,0.00,--,5.83,1.490,0,0,0
817,HK0672,众安房产,0.41,0.00,0.00,0.06,343.72万,3.42,0.410,0.415,0.415,0.395
818,HK0226,力宝,3.65,0.00,0.00,0.00,60,19.21,3.650,0,0,0
819,HK0693,陈唱国际,2.86,0.00,0.00,0.00,--,11.44,2.860,0,0,0
820,HK0695,东吴水泥,1.34,0.00,0.00,0.00,--,23.78,1.340,0,0,0
821,HK0224,建生国际,1.86,0.00,0.00,0.00,--,3.44,1.860,0,0,0
822,HK0701,CNTGroup,0.36,0.00,0.00,0.00,--,18.27,0.360,0,0,0
823,HK0692,中国家居,0.51,0.00,0.00,0.00,--,--,0.510,0,0,0
824,HK0691,山水水泥,6.29,0.00,0.00,0.00,--,12.63,6.290,0,0,0
825,HK0681,中民控股,0.10,0.00,0.00,0.02,194.28万,3.51,0.099,0.098,0.100,0.095
826,HK0688,中国海外发展,23.55,0.00,0.00,0.14,1589.97万,6.33,23.550,23.500,23.800,23.400
827,HK0225,博富临置业,18.30,0.00,0.00,0.00,--,2.55,18.300,0,0,0
828,HK0635,彩星集团,1.03,0.00,0.00,0.01,10.60万,7.61,1.030,1.030,1.030,1.030
829,HK0633,中国全通,0.74,0.00,0.00,0.11,203.20万,5.28,0.740,0.730,0.750,0.730
830,HK0578,融信资源,0.07,0.00,0.00,0.00,2.00万,--,0.074,0.063,0.065,0.063
831,HK0583,长城环亚控股,1.42,0.00,0.00,0.00,--,8.94,1.420,0,0,0
832,HK0587,华瀚健康,0.53,0.00,0.00,0.00,--,5.00,0.530,0,0,0
833,HK0589,宝国国际,4.08,0.00,0.00,0.38,212.20万,34.03,4.080,4.080,4.080,4.080
834,HK0575,励晶太平洋,0.35,0.00,0.00,0.21,390.00万,--,0.355,0.355,0.355,0.345
835,HK0574,百信国际,0.43,0.00,0.00,0.44,473.00万,35.92,0.435,0.440,0.440,0.430
836,HK0568,山东墨龙,1.36,0.00,0.00,0.23,58.96万,14.05,1.360,1.360,1.390,1.330
837,HK0569,中国自动化,1.13,0.00,0.00,0.00,3.60万,--,1.130,1.140,1.140,1.140
838,HK0571,丰德丽控股,1.28,0.00,0.00,0.09,128.80万,--,1.280,1.280,1.280,1.270
839,HK0591,中国高精密,1.22,0.00,0.00,0.00,--,--,1.220,0,0,0
840,HK0592,BossiniInt'l,0.32,0.00,0.00,0.00,3.20万,--,0.320,0.320,0.320,0.320
841,HK0611,中国核能科技,0.92,0.00,0.00,0.43,561.60万,9.71,0.920,0.920,0.950,0.900
842,HK0236,香港生力啤,1.18,0.00,0.00,0.00,800,--,1.180,0,0,0
843,HK0233,铭源医疗,0.23,0.00,0.00,0.00,--,0.96,0.230,0,0,0
844,HK0608,达利国际,1.88,0.00,0.00,0.00,--,13.43,1.880,0,0,0
845,HK0605,中国金融投资管理,0.60,0.00,0.00,0.00,13.00万,8.46,0.600,0.600,0.600,0.600
846,HK0595,AVConceptHold,0.39,0.00,0.00,0.04,33.40万,2.21,0.390,0.390,0.390,0.380
847,HK0599,怡邦行控股,0.58,0.00,0.00,0.00,--,7.88,0.580,0,0,0
848,HK0239,白花油,3.35,0.00,0.00,0.00,--,10.18,3.350,0,0,0
849,HK0702,中国油气控股,0.03,0.00,0.00,0.04,1019.50万,--,0.031,0.030,0.031,0.030
850,HK0703,FutureBright,0.90,0.00,0.00,0.01,7.80万,25.20,0.900,0.910,0.920,0.900
851,HK0788,中国铁塔,0.00,0.00,0.00,0.00,--,--,0,0,0,0
852,HK0789,领视控股,0.10,0.00,0.00,0.00,--,--,0.100,0,0,0
853,HK0798,中电光谷,0.50,0.00,0.00,0.00,8.00万,7.27,0.500,0.510,0.510,0.495
854,HK0800,A8新媒体,0.38,0.00,0.00,0.03,69.40万,31.28,0.375,0.375,0.375,0.370
855,HK0213,NationalElecH,1.17,0.00,0.00,0.00,3.61万,5.44,1.170,1.160,1.170,1.160
856,HK0776,帝国集团环球控股,3.34,0.00,0.00,0.00,--,--,3.340,0,0,0
857,HK0765,PerfectechIntl,1.91,0.00,0.00,0.00,--,--,1.910,0,0,0
858,HK0770,ShanghaiGrowth,0.65,0.00,0.00,0.00,--,--,0.650,0,0,0
859,HK0771,自动系统,1.20,0.00,0.00,0.03,22.47万,13.35,1.200,1.200,1.200,1.180
860,HK0807,上海实业环境,2.18,0.00,0.00,0.00,2.80万,11.16,2.180,2.180,2.220,2.180
861,HK0814,北京京客隆,1.83,0.00,0.00,0.00,1000,5.87,1.830,1.830,1.830,1.830
862,HK0835,亚洲煤业,0.06,0.00,0.00,0.00,--,--,0.056,0,0,0
863,HK0842,理士国际,0.79,0.00,0.00,0.04,53.80万,3.66,0.790,0.800,0.800,0.760
864,HK0844,广泰国际控股,0.70,0.00,0.00,0.00,1.60万,--,0.700,0.700,0.700,0.700
865,HK0845,恒盛地产,0.42,0.00,0.00,0.01,55.80万,--,0.420,0.420,0.430,0.415
866,HK0833,华讯,1.87,0.00,0.00,0.00,8000,15.94,1.870,1.870,1.890,1.870
867,HK0828,王朝酒业,1.44,0.00,0.00,0.00,--,--,1.440,0,0,0
868,HK0818,高阳科技,0.95,0.00,0.00,0.11,302.70万,7.60,0.950,0.950,0.950,0.940
869,HK0825,新世界百货中国,1.78,0.00,0.00,0.06,96.80万,14.83,1.780,1.780,1.780,1.770
870,HK0827,玖源集团,0.19,0.00,0.00,0.13,572.80万,--,0.192,0.185,0.193,0.184
871,HK0764,永恒策略,0.17,0.00,0.00,0.04,144.00万,--,0.175,0.175,0.175,0.175
872,HK0761,百营环球资源,0.14,0.00,0.00,0.00,--,--,0.143,0,0,0
873,HK0710,京东方精电,3.05,0.00,0.00,0.03,24.00万,101.67,3.050,3.100,3.100,2.920
874,HK0219,顺豪物业,2.78,0.00,0.00,0.00,--,1.79,2.780,0,0,0
875,HK0715,中泛控股,0.40,0.00,0.00,0.02,311.00万,90.91,0.400,0.400,0.400,0.390
876,HK0717,英皇证券,0.47,0.00,0.00,0.03,226.20万,4.26,0.470,0.465,0.470,0.460
877,HK0221,易易壹金融,0.49,0.00,0.00,1.34,747.08万,--,0.490,0.495,0.495,0.480
878,HK0707,亚洲电视控股,0.27,0.00,0.00,0.09,642.80万,--,0.270,0.270,0.270,0.265
879,HK0222,闽信集团,5.11,0.00,0.00,0.00,--,5.31,5.110,0,0,0
880,HK0705,鼎和矿业,0.03,0.00,0.00,0.00,--,--,0.032,0,0,0
881,HK0706,美丽中国控股,0.04,0.00,0.00,0.00,12.00万,--,0.042,0.042,0.042,0.042
882,HK0720,意达利控股,0.08,0.00,0.00,0.00,15.00万,4.91,0.081,0.081,0.081,0.080
883,HK0721,中国金融国际,0.20,0.00,0.00,0.02,248.00万,34.14,0.198,0.191,0.198,0.191
884,HK0737,合和公路基建,4.64,0.00,0.00,0.00,--,16.62,4.638,0,0,0
885,HK0747,沈阳公用发展股份,0.29,0.00,0.00,0.00,--,--,0.290,0,0,0
886,HK0758,JunefieldGroup,0.64,0.00,0.00,0.13,133.20万,--,0.640,0.640,0.650,0.640
887,HK0736,中国置业投资,0.03,0.00,0.00,0.04,174.30万,--,0.030,0.029,0.031,0.029
888,HK0732,信利国际,1.36,0.00,0.00,0.42,1307.00万,85.00,1.360,1.370,1.370,1.320
889,HK0723,永保林业,0.02,0.00,0.00,0.01,66.75万,8.00,0.020,0.020,0.020,0.020
890,HK0724,瑞鑫国际集团,0.01,0.00,0.00,0.01,93.00万,--,0.015,0.015,0.015,0.015
891,HK0729,五龙电动车,0.10,0.00,0.00,0.30,6962.50万,--,0.095,0.096,0.099,0.093
892,HK0243,QPLInt'l,0.07,0.00,0.00,0.03,63.00万,--,0.068,0.065,0.068,0.065
893,HK0566,汉能薄膜发电,3.91,0.00,0.00,0.00,--,630.64,3.910,0,0,0
894,HK0385,建联集团,1.38,0.00,0.00,0.00,400,4.65,1.380,0,0,0
895,HK0387,力丰(集团),1.62,0.00,0.00,0.00,--,13.22,1.620,0,0,0
896,HK0266,天德地产,9.32,0.00,0.00,0.01,2.80万,40.52,9.320,0,0,0
897,HK0396,兴利(香港)控股,0.49,0.00,0.00,0.00,--,43.42,0.495,0,0,0
898,HK0380,冠力国际,0.34,0.00,0.00,0.00,--,6.14,0.345,0,0,0
899,HK0373,联合集团,48.00,0.00,0.00,0.00,--,2.62,48.000,0,0,0
900,HK0361,顺龙控股,0.29,0.00,0.00,0.00,4.00万,--,0.290,0.290,0.290,0.290
901,HK0367,庄士机构国际,1.65,0.00,0.00,0.01,10.12万,2.13,1.650,1.650,1.650,1.650
902,HK0370,国华,0.07,0.00,0.00,0.00,--,20.00,0.068,0,0,0
903,HK0264,中玺国际,1.37,0.00,0.00,0.00,--,--,1.370,0,0,0
904,HK0404,新昌集团控股,0.35,0.00,0.00,0.00,--,--,0.350,0,0,0
905,HK0420,福田实业,1.13,0.00,0.00,0.01,8.80万,8.69,1.130,1.130,1.140,1.130
906,HK0423,经济日报集团,1.43,0.00,0.00,0.00,--,8.66,1.430,0,0,0
907,HK0261,中建置地,0.01,0.00,0.00,0.00,144.00万,--,0.010,0.010,0.010,0.010
908,HK0428,中国天弓控股,0.68,0.00,0.00,0.00,--,--,0.680,0,0,0
909,HK0262,迪臣发展国际,0.28,0.00,0.00,0.00,--,5.62,0.275,0,0,0
910,HK0417,谢瑞麟,2.10,0.00,0.00,0.26,64.80万,14.79,2.100,2.110,2.110,2.100
911,HK0408,叶氏化工集团,2.70,0.00,0.00,0.00,2.00万,8.94,2.700,2.700,2.700,2.700
912,HK0411,南顺(香港),13.30,0.00,0.00,0.00,--,8.42,13.300,0,0,0
913,HK0413,南华集团控股,0.23,0.00,0.00,0.00,--,12.82,0.227,0,0,0
914,HK0359,海升果汁,0.30,0.00,0.00,0.00,--,2.24,0.305,0,0,0
915,HK0353,能源国际投资,0.24,0.00,0.00,0.09,441.00万,--,0.240,0.238,0.241,0.235
916,HK0310,嘉进投资国际,0.07,0.00,0.00,0.00,--,660.00,0.066,0,0,0
917,HK0311,联泰控股,1.03,0.00,0.00,0.00,--,6.28,1.030,0,0,0
918,HK0313,裕田中国,0.06,0.00,0.00,0.00,60.00万,--,0.064,0.069,0.069,0.062
919,HK0316,东方海外国际,82.55,0.00,0.00,0.00,--,--,82.550,0,0,0
920,HK0307,优派能源发展,0.13,0.00,0.00,0.00,--,--,0.129,0,0,0
921,HK0300,昆明机床,2.49,0.00,0.00,0.00,--,--,2.490,0,0,0
922,HK0292,泛海酒店,0.43,0.00,0.00,0.00,--,5.12,0.435,0,0,0
923,HK0298,庄士中国,0.51,0.00,0.00,0.03,76.00万,4.29,0.510,0.510,0.510,0.510
924,HK0281,川河集团,0.55,0.00,0.00,0.01,12.80万,5.10,0.550,0.560,0.560,0.550
925,HK0318,黄河实业,0.83,0.00,0.00,0.00,--,4.11,0.830,0,0,0
926,HK0280,景福集团,0.43,0.00,0.00,0.00,--,--,0.435,0,0,0
927,HK0346,延长石油国际,0.09,0.00,0.00,0.03,373.00万,--,0.094,0.097,0.097,0.094
928,HK0277,太兴置业,4.22,0.00,0.00,0.00,--,11.78,4.220,0,0,0
929,HK0351,亚洲能源物流,0.09,0.00,0.00,0.00,200,--,0.092,0,0,0
930,HK0343,文化传信,0.34,0.00,0.00,0.00,9600,--,0.345,0.345,0.345,0.345
931,HK0278,华厦置业,8.80,0.00,0.00,0.00,--,4.11,8.800,0,0,0
932,HK0328,AlcoHoldings,1.28,0.00,0.00,0.00,--,--,1.280,0,0,0
933,HK0333,黛丽斯国际,1.56,0.00,0.00,0.00,--,8.46,1.560,0,0,0
934,HK0335,美建集团,1.05,0.00,0.00,0.00,--,17.21,1.050,0,0,0
935,HK0430,东方网库,0.12,0.00,0.00,0.02,55.60万,1.55,0.115,0.115,0.115,0.115
936,HK0431,大中华金融,0.22,0.00,0.00,0.18,1235.80万,51.16,0.220,0.222,0.222,0.216
937,HK0248,香港通讯国际控股,0.18,0.00,0.00,0.00,--,39.33,0.177,0,0,0
938,HK0536,贸易通,1.20,0.00,0.00,0.02,15.60万,12.90,1.200,1.210,1.210,1.200
939,HK0247,TSTProperties,25.50,0.00,0.00,0.00,--,4.13,25.500,0,0,0
940,HK0246,瑞金矿业,8.81,0.00,0.00,0.00,--,140.55,8.810,0,0,0
941,HK0532,WKKIntl(Hold),1.16,0.00,0.00,0.00,--,7.81,1.160,0,0,0
942,HK0529,SISInt'l,4.38,0.00,0.00,0.00,4000,3.31,4.380,0,0,0
943,HK0524,长城一带一路,0.30,0.00,0.00,0.00,3.30万,--,0.300,0.290,0.300,0.290
944,HK0526,利时集团控股,0.92,0.00,0.00,0.00,--,--,0.920,0,0,0
945,HK0527,瑞风新能源,0.58,0.00,0.00,0.18,326.00万,--,0.580,0.570,0.580,0.560
946,HK0540,迅捷环球控股,0.50,0.00,0.00,0.03,16.80万,8.80,0.500,0.485,0.500,0.485
947,HK0543,太平洋网络,1.12,0.00,0.00,0.00,2.10万,10.06,1.120,1.140,1.140,1.120
948,HK0560,珠江船务,1.83,0.00,0.00,0.00,1.00万,7.42,1.830,1.820,1.830,1.820
949,HK0563,上实城市开发,1.38,0.00,0.00,0.09,427.40万,11.90,1.380,1.400,1.400,1.350
950,HK0565,锦艺集团控股,0.32,0.00,0.00,0.00,--,14.58,0.315,0,0,0
951,HK0559,德泰新能源集团,0.03,0.00,0.00,0.04,683.00万,--,0.034,0.034,0.034,0.033
952,HK0557,天元医疗,1.26,0.00,0.00,0.01,1.80万,32.90,1.260,1.260,1.260,1.260
953,HK0544,大同集团,0.08,0.00,0.00,0.00,--,--,0.080,0,0,0
954,HK0552,中国通信服务,5.10,0.00,0.00,0.14,329.64万,10.85,5.100,5.150,5.190,5.040
955,HK0555,御泰中彩控股,0.02,0.00,0.00,0.06,910.00万,--,0.021,0.020,0.021,0.019
956,HK0250,中国数码信息,0.06,0.00,0.00,0.00,77.00万,101.67,0.061,0.062,0.062,0.061
957,HK0518,同得仕(集团),0.77,0.00,0.00,0.03,15.20万,--,0.770,0.750,0.770,0.740
958,HK0456,新城市建设发展,0.50,0.00,0.00,0.15,496.00万,71.43,0.500,0.500,0.510,0.500
959,HK0458,联亚集团,1.74,0.00,0.00,0.00,--,--,1.740,0,0,0
960,HK0462,天然乳品,2.20,0.00,0.00,0.00,--,--,2.200,0,0,0
961,HK0465,富通科技,0.86,0.00,0.00,0.00,--,--,0.860,0,0,0
962,HK0455,天大药业,0.24,0.00,0.00,0.00,--,51.91,0.244,0,0,0
963,HK0451,协鑫新能源,0.32,0.00,0.00,0.07,1244.40万,5.96,0.315,0.320,0.320,0.310
964,HK0434,博雅互动,2.08,0.00,0.00,0.00,3.00万,3.48,2.080,2.110,2.110,2.050
965,HK0436,新宇环保,0.51,0.00,0.00,0.00,10.00万,18.34,0.510,0.510,0.510,0.510
966,HK0438,彩虹新能源,0.77,0.00,0.00,0.07,47.40万,10.70,0.770,0.780,0.790,0.770
967,HK0255,龙记集团,3.80,0.00,0.00,0.01,6.60万,8.63,3.800,3.800,3.830,3.800
968,HK0469,凯普松国际,0.38,0.00,0.00,0.07,56.80万,--,0.380,0.370,0.380,0.370
969,HK0252,华信地产财务,4.20,0.00,0.00,0.00,--,14.09,4.200,0,0,0
970,HK0503,朗生医药,1.15,0.00,0.00,0.07,27.80万,3.87,1.150,1.130,1.150,1.130
971,HK0508,鼎亿集团投资,0.71,0.00,0.00,0.03,214.00万,--,0.710,0.710,0.710,0.700
972,HK0253,顺豪控股,2.55,0.00,0.00,0.00,--,1.51,2.550,0,0,0
973,HK0254,国家联合资源,0.14,0.00,0.00,0.00,--,--,0.142,0,0,0
974,HK0472,新丝路文旅,0.70,0.00,0.00,0.00,--,--,0.700,0,0,0
975,HK0475,中发展控股,1.12,0.00,0.00,0.00,--,--,1.120,0,0,0
976,HK0476,中国动力控股,0.12,0.00,0.00,0.00,6.00万,--,0.120,0,0,0
977,HK0846,明发集团,1.89,0.00,0.00,0.00,--,401.77,1.890,0,0,0
978,HK0618,北大资源,0.28,0.00,0.00,0.00,18.60万,4.28,0.285,0.285,0.285,0.285
979,HK0864,永利地产发展,0.90,0.00,0.00,0.01,4.00万,7.01,0.900,0.900,0.900,0.900
980,HK0193,冠中地产,0.09,0.00,0.00,0.01,55.50万,2.46,0.087,0.088,0.088,0.087
981,HK0905,环球大通投资,0.24,0.00,0.00,0.00,--,6.43,0.243,0,0,0
982,HK0854,威雅利,6.00,0.00,0.00,0.02,1.70万,4.08,6.000,6.000,6.000,6.000
983,HK0908,珠海控股投资,0.90,0.00,0.00,0.04,64.20万,17.42,0.900,0.910,0.920,0.900
984,HK0912,信佳国际,2.17,0.00,0.00,0.03,9.20万,8.25,2.170,2.170,2.170,2.170
985,HK0873,中国泰丰床品,1.08,0.00,0.00,0.00,--,--,1.080,0,0,0
986,HK0909,中大国际,0.42,0.00,0.00,0.00,--,--,0.425,0,0,0
987,HK0204,中国投资开发,0.02,0.00,0.00,0.00,--,--,0.021,0,0,0
988,HK0898,万事昌国际,0.44,0.00,0.00,0.00,--,2.82,0.440,0,0,0
989,HK0850,投融长富,0.12,0.00,0.00,0.00,--,15.13,0.118,0,0,0
990,HK0886,银基集团,0.57,0.00,0.00,0.41,921.41万,--,0.570,0.580,0.580,0.560
991,HK0889,连达科技控股,1.30,0.00,0.00,0.00,--,9.63,1.300,0,0,0
992,HK0896,兴胜创建,1.35,0.00,0.00,0.02,22.84万,2.16,1.350,1.350,1.350,1.350
993,HK0851,盛源控股,0.24,0.00,0.00,0.00,--,--,0.242,0,0,0
994,HK0897,位元堂,0.28,0.00,0.00,0.00,1612,--,0.275,0,0,0
995,HK0885,仁天科技控股,0.32,0.00,0.00,0.05,508.00万,16.75,0.320,0.315,0.320,0.315
996,HK2888,渣打集团,69.30,-0.07,-0.05,0.02,66.46万,10.85,69.350,69.450,69.750,69.050
997,HK0044,香港飞机工程,69.05,-0.07,-0.05,0.04,6.36万,--,69.100,69.100,69.100,69.000
998,HK0388,香港交易所,224.00,-0.09,-0.20,0.33,405.71万,27.05,224.200,224.400,225.200,222.600
999,HK0341,大家乐集团,19.78,-0.10,-0.02,0.16,94.40万,25.04,19.800,19.740,19.860,19.740
1000,HK0257,中国光大国际,9.40,-0.11,-0.01,0.08,345.81万,12.01,9.410,9.330,9.410,9.300
1001,HK1528,红星美凯龙,8.97,-0.11,-0.01,0.15,98.53万,5.98,8.980,9.040,9.060,8.850
1002,HK0699,神州租车,7.43,-0.13,-0.01,0.08,181.66万,13.89,7.440,7.520,7.540,7.270
1003,HK2388,中银香港,36.95,-0.14,-0.05,0.05,532.16万,12.57,37.000,37.000,37.000,36.700
1004,HK2883,中海油田服务,6.85,-0.15,-0.01,0.38,694.40万,--,6.860,6.940,6.940,6.800
1005,HK3799,达利食品,6.44,-0.15,-0.01,0.02,223.75万,21.49,6.450,6.370,6.500,6.310
1006,HK1066,威高股份,6.01,-0.17,-0.01,0.28,517.20万,12.85,6.020,6.110,6.180,5.900
1007,HK1357,美图公司,5.95,-0.17,-0.01,0.26,1098.35万,--,5.960,5.960,5.980,5.740
1008,HK0857,中国石油股份,5.68,-0.18,-0.01,0.28,5944.80万,18.94,5.690,5.730,5.770,5.660
1009,HK3606,福耀玻璃,27.80,-0.18,-0.05,0.26,130.83万,25.28,27.850,27.750,28.100,27.350
1010,HK1109,华润置地,27.00,-0.18,-0.05,0.10,706.50万,8.13,27.050,27.000,27.350,26.700
1011,HK0998,中信银行,4.85,-0.21,-0.01,0.14,2122.06万,3.88,4.860,4.860,4.880,4.810
1012,HK0762,中国联通,9.53,-0.21,-0.02,0.05,1495.73万,19.41,9.550,9.600,9.620,9.470
1013,HK0662,亚洲金融,4.76,-0.21,-0.01,0.00,2.00万,9.96,4.770,4.770,4.770,4.750
1014,HK2039,中集集团,8.79,-0.23,-0.02,0.06,105.85万,12.48,8.810,8.880,8.910,8.650
1015,HK1568,承达集团,4.39,-0.23,-0.01,0.00,2000,22.50,4.400,4.390,4.390,4.390
1016,HK1088,中国神华,17.38,-0.23,-0.04,0.37,1251.53万,5.66,17.420,17.420,17.640,17.240
1017,HK1086,好孩子国际,3.93,-0.25,-0.01,0.18,297.30万,26.20,3.940,3.980,4.010,3.850
1018,HK2611,国泰君安,15.64,-0.26,-0.04,0.03,37.92万,12.03,15.680,15.680,16.200,15.420
1019,HK0347,鞍钢股份,7.68,-0.26,-0.02,0.80,872.88万,6.98,7.700,7.740,7.840,7.620
1020,HK1609,创建集团控股,3.69,-0.27,-0.01,0.00,--,88.07,3.700,0,0,0
1021,HK1349,复旦张江,3.65,-0.27,-0.01,0.02,7.70万,37.31,3.660,3.650,3.690,3.650
1022,HK2368,鹰美,3.63,-0.28,-0.01,0.03,15.00万,7.89,3.640,3.620,3.630,3.610
1023,HK0916,龙源电力,7.24,-0.28,-0.02,0.37,1247.37万,6.12,7.260,7.280,7.320,7.160
1024,HK2318,中国平安,70.10,-0.28,-0.20,0.51,3822.82万,9.74,70.300,71.000,71.000,69.500
1025,HK0831,利亚零售,3.44,-0.29,-0.01,0.00,1.00万,17.42,3.450,3.430,3.430,3.430
1026,HK0867,康哲药业,13.70,-0.29,-0.04,0.31,774.24万,16.97,13.740,13.740,14.000,13.540
1027,HK6118,奥星生命科技,3.40,-0.29,-0.01,0.11,56.90万,--,3.410,3.480,3.520,3.300
1028,HK0165,中国光大控股,13.50,-0.29,-0.04,0.07,113.00万,5.49,13.540,13.680,13.680,13.400
1029,HK6818,中国光大银行,3.30,-0.30,-0.01,0.04,575.40万,3.88,3.310,3.300,3.320,3.280
1030,HK2628,中国人寿,18.94,-0.32,-0.06,0.46,3449.15万,7.89,19.000,18.940,19.100,18.820
1031,HK0354,中国软件国际,5.81,-0.34,-0.02,0.72,1740.16万,20.54,5.830,5.850,5.930,5.760
1032,HK1108,洛阳玻璃股份,2.87,-0.35,-0.01,0.14,34.40万,77.59,2.880,2.900,2.900,2.840
1033,HK1043,光宇国际集团科技,2.87,-0.35,-0.01,0.30,116.20万,4.00,2.880,2.880,2.920,2.830
1034,HK0066,港铁公司,42.60,-0.35,-0.15,0.04,244.78万,15.05,42.750,42.500,42.800,42.250
1035,HK1988,民生银行,5.62,-0.35,-0.02,0.21,1749.81万,2.74,5.640,5.610,5.650,5.590
1036,HK1005,MatrixHoldings,2.78,-0.36,-0.01,0.00,--,18.53,2.790,0,0,0
1037,HK0014,希慎兴业,41.55,-0.36,-0.15,0.06,59.82万,11.95,41.700,41.900,42.000,41.200
1038,HK0212,NanyangHold,55.20,-0.36,-0.20,0.00,1000,5.46,55.400,55.200,55.200,55.200
1039,HK1385,上海复旦,8.24,-0.36,-0.03,0.05,14.80万,20.29,8.270,8.400,8.400,8.210
1040,HK0604,深圳控股,2.74,-0.36,-0.01,0.07,534.73万,4.31,2.750,2.750,2.750,2.720
1041,HK0596,浪潮国际,2.73,-0.36,-0.01,0.02,17.60万,22.20,2.740,2.750,2.750,2.690
1042,HK0331,丰盛服务集团,2.70,-0.37,-0.01,0.01,5.90万,7.11,2.710,2.700,2.700,2.700
1043,HK0484,云游控股,7.97,-0.38,-0.03,0.35,48.81万,12.31,8.000,7.870,8.000,7.750
1044,HK1137,香港电视,2.63,-0.38,-0.01,0.09,76.24万,--,2.640,2.640,2.700,2.600
1045,HK6066,中信建投证券,5.24,-0.38,-0.02,0.03,38.45万,8.57,5.260,5.380,5.380,5.160
1046,HK0038,第一拖拉机股份,2.58,-0.39,-0.01,0.20,77.00万,10.62,2.590,2.600,2.600,2.550
1047,HK6090,胜捷企业,2.54,-0.39,-0.01,0.00,--,9.74,2.550,0,0,0
1048,HK2727,上海电气,2.52,-0.40,-0.01,0.21,611.74万,11.30,2.530,2.530,2.550,2.500
1049,HK0837,谭木匠,5.02,-0.40,-0.02,0.03,6.16万,8.68,5.040,4.960,5.020,4.950
1050,HK0919,现代美容,0.25,-0.40,-0.00,0.03,26.80万,--,0.250,0.245,0.250,0.241
1051,HK1020,赛伯乐国际控股,0.25,-0.40,-0.00,0.03,116.80万,--,0.250,0.248,0.250,0.247
1052,HK1622,力高集团,4.93,-0.40,-0.02,0.06,226.00万,16.94,4.950,4.950,4.950,4.890
1053,HK0588,北京北辰实业股份,2.46,-0.41,-0.01,0.17,117.00万,9.84,2.470,2.460,2.490,2.390
1054,HK0468,纷美包装,4.90,-0.41,-0.02,0.19,259.12万,15.72,4.920,4.880,4.940,4.800
1055,HK0511,电视广播,24.00,-0.41,-0.10,0.04,17.44万,42.86,24.100,24.250,24.300,23.900
1056,HK0901,鹰力投资,0.24,-0.42,-0.00,0.00,2.08万,--,0.239,0.238,0.238,0.238
1057,HK0928,莲和医疗,0.24,-0.42,-0.00,0.02,83.20万,--,0.238,0.244,0.244,0.229
1058,HK1135,AsiaSatellite,4.63,-0.43,-0.02,0.03,12.30万,4.58,4.650,4.650,4.650,4.620
1059,HK1062,国开国际投资,0.23,-0.43,-0.00,0.00,--,3.79,0.232,0,0,0
1060,HK2960,香港资源控股－旧,0.23,-0.43,-0.00,0.01,10.00万,--,0.232,0.238,0.238,0.228
1061,HK1023,时代集团控股,2.30,-0.43,-0.01,0.02,20.70万,7.96,2.310,2.260,2.320,2.260
1062,HK1708,三宝科技,9.09,-0.44,-0.04,0.10,22.00万,11.51,9.130,9.090,9.090,9.010
1063,HK0244,先施,0.22,-0.44,-0.00,0.00,--,--,0.225,0,0,0
1064,HK0086,新鸿基公司,4.48,-0.44,-0.02,0.01,31.00万,5.33,4.500,4.500,4.540,4.480
1065,HK1099,国药控股,33.40,-0.45,-0.15,0.31,368.09万,21.55,33.550,33.200,34.100,32.950
1066,HK1997,九龙仓置业,55.70,-0.45,-0.25,0.08,244.87万,9.82,55.950,55.700,56.250,55.050
1067,HK2348,东瑞制药,4.44,-0.45,-0.02,0.16,129.60万,10.08,4.460,4.500,4.500,4.410
1068,HK0010,恒隆集团,22.15,-0.45,-0.10,0.11,143.80万,4.97,22.250,22.050,22.150,21.900
