序号,code,name,现价,涨跌幅(%),涨跌,换手(%),成交量,市盈率,昨收,开盘价,最高价,最低价
1,HK0439,光启科学,0.90,32.35,0.22,2.19,1.35亿,83.33,0.680,0.660,0.970,0.630
2,HK2312,中国金融租赁,0.45,28.57,0.10,7.33,9820.09万,--,0.350,0.350,0.450,0.345
3,HK0859,中昌国际控股,0.89,27.14,0.19,10.77,1.21亿,46.84,0.700,0.770,1.080,0.710
4,HK1195,京维集团,0.12,22.11,0.02,0.25,732.84万,--,0.095,0.098,0.125,0.098
5,HK1620,加达控股,0.32,20.75,0.06,1.42,1700.00万,32.00,0.265,0.265,0.335,0.265
6,HK1227,国盛投资,0.01,16.67,0.00,1.06,3811.00万,--,0.012,0.011,0.016,0.011
7,HK0264,中玺国际,1.47,16.67,0.21,1.06,370.40万,--,1.260,1.480,1.510,1.460
8,HK0702,中国油气控股,0.03,15.38,0.00,0.37,1.04亿,--,0.026,0.024,0.033,0.023
9,HK2700,格林国际控股,0.15,14.81,0.02,0.09,204.00万,--,0.135,0.140,0.158,0.140
10,HK0333,黛丽斯国际,1.64,13.89,0.20,0.08,16.60万,8.89,1.440,1.560,1.650,1.560
11,HK1175,鲜驰达控股,0.30,13.21,0.04,1.85,3048.00万,44.46,0.265,0.270,0.300,0.265
12,HK0295,江山控股,0.17,12.93,0.02,0.00,65.00万,17.31,0.147,0.169,0.169,0.164
13,HK1192,泰山石化,0.04,12.82,0.01,0.13,635.33万,--,0.039,0.038,0.044,0.037
14,HK1587,欣融国际,0.72,12.50,0.08,4.82,3275.80万,15.00,0.640,0.630,0.730,0.610
15,HK0647,JoyceBoutique,0.28,12.24,0.03,0.03,51.60万,--,0.245,0.241,0.275,0.240
16,HK0540,迅捷环球控股,0.58,11.54,0.06,0.06,38.40万,10.21,0.520,0.530,0.580,0.530
17,HK1143,华夏健康产业,0.08,11.43,0.01,0.02,118.40万,--,0.070,0.070,0.078,0.070
18,HK0430,东方网库,0.13,11.21,0.01,0.00,2000,1.73,0.116,0.129,0.129,0.129
19,HK1396,毅德国际,0.41,10.67,0.04,0.02,62.40万,5.67,0.375,0.365,0.420,0.365
20,HK0810,中国互联网投资,0.18,9.64,0.02,0.59,321.79万,--,0.166,0.180,0.190,0.174
21,HK1561,万辉化工,2.19,9.50,0.19,0.06,34.80万,219.00,2.000,2.000,2.200,2.000
22,HK0379,恒嘉融资租赁,0.05,9.09,0.00,0.02,199.00万,--,0.044,0.046,0.048,0.046
23,HK0527,瑞风新能源,0.60,9.09,0.05,0.51,914.00万,--,0.550,0.630,0.660,0.600
24,HK3789,御佳控股,0.36,9.09,0.03,0.09,107.20万,7.71,0.330,0.330,0.360,0.320
25,HK0673,中国卫生集团,0.13,8.94,0.01,0.06,207.90万,--,0.123,0.125,0.134,0.125
26,HK1272,大唐环境,2.72,8.80,0.22,0.02,13.10万,7.82,2.500,2.500,2.720,2.360
27,HK0768,开明投资,0.09,8.75,0.01,0.11,112.10万,--,0.080,0.085,0.087,0.085
28,HK1146,中国服饰控股,0.24,8.22,0.02,0.00,2000,12.36,0.219,0.237,0.237,0.237
29,HK1022,飞鱼科技,0.55,7.84,0.04,0.04,55.35万,--,0.510,0.510,0.590,0.510
30,HK1808,企展控股,0.84,7.69,0.06,0.32,166.80万,--,0.780,0.750,1.000,0.720
31,HK0802,中国钱包,0.29,7.41,0.02,1.66,4462.00万,--,0.270,0.275,0.325,0.275
32,HK1520,华信金融投资,0.29,7.27,0.02,0.04,63.00万,--,0.275,0.275,0.300,0.275
33,HK2133,中国多金属,0.09,7.23,0.01,0.04,160.10万,--,0.083,0.082,0.089,0.082
34,HK2188,泰坦能源技术,0.89,7.23,0.06,2.08,1919.60万,4.19,0.830,0.820,1.020,0.800
35,HK1647,SHISLtd,1.50,7.14,0.10,0.60,626.50万,76.00,1.400,1.420,1.600,1.410
36,HK1900,中国智能交通,0.30,7.14,0.02,0.01,19.60万,25.02,0.280,0.300,0.300,0.300
37,HK1251,华油能源,0.77,6.94,0.05,1.66,3056.00万,160.56,0.720,0.720,0.840,0.720
38,HK2623,爱德新能源,0.09,6.90,0.01,0.09,429.00万,--,0.087,0.087,0.096,0.081
39,HK1215,开源控股,0.06,6.78,0.00,0.01,96.00万,157.50,0.059,0.063,0.064,0.061
40,HK1246,保集健康,0.10,6.74,0.01,0.01,58.20万,--,0.089,0.090,0.095,0.078
41,HK2322,仁瑞投资,0.64,6.67,0.04,0.08,300.80万,--,0.600,0.620,0.640,0.610
42,HK0449,志高控股,0.08,6.58,0.01,0.03,256.00万,19.30,0.076,0.076,0.085,0.075
43,HK0990,荣晖国际,0.16,6.49,0.01,0.00,10.00万,52.90,0.154,0.154,0.164,0.154
44,HK0994,恒诚建筑,1.15,6.48,0.07,0.43,262.40万,22.24,1.080,1.070,1.160,1.050
45,HK0402,天下图控股,0.03,6.45,0.00,0.01,92.00万,--,0.031,0.031,0.033,0.031
46,HK0997,普汇中金国际,1.01,6.32,0.06,0.02,24.08万,--,0.950,0.960,1.030,0.950
47,HK0313,裕田中国,0.07,6.25,0.00,0.01,85.00万,--,0.064,0.062,0.068,0.062
48,HK0547,数字王国,0.14,6.06,0.01,1.02,2.71亿,--,0.132,0.135,0.154,0.133
49,HK0039,中国北大荒,0.27,5.88,0.01,0.16,845.20万,12.27,0.255,0.255,0.290,0.255
50,HK0559,德泰新能源集团,0.04,5.88,0.00,0.17,2622.00万,--,0.034,0.034,0.039,0.033
51,HK0809,大成生化科技,0.07,5.80,0.00,0.12,734.20万,--,0.069,0.073,0.074,0.067
52,HK0841,木薯资源,0.56,5.66,0.03,0.23,134.40万,9.88,0.530,0.540,0.560,0.530
53,HK0760,新天地产集团,0.09,5.62,0.01,0.07,717.00万,12.65,0.089,0.086,0.095,0.083
54,HK1336,新华保险,35.85,5.60,1.90,1.85,1917.09万,8.54,33.950,34.200,36.000,33.250
55,HK1282,中国金洋,0.47,5.56,0.03,0.04,1151.20万,12.18,0.450,0.450,0.480,0.450
56,HK2023,中国绿岛科技,1.35,5.47,0.07,0.12,56.76万,22.52,1.280,1.280,1.400,1.270
57,HK0217,中国诚通发展集团,0.29,5.46,0.01,0.21,1217.80万,72.50,0.275,0.260,0.300,0.245
58,HK0858,精优药业,0.16,5.37,0.01,0.01,36.00万,12.56,0.149,0.149,0.157,0.147
59,HK1639,安捷利实业,1.38,5.34,0.07,0.02,36.00万,20.85,1.310,1.310,1.390,1.310
60,HK1101,华荣能源,0.12,5.31,0.01,0.07,198.82万,--,0.113,0.111,0.120,0.111
61,HK0581,中国东方集团,5.80,5.26,0.29,0.58,2177.85万,3.48,5.510,5.560,5.800,5.430
62,HK3893,易纬集团,0.10,5.26,0.01,0.01,14.00万,--,0.095,0.099,0.100,0.099
63,HK6100,有才天下猎聘,33.05,5.25,1.65,0.09,43.04万,1518.23,31.400,31.400,33.200,31.150
64,HK1695,椰丰集团,0.24,5.22,0.01,0.02,18.50万,313.39,0.230,0.244,0.244,0.231
65,HK1833,平安好医生,49.30,5.12,2.40,0.14,146.16万,--,46.900,46.600,50.300,46.600
66,HK2380,中国电力,1.85,5.11,0.09,0.51,4992.95万,15.43,1.760,1.770,1.860,1.740
67,HK0196,宏华集团,0.62,5.08,0.03,0.34,1839.80万,--,0.590,0.580,0.620,0.560
68,HK2166,芯智控股,1.68,5.00,0.08,0.15,73.80万,10.80,1.600,1.640,1.690,1.610
69,HK1075,首都信息,0.42,5.00,0.02,0.19,147.60万,12.51,0.400,0.400,0.425,0.400
70,HK0609,天德化工,0.85,4.94,0.04,0.03,24.00万,5.91,0.810,0.800,0.850,0.790
71,HK1229,南南资源,0.32,4.92,0.01,0.02,15.50万,6.68,0.305,0.330,0.330,0.305
72,HK1549,永丰集团控股,0.21,4.88,0.01,0.01,20.00万,--,0.205,0.196,0.215,0.196
73,HK3337,安东油田服务,1.08,4.85,0.05,1.39,3691.00万,43.73,1.030,1.030,1.090,1.030
74,HK6036,光丽科技,0.45,4.71,0.02,0.52,523.50万,9.55,0.425,0.425,0.450,0.420
75,HK3344,共享集团,0.34,4.69,0.01,0.71,3839.00万,--,0.320,0.320,0.350,0.310
76,HK1103,大生农业金融,0.07,4.69,0.00,0.39,2391.15万,1.40,0.064,0.063,0.069,0.062
77,HK1697,山东国信,3.15,4.65,0.14,0.00,5000,5.97,3.010,3.140,3.150,3.140
78,HK0891,利邦,0.68,4.62,0.03,0.11,385.60万,--,0.650,0.650,0.680,0.640
79,HK2080,奥克斯国际,1.38,4.55,0.06,0.45,168.40万,--,1.320,1.300,1.380,1.290
80,HK1245,Niraku,0.69,4.55,0.03,0.16,188.60万,--,0.660,0.670,0.710,0.660
81,HK0690,联康生物科技集团,0.12,4.50,0.01,0.05,294.00万,--,0.111,0.110,0.116,0.107
82,HK0399,领航医药生物科技,0.47,4.44,0.02,0.03,48.50万,--,0.450,0.455,0.470,0.455
83,HK1878,南戈壁-S,0.94,4.44,0.04,0.02,5.73万,--,0.900,0.930,0.940,0.930
84,HK0572,未来世界金融,0.12,4.42,0.01,0.22,2559.26万,1.74,0.113,0.115,0.120,0.109
85,HK0827,玖源集团,0.14,4.38,0.01,0.34,1460.80万,--,0.137,0.135,0.143,0.135
86,HK6118,奥星生命科技,3.36,4.35,0.14,0.18,93.80万,--,3.220,3.290,3.540,3.280
87,HK0668,东银国际控股,0.48,4.35,0.02,0.07,94.80万,25.00,0.460,0.510,0.540,0.465
88,HK1055,中国南方航空股份,5.33,4.30,0.22,1.49,4563.96万,4.26,5.110,5.120,5.420,4.990
89,HK0290,中国富强金融,0.12,4.27,0.01,0.02,172.00万,--,0.117,0.125,0.125,0.120
90,HK1145,勇利投资,0.49,4.25,0.02,0.15,69.60万,2.88,0.470,0.440,0.490,0.440
91,HK1265,天津津燃公用,0.99,4.21,0.04,3.63,1817.00万,41.29,0.950,0.950,1.040,0.940
92,HK3360,远东宏信,7.70,4.20,0.31,0.15,591.38万,7.65,7.390,7.370,7.780,7.370
93,HK3968,招商银行,28.80,4.16,1.15,0.97,4452.79万,6.40,27.650,27.750,29.300,27.200
94,HK0323,马鞍山钢铁股份,3.62,4.02,0.14,3.14,5434.40万,4.02,3.480,3.480,3.650,3.340
95,HK0327,百富环球,3.95,3.95,0.15,0.19,205.30万,10.76,3.800,3.800,3.960,3.770
96,HK1710,致丰工业电子,0.40,3.95,0.01,0.02,16.00万,4.38,0.380,0.395,0.395,0.380
97,HK3331,维达国际,14.30,3.92,0.54,0.18,210.71万,27.19,13.760,13.760,14.500,13.760
98,HK6098,碧桂园服务,13.90,3.89,0.52,1.42,3552.97万,72.15,13.380,13.400,14.180,12.820
99,HK1579,颐海国际,17.18,3.87,0.64,0.21,221.32万,53.27,16.540,16.800,17.320,16.720
100,HK1418,盛诺集团,0.54,3.85,0.02,0.00,4.00万,23.79,0.520,0.510,0.540,0.510
101,HK0438,彩虹新能源,0.82,3.80,0.03,0.93,588.20万,11.40,0.790,0.770,0.820,0.760
102,HK0895,东江环保,10.94,3.79,0.40,0.24,48.80万,15.63,10.540,10.540,11.000,10.400
103,HK0162,世纪金花,0.28,3.77,0.01,0.01,14.00万,18.34,0.265,0.270,0.275,0.270
104,HK1547,IBIGROUPHLDGS,0.55,3.77,0.02,0.14,108.00万,23.91,0.530,0.510,0.550,0.510
105,HK0670,中国东方航空股份,4.97,3.76,0.18,0.38,1757.06万,7.10,4.790,4.810,5.030,4.600
106,HK0268,金蝶国际,9.17,3.73,0.33,0.71,2333.52万,69.28,8.840,8.800,9.180,8.600
107,HK1367,广州基金国际控股,5.60,3.70,0.20,0.21,102.40万,--,5.400,5.400,5.600,5.320
108,HK1168,百仕达控股,0.84,3.70,0.03,0.02,73.60万,27.01,0.810,0.810,0.840,0.800
109,HK1450,世纪睿科,0.28,3.70,0.01,0.00,--,--,0.270,0,0,0
110,HK0991,大唐发电,2.29,3.62,0.08,0.35,2148.98万,11.26,2.210,2.220,2.310,2.170
111,HK2198,中国三江化工,2.29,3.62,0.08,0.07,77.70万,2.84,2.210,2.240,2.300,2.220
112,HK1205,中信资源,0.86,3.62,0.03,0.03,212.80万,13.03,0.830,0.830,0.860,0.820
113,HK3395,PERSTA,1.74,3.57,0.06,0.24,65.70万,--,1.680,1.760,1.770,1.660
114,HK0619,南华金融,0.03,3.57,0.00,0.18,2675.00万,8.29,0.028,0.028,0.029,0.028
115,HK0359,海升果汁,0.29,3.57,0.01,0.03,41.60万,2.13,0.280,0.280,0.320,0.280
116,HK0716,胜狮货柜,1.18,3.51,0.04,0.09,216.80万,8.78,1.140,1.140,1.180,1.130
117,HK0593,梦东方,9.19,3.49,0.31,0.01,1.25万,20.91,8.880,8.980,9.490,8.980
118,HK1262,蜡笔小新食品,0.60,3.45,0.02,0.14,188.00万,--,0.580,0.600,0.600,0.570
119,HK0309,新华通讯频媒,0.30,3.45,0.01,0.45,644.80万,--,0.290,0.295,0.305,0.280
120,HK1190,航标控股,0.09,3.45,0.00,0.23,290.80万,--,0.087,0.087,0.090,0.087
121,HK1659,海天能源,0.21,3.43,0.01,0.12,1068.00万,60.69,0.204,0.214,0.215,0.191
122,HK0906,中粮包装,3.68,3.37,0.12,0.56,661.30万,11.81,3.560,3.560,3.680,3.480
123,HK1297,中国擎天软件,2.79,3.33,0.09,0.15,186.00万,12.55,2.700,2.690,2.800,2.650
124,HK0878,金朝阳集团,12.48,3.31,0.40,0.01,4.35万,2.94,12.080,12.380,12.540,12.220
125,HK0345,VitasoyInt'l,28.30,3.29,0.90,0.13,136.20万,50.99,27.400,27.100,28.350,26.700
126,HK1091,中信大锰,0.47,3.26,0.01,0.50,1723.33万,11.56,0.460,0.460,0.480,0.440
127,HK0164,中国宝力科技,0.06,3.23,0.00,0.05,1685.00万,--,0.062,0.061,0.065,0.059
128,HK0804,鼎石资本,0.16,3.23,0.01,0.01,55.50万,55.17,0.155,0.147,0.160,0.147
129,HK3369,秦港股份,1.92,3.23,0.06,0.12,95.40万,6.40,1.860,1.850,1.920,1.830
130,HK0653,卓悦控股,0.32,3.23,0.01,0.02,77.80万,--,0.310,0.315,0.330,0.310
131,HK3788,中国罕王,0.97,3.19,0.03,0.05,87.50万,1.69,0.940,0.930,0.970,0.930
132,HK1206,同方泰德,1.95,3.17,0.06,0.06,48.60万,4.98,1.890,1.940,1.950,1.910
133,HK1786,铁建装备,1.63,3.17,0.05,0.11,59.25万,33.99,1.580,1.560,1.670,1.560
134,HK1963,重庆银行,4.94,3.13,0.15,0.12,197.25万,2.75,4.790,4.790,4.950,4.740
135,HK0340,潼关黄金,0.66,3.12,0.02,0.02,63.94万,--,0.640,0.630,0.660,0.630
136,HK1115,西藏水资源,2.99,3.10,0.09,0.01,12.90万,20.24,2.900,2.900,2.990,2.890
137,HK0494,利丰,2.73,3.02,0.08,0.19,1635.46万,--,2.650,2.670,2.730,2.660
138,HK0753,中国国航,6.86,3.00,0.20,0.54,2475.90万,7.22,6.660,6.670,6.950,6.430
139,HK1431,原生态牧业,0.21,3.00,0.01,0.02,106.00万,--,0.200,0.203,0.208,0.199
140,HK0251,爪哇控股,10.30,3.00,0.30,0.02,14.80万,26.21,10.000,9.940,10.300,9.940
141,HK1760,英恒科技,3.80,2.98,0.11,0.53,532.20万,25.89,3.690,3.690,3.900,3.610
142,HK0683,嘉里建设,36.40,2.97,1.05,0.07,106.92万,5.69,35.350,35.450,36.400,34.900
143,HK2877,神威药业,13.96,2.95,0.40,0.24,197.50万,21.17,13.560,13.880,14.020,13.300
144,HK1621,域高国际控股,0.25,2.93,0.01,0.24,238.40万,25.62,0.239,0.239,0.246,0.237
145,HK2031,澳至尊,0.35,2.90,0.01,0.08,59.50万,21.26,0.345,0.345,0.355,0.340
146,HK0243,QPLInt'l,0.07,2.86,0.00,0.03,59.45万,--,0.070,0.070,0.072,0.070
147,HK2336,海亮国际,0.36,2.86,0.01,0.00,1.00万,109.09,0.350,0.360,0.360,0.360
148,HK0756,森美控股,0.72,2.86,0.02,0.04,59.60万,8.58,0.700,0.690,0.720,0.690
149,HK0894,万裕科技,1.09,2.83,0.03,0.08,36.40万,10.76,1.060,1.080,1.090,1.080
150,HK1269,首控集团,4.76,2.81,0.13,0.05,267.82万,--,4.630,4.630,4.760,4.570
151,HK0867,康哲药业,15.38,2.81,0.42,0.20,508.58万,19.05,14.960,14.700,15.500,14.680
152,HK1706,双运控股,2.93,2.81,0.08,0.12,119.50万,151.90,2.850,2.850,2.930,2.700
153,HK0384,中国燃气,34.90,2.80,0.95,0.13,642.51万,28.37,33.950,33.850,35.250,33.200
154,HK1466,钱唐控股,6.26,2.79,0.17,1.02,347.06万,--,6.090,6.080,6.370,5.970
155,HK2307,锦兴国际控股,0.74,2.78,0.02,0.10,85.60万,10.00,0.720,0.720,0.830,0.720
156,HK1002,威铖国际,0.15,2.78,0.00,0.01,28.80万,25.93,0.144,0.143,0.148,0.143
157,HK0701,CNTGroup,0.37,2.78,0.01,0.00,3.80万,18.78,0.360,0.370,0.370,0.370
158,HK1398,工商银行,5.56,2.77,0.15,0.66,5.71亿,5.06,5.410,5.410,5.630,5.330
159,HK2007,碧桂园,12.66,2.76,0.34,0.45,9735.63万,8.60,12.320,12.220,12.680,11.640
160,HK1033,中石化油服,1.12,2.75,0.03,0.07,371.60万,112.03,1.090,1.100,1.130,1.050
161,HK0518,同得仕(集团),0.75,2.74,0.02,0.10,48.80万,--,0.730,0.750,0.750,0.720
162,HK0680,南海控股,0.19,2.73,0.01,0.01,605.00万,7.55,0.183,0.186,0.188,0.180
163,HK0538,味千(中国),3.39,2.73,0.09,0.07,73.00万,--,3.300,3.360,3.580,3.320
164,HK1986,彩客化学,5.65,2.73,0.15,0.11,115.10万,36.25,5.500,5.800,5.800,5.410
165,HK0980,联华超市,2.28,2.70,0.06,0.05,19.90万,--,2.220,2.180,2.310,2.180
166,HK0621,坛金矿业,0.04,2.70,0.00,0.03,599.00万,--,0.037,0.037,0.038,0.036
167,HK0836,华润电力,15.24,2.69,0.40,0.26,1261.16万,15.71,14.840,14.860,15.260,14.400
168,HK1252,中国天瑞水泥,6.87,2.69,0.18,0.01,43.10万,15.49,6.690,6.700,6.870,6.690
169,HK1523,珩湾科技,1.15,2.68,0.03,0.06,60.80万,16.92,1.120,1.120,1.150,1.090
170,HK0231,平安证券集团控股,0.08,2.67,0.00,0.00,83.50万,--,0.075,0.075,0.077,0.074
171,HK1285,嘉士利集团,1.93,2.66,0.05,0.01,6.20万,6.27,1.880,1.890,1.940,1.890
172,HK0003,香港中华煤气,16.22,2.66,0.42,0.23,3601.69万,27.59,15.800,15.800,16.220,15.780
173,HK2339,京西国际,1.16,2.65,0.03,0.14,81.48万,--,1.130,1.140,1.160,1.130
174,HK0650,IDG能源,1.16,2.65,0.03,0.09,547.40万,290.00,1.130,1.130,1.180,1.100
175,HK1558,东阳光药,40.75,2.65,1.05,1.34,302.08万,23.77,39.700,40.100,40.900,39.200
176,HK6830,华众车载,1.40,2.64,0.04,0.25,449.00万,14.95,1.364,1.360,1.420,1.340
177,HK1868,同方友友,0.78,2.63,0.02,0.02,48.50万,11.37,0.760,0.760,0.780,0.750
178,HK0343,文化传信,0.39,2.63,0.01,0.05,70.50万,--,0.380,0.390,0.395,0.390
179,HK1979,天宝集团,0.78,2.63,0.02,0.06,58.80万,4.94,0.760,0.760,0.780,0.740
180,HK0068,利兴发展,5.90,2.61,0.15,0.01,1.50万,--,5.750,5.900,5.900,5.900
181,HK1185,中国航天万源,0.24,2.59,0.01,0.02,91.80万,--,0.232,0.232,0.255,0.231
182,HK1632,膳源控股,9.15,2.58,0.23,0.37,74.20万,--,8.920,8.910,9.500,8.910
183,HK0998,中信银行,4.78,2.58,0.12,0.41,6136.88万,3.83,4.660,4.710,4.840,4.650
184,HK3808,中国重汽,12.78,2.57,0.32,0.51,1402.99万,9.78,12.460,12.460,12.780,11.740
185,HK0902,华能国际电力股份,6.01,2.56,0.15,1.65,7762.64万,15.03,5.860,5.870,6.060,5.830
186,HK1199,中远海运港口,7.27,2.54,0.18,0.09,282.54万,10.25,7.090,7.100,7.270,7.050
187,HK0393,旭日企业,0.81,2.53,0.02,0.00,1.20万,14.04,0.790,0.810,0.810,0.810
188,HK1988,民生银行,5.67,2.53,0.14,0.50,4163.89万,2.77,5.530,5.530,5.740,5.460
189,HK0086,新鸿基公司,4.50,2.51,0.11,0.07,155.70万,5.36,4.390,4.390,4.530,4.340
190,HK2310,申基国际,0.41,2.50,0.01,0.01,5.60万,--,0.400,0.400,0.400,0.375
191,HK1308,海丰国际,8.22,2.49,0.20,0.03,69.40万,14.71,8.020,7.980,8.250,7.980
192,HK1622,力高集团,4.95,2.48,0.12,0.14,482.40万,17.00,4.830,4.840,4.980,4.510
193,HK0012,恒基地产,41.50,2.47,1.00,0.07,308.99万,5.45,40.500,40.800,41.650,40.550
194,HK0557,天元医疗,1.25,2.46,0.03,0.00,1.06万,32.64,1.220,1.200,1.200,1.200
195,HK1112,H&H国际控股,58.35,2.46,1.40,0.11,71.33万,32.88,56.950,57.500,58.500,55.700
196,HK1658,邮储银行,5.01,2.45,0.12,0.20,3884.64万,5.01,4.890,4.940,5.090,4.850
197,HK1509,和美医疗,2.10,2.44,0.05,0.24,184.60万,48.52,2.050,2.040,2.120,1.990
198,HK0234,新世纪集团,0.13,2.40,0.00,0.00,8000,4.98,0.125,0.128,0.128,0.128
199,HK0939,建设银行,6.86,2.39,0.16,0.22,5.25亿,4.58,6.700,6.690,6.940,6.610
200,HK0392,北京控股,38.65,2.38,0.90,0.15,189.15万,7.09,37.750,37.750,39.000,37.250
201,HK1991,大洋集团,0.43,2.38,0.01,0.15,130.40万,113.16,0.420,0.460,0.460,0.405
202,HK2277,华融投资股份,0.43,2.38,0.01,0.01,9.00万,2.76,0.420,0.405,0.420,0.405
203,HK0887,英皇钟表珠宝,0.43,2.38,0.01,0.09,603.00万,18.70,0.420,0.420,0.430,0.415
204,HK0966,中国太平,26.00,2.36,0.60,0.45,1602.65万,15.89,25.400,25.200,26.250,24.400
205,HK0579,京能清洁能源,1.75,2.34,0.04,0.11,310.20万,2.65,1.710,1.690,1.750,1.670
206,HK1171,兖州煤业股份,9.19,2.34,0.21,1.89,3682.20万,4.05,8.980,9.000,9.220,8.520
207,HK1798,大唐新能源,1.32,2.33,0.03,0.08,203.90万,14.23,1.290,1.290,1.330,1.250
208,HK1125,丽丰控股,11.50,2.31,0.26,0.02,5.45万,5.22,11.240,11.500,11.520,11.500
209,HK1680,澳门励骏,1.33,2.31,0.03,0.08,495.00万,--,1.300,1.270,1.340,1.270
210,HK0488,丽新发展,13.34,2.30,0.30,0.02,10.59万,3.30,13.040,13.420,13.420,13.060
211,HK1588,畅捷通,11.60,2.29,0.26,0.07,3.72万,8.84,11.340,11.260,11.660,11.260
212,HK1591,汛和集团,0.13,2.29,0.00,0.17,666.00万,95.71,0.131,0.128,0.134,0.125
213,HK0926,碧生源,0.45,2.27,0.01,0.06,91.90万,139.02,0.440,0.450,0.450,0.435
214,HK6860,指尖悦动,2.25,2.27,0.05,0.79,1583.04万,15.59,2.200,2.210,2.290,2.130
215,HK3816,KFM金德,0.45,2.27,0.01,0.00,1.20万,7.71,0.440,0.450,0.450,0.450
216,HK1150,米兰站,0.18,2.27,0.00,0.00,1.00万,--,0.176,0.172,0.172,0.172
217,HK1247,米格国际控股,0.18,2.27,0.00,0.01,13.80万,--,0.176,0.183,0.198,0.180
218,HK1288,农业银行,3.62,2.26,0.08,0.67,2.06亿,4.26,3.540,3.530,3.680,3.490
219,HK1071,华电国际电力股份,3.66,2.23,0.08,1.48,2542.88万,10.46,3.580,3.580,3.670,3.530
220,HK0651,中海重工,0.05,2.22,0.00,0.01,158.50万,--,0.045,0.045,0.046,0.044
221,HK0725,恒都集团,1.38,2.22,0.03,0.02,4.20万,14.23,1.350,1.380,1.380,1.380
222,HK1369,五洲国际,0.05,2.22,0.00,0.45,2247.40万,--,0.045,0.046,0.048,0.044
223,HK0509,世纪阳光,0.23,2.20,0.01,0.04,182.50万,4.09,0.227,0.227,0.230,0.223
224,HK0133,招商局中国基金,11.18,2.19,0.24,0.17,26.20万,1.85,10.940,10.900,11.260,10.860
225,HK1528,红星美凯龙,9.32,2.19,0.20,0.39,261.87万,6.21,9.120,9.200,9.410,9.190
226,HK0857,中国石油股份,5.64,2.17,0.12,0.64,1.35亿,18.80,5.520,5.590,5.700,5.520
227,HK0833,华讯,1.88,2.17,0.04,0.29,278.02万,16.03,1.840,1.850,1.900,1.840
228,HK1202,成都普天电缆股份,0.95,2.15,0.02,0.10,16.00万,9.90,0.930,0.900,0.950,0.890
229,HK0717,英皇证券,0.47,2.15,0.01,0.03,195.00万,4.31,0.465,0.465,0.475,0.460
230,HK2186,绿叶制药,8.60,2.14,0.18,0.32,1048.58万,23.81,8.420,8.500,8.610,8.330
231,HK1302,先健科技,2.39,2.14,0.05,0.09,372.60万,52.46,2.340,2.360,2.390,2.310
232,HK2868,首创置业,3.36,2.13,0.07,0.34,347.20万,4.18,3.290,3.290,3.360,3.160
233,HK0956,新天绿色能源,2.40,2.13,0.05,0.43,789.30万,13.33,2.350,2.320,2.410,2.300
234,HK3339,中国龙工,3.37,2.12,0.07,0.23,996.50万,11.71,3.300,3.340,3.410,3.250
235,HK0697,ShougangInt'l,0.19,2.12,0.00,0.03,603.80万,34.46,0.189,0.190,0.193,0.187
236,HK0167,IDTInt'l,0.14,2.11,0.00,0.02,40.20万,--,0.142,0.143,0.145,0.143
237,HK6868,天福,4.85,2.10,0.10,0.01,15.30万,20.23,4.750,4.700,4.850,4.700
238,HK0083,信和置业,12.68,2.09,0.26,0.04,260.05万,3.87,12.420,12.560,12.720,12.460
239,HK2688,新奥能源,87.95,2.09,1.80,0.45,486.26万,28.32,86.150,86.800,92.350,85.850
240,HK1469,结好金融,0.98,2.08,0.02,0.04,92.80万,8.91,0.960,0.960,0.980,0.950
241,HK1932,中漆集团,0.49,2.08,0.01,0.05,49.20万,24.62,0.480,0.475,0.490,0.475
242,HK0708,恒大健康,9.31,2.08,0.19,0.08,692.00万,218.13,9.120,9.100,9.580,8.930
243,HK1133,哈尔滨电气,2.47,2.07,0.05,0.12,82.80万,14.72,2.420,2.400,2.480,2.370
244,HK0552,中国通信服务,4.94,2.07,0.10,0.17,395.70万,10.51,4.840,4.830,4.970,4.740
245,HK2266,黎氏企业,0.99,2.06,0.02,0.02,6.80万,--,0.970,0.970,0.990,0.910
246,HK1238,宝龙地产,3.99,2.05,0.08,0.07,277.30万,3.96,3.910,3.930,3.990,3.800
247,HK2006,锦江酒店,3.02,2.03,0.06,0.25,350.80万,18.43,2.960,2.940,3.040,2.900
248,HK2223,卡撒天娇,1.01,2.02,0.02,0.01,3.20万,9.66,0.990,1.010,1.010,0.860
249,HK3623,中国金融发展,1.01,2.02,0.02,0.16,82.40万,28.08,0.990,0.970,1.020,0.950
250,HK1170,信星集团,2.04,2.00,0.04,0.06,40.00万,5.54,2.000,2.000,2.060,2.000
251,HK2268,优源控股,3.06,2.00,0.06,0.42,523.90万,3.19,3.000,3.010,3.070,2.970
252,HK2005,石四药集团,8.21,1.99,0.16,0.18,548.40万,35.13,8.050,7.880,8.260,7.880
253,HK2699,新明中国,1.03,1.98,0.02,0.05,86.60万,6.61,1.010,1.000,1.050,0.990
254,HK2139,甘肃银行,2.59,1.97,0.05,0.00,10.60万,4.84,2.540,2.540,2.790,2.470
255,HK0245,中国民生金融,0.26,1.96,0.01,0.11,3222.20万,39.39,0.255,0.255,0.280,0.255
256,HK1129,中国水业集团,1.57,1.95,0.03,0.16,256.20万,--,1.540,1.500,1.580,1.490
257,HK1451,万成集团股份,1.05,1.94,0.02,0.55,110.40万,12.00,1.030,1.020,1.070,0.990
