序号,code,name,现价,涨跌幅(%),涨跌,换手(%),成交量,市盈率,昨收,开盘价,最高价,最低价
1857,HK2008,凤凰卫视,0.66,-4.35,-0.03,0.03,143.00万,11.52,0.690,0.670,0.670,0.650
1858,HK0592,BossiniInt'l,0.33,-4.41,-0.01,0.09,147.60万,--,0.340,0.330,0.335,0.320
1859,HK0159,布莱克万矿业,0.19,-4.50,-0.01,0.01,89.20万,--,0.200,0.180,0.210,0.180
1860,HK1598,21世纪教育,1.46,-4.58,-0.07,0.93,1149.00万,33.42,1.530,1.520,1.530,1.380
1861,HK0862,远见控股,0.41,-4.60,-0.02,0.01,31.74万,76.85,0.435,0.400,0.415,0.400
1862,HK0491,英皇文化产业,0.10,-4.76,-0.01,0.05,156.00万,--,0.105,0.100,0.100,0.097
1863,HK0260,幸福控股,0.08,-4.82,-0.00,0.04,359.00万,--,0.083,0.079,0.082,0.077
1864,HK0769,中国稀土,0.40,-4.82,-0.02,0.04,96.03万,--,0.415,0.405,0.415,0.390
1865,HK0312,岁宝百货,0.78,-4.88,-0.04,0.16,403.60万,32.53,0.820,0.810,0.820,0.780
1866,HK1719,中国基建港口,1.17,-4.88,-0.06,0.03,52.00万,30.23,1.230,1.230,1.230,1.150
1867,HK1678,中创环球,0.17,-4.95,-0.01,1.05,2180.00万,--,0.182,0.186,0.186,0.168
1868,HK2121,一化控股,0.76,-5.00,-0.04,0.00,1000,3.96,0.800,0.800,0.800,0.800
1869,HK0821,汇盈控股,1.14,-5.00,-0.06,1.72,1766.80万,--,1.200,1.200,1.200,1.130
1870,HK1730,Lhn,1.30,-5.11,-0.07,2.09,842.60万,17.53,1.370,1.370,1.400,1.220
1871,HK1631,REFHoldings,1.30,-5.11,-0.07,0.18,47.00万,5.17,1.370,1.360,1.370,1.300
1872,HK1652,福森药业,2.21,-5.15,-0.12,0.22,173.80万,11.52,2.330,2.340,2.350,2.160
1873,HK0629,悦达矿业,0.55,-5.17,-0.03,0.00,2.00万,--,0.580,0.530,0.530,0.530
1874,HK1237,中科生物,0.11,-5.36,-0.01,0.02,74.10万,--,0.112,0.108,0.108,0.102
1875,HK0986,中国环保能源,0.27,-5.36,-0.01,0.04,15.20万,--,0.280,0.275,0.275,0.265
1876,HK0109,天成国际,0.19,-5.45,-0.01,0.01,60.00万,18.02,0.202,0.202,0.202,0.188
1877,HK2448,恒宇集团,1.02,-5.56,-0.06,0.01,5.25万,--,1.080,1.010,1.040,1.000
1878,HK0428,汇嘉中国,0.68,-5.56,-0.04,0.00,2010,--,0.720,0.650,0.650,0.650
1879,HK1606,国银租赁,1.50,-5.66,-0.09,0.00,5.80万,7.36,1.590,1.550,1.550,1.500
1880,HK6877,昆仑国际金融,0.41,-5.68,-0.03,0.04,76.50万,30.74,0.440,0.405,0.415,0.395
1881,HK0724,瑞鑫国际集团,0.02,-5.88,-0.00,0.05,707.00万,--,0.017,0.016,0.016,0.016
1882,HK1826,达飞控股,0.80,-5.88,-0.05,0.05,65.00万,32.00,0.850,0.850,0.850,0.780
1883,HK0693,陈唱国际,2.70,-5.92,-0.17,0.00,6000,10.80,2.870,2.700,2.700,2.700
1884,HK0351,亚洲能源物流,0.09,-6.19,-0.01,0.45,1114.20万,--,0.097,0.098,0.099,0.091
1885,HK2323,中国港桥,1.19,-6.30,-0.08,0.02,35.20万,3.98,1.270,1.240,1.250,1.060
1886,HK1039,鑫网易商,0.74,-6.33,-0.05,0.01,25.00万,--,0.790,0.750,0.750,0.730
1887,HK1722,建鹏控股,0.43,-6.45,-0.03,0.09,85.00万,--,0.465,0.465,0.465,0.435
1888,HK0630,隽泰控股,0.07,-6.67,-0.01,0.03,46.00万,--,0.075,0.075,0.075,0.070
1889,HK0871,中国疏浚环保,0.15,-6.67,-0.01,1.02,1503.20万,2.68,0.165,0.160,0.161,0.141
1890,HK0943,意科控股,0.17,-6.67,-0.01,0.07,641.50万,--,0.180,0.172,0.179,0.166
1891,HK0732,信利国际,1.22,-6.87,-0.09,1.01,3158.80万,76.25,1.310,1.300,1.300,1.210
1892,HK1555,MI能源,0.27,-6.90,-0.02,0.14,407.00万,--,0.290,0.280,0.285,0.270
1893,HK2211,大健康国际,0.09,-6.93,-0.01,0.23,686.00万,--,0.101,0.102,0.102,0.094
1894,HK1536,煜荣集团,0.67,-6.94,-0.05,9.52,3619.00万,--,0.720,0.760,0.840,0.610
1895,HK0172,金榜集团,0.13,-7.19,-0.01,0.03,77.00万,--,0.139,0.139,0.139,0.120
1896,HK1197,中国恒石,1.67,-7.22,-0.13,0.00,1.00万,6.63,1.800,1.640,1.640,1.640
1897,HK1341,昊天国际建投,0.17,-7.30,-0.01,0.04,158.40万,--,0.178,0.177,0.177,0.165
1898,HK2326,新源万恒控股,0.04,-7.50,-0.00,0.11,2373.00万,3.33,0.040,0.040,0.040,0.036
1899,HK1592,基石控股,0.42,-7.61,-0.04,2.50,3005.00万,20.18,0.460,0.440,0.460,0.400
1900,HK0076,南海石油,0.04,-7.69,-0.00,1.37,6829.30万,--,0.039,0.039,0.039,0.035
1901,HK0137,金辉集团,0.88,-8.33,-0.08,0.01,2.70万,1.22,0.960,0.860,0.880,0.860
1902,HK1332,中国透云,0.18,-8.63,-0.02,0.01,71.25万,--,0.197,0.177,0.187,0.175
1903,HK0186,敏捷控股,1.05,-8.70,-0.10,0.00,6.00万,35.00,1.150,1.050,1.050,1.050
1904,HK1217,中国创新投资,0.02,-8.70,-0.00,0.17,2205.57万,7.24,0.023,0.022,0.022,0.021
1905,HK1633,上谕集团,0.52,-8.77,-0.05,0.18,123.90万,--,0.570,0.500,0.550,0.500
1906,HK1613,协同通信,0.12,-8.96,-0.01,0.30,1277.44万,--,0.134,0.131,0.131,0.114
1907,HK0682,超大现代,0.10,-9.09,-0.01,0.58,1906.55万,--,0.110,0.110,0.110,0.096
1908,HK0197,亨泰,0.55,-9.84,-0.06,0.44,832.21万,--,0.610,0.620,0.620,0.540
1909,HK1823,华昱高速,0.64,-9.86,-0.07,0.01,4.80万,16.67,0.710,0.650,0.650,0.640
1910,HK0803,昌兴国际,0.06,-12.50,-0.01,0.08,966.00万,--,0.064,0.060,0.060,0.053
1911,HK1298,天美(控股),3.22,-19.70,-0.79,0.47,128.00万,85.85,4.010,3.230,3.230,3.170
1912,HK2961,昊天国际建投股权,0.02,-48.65,-0.02,0.00,8424.40万,--,0.037,0.037,0.039,0.017
