,code,li_0_tmp,li_10_radio,li_10_tmp,li_5_radio,li_5_tmp,starttime
301,CPRT,50.11,-0.007583316703252895,49.73,0.018559169826381953,51.04,1519966800000.0
302,AKAM,75.23,0.01236208959191802,76.16,-0.012627940980991664,74.28,1534910400000.0
303,AKAM,66.87,-0.06550022431583673,62.49,0.010318528488111225,67.56,1516251600000.0
304,ONCS,2.01,-0.1393034825870646,1.73,-0.10447761194029839,1.8,1519794000000.0
305,MLNX,83.45,0.026962252846015576,85.7,0.017375674056321185,84.9,1525233600000.0
306,MLNX,64.4,0.004658385093167658,64.7,0.0015527950310558123,64.5,1513141200000.0
307,CTSH,78.14,0.008702329152802567,78.82,-0.0015357051446122927,78.02,1527652800000.0
308,CTSH,75.84,0.028217299578059078,77.98,0.034414556962025306,78.45,1515474000000.0
309,GLNG,29.12,0.022664835164835168,29.78,0.024725274725274686,29.84,1513141200000.0
310,SGEN,69.67,0.008468494330414862,70.26,0.011195636572412819,70.45,1530158400000.0
311,VECO,18.35,-0.20708446866485017,14.55,-0.1444141689373298,15.7,1528171200000.0
312,VECO,17.6,-0.11363636363636373,15.6,-0.05113636363636375,16.7,1523332800000.0
313,NXGN,17.6,0.08522727272727272,19.1,-0.007386363636363781,17.47,1527048000000.0
314,PSTI,1.26,0.03174603174603177,1.3,0.03174603174603177,1.3,1530158400000.0
315,PSTI,1.45,-0.13103448275862065,1.26,-0.12413793103448272,1.27,1527825600000.0
316,KOOL,0.538,-0.20204460966542753,0.4293,-0.06338289962825282,0.5039,1528257600000.0
317,TSLA,346.17,-0.04931103215183289,329.1,-0.044024612184764736,330.93,1518584400000.0
318,AOBC,15.34,0.01238591916558015,15.53,0.026727509778357247,15.75,1536292800000.0
319,AOBC,14.03,0.11475409836065582,15.64,0.05345687811831789,14.78,1535083200000.0
320,AOBC,12.65,0.009486166007905077,12.77,0.03478260869565213,13.09,1528171200000.0
321,TANH,3.375,0.06074074074074076,3.58,0.06814814814814814,3.605,1525924800000.0
322,TANH,2.87,0.03832752613240414,2.98,0.08013937282229965,3.1,1522123200000.0
323,SSTI,50.23,0.22317340234919375,61.44,0.1558829384829784,58.06,1534910400000.0
324,SSTI,22.33,0.2440662785490373,27.78,0.0680698611733096,23.85,1520398800000.0
325,VSAR,11.25,-0.22666666666666674,8.7,-0.1466666666666667,9.6,1534996800000.0
326,VSAR,10.8,-0.20833333333333331,8.55,-0.08333333333333336,9.9,1534910400000.0
327,VSAR,10.5,-0.02857142857142864,10.2,0.0,10.5,1533182400000.0
328,VSAR,13.2,0.0,13.2,0.090909090909091,14.4,1528171200000.0
329,VSAR,9.3,-0.06451612903225822,8.7,-0.03225806451612911,9.0,1525924800000.0
330,BOTZ,26.99,-0.019266394961096688,26.47,0.005557613931085666,27.14,1515474000000.0
331,MDB,48.25,0.22694300518134722,59.2,0.11626943005181346,53.86,1527220800000.0
332,MEDP,49.41,0.1400526209269379,56.33,0.21696012952843569,60.13,1531886400000.0
333,MEDP,40.41,0.057658995298193655,42.74,0.02227171492204914,41.31,1525320000000.0
334,CREE,41.68,-0.03406909788867567,40.26,-0.01199616122840691,41.18,1522900800000.0
335,CDW,89.41,-0.011296275584386433,88.4,-0.003355329381500919,89.11,1536206400000.0
336,QURE,37.46,0.15002669514148417,43.08,0.06486919380672716,39.89,1534132800000.0
337,QURE,23.74,0.23462510530749792,29.31,-0.04970513900589721,22.56,1521604800000.0
338,CORV,1.7301,0.06930235246517549,1.85,-0.13877810531183168,1.49,1519794000000.0
339,SNBR,30.01,0.008997000999666762,30.28,-0.007330889703432269,29.79,1527825600000.0
340,ONCE,62.01,0.005644250927269818,62.36,-0.018061602967263304,60.89,1533787200000.0
341,ONCE,77.79,-0.018897030466641124,76.32,0.001799717187299146,77.93,1523246400000.0
342,ENTG,36.05,-0.03051317614424395,34.95,-0.0346740638002774,34.8,1525665600000.0
343,ENTG,36.55,-0.019151846785225603,35.85,-0.012311901504787845,36.1,1519966800000.0
344,AMBA,40.07,-0.026703269278762175,39.0,0.014225106064387328,40.64,1534910400000.0
345,CGNX,55.91,0.003577177606868232,56.11,0.03630835270971206,57.94,1536638400000.0
346,CGNX,49.21,-0.04348709611867508,47.07,-0.07071733387522869,45.73,1525665600000.0
347,CGNX,56.09,-0.059547156355856716,52.75,-0.014084507042253632,55.3,1519966800000.0
348,TECH,138.17,0.030035463559383413,142.32,0.0184555258015489,140.72,1515042000000.0
349,ASRT,7.32,0.1393442622950819,8.34,-0.08879781420765032,6.67,1529035200000.0
350,ASRT,7.46,-0.12064343163538879,6.56,-0.07908847184986594,6.87,1518498000000.0
351,ECYT,12.0,0.16749999999999998,14.01,0.04666666666666671,12.56,1525233600000.0
352,IRWD,15.55,-0.022508038585209094,15.2,-0.01864951768488752,15.26,1520398800000.0
353,LITE,58.45,0.10521813515825476,64.6,0.03165098374679203,60.3,1533182400000.0
354,LPSN,24.45,-0.02453987730061341,23.85,-0.010224948875255624,24.2,1531886400000.0
355,LPSN,22.25,0.013483146067415762,22.55,0.05393258426966289,23.45,1527825600000.0
356,PTCT,47.33,-0.005704627086414452,47.06,-0.021550813437565944,46.31,1536206400000.0
357,PTCT,17.46,0.25715922107674677,21.95,0.18384879725085915,20.67,1513918800000.0
358,DISCA,25.5,0.11686274509803923,28.48,0.09568627450980398,27.94,1528344000000.0
359,OTEX,37.76,0.017478813559322133,38.42,-0.002118644067796565,37.68,1530763200000.0
360,GLMD,10.7,0.014018691588785081,10.85,0.034579439252336544,11.07,1514437200000.0
361,CAMP,23.59,-0.002967359050445116,23.52,-0.005934718100890232,23.45,1533614400000.0
362,RGNX,33.65,-0.21693907875185728,26.35,0.03268945022288266,34.75,1513314000000.0
363,LBRDK,76.5,-0.008888888888888977,75.82,-0.018431372549019564,75.09,1528344000000.0
364,HLNE,44.73,0.03509948580371117,46.3,0.006930471719204165,45.04,1525233600000.0
365,HLNE,39.21,-0.10048457026268803,35.27,-0.03876562101504726,37.69,1516251600000.0
366,BLRX,1.034,0.22823984526112184,1.27,0.0638297872340426,1.1,1537156800000.0
367,BLRX,1.15,-0.07826086956521727,1.06,0.008695652173913052,1.16,1514437200000.0
368,TWOU,69.47,0.06909457319706344,74.27,0.04851014826543838,72.84,1515474000000.0
369,COST,205.12,0.017501950078003137,208.71,0.023595943837753527,209.96,1528344000000.0
370,IMXI,9.9668,0.0013243969980335927,9.98,-0.0006822651201988967,9.96,1526356800000.0
371,ACTG,4.2,0.011904761904761862,4.25,0.0,4.2,1528257600000.0
372,ACTG,3.65,0.04109589041095888,3.8,0.013698630136986375,3.7,1524024000000.0
373,CSOD,40.52,0.09822309970384986,44.5,0.015547877591312818,41.15,1518584400000.0
374,CIBR,28.44,0.007373417721518917,28.6497,-0.008438818565400914,28.2,1534824000000.0
375,LULU,79.61,-0.00967215173973114,78.84,-0.002261022484612393,79.43,1513746000000.0
376,NANO,38.69,0.12768157146549508,43.63,0.026363401395709567,39.71,1526270400000.0
377,NANO,37.69,0.053595118068453254,39.71,0.026532236667551078,38.69,1525665600000.0
378,BMRN,83.81,-0.059300799427275966,78.84,0.0034602076124566525,84.1,1519966800000.0
379,DOVA,24.74,-0.17340339531123683,20.45,-0.06871463217461599,23.04,1536638400000.0
380,SFLY,85.73,-0.04864108246821418,81.56,0.0001166452816982492,85.74,1519966800000.0
381,SABR,23.81,-0.041999160016799666,22.81,-0.036959260814783665,22.93,1518670800000.0
382,CHTR,319.47,0.006635990859861482,321.59,0.023695495664694626,327.04,1536552000000.0
383,NICE,94.95,0.00231700895208003,95.17,0.025381779884149514,97.36,1523246400000.0
384,NICE,96.96,0.009591584158415913,97.89,-0.002887788778877753,96.68,1518670800000.0
385,PACB,4.53,-0.028697571743929336,4.4,-0.06622516556291387,4.23,1533614400000.0
386,PACB,2.46,0.03658536585365848,2.55,0.05691056910569111,2.6,1522728000000.0
387,FV,31.75,-0.01433070866141727,31.295,-0.02267716535433067,31.03,1534910400000.0
388,MASI,88.47,0.012094495309144426,89.54,-0.021024075957951843,86.61,1514869200000.0
389,WVE,48.45,0.045407636738906,50.65,0.003095975232198113,48.6,1527134400000.0
390,PEGA,58.9,-0.009337860780984673,58.35,-0.008488964346349746,58.4,1530763200000.0
391,PEGA,62.3,-0.024077046548956663,60.8,0.0024077046548957575,62.45,1527134400000.0
392,PEGA,62.85,-0.06762132060461416,58.6,-0.026252983293556062,61.2,1519966800000.0
393,REGI,17.85,0.35854341736694667,24.25,0.19607843137254902,21.35,1532923200000.0
394,REGI,11.6,-0.06465517241379311,10.85,-0.04310344827586207,11.1,1518498000000.0
395,RDWR,21.34,-0.020618556701030986,20.9,-0.01030927835051541,21.12,1518152400000.0
396,MKSI,110.8,0.00812274368231052,111.7,0.032942238267148066,114.45,1525147200000.0
397,EEFT,96.99,0.02866274873698321,99.77,0.008351376430559875,97.8,1534478400000.0
398,DENN,16.53,-0.03206291591046589,16.0,-0.03629764065335762,15.93,1529035200000.0
399,DENN,16.24,0.020320197044335093,16.57,0.022783251231527156,16.61,1522728000000.0
400,DENN,16.07,-0.052271313005600485,15.23,-0.026135656502800243,15.65,1519966800000.0
401,DENN,15.11,0.006618133686300557,15.21,0.011250827266710783,15.28,1515560400000.0
402,CYTK,7.75,0.07096774193548397,8.3,-0.07096774193548384,7.2,1523246400000.0
403,BRKR,35.53,0.0025330706445256487,35.62,-0.007599211933577346,35.26,1534910400000.0
404,QTEC,79.16,-0.007958564931783672,78.53,-0.009727134916624507,78.39,1525665600000.0
405,EGC,5.9,0.06779661016949143,6.3,-0.032203389830508536,5.71,1523419200000.0
406,MEET,5.03,-0.05168986083499019,4.77,0.00795228628230617,5.07,1534996800000.0
407,AFMD,5.55,-0.14414414414414412,4.75,-0.05405405405405402,5.25,1534824000000.0
408,AFMD,1.6,2.125,5.0,2.4999999999999996,5.6,1534737600000.0
409,AFMD,2.2,-0.23863636363636367,1.675,-0.11363636363636373,1.95,1528171200000.0
410,AFMD,2.5,-0.16999999999999993,2.075,-0.11999999999999993,2.2,1526011200000.0
411,AFMD,2.425,-0.11340206185567007,2.15,0.02061855670103104,2.475,1525838400000.0
412,AFMD,1.5,-0.1333333333333333,1.3,-0.1166666666666667,1.325,1514350800000.0
413,DISCK,24.56,0.060667752442996825,26.05,0.11197068403908796,27.31,1533614400000.0
414,DISCK,24.15,0.08902691511387173,26.3,0.07412008281573511,25.94,1528344000000.0
415,DISCK,24.67,-0.11025537089582498,21.95,-0.032833400891771475,23.86,1516165200000.0
416,NKTR,55.39,0.09406029969308541,60.6,0.07077089727387618,59.31,1532923200000.0
417,ZUMZ,30.0,-0.02666666666666669,29.2,-0.004999999999999952,29.85,1534392000000.0
418,ACRS,19.64,-0.070264765784114,18.26,-0.02545824847250509,19.14,1525924800000.0
419,ACRS,18.07,0.0763696734919756,19.45,0.016602102933038224,18.37,1524542400000.0
420,ACRS,25.03,-0.025169796244506694,24.4,0.024370755093887312,25.64,1513918800000.0
421,ASUR,14.44,-0.01800554016620497,14.18,0.01800554016620497,14.7,1534824000000.0
422,ASUR,18.0,-0.0027777777777778173,17.95,0.0011111111111110875,18.02,1527134400000.0
423,ASUR,16.47,-0.1426836672738312,14.12,-0.16697024893746196,13.72,1520226000000.0
424,SUNW,1.25,-0.12799999999999995,1.09,-0.09600000000000009,1.13,1525752000000.0
425,SUNW,1.2,-0.050000000000000044,1.14,-0.025000000000000022,1.17,1525406400000.0
426,CETV,3.8,-0.06578947368421052,3.55,-0.03947368421052629,3.65,1534910400000.0
427,CETV,3.75,-0.03999999999999997,3.6,0.013333333333333286,3.8,1534478400000.0
428,CETV,3.7,-0.013513513513513585,3.65,0.02702702702702693,3.8,1534305600000.0
429,CETV,3.95,0.02531645569620244,4.05,-0.025316455696202552,3.85,1528171200000.0
430,CETV,3.8,0.013157894736842176,3.85,0.03947368421052641,3.95,1527566400000.0
431,CETV,4.7,-0.010638297872340387,4.65,-0.010638297872340387,4.65,1514437200000.0
432,BOLD,39.76,-0.06036217303822934,37.36,-0.047283702213279565,37.88,1523246400000.0
433,DLTR,85.74,0.04058782365290418,89.22,0.020410543503615583,87.49,1530763200000.0
434,CRSP,65.4,0.026452599388379044,67.13,0.06498470948012232,69.65,1525924800000.0
435,NVTR,21.46,0.04287045666356002,22.38,0.03681267474370919,22.25,1534219200000.0
436,AAWW,64.0,-0.043749999999999956,61.2,-0.07734375000000004,59.05,1520913600000.0
437,HDP,25.5,-0.10549019607843142,22.81,-0.11450980392156869,22.58,1536292800000.0
438,HDP,20.44,-0.014187866927593086,20.15,-0.003424657534246589,20.37,1519880400000.0
439,ESIO,21.43,0.09192720485300974,23.4,0.042930471301913284,22.35,1532577600000.0
440,CTSO,14.65,-0.11945392491467577,12.9,-0.02047781569965875,14.35,1535083200000.0
441,CTSO,12.25,0.1714285714285714,14.35,0.1959183673469388,14.65,1534478400000.0
442,CTSO,7.6,-0.01315789473684206,7.5,0.08552631578947373,8.25,1522728000000.0
443,HBIO,5.3,-0.00943396226415091,5.25,-0.01886792452830182,5.2,1528344000000.0
444,HBIO,5.6,0.0535714285714287,5.9,0.02678571428571435,5.75,1522987200000.0
445,HBIO,3.75,0.1866666666666667,4.45,0.05333333333333338,3.95,1514869200000.0
446,CHY,12.6803,0.014171589000260137,12.86,0.004708090502590587,12.74,1527825600000.0
447,LBRDA,76.05,-0.0044707429322814385,75.71,-0.01591058514135429,74.84,1528344000000.0
448,IDRA,7.39,0.30987821380243574,9.68,0.1623815967523681,8.59,1533528000000.0
449,UNIT,19.97,0.042563845768653054,20.82,0.03054581872809211,20.58,1533873600000.0
450,UNIT,19.22,0.0551508844953175,20.28,0.0437044745057232,20.06,1525233600000.0
451,TRVG,6.02,-0.11129568106312292,5.35,0.02325581395348847,6.16,1536897600000.0
452,IRDM,20.35,0.01719901719901709,20.7,-0.01719901719901727,20.0,1533182400000.0
453,IRDM,17.4,0.03735632183908059,18.05,0.04022988505747143,18.1,1530244800000.0
454,IRDM,16.85,0.008902077151335227,17.0,-0.02077151335311581,16.5,1527566400000.0
455,IRDM,12.7,-0.08267716535433063,11.65,-0.007874015748031468,12.6,1523505600000.0
456,ICUI,231.35,-0.007564296520423601,229.6,0.01966717095310141,235.9,1515560400000.0
457,SGMO,19.05,-0.20209973753280847,15.2,-0.22834645669291345,14.7,1535342400000.0
458,SGMO,20.85,-0.040767386091127164,20.0,0.01678657074340517,21.2,1516251600000.0
459,RDNT,12.95,0.10424710424710436,14.3,0.06563706563706576,13.8,1527825600000.0
460,RDNT,13.8,-0.04710144927536234,13.15,-0.05797101449275367,13.0,1525060800000.0
461,RDNT,10.15,0.24630541871921183,12.65,0.0,10.15,1519102800000.0
462,RDNT,10.35,-0.053140096618357384,9.8,-0.02898550724637671,10.05,1516251600000.0
463,EYES,1.75,0.011428571428571439,1.77,-0.08571428571428566,1.6,1535342400000.0
464,JKHY,135.3,0.022616407982261656,138.36,0.0036954915003695487,135.8,1530590400000.0
465,JKHY,124.79,-0.0010417501402356733,124.66,0.002884846542190876,125.15,1515474000000.0
466,ORIG,31.28,0.1112531969309462,34.76,0.10230179028132978,34.48,1536638400000.0
467,PLXS,61.14,-0.001635590448151806,61.04,-0.005561007523716117,60.8,1532923200000.0
468,PLXS,58.34,0.012512855673637245,59.07,-0.0015426808364758897,58.25,1525147200000.0
469,PLXS,62.69,-0.09586855957888017,56.68,-0.019301323975115664,61.48,1523419200000.0
470,PLXS,64.28,-0.06160547604231489,60.32,0.023802115743621673,65.81,1519966800000.0
471,OMCL,50.95,0.03238469087340527,52.6,0.02158979391560342,52.05,1528344000000.0
472,ICLN,9.54,-0.015723270440251423,9.39,-0.0010482180293500825,9.53,1519966800000.0
473,ADP,138.37,0.03599046035990453,143.35,0.020741490207414934,141.24,1533182400000.0
474,FFIV,189.65,0.004903770102821022,190.58,0.0003691009754811135,189.72,1534824000000.0
475,FFIV,181.55,0.044615808317267934,189.65,0.011677223905260126,183.67,1533614400000.0
476,FFIV,172.0,0.01494186046511624,174.57,-0.005581395348837255,171.04,1525233600000.0
477,FFIV,158.67,0.03781433163168841,164.67,-0.009642654566080553,157.14,1523332800000.0
478,KLIC,26.3,-0.11634980988593165,23.24,-0.09657794676806081,23.76,1523332800000.0
479,KLIC,25.71,-0.008556981719175513,25.49,-0.03811746402178142,24.73,1514437200000.0
480,SOXX,191.0,-0.03041884816753928,185.19,-0.026910994764397834,185.86,1534910400000.0
481,AVAV,83.55,0.02920406941950925,85.99,0.010891681627767763,84.46,1533787200000.0
482,AVAV,76.06,0.11911648698396006,85.12,0.05916381803839074,80.56,1532923200000.0
483,AVAV,61.02,-0.026220911176663413,59.42,-0.027695837430350784,59.33,1527825600000.0
484,GERN,4.34,-0.0576036866359447,4.09,0.3778801843317974,5.98,1520827200000.0
485,TSG,28.2,0.11702127659574471,31.5,0.11524822695035461,31.45,1523332800000.0
486,HOLX,39.06,-0.006912442396313443,38.79,0.017921146953404906,39.76,1534478400000.0
487,HOLX,42.92,-0.09086672879776324,39.02,-0.021435228331780094,42.0,1532318400000.0
488,HOLX,40.23,-0.020134228187919344,39.42,-0.016405667412378738,39.57,1528344000000.0
489,AVGO,232.58,0.06672972740562379,248.1,0.01616648035084698,236.34,1535601600000.0
490,AVGO,225.97,-0.028809133955834804,219.46,-0.04058060804531569,216.8,1531886400000.0
491,BLKB,102.92,-0.006801399144966992,102.22,-0.02769141080450844,100.07,1534824000000.0
492,DTEA,3.8,0.013157894736842176,3.85,0.026315789473684237,3.9,1527566400000.0
493,LONE,5.75,0.18434782608695646,6.81,0.23304347826086955,7.09,1525665600000.0
494,LONE,5.51,0.1851179673321235,6.53,0.30308529945553536,7.18,1525406400000.0
495,LONE,4.485,0.10144927536231885,4.94,0.1705685618729096,5.25,1514350800000.0
496,FRPT,26.6,0.09398496240601503,29.1,0.07518796992481203,28.6,1529553600000.0
497,ANGI,16.02,-0.05056179775280891,15.21,0.0031210986267166487,16.07,1527825600000.0
498,ANGI,12.78,0.060250391236306836,13.55,0.02112676056338039,13.05,1514869200000.0
499,SMPL,15.19,0.10730743910467418,16.82,0.11125740618828174,16.88,1529899200000.0
500,SMPL,14.26,-0.021739130434782643,13.95,-0.013323983169705435,14.07,1513832400000.0
501,LXRX,12.63,0.06650831353919238,13.47,0.016627078384798027,12.84,1527566400000.0
502,MEOH,74.25,-0.02491582491582484,72.4,-0.018181818181818105,72.9,1534478400000.0
503,MEOH,71.95,-0.01320361362056988,71.0,0.006254343293954174,72.4,1530158400000.0
504,ATAX,6.4,-0.0039062500000000555,6.375,0.007812499999999972,6.45,1531886400000.0
505,ATAX,6.15,-0.008130081300813123,6.1,0.004065040650406417,6.175,1514955600000.0
506,HUBG,50.9,-0.032416502946954785,49.25,0.04518664047151286,53.2,1528344000000.0
507,HUBG,46.45,0.039827771797631736,48.3,0.01184068891280941,47.0,1525233600000.0
508,CERS,4.29,0.1771561771561771,5.05,0.053613053613053505,4.52,1518757200000.0
509,LPTH,2.56,-0.07421874999999997,2.37,-0.07421874999999997,2.37,1531454400000.0
510,LLNW,5.08,-0.015748031496063006,5.0,0.01968503937007867,5.18,1536811200000.0
511,VRNS,65.75,-0.006083650190114155,65.35,-0.0030418250950570774,65.55,1523246400000.0
512,IFV,20.7411,-0.0309096431722521,20.1,0.005250444769081775,20.85,1534478400000.0
513,IFV,22.7532,-0.042332507075927804,21.79,-0.0018986340382890668,22.71,1519966800000.0
514,ACIW,28.46,-0.012649332396345728,28.1,-0.0017568517217147121,28.41,1534478400000.0
515,ACIW,25.79,-0.04342768514928257,24.67,0.020550601008142735,26.32,1528344000000.0
516,ACIW,26.02,-0.07263643351268258,24.13,-0.0019215987701768145,25.97,1519966800000.0
517,ICAD,3.74,-0.07486631016042787,3.46,-0.06417112299465245,3.5,1519880400000.0
518,MMSI,52.1,0.045105566218810005,54.45,0.01151631477927066,52.7,1525320000000.0
519,MMSI,46.75,-0.01711229946524058,45.95,-0.041711229946524125,44.8,1518670800000.0
520,MMSI,48.0,-0.0625,45.0,-0.020833333333333332,47.0,1515646800000.0
521,APPS,2.43,-0.057613168724279885,2.29,-0.03703703703703716,2.34,1518152400000.0
522,CBPO,103.02,-0.08085808580858085,94.69,-0.011357018054746669,101.85,1531886400000.0
523,SLAB,98.35,-0.02846975088967969,95.55,-0.003558718861209907,98.0,1534478400000.0
524,SLAB,101.2,0.03063241106719362,104.3,0.012351778656126482,102.45,1525147200000.0
525,SLAB,93.55,-0.006948156066274629,92.9,-0.06253340459647241,87.7,1523246400000.0
526,FISV,75.47,0.001325029813170721,75.57,0.01351530409434207,76.49,1527825600000.0
527,ACHN,3.53,-0.07365439093484413,3.27,0.09631728045325788,3.87,1537243200000.0
528,CPRX,2.94,0.10884353741496594,3.26,0.13605442176870747,3.34,1525406400000.0
529,FIVE,104.24,0.10072908672294704,114.74,0.017267843438219604,106.04,1533182400000.0
530,FIVE,102.09,-0.024977960622979696,99.54,-0.045352140268390725,97.46,1528344000000.0
531,AMCX,65.33,-0.08219807133016988,59.96,0.015766110515842664,66.36,1537243200000.0
532,AMCX,63.48,-0.012444864524259596,62.69,0.06206679269061129,67.42,1528257600000.0
533,AMCX,51.47,0.014183019234505614,52.2,0.006411501845735347,51.8,1522036800000.0
534,CRIS,1.65,0.15151515151515152,1.9,-0.018181818181818063,1.62,1536724800000.0
535,FLEX,14.27,0.0014015416958654222,14.29,0.0070077084793272355,14.37,1525147200000.0
536,FLEX,17.46,-0.2153493699885453,13.7,-0.04982817869415813,16.59,1523419200000.0
537,LBTYA,35.75,0.03132867132867126,36.87,0.012307692307692243,36.19,1513746000000.0
538,CTAS,166.58,-0.10361387921719305,149.32,-0.008404370272541754,165.18,1516251600000.0
539,FAST,57.97,-0.07107124374676553,53.85,0.006727617733310343,58.36,1519966800000.0
540,FAST,57.69,-0.07297625238342868,53.48,-0.07158953024787651,53.56,1516338000000.0
541,RGEN,57.9,-0.04887737478411051,55.07,-0.010535405872193428,57.29,1535688000000.0
542,RGEN,53.31,0.0692177827799662,57.0,0.069592946914275,57.02,1534824000000.0
543,RGEN,46.29,0.03845322963923096,48.07,0.016202203499675955,47.04,1529035200000.0
544,RGEN,37.27,-0.0764690099275557,34.42,-0.013952240407834802,36.75,1519966800000.0
545,DIOD,38.35,-0.01773142112125162,37.67,-0.031029986962190476,37.16,1531800000000.0
546,CRAY,22.35,0.06711409395973154,23.85,-0.011185682326621923,22.1,1523246400000.0
547,RTIX,4.7,-0.0638297872340425,4.4,-0.03191489361702135,4.55,1534392000000.0
548,RTIX,4.775,-0.005235602094240912,4.75,-0.01570680628272255,4.7,1530158400000.0
549,RTIX,4.5,0.011111111111111072,4.55,0.03333333333333341,4.65,1525406400000.0
550,TUES,3.0,-0.09166666666666663,2.725,-0.041666666666666664,2.875,1529380800000.0
551,TUES,3.45,0.13043478260869557,3.9,0.11594202898550722,3.85,1519966800000.0
552,FORM,13.05,0.030651340996168473,13.45,0.011494252873563109,13.2,1525233600000.0
553,CY,16.78,-0.06197854588796191,15.74,0.02562574493444575,17.21,1534478400000.0
554,CY,16.53,0.03145795523290983,17.05,0.036902601330913457,17.14,1530763200000.0
555,CY,16.62,0.04632972322503005,17.39,0.02166064981949455,16.98,1526961600000.0
556,CY,18.41,-0.06355241716458455,17.24,0.010320478001086436,18.6,1519966800000.0
557,FATE,11.76,0.11989795918367348,13.17,0.12840136054421766,13.27,1518670800000.0
558,CHDN,274.75,-0.10755232029117384,245.2,-0.038034576888080034,264.3,1519966800000.0
559,MVIS,1.67,-0.1437125748502994,1.43,-0.023952095808383256,1.63,1526443200000.0
560,MVIS,1.25,-0.176,1.03,-0.10399999999999991,1.12,1520571600000.0
561,MVIS,1.23,-0.13008130081300806,1.07,-0.06504065040650413,1.15,1518411600000.0
562,CZR,10.35,-0.04830917874396135,9.85,-0.01449275362318844,10.2,1534478400000.0
563,TXN,115.47,-0.08443751623798389,105.72,-0.03966398198666319,110.89,1534910400000.0
564,VREX,38.03,-0.05863791743360515,35.8,-0.009992111490928282,37.65,1519966800000.0
565,CRZO,15.63,-0.0025591810620601996,15.59,-0.031349968010236734,15.14,1520571600000.0
566,CRZO,15.56,0.000642673521850886,15.57,0.01092544987146529,15.73,1520398800000.0
567,CRZO,21.97,0.07783340919435598,23.68,0.05871643149749671,23.26,1513573200000.0
568,KLAC,113.67,-0.003870854227148744,113.23,-0.003255036509193319,113.3,1525838400000.0
569,KLAC,121.15,-0.10705736690053651,108.18,-0.004374742055303352,120.62,1519966800000.0
570,BRKS,33.64,0.03478002378121289,34.81,-0.03626634958382874,32.42,1527566400000.0
571,BRKS,28.95,-0.040414507772020665,27.78,0.01934369602763393,29.51,1519966800000.0
572,ZYNE,10.41,-0.3227665706051873,7.05,-0.24015369836695485,7.91,1530849600000.0
573,ZYNE,9.81,0.11314984709480116,10.92,0.02752293577981647,10.08,1525924800000.0
574,ZYNE,10.31,0.009699321047526637,10.41,0.04946653734238601,10.82,1523332800000.0
575,PRMW,16.76,0.029236276849641907,17.25,0.03042959427207625,17.27,1526875200000.0
576,INO,6.11,-0.08674304418985274,5.58,-0.137479541734861,5.27,1537848000000.0
577,HLIT,5.55,-0.063063063063063,5.2,-0.08108108108108111,5.1,1534910400000.0
578,HLIT,5.55,-0.063063063063063,5.2,-0.02702702702702693,5.4,1534824000000.0
579,HLIT,3.85,0.0,3.85,0.03896103896103894,4.0,1525838400000.0
580,HLIT,3.75,0.03999999999999997,3.9,-0.02666666666666669,3.65,1519880400000.0
581,PRAH,106.86,-0.0527793374508703,101.22,-0.019090398652442508,104.82,1531886400000.0
582,PRAH,87.98,-0.06603773584905663,82.17,-0.007615367128892949,87.31,1523246400000.0
583,TZOO,12.65,0.26877470355731226,16.05,0.1976284584980237,15.15,1524801600000.0
584,GILD,80.25,0.08772585669781939,87.29,0.008722741433021841,80.95,1515387600000.0
585,NATI,45.32,0.06928508384819065,48.46,0.05361871138570167,47.75,1534478400000.0
586,NATI,51.12,-0.202660406885759,40.76,-0.03794992175273861,49.18,1523332800000.0
587,NATI,52.81,-0.04942245786782805,50.2,-0.0030297292179512153,52.65,1519966800000.0
588,NATI,46.46,0.035514421007318095,48.11,0.001076194575979276,46.51,1516078800000.0
589,STAA,46.75,0.0834224598930481,50.65,0.038502673796791384,48.55,1534910400000.0
590,DNKN,69.76,0.011324541284403555,70.55,-0.00989105504587173,69.07,1529035200000.0
591,DNKN,67.94,0.014571680894907405,68.93,0.013246982631733966,68.84,1528171200000.0
592,DNKN,62.21,0.028130525638964798,63.96,-0.00305417135508757,62.02,1524024000000.0
593,INGN,125.46,-0.03076677825601785,121.6,0.028933524629364018,129.09,1519966800000.0
594,INGN,131.15,-0.043385436523065285,125.46,-0.06976744186046516,122.0,1518670800000.0
595,INTC,52.19,-0.054224947307913364,49.36,-0.019543973941368004,51.17,1519966800000.0
596,ASML,202.98,-0.0852793378657996,185.67,0.010198049068873888,205.05,1534478400000.0
597,ASML,209.41,-0.04918580774557081,199.11,0.02220524330261213,214.06,1519966800000.0
598,VICR,50.7,-0.08875739644970414,46.2,-0.07001972386587779,47.15,1527825600000.0
599,TGTX,14.4,0.14236111111111102,16.45,0.14236111111111102,16.45,1519275600000.0
600,LMNX,29.78,0.017797179314976413,30.31,-0.014439220953660164,29.35,1536292800000.0
601,LMNX,33.99,0.022359517505148512,34.75,-0.010002942041777093,33.65,1531368000000.0
602,LMNX,29.69,0.0441226002020882,31.0,0.014482990906028956,30.12,1527825600000.0
603,SGYP,1.99,-0.15577889447236185,1.68,-0.02010050251256283,1.95,1534478400000.0
604,SGYP,1.87,-0.06951871657754016,1.74,0.026737967914438405,1.92,1530504000000.0
605,LFUS,230.91,-0.01697631111688531,226.99,0.01745268719414491,234.94,1528257600000.0
