code,name,pe,pb,eps,2014-12-31,2015-12-31,2016-12-31,2017-12-31
PNR,滨特尔,11.478922,1.631281,3.759935,0.0461,-0.0191,0.1227,0.1324
ARNC,美国铝业Arconic,0.0,1.782024,-0.680172,0.0,-0.0227,-0.183,-0.015
FITB,五三银行,8.47626,1.347353,3.482668,0.0947,0.1075,0.0961,0.1339
MCO,穆迪,33.983778,175.55438700000002,5.3758,23.4499,-2.8529,-0.2687,-8.7652
MMC,威达信集团,27.493877,5.5550180000000005,3.161795,0.2099,0.2478,0.2862,0.2032
OXY,西方石油,33.431119,3.055764,2.4734439999999998,0.018,-0.3215,-0.0267,0.0637
MLM,马丁-玛丽埃塔材料,20.881592,3.033404,10.791801,0.0354,0.0712,0.1026,0.1523
STZ,Constellation Brands Inc,15.557131,3.873068,13.746108,0.0,0.0,0.0,0.0
REGN,Regeneron Pharmaceuticals,27.366773,5.995587,13.353054,0.1325,0.174,0.2014,0.1951
BLK,贝莱德,15.060107,2.544082,33.52433,0.1186,0.1154,0.108,0.1551
ADP,"Automatic Data Processing, Inc.",34.134993,15.017906,4.024023000000001,0.0,0.0,0.0,0.1188
INCY,因塞特医疗,0.0,9.143853,-0.766884,0.5939,0.0382,0.2482,-0.1919
TXT,德事隆,44.389739,3.004357,1.504627,0.0,0.0,0.1726,0.0
ROP,儒博实业,28.266015000000003,4.080568,10.013438,0.1359,0.1313,0.1138,0.1416
CFG,Citizens Financial Group,11.676615,0.9796309999999999,3.4290760000000002,0.0449,0.0428,0.0529,0.0815
TAP,莫库酒业,9.732169,1.074897,6.884385000000001,0.0657,0.0563,0.172,0.1069
AWK,美国水务,35.555402,2.864249,2.4662919999999997,0.0861,0.0943,0.0897,0.0791
CXO,康休,19.345764000000003,2.249227,7.653355,0.1019,0.0095,-0.1918,0.1072
HBAN,杭庭顿控股,13.098347,1.631512,1.139075,0.0999,0.1051,0.0691,0.1097
HPE,惠普企业,8.59496,0.990667,1.821998,0.0,0.0,0.0,0.0
EQT,EQT corp,49.219951,1.24353,1.116214,0.0802,0.0401,-0.0144,0.1009
CTXS,思杰系统,153.285033,28.512279,0.7183350000000001,0.1159,0.1617,0.2054,-0.0209
LB,L Brands Inc,9.701513,-9.152588,3.304639,0.0,0.0,0.0,0.0
XRX,施乐,38.787290999999996,1.1484860000000001,0.644541,0.0933,0.0492,-0.0927,0.0376
TMK,托马科,6.560971,1.6498080000000002,12.888335000000001,0.1156,0.1299,0.1204,0.1987
XL,XL Group,0.0,1.515355,-2.137384,0.0235,0.0962,0.044,-0.0428
CMG,墨式烧烤,67.42316,9.220813,6.711937,0.2212,0.2237,0.0164,0.129
CTL,世纪电信,9.723775999999999,0.903372,2.0187630000000003,0.0514,0.0624,0.0467,0.0591
MRO,马拉松石油,0.0,1.422226,-0.47597700000000004,0.1449,-0.1188,-0.122,-0.4888
SYMC,赛门铁克,11.434702,2.65162,1.886363,0.0,0.0,0.0,0.0
F,福特汽车,5.572406,1.188917,1.9488889999999999,0.0496,0.2564,0.1573,0.2178
DIS,迪士尼,14.632832999999998,3.632003,7.537843,0.0,0.0,0.0,0.0
K,家乐氏,16.934514,9.655175,4.171953,0.0,0.0,0.3609,0.0
HPQ,惠普,8.968422,-20.392910999999998,2.6303400000000003,0.0,0.0,0.0,0.0
UNM,尤纳姆集团,8.261778,0.888783,4.620071,0.0472,0.1001,0.1038,0.1038
TGT,塔吉特,14.111441000000001,3.6919989999999996,5.475699,0.0,0.0,0.0,0.0
YUM,百胜餐饮集团,17.966146,-3.7671980000000005,4.381574,0.0,1.3159,-0.2926,-0.2116
DTE,DTE能源,17.45373,1.9524860000000002,6.094972,0.1092,0.0819,0.0878,0.1113
COF,第一资本,20.87837,1.041134,4.597102,0.0983,0.0857,0.0789,0.0407
COST,好市多,31.315709000000002,7.764674,6.865564,0.0,0.0,0.0,0.0
CA,联合电脑,38.836748,3.12758,1.135265,0.0,0.0,0.0,-0.0163
HST,美国豪斯特酒店,23.582181,2.196128,0.891775,0.0976,0.078,0.1071,0.0796
AET,安泰保险,18.219410999999997,3.820755,10.512963000000001,0.1405,0.148,0.1257,0.1203
CRM,Salesforce,226.612031,9.875464,0.648774,0.0,0.0,0.0,0.0
BEN,富兰克林资源,26.315876,1.724537,1.220176,0.0,0.0,0.0,-0.04
AEP,美国电力,19.525582,1.877011,3.607575,0.0974,0.1146,0.0355,0.1053
TROW,罗派斯,19.037284,4.940066000000001,6.324957,0.228,0.2568,0.2202,0.2319
CINF,辛市金融,14.240948999999999,1.450297,4.9540239999999995,0.0799,0.0986,0.0837,0.1268
CB,丘博保险,16.152625,1.211392,8.257482000000001,0.0964,0.0973,0.0857,0.0755
USB,美国合众银行,13.963462,1.925109,3.6738739999999996,0.1338,0.1267,0.124,0.1259
FCX,麦克莫兰铜金,10.666948,2.806871,1.5721459999999998,-0.0392,-0.95,-0.4416,0.1851
COTY,科蒂,0.0,1.124309,-0.483063,0.0,0.0,0.0,0.0118
AGN,艾尔建,0.0,0.823471,-6.324225,-0.0575,0.0512,0.1966,-0.0558
RE,Everest Re Group Ltd,24.860617,1.154687,9.457127,0.1523,0.1285,0.1233,0.056
CNP,中点能源,6.7666960000000005,2.4616279999999997,4.095056,0.1343,-0.1999,0.1249,0.3823
JPM,摩根大通,14.631545000000001,1.625722,7.552175999999999,0.0938,0.0987,0.0973,0.0956
GILD,吉利德科学,29.110940999999997,4.8749519999999995,2.651924,0.7616,0.9472,0.6966,0.2265
CERN,美国塞纳,23.702282999999998,4.128978,2.572748,0.0,0.0,0.1619,0.0
MYL,迈兰制药,26.995811,1.422801,1.347246,0.2848,0.0868,0.0432,0.0523
WY,惠好,39.407688,3.04961,0.91911,0.3443,0.1039,0.1119,0.0654
WM,美国废物管理,17.883477,5.987769,4.6802980000000005,0.2272,0.1401,0.2218,0.3226
PNW,品尼高西方资本品西资本,19.161333,1.789234,4.1876,0.0938,0.0966,0.0936,0.0989
AMG,艾佛里管理公司,11.462688,2.193434,12.954203999999999,0.1788,0.1887,0.1449,0.1872
ABC,美源伯根,22.222752,5.986852,3.906807,0.0,0.0,0.0,0.2998
MRK,默沙东,106.889982,4.996575,0.584994,0.2446,0.0996,0.0978,0.0699
RSG,共和废品处理,17.508471,2.87277,3.9586550000000003,0.0707,0.0964,0.0797,0.1607
SPG,西蒙地产,25.393475,15.246503,6.713536,0.2764,0.4081,0.0,0.0
PX,普莱克斯,36.269026000000004,7.529911,4.600619999999999,0.2823,0.3243,0.2821,0.2006
AIG,美国国际集团,0.0,0.782142,-6.71312,0.0701,0.0246,-0.0045,-0.0922
EXPD,康捷国际物流,24.216816,6.375769,2.983464,0.2025,0.2708,0.2344,0.2457
AEE,阿美能,25.994666,2.064823,2.357022,0.0864,0.0897,0.091,0.0722
HRB,H&R Block Inc,8.183527,12.739927999999999,2.929055,0.0,0.0,0.0,0.0
SO,美国南方公司,43.049201000000004,1.9534740000000002,1.106873,0.092,0.1075,0.0924,0.0343
SRE,桑普拉能源,190.470695,2.2210259999999997,0.60697,0.1042,0.115,0.0996,0.0231
ETR,安特吉,31.852286,2.009066,2.564965,0.0913,-0.0185,-0.0705,0.0503
PEG,公务集团,12.940723,1.8533709999999999,3.9982309999999996,0.1246,0.1285,0.0676,0.1137
NAVI,Navient Corp,11.185882000000001,1.004734,1.234592,0.2708,0.2502,0.1829,0.0838
MAC,马塞里奇房产,188.931297,2.563776,0.30391999999999997,0.2661,0.1031,0.1254,0.0408
IVZ,美国景顺集团,8.931478,1.1756790000000001,2.850592,0.1078,0.1088,0.1099,0.1262
C,花旗,0.0,0.9639190000000001,-2.305423,0.0354,0.0777,0.0662,-0.0334
DUK,杜克能源,19.09769,1.3528,4.223024,0.0462,0.0712,0.0529,0.0734
PBCT,人联金融,17.105239,1.110898,1.06634,0.0544,0.0549,0.0546,0.0579
EIX,爱迪生国际,50.758475,1.8260020000000001,1.29141,0.1239,0.075,0.0917,0.0392
COG,卡伯特油气,96.844171,4.438865,0.24431,0.0485,-0.0567,-0.1624,0.0396
NSC,诺福克南方,8.064743,2.6667490000000003,19.2145,0.1612,0.1277,0.1344,0.3303
GS,高盛,21.178135,1.239632,10.908421,0.1019,0.0698,0.0846,0.0518
CHD,丘奇＆德怀特,17.705941,6.253129,3.093312,0.197,0.2027,0.2321,0.335
WLTW,Willis Towers Watson Public Limited Company,47.470571,1.9428849999999998,3.313,0.1805,0.1467,0.0457,0.0576
WEC,威州能源,16.558927,2.118867,3.920544,0.1321,0.0735,0.1048,0.1268
NWSA,新闻集团,0.0,0.9247,-2.702432,0.0,0.0,0.0,-0.0059
PXD,先锋自然资源,29.683376000000003,2.731146,6.152939,0.1083,-0.0326,-0.0534,0.0739
VLO,瓦莱罗能源,11.056735,2.0897080000000003,9.595057,0.1747,0.192,0.1159,0.1815
L,洛斯公司,14.300028,0.8565459999999999,3.4762169999999997,0.039,0.0126,0.0306,0.0575
XOM,埃克森美孚,17.253811,1.851733,4.7705400000000004,0.1857,0.0936,0.0482,0.102
JWN,诺德斯特龙,18.940483999999998,8.183261,2.761809,0.0,0.0,0.0,0.0
CMS,CMS能源,26.661886,2.925868,1.78532,0.1292,0.1321,0.1289,0.1032
UAA,安徳玛公司A类股 ,0.0,4.740202,-0.172591,0.1541,0.1397,0.1265,-0.0239
EOG,依欧格资源,22.384596,4.273236,5.553819,0.1646,-0.3496,-0.0785,0.1586
PSX,Phillips 66,11.162676,2.359889,9.949227,0.2177,0.1788,0.0693,0.1913
KSU,堪萨斯南方铁路,11.364765,2.330575,9.210925,0.124,0.1148,0.109,0.1982
MAR,万豪酒店,34.298973,12.926306,3.803321,-0.3423,-0.2393,0.1456,0.3677
PWR,广达公司,17.049384,1.36733,1.946698,0.0696,0.1043,0.0598,0.0838
DGX,奎斯特诊疗,19.949369,3.0797830000000004,5.717474,0.1367,0.1574,0.1469,0.1637
ES,Eversource Energy,18.720839,1.668057,3.1446240000000003,0.0816,0.0843,0.0874,0.0886
PRU,保德信金融,5.264525,0.77809,18.239063,0.034,0.1362,0.0959,0.1467
DVN,德文能源,58.709770999999996,2.5908450000000003,0.750812,0.0642,-1.2417,-0.1146,0.0764
EQIX,易昆尼克斯,135.023852,4.878932,3.247204,-0.115,0.0685,0.0291,0.034
ED,爱迪生联合电气,15.564878,1.5673489999999999,5.07296,0.0868,0.0913,0.087,0.0989
AIZ,Assurant Inc,12.116557,1.513655,8.884537,0.0909,0.0314,0.1379,0.1215
VZ,威瑞森,6.738067,4.184704,7.632753,0.8742,1.0299,0.5662,0.6836
VFC,威富集团,52.930842000000005,9.466542,1.672182,0.0,0.0,0.2174,0.0
NOV,华高,0.0,1.1855129999999998,-0.48455,0.1207,-0.0466,-0.1725,-0.0167
O,Realty Income Corp,48.698873999999996,2.141127,1.12364,0.0482,0.0435,0.0465,0.0432
HAS,孩之宝,54.521351,7.659207,1.724462,0.0,0.0,0.0,0.2169
NKE,耐克,65.07803299999999,12.725539999999999,1.190417,0.0,0.0,0.0,0.0
COL,罗柯,24.487313,3.3999910000000004,5.6078019999999995,0.0,0.0,0.0,0.044
CSCO,思科,0.0,4.2673760000000005,-0.252893,0.0,0.0,0.0,0.0
PPL,宾州电力,16.690332,1.777005,1.7021830000000002,0.1275,0.0688,0.1921,0.1048
COP,康菲石油,0.0,2.692079,-0.41888100000000006,0.1327,-0.1091,-0.101,-0.0257
REG,Regency Centers Corp,38.623413,1.568343,1.5733979999999999,0.0976,0.0735,0.0636,0.0266
T,美国电话电报,6.387983,1.594595,4.971835,0.0746,0.1107,0.1074,0.2102
CVS,CVS健康,10.406594,1.786025,6.528553,0.1223,0.1407,0.1444,0.1757
UNP,联合太平洋,10.031127,4.396719,13.783097,0.2445,0.2305,0.2124,0.431
TSN,泰森食品,8.607488,1.985873,7.616624000000001,0.0,0.0,0.0,0.0
XEL,卓越能源,19.439329,2.018526,2.3591349999999998,0.1,0.0928,0.1019,0.1002
FL,富乐客,23.329941,2.4163349999999997,2.252899,0.0,0.0,0.0,0.0
FOX,21世纪福克斯公司,21.282929,4.51054,2.170284,0.0,0.0,0.0,0.0942
LMT,洛克希德马丁,38.30808,-497.98212699999993,8.288069,1.0629,1.164,3.3014,-3.2874
AMGN,安进,61.251737,8.214983,3.1659509999999997,0.2001,0.2471,0.2585,0.0784
UA,安徳玛公司,0.0,4.409644,-0.172591,0.1541,0.1397,0.1265,-0.0239
INTC,英特尔,21.856699,3.4369699999999996,2.367695,0.0,0.0,0.1558,0.0
NWL,纽威,6.224609,0.949684,4.438833,0.2038,0.1917,0.0464,0.1939
FOXA,21世纪福克斯公司,21.411944000000002,4.537882,2.170284,0.0,0.0,0.0,0.0942
GGP,General Growth Properties Inc,31.316423999999998,2.357114,0.660995,0.0852,0.1622,0.1459,0.0729
NI,印北瓦电,47.135421,2.102718,0.554148,0.0858,0.0786,0.0813,0.0296
XEC,Cimarex Energy Co,16.852082,3.3776550000000003,5.779108,0.1169,-1.0496,-0.2002,0.1924
DVA,达维塔保健,32.574124,2.71692,2.189468,0.1394,0.0718,0.1774,0.1409
EXC,爱克斯龙,11.909862,1.338653,3.519772,0.0754,0.0824,0.0436,0.1198
MET,大都会人寿,10.88132,0.797736,4.061088,0.0,0.0,0.0,0.0404
HUM,休曼纳,24.220437,4.286981,12.959717,0.1189,0.1233,0.0575,0.2487
LLL,L-3通信,22.153451,3.03325,9.164712,0.1263,-0.0508,0.1566,0.1345
STX,希捷科技,20.040122,12.227501,2.899184,0.0,0.0,0.0,0.0
EFX,艾可菲,28.813205,4.623753,4.36883,0.1673,0.1851,0.1819,0.1846
FRT,FRT信托,30.954829999999998,4.340154,4.005191,0.0949,0.1136,0.1167,0.1176
KMI,金德尔摩根,355.285086,1.159159,0.049791,0.071,0.0059,0.0207,0.0063
VTR,芬塔公司,16.646026000000003,1.9214189999999998,3.4795089999999997,0.0534,0.0427,0.0607,0.1227
NWS,新闻集团,0.0,0.936334,-2.702432,0.0,0.0,0.0,-0.0059
WYNN,永利度假村,38.03078,25.174203,4.337539,4.564,12.9091,1.1705,0.8247
HES,赫斯,0.0,1.450382,-12.424466,0.0,0.0,0.0,0.0
JEF,杰富瑞,696.948153,0.756983,0.032341,0.0186,0.0234,0.018,0.0237
HP,赫尔默里奇和佩恩材料,15.391620000000001,1.502241,4.036612,0.0,0.0,0.0,0.1089
HOG,哈雷戴维森,14.150363,3.522326,3.0140569999999998,0.2905,0.4087,0.3604,0.2831
MAA,MAA房产信托,33.710837,1.767025,2.920426,0.0511,0.1111,0.0337,0.0195
CHTR,Charter Communications,7.809595,1.850007,38.674221,-1.2534,5.8913,0.0744,0.2128
WELL,Welltower,39.369781,1.670162,1.578368,0.0378,0.0579,0.069,0.0354
UDR,UDR不动产信托,56.935754,3.4952160000000005,0.649504,0.053,0.0928,0.0799,0.0351
MCK,麦克森药物批发,417.80109100000004,2.769787,0.322115,0.0,0.0,0.0,0.0717
AVB,阿湾物产,30.237137,2.2916849999999998,5.667534,0.0769,0.0753,0.1016,0.0844
WFC,富国银行,14.261584,1.511076,3.965899,0.1274,0.12,0.11,0.1079
DRI,达登饭店,22.96497,6.2255720000000005,4.806451,0.0,0.0,0.0,0.0
HCP,HCP房产信托,0.0,2.307345,-0.017154,0.0852,-0.056,0.1077,0.0756
NFX,新田,15.704654999999999,3.7871900000000003,1.8370349999999998,0.2312,-2.438,-1.3113,0.3033
SRCL,消毒循环,0.0,1.9574900000000002,-0.106821,0.1711,0.0975,0.0739,0.0148
LH,实验美控,15.029549,2.70764,12.299105,0.1808,0.0885,0.1328,0.186
CVX,雪佛龙,22.681441,1.549421,5.374879,0.1236,0.0306,-0.0029,0.0621
ABBV,AbbVie Inc.,23.935839,40.657709000000004,3.986073,1.0184,1.3039,1.2841,1.0416
EQR,资产住宅公司,35.091632000000004,2.293638,1.819807,0.0588,0.0806,0.4109,0.0579
ANTM,Anthem Inc,15.370544,2.3243650000000002,16.00659,0.106,0.1111,0.0984,0.0
ARE,亚历山大房地产,47.950998999999996,2.116287,2.6228860000000003,0.0274,0.034,-0.0093,0.0299
ULTA,Ulta Salon,26.178191,8.539902,9.667589,0.0,0.0,0.0,0.0
CI,信诺保险,16.484923000000002,2.925559,10.355523,0.1925,0.1715,0.1337,0.1619
AYI,Acuity Brands Inc,16.345418,3.251984,8.008972,0.0,0.0,0.0,0.0
BXP,波士顿物产,36.538457,3.415887,3.43939,0.0657,0.1014,0.0719,0.0
SLB,斯伦贝谢,0.0,2.503623,-0.9055190000000001,0.1447,0.0595,-0.0392,-0.0406
WMB,威廉姆斯,11.414854,2.357227,2.362711,0.116,-0.081,-0.0249,0.1551
AIV,公寓投管,17.439704000000003,4.280009,2.410018,0.2327,0.1469,0.2358,0.1975
PCG,太平洋煤气电力,14.48335,1.1142020000000001,2.939237,0.0897,0.0519,0.0766,0.0845
NBL,诺贝尔能源,0.0,1.600444,-1.329744,0.1176,-0.2354,-0.1026,-0.0989
HRL,荷美尔,20.637179,3.6844069999999998,1.7793130000000001,0.0,0.0,0.0,0.0
ESRX,快捷药方,10.002989,2.432982,7.985613000000001,0.1014,0.1438,0.211,0.25
IBM,IBM,23.392428,7.250868,6.134036,1.0007,0.9144,0.6455,0.3246
CBS,哥伦比亚广播,20.410863,11.116738,2.842604,0.4245,0.254,0.3418,0.1805
ESS,埃塞克斯信托,44.544025,2.4135880000000003,5.224943,0.0218,0.0389,0.0691,0.0712
CAH,卡迪纳医药,9.263344,2.059829,5.39438,0.0,0.0,0.0,0.138
GE,通用电气,0.0,2.1248110000000002,-0.8418959999999999,0.1109,-0.0592,0.1061,-0.071
APA,阿帕契,13.962125,2.305559,3.2416270000000003,-0.285,-1.124,-0.1658,0.171
NLSN,尼尔森,25.415267999999998,2.564187,1.205968,0.0742,0.1243,0.1181,0.099
SLG,SL Green Realty Corp,53.071091,1.414148,1.888222,0.0683,0.0376,0.0327,0.0137
WHR,惠而浦,37.227753,2.268093,4.0496669999999995,0.1194,0.1449,0.162,0.0657
VNO,沃那多房信,142.231371,3.990851,0.508397,0.1143,0.0987,0.0,0.0
GT,固特异轮胎橡胶公司,21.086369,1.1138350000000001,1.043328,0.5695,0.0908,0.2717,0.0753
APC,阿纳达科石油,0.0,4.2092160000000005,-0.040085,-0.07,-0.4407,-0.1812,-0.0153
DRE,杜克房地产,6.158748999999999,2.226366,4.590218,0.0,0.0,0.0,0.0415
CMCSA,康卡斯特,16.475962,0.0,2.08,0.0,0.0,0.0,0.0
EXR,Extra Space Storage Inc,24.64532,5.095942,3.841703,0.1025,0.0885,0.1529,0.1887
AES,爱依斯电力,0.0,2.661756,-0.6878770000000001,0.156,0.1072,-0.1595,-0.1635
PLD,普洛斯,18.659719,2.166268,3.398765,0.0487,0.0503,0.0701,0.0941
PSA,公共存储公司,32.397853000000005,7.867171000000001,6.781931,0.121,0.1433,0.0,0.0
UNH,联合健康,21.555595999999998,5.058019,11.611369999999999,0.166,0.1655,0.176,0.208
SNA,施耐宝,15.722129999999998,2.928402,10.149388,0.0,0.0,0.2125,0.0
CHK,切萨皮克能源,4.297111,-2.2640130000000003,1.110048,0.1129,-6.1055,3.6567,-2.5618
DISCK,Discovery Communications,13.015873,0.993649,1.89,0.0,0.0,0.0,0.0
DISH,DISH Network Corporation,7.08771,2.0278150000000004,4.483818,0.4523,0.2777,0.3145,0.2957
DISCA,探索传播,13.957672,0.0,1.89,0.0,0.0,0.0,0.0
IRM,爱恩铁山,55.80931700000001,4.432316999999999,0.6276729999999999,0.3782,0.2363,0.0537,0.0774
VIAB,维亚康姆,5.312575,1.905672,5.379689,0.0,0.0,0.0,0.0
NFLX,"Netflix, Inc.",166.454073,41.026662,2.279788,0.1437,0.0553,0.0698,0.1561
IPG,埃培智,16.057073000000003,4.070035,1.386305,0.2096,0.213,0.2741,0.2391
OMC,宏盟集团,14.735873000000002,6.117538,4.797137,0.3516,0.3935,0.4359,0.3574
