code,name,pe,pb,eps
OILU,AccuShares S&P GSCI Crude Oil Excess Return Up Shares,0.0,0.0,0.0
SES,"Synthesis Energy Systems, Inc.",0.0,2.203581,-2.078509
VREX,Varex Imaging Corporation,27.893654,2.797004,1.116383
DFFN,Diffusion Pharmaceuticals Inc,0.334317,0.73746,1.190786
PDEX,Pro-Dex,13.838675,1.79841,0.520281
FNCB,"FNCB Bancorp, Inc.",257.31036,1.677659,0.033774
CDXS,Codexis,0.0,16.604822,-0.351408
CRIS,居里,0.0,6.813569,-1.329958
SBBP,Strongbridge Biopharma plc,0.0,138.642884,-2.138697
TQQQ,纳指三倍做多ETF,0.0,0.0,0.0
OXBR,Oxbridge Re Holdings Ltd,0.0,0.755979,-3.942687
HLIT,谐波,0.0,2.163112,-0.529887
PRPH,ProPhase Labs,19.879948,1.737379,0.155433
CBAY,CymaBay Therapeutics Inc.,0.0,3.735024,-0.892202
MACK,Merrimack Pharmaceuticals,0.0,1.197671,-3.339016
CUE,"Cue Biopharma, Inc.",0.0,3.508763,-2.172509
NTIC,Northern Technologies Intl Corp.,27.168832,3.119606,1.310325
JYNT,The Joint Corp.,0.0,91.828503,-0.06651
CEVA,CEVA Inc.,138.779567,2.718248,0.217251
DJCO,Daily Journal Corp (S.C.),26.506775,2.046729,9.024108
CDXC,Chromadex Corporation,0.0,6.164016,-0.439325
PETX,Aratana Therapeutics Inc.,0.0,2.712004,-0.900162
OCC,Optical Cable Corporation,0.0,1.16015,-0.014107
CBIO,凯赛生物,0.0,0.963524,-1.453415
OVLY,橡木谷银行,18.643326,1.896576,1.170392
APPN,Appian Corp,0.0,68.909382,-0.522379
ICCC,伊芙美尔医疗,0.0,1.675327,-0.295468
TREE,LendingTree,39.080918,8.876131,6.146222
DOVA,Dova Pharmaceuticals Inc.,0.0,6.444132,-1.981865
DCIX,Diana Containerships Inc,0.434005,0.139461,3.110565
CRVS,"Corvus Pharmaceuticals, Inc.",0.0,2.301011,-2.230043
BGNE,百济神州,0.0,8.33642,-4.381284
TWMC,Trans World Entertainment Corp,0.0,0.240697,-1.498272
NVCN,Neovasc Inc,0.0,-0.083737,-1.38
SPSC,SPS Commerce,1287.587796,5.764279,0.07549
PTSI,P.A.M. Transportation Services,8.929055,2.896058,6.943624
TRVN,Trevena Inc,0.0,3.086861,-0.768333
ENT,恩特拉能源信托,0.0,-3.164,-3.009989
SAFM,Sanderson Farms,14.030438,1.636083,7.786642
SNSS,Sunesis Pharmaceuticals,0.0,-6.477103,-0.978327
MEIP,MEI Pharma,0.0,9.294847,-0.668816
ADVM,"Adverum Biotechnologies, Inc.",0.0,1.59792,-1.239372
IOSP,英诺斯派材料,30.299018,2.318566,2.56774
DOCU,Docusign,0.0,-30.751383,-8.46044
VICR,Vicor Corporation,177.138506,15.107477,0.338718
KALA,Kala Pharmaceuticals Inc.,1.23494,4.633646,10.38917
LJPC,La Jolla Pharmaceutical Company,0.0,5.511101,-7.178455
TTWO,Take-Two Interactive Software,81.814133,8.235654,1.637981
BLBD,Blue Bird Corp,26.41332,-11.217103,0.842378
AKTS,Akoustis Technologies Inc,0.0,10.21064,-0.806185
INAP,Internap网络服务,0.0,-34.979867,-2.301081
CBOE,芝加哥期权交易所,21.761529,3.642914,4.715202
FIVN,Five9 Inc,0.0,23.154858,-0.038156
PRGS,Progress Software Corporation,34.130467,5.912004,1.189553
TLND,Talend SA,0.0,59.188222,-1.186637
AHPI,联合保健产品,0.0,0.692605,-0.633694
MB,"MINDBODY, Inc.",0.0,6.079051,-0.527637
PXLW,美国像素,0.0,3.681672,-0.361426
ZIOP,ZIOPHARM Oncology Inc,0.0,-2.889831,-0.528016
SPWH,"Sportsman's Warehouse Holdings, Inc.",15.840928,4.80318,0.386341
REPH,Recro Pharma Inc,0.0,5.550539,-3.007688
MPVD,Mountain Province Diamonds Inc.  ,102.500002,1.220929,0.02
KGJI,金凰珠宝,1.226402,0.217977,1.002934
CISN,Cision Ltd.,0.0,7.391801,-0.239066
CHTR,Charter Communications,7.648283,1.861884,39.312092
NHTC,然健环球,14.672372,3.550689,1.831333
AMSF,Amerisafe Inc,24.432711,2.772002,2.623532
PCTY,Paylocity Holding Corporation,102.234157,18.662295,0.736251
ZAGG,ZAGG Inc,16.563217,3.389063,0.999202
EYPT,pSivida Corp,0.0,18.814338,-0.596371
ALRM,"Alarm.com Holdings, Inc.",71.982068,10.022965,0.777138
APPF,"AppFolio, Inc.",152.553145,27.417531,0.530307
TOUR,途牛,0.0,1.950524,-0.70206
OKTA,Okta Inc.,0.0,25.603249,-0.930472
LBTYK,自由全球,12.304762,0.0,2.1
ASRT,Ascott Residence Trust,0.0,2.383395,-0.575592
ONVO,Organovo Holdings Inc.,0.0,3.45648,-0.294563
KERX,克律克斯生物制药,0.0,-9.854976,-0.80547
TITN,Titan Machinery Inc,0.0,1.059826,-0.121514
BLKB,布莱克波特科技,72.577015,13.915842,1.410915
AAXN,"Axon Enterprise, Inc.",179.899058,8.517153,0.364371
KNSA,Kiniksa Pharmaceuticals Ltd.,0.0,2.526275,-33.057953
SLDB,Solid Biosciences,0.0,10.076077,-3.274928
PHIIK,PHI Inc,0.0,0.197554,-2.59
CCOI,Cogent Communications Group,225.058,-21.131279,0.238383
XENT,Intersect ENT,0.0,6.943033,-0.593662
DTUS,iPath US Treasury 2-year Bear ET,0.0,0.0,0.0
HMHC,Houghton Mifflin Harcourt Co,0.0,1.085342,-0.485983
RDHL,Redhill Biopharma Ltd,0.0,3.440648,-2.53982
MIME,Mimecast Ltd,0.0,18.032371,-0.241181
COUP,Coupa Software Inc,0.0,16.244376,-0.904647
RP,RealPage,1099.963878,5.298691,0.05532
AGTC,Applied Genetic Technologies Corporation,0.0,0.752472,-0.988507
IPHS,Innophos Holdings,49.804885,2.598187,0.891278
BLCM,"Bellicum Pharmaceuticals, Inc.",0.0,2.688657,-2.627531
IRBT,iRobot Corp.,52.270199,6.46617,2.067526
SBPH,"Spring Bank Pharmaceuticals, Inc.",0.0,6.757647,-1.518988
UBFO,United Security Bancshares,17.089707,1.775043,0.646588
TTPH,Tetraphase Pharmaceuticals Inc.,0.0,1.479817,-1.609907
DGICA,多尼戈尔股份,16.921349,0.739012,0.89
BIDU,百度,19.826403,3.585809,11.316223
PHII,PHI Inc,69.738109,0.251242,0.13479
DWCR,Arrow DWA Country Rotation ETF,0.0,0.0,0.0
TBBK,The Bancorp,36.651091,1.666834,0.267932
RCMT,RCM Technologies,22.044628,2.543343,0.22273
ON,ON Semiconductor Corp.,9.584333,2.929564,2.203596
GLUU,Glu移动,0.0,6.591055,-0.458201
VRNS,"Varonis Systems, Inc.",0.0,20.309666,-0.824868
EA,电子艺界,57.073013,7.473842,2.259737
IROQ,IF Bancorp,49.259329,1.107236,0.504473
MGIC,Magic Software Enterprises Ltd,22.496545,2.098458,0.402284
KALU,凯撒铝业,35.169678,2.384799,3.102957
KOPN,高平电子,0.0,2.549062,-0.337621
KEQU,基瓦尼科技,18.009261,2.000882,1.907352
FLNT,Fluent Inc.,0.0,0.886567,-0.708324
BSQR,BSQUARE科技,0.0,1.140661,-1.013909
BRQS,"Borqs Technologies, Inc.",0.0,2.704749,-1.050873
ARTX,阿罗特克,15.578908,1.261669,0.223058
EPZM,Epizyme Inc.,0.0,3.921799,-2.056367
MYL,迈兰制药,44.728012,1.633859,0.865006
IMI,Intermolecular,0.0,1.878726,-0.037097
KONE,联合信息,0.0,0.47673,-0.464769
BLFS,BioLife Solutions Inc.,0.0,21.336153,-0.018259
SHPG,Shire plc,10.927417,1.433963,15.936063
TRHC,Tabula Rasa Healthcare Inc.,0.0,21.040691,-1.378063
CHCI,康斯托克住宅建筑,0.0,-0.817935,-1.891252
MARA,Marathon Patent Group Inc.,0.0,2.750477,-4.048035
CDEV,"Centennial Resource Development, Inc.",27.923461,1.64468,0.673269
CIBR,First Trust NASDAQ Cybersecurity ETF,141.149998,0.0,0.2
OVID,Ovid Therapeutics Inc.,0.0,2.660047,-0.36521
SHEN,Shenandoah Telecommunications Co,24.227974,4.479588,1.56018
KIDS,Orthopediatrics Corp,0.0,9.786516,-3.37446
CORE,科尔.马克控股,48.017295,2.979531,0.74015
RESN,Resonant Inc,0.0,3.871982,-1.28975
ESQ,Esquire Financial Holdings Inc.,33.050796,2.259645,0.794232
CCXI,ChemoCentryx,32.465697,20.013357,0.353604
MDCA,MDC Partners Inc,1.487463,-0.85946,3.226972
PBBI,"PB Bancorp, Inc.",30.262527,1.031145,0.39653
PEGA,Pegasystems Inc,0.0,7.696317,-0.288955
MLNX,迈勒罗斯科技,77.057431,3.745651,1.066088
ERII,Energy Recovery,18.975253,4.810415,0.484315
GDS,万国数据,0.0,5.494733,-0.564382
MKSI,MKS仪器,13.120388,2.796687,7.008177
TRVG,Trivago,0.0,1.60201,-0.212637
NVUS,"Novus Therapeutics, Inc.",0.0,2.124176,-1.091358
CARB,Carbonite,1102.43149,20.320064,0.037508
HBMD,Howard Bancorp,0.0,1.120566,-0.186429
ATRC,AtriCure公司,0.0,7.560101,-0.617084
ARWR,Arrowhead Research Corporation,0.0,12.638086,-0.67276
CTSO,Cytosorbents Corporation,0.0,17.873988,-0.490414
VIRC,Virco Manufacturing Corporation,0.0,1.361674,-0.297561
FTNT,飞塔信息,152.145721,17.42748,0.528375
HIMX,奇景光电,41.655801,2.506885,0.1534
SKYW,西空航空,7.004256,1.791309,9.137301
KIN,"Kindred Biosciences, Inc.",0.0,4.335771,-1.389285
HCKT,哈克特服务,17.561942,4.919512,1.156478
DORM,Dorman Products,23.610044,3.962013,3.423543
ECYT,Endocyte,0.0,7.75413,-1.029541
ERI,Eldorado Resorts Inc,19.814796,3.860199,2.51075
TGA,Transglobe Energy Corp,0.0,1.222881,-0.170317
TAYD,Taylor Devices,36.765247,1.296417,0.339995
RMR,The RMR Group Inc,15.669694,6.390642,5.746762
TSRI,TSR软件,32.940953,1.947431,0.247804
EML,Eastern Company ,22.390769,2.038737,1.344304
BSTC,BioSpecifics生物,27.307851,4.344872,1.896158
BELFB,Bel Fuse Inc,0.0,1.699774,-5.17
RILY,"B. Riley Financial, Inc.",50.084614,2.251458,0.453233
ACST,Acasti Pharma,0.0,0.646739,-0.7
RPD,"Rapid7, Inc.",0.0,24.484176,-1.20657
NVDA,英伟达,38.23053,18.81862,7.120487
