code,exp2015,exp2016,exp2017,exp2018,income2015,income2016,income2017,income2018,net2015,net2016,net2017,net2018,sale2015,sale2016,sale2017,sale2018
MTEM,1136.90万_32.06%,83.90万_-92.62%,465.80万_455.18%,0_0,6587.40万_1689.57%,35.40万_-99.46%,82.00万_131.64%,0_0,1136.90万_32.06%,83.90万_-92.62%,465.80万_455.18%,0_0,224.80万_-14.30%,192.90万_-14.19%,352.20万_82.58%,0_0
MTG,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
MTH,0_0,0_0,0.00元_--,0.00元_NaN%,0_0,0_0,9.50亿_--,10.13亿_6.63%,0_0,0_0,0.00元_--,0.00元_NaN%,0_0,0_0,2.55亿_--,2.79亿_9.41%
MTL,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
MTLS,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
MTN,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,1.62亿_--,1.80亿_11.11%,2.09亿_16.11%,2.12亿_1.44%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,3753.60万_--,4077.50万_8.63%,1.89亿_363.52%,2.04亿_7.94%
MTNB,160.99万_--,154.80万_-3.84%,229.85万_48.48%,0_0,0.00元_--,0.00元_NaN%,4.49万_INF%,0_0,160.99万_--,154.80万_-3.84%,229.85万_48.48%,0_0,117.25万_--,101.63万_-13.32%,237.70万_133.89%,0_0
MTOR,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,8.53亿_--,7.28亿_-14.65%,9.22亿_26.65%,10.80亿_17.14%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,5600.00万_--,3800.00万_-32.14%,7200.00万_89.47%,1.00亿_38.89%
MTP,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
MTRN,336.10万_--,294.20万_-12.47%,387.80万_31.82%,343.40万_-11.45%,2.14亿_--,2.34亿_9.35%,3.09亿_32.05%,2.98亿_-3.56%,336.10万_--,294.20万_-12.47%,387.80万_31.82%,343.40万_-11.45%,2836.30万_--,3187.10万_12.37%,3657.80万_14.77%,3768.20万_3.02%
MTRX,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,3.64亿_--,3.60亿_-1.10%,2.92亿_-18.89%,2.93亿_0.34%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,2203.00万_--,1960.00万_-11.03%,1959.60万_-0.02%,2056.50万_4.94%
MTSC,663.10万_--,809.20万_22.03%,870.10万_7.53%,854.90万_-1.75%,1.43亿_--,2.15亿_50.35%,2.01亿_-6.51%,1.98亿_-1.49%,663.10万_--,809.20万_22.03%,870.10万_7.53%,854.90万_-1.75%,3389.70万_--,5344.20万_57.66%,5319.20万_-0.47%,5214.20万_-1.97%
MTSI,2200.20万_--,3010.90万_36.85%,3939.80万_30.85%,4622.60万_17.33%,1.13亿_--,1.53亿_35.40%,1.66亿_8.50%,1.51亿_-9.04%,2200.20万_--,3010.90万_36.85%,3939.80万_30.85%,4622.60万_17.33%,2996.30万_--,4026.40万_34.38%,4239.80万_5.30%,4228.00万_-0.28%
MTUM,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
MTW,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,5.43亿_--,3.78亿_-30.39%,4.82亿_27.51%,5.15亿_6.85%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,7780.00万_--,5240.00万_-32.65%,6660.00万_27.10%,6710.00万_0.75%
MTX,580.00万_--,590.00万_1.72%,590.00万_0.00%,520.00万_-11.86%,4.30亿_--,4.01亿_-6.74%,4.32亿_7.73%,4.47亿_3.47%,580.00万_--,590.00万_1.72%,590.00万_0.00%,520.00万_-11.86%,4470.00万_--,4220.00万_-5.59%,4790.00万_13.51%,4350.00万_-9.19%
MTZ,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,10.27亿_--,13.42亿_30.67%,16.03亿_19.45%,19.18亿_19.65%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,1.00亿_--,1.09亿_9.00%,1.23亿_12.84%,1.32亿_7.32%
MU,0_0,4.11亿_--,4.47亿_8.76%,5.67亿_26.85%,0_0,32.17亿_--,61.38亿_90.80%,84.40亿_37.50%,0_0,4.11亿_--,4.47亿_8.76%,5.67亿_26.85%,0_0,1.57亿_--,1.93亿_22.93%,2.15亿_11.40%
MUB,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
MUC,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
MUFG,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
MUI,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
MUNI,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
MUR,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,6.54亿_--,4.82亿_-26.30%,5.42亿_12.45%,6.92亿_27.68%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,3.70亿_--,3.07亿_-17.03%,2.91亿_-5.21%,3.04亿_4.47%
MUSA,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,29.28亿_--,30.56亿_4.37%,33.80亿_10.60%,35.02亿_3.61%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,5483.70万_--,5400.40万_-1.52%,7350.00万_36.10%,6890.00万_-6.26%
MUX,0_0,0_0,1833.40万_--,3587.40万_95.67%,0_0,0_0,2435.10万_--,2646.20万_8.67%,0_0,0_0,1833.40万_--,3587.40万_95.67%,0_0,0_0,609.50万_--,785.20万_28.83%
MVF,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
MVIS,254.00万_--,360.50万_41.93%,467.90万_29.79%,676.10万_44.50%,184.60万_--,290.50万_57.37%,230.20万_-20.76%,183.30万_-20.37%,254.00万_--,360.50万_41.93%,467.90万_29.79%,676.10万_44.50%,213.90万_--,227.30万_6.26%,318.90万_40.30%,257.00万_-19.41%
MVV,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
MWA,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,-5970万_--,2.16亿_461.81%,2.27亿_5.09%,2.54亿_11.89%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,-1700万_--,2070.00万_221.76%,4200.00万_102.90%,4290.00万_2.14%
MX,1887.90万_--,1774.80万_-5.99%,1808.30万_1.89%,1853.60万_2.51%,1.52亿_--,1.80亿_18.42%,1.75亿_-2.78%,1.79亿_2.29%,1887.90万_--,1774.80万_-5.99%,1808.30万_1.89%,1853.60万_2.51%,1865.30万_--,2311.20万_23.91%,2363.10万_2.25%,1751.60万_-25.88%
MXI,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
MXIM,1.22亿_--,1.13亿_-7.38%,1.14亿_0.88%,1.12亿_-1.75%,5.83亿_--,5.66亿_-2.92%,6.02亿_6.36%,6.33亿_5.15%,1.22亿_--,1.13亿_-7.38%,1.14亿_0.88%,1.12亿_-1.75%,7615.00万_--,7402.10万_-2.80%,7717.90万_4.27%,8345.40万_8.13%
MXL,2264.00万_--,2403.50万_6.16%,3011.60万_25.30%,2966.70万_-1.49%,9894.90万_--,8713.60万_-11.94%,1.14亿_30.83%,8762.70万_-23.13%,2264.00万_--,2403.50万_6.16%,3011.60万_25.30%,2966.70万_-1.49%,1796.00万_--,1672.00万_-6.90%,2684.30万_60.54%,2520.80万_-6.09%
MXWL,506.80万_--,478.30万_-5.62%,227.80万_-52.37%,330.30万_45.00%,4983.00万_--,2640.00万_-47.02%,-1189.6万_-145.06%,-114.8万_90.35%,506.80万_--,478.30万_-5.62%,227.80万_-52.37%,330.30万_45.00%,1058.90万_--,958.60万_-9.47%,190.90万_-80.09%,213.10万_11.63%
MYC,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
MYD,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
MYE,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,1.09亿_--,1.06亿_-2.75%,1.40亿_32.08%,1.38亿_-1.43%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,3180.20万_--,2949.20万_-7.26%,3372.40万_14.35%,3497.50万_3.71%
MYGN,1870.00万_--,1950.00万_4.28%,1880.00万_-3.59%,1770.00万_-5.85%,1.90亿_--,1.73亿_-8.95%,1.99亿_15.03%,1.95亿_-2.01%,1870.00万_--,1950.00万_4.28%,1880.00万_-3.59%,1770.00万_-5.85%,9660.00万_--,9140.00万_-5.38%,1.22亿_33.48%,1.22亿_0.00%
MYI,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
MYL,1.59亿_--,1.95亿_22.64%,2.02亿_3.59%,1.49亿_-26.24%,24.75亿_--,33.31亿_34.59%,32.39亿_-2.76%,30.79亿_-4.94%,1.59亿_--,1.95亿_22.64%,2.02亿_3.59%,1.49亿_-26.24%,5.96亿_--,7.11亿_19.30%,6.60亿_-7.17%,6.33亿_-4.09%
MYN,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
MYND,--_--,20.02万_--,136.11万_579.87%,137.75万_1.20%,2.55万_3.24%,1.86万_-27.06%,3.40万_82.80%,34.19万_905.59%,--_--,20.02万_--,136.11万_579.87%,137.75万_1.20%,40.32万_166.59%,145.99万_262.08%,230.51万_57.89%,190.03万_-17.56%
MYOK,837.60万_--,1002.30万_19.66%,816.90万_-18.50%,1902.80万_132.93%,355.00万_--,3132.20万_782.31%,295.40万_-90.57%,1240.00万_319.77%,837.60万_--,1002.30万_19.66%,816.90万_-18.50%,1902.80万_132.93%,305.80万_--,434.20万_41.99%,553.10万_27.38%,1125.30万_103.45%
MYOV,0_0,0_0,1901.60万_--,4007.90万_110.76%,0_0,0_0,0.00元_--,0.00元_NaN%,0_0,0_0,1901.60万_--,4007.90万_110.76%,0_0,0_0,393.00万_--,726.80万_84.94%
MYSZ,8.40万_268.00%,22.70万_170.24%,22.10万_-2.64%,0_0,--_--,0.00元_--,0.00元_NaN%,0_0,8.40万_268.00%,22.70万_170.24%,22.10万_-2.64%,0_0,46.60万_65.25%,50.00万_7.30%,209.80万_319.60%,0_0
NAC,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
NAD,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
NAK,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
NAKD,--_--,0_0,0_0,0_0,12.66万_--,0_0,0_0,0_0,--_--,0_0,0_0,0_0,231.08万_--,0_0,0_0,0_0
NANO,780.50万_--,799.60万_2.45%,1005.80万_25.79%,1277.80万_27.04%,4268.50万_--,5915.90万_38.59%,7820.50万_32.19%,7701.60万_-1.52%,780.50万_--,799.60万_2.45%,1005.80万_25.79%,1277.80万_27.04%,1271.80万_--,1384.50万_8.86%,1475.30万_6.56%,1839.20万_24.67%
NAT,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
NATI,5666.90万_--,5746.20万_1.40%,6006.00万_4.52%,6615.10万_10.14%,3.34亿_--,3.29亿_-1.50%,3.50亿_6.38%,3.60亿_2.86%,5666.90万_--,5746.20万_1.40%,6006.00万_4.52%,6615.10万_10.14%,1.41亿_--,1.39亿_-1.42%,1.47亿_5.76%,1.44亿_-2.04%
NAV,6200.00万_--,6600.00万_6.45%,6200.00万_-6.06%,7500.00万_20.97%,24.88亿_--,20.63亿_-17.08%,25.98亿_25.93%,33.17亿_27.68%,6200.00万_--,6600.00万_6.45%,6200.00万_-6.06%,7500.00万_20.97%,2.04亿_--,1.98亿_-2.94%,2.24亿_13.13%,2.36亿_5.36%
NAVB,38.22万_--,212.72万_456.57%,174.81万_-17.82%,85.44万_-51.12%,-594.23万_--,103.18万_117.36%,39.51万_-61.71%,45.73万_15.74%,38.22万_--,212.72万_456.57%,174.81万_-17.82%,85.44万_-51.12%,-259.74万_--,208.74万_180.36%,216.32万_3.63%,144.37万_-33.26%
NAVG,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
NAVI,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
NBB,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
NBEV,--_--,0.00元_--,0.00元_NaN%,0_0,54.19万_--,1054.43万_1845.80%,1124.63万_6.66%,0_0,--_--,0.00元_--,0.00元_NaN%,0_0,22.49万_--,422.65万_1779.28%,726.18万_71.82%,0_0
NBHC,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
NBIX,2180.90万_--,2258.30万_3.55%,2561.40万_13.42%,3910.70万_52.68%,0.00元_--,0.00元_NaN%,9451.70万_INF%,1.31亿_38.60%,2180.90万_--,2258.30万_3.55%,2561.40万_13.42%,3910.70万_52.68%,893.90万_--,2366.80万_164.77%,5630.90万_137.91%,6898.00万_22.50%
NBL,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,8.59亿_--,10.10亿_17.58%,12.01亿_18.91%,11.97亿_-0.33%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,7.75亿_--,7.01亿_-9.55%,6.10亿_-12.98%,5.85亿_-4.10%
NBLX,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,3268.50万_--,4846.50万_48.28%,6807.30万_40.46%,1.37亿_101.25%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,234.80万_--,491.70万_109.41%,858.50万_74.60%,2386.20万_177.95%
NBR,935.40万_--,876.40万_-6.31%,1500.90万_71.26%,1344.40万_-10.43%,6.94亿_--,5.39亿_-22.33%,7.09亿_31.54%,7.77亿_9.59%,935.40万_--,876.40万_-6.31%,1500.90万_71.26%,1344.40万_-10.43%,2.92亿_--,2.69亿_-7.88%,2.73亿_1.49%,2.83亿_3.66%
NBRV,0_0,1295.70万_--,1324.40万_2.22%,2148.80万_62.25%,0_0,230.70万_--,112.20万_-51.37%,79.70万_-28.97%,0_0,1295.70万_--,1324.40万_2.22%,2148.80万_62.25%,0_0,409.00万_--,1015.90万_148.39%,1018.80万_0.29%
NBTB,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
NCI,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,2.33亿_--,-7231.1万_-131.03%,1.77亿_344.78%,1.93亿_9.04%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,4464.20万_--,1230.90万_-72.43%,3962.50万_221.92%,4105.70万_3.61%
NCLH,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,7.23亿_--,22.44亿_210.37%,12.50亿_-44.30%,13.81亿_10.48%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,2.61亿_--,2.76亿_5.75%,3.19亿_15.58%,3.54亿_10.97%
NCMI,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,1.36亿_--,1.43亿_5.15%,1.41亿_-1.40%,1.37亿_-2.84%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,4270.00万_--,3850.00万_-9.84%,3650.00万_-5.19%,4250.00万_16.44%
NCNA,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
NCOM,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
NCR,5500.00万_--,6600.00万_20.00%,6300.00万_-4.55%,6200.00万_-1.59%,16.80亿_--,18.02亿_7.26%,17.82亿_-1.11%,18.01亿_1.07%,5500.00万_--,6600.00万_20.00%,6300.00万_-4.55%,6200.00万_-1.59%,2.54亿_--,2.26亿_-11.02%,2.45亿_8.41%,2.73亿_11.43%
NCS,114.30万_--,59.00万_-48.38%,197.10万_234.07%,1716.40万_770.83%,4.60亿_--,4.80亿_4.35%,4.89亿_1.87%,5.74亿_17.38%,114.30万_--,59.00万_-48.38%,197.10万_234.07%,1716.40万_770.83%,8211.30万_--,8001.30万_-2.56%,8229.20万_2.85%,8852.30万_7.57%
NCSM,0_0,0.00元_--,0.00元_NaN%,0.00元_NaN%,0_0,3544.10万_--,5018.40万_41.60%,5018.80万_0.01%,0_0,0.00元_--,0.00元_NaN%,0.00元_NaN%,0_0,1803.70万_--,2525.10万_40.00%,2485.40万_-1.57%
NCV,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
NCZ,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
NDAQ,0.00元_--,0.00元_NaN%,--_--,--_--,8.65亿_--,9.72亿_12.37%,9.69亿_-0.31%,11.36亿_17.23%,0.00元_--,0.00元_NaN%,--_--,--_--,5.58亿_--,2.57亿_-53.94%,7500.00万_-70.82%,1.08亿_44.00%
NDLS,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,0_0,1.17亿_7.34%,1.29亿_10.26%,1.13亿_-12.40%,0_0,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,0_0,1705.30万_10.69%,-1.31亿_-868.19%,-1.36亿_-3.82%,0_0
NDP,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
NDRA,27.07万_--,15.90万_-41.26%,136.00万_755.35%,105.10万_-22.72%,25.50万_--,51.56万_102.20%,6850.00元_-98.67%,0.00元_-100.00%,27.07万_--,15.90万_-41.26%,136.00万_755.35%,105.10万_-22.72%,31.33万_--,43.96万_40.31%,94.03万_113.90%,95.18万_1.22%
NDSN,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,4.46亿_--,5.09亿_14.13%,5.74亿_12.77%,5.69亿_-0.87%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,1.48亿_--,1.64亿_10.81%,1.87亿_14.02%,1.93亿_3.21%
NE,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,7.67亿_--,4.10亿_-46.54%,3.30亿_-19.51%,3.10亿_-6.06%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,1.76亿_--,1.70亿_-3.41%,1.60亿_-5.88%,1.29亿_-19.38%
NEA,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
NEAR,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
NEE,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,40.69亿_--,36.81亿_-9.54%,39.88亿_8.34%,43.76亿_9.73%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,7.49亿_--,8.58亿_14.55%,-2.19亿_-125.52%,10.92亿_598.63%
NEM,3900.00万_--,2900.00万_-25.64%,4400.00万_51.72%,4600.00万_4.55%,14.52亿_--,17.58亿_21.07%,19.35亿_10.07%,20.48亿_5.84%,3900.00万_--,2900.00万_-25.64%,4400.00万_51.72%,4600.00万_4.55%,3.71亿_--,3.76亿_1.35%,3.89亿_3.46%,3.99亿_2.57%
NEO,185.60万_--,93.00万_-49.89%,55.60万_-40.22%,52.60万_-5.40%,2727.90万_--,4821.50万_76.75%,6142.10万_27.39%,7647.50万_24.51%,185.60万_--,93.00万_-49.89%,55.60万_-40.22%,52.60万_-5.40%,1558.80万_--,1394.20万_-10.56%,2250.10万_61.39%,3376.30万_50.05%
NEOG,233.20万_--,224.80万_-3.60%,229.80万_2.22%,195.40万_-14.97%,7861.10万_--,9007.90万_14.59%,9884.70万_9.73%,1.09亿_10.27%,233.20万_--,224.80万_-3.60%,229.80万_2.22%,195.40万_-14.97%,2074.40万_--,2398.00万_15.60%,2572.00万_7.26%,2777.60万_7.99%
NEOS,272.60万_14.59%,360.20万_32.13%,178.40万_-50.47%,0_0,165.90万_280.50%,350.30万_111.15%,778.70万_122.30%,0_0,272.60万_14.59%,360.20万_32.13%,178.40万_-50.47%,0_0,548.90万_476.58%,1268.60万_131.12%,1489.00万_17.37%,0_0
NEP,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,1.53亿_--,2.16亿_41.18%,1.97亿_-8.80%,1.56亿_-20.81%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,5200.00万_--,7400.00万_42.31%,5700.00万_-22.97%,5100.00万_-10.53%
NEPT,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
NERV,625.93万_--,649.87万_3.82%,654.10万_0.65%,900.76万_37.71%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,625.93万_--,649.87万_3.82%,654.10万_0.65%,900.76万_37.71%,193.49万_--,273.86万_41.54%,299.15万_9.23%,461.99万_54.43%
NETE,0.00元_--,0.00元_NaN%,0.00元_NaN%,0_0,1511.31万_--,1532.33万_1.39%,1546.07万_0.90%,0_0,0.00元_--,0.00元_NaN%,0.00元_NaN%,0_0,743.43万_--,685.79万_-7.75%,645.57万_-5.86%,0_0
NETS,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
NEV,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
NEWM,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,3.34亿_--,3.34亿_0.00%,3.94亿_17.96%,4.16亿_5.58%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,1.34亿_--,1.27亿_-5.22%,1.49亿_17.32%,1.58亿_6.04%
NEWR,736.50万_--,1500.90万_103.79%,1596.70万_6.38%,1964.60万_23.04%,3338.80万_--,5249.20万_57.22%,7333.60万_39.71%,9844.80万_34.24%,736.50万_--,1500.90万_103.79%,1596.70万_6.38%,1964.60万_23.04%,3392.30万_--,4615.50万_36.06%,5850.50万_26.76%,6995.10万_19.56%
NEWT,0.00元_--,0.00元_NaN%,0.00元_NaN%,0_0,867.60万_--,909.70万_4.85%,1041.60万_14.50%,0_0,0.00元_--,0.00元_NaN%,0.00元_NaN%,0_0,685.00万_--,1484.40万_116.70%,1591.50万_7.22%,0_0
NEXA,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
NFBK,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
NFE,0_0,0_0,0.00元_--,0_0,0_0,0_0,2145.10万_--,0_0,0_0,0_0,0.00元_--,0_0,0_0,0_0,1290.90万_--,0_0
NFEC,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
NFG,0_0,0_0,0.00元_--,0.00元_NaN%,0_0,0_0,2.87亿_--,2.89亿_0.70%,0_0,0_0,0.00元_--,0.00元_NaN%,0_0,0_0,5538.30万_--,6315.90万_14.04%
NFJ,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
NFLX,0_0,2.25亿_--,2.47亿_9.78%,3.32亿_34.41%,0_0,24.78亿_--,32.86亿_32.61%,41.87亿_27.42%,0_0,2.25亿_--,2.47亿_9.78%,3.32亿_34.41%,0_0,4.44亿_--,5.79亿_30.41%,9.06亿_56.48%
NFX,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,0_0,3.62亿_-29.98%,4.15亿_14.64%,5.09亿_22.65%,0_0,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,0_0,2.60亿_-10.96%,1.61亿_-38.08%,1.76亿_9.32%,0_0
NG,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,418.20万_--,404.70万_-3.23%,463.90万_14.63%,450.40万_-2.91%
NGD,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
NGG,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
NGHC,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
NGL,0_0,0.00元_--,0.00元_NaN%,0.00元_NaN%,0_0,23.25亿_--,38.48亿_65.51%,51.15亿_32.93%,0_0,0.00元_--,0.00元_NaN%,0.00元_NaN%,0_0,7787.90万_--,9141.80万_17.38%,9204.70万_0.69%
NGS,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,0_0,2575.50万_-4.97%,1670.30万_-35.15%,1666.00万_-0.26%,0_0,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,0_0,837.60万_2.58%,761.40万_-9.10%,764.90万_0.46%,0_0
NGVC,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,1.62亿_--,1.81亿_11.73%,1.99亿_9.94%,2.18亿_9.55%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,1.37亿_--,473.90万_-96.54%,514.20万_8.50%,516.10万_0.37%
NGVT,1740.00万_--,440.00万_-74.71%,520.00万_18.18%,520.00万_0.00%,2.00亿_--,2.11亿_5.50%,2.29亿_8.53%,2.79亿_21.83%,1740.00万_--,440.00万_-74.71%,520.00万_18.18%,520.00万_0.00%,440.00万_--,2560.00万_481.82%,2790.00万_8.98%,3590.00万_28.67%
NHF,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
