0,-4.514123993495326e-10
1,-4.2751290281841693e-10
2,-4.0430760521741223e-10
3,-3.817792414400733e-10
4,-3.5991070998606274e-10
5,-3.38685074451929e-10
6,-3.1808556212164357e-10
7,-2.980955648068575e-10
8,-2.786986383590106e-10
9,-2.5987850331985266e-10
10,-2.4161904399987166e-10
11,-2.2390430975223127e-10
12,-2.067185132922575e-10
13,-1.9004603229663686e-10
14,-1.7387140848184462e-10
15,-1.582713552231163e-10
16,-1.430439902812275e-10
17,-1.2826918189710532e-10
18,-1.1393212819032529e-10
19,-1.0001819118472637e-10
20,-8.651289740472211e-11
21,-7.340193771267038e-11
22,-6.06711670378228e-11
23,-4.830660459316516e-11
24,-3.629443428199326e-11
25,-2.462100355950063e-11
26,-1.3272825059081755e-11
27,-2.2365748033985333e-12
28,8.50090595247606e-12
29,1.895261267262187e-11
30,2.9131375968178413e-11
31,3.9049862139445973e-11
32,4.872057325720075e-11
33,5.8155847027169597e-11
34,6.736785738634121e-11
35,7.636861344586902e-11
36,8.51699601958026e-11
37,9.378357831535226e-11
38,1.0222098417288911e-10
39,1.1049352996147024e-10
40,1.1861240340068323e-10
41,1.2658862830585219e-10
42,1.344330638290963e-10
43,1.4215640492011572e-10
44,1.4976918257013708e-10
45,1.5728176261929107e-10
46,1.6470434792501681e-10
47,1.7204697586839686e-10
48,1.7931952019730087e-10
49,1.8657445819423094e-10
50,1.9373552450339428e-10
51,2.008551976541255e-10
52,2.07942693012525e-10
53,2.1500706163385397e-10
54,2.2205719064200512e-10
55,2.2910180241635103e-10
56,2.36149455486211e-10
57,2.432085439074347e-10
58,2.502872972352972e-10
59,2.5739378131054563e-10
60,2.645358969041462e-10
61,2.71721380991222e-10
62,2.7895780637158217e-10
63,2.862525814799864e-10
64,2.9361294997956935e-10
65,3.0104599198156785e-10
66,3.085586228526987e-10
67,3.1611209342415764e-10
68,3.2380341916343584e-10
69,3.315940566561964e-10
70,3.394902655436821e-10
71,3.4749814066840565e-10
72,3.5562361280598587e-10
73,3.6387244839409735e-10
74,3.7225024974931083e-10
75,3.8076245476893755e-10
76,3.894143369039243e-10
77,3.982110054841139e-10
78,4.07157405989296e-10
79,4.162583186939541e-10
80,4.2551836056461956e-10
81,4.3494198314567717e-10
82,4.445334749988202e-10
83,4.5429695948043594e-10
84,4.642363958800178e-10
85,4.743555794743757e-10
86,4.846581407957993e-10
87,4.951475466620503e-10
88,5.058270989295299e-10
89,5.166999357672161e-10
90,5.277690306537772e-10
91,5.39037193190723e-10
92,5.50507068235043e-10
93,5.621811367665687e-10
94,5.740617149121909e-10
95,5.861509556534788e-10
96,5.984508459806488e-10
97,6.109632103620116e-10
98,6.236897076268913e-10
99,6.366318332153443e-10
100,6.497909177958019e-10
101,6.632484092375466e-10
102,6.768460540575606e-10
103,6.906636690242728e-10
104,7.047019270206567e-10
105,7.189613362393755e-10
106,7.33442240968829e-10
107,7.481448208071072e-10
108,7.63069091691982e-10
109,7.782149045185496e-10
110,7.935819464131681e-10
111,8.091697403268816e-10
112,8.249776442764787e-10
113,8.410048523202745e-10
114,8.572503950731065e-10
115,8.737131371313548e-10
116,8.903917805965986e-10
117,9.072848619043252e-10
118,9.243907539652294e-10
119,9.417076652978515e-10
120,9.591287042473758e-10
121,9.768603967722465e-10
122,9.947967623540489e-10
123,1.0129353528371722e-09
124,1.0312735567580538e-09
125,1.0498085972580895e-09
126,1.0685375340894077e-09
127,1.087457262340932e-09
128,1.1065645127365364e-09
129,1.1258558520416215e-09
130,1.1453276821686478e-09
131,1.1649762417492281e-09
132,1.1847976036946737e-09
133,1.2047876781775494e-09
134,1.2249422100024839e-09
135,1.2452567800698422e-09
136,1.2657268050233605e-09
137,1.2863475368706748e-09
138,1.307114064175944e-09
139,1.328021310108285e-09
140,1.3490640343120225e-09
141,1.3702368319851166e-09
142,1.3915341342315285e-09
143,1.4129502070854387e-09
144,1.4344791533543906e-09
145,1.456114910830357e-09
146,1.477851253265522e-09
147,1.4996817900741252e-09
148,1.5215999666035127e-09
149,1.5435990635107207e-09
150,1.5656721977111519e-09
151,1.5878123210233235e-09
152,1.6100122219578003e-09
153,1.632264524172207e-09
154,1.654694527095579e-09
155,1.6770290434933634e-09
156,1.6993927994413821e-09
157,1.7217777603510155e-09
158,1.7441757275667505e-09
159,1.7665783384203902e-09
160,1.7889770654179026e-09
161,1.8113632171338871e-09
162,1.8337279379947342e-09
163,1.856062207492579e-09
164,1.878356841648974e-09
165,1.9006024917680563e-09
166,1.922789644626284e-09
167,1.9449086237192676e-09
168,1.96694958652416e-09
169,1.988902528402784e-09
170,2.0107572782919296e-09
171,2.0325035024980603e-09
172,2.054002341773725e-09
173,2.075500657894736e-09
174,2.0968585242437093e-09
175,2.118064950480062e-09
176,2.1391087816000076e-09
177,2.159978698885231e-09
178,2.1806632187373713e-09
179,2.20115069357249e-09
180,2.2214293112247582e-09
181,2.2414870959764494e-09
182,2.2613119071213713e-09
183,2.2808914394798624e-09
184,2.300213224781149e-09
185,2.319264629034156e-09
186,2.3380328549127503e-09
187,2.356504940319174e-09
188,2.3746677593598255e-09
189,2.392508021369479e-09
190,2.410012271588909e-09
191,2.427166890893841e-09
192,2.443958096147317e-09
193,2.460371939522069e-09
194,2.47639430931367e-09
195,2.492010929235804e-09
196,2.5072073588810508e-09
197,2.5219689933956256e-09
198,2.5362810639672703e-09
199,2.5501286368765762e-09
200,2.5634966147167117e-09
201,2.5763697359326362e-09
202,2.5887325738724234e-09
203,2.600569538386459e-09
204,2.611864874336664e-09
205,2.6226026633854264e-09
206,2.632825572628731e-09
207,2.642396292604817e-09
208,2.651360624268944e-09
209,2.65970199046805e-09
210,2.6674036499279696e-09
211,2.6744486970094877e-09
212,2.6808200613559745e-09
213,2.6865005090046922e-09
214,2.691472641329698e-09
215,2.695718895421315e-09
216,2.6992215443029724e-09
217,2.701962696497525e-09
218,2.703924296054358e-09
219,2.705088123199908e-09
220,2.7054357940666136e-09
