0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264
2005-12-31,0.635,0.631,0.13,3.97,1.24,16.01,1.472,77565300000,48929000000,0,0,0,0,0,822439000,0,0,0,0,0,0,0,37744500000,0,445996000,0,5588330000,52201200,0,4061.94,0,0,230708000,0,0,16202300,2890960000,0,0,573067000000,0,0,0,0,0,213505000,2115130000,2245990000,0,0,0,0,0,0,0,15000000000,0,0,0,0,0,0,557541000000,3915000000,4869400000,2917240000,0,524290000,0,0,0,15525900000,573067000000,14230900000,10005500000,1051300000,0,5758470000,0,0,3195740000,0,1706440000,0,118742000,4225430000,0,19917600,14457000,0,0,4230890000,1745470000,0,2485420000,2485420000,0,0,0,1878050000,127309000000,0,1334260000,3141580000,11816300000,98337400000,28971500000,8112750000,1357970000,0,0,11681600,9482410000,1331780000,48680700000,0,0,50012500000,-40530100000,0,0,0,9000000000,0,761608000,0,761608000,8238390000,0,0,-3320180000,59990400000,56670300000,2485420000,3195740000,554764000,53447700,0,-2602720,0,0,0,-1270730000,-667792000,0,0,-181279000,1595340000,0,5762310000,0,0,0,56670300000,59990400000,0,0,-3320180000,0,0,0,0,0,0,0,3645.2,36.91,2.78,14.91,0,0,0,0,0,0,0,0,0,0,0,0,0,24.71,28.78,14.919,20.596,25.802,17.206,39.72,0,0,0,62.13,29.69,0,0,16.01,2.551,17.46,0.483,0,29.69,0,0,0,2471430000,4230890000,4839100000,0,97.29,0,0,0,0.975,0,0,2.7,16.72,1.47,0,1268.12,0,20.36,218.97,-0.1131,0,5.196,1165.66,5.056,3733780000,1398010000,713735000,0,10056100000,-26016500000,2009360000,-13950600000,3915000000,900000000,0,0,201923,274500000,164703000,1460740000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2006-03-31,0.169,0,0.17,4.01,1.24,4.23,-0.263,61575900000,66899100000,0,0,0,0,0,985157000,0,0,0,0,0,0,0,8250810000,0,30643800000,0,5496310000,57117000,0,34666.3,0,0,222003000,0,0,21982800,3139190000,0,0,599443000000,0,0,0,0,0,229668000,2811720000,2567020000,0,0,0,0,0,0,0,15000000000,0,0,0,0,0,0,583764000000,3915000000,4869400000,2917240000,0,678008000,0,0,0,15679600000,599443000000,3916520000,2799730000,299723000,0,1452890000,0,0,1047120000,0,404285000,0,29071700,1116790000,0,1653240,1038070,0,0,1117400000,454734000,0,662669000,662669000,0,0,0,-1822020000,30490000000,0,323717000,785394000,-3712710000,31519600000,-1029520000,729907000,189981000,0,0,0,919888000,43865600,18531200000,0,0,18575100000,-17655200000,0,0,0,0,0,0,0,0,0,0,0,-18684700000,56670300000,37985500000,662669000,1047120000,150359000,12526100,0,0,0,0,0,-285217000,-94740400,0,0,-203380000,371261000,0,1660600000,0,0,0,37985500000,56670300000,0,0,-18684700000,0,0,0,0,0,0,0,3776.54,38.23,2.69,11.49,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,28.98,0.99,-1.647,4.603,17.53,43.19,0,0,0,63.76,28.51,0,0,4.23,0.419,16.92,0.113,0,28.51,0,0,0,0,1117400000,1280290000,0,97.38,0,0,0,0.917,0,0,2.61,12.43,-0.26,0,-156.37,0,-2.63,26.93,-0.6366,0,-0.176,-155.36,-0.172,3916520000,1116790000,662669000,0,-1029520000,-17655200000,0,-18684700000,3915000000,900000000,0,0,183893,0,149948000,1460740000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2006-06-30,0.408,0.403,0.45,4.359,1.31,9.37,-2.255,74813800000,63397100000,0,0,0,0,0,1341030000,0,0,0,0,0,0,37686500000,0,0,445249000,0,5551510000,14717500,0,-242519,0,0,217414000,0,0,25500500,2984420000,0,0,630232000000,0,0,0,0,0,253558000,1517810000,2574250000,0,0,0,0,0,0,0,17600000000,0,0,0,0,0,0,613166000000,3915000000,5117310000,2953760000,0,1780250000,0,0,0,17066300000,630232000000,8610550000,6005420000,632771000,0,3116200000,0,0,2256450000,0,15244600,0,0,2605130000,0,31209300,2737960,0,0,2633600000,1034360000,0,1599240000,1599240000,0,0,0,-1756120000,66770700000,0,995201000,2612750000,-4464390000,61409300000,5361310000,0,17049700,0,0,1888320,18938000,259989000,0,0,14188400000,14448400000,-14429400000,0,0,0,2600000000,0,755223000,0,755223000,1844780000,0,0,-7223350000,56670300000,49446900000,1599240000,2137250000,318426000,45582900,0,-29253000,0,0,0,-104218000,-315155000,0,0,-25018400,177149000,0,3804010000,0,0,0,49446900000,56670300000,0,0,-7223350000,0,0,0,0,0,0,0,3639.2,36.93,2.78,13.11,0,0,0,0,0,0,0,0,0,0,0,0,0,21.44,30.83,6.869,-0.659,9.888,-75.477,33.52,0,0,0,70.25,30.26,0,0,9.37,0.016,18.57,0.266,0,30.26,0,0,0,1575860000,2633600000,2997610000,0,97.29,0,0,0,0.881,0,0,2.69,14.39,-2.26,0,219.59,0,6.23,71.42,-0.2461,0,0.874,335.24,0.851,4694030000,1488340000,936574000,0,6390820000,3225760000,0,11461400000,3915000000,1170000000,0,0,189281,890192000,205053000,1793540000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2006-09-30,0.63,0,0.67,4.57,1.3,13.71,-2.867,70529300000,54842400000,0,0,0,0,0,1334250000,0,0,0,0,0,0,37189300000,0,0,444557000,0,5487550000,88460600,0,-325750,0,0,208032000,0,0,56756600,3045600000,0,0,637935000000,0,0,0,0,0,275963000,1590790000,2621960000,0,0,0,0,0,0,0,17600000000,0,0,0,0,0,0,620044000000,3915000000,5087910000,2953760000,0,2634550000,0,0,0,17891200000,637935000000,13438300000,9371310000,990900000,0,4918120000,0,0,3462290000,0,132281000,0,0,4066970000,0,40013200,7573110,0,0,4099410000,1645870000,0,2453540000,2453540000,0,0,0,-1429640000,81707800000,0,1431030000,3540910000,4328540000,92930500000,-11222700000,0,23039400,0,0,2562590,25602000,317659000,0,0,5168320000,5485980000,-5460370000,0,0,0,2600000000,0,1288570000,0,1288570000,1311430000,0,0,-15371600000,56670300000,41298600000,2453540000,3283500000,482449000,68743200,0,-29510300,0,0,0,-153024000,-376337000,0,0,-158730000,1073360000,0,6643980000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3506.4,35.66,2.89,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,24.2,30.81,12.034,-1.803,11.231,65.805,36.36,0,0,0,69.38,30.26,0,0,13.71,0.147,18.26,0.405,0,30.26,0,0,0,0,4099410000,4650600000,0,97.2,0,0,0,0.86,0,0,2.79,13.34,-2.87,0,-302.47,0,-8.35,57.63,-0.5237,0,-1.81,-457.409,-1.759,4827730000,1461840000,854296000,0,-16584000000,8969060000,-533345000,-8148280000,3915000000,1170000000,0,0,150638,890192000,237050000,1793540000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2006-12-31,0.77,0.76,0.24,5.673,2.43,13.57,4.87,111748000000,49018200000,0,0,0,0,0,1390250000,0,0,0,0,0,0,35656100000,0,0,443299000,0,5704810000,11691400,0,387,0,0,226933000,0,0,21363600,3408120000,0,0,689344000000,0,0,0,0,0,340510000,2870760000,2682370000,0,0,0,0,0,0,0,17600000000,0,0,0,0,0,0,664638000000,4354880000,10563400000,3959670000,0,1038130000,0,0,0,24706100000,689344000000,18904300000,12948600000,1360300000,0,7637510000,0,0,3950820000,0,265937000,0,0,11289600000,0,77386800,21769700,0,0,6034050000,2681030000,0,3353030000,3353030000,0,0,0,-1794280000,131111000000,0,2381530000,4097010000,-2199940000,112153000000,18957600000,2234110000,22789800,0,0,11880900,2268780000,795334000,0,0,0,795334000,1473450000,5908000000,0,0,8508000000,0,1053150000,0,1053150000,7454850000,0,0,27885900000,56670300000,84556200000,3353030000,3706630000,657932000,63638400,0,-56266300,0,0,0,-234685000,-728025000,0,0,-14046600,3512500000,0,10260700000,0,0,0,84556200000,56670300000,0,0,27885900000,0,0,0,0,0,0,0,2715.11,27.9,3.72,17.67,0,0,0,0,0,0,0,0,0,0,0,0,0,29.76,31.08,54.709,2.084,20.195,143.763,160.5,0,0,0,67.06,59.72,0,0,13.57,0.253,17.74,0.531,0,31.5,0,0,0,3308900000,6034050000,6755620000,0,96.42,0,0,0,0.828,0,0,3.61,20.49,4.87,0,350.86,0,10.03,110.22,0.95,0,2.852,565.388,2.75,5466010000,7222600000,899488000,0,30180300000,6933820000,6143420000,43257500000,4354880000,1332260000,0,0,79002,1026570000,292452000,2051730000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2007-03-31,0.225,0,0.46,5.898,2.43,3.81,0.61,94447000000,21309000000,0,0,0,0,0,1365310000,0,0,0,0,0,0,66788300000,0,0,726891000,0,5596380000,12191000,0,24736.8,0,0,235919000,0,0,17150800,3760020000,0,0,704127000000,0,0,0,0,0,344619000,3771760000,2588760000,0,0,0,0,0,0,0,17600000000,0,0,0,0,0,0,678440000000,4354880000,10566100000,3959670000,0,2016420000,0,0,0,25687100000,704127000000,5285080000,3599520000,379936000,0,1798510000,0,0,1421070000,0,2898960,0,0,1685560000,0,690173,1790860,0,0,1684460000,706176000,0,978286000,978286000,0,0,0,3002540000,21322200000,0,1216040000,800178000,-2920730000,41996800000,-20674600000,0,0,0,0,339360,339360,66056600,284287000,0,3422990000,3773330000,-3773000000,0,0,0,0,0,0,0,0,0,0,0,-24447600000,84556200000,60108600000,978286000,1361270000,168590000,13942700,0,100378,0,0,0,33279100,351898000,0,0,-495099000,233506000,0,2645770000,0,0,0,60108600000,84556200000,0,0,-24447600000,0,0,0,0,0,0,0,2665.66,27.41,3.79,14.75,0,0,0,0,0,0,0,0,0,0,0,0,0,29.55,33.64,3.97,-1.901,2.144,0,38.12,0,0,0,77.32,31.89,0,0,3.81,0.003,18.51,0.14,0,31.89,0,0,0,0,1684460000,1866990000,0,96.35,0,0,0,0.795,0,0,3.68,16.56,0.61,0,-1270.75,0,-39.12,36.19,-0.8329,0,-3.047,-2113.35,-2.936,5285080000,1685560000,978286000,0,-20674600000,-3773000000,0,-24447600000,4354880000,1332260000,0,0,63123,0,268040000,2051730000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2007-06-30,0.586,0.779,0.68,5.996,2.31,9.78,6.25,113511000000,15944300000,0,0,0,0,0,1403980000,0,0,0,0,0,0,78590900000,0,0,747037000,0,5154300000,4183240,0,0,0,0,226236000,0,0,398682000,2613770000,0,0,769854000000,0,0,0,0,0,4023600000,2507880000,3198130000,0,0,0,0,0,0,0,17600000000,0,0,0,0,0,0,743743000000,4354880000,10059400000,3962270000,0,2944740000,0,0,0,26111300000,769854000000,11612900000,6111990000,828586000,0,3563790000,0,0,1633370000,-64157200,31128400,13355300,-34216400,5500900000,0,8082800,12091400,0,0,5496890000,2943100000,0,2553790000,2553790000,0,0,0,0,120289000000,0,0,0,0,93069200000,27219500000,12809500000,0,0,0,6610430,12834000000,143531000,0,0,0,57166000000,-44332000000,0,0,0,0,0,0,0,408402000,-408402000,0,0,-17520900000,0,0,2553790000,1525370000,0,28779500,83510100,-580483,0,0,0,-95855500,0,998941000,0,-56878700000,78687300000,0,27219500000,0,0,0,0,0,0,0,-17520900000,0,0,0,0,0,0,0,2873.25,29.48,3.51,15.96,0,0,0,0,0,0,0,0,0,0,0,0,0,34.8,59.26,5.626,-2.653,11.677,45.862,110.81,0,0,0,125.15,47.37,0,0,9.78,0.035,21.99,0.35,0,47.37,0,0,0,3393540000,5496890000,5609180000,0,96.61,0,0,0,0.67,0,0,3.42,18.23,6.25,0,508.33,0,23.44,127.82,-0.5969,0,3.66,1065.85,3.536,6327810000,3815340000,1575510000,0,47894100000,-40559000000,0,6926670000,4354880000,3260610000,0,0,55839,1026570000,1052440000,2126030000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2007-09-30,0.9,1.09,0.99,6.29,2.29,14.31,12.16,140598000000,10252800000,0,0,0,0,0,1658090000,0,0,0,0,0,0,82845100000,0,0,862022000,0,7577130000,0,0,0,0,0,236254000,0,0,0,3288480000,0,0,844416000000,0,0,0,0,0,4152300000,2819860000,3847680000,0,0,0,0,0,0,0,11600000000,0,0,0,0,0,0,817007000000,4354880000,9986950000,3962270000,0,4314060000,0,0,0,27408200000,844416000000,18310400000,10237700000,1315550000,0,6172040000,0,0,2625910000,-68591900,57756900,0,-37304400,8072650000,0,34257300,17906100,0,0,8089000000,4165900000,0,3923100000,3923100000,0,0,0,177866000000,177866000000,0,2164090000,5922130000,116832000000,124918000000,52947600000,17208200000,17793100,0,0,8797780,17234800000,179794000,70960900000,0,0,71140700000,-53905900000,0,0,0,0,0,590028000,0,590028000,-590028000,0,0,-1548310000,84556200000,83007800000,3923100000,2508250000,389483000,179809000,134423000,-2709880,0,50794100,0,-112587000,119641000,0,0,154184000000,-108427000000,0,52947600000,0,0,0,83007800000,84556200000,0,0,-1548310000,0,0,0,0,0,0,0,3006.81,30.81,3.35,18.14,0,0,0,0,0,0,0,0,0,0,0,0,0,35.13,59.45,10.873,43.105,22.493,93.031,98.16,0,0,0,108.03,44.09,0,0,14.31,0.064,21.43,0.512,0,44.09,0,0,0,0,8089000000,8792720000,0,96.75,0,0,0,0.897,0,0,3.29,21.42,12.16,0,682.02,0,28.92,25.55,-0.0527,0,6.481,1349.64,6.27,6697460000,2571750000,1369310000,0,25728100000,-9573890000,-181626000,15972600000,4354880000,3260610000,0,0,60160,1026570000,1026850000,2089890000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2007-12-31,1.263,1.505,0.6,6.498,2.14,19.43,12.728,145235000000,3816220000,0,0,0,0,0,2195430000,0,0,0,0,0,0,88784100000,0,0,853856000,0,5507020000,29018800,0,0,0,0,239585000,0,0,524032000,2894600000,0,0,914980000000,0,0,0,0,0,6291060000,3739170000,4293980000,0,0,0,0,0,0,0,23600000000,0,0,0,0,0,0,886682000000,4354880000,9300990000,5611900000,0,2630100000,0,0,0,28297900000,914980000000,25876400000,15113700000,1854220000,0,9538620000,0,0,3474370000,-212863000,54137500,27328900,-50365900,10762700000,0,30320600,34763600,0,0,10758300000,5259530000,0,5498780000,5498780000,0,0,0,0,222887000000,0,0,0,0,167460000000,55426800000,33609200000,0,0,0,53252700,33682200000,896985000,0,0,0,111743000000,-78060400000,0,0,0,10224900000,0,0,0,1288510000,8936390000,0,0,-13697200000,0,0,5498780000,3244120000,0,62997100,187352000,-5151360,0,0,0,1001540000,0,0,0,-170406000000,214139000000,0,55426800000,0,0,0,0,0,0,0,-13697200000,0,0,0,0,0,0,0,3160.15,32.33,3.19,17,0,0,0,0,0,0,0,0,0,0,0,0,0,36.7,63.85,14.472,4.008,32.729,179.078,79.94,0,0,0,94.43,41.59,0,0,19.43,0.061,21.25,0.685,0,41.59,0,0,0,6554850000,10758300000,11008700000,0,96.91,0,0,0,0.602,0,0,3.09,19.59,12.73,0,533.37,0,21.42,358.29,-0.4667,0,6.251,1007.98,6.058,7566080000,2690090000,1575670000,0,2479150000,-24154500000,9526420000,-12148900000,4354880000,3538230000,0,0,63832,1026570000,1247270000,2063920000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2008-03-31,0.65,0.65,1.09,7.21,2.37,8.95,-1.09,144728000000,2989020000,0,0,0,0,0,2751400000,0,0,0,0,0,0,10957900000,85989700000,0,870200000,0,5404450000,33775700,0,0,0,0,228137000,0,0,491003000,2984470000,0,0,950032000000,0,0,0,0,0,4806760000,4920460000,5414050000,0,0,0,0,0,0,0,23600000000,0,0,0,0,0,0,918613000000,4354880000,10307300000,5611900000,0,4744940000,0,0,0,31419000000,950032000000,8037930000,4342000000,586069000,0,2708390000,0,0,1003040000,-12126800,19877300,19134600,6893840,3695940000,0,4221120,9505030,0,0,3690650000,879027000,0,2811630000,2811630000,0,0,0,1748260000,53450600000,0,2100560000,750654000,7135630000,58185100000,-4734470000,19958600000,0,0,0,2291580,19960900000,61959700,27317700000,0,0,27379600000,-7418730000,0,0,0,0,0,0,0,0,0,0,0,-12153200000,70858900000,58705700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2945.13,30.24,3.42,16.34,0,0,0,0,0,0,0,0,0,0,0,0,0,52,186.55,11.03,-1.862,3.831,584.733,118.89,0,0,0,112.03,45.98,0,0,8.95,0.02,34.98,0.302,0,45.98,0,0,0,0,3690650000,3690650000,0,96.69,0,0,0,0.569,0,0,3.32,18.7,-1.09,0,-130.12,0,-5.89,0,-0.414,0,-0.515,-168.389,-0.498,8037930000,3695940000,2811630000,0,-4734470000,-7418730000,0,-12153200000,4354880000,3538230000,0,0,123573,0,1235980000,2063920000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2008-06-30,1.126,1.127,1.24,6.113,1.75,18.42,3.857,167223000000,28848000,0,0,0,0,0,3628650000,0,0,0,0,0,0,13419600000,92781300000,0,907105000,0,5411640000,39920900,0,0,0,0,213840000,0,0,494731000,3251410000,0,0,1002610000000,0,0,0,0,0,7289420000,3188230000,7247080000,0,0,0,0,0,0,0,23600000000,0,0,0,0,0,0,968003000000,5661350000,9932190000,5611900000,0,7001640000,0,0,0,34607100000,1002610000000,16706100000,8295920000,1241320000,0,5755850000,0,0,1210690000,116704000,77485900,42068000,48259800,8410220000,0,7286550,22172100,0,0,8395330000,2020540000,0,6374790000,6374790000,0,0,0,10259200000,141718000000,0,2816770000,4382160000,2672440000,119882000000,21836100000,35759000000,35345700,0,0,4103710,35798500000,230652000,52475900000,0,0,52706600000,-16908100000,0,0,0,0,0,1182800000,0,1182800000,-1182800000,0,0,3745220000,70858900000,74604100000,6374790000,1108590000,300421000,36410100,97006400,4923370,0,-116704000,0,288600000,-570361000,0,0,-67878200000,82190600000,0,21836100000,0,0,0,74604100000,70858900000,0,0,3745220000,0,0,0,0,0,0,0,2814.52,28.97,3.58,17.83,0,0,0,0,0,0,0,0,0,0,0,0,0,43.86,149.62,22.296,-1.732,9.577,148.924,52.89,0,0,0,119.98,50.34,0,0,18.42,0.077,38.16,0.665,0,50.34,0,0,0,6377550000,8395330000,8829170000,0,96.55,0,0,0,0.54,0,0,3.46,20.76,3.86,0,274.28,0,13.07,53.17,0.1276,0,2.256,342.538,2.178,8668200000,4714280000,3563160000,0,26570600000,-9489350000,0,15898400000,5661350000,5012170000,0,0,179310,1334540000,2016510000,2665690000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2008-09-30,1.74,1.74,1.85,6.73,1.76,25.84,10.94,181973000000,28876000,0,0,0,0,0,3921870000,0,0,0,0,0,0,22895100000,102454000000,0,925223000,0,5707010000,40039700,0,0,0,0,212782000,0,0,504191000,3503100000,0,0,1115460000000,0,0,0,0,0,8278360000,3865440000,7865470000,0,0,0,0,0,0,0,16600000000,0,0,0,0,0,0,1077360000000,5661350000,9953120000,5611900000,0,10470800000,0,0,0,38097200000,1115460000000,25707400000,12747600000,1934500000,0,9043090000,0,0,1669150000,255609000,95162600,0,111970000,12959900000,0,11234500,25605000,0,0,12945500000,3101540000,0,9843970000,9843970000,0,0,0,13469200000,222338000000,0,4036100000,5750090000,14661700000,160402000000,61936100000,46335300000,35345700,0,0,17525000,46388200000,717592000,82465400000,0,0,83183000000,-36794800000,0,0,0,0,7000000000,1364100000,0,8364100000,-8364100000,0,0,16777200000,70858900000,87636100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2843.8,29.28,3.54,17.42,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4,150.92,34.629,3.632,21.91,64.764,60.54,0,0,0,117.93,50.41,0,0,25.84,0.087,38.29,0.97,0,50.41,0,0,0,0,12945500000,12945500000,0,96.59,0,0,0,0.512,0,0,3.46,20.4,10.94,0,503.4,0,24.09,0,0.5716,0,5.749,629.178,5.553,9001310000,4549660000,3469180000,0,40100000000,-19886800000,-7181300000,13032000000,5661350000,5012170000,0,0,209421,1334540000,1925430000,2574600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2008-12-31,2.211,2.144,2.1,7.362,1.92,30.03,18.636,216731000000,0,0,0,0,0,0,5055230000,0,0,0,0,0,0,57365100000,110600000000,0,928006000,0,6259850000,0,0,0,0,0,207220000,0,0,765695000,2788610000,0,0,1309430000000,0,0,0,0,0,6923800000,3418690000,8359990000,0,0,0,0,0,0,0,18800000000,0,0,0,0,0,0,1267720000000,5661350000,10863400000,6863510000,0,11891200000,22363400,0,0,41701800000,1309430000000,34560600000,19228600000,2612630000,0,12678800000,0,0,3718470000,297325000,159741000,53797000,99156000,15332000000,0,21370200,49924300,0,0,15303500000,2787620000,0,12515800000,12516000000,-136623,0,0,12049800000,338671000000,0,7440350000,6619550000,4459100000,233167000000,105504000000,64175000000,37022100,0,0,24001400,64236100000,1422440000,142642000000,0,0,144065000000,-79828600000,22500000,0,0,8222500000,7000000000,1819430000,0,8819430000,-596927000,0,0,25078500000,70858900000,95937400000,12515800000,3718470000,629757000,73610000,220930000,14854000,0,-297325000,0,-132428000,-414793000,0,0,-292029000000,381204000000,0,105504000000,0,0,0,95937400000,70858900000,0,0,25078500000,0,0,0,0,0,0,0,3056.8,31.4,3.29,17.59,0,0,0,0,0,0,0,0,0,0,0,0,0,33.56,127.61,47.288,13.67,43.11,195.066,42.45,0,0,0,100.08,44.36,0,0,30.03,0.122,36.21,1.125,0,44.36,0,0,0,12136000000,15303500000,16227800000,0,96.82,0,0,0,0.478,0,3.12,3.22,20.68,18.64,0,731.74,0,30.53,153.89,0.8544,0,8.322,842.964,8.057,8853120000,2372130000,2672000000,0,43567900000,-43033800000,7767170000,8301320000,5661350000,5012170000,0,0,228113,1334540000,1863530000,2512700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2009-03-31,0.523,0.522,2.62,7.95,1.98,6.58,5.92,275554000000,1331160,0,0,0,0,0,5587660000,0,0,0,0,0,0,83422200000,107273000000,0,1315690000,0,6192140000,131189,0,0,0,0,194964000,0,0,671003000,2709190000,0,0,1500140000000,0,0,0,0,0,6233190000,2416450000,9113830000,0,0,0,0,0,0,0,18800000000,0,0,0,0,0,0,1455120000000,5661350000,11224400000,6863510000,0,14851600000,22385500,0,0,45023300000,1500140000000,7902030000,4038260000,626979000,0,1981830000,0,0,1424560000,65802900,56782300,9602800,33219500,3863780000,0,8934510,3365660,0,0,3869340000,908878000,0,2960470000,2960440000,22148.8,0,0,97133100,261186000000,0,1593620000,2092640000,10422800000,227682000000,33504200000,36435700000,0,0,0,6897300,36442600000,120206000,58578500000,0,0,58698700000,-22256100000,0,0,0,0,0,0,0,0,0,0,0,11248100000,95937400000,107186000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3247.6,33.32,3.09,19.36,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.69,5.29,7.969,-1.082,14.565,185.663,4.54,0,0,0,148.32,48.9,0,0,6.58,0.031,37.46,0.211,0,48.9,0,0,0,0,3869340000,3869340000,0,97,0,0,0,0.413,0,2.95,3.04,23.33,5.92,0,905.91,0,42.4,0,0.3832,0,2.303,1131.72,2.233,7902030000,3863780000,2960440000,0,33504200000,-22256100000,0,11248100000,5661350000,5012170000,0,0,202171,1334540000,1855530000,2504700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2009-06-30,0.856,0.854,1.53,5.91,1.33,14.49,0.85,287005000000,0,0,0,0,0,0,5210250000,0,0,0,0,0,0,59914400000,123292000000,0,1327200000,0,6238800000,2554140,0,0,0,0,196359000,0,0,699056000,2267700000,0,0,1619480000000,0,0,0,0,0,5679600000,2098730000,9866710000,0,0,0,0,0,0,0,18800000000,0,0,0,0,0,0,1572630000000,7925890000,10513900000,9366740000,0,12102000000,47544100,0,0,46856100000,1619480000000,16677400000,7706010000,1393000000,0,4263300000,0,0,1919970000,33046800,195361000,26439200,-55046700,8971360000,0,22585600,9876820,0,0,8984070000,2202700000,0,6781370000,6780690000,680723,0,0,376990000000,376990000000,0,3242240000,3816300000,363188000000,370247000000,6743220000,94775900000,28974400,0,0,2407900,94807300000,362306000,111891000000,0,0,112253000000,-17445700000,24500000,0,0,24500000,0,1687830000,0,1687830000,-1663330000,0,0,-12365800000,95937400000,83571600000,6781370000,1919970000,357786000,31065000,114458000,-286000,0,-33047000,0,-195361000,635625000,0,0,-311782000000,308914000000,0,6743220000,0,0,0,83571600000,95937400000,0,0,-12365800000,0,0,0,0,0,0,0,3373.85,34.56,2.98,18.65,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.17,6.37,12.306,-0.336,23.679,152.124,6.67,0,0,0,158.83,53.79,0,0,14.49,0.111,40.66,0.463,0,53.79,0,0,0,6771160000,8984070000,9487380000,0,97.11,0,0,0,0.385,0,2.84,2.93,22.31,0.85,0,78.68,0,4.04,71.98,-0.4213,0,0.429,99.437,0.416,8775340000,5107590000,3820250000,0,-26761000000,4810440000,0,-23613900000,7925890000,7925890000,0,0,250550,1868350000,3476250000,3476250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
