0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264
2002-03-31,0.11,0,0.12,3.04,1.61,3.64,0,937590000,6838080000,0,0,0,1277380000,0,10704000,0,0,0,3891700000,115315000000,128719000000,0,23078400000,0,522081000,0,3010360000,626606000,0,686000,0,0,197406000,0,0,444759000,1326520000,21801600000,51008400000,177167000000,0,0,0,0,0,127103000,257080000,0,482510000,3286330000,0,0,107333000000,112527000000,0,0,0,0,0,0,57215000000,57307000000,169834000000,2410000000,3890040000,737182000,0,295195000,0,0,0,7332410000,177167000000,1080620000,726382000,89647000,0,442250000,0,0,0,0,269496000,0,-187780000,354234000,0,205000,715000,0,0,353724000,87978000,0,265746000,265746000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.144,1.144,0.833,0,33.743,66.257,0,2380.29,24.16,4.32,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.761,-0.95,2.001,0,0,0,0,0,66.5,32.78,0,0,3.64,0.896,24.59,0.151,0,32.78,0,0,0,0,353724000,353724000,0,95.86,72.654,0.728,0,1.699,196.359,93.83,1519.64,-867.53,0,0,0,0,0,0,0,0,0,0,0,1080620000,354234000,265746000,0,0,0,0,0,2410000000,400000000,0,0,257057,199000000,0,931800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2002-06-30,0.225,0,0.24,3.157,1.61,7.12,-2.441,892607000,6347070000,0,0,0,856338000,0,382362000,0,0,0,3572260000,237619000,155640000000,0,24304100000,0,451354000,0,3080660000,628606000,0,-13887.1,0,0,194070000,0,0,444255000,1145980000,139470000,30470300000,209037000000,0,0,2056270000,0,0,48787800,171130000,0,482510000,4124440000,0,0,618697000,138015000000,0,0,0,0,0,0,63413200000,63413200000,201429000000,2410000000,3890040000,737182000,0,570890000,0,0,0,7608110000,209037000000,2589610000,1842470000,204731000,0,1021580000,0,0,616158000,0,566863000,0,38852100,747138000,0,4419380,2756490,0,0,748801000,207359000,0,541442000,541442000,0,0,0,1509550000,38316800000,0,320914000,326322000,4939100000,44200600000,-5883830000,2424740000,561688000,0,0,3312920,2989740000,188819000,3525250000,0,0,3714070000,-724327000,0,0,0,0,0,0,0,0,0,0,0,-6608150000,22105700000,15497500000,541442000,573841000,144193000,75359300,0,-206951,0,0,0,-467187000,180538000,0,0,-16344700,107872000,30000000,1169510000,0,0,0,15497500000,22105700000,0,0,-6608150000,1.128,1.128,0.647,0,31.482,68.518,0,2716.85,27.48,3.78,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,42.22,1.22,7.662,1.363,20.35,28.627,6.69,0,0,0,61.06,28.85,0,0,7.12,1.875,20.91,0.283,0,28.85,0,0,0,540327000,748801000,968353000,0,96.36,74.456,0.574,0,1.474,217.644,74.98,299.68,241.36,-2.44,0,-5512.11,0,-22.72,86,-0.2251,-4.263,-2.921,-1086.7,-2.815,1508990000,392904000,275696000,0,0,0,0,0,2410000000,400000000,0,0,249342,199000000,0,936000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2002-09-30,0.24,0,0.24,2.19,0.74,10.79,0,966170000,7135400000,0,0,0,1744250000,0,479769000,0,0,0,4117540000,0,185415000000,0,25199400000,0,451354000,0,3077830000,629606000,0,-10009.9,0,0,194178000,0,0,404828000,1145980000,497834000,57827800000,243243000000,0,0,4939380000,0,0,59923300,3226000000,0,31497000,0,0,0,133397000,161608000000,0,0,0,0,0,0,0,73713700000,235322000000,3615000000,2685040000,737182000,0,884140000,0,0,0,7921360000,243243000000,4095660000,2937840000,327487000,0,1604010000,0,0,1006330000,0,856211000,0,49081200,1157820000,0,8341650,11066200,0,0,1155100000,300406000,0,854692000,854692000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.147,1.147,0.598,0,31.325,68.675,0,3045.38,30.71,3.37,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,43.24,3.98,12.095,1.27,40.044,18.611,4.15,0,0,0,59.8,28.27,0,0,10.79,2.572,20.87,0.41,0,28.27,0,0,0,857417000,1155100000,1155100000,0,96.74,76.226,0.521,0,1.265,219.238,61.44,159.36,100.98,0,0,0,0,0,0,0,0,0,0,0,1506050000,410685000,313250000,317090000,0,0,0,0,3615000000,600000000,0,0,252957,298500000,0,1404000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2002-12-31,0.356,0,0.01,2.202,0.74,16.15,0.858,0,9299760000,0,0,0,1899600000,0,5749490,0,0,0,3961070000,173446000,217052000000,0,27021300000,0,451311000,0,3903210000,255266000,0,-77519.4,0,0,210358000,0,0,10002700,1264680000,165078000,1817200000,279301000000,0,0,0,0,0,65074300,648426000,0,407270000,3031910000,0,0,287409000,186137000000,0,0,0,0,0,0,137664000,85203200000,271340000000,3615000000,2685040000,1122770000,0,37664400,0,0,0,7960480000,279301000000,6119240000,4260020000,469721000,0,2589530000,0,0,1200770000,0,1298680000,0,94144100,1859220000,0,24466900,16932400,0,0,1866750000,581444000,0,1285310000,1285310000,0,0,0,330756000,111884000000,0,927796000,614224000,4321480000,90540500000,21343400000,4414130000,1223980000,0,0,47912900,5686020000,659947000,11585900000,0,0,12245800000,-6559780000,0,0,0,0,0,466740000,0,466740000,-466740000,0,0,14316800000,22105700000,36422500000,1285310000,1200770000,404551000,31101600,0,-9844060,0,0,0,-1131410000,61835600,0,0,-45216700,1305410000,0,3102510000,0,0,0,36422500000,22105700000,0,0,14316800000,1.166,1.166,0,0,31.401,68.599,0,3501.11,35.09,2.93,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,45.98,21.04,12.648,11.915,60.804,18.879,28.48,0,0,0,61.02,30.38,0,0,16.15,3.927,21,0.567,0,30.38,0,0,0,1280260000,1866750000,2302410000,0,97.15,77.713,0,0,1.397,218.462,0,1954.59,0,0.86,0,4781.68,0,34.88,151.48,0.4878,11.466,7.866,1660.56,7.642,2023580000,701396000,430617000,422844000,0,0,0,0,3615000000,600000000,0,0,253718,298500000,0,1404000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2003-03-31,0.08,0,0.09,2.749,1.24,2.93,-1.956,26192600000,10419100000,0,0,0,0,0,18098600,0,0,0,0,0,0,0,32058100000,0,451311000,0,3863370000,316222000,0,5756420,0,0,203024000,0,0,28676100,1277170000,0,0,279616000000,0,0,0,0,0,130324000,730606000,1207380000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268856000000,3915000000,4869400000,1122770000,0,353290000,0,0,0,10760500000,279616000000,1673750000,1254960000,119544000,0,667697000,0,0,467718000,0,297212000,0,23150800,418794000,0,242961,1444660,0,0,417592000,101967000,0,315625000,315625000,0,0,0,32298800,-280029000,0,606300000,209068000,-471613000,7376230000,-7656260000,64706600,37450400,0,0,31710.2,102189000,135762000,1611040000,0,0,1746800000,-1644610000,2483280000,0,0,2483280000,0,0,0,0,2483280000,0,0,-6817590000,36422500000,29604900000,315625000,455279000,80242500,37313600,0,1201700,0,0,0,-259015000,0,0,0,1755380000,-1855170000,0,530852000,0,0,0,29604900000,36422500000,0,0,-6817590000,0,0,0,0,0,0,0,2546.6,25.99,4,11.18,0,0,0,0,0,0,0,0,0,0,0,0,0,54.89,18.77,35.174,-1.021,0.113,10.285,18.23,0,0,0,53.05,25.02,0,0,2.93,0.711,18.86,0.113,0,25.02,0,0,0,0,417592000,535149000,0,96.15,0,0,0,1.382,0,0,3.98,12.32,-1.96,0,-6823.26,0,-45.74,115.49,-0.2323,0,-2.848,-2425.74,-2.738,1673750000,418794000,315625000,0,-7656260000,-1644610000,2483280000,-6817590000,3915000000,900000000,0,0,262284,0,0,1404000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2003-06-30,0.168,0,0.18,2.836,1.24,5.92,0.391,1063050000,11122300000,0,0,0,2183640000,0,52591200,0,0,0,4510500000,184704000,266153000000,0,29902300000,0,448068000,0,3987970000,232926000,0,370352,0,0,199873000,0,0,9353290,1419470000,209103000,32285700000,342665000000,0,0,0,0,0,169001000,614872000,0,125431000,4369220000,0,0,274704000,237100000000,0,0,0,0,0,0,140516000,94463700000,331564000000,3915000000,4869400000,1122770000,0,694499000,0,0,0,11101700000,342665000000,3698080000,2765420000,267130000,0,1431910000,0,0,1066380000,0,635853000,0,38263500,932662000,0,989744,11062200,0,0,922590000,265755000,0,656835000,656835000,0,0,0,884589000,65749900000,0,557380000,776929000,4222770000,66430300000,-680396000,1219790000,525382000,0,0,39337900,1784510000,304750000,6478780000,0,0,6783530000,-4999020000,2484360000,0,0,2484360000,0,281839000,0,281839000,2202520000,0,0,-3476900000,36422500000,32945600000,656835000,1066380000,235036000,23440500,0,1428680,0,0,0,-515546000,-154789000,0,0,-52523000,271366000,0,1531630000,0,0,0,32945600000,36422500000,0,0,-3476900000,1.123,1.123,0.448,0,28.49,71.51,0,3041.37,30.87,3.35,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,42.8,21.31,39.46,2.171,22.687,12.17,24.83,0,0,0,54.3,25.22,0,0,5.92,1.625,17.76,0.211,0,25.22,0,0,0,663583000,922590000,1181070000,0,96.76,77.672,0.399,0,1.164,250.996,0,8850.84,-538.71,0.39,0,-305.77,0,-1.84,117.9,-0.1185,-0.287,-0.205,-103.587,-0.199,2024330000,513868000,341209000,0,6975860000,-3354410000,-280759000,3340690000,3915000000,900000000,0,0,265110,298500000,0,1359450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2003-09-30,0.276,0,0.29,2.944,1.24,9.39,2.712,35023200000,162707000000,0,71007800000,0,0,0,0,0,0,0,4462690000,277593000,273478000000,0,31828400000,0,449372000,0,3995570000,261506000,0,2274440,0,0,194827000,0,0,6552610,1459730000,49624100000,87822400000,361300000000,16604300000,0,0,217801000000,0,190144000,735576000,0,17335000,4736310000,0,0,190774000,240276000000,0,0,108138000000,0,0,0,1359590000,109498000000,349773000000,3915000000,4869400000,1122770000,0,1119730000,0,0,500000000,11526900000,361300000000,5927890000,4376080000,418194000,0,2174020000,0,0,1783870000,0,1016870000,0,53324500,1551800000,0,4074200,12095900,0,0,1543780000,461722000,0,1082060000,1082060000,0,0,0,1172600000,86947200000,0,759594000,771021000,700183000,76328600000,10618600000,1957720000,899415000,0,0,89774500,2946910000,512155000,11572100000,0,0,12084300000,-9137380000,2484360000,0,0,2484360000,0,389935000,0,389935000,2094420000,0,0,3575660000,36422500000,39998200000,1082060000,1740610000,353878000,34940400,0,1495820,0,0,0,-772590000,-195046000,0,0,-85489400,843963000,0,3003830000,0,0,0,39998200000,36422500000,0,0,3575660000,1.138,1.138,14.576,0,31.305,68.695,0,3086.58,31.34,3.3,11.16,0,0,0,0,0,0,0,0,0,0,0,0,0,44.74,26.6,44.802,2.366,29.359,18.764,34.03,0,0,0,59.55,26.18,0,0,9.39,0.599,18.25,0.338,0,26.18,0,0,0,0,1543780000,1932600000,0,96.81,75.693,12.807,0,1.106,219.434,0,69.35,-212.04,2.71,0,2553.2,0,17.91,131.72,0.1218,4.419,3.036,981.332,2.939,2229810000,619142000,425227000,0,11299000000,-4138360000,-108096000,7052550000,3915000000,900000000,0,0,271689,252000000,0,1302000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2003-12-31,0.4,0,0.12,3.068,1.24,13.04,1.022,44571400000,172797000000,0,51647400000,157712000,2654190000,0,168137000,0,0,0,6553430000,287942000,278837000000,0,30590600000,0,448063000,0,4152610000,265997000,0,833.82,0,0,203045000,0,0,12245300,1744190000,54802800000,92219600000,371057000000,0,0,0,235281000000,0,152007000,1326800000,1072100000,14985000,3480840000,0,0,497471000,241825000000,0,0,116563000000,0,0,0,658050000,117221000000,359046000000,3915000000,4869400000,1592600000,0,483926000,0,0,1150000000,12010900000,371057000000,8567360000,6214760000,595776000,0,3368270000,0,0,2250720000,0,1471320000,0,133514000,2352600000,0,14879600,23709400,0,0,2343770000,777686000,0,1566090000,1566090000,0,0,0,37915100,99091100000,0,1064450000,1186690000,-2515730000,92903500000,6187570000,4005700000,1064920000,0,0,54289400,5124910000,696443000,8774050000,0,0,9470490000,-4345580000,2484360000,0,0,2484360000,0,392285000,0,392285000,2092070000,5000,0,3934060000,36422500000,40356600000,1566090000,2250720000,450099000,31860700,0,8450710,0,0,0,-1082690000,-479509000,0,0,-320095000,1575860000,0,4000780000,0,0,0,0,0,40356600000,36422500000,3934060000,1.153,1.153,18.431,0,32.648,67.352,0,3040.73,30.89,3.35,13.57,0,0,0,0,0,0,0,0,0,0,0,0,0,40.01,21.85,43.809,6.39,32.852,13.294,26.54,0,0,0,59.13,27.46,0,0,13.04,0.844,18.28,0.482,0,27.46,0,0,0,1535690000,2343770000,2825730000,0,96.76,75.147,15.985,0,1.119,206.298,0,1104.87,-112.05,1.02,0,858.01,0,7.22,144.5,0.134,2.559,1.723,395.097,1.668,2639480000,800799000,484027000,0,-4431050000,4791800000,-2350000,358406000,3915000000,900000000,0,0,262324,252000000,136366000,1302000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004-03-31,0.106,0,0.12,3.064,1.24,3.46,1.7,54855000000,183527000000,0,44065100000,145125000,2197370000,0,290945000,0,0,0,6462440000,0,291543000000,0,30530300000,0,448063000,0,4089820000,297878000,0,265948,0,0,237016000,0,0,15497800,1899250000,62839700000,100358000000,391901000000,0,0,0,242989000000,2570760,268657000,1678100000,1427500000,445635000,2845680000,0,0,780895000,250439000000,0,0,128646000000,0,0,0,821255000,129467000000,379905000000,3915000000,4869400000,2742600000,0,468894000,0,0,0,11995900000,391901000000,2459880000,1831530000,182570000,0,1002160000,0,0,646802000,0,298314000,0,30749700,628345000,0,499948,1676050,0,0,627169000,211551000,0,415618000,415618000,0,0,0,-206450000,23525700000,0,595598000,200906000,-3704510000,16869700000,6655960000,1869390000,128326000,0,0,29485600,2027200000,162798000,514345000,0,0,677144000,1350060000,0,0,0,0,0,0,0,0,0,0,0,8006020000,40356600000,48362600000,415618000,713698000,120398000,11577500,0,565439,0,0,0,-278513000,0,0,0,-281900000,518052000,0,1219500000,0,0,0,48362600000,40356600000,0,0,8006020000,1.164,1.164,21.904,0,34.079,65.921,0,3230.8,32.67,3.16,15.52,0,0,0,0,0,0,0,0,0,0,0,0,0,46.97,31.68,-0.125,-1.512,5.618,0.371,50.04,0,0,0,52.94,25.54,0,0,3.46,0.143,16.9,0.109,0,25.54,0,0,0,0,627169000,759145000,0,96.94,74.392,18.815,0,1.044,193.438,0,640.42,-111.25,1.7,0,2114.63,0,27.06,123.35,0.2728,2.658,1.752,1601.46,1.698,2459880000,628345000,415618000,0,6655960000,1350060000,0,8006020000,3915000000,900000000,0,0,265823,0,136366000,1302000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004-06-30,0.223,0.21,0.24,3.181,1.24,7.01,2.096,1246590000,0,0,256344000,0,2459580000,0,725041000,0,0,0,0,0,308510000000,0,0,0,448063000,0,4088200000,303719000,0,251211,0,0,0,0,0,5916560,1981560000,0,0,413889000000,0,0,0,0,0,166695000,1530640000,0,46675000,4632850000,0,0,92881100,253931000000,0,0,6000000000,0,0,0,0,0,401436000000,3915000000,4869400000,1592600000,0,926722000,0,0,0,12453700000,413889000000,5273710000,4025050000,385506000,0,1862700000,0,0,1776840000,0,657904000,0,24183100,1248660000,0,50777600,12187400,0,0,1287250000,413802000,0,873446000,873446000,0,0,0,1134290000,43683700000,0,680445000,855033000,1683100000,35471400000,8212300000,1768440000,694630000,0,0,2146670,2465210000,216682000,3513860000,0,0,3730540000,-1265330000,0,0,0,6000000000,0,398960000,0,398960000,5601040000,0,0,12548000000,33719000000,46267000000,873446000,1776840000,245086000,27070500,0,-24874400,0,0,0,-581443000,-237365000,0,0,-245353000,752130000,0,2585540000,0,0,0,46267000000,33719000000,0,0,12548000000,1.215,1.215,0.491,0,0,63.256,0,3223.42,33.23,3.1,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,42.61,32.98,3.687,-1.551,11.543,3.468,33.88,0,0,0,57.26,23.68,0,0,7.01,0.644,16.56,0.223,0,23.68,0,0,0,836981000,1287250000,1559400000,0,96.99,74.539,0.404,0,0.988,0,0,8.44,3.65,2.1,0,1582.36,0,15.57,79.62,0.4275,3.234,2.046,940.219,1.984,2813830000,620312000,457828000,0,1556340000,-2615380000,0,4541990000,3915000000,900000000,0,0,270538,274500000,98373300,1440850000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004-09-30,0.353,0,0.37,3.311,1.24,10.67,2.152,56463600000,196692000000,0,41999400000,195497000,2338920000,0,763814000,0,0,0,9323870000,0,307777000000,0,30430600000,0,448063000,0,4096970000,271063000,0,228891,0,0,229188000,0,0,6915710,2260660000,78188200000,115932000000,423709000000,974056000,0,0,249937000000,0,203444000,1177030000,1564580000,17555500,4830790000,0,0,540692000,259245000000,0,0,151107000000,0,0,0,392978000,151500000000,410745000000,3915000000,4869400000,1592600000,0,1436910000,0,0,1150000000,12963900000,423709000000,8225670000,6213970000,595325000,0,2912430000,0,0,2706220000,0,1046450000,0,45653500,2011690000,0,63715400,17348000,0,0,2058060000,674425000,0,1383630000,1383630000,0,0,0,446354000,56816300000,0,802804000,1731940000,-4023370000,48393100000,8423170000,4848960000,982432000,0,0,18141800,5849530000,271645000,13263200000,0,0,13534800000,-7685270000,0,0,0,6000000000,0,428079000,0,428079000,5571920000,0,0,6309830000,33719000000,40028900000,1383630000,2706220000,380683000,40863100,0,-2528860,0,0,0,-939008000,-516469000,0,0,-315991000,1186500000,0,3923910000,0,0,0,0,0,40028900000,33719000000,6309830000,1.187,1.187,21.78,0,36.884,63.116,0,3225.4,32.68,3.16,14.74,0,0,0,0,0,0,0,0,0,0,0,0,0,38.76,27.87,7.934,-1.34,14.19,2.909,29.64,0,0,0,58.67,24.46,0,0,10.67,0.485,16.82,0.348,0,24.46,0,0,0,0,2058060000,2479610000,0,96.94,72.639,18.346,0,0.967,171.119,0,507.16,-112.34,2.15,0,969.7,0,10.24,64.44,0.215,3.249,2.051,608.771,1.988,2951960000,763035000,510189000,0,210870000,-6419940000,-29119500,-6238190000,3915000000,900000000,0,0,263887,0,96559200,1440850000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004-12-31,0.493,0.48,0.14,3.45,1.24,14.29,1.255,1466560000,0,0,202674000,0,2635740000,0,783727000,0,0,0,0,0,331245000000,0,0,0,448061000,0,4633910000,307176000,0,6799.5,0,0,0,0,0,6514170,2223170000,0,0,455532000000,0,0,0,0,0,87419800,1740110000,0,14833500,6306900000,0,0,54010400,285091000000,0,0,6000000000,0,0,0,0,0,442022000000,3915000000,4869400000,2171610000,0,554298000,0,0,0,13510300000,455532000000,11411500000,8387250000,818054000,0,4431480000,0,0,3137720000,0,1455930000,0,78910400,3024290000,0,46547600,22023600,0,0,3048820000,1118790000,0,1930030000,1930030000,0,0,0,4159690000,93249300000,0,1268210000,2089770000,-869363000,70971400000,22277900000,6579350000,1166170000,0,0,36007600,7781530000,1106070000,8251100000,0,0,9357180000,-1575650000,0,0,0,6000000000,0,430802000,0,430802000,5569200000,1466.09,0,26271400000,33719000000,59990400000,1930030000,3137720000,509393000,57385400,0,-10788100,0,0,0,-1216030000,-478977000,0,0,-215753000,1201950000,0,4914930000,0,0,0,59990400000,33719000000,0,0,26271400000,1.162,1.162,0.514,0,0,64.497,0,3271.74,33.72,3.06,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,33.2,23.24,12.483,11.59,22.766,-1.046,28.55,0,0,0,58.08,26.5,0,0,14.29,1.425,16.91,0.467,0,26.5,0,0,0,1894330000,3048820000,3615600000,0,97.03,72.716,0.443,0,1.017,0,0,8.61,3.92,1.26,0,1646.81,0,19.52,195.15,0.895,7.814,5.04,1154.28,4.891,3185880000,1012600000,546396000,0,13854700000,6109620000,-2722000,19961600000,3915000000,900000000,0,0,261945,274500000,92708300,1450350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2005-03-31,0.131,0,0.27,3.58,1.24,3.66,-2.826,53647900000,18784900000,0,0,0,0,0,1038000000,0,0,0,0,0,0,0,40169200000,0,448061000,0,4606480000,307828000,0,34526.6,0,0,203964000,0,0,3834140,2338750000,0,0,457265000000,0,0,0,0,0,265883000,2092930000,1870330000,0,0,0,0,0,0,0,6000000000,0,0,0,0,0,0,443240000000,3915000000,4869400000,2171610000,0,1068060000,0,0,0,14024100000,457265000000,3261390000,2481470000,218766000,0,1155440000,0,0,1107270000,0,343984000,0,2909360,779916000,0,1056420,1655970,0,0,779316000,265557000,0,513759000,513759000,0,0,0,-467150000,5722400000,0,943356000,422964000,-2324940000,16784800000,-11062400000,1785180000,49005200,0,0,0,1834190000,100366000,14459000000,0,0,14559400000,-12725200000,0,0,0,0,0,5484500,0,5484500,-5484500,0,0,-23793100000,59990400000,36197300000,513759000,1100950000,125704000,11122800,0,-277647,0,0,0,-317129000,-115576000,0,0,-554894000,260965000,0,1024620000,0,0,0,36197300000,59990400000,0,0,-23793100000,0,0,0,0,0,0,0,3207.22,32.61,3.16,13.14,0,0,0,0,0,0,0,0,0,0,0,0,0,32.58,23.61,3.803,-0.592,0.38,15.31,24.12,0,0,0,56.71,23.91,0,0,3.66,0.649,15.75,0.113,0,23.91,0,0,0,0,779316000,916143000,0,96.93,0,0,0,1.007,0,0,3.11,14.66,-2.83,0,-2826.88,0,-33.92,73.35,-0.8106,0,-2.496,-2153.24,-2.419,3261390000,779916000,513759000,0,-11062400000,-12725200000,-5484500,-23793100000,3915000000,900000000,0,0,259922,0,94831700,1450350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2005-06-30,0.282,0.281,0.3,3.613,1.24,7.8,0.788,74436400000,24540900000,0,0,0,0,0,776375000,0,0,0,0,0,0,0,37225500000,0,448061000,0,4584520000,331484000,0,-195317,0,0,199503000,0,0,6270900,2764750000,0,0,492452000000,0,0,0,0,0,204468000,2254310000,1932900000,0,0,0,0,0,0,0,6000000000,0,0,0,0,0,0,478308000000,3915000000,4869400000,2171610000,0,1187360000,0,0,0,14143400000,492452000000,6800210000,5027360000,506276000,0,2409620000,0,0,2111460000,0,787520000,0,34193400,1772850000,0,5322720,3824700,0,0,1774350000,671486000,0,1102860000,1102860000,0,0,0,-1823230000,45912100000,0,995318000,1214600000,-3790430000,34455200000,11457000000,5178720000,706832000,0,0,6288020,5891840000,261886000,20650400000,0,0,20912300000,-15020500000,0,0,0,0,0,472072000,0,472072000,-472072000,0,0,-4035540000,59990400000,55954900000,1102860000,2111460000,275825000,19869800,0,-331295,0,0,0,-678447000,-541582000,0,0,174712000,620330000,0,3084700000,0,0,0,0,0,55954900000,59990400000,-4035540000,0,0,0,0,0,0,0,3430.24,34.82,2.96,16.52,0,0,0,0,0,0,0,0,0,0,0,0,0,28.95,26.27,4.686,-1.066,8.105,19.701,41.98,0,0,0,60.85,26.07,0,0,7.8,1.447,16.22,0.233,0,26.07,0,0,0,1101860000,1774350000,2070040000,0,97.13,0,0,0,0.931,0,0,2.91,19.19,0.79,0,1320.59,0,16.85,88.57,-0.1375,0,2.395,1038.84,2.327,3538820000,992936000,589104000,0,22519400000,-2295260000,-466587000,19757600000,3915000000,900000000,0,0,239758,274500000,147091000,1453350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2005-09-30,0.453,0,0.47,3.78,1.24,11.96,4.832,90986300000,26349500000,0,0,0,0,0,911891000,0,0,0,0,0,0,0,37006200000,0,446722000,0,4786530000,330050000,0,-252230,0,0,195524000,0,0,6204740,2967610000,0,0,519456000000,0,0,0,0,0,243145000,1327470000,2166380000,0,0,0,0,0,0,0,13013100000,0,0,0,0,0,0,504643000000,3915000000,4869400000,2171610000,0,1856180000,0,0,0,14812200000,519456000000,10497200000,7669740000,769885000,0,4000090000,0,0,2899770000,0,1337810000,0,52996400,2827420000,0,9573250,6387600,0,0,2830610000,1058920000,0,1771680000,1771680000,0,0,0,-3066150000,68598700000,0,1009270000,2591510000,-193985000,49683300000,18915400000,9546510000,1044000000,0,0,7674170,10598200000,535756000,24576000000,0,0,25111700000,-14513600000,0,0,0,7000000000,0,770972000,0,770972000,6229030000,-506216,0,10630400000,59753200000,70383600000,1771680000,2899770000,405724000,29386400,0,-4130600,0,0,0,-1005500000,-744436000,0,0,57729900,445358000,0,3855590000,0,0,0,70383600000,59753200000,0,0,10630400000,0,0,0,0,0,0,0,3452.52,35.07,2.94,18.98,0,0,0,0,0,0,0,0,0,0,0,0,0,27.61,28.05,9.636,3.294,14.033,27.842,40.55,0,0,0,59.34,26.94,0,0,11.96,2.422,16.88,0.363,0,26.94,0,0,0,0,2830610000,3265720000,0,97.15,0,0,0,0.921,0,0,2.85,22.33,4.83,0,1418.13,0,18.02,123.13,0.3622,0,3.748,1067.65,3.641,3696950000,1054570000,668819000,0,7458440000,506893000,6701100000,14665900000,3915000000,900000000,0,0,219996,274500000,152231000,1485240000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
