,code,name,bvps,0,1
611,300613,富瀚微,21.21,136.41,141.92
612,603043,广州酒家,4.31,23.71,25.27
613,002684,猛狮科技,4.78,9.98,34.23
614,000852,石化机械,2.8,6.83,10.75
615,300316,晶盛机电,2.89,12.61,36.8
616,002338,奥普光电,3.3,10.51,41.9
617,300369,绿盟科技,3.54,10.52,64.94
618,002449,国星光电,5.24,11.05,30.75
619,002044,美年健康,2.05,22.12,4.29
620,600597,光明乳业,4.55,9.47,13.16
621,000593,大通燃气,3.08,5.3,5.86
622,300533,冰川网络,15.34,36.08,125.72
623,300554,三超新材,5.62,32.9,34.77
624,002035,华帝股份,2.64,13.8,9.17
625,002597,金禾实业,6.03,20.18,33.69
626,000851,高鸿股份,3.52,4.78,9.48
627,002198,嘉应制药,1.49,6.38,23.29
628,601689,拓普集团,9.16,18.61,23.3
629,300117,嘉寓股份,2.07,3.73,27.15
630,000823,超声电子,5.81,6.93,11.31
631,603377,东方时尚,2.98,13.34,45.1
632,300293,蓝英装备,2.75,9.08,25.05
633,002153,石基信息,4.99,28.87,80.85
634,600377,宁沪高速,5.13,9.09,7.88
635,603579,荣泰健康,10.09,70.63,120.86
636,300576,容大感光,3.47,14.99,25.45
637,600561,江西长运,5.96,5.89,16.39
638,600812,华北制药,3.27,4.3,4.3
639,600369,西南证券,3.43,3.78,15.76
640,300053,欧比特,4.49,11.31,22.72
641,300420,五洋停车,2.04,4.31,15.85
642,600113,浙江东日,2.13,8.09,12.11
643,600206,有研新材,3.41,8.63,21.2
644,002123,梦网集团,5.48,8.63,55.47
645,002022,科华生物,3.98,11.9,15.25
646,300721,怡达股份,10.74,36.8,39.68
647,600345,长江通信,8.19,27.64,46.34
648,600198,*ST大唐,-0.61,5.98,18.81
649,300046,台基股份,4.04,11.95,41.12
650,300609,汇纳科技,4.71,26.09,27.58
651,000800,一汽轿车,4.92,7.07,13.63
652,603955,大千生态,9.25,19.04,57.48
653,603199,九华旅游,9.53,24.5,23.16
654,002769,普路通,3.47,12.53,45.13
655,603585,苏利股份,8.76,20.7,69.72
656,600721,百花村,4.38,6.55,9.85
657,002718,友邦吊顶,12.9,32.71,41.41
658,002902,铭普光磁,7.53,29.0,20.35
659,000100,TCL 集团,2.3,2.74,7.58
660,300473,德尔股份,16.19,33.55,66.38
661,002083,孚日股份,3.76,5.5,8.77
662,300569,天能重工,11.32,14.31,79.68
663,300254,仟源医药,3.97,8.82,22.2
664,300463,迈克生物,4.43,24.82,44.29
665,002439,启明星辰,3.48,20.42,36.41
666,300119,瑞普生物,4.92,8.28,64.59
667,600704,物产中大,4.3,4.97,9.48
668,603879,永悦科技,3.68,11.63,23.1
669,600516,方大炭素,6.54,22.11,11.65
670,002197,证通电子,5.38,8.31,31.9
671,002127,南极电商,1.27,8.31,19.84
672,300481,濮阳惠成,2.83,11.64,13.15
673,300421,力星股份,8.89,13.87,17.51
674,600864,哈投股份,6.36,4.44,9.33
675,600038,中直股份,12.43,38.88,19.38
676,603157,拉夏贝尔,7.39,16.13,17.73
677,002789,建艺集团,14.74,32.28,55.65
678,000923,河北宣工,10.06,13.39,9.65
679,603655,朗博科技,4.47,20.68,9.3
680,600817,ST宏盛,0.6,6.71,16.26
681,000651,格力电器,11.79,44.2,47.8
682,002783,凯龙股份,4.21,7.84,127.8
683,002281,光迅科技,4.91,20.72,26.49
684,002038,双鹭药业,6.5,35.86,14.4
685,600385,山东金泰,0.38,9.52,31.75
686,000790,泰合健康,1.51,7.85,36.38
687,603938,三孚股份,6.8,25.25,16.8
688,600522,中天科技,5.85,8.42,11.82
689,603258,电魂网络,6.81,19.08,29.93
690,600624,复旦复华,1.65,5.06,19.1
691,601798,*ST蓝科,4.85,4.5,13.27
692,002389,南洋科技,6.32,13.03,59.36
693,002045,国光电器,3.47,6.8,10.85
694,601877,正泰电器,9.55,21.54,23.41
695,300545,联得装备,3.63,22.15,23.52
696,300363,博腾股份,3.28,9.66,39.77
697,300508,维宏股份,5.71,30.69,61.99
698,300052,中青宝,2.94,10.23,39.08
699,002267,陕天然气,5.34,6.82,14.3
700,000417,合肥百货,4.84,5.69,10.99
701,601163,三角轮胎,10.14,13.09,38.33
702,603378,XD亚士创,6.53,13.73,20.49
703,603580,艾艾精工,4.06,16.6,17.09
704,600306,商业城,0.7,6.31,16.2
705,300017,网宿科技,3.36,10.36,44.9
706,601616,广电电气,2.53,2.88,18.34
707,002846,英联股份,2.75,12.1,38.84
708,000880,潍柴重机,4.88,7.5,28.27
709,600329,中新药业,6.03,19.12,26.76
710,300492,山鼎设计,3.8,22.01,17.59
711,002851,麦格米特,4.92,27.25,61.85
712,600746,江苏索普,1.63,5.28,11.5
713,300079,数码科技,2.56,3.49,62.32
714,300065,海兰信,3.43,13.38,64.9
715,601500,通用股份,3.62,8.76,13.92
716,300460,惠伦晶体,4.09,9.93,24.04
717,002852,道道全,6.82,15.2,117.2
718,000932,华菱钢铁,3.94,8.2,6.71
719,603036,如通股份,4.81,13.5,24.49
720,000037,深南电A,3.23,5.87,4.2
721,300662,科锐国际,3.55,19.96,25.27
722,600767,ST运盛,0.76,4.7,14.72
723,603887,城地股份,5.39,15.27,73.01
724,603118,共进股份,5.56,5.28,20.82
725,603586,金麒麟,10.18,15.89,40.18
726,300612,宣亚国际,2.97,22.43,54.79
727,603787,新日股份,4.39,10.04,9.65
728,600088,中视传媒,2.8,9.45,19.56
729,000606,顺利办,3.66,6.5,10.31
730,002507,涪陵榨菜,2.59,24.27,31.84
731,002786,银宝山新,2.85,5.94,27.36
732,600460,士兰微,2.56,12.54,19.66
733,300045,华力创通,2.84,8.98,32.4
734,000712,锦龙股份,4.17,9.59,17.05
735,600019,宝钢股份,7.6,7.21,5.42
736,600180,瑞茂通,5.37,9.03,16.12
737,300711,广哈通信,3.81,21.05,26.69
738,000050,深天马Ａ,12.43,13.85,10.09
739,300395,菲利华,3.11,13.28,53.8
740,300474,景嘉微,3.62,48.3,19.64
741,002311,海大集团,4.16,19.93,41.28
742,000514,渝 开 发,3.57,4.23,9.75
743,300051,三五互联,2.69,7.86,41.2
744,603813,原尚股份,6.52,26.58,34.51
745,300276,三丰智能,5.02,12.1,29.41
746,300157,恒泰艾普,4.63,6.05,61.35
747,300042,朗科科技,6.89,24.2,43.55
748,600857,宁波中百,0.79,9.1,9.09
749,603799,华友钴业,11.39,91.5,7.56
750,600846,同济科技,3.43,7.3,19.55
751,600519,贵州茅台,79.57,714.0,37.01
752,300700,岱勒新材,6.65,49.97,52.15
753,300382,斯莱克,1.91,6.71,49.0
754,002453,华软科技,1.54,5.5,28.78
755,600218,全柴动力,5.25,4.89,9.48
756,300093,金刚玻璃,4.15,6.73,19.28
757,002787,华源控股,3.57,9.79,16.37
758,603617,君禾股份,4.9,19.03,24.7
759,601012,隆基股份,5.28,15.36,18.14
760,000830,鲁西化工,5.86,16.6,10.61
761,002612,朗姿股份,6.88,10.47,45.82
762,600387,海越股份,5.63,8.61,11.24
763,300015,爱尔眼科,2.29,30.27,51.9
764,002805,丰元股份,5.96,21.65,38.38
765,600926,杭州银行,10.46,7.43,25.07
766,600343,航天动力,3.43,9.29,11.19
767,600498,烽火通信,8.67,24.88,27.48
768,002304,洋河股份,21.88,128.36,115.1
769,600288,大恒科技,3.54,7.48,36.55
770,002367,康力电梯,4.74,5.61,37.8
771,603908,牧高笛,6.98,26.2,63.39
772,603330,上海天洋,7.84,21.23,72.22
773,300487,蓝晓科技,4.11,34.36,57.86
774,600571,信雅达,3.18,7.51,26.21
775,600331,宏达股份,2.43,2.5,14.52
776,300442,普丽盛,9.78,16.26,40.41
777,603633,徕木股份,5.93,15.64,22.91
778,002776,柏堡龙,9.25,16.29,40.58
779,002697,红旗连锁,1.75,5.02,16.44
780,002382,蓝帆医疗,2.84,19.49,40.99
781,000890,法 尔 胜,2.43,5.03,9.66
782,300159,新研股份,4.2,6.94,91.6
783,603232,格尔软件,6.74,27.15,41.98
784,603928,兴业股份,5.81,15.8,27.85
785,603960,克来机电,3.36,30.38,47.3
786,002144,宏达高科,9.41,10.77,26.8
787,002308,威创股份,3.82,7.61,36.58
788,000062,深圳华强,5.95,18.39,21.99
789,600186,莲花健康,0.0,1.9,9.81
790,600216,浙江医药,8.06,11.48,13.22
791,300570,太辰光,4.94,16.57,55.3
792,002209,达 意 隆,3.26,7.01,19.22
793,002888,惠威科技,3.53,18.49,22.88
794,000756,新华制药,5.26,9.57,8.86
795,601138,工业富联,1.73,17.23,18.44
796,603637,镇海股份,4.19,12.16,41.23
797,000668,荣丰控股,4.2,10.87,16.88
798,300162,雷曼股份,3.11,6.41,40.59
799,300549,优德精密,3.86,17.31,21.64
800,000858,五 粮 液,15.36,70.62,53.65
801,600755,厦门国贸,6.54,7.07,22.35
802,603809,豪能股份,10.26,19.29,39.01
803,002063,远光软件,3.39,8.36,15.49
804,300730,科创信息,2.33,26.42,41.55
805,603385,惠达卫浴,8.23,10.31,31.31
806,002775,文科园林,6.15,12.9,26.82
807,600036,招商银行,18.32,25.84,10.02
808,300331,苏大维格,6.25,13.58,22.45
809,600107,美尔雅,1.53,5.84,18.76
810,300305,裕兴股份,5.04,5.83,35.36
811,300381,溢多利,4.79,7.78,41.19
812,600720,祁连山,6.68,6.47,6.45
813,600456,宝钛股份,7.94,14.27,20.25
814,002551,尚荣医疗,3.27,5.85,58.16
815,000728,国元证券,7.53,7.16,10.2
816,300256,星星科技,3.54,3.91,29.41
817,002273,水晶光电,4.1,11.74,30.01
818,603798,康普顿,4.46,13.09,57.22
819,600191,华资实业,4.53,4.59,9.19
820,300273,和佳股份,3.12,6.56,35.5
821,002898,赛隆药业,3.9,21.0,29.38
822,300633,开立医疗,2.69,33.5,25.31
823,603979,金诚信,6.64,8.54,24.75
824,300406,九强生物,3.12,13.15,22.68
825,603239,浙江仙通,3.81,11.85,31.45
826,300297,蓝盾股份,3.44,7.9,19.38
827,300264,佳创视讯,1.33,5.28,16.75
828,600064,南京高科,8.53,7.27,22.4
829,000697,炼石有色,2.62,13.89,23.6
830,603359,东珠景观,7.76,21.21,39.44
831,601989,中国重工,3.67,3.98,7.81
832,600488,天药股份,2.52,3.98,36.5
833,300155,安居宝,2.1,4.65,43.3
834,600189,吉林森工,5.34,5.98,7.85
835,603609,禾丰牧业,4.19,8.64,14.14
836,000422,*ST宜化,-0.86,2.0,12.36
837,600480,凌云股份,8.45,9.35,6.62
838,600567,山鹰纸业,2.4,4.01,10.55
839,603803,瑞斯康达,5.94,12.78,35.0
840,300698,万马科技,2.82,21.41,8.64
841,600435,北方导航,1.41,8.04,11.15
842,300596,利安隆,5.17,24.19,26.2
843,300234,开尔新材,3.43,6.06,17.97
844,300423,鲁亿通,6.79,20.88,19.73
845,002241,歌尔股份,4.64,9.44,31.81
846,603058,永吉股份,2.13,10.8,11.03
847,600055,万东医疗,3.42,10.84,20.05
848,300086,康芝药业,4.16,6.75,58.0
849,002386,天原集团,6.25,6.75,20.25
850,002384,东山精密,7.6,23.65,59.23
851,600824,益民集团,2.08,3.39,16.44
852,600702,舍得酒业,7.61,32.47,11.4
853,300142,沃森生物,2.18,18.96,146.45
854,300506,名家汇,2.56,19.64,19.92
855,002892,科力尔,6.88,29.14,54.21
856,000581,威孚高科,15.48,21.02,6.35
857,603266,天龙股份,5.87,14.25,39.49
858,002360,同德化工,2.71,5.43,39.85
859,300581,晨曦航空,3.25,14.28,74.79
860,603871,嘉友国际,12.53,42.2,70.03
861,300471,厚普股份,4.44,6.81,126.41
862,300736,百华悦邦,5.19,25.88,44.34
863,300483,沃施股份,6.58,27.3,16.4
864,300284,苏交科,4.62,7.51,10.75
865,002906,华阳集团,7.39,20.5,28.32
866,000961,中南建设,4.02,6.15,10.9
867,603899,晨光文具,3.3,28.01,25.2
868,002889,东方嘉盛,9.77,34.89,18.63
869,000662,天夏智慧,5.17,6.16,12.63
870,601717,郑煤机,6.32,5.49,32.0
871,002329,皇氏集团,3.3,4.11,25.31
872,002641,永高股份,2.4,3.43,13.91
873,600758,红阳能源,4.25,4.12,14.9
874,600601,方正科技,1.36,2.75,245.5
875,600513,联环药业,3.13,6.88,18.25
876,300228,富瑞特装,3.84,5.52,34.0
877,300625,三雄极光,8.2,19.36,55.17
878,600220,江苏阳光,1.14,2.08,20.85
879,300426,唐德影视,3.08,14.56,43.77
880,002298,中电兴发,6.17,6.94,15.36
881,000750,国海证券,3.29,3.48,19.69
882,600978,宜华生活,5.46,6.96,6.15
883,002225,濮耐股份,2.71,4.88,11.4
884,300141,和顺电气,2.74,8.37,51.33
885,000088,盐 田 港,3.25,5.59,11.47
886,300563,神宇股份,5.77,26.58,39.93
887,000681,视觉中国,3.7,27.3,14.35
888,600007,中国国贸,6.62,14.04,6.3
889,300152,科融环境,1.94,2.81,51.49
890,002196,方正电机,5.51,7.03,24.38
891,002380,科远股份,8.59,12.66,77.76
892,300030,阳普医疗,3.1,7.04,35.1
893,002516,旷达科技,2.75,3.52,21.08
894,300448,浩云科技,2.9,11.28,33.29
895,002798,帝欧家居,12.67,28.94,22.28
896,601990,南京证券,3.83,10.6,10.83
897,600893,航发动力,11.44,23.29,9.96
898,600866,星湖科技,1.43,3.56,15.0
899,002031,巨轮智能,1.37,2.13,7.99
900,603738,泰晶科技,4.03,15.67,28.12
901,600103,青山纸业,1.89,2.86,8.6
902,000869,张 裕Ａ,13.68,40.05,26.08
903,000913,钱江摩托,5.51,11.45,6.45
904,603656,泰禾光电,5.65,16.48,67.64
905,603180,金牌厨柜,12.96,94.64,69.99
906,300709,精研科技,14.47,39.54,93.15
907,002495,佳隆股份,1.23,2.88,32.5
908,300201,海伦哲,1.45,4.33,18.42
909,603618,杭电股份,3.07,5.78,22.34
910,600150,*ST船舶,10.65,9.41,8.04
911,002815,崇达技术,3.23,15.92,61.0
912,603226,菲林格尔,8.37,23.89,34.28
913,603311,金海环境,3.52,10.88,18.3
914,002546,新联电子,3.44,3.63,40.91
915,603360,百傲化学,5.36,18.17,37.09
916,300387,富邦股份,3.56,6.54,48.74
917,002510,天汽模,2.7,4.36,26.11
918,300495,美尚生态,4.84,11.63,89.29
919,002912,中新赛克,10.7,90.95,84.81
920,600719,大连热电,1.93,4.38,15.49
921,603878,武进不锈,10.17,13.89,40.0
922,600562,国睿科技,2.9,16.8,15.23
923,002364,中恒电气,4.18,9.52,45.91
924,002261,拓维信息,3.51,4.4,33.45
925,600732,ST新梅,1.0,5.14,10.1
926,002342,巨力索具,2.51,3.69,24.31
927,002865,钧达股份,7.16,18.47,17.34
928,002499,科林环保,4.06,12.56,45.88
929,300402,宝色股份,2.93,8.87,19.24
930,300531,优博讯,2.22,14.07,88.43
931,600740,山西焦化,6.04,8.89,10.45
932,603019,中科曙光,4.92,46.7,35.04
933,600793,宜宾纸业,1.4,13.4,12.76
934,600863,内蒙华电,1.76,2.24,4.12
935,600467,好当家,2.06,2.23,9.81
936,600297,广汇汽车,4.36,5.21,27.49
937,002881,美格智能,2.78,19.35,22.86
938,600747,ST大控,1.35,1.49,14.72
939,300248,新开普,2.8,5.98,45.15
940,603090,宏盛股份,4.62,14.96,12.2
941,600449,宁夏建材,9.3,7.49,7.84
942,002396,星网锐捷,5.47,20.22,26.76
943,000960,锡业股份,6.66,11.24,9.14
944,603628,清源股份,3.4,9.75,17.15
945,000682,东方电子,1.79,3.75,17.52
946,300528,幸福蓝海,5.29,11.29,45.6
947,000061,农 产 品,2.84,5.27,20.9
948,002925,盈趣科技,7.55,52.01,77.2
949,300636,同和药业,7.95,21.87,20.84
950,300455,康拓红外,1.4,8.3,25.72
951,300367,东方网力,4.3,12.09,79.05
952,600169,太原重工,1.61,2.26,6.07
953,002853,皮阿诺,5.95,20.43,140.26
954,002425,凯撒文化,4.56,4.54,23.21
955,000835,长城动漫,1.41,4.55,41.06
956,000670,盈方微,0.43,5.31,18.31
957,300220,金运激光,1.97,12.14,32.51
958,000862,银星能源,3.68,3.04,10.84
959,300270,中威电子,2.57,9.13,44.68
960,002559,亚威股份,4.38,6.85,36.92
961,002347,泰尔股份,2.53,3.81,26.75
962,002463,沪电股份,2.13,3.82,19.58
963,000532,华金资本,2.16,9.17,11.7
964,603260,合盛硅业,9.02,68.02,30.92
965,002443,金洲管道,4.11,6.88,22.92
966,300520,科大国创,2.79,20.66,60.45
967,300058,蓝色光标,2.8,5.36,39.98
968,002475,立讯精密,4.22,21.45,37.68
969,002848,高斯贝尔,3.73,12.26,25.93
970,600728,佳都科技,2.0,6.9,23.5
971,002508,老板电器,5.88,28.38,44.3
972,600080,金花股份,4.69,9.98,17.8
973,002065,东华软件,2.88,9.23,27.0
974,600662,强生控股,3.1,3.85,29.45
975,300217,东方电热,1.49,2.31,25.65
976,002717,岭南股份,3.7,9.24,51.77
977,002620,瑞和股份,5.89,6.93,27.52
978,002482,广田集团,4.39,5.4,66.06
979,300653,正海生物,6.31,64.84,39.81
980,300480,光力科技,3.44,12.35,77.59
981,000973,佛塑科技,2.3,3.86,15.51
982,300558,贝达药业,5.2,54.05,85.0
983,600006,东风汽车,3.42,3.86,6.74
984,002638,勤上股份,3.44,3.1,25.79
985,603017,中衡设计,6.28,9.32,43.16
986,300001,特锐德,3.04,11.66,44.0
987,603110,东方材料,4.41,14.81,32.33
988,000686,东北证券,6.66,6.25,14.45
989,603316,诚邦股份,4.0,9.39,21.26
990,603278,大业股份,6.74,16.41,25.92
991,000739,普洛药业,2.64,7.05,13.29
992,300537,广信材料,6.47,14.9,14.55
993,000622,恒立实业,0.44,3.14,17.88
994,603660,苏州科达,4.0,22.8,32.22
995,600909,华安证券,3.42,5.51,12.55
996,600300,维维股份,1.65,3.15,17.46
997,000807,云铝股份,3.74,4.73,8.2
998,000687,华讯方舟,1.95,8.68,14.01
999,002129,中环股份,4.22,7.9,16.4
1000,603020,爱普股份,6.01,8.7,40.5
1001,603183,建研院,5.3,19.79,62.27
1002,002081,金 螳 螂,4.55,9.52,22.79
1003,300300,汉鼎宇佑,4.77,17.5,18.17
1004,002550,千红制药,1.97,5.57,38.83
1005,300024,机器人,3.83,16.75,77.57
1006,000761,本钢板材,4.81,3.99,6.15
1007,300376,易事特,1.91,4.81,35.28
1008,002141,贤丰控股,1.15,4.01,27.21
1009,300018,中元股份,3.11,4.82,56.7
1010,300140,中环装备,3.77,8.04,49.46
1011,002368,太极股份,6.35,29.8,55.46
1012,000537,广宇发展,5.69,8.86,6.05
1013,000663,永安林业,6.32,7.25,14.3
1014,300330,华虹计通,2.31,8.88,15.62
1015,600749,*ST藏旅,4.44,9.69,10.52
1016,002335,科华恒盛,12.61,16.96,39.05
1017,002233,塔牌集团,7.17,10.5,13.9
1018,600090,同济堂,4.14,5.66,8.8
1019,002152,广电运通,3.65,5.66,83.6
1020,300522,世名科技,5.04,27.5,106.97
1021,603009,北特科技,4.67,8.09,23.8
1022,603169,兰石重装,3.07,4.84,11.12
1023,300659,中孚信息,3.04,20.25,20.35
1024,600929,湖南盐业,2.56,13.78,7.82
1025,601788,XD光大证,10.73,10.55,22.19
1026,300075,数字政通,4.85,12.99,60.3
1027,000778,新兴铸管,4.97,4.06,15.59
1028,601886,江河集团,6.04,8.14,26.5
1029,300025,华星创业,1.7,4.07,48.26
1030,002224,三 力 士,2.59,5.71,18.12
1031,002472,双环传动,4.65,8.16,37.38
1032,002441,众业达,6.69,7.35,47.46
1033,000978,桂林旅游,4.2,5.72,21.58
1034,600363,联创光电,5.14,9.0,25.2
1035,002422,科伦药业,8.42,30.25,93.8
1036,300304,云意电气,2.01,4.09,18.73
1037,601828,美凯龙,11.33,13.93,21.52
1038,000628,高新发展,2.41,7.38,22.5
1039,300465,高伟达,2.41,8.21,17.83
1040,002073,软控股份,4.92,5.75,50.3
1041,000970,中科三环,4.08,9.06,47.18
1042,300557,理工光科,8.12,28.04,100.14
1043,300094,国联水产,2.6,6.6,13.53
1044,000570,苏常柴Ａ,3.96,4.13,2.26
1045,600551,时代出版,9.51,8.28,19.94
1046,002756,永兴特钢,9.63,16.61,81.2
1047,300279,和晶科技,3.8,6.65,17.7
1048,600801,华新水泥,8.29,14.98,7.62
1049,000510,金路集团,1.44,4.99,13.2
1050,600078,澄星股份,2.84,3.33,13.35
1051,300431,暴风集团,3.18,14.17,16.56
1052,300260,新莱应材,3.37,17.56,28.73
1053,600231,凌钢股份,2.4,3.34,9.11
1054,002501,利源精制,6.67,5.87,41.04
1055,000561,烽火电子,2.09,5.87,5.02
1056,300679,电连技术,14.69,34.41,97.52
1057,603160,XD汇顶科,7.75,67.97,72.51
1058,000722,湖南发展,6.04,5.89,17.02
1059,603189,网达软件,3.61,15.16,27.12
1060,600714,金瑞矿业,2.1,6.74,8.35
1061,300385,雪浪环境,8.65,17.7,25.66
1062,002714,牧原股份,6.17,21.92,31.08
1063,600291,西水股份,11.75,12.64,12.75
1064,300135,宝利国际,1.31,2.53,44.17
1065,603778,乾景园林,2.04,5.08,27.33
1066,600400,红豆股份,1.81,3.38,16.7
1067,603466,风语筑,4.68,24.54,46.49
1068,002837,英维克,3.31,15.24,28.51
1069,600079,人福医药,8.63,11.9,12.41
1070,600000,浦发银行,13.57,9.37,26.4
1071,002862,实丰文化,6.83,19.62,40.99
1072,603811,诚意药业,7.25,26.4,58.12
1073,600810,神马股份,5.95,13.62,5.9
1074,600051,XD宁波联,7.65,5.98,36.99
1075,600615,丰华股份,3.16,8.56,164.5
1076,002915,中欣氟材,4.09,29.11,35.19
1077,300291,华录百纳,7.82,6.86,56.0
1078,603131,上海沪工,3.27,14.57,60.7
1079,002457,青龙管业,5.37,7.73,31.3
1080,603416,XD信捷电,6.82,25.78,50.08
1081,603730,岱美股份,8.01,25.78,39.47
1082,300282,三盛教育,9.55,15.52,23.35
1083,000720,*ST新能,1.31,3.45,17.2
1084,300095,华伍股份,3.46,6.05,34.12
1085,002474,榕基软件,2.31,7.78,41.26
1086,600104,上汽集团,20.06,33.73,14.35
1087,002607,亚夏汽车,2.34,9.51,32.0
1088,600382,广东明珠,11.1,10.38,14.81
1089,300340,科恒股份,12.57,36.38,64.36
1090,600196,复星医药,10.39,39.84,22.68
1091,300200,高盟新材,5.67,7.8,18.83
1092,300129,泰胜风能,3.15,3.47,41.6
1093,300459,金科文化,4.92,9.56,29.28
1094,603320,迪贝电气,6.03,20.87,32.92
1095,300597,吉大通信,3.03,15.69,10.6
1096,002325,洪涛股份,2.89,3.49,33.18
1097,001896,豫能控股,5.35,3.49,9.73
1098,600585,海螺水泥,17.76,31.47,6.71
1099,300303,聚飞光电,1.49,2.62,23.7
1100,002923,润都股份,7.12,29.7,50.6
1101,603078,江化微,8.79,37.9,67.73
1102,601908,京运通,3.37,4.37,31.33
1103,002279,久其软件,3.47,9.62,42.28
1104,000533,万 家 乐,2.3,3.5,7.35
1105,600795,国电电力,2.54,2.63,24.3
1106,002788,鹭燕医药,7.83,15.78,52.36
1107,300185,通裕重工,1.56,1.76,22.15
1108,002496,辉丰股份,2.59,2.64,70.9
1109,601398,工商银行,5.85,5.28,3.31
1110,000783,长江证券,5.02,5.29,10.22
1111,300029,天龙光电,1.21,5.3,29.1
1112,002779,中坚科技,4.81,20.32,78.2
1113,002649,博彦科技,4.06,8.84,18.28
1114,002247,帝龙文化,6.13,7.96,14.65
1115,600696,ST岩石,0.83,3.55,14.25
1116,300007,汉威科技,4.84,12.4,48.71
1117,002488,金固股份,6.17,10.65,26.23
1118,603588,高能环境,3.35,8.88,31.77
1119,600446,金证股份,2.04,10.68,16.13
1120,002339,积成电子,4.3,7.17,35.84
1121,300101,振芯科技,1.7,13.45,75.78
1122,300066,三川智慧,1.48,3.59,89.4
1123,300425,环能科技,2.2,4.49,32.07
1124,002797,第一创业,2.55,6.3,27.54
1125,000998,隆平高科,4.85,18.0,52.01
1126,300608,思特奇,5.68,19.81,66.42
1127,300096,易联众,1.64,8.11,28.3
1128,600192,长城电工,4.42,4.52,9.57
1129,002487,大金重工,3.17,3.61,43.02
1130,002531,天顺风能,2.77,3.62,25.32
1131,002781,奇信股份,8.09,15.4,37.37
1132,601016,节能风电,1.65,2.72,3.43
1133,600652,游久游戏,2.09,4.53,219.6
1134,300321,同大股份,6.68,13.62,23.13
1135,603987,康德莱,3.98,9.99,26.66
1136,300690,双一科技,8.56,23.62,71.49
1137,002024,苏宁易购,8.48,12.72,35.87
1138,300033,同花顺,5.11,37.41,70.86
1139,002393,力生制药,17.11,23.74,50.48
1140,000732,泰禾集团,13.46,18.26,10.08
1141,002109,兴化股份,3.23,3.66,16.39
1142,300669,沪宁股份,5.32,20.14,17.42
1143,002164,宁波东力,4.95,4.58,33.28
1144,300294,博雅生物,6.22,32.09,30.79
1145,002222,福晶科技,1.89,12.84,15.72
1146,300668,杰恩设计,3.81,24.77,65.95
1147,600698,湖南天雁,0.59,4.59,11.2
1148,002076,雪 莱 特,1.47,4.59,15.88
1149,002428,云南锗业,2.27,7.36,41.54
1150,000428,华天酒店,2.88,2.76,11.7
1151,002534,杭锅股份,4.14,6.45,27.03
1152,603345,安井食品,8.09,34.15,23.44
1153,002305,南国置业,2.61,2.77,22.41
1154,300236,上海新阳,6.82,29.56,15.58
1155,603976,正川股份,6.45,15.74,40.19
1156,002067,景兴纸业,3.51,3.7,7.14
1157,603626,科森科技,4.35,13.92,46.25
1158,002897,意华股份,6.54,21.33,48.7
1159,000726,鲁 泰Ａ,7.99,10.21,17.55
1160,002363,隆基机械,5.41,5.57,26.1
1161,603823,百合花,5.81,14.88,32.74
1162,300039,上海凯宝,2.3,5.58,42.18
1163,002713,东易日盛,4.8,18.6,46.48
1164,002046,轴研科技,5.04,6.52,9.32
1165,603218,日月股份,7.02,17.73,41.65
1166,603903,中持股份,7.04,28.01,45.32
1167,000597,东北制药,5.24,12.14,6.84
1168,002283,天润曲轴,3.54,3.74,17.88
1169,300274,阳光电源,4.94,8.42,33.69
1170,000856,冀东装备,1.3,13.1,8.32
1171,600316,洪都航空,6.88,9.39,20.9
1172,000811,冰轮环境,4.16,4.69,21.0
1173,300193,佳士科技,4.53,5.63,24.42
1174,600653,申华控股,0.86,1.87,349.8
1175,300386,飞天诚信,3.96,11.28,57.73
1176,002532,新界泵业,2.79,4.7,37.0
1177,000538,云南白药,18.09,100.68,8.9
1178,300383,光环新网,4.54,14.13,60.68
1179,603686,龙马环卫,7.41,22.6,31.33
1180,300606,金太阳,5.31,23.6,45.71
1181,603676,卫信康,2.11,16.05,14.11
1182,600773,西藏城投,3.94,6.62,14.0
1183,600651,飞乐音响,3.26,3.77,401.3
1184,600230,沧州大化,7.64,21.75,10.71
1185,600738,兰州民百,2.42,7.6,9.06
1186,002887,绿茵生态,10.43,26.58,85.16
1187,300084,海默科技,4.54,4.75,32.78
1188,000554,泰山石油,1.91,5.7,10.75
1189,603536,惠发股份,3.85,9.57,23.95
1190,600050,中国联通,4.42,4.77,2.94
1191,300364,中文在线,3.71,6.68,19.13
1192,300516,久之洋,9.79,34.36,175.17
1193,000551,创元科技,4.07,5.73,6.95
1194,002332,仙琚制药,2.61,8.6,15.32
1195,603800,道森股份,4.48,15.29,53.93
1196,603138,海量数据,2.6,23.94,72.2
1197,300014,亿纬锂能,3.74,16.28,43.28
1198,300230,永利股份,3.35,4.79,15.76
1199,600693,东百集团,2.42,5.77,13.92
1200,000859,国风塑业,1.99,2.88,11.43
1201,300166,东方国信,4.22,14.43,55.03
1202,600166,福田汽车,2.76,1.92,17.42
1203,002037,久联发展,6.33,7.72,9.28
1204,002657,中科金财,7.54,15.45,36.05
1205,603123,翠微股份,5.84,5.81,11.11
1206,600855,航天长峰,2.57,11.6,5.75
1207,600565,迪马股份,3.13,2.91,26.22
1208,300298,三诺生物,5.27,20.3,34.96
1209,300003,乐普医疗,3.47,33.92,63.4
1210,002880,卫光生物,11.37,43.61,75.7
