,code,name,bvps,0,1
1211,600797,浙大网新,4.25,9.71,16.15
1212,300287,飞利信,4.11,6.81,16.37
1213,002465,海格通信,3.54,8.78,49.93
1214,300227,光韵达,3.21,10.74,15.8
1215,300513,恒泰实达,4.69,27.39,18.58
1216,002156,通富微电,5.12,10.76,24.63
1217,600960,渤海汽车,4.78,5.9,13.22
1218,002341,新纶科技,3.35,11.74,25.46
1219,300453,三鑫医疗,3.69,10.77,48.05
1220,002833,弘亚数控,7.5,48.98,17.62
1221,000058,深 赛 格,1.59,4.91,16.68
1222,600611,大众交通,3.83,3.93,202.0
1223,300446,乐凯新材,4.85,17.71,20.52
1224,002483,润邦股份,3.71,3.94,27.9
1225,002103,广博股份,3.29,4.93,12.37
1226,002736,国信证券,5.82,8.91,10.16
1227,603010,万盛股份,4.34,17.86,26.73
1228,603969,银龙股份,2.82,5.94,19.86
1229,600075,新疆天业,4.62,5.95,13.6
1230,002107,沃华医药,1.57,8.93,19.01
1231,600805,悦达投资,7.2,4.97,12.2
1232,002223,鱼跃医疗,5.44,18.9,17.17
1233,300427,红相股份,5.48,13.94,20.05
1234,300044,赛为智能,2.95,6.97,25.09
1235,002835,同为股份,2.97,7.98,21.51
1236,603126,中材节能,2.61,5.98,4.98
1237,300517,海波重科,6.06,22.97,31.01
1238,300408,三环集团,3.54,22.98,47.9
1239,000902,新洋丰,4.57,9.0,7.83
1240,000410,沈阳机床,1.15,8.01,6.96
1241,002187,广百股份,7.89,8.02,39.48
1242,002651,利君股份,2.01,5.02,21.14
1243,002800,天顺股份,5.85,20.1,12.2
1244,600468,百利电气,2.25,5.05,27.25
1245,600592,龙溪股份,4.74,6.05,13.05
1246,600287,江苏舜天,4.66,5.03,23.72
1247,300371,汇中股份,4.65,15.15,48.27
1248,300114,中航电测,2.51,9.09,39.7
1249,002540,亚太科技,3.73,5.05,33.7
1250,000731,四川美丰,4.52,5.05,37.57
1251,002599,盛通股份,4.81,10.11,17.61
1252,002321,华英农业,4.68,6.07,26.61
1253,300262,巴安水务,3.22,5.06,23.01
1254,002490,山东墨龙,2.36,4.05,20.75
1255,002160,常铝股份,4.54,4.05,40.0
1256,600791,京能置业,3.57,4.06,9.69
1257,603005,晶方科技,7.76,22.31,37.9
1258,002661,克明面业,6.46,12.2,21.68
1259,002326,永太科技,3.37,7.12,31.27
1260,002469,三维工程,2.38,4.07,44.7
1261,600837,海通证券,10.35,9.19,15.9
1262,000798,中水渔业,2.21,6.13,12.44
1263,600458,时代新材,6.06,7.16,13.58
1264,002594,比亚迪,18.75,46.03,25.45
1265,603619,中曼石油,6.49,29.69,36.16
1266,000762,西藏矿业,4.11,9.22,16.93
1267,002820,桂发祥,5.21,13.32,51.23
1268,300112,万讯自控,3.28,8.2,25.95
1269,002166,莱茵生物,2.44,7.18,27.8
1270,600982,宁波热电,3.38,3.08,7.28
1271,300641,正丹股份,2.71,6.17,27.35
1272,300328,宜安科技,2.58,7.2,14.87
1273,603726,朗迪集团,6.4,18.53,29.92
1274,600368,五洲交通,3.05,3.09,12.18
1275,300235,方直科技,3.52,10.3,28.78
1276,603100,川仪股份,5.12,8.26,14.01
1277,000672,上峰水泥,2.96,8.25,11.88
1278,000007,全新好,1.09,13.41,24.9
1279,603012,创力集团,4.06,6.2,25.8
1280,600222,太龙药业,2.6,4.13,15.52
1281,002613,北玻股份,1.63,3.1,19.31
1282,000650,仁和药业,2.52,6.2,14.3
1283,300169,天晟新材,3.6,4.14,37.59
1284,603881,数据港,4.41,37.28,42.69
1285,600537,亿晶光电,3.06,3.1,13.15
1286,600112,天成控股,2.4,3.11,8.36
1287,002111,威海广泰,6.96,10.37,31.49
1288,603500,祥和实业,4.52,13.49,32.64
1289,002918,蒙娜丽莎,9.57,21.8,55.7
1290,300617,安靠智电,8.38,24.94,35.11
1291,002001,新 和 成,7.18,16.67,19.0
1292,300106,西部牧业,2.75,5.23,28.38
1293,300475,聚隆科技,6.03,9.43,30.83
1294,000898,鞍钢股份,7.13,5.26,4.74
1295,603326,我乐家居,3.28,10.57,27.97
1296,601969,海南矿业,2.46,5.29,15.93
1297,601595,上海电影,5.73,15.83,38.06
1298,000938,紫光股份,17.42,42.41,48.15
1299,002105,信隆健康,1.42,4.25,8.09
1300,601127,小康股份,4.96,16.95,23.87
1301,000667,美好置业,2.71,2.13,17.3
1302,000589,黔轮胎Ａ,4.3,3.2,4.8
1303,601890,亚星锚链,3.05,4.27,21.5
1304,002519,银河电子,3.24,4.27,50.45
1305,300341,麦迪电气,2.14,5.34,11.91
1306,601088,中国神华,15.77,19.3,81.68
1307,000539,粤电力Ａ,4.51,4.29,15.25
1308,600461,洪城水业,4.18,6.44,9.05
1309,002479,富春环保,3.7,5.37,25.79
1310,000049,德赛电池,7.21,26.85,8.28
1311,002126,银轮股份,4.3,8.6,19.1
1312,300349,金卡智能,7.22,18.3,38.83
1313,000166,申万宏源,3.02,4.31,16.85
1314,600030,中信证券,12.52,16.16,6.91
1315,600623,华谊集团,8.07,8.66,17.95
1316,002258,利尔化学,4.76,19.48,18.55
1317,000400,许继电气,7.54,7.58,23.75
1318,300468,四方精创,4.96,17.34,32.68
1319,002172,澳洋科技,2.16,4.34,47.2
1320,603080,新疆火炬,6.93,30.39,37.57
1321,300591,万里马,1.45,6.52,13.88
1322,300183,东软载波,5.88,15.24,44.81
1323,000089,深圳机场,5.52,7.62,9.74
1324,603767,中马传动,4.82,8.72,22.27
1325,600512,腾达建设,2.87,2.18,9.4
1326,000917,电广传媒,7.01,5.45,18.26
1327,600073,上海梅林,3.94,6.56,7.55
1328,601929,吉视传媒,2.2,2.2,11.64
1329,601700,风范股份,2.64,3.3,28.51
1330,601688,华泰证券,12.42,14.29,21.06
1331,000801,四川九洲,2.28,4.4,31.95
1332,601008,连云港,3.16,3.31,13.64
1333,002392,北京利尔,2.69,3.31,42.13
1334,002084,海鸥住工,3.24,4.42,17.5
1335,000930,中粮生化,1.93,9.95,19.57
1336,601200,上海环境,7.89,15.5,29.29
1337,000979,中弘股份,0.85,1.11,29.53
1338,300171,东富龙,4.8,6.67,94.09
1339,603066,音飞储存,2.92,8.89,40.51
1340,002319,乐通股份,2.43,14.5,31.28
1341,600389,江山股份,5.56,18.97,22.15
1342,600077,宋都股份,2.8,3.35,16.15
1343,002407,多氟多,4.5,13.41,46.97
1344,002302,西部建设,4.9,10.09,34.8
1345,600184,光电股份,4.49,12.33,9.04
1346,600834,申通地铁,3.11,6.77,11.1
1347,000768,中航飞机,5.69,15.81,13.37
1348,601288,农业银行,4.25,3.38,2.79
1349,300377,赢时胜,3.67,13.58,37.26
1350,600072,中船科技,4.98,9.06,10.98
1351,002254,泰和新材,3.38,11.33,27.41
1352,300717,华信新材,5.06,20.42,39.48
1353,300214,日科化学,3.81,4.54,19.48
1354,600577,精达股份,1.56,3.4,22.8
1355,603357,设计总院,5.9,18.23,34.69
1356,000766,通化金马,4.59,11.4,26.47
1357,000623,吉林敖东,18.13,17.16,20.1
1358,600469,风神股份,3.23,3.46,8.03
1359,300742,越博动力,11.53,79.55,88.71
1360,603776,永安行,12.41,35.82,100.3
1361,002413,雷科防务,3.3,5.79,19.75
1362,300407,凯发电气,3.39,6.95,61.16
1363,002750,龙津药业,1.63,6.96,49.19
1364,600673,东阳光科,1.79,9.3,12.14
1365,002538,司尔特,4.69,4.65,24.05
1366,000159,国际实业,4.28,3.5,21.54
1367,300026,红日药业,2.16,3.51,99.51
1368,600903,贵州燃气,2.99,19.9,11.63
1369,000927,一汽夏利,-0.1,3.52,7.56
1370,002161,远 望 谷,2.2,9.42,56.09
1371,000419,通程控股,3.77,4.71,11.1
1372,002274,华昌化工,4.18,5.9,16.67
1373,600518,康美药业,6.14,22.47,37.47
1374,002515,金字火腿,1.51,4.74,46.06
1375,603159,上海亚虹,4.06,20.15,34.23
1376,300314,戴维医疗,2.75,9.49,25.22
1377,600091,ST明科,2.04,3.56,9.7
1378,000420,吉林化纤,1.42,2.38,11.4
1379,600295,XD鄂尔多,7.8,8.35,22.03
1380,600178,东安动力,4.07,4.78,10.18
1381,002264,新 华 都,2.45,8.38,31.31
1382,002816,和科达,5.2,14.37,15.88
1383,601958,金钼股份,3.98,5.99,25.92
1384,002167,东方锆业,1.68,5.99,46.53
1385,603603,博天环境,3.37,19.25,18.92
1386,300023,宝德股份,3.39,6.01,48.3
1387,600421,ST仰帆,0.02,6.03,11.18
1388,603076,乐惠国际,10.65,34.95,38.83
1389,603368,柳药股份,13.92,31.4,51.4
1390,000861,海印股份,1.45,2.41,19.45
1391,601678,滨化股份,3.7,6.03,21.32
1392,600517,置信电气,2.56,3.62,10.61
1393,600859,王府井,13.51,19.39,8.96
1394,300348,长亮科技,3.61,24.2,24.33
1395,603444,吉比特,34.41,124.66,285.42
1396,300213,佳讯飞鸿,3.27,6.06,17.9
1397,300593,新雷能,4.86,16.99,22.17
1398,002567,唐人神,4.16,4.86,26.0
1399,000812,陕西金叶,1.78,3.66,20.7
1400,603318,派思股份,2.56,12.24,13.75
1401,601058,赛轮金宇,2.21,2.45,10.02
1402,002307,北新路桥,2.1,4.9,26.32
1403,600633,浙数文化,6.1,8.59,15.1
1404,600682,南京新百,7.26,13.48,10.29
1405,600020,中原高速,4.53,3.68,7.96
1406,300005,探路者,2.88,3.68,50.07
1407,601369,陕鼓动力,3.76,6.14,20.83
1408,603678,火炬电子,5.69,24.63,21.9
1409,300154,瑞凌股份,3.43,4.93,40.65
1410,002771,真视通,4.04,14.8,20.24
1411,600405,动力源,2.36,4.94,14.9
1412,600372,中航电子,4.02,13.6,13.88
1413,002085,万丰奥威,2.84,8.67,7.88
1414,600093,易见股份,6.14,9.91,14.96
1415,002434,万里扬,4.61,8.69,25.66
1416,600503,华丽家族,2.25,3.72,21.87
1417,603986,兆易创新,6.03,103.49,78.96
1418,000099,中信海直,4.89,6.23,19.5
1419,002689,远大智能,1.5,3.74,6.78
1420,300245,天玑科技,4.39,9.99,28.4
1421,601226,华电重工,3.01,3.75,18.56
1422,600063,皖维高新,2.44,2.5,13.79
1423,002353,杰瑞股份,8.29,16.26,86.18
1424,002201,九鼎新材,2.66,6.26,31.87
1425,600507,方大特钢,2.49,10.05,8.63
1426,000767,漳泽电力,2.24,2.52,22.36
1427,603178,圣龙股份,4.14,11.34,14.42
1428,002698,博实股份,2.86,8.83,14.23
1429,002200,云投生态,2.21,7.6,49.7
1430,000034,神州数码,5.27,15.2,6.8
1431,300652,雷迪克,7.61,20.32,39.6
1432,300329,海伦钢琴,3.38,7.62,18.4
1433,600348,阳泉煤业,6.52,6.35,8.73
1434,600375,华菱星马,4.97,5.1,22.48
1435,600664,哈药股份,2.83,3.84,20.8
1436,300043,星辉娱乐,2.07,3.83,42.57
1437,300555,路通视信,3.19,10.22,47.54
1438,601966,玲珑轮胎,7.57,15.34,38.08
1439,600603,广汇物流,4.81,3.84,87.3
1440,603729,龙韵股份,12.97,37.3,61.72
1441,603167,渤海轮渡,7.06,9.0,8.75
1442,600229,城市传媒,3.41,7.74,9.98
1443,000959,首钢股份,5.13,3.87,5.15
1444,601939,建设银行,7.1,6.46,9.35
1445,002907,华森制药,1.87,29.74,12.72
1446,600891,秋林集团,4.96,5.18,7.06
1447,300632,光莆股份,3.49,12.98,31.54
1448,000685,中山公用,8.22,7.79,15.3
1449,601718,际华集团,4.32,3.91,5.58
1450,300255,常山药业,2.58,5.22,31.96
1451,002376,新北洋,4.59,15.69,44.57
1452,300250,初灵信息,7.34,11.77,52.23
1453,300327,中颖电子,3.53,23.61,11.5
1454,600312,平高电气,6.5,5.25,19.07
1455,000536,华映科技,4.44,2.63,10.0
1456,601330,绿色动力,2.19,19.77,16.34
1457,600550,保变电气,0.29,3.97,16.55
1458,600256,广汇能源,2.32,3.97,23.98
1459,002725,跃岭股份,3.57,10.61,19.91
1460,002406,远东传动,4.26,5.31,25.03
1461,300681,英搏尔,8.82,53.2,36.81
1462,603331,百达精工,5.48,16.13,20.02
1463,300139,晓程科技,3.89,10.67,81.49
1464,000962,东方钽业,2.44,5.34,41.1
1465,300315,掌趣科技,3.12,4.02,21.6
1466,000900,现代投资,5.78,4.03,13.42
1467,603900,莱绅通灵,7.04,18.78,33.04
1468,300243,瑞丰高材,2.56,9.42,25.3
1469,603598,引力传媒,2.51,10.77,12.55
1470,600655,豫园股份,7.8,9.43,195.6
1471,300741,华宝股份,13.29,37.9,45.57
1472,600529,山东药玻,10.99,24.5,22.4
1473,000683,远兴能源,2.3,2.71,11.66
1474,600692,亚通股份,2.01,6.8,12.99
1475,300678,中科信息,2.92,27.2,12.43
1476,600593,大连圣亚,3.34,24.54,18.43
1477,300582,英飞特,4.69,12.28,25.87
1478,300267,尔康制药,2.63,4.1,19.1
1479,603289,泰瑞机器,3.42,10.96,11.28
1480,601636,旗滨集团,2.77,4.1,12.7
1481,000966,长源电力,2.97,2.74,13.51
1482,601186,中国铁建,10.23,8.23,9.79
1483,300735,光弘科技,4.59,17.83,14.39
1484,600839,四川长虹,2.81,2.76,15.41
1485,002418,康盛股份,1.99,4.15,16.87
1486,603909,合诚股份,6.21,30.51,18.38
1487,300580,贝斯特,6.43,15.28,25.24
1488,300244,迪安诊断,4.28,18.1,39.36
1489,300359,全通教育,3.27,6.98,55.21
1490,601128,常熟银行,5.19,5.62,6.16
1491,002334,英威腾,2.49,5.62,69.0
1492,002631,德尔未来,2.42,7.03,19.29
1493,300009,安科生物,1.74,16.92,50.08
1494,000068,华控赛格,0.64,2.82,13.52
1495,601628,中国人寿,11.59,22.58,38.3
1496,603993,洛阳钼业,1.8,5.64,7.98
1497,000948,南天信息,5.69,9.9,25.73
1498,300040,九洲电气,5.5,5.67,35.97
1499,603669,灵康药业,3.66,11.35,18.54
1500,600415,小商品城,2.18,4.27,20.55
1501,300184,力源信息,6.54,9.94,24.99
1502,002185,华天科技,2.55,5.68,17.9
1503,300488,恒锋工具,8.62,29.86,71.8
1504,603277,银都股份,3.97,11.37,26.19
1505,601933,永辉超市,2.02,7.12,31.24
1506,002850,科达利,10.84,25.63,105.15
1507,600391,航发科技,5.38,15.71,16.45
1508,600257,大湖股份,2.68,4.3,20.97
1509,300627,华测导航,3.21,21.54,39.42
1510,000601,韶能股份,4.22,4.32,16.08
1511,000586,汇源通信,1.2,10.09,7.45
1512,000001,平安银行,11.85,8.66,43.68
1513,600015,华夏银行,11.87,7.23,7.23
1514,300224,正海磁材,3.63,7.23,24.19
1515,603933,睿能科技,6.97,21.75,47.06
1516,000002,万 科Ａ,12.34,23.21,14.51
1517,002728,特一药业,5.02,15.96,20.16
1518,600770,综艺股份,2.64,5.82,15.26
1519,600395,盘江股份,4.11,5.81,12.25
1520,600885,宏发股份,5.52,27.69,6.5
1521,300497,富祥股份,4.47,17.52,43.03
1522,600814,杭州解百,3.33,5.86,10.98
1523,300057,万顺股份,5.46,5.86,20.99
1524,600505,西昌电力,2.92,4.42,11.96
1525,600170,上海建工,2.73,2.94,12.58
1526,300478,杭州高新,4.31,16.3,49.41
1527,002868,绿康生化,5.95,17.86,32.4
1528,300332,天壕环境,3.94,4.47,10.41
1529,002909,集泰股份,2.88,16.4,14.32
1530,600620,天宸股份,3.6,5.99,205.5
1531,603858,步长制药,19.58,42.06,123.3
1532,601991,大唐发电,2.99,3.01,10.31
1533,002676,顺威股份,1.41,3.01,14.34
1534,300494,盛天网络,4.08,12.05,26.06
1535,300434,金石东方,11.5,25.63,22.28
1536,002132,恒星科技,2.32,3.02,16.28
1537,600581,八一钢铁,2.27,4.54,8.62
1538,300277,海联讯,1.42,7.57,26.35
1539,601801,皖新传媒,5.01,7.59,15.0
1540,002348,高乐股份,1.34,3.04,21.63
1541,600202,*ST哈空,1.51,3.05,15.1
1542,300619,金银河,5.63,32.03,65.71
1543,603888,新华网,5.27,16.79,43.86
1544,600730,中国高科,3.45,4.59,14.25
1545,002355,兴民智通,4.1,7.64,15.95
1546,300486,东杰智能,6.61,15.3,12.87
1547,300099,精准信息,2.59,4.59,88.55
1548,000153,丰原药业,3.84,6.12,31.58
1549,603136,天目湖,9.65,33.75,34.29
1550,601177,杭齿前进,4.04,6.16,16.49
1551,002878,元隆雅图,4.16,21.52,36.81
1552,000552,靖远煤电,3.12,3.08,5.45
1553,000876,新 希 望,5.1,6.17,18.07
1554,300722,新余国科,4.88,38.65,44.77
1555,300655,晶瑞股份,3.07,17.1,14.6
1556,300716,国立科技,5.06,15.56,26.5
1557,300622,博士眼镜,5.42,20.23,44.45
1558,000886,海南高速,2.72,4.67,13.01
1559,002373,千方科技,5.03,12.48,51.15
1560,000717,韶钢松山,1.58,6.24,12.33
1561,600017,日照港,3.52,3.14,7.21
1562,300271,华宇软件,4.94,17.32,39.0
1563,002320,海峡股份,5.6,17.33,51.18
1564,300110,华仁药业,1.83,4.73,21.36
1565,603161,科华控股,9.0,20.53,29.15
1566,300628,亿联网络,10.21,63.3,331.2
1567,002708,光洋股份,3.25,4.75,15.97
1568,002154,报 喜 鸟,2.0,3.17,37.74
1569,300687,赛意信息,5.38,26.97,57.97
1570,600376,首开股份,8.49,6.34,32.99
1571,002761,多喜爱,3.32,19.08,29.62
1572,601198,东兴证券,7.05,12.72,14.54
1573,300482,万孚生物,6.1,67.02,23.04
1574,300373,扬杰科技,4.94,27.13,37.21
1575,300295,三六五网,5.84,12.77,41.0
1576,000819,岳阳兴长,2.53,9.6,32.77
1577,603001,奥康国际,10.47,11.22,23.66
1578,000563,陕国投Ａ,2.6,3.21,8.05
1579,002462,嘉事堂,9.16,19.3,28.34
1580,600586,金晶科技,2.92,3.21,17.87
1581,601028,玉龙股份,2.59,4.86,10.84
1582,002593,日上集团,2.62,3.24,14.0
1583,002831,裕同科技,12.79,53.49,69.2
1584,002337,赛象科技,2.04,3.25,35.34
1585,000027,深圳能源,5.32,4.88,10.05
1586,603393,新天然气,12.61,32.7,54.95
1587,603679,华体科技,5.39,21.23,26.5
1588,601126,四方股份,4.83,4.89,31.11
1589,300218,安利股份,4.43,6.52,16.75
1590,000158,常山北明,3.62,6.52,10.89
1591,000975,银泰资源,4.18,9.8,14.84
1592,002230,科大讯飞,3.76,31.04,36.69
1593,600827,百联股份,9.33,9.81,11.2
1594,300451,创业软件,4.39,16.43,57.62
1595,601901,方正证券,4.59,6.6,6.04
1596,600163,中闽能源,1.8,3.3,8.2
1597,600128,弘业股份,5.49,6.61,10.65
1598,300565,科信技术,3.63,14.9,22.39
1599,000725,京东方Ａ,2.49,3.32,19.34
1600,300322,硕贝德,1.52,8.31,16.73
1601,300429,强力新材,4.27,26.66,36.86
1602,600867,通化东宝,2.34,23.4,12.8
1603,300701,森霸传感,5.62,45.25,49.08
1604,300247,乐金健康,3.05,5.03,26.35
1605,603709,中源家居,6.6,26.86,34.07
1606,603826,坤彩科技,2.47,10.12,22.84
1607,600961,株冶集团,0.33,6.75,5.07
1608,300658,延江股份,5.07,15.24,38.83
1609,300436,广生堂,4.0,25.4,54.78
1610,002745,木林森,5.59,16.96,41.22
1611,600808,马钢股份,3.29,3.39,3.75
1612,600258,首旅酒店,7.58,23.92,20.1
1613,600798,宁波海运,2.77,3.43,18.37
1614,002228,合兴包装,1.98,5.15,13.74
1615,600428,中远海特,4.38,3.46,12.53
1616,300458,全志科技,6.06,17.34,47.54
1617,002579,中京电子,2.69,8.67,16.09
1618,600716,凤凰股份,3.43,3.46,8.45
1619,002136,安 纳 达,3.24,8.69,25.4
1620,002467,二六三,2.3,5.23,33.18
1621,002155,湖南黄金,3.84,6.99,62.9
1622,300410,正业科技,10.42,22.73,15.54
1623,600179,安通控股,2.13,10.5,5.91
1624,603968,醋化股份,6.75,17.6,66.5
1625,603689,皖天然气,5.71,10.57,16.39
1626,603035,常熟汽饰,8.61,14.11,23.07
1627,600647,同达创业,2.42,14.13,24.2
1628,002574,明牌珠宝,6.0,5.35,35.15
1629,600149,ST坊展,0.53,5.38,8.68
1630,600470,六国化工,3.93,3.59,8.72
1631,601988,中国银行,4.77,3.6,3.35
1632,002818,富森美,10.05,25.2,74.5
1633,000530,大冷股份,3.99,3.6,6.5
1634,000881,中广核技,5.09,9.01,13.1
1635,600200,江苏吴中,4.07,7.21,13.52
1636,600215,长春经开,5.22,7.23,19.98
1637,002738,中矿资源,3.54,18.12,11.99
1638,603917,合力科技,5.37,14.51,28.39
1639,600739,辽宁成大,13.18,14.5,13.39
1640,000032,深桑达Ａ,3.04,7.29,9.2
1641,002535,林州重机,3.68,3.66,30.01
1642,002266,浙富控股,1.57,3.69,17.88
1643,600871,*ST油服,0.3,1.86,2.83
1644,603028,赛福天,3.13,7.41,6.13
1645,002782,可立克,2.0,16.7,21.27
1646,000727,华东科技,2.33,1.86,13.16
1647,002877,智能自控,2.87,18.62,25.28
1648,600717,天津港,9.43,7.45,8.6
1649,603089,正裕工业,6.68,18.76,16.75
1650,600757,长江传媒,5.16,5.62,15.29
1651,603680,今创集团,8.36,28.5,51.78
1652,600240,华业资本,4.89,7.59,15.41
1653,002618,丹邦科技,3.07,11.44,14.46
1654,600894,广日股份,7.96,5.73,5.35
1655,002544,杰赛科技,3.75,13.4,28.61
1656,002857,三晖电气,3.31,11.51,26.18
1657,601880,大连港,1.39,1.92,3.94
1658,000610,西安旅游,3.25,5.77,8.85
1659,002293,罗莱生活,4.8,13.47,29.08
1660,600249,两面针,3.39,3.84,13.58
1661,002876,三利谱,11.14,42.5,33.31
1662,601019,山东出版,4.26,7.76,15.44
1663,603113,金能科技,6.08,13.59,24.45
1664,603991,至正股份,6.28,21.41,52.68
1665,600510,黑牡丹,7.28,5.85,20.5
1666,600548,深高速,6.46,7.83,7.04
1667,300233,金城医药,10.01,13.64,20.72
1668,300397,天和防务,5.05,11.7,105.11
1669,000025,特 力Ａ,3.29,31.22,11.25
1670,002361,神剑股份,2.26,3.96,29.95
1671,002493,荣盛石化,2.6,9.92,62.06
1672,603367,辰欣药业,8.49,21.9,16.79
1673,300693,盛弘股份,4.37,25.95,40.45
1674,000710,贝瑞基因,4.53,47.96,17.68
1675,002350,北京科锐,3.28,6.01,31.94
1676,600966,博汇纸业,3.87,4.01,9.93
1677,002181,粤 传 媒,3.37,4.01,21.4
1678,601168,西部矿业,4.83,6.03,43.92
1679,600618,氯碱化工,2.67,8.04,97.3
1680,600560,金自天正,3.34,8.04,20.81
1681,600361,华联综超,4.11,4.01,16.91
1682,300092,科新机电,2.34,6.03,18.23
1683,002615,哈尔斯,2.0,6.04,16.18
1684,603758,秦安股份,5.61,8.09,24.83
1685,002619,艾格拉斯,3.22,4.05,15.91
1686,002452,长高集团,2.56,4.05,29.5
1687,002165,红 宝 丽,2.59,4.05,46.3
1688,300435,中泰股份,3.15,10.14,28.23
1689,600970,中材国际,4.41,6.09,20.51
1690,600173,卧龙地产,2.81,4.06,5.91
1691,000011,深物业A,5.0,10.17,11.0
1692,600547,山东黄金,8.97,24.43,10.6
1693,002623,亚玛顿,13.38,16.3,34.17
1694,601005,重庆钢铁,1.92,2.04,7.0
1695,002195,二三四五,1.78,4.08,32.86
1696,300196,长海股份,5.69,10.22,21.4
1697,600027,华电国际,4.3,4.08,4.09
1698,300289,利德曼,3.13,6.14,15.95
1699,600268,国电南自,3.15,4.1,23.99
1700,601928,凤凰传媒,4.95,6.17,11.86
1701,300175,朗源股份,1.66,4.12,21.04
1702,300602,飞荣达,4.87,26.81,21.34
1703,603002,宏昌电子,1.82,4.14,7.55
1704,601333,广深铁路,4.11,4.14,7.2
1705,300712,永福股份,6.34,18.66,17.02
1706,601238,广汽集团,7.18,10.43,8.52
1707,600777,新潮能源,1.94,2.08,13.82
1708,000908,景峰医药,2.73,4.16,8.17
1709,300011,鼎汉技术,4.44,6.26,69.01
1710,600919,江苏银行,8.2,6.29,12.38
1711,603559,中通国脉,5.49,23.13,53.89
1712,600718,东软集团,7.2,12.62,14.7
1713,600605,汇通能源,4.64,8.42,24.0
1714,002899,英派斯,7.98,21.08,45.83
1715,002731,萃华珠宝,7.86,14.76,41.04
1716,600302,标准股份,3.46,4.22,20.78
1717,002377,国创高新,5.31,6.34,28.27
1718,300415,伊之密,2.59,8.46,30.89
1719,603233,大参林,7.26,59.31,35.6
1720,002295,精艺股份,4.58,6.4,17.2
1721,600589,广东榕泰,4.4,4.27,34.33
1722,002521,齐峰新材,6.95,6.47,40.9
1723,002498,汉缆股份,1.4,2.17,54.99
1724,600845,宝信软件,5.85,26.03,13.5
1725,600082,海泰发展,2.63,4.36,8.75
1726,000933,神火股份,3.15,4.36,12.27
1727,000929,兰州黄河,3.92,6.58,16.81
1728,000565,渝三峡Ａ,2.43,4.39,6.1
1729,300462,华铭智能,4.47,24.2,24.83
1730,300137,先河环保,4.71,15.42,35.26
1731,002094,青岛金王,3.67,8.82,11.91
1732,600138,中青旅,7.86,17.74,12.66
1733,601368,绿城水务,4.27,6.66,18.75
1734,601555,东吴证券,6.94,6.66,6.57
1735,002861,瀛通通讯,8.52,22.27,45.45
1736,002120,韵达股份,4.61,49.01,30.7
1737,000656,金科股份,3.41,4.46,13.14
1738,300605,恒锋信息,4.07,17.85,50.85
1739,600644,乐山电力,2.4,4.48,35.0
1740,600990,四创电子,13.15,47.15,20.7
1741,600803,新奥股份,6.26,11.27,5.28
1742,601113,华鼎股份,3.4,6.79,12.31
1743,600176,中国巨石,3.7,9.07,5.83
1744,300412,迦南科技,2.99,9.07,19.58
1745,601099,太平洋,1.73,2.28,41.91
1746,002827,高争民爆,4.45,13.62,29.58
1747,002566,益盛药业,5.51,6.81,36.41
1748,600980,北矿科技,3.73,11.38,15.1
1749,002600,领益智造,1.63,4.58,23.37
1750,300313,天山生物,1.79,9.17,16.54
1751,300173,智慧松德,2.9,6.89,25.06
1752,603086,先达股份,10.28,18.47,43.96
1753,600769,祥龙电业,0.13,4.63,14.35
1754,603638,艾迪精密,3.43,25.63,13.88
1755,300354,东华测试,2.49,9.33,24.12
1756,603919,金徽酒,5.35,16.3,25.52
1757,600557,康缘药业,5.81,11.62,16.61
1758,603648,畅联股份,4.33,16.35,24.82
1759,600267,海正药业,6.98,14.02,26.65
1760,002138,顺络电子,4.83,16.41,34.31
1761,300219,鸿利智汇,3.86,9.4,16.96
1762,600713,南京医药,3.61,4.71,8.73
1763,603937,丽岛新材,5.93,16.5,26.11
1764,600155,宝硕股份,8.61,7.12,11.93
1765,000829,天音控股,2.76,7.13,11.98
1766,002039,黔源电力,7.78,14.31,8.08
1767,002926,华西证券,6.82,9.57,14.56
1768,600328,兰太实业,5.2,7.22,16.69
1769,600333,长春燃气,3.54,4.84,16.06
1770,002135,东南网架,3.8,4.84,25.66
1771,002054,德美化工,4.25,4.84,9.87
1772,600353,旭光股份,2.0,4.84,15.21
1773,002191,劲嘉股份,4.41,7.31,33.2
1774,600193,*ST创兴,0.42,2.44,16.1
1775,002733,雄韬股份,6.12,9.81,29.08
1776,002901,大博医疗,3.24,36.8,26.83
1777,300231,银信科技,3.01,7.38,26.2
1778,600301,ST南化,1.01,4.97,12.32
1779,002644,佛慈制药,2.71,9.9,15.6
1780,002646,青青稞酒,5.32,12.39,17.78
1781,603978,深圳新星,8.45,32.22,65.76
1782,600959,江苏有线,3.47,4.97,9.54
1783,300399,京天利,2.03,9.92,54.3
1784,000503,国新健康,1.48,29.86,12.7
1785,300181,佐力药业,2.24,4.98,26.88
1786,603538,美诺华,9.37,17.45,36.28
1787,300660,江苏雷利,11.12,25.0,79.26
1788,002004,华邦健康,4.7,5.0,16.4
1789,300443,金雷风电,6.87,10.1,81.48
1790,002802,洪汇新材,5.73,27.84,15.08
1791,600475,华光股份,8.25,10.24,8.42
1792,601377,兴业证券,5.04,5.13,20.12
1793,002168,深圳惠程,1.84,10.28,44.4
1794,000952,广济药业,3.35,12.85,11.78
