,code,name,bvps,0,1,2
788,000062,深圳华强,5.95,18.39,21.99,0.195758564437194
789,600186,莲花健康,0.0,1.9,9.81,4.163157894736842
790,600216,浙江医药,8.06,11.48,13.22,0.15156794425087108
791,300570,太辰光,4.94,16.57,55.3,2.3373566686783342
792,002209,达 意 隆,3.26,7.01,19.22,1.7417974322396577
793,002888,惠威科技,3.53,18.49,22.88,0.23742563547863715
794,000756,新华制药,5.26,9.57,8.86,-0.07419017763845359
795,601138,工业富联,1.73,17.23,18.44,0.07022634939059784
796,603637,镇海股份,4.19,12.16,41.23,2.3906249999999996
797,000668,荣丰控股,4.2,10.87,16.88,0.5528978840846366
798,300162,雷曼股份,3.11,6.41,40.59,5.33229329173167
799,300549,优德精密,3.86,17.31,21.64,0.2501444251877529
800,000858,五 粮 液,15.36,70.62,53.65,-0.24030019824412355
801,600755,厦门国贸,6.54,7.07,22.35,2.1612446958981613
802,603809,豪能股份,10.26,19.29,39.01,1.022291342664593
803,002063,远光软件,3.39,8.36,15.49,0.8528708133971293
804,300730,科创信息,2.33,26.42,41.55,0.5726722180166538
805,603385,惠达卫浴,8.23,10.31,31.31,2.0368574199806013
806,002775,文科园林,6.15,12.9,26.82,1.0790697674418603
807,600036,招商银行,18.32,25.84,10.02,-0.6122291021671826
808,300331,苏大维格,6.25,13.58,22.45,0.6531664212076582
809,600107,美尔雅,1.53,5.84,18.76,2.212328767123288
810,300305,裕兴股份,5.04,5.83,35.36,5.065180102915952
811,300381,溢多利,4.79,7.78,41.19,4.294344473007712
812,600720,祁连山,6.68,6.47,6.45,-0.003091190108191588
813,600456,宝钛股份,7.94,14.27,20.25,0.41906096706377016
814,002551,尚荣医疗,3.27,5.85,58.16,8.941880341880342
815,000728,国元证券,7.53,7.16,10.2,0.42458100558659206
816,300256,星星科技,3.54,3.91,29.41,6.521739130434782
817,002273,水晶光电,4.1,11.74,30.01,1.5562180579216356
818,603798,康普顿,4.46,13.09,57.22,3.3712757830404887
819,600191,华资实业,4.53,4.59,9.19,1.0021786492374727
820,300273,和佳股份,3.12,6.56,35.5,4.411585365853659
821,002898,赛隆药业,3.9,21.0,29.38,0.399047619047619
822,300633,开立医疗,2.69,33.5,25.31,-0.24447761194029854
823,603979,金诚信,6.64,8.54,24.75,1.8981264637002344
824,300406,九强生物,3.12,13.15,22.68,0.7247148288973383
825,603239,浙江仙通,3.81,11.85,31.45,1.6540084388185656
826,300297,蓝盾股份,3.44,7.9,19.38,1.453164556962025
827,300264,佳创视讯,1.33,5.28,16.75,2.1723484848484844
828,600064,南京高科,8.53,7.27,22.4,2.0811554332874826
829,000697,炼石有色,2.62,13.89,23.6,0.6990640748740101
830,603359,东珠景观,7.76,21.21,39.44,0.8595002357378593
831,601989,中国重工,3.67,3.98,7.81,0.9623115577889446
832,600488,天药股份,2.52,3.98,36.5,8.170854271356784
833,300155,安居宝,2.1,4.65,43.3,8.311827956989246
834,600189,吉林森工,5.34,5.98,7.85,0.3127090301003343
835,603609,禾丰牧业,4.19,8.64,14.14,0.6365740740740741
836,000422,*ST宜化,-0.86,2.0,12.36,5.18
837,600480,凌云股份,8.45,9.35,6.62,-0.2919786096256684
838,600567,山鹰纸业,2.4,4.01,10.55,1.6309226932668333
839,603803,瑞斯康达,5.94,12.78,35.0,1.7386541471048513
840,300698,万马科技,2.82,21.41,8.64,-0.5964502568893041
841,600435,北方导航,1.41,8.04,11.15,0.38681592039801016
842,300596,利安隆,5.17,24.19,26.2,0.08309218685407184
843,300234,开尔新材,3.43,6.06,17.97,1.9653465346534655
844,300423,鲁亿通,6.79,20.88,19.73,-0.05507662835249036
845,002241,歌尔股份,4.64,9.44,31.81,2.369703389830508
846,603058,永吉股份,2.13,10.8,11.03,0.02129629629629617
847,600055,万东医疗,3.42,10.84,20.05,0.8496309963099632
848,300086,康芝药业,4.16,6.75,58.0,7.592592592592593
849,002386,天原集团,6.25,6.75,20.25,2.0
850,002384,东山精密,7.6,23.65,59.23,1.5044397463002115
851,600824,益民集团,2.08,3.39,16.44,3.849557522123894
852,600702,舍得酒业,7.61,32.47,11.4,-0.648906683092085
853,300142,沃森生物,2.18,18.96,146.45,6.724156118143458
854,300506,名家汇,2.56,19.64,19.92,0.01425661914460291
855,002892,科力尔,6.88,29.14,54.21,0.8603294440631435
856,000581,威孚高科,15.48,21.02,6.35,-0.69790675547098
857,603266,天龙股份,5.87,14.25,39.49,1.7712280701754388
858,002360,同德化工,2.71,5.43,39.85,6.338858195211787
859,300581,晨曦航空,3.25,14.28,74.79,4.237394957983194
860,603871,嘉友国际,12.53,42.2,70.03,0.6594786729857819
861,300471,厚普股份,4.44,6.81,126.41,17.562408223201174
862,300736,百华悦邦,5.19,25.88,44.34,0.7132921174652244
863,300483,沃施股份,6.58,27.3,16.4,-0.39926739926739935
864,300284,苏交科,4.62,7.51,10.75,0.43142476697736354
865,002906,华阳集团,7.39,20.5,28.32,0.38146341463414635
866,000961,中南建设,4.02,6.15,10.9,0.7723577235772358
867,603899,晨光文具,3.3,28.01,25.2,-0.10032131381649419
868,002889,东方嘉盛,9.77,34.89,18.63,-0.46603611349957014
869,000662,天夏智慧,5.17,6.16,12.63,1.0503246753246753
870,601717,郑煤机,6.32,5.49,32.0,4.828779599271402
871,002329,皇氏集团,3.3,4.11,25.31,5.1581508515815075
872,002641,永高股份,2.4,3.43,13.91,3.055393586005831
873,600758,红阳能源,4.25,4.12,14.9,2.6165048543689324
874,600601,方正科技,1.36,2.75,245.5,88.27272727272727
875,600513,联环药业,3.13,6.88,18.25,1.6526162790697676
876,300228,富瑞特装,3.84,5.52,34.0,5.159420289855073
877,300625,三雄极光,8.2,19.36,55.17,1.8496900826446283
878,600220,江苏阳光,1.14,2.08,20.85,9.024038461538463
879,300426,唐德影视,3.08,14.56,43.77,2.006181318681319
880,002298,中电兴发,6.17,6.94,15.36,1.2132564841498557
881,000750,国海证券,3.29,3.48,19.69,4.658045977011494
882,600978,宜华生活,5.46,6.96,6.15,-0.11637931034482753
883,002225,濮耐股份,2.71,4.88,11.4,1.3360655737704918
884,300141,和顺电气,2.74,8.37,51.33,5.132616487455198
885,000088,盐 田 港,3.25,5.59,11.47,1.0518783542039358
886,300563,神宇股份,5.77,26.58,39.93,0.5022573363431152
887,000681,视觉中国,3.7,27.3,14.35,-0.4743589743589744
888,600007,中国国贸,6.62,14.04,6.3,-0.5512820512820513
889,300152,科融环境,1.94,2.81,51.49,17.323843416370106
890,002196,方正电机,5.51,7.03,24.38,2.4679943100995727
891,002380,科远股份,8.59,12.66,77.76,5.14218009478673
892,300030,阳普医疗,3.1,7.04,35.1,3.985795454545455
893,002516,旷达科技,2.75,3.52,21.08,4.988636363636363
894,300448,浩云科技,2.9,11.28,33.29,1.951241134751773
895,002798,帝欧家居,12.67,28.94,22.28,-0.23013130615065652
896,601990,南京证券,3.83,10.6,10.83,0.02169811320754721
897,600893,航发动力,11.44,23.29,9.96,-0.5723486474881923
898,600866,星湖科技,1.43,3.56,15.0,3.2134831460674156
899,002031,巨轮智能,1.37,2.13,7.99,2.751173708920188
900,603738,泰晶科技,4.03,15.67,28.12,0.7945118059987237
901,600103,青山纸业,1.89,2.86,8.6,2.006993006993007
902,000869,张 裕Ａ,13.68,40.05,26.08,-0.3488139825218477
903,000913,钱江摩托,5.51,11.45,6.45,-0.43668122270742354
904,603656,泰禾光电,5.65,16.48,67.64,3.1043689320388346
905,603180,金牌厨柜,12.96,94.64,69.99,-0.2604606931530009
906,300709,精研科技,14.47,39.54,93.15,1.3558421851289835
907,002495,佳隆股份,1.23,2.88,32.5,10.284722222222223
908,300201,海伦哲,1.45,4.33,18.42,3.2540415704387993
909,603618,杭电股份,3.07,5.78,22.34,2.8650519031141863
910,600150,*ST船舶,10.65,9.41,8.04,-0.14558979808714145
911,002815,崇达技术,3.23,15.92,61.0,2.8316582914572863
912,603226,菲林格尔,8.37,23.89,34.28,0.43491000418585185
913,603311,金海环境,3.52,10.88,18.3,0.681985294117647
914,002546,新联电子,3.44,3.63,40.91,10.269972451790633
915,603360,百傲化学,5.36,18.17,37.09,1.0412768299394606
916,300387,富邦股份,3.56,6.54,48.74,6.452599388379205
917,002510,天汽模,2.7,4.36,26.11,4.988532110091743
918,300495,美尚生态,4.84,11.63,89.29,6.677558039552881
919,002912,中新赛克,10.7,90.95,84.81,-0.06750962067069818
920,600719,大连热电,1.93,4.38,15.49,2.536529680365297
921,603878,武进不锈,10.17,13.89,40.0,1.8797696184305255
922,600562,国睿科技,2.9,16.8,15.23,-0.09345238095238097
923,002364,中恒电气,4.18,9.52,45.91,3.822478991596639
924,002261,拓维信息,3.51,4.4,33.45,6.6022727272727275
925,600732,ST新梅,1.0,5.14,10.1,0.9649805447470817
926,002342,巨力索具,2.51,3.69,24.31,5.588075880758807
927,002865,钧达股份,7.16,18.47,17.34,-0.06118029236599887
928,002499,科林环保,4.06,12.56,45.88,2.6528662420382165
929,300402,宝色股份,2.93,8.87,19.24,1.169109357384442
930,300531,优博讯,2.22,14.07,88.43,5.285003553660271
931,600740,山西焦化,6.04,8.89,10.45,0.17547806524184462
932,603019,中科曙光,4.92,46.7,35.04,-0.2496788008565311
933,600793,宜宾纸业,1.4,13.4,12.76,-0.04776119402985079
934,600863,内蒙华电,1.76,2.24,4.12,0.8392857142857142
935,600467,好当家,2.06,2.23,9.81,3.399103139013453
936,600297,广汇汽车,4.36,5.21,27.49,4.276391554702495
937,002881,美格智能,2.78,19.35,22.86,0.18139534883720917
938,600747,ST大控,1.35,1.49,14.72,8.879194630872483
939,300248,新开普,2.8,5.98,45.15,6.550167224080267
940,603090,宏盛股份,4.62,14.96,12.2,-0.18449197860962577
941,600449,宁夏建材,9.3,7.49,7.84,0.04672897196261677
942,002396,星网锐捷,5.47,20.22,26.76,0.3234421364985165
943,000960,锡业股份,6.66,11.24,9.14,-0.18683274021352309
944,603628,清源股份,3.4,9.75,17.15,0.7589743589743588
945,000682,东方电子,1.79,3.75,17.52,3.6719999999999997
946,300528,幸福蓝海,5.29,11.29,45.6,3.038972542072631
947,000061,农 产 品,2.84,5.27,20.9,2.96584440227704
948,002925,盈趣科技,7.55,52.01,77.2,0.4843299365506634
949,300636,同和药业,7.95,21.87,20.84,-0.04709647919524468
950,300455,康拓红外,1.4,8.3,25.72,2.0987951807228913
951,300367,东方网力,4.3,12.09,79.05,5.538461538461538
952,600169,太原重工,1.61,2.26,6.07,1.685840707964602
953,002853,皮阿诺,5.95,20.43,140.26,5.865394028389622
954,002425,凯撒文化,4.56,4.54,23.21,4.112334801762115
955,000835,长城动漫,1.41,4.55,41.06,8.024175824175826
956,000670,盈方微,0.43,5.31,18.31,2.448210922787194
957,300220,金运激光,1.97,12.14,32.51,1.677924217462932
958,000862,银星能源,3.68,3.04,10.84,2.5657894736842106
959,300270,中威电子,2.57,9.13,44.68,3.8937568455640736
960,002559,亚威股份,4.38,6.85,36.92,4.389781021897811
961,002347,泰尔股份,2.53,3.81,26.75,6.0209973753280845
962,002463,沪电股份,2.13,3.82,19.58,4.12565445026178
963,000532,华金资本,2.16,9.17,11.7,0.2758996728462377
964,603260,合盛硅业,9.02,68.02,30.92,-0.5454278153484269
965,002443,金洲管道,4.11,6.88,22.92,2.33139534883721
966,300520,科大国创,2.79,20.66,60.45,1.9259438528557602
967,300058,蓝色光标,2.8,5.36,39.98,6.458955223880596
968,002475,立讯精密,4.22,21.45,37.68,0.7566433566433567
969,002848,高斯贝尔,3.73,12.26,25.93,1.1150081566068515
970,600728,佳都科技,2.0,6.9,23.5,2.4057971014492754
971,002508,老板电器,5.88,28.38,44.3,0.5609584214235377
972,600080,金花股份,4.69,9.98,17.8,0.7835671342685371
973,002065,东华软件,2.88,9.23,27.0,1.9252437703141927
974,600662,强生控股,3.1,3.85,29.45,6.649350649350649
975,300217,东方电热,1.49,2.31,25.65,10.103896103896103
976,002717,岭南股份,3.7,9.24,51.77,4.602813852813853
977,002620,瑞和股份,5.89,6.93,27.52,2.971139971139971
978,002482,广田集团,4.39,5.4,66.06,11.233333333333333
979,300653,正海生物,6.31,64.84,39.81,-0.38602714373843305
980,300480,光力科技,3.44,12.35,77.59,5.28259109311741
981,000973,佛塑科技,2.3,3.86,15.51,3.018134715025907
982,300558,贝达药业,5.2,54.05,85.0,0.5726179463459761
983,600006,东风汽车,3.42,3.86,6.74,0.7461139896373058
984,002638,勤上股份,3.44,3.1,25.79,7.3193548387096765
985,603017,中衡设计,6.28,9.32,43.16,3.6309012875536477
986,300001,特锐德,3.04,11.66,44.0,2.7735849056603774
987,603110,东方材料,4.41,14.81,32.33,1.1829844699527343
988,000686,东北证券,6.66,6.25,14.45,1.3119999999999998
989,603316,诚邦股份,4.0,9.39,21.26,1.2641107561235356
990,603278,大业股份,6.74,16.41,25.92,0.5795246800731262
991,000739,普洛药业,2.64,7.05,13.29,0.8851063829787233
992,300537,广信材料,6.47,14.9,14.55,-0.023489932885906017
993,000622,恒立实业,0.44,3.14,17.88,4.694267515923566
994,603660,苏州科达,4.0,22.8,32.22,0.413157894736842
995,600909,华安证券,3.42,5.51,12.55,1.2776769509981853
996,600300,维维股份,1.65,3.15,17.46,4.542857142857143
997,000807,云铝股份,3.74,4.73,8.2,0.7336152219873147
998,000687,华讯方舟,1.95,8.68,14.01,0.6140552995391705
999,002129,中环股份,4.22,7.9,16.4,1.0759493670886073
1000,603020,爱普股份,6.01,8.7,40.5,3.6551724137931036
1001,603183,建研院,5.3,19.79,62.27,2.146538655886812
1002,002081,金 螳 螂,4.55,9.52,22.79,1.39390756302521
1003,300300,汉鼎宇佑,4.77,17.5,18.17,0.03828571428571438
1004,002550,千红制药,1.97,5.57,38.83,5.9712746858168755
1005,300024,机器人,3.83,16.75,77.57,3.6310447761194027
1006,000761,本钢板材,4.81,3.99,6.15,0.5413533834586466
1007,300376,易事特,1.91,4.81,35.28,6.334719334719336
1008,002141,贤丰控股,1.15,4.01,27.21,5.785536159600999
1009,300018,中元股份,3.11,4.82,56.7,10.763485477178422
1010,300140,中环装备,3.77,8.04,49.46,5.151741293532339
1011,002368,太极股份,6.35,29.8,55.46,0.8610738255033556
1012,000537,广宇发展,5.69,8.86,6.05,-0.31715575620767494
1013,000663,永安林业,6.32,7.25,14.3,0.9724137931034483
1014,300330,华虹计通,2.31,8.88,15.62,0.7590090090090088
1015,600749,*ST藏旅,4.44,9.69,10.52,0.08565531475748195
1016,002335,科华恒盛,12.61,16.96,39.05,1.3024764150943393
1017,002233,塔牌集团,7.17,10.5,13.9,0.3238095238095238
1018,600090,同济堂,4.14,5.66,8.8,0.5547703180212015
1019,002152,广电运通,3.65,5.66,83.6,13.770318021201412
1020,300522,世名科技,5.04,27.5,106.97,2.889818181818182
1021,603009,北特科技,4.67,8.09,23.8,1.9419035846724353
1022,603169,兰石重装,3.07,4.84,11.12,1.2975206611570247
1023,300659,中孚信息,3.04,20.25,20.35,0.004938271604938342
1024,600929,湖南盐业,2.56,13.78,7.82,-0.43251088534107396
1025,601788,XD光大证,10.73,10.55,22.19,1.1033175355450238
1026,300075,数字政通,4.85,12.99,60.3,3.64203233256351
1027,000778,新兴铸管,4.97,4.06,15.59,2.839901477832513
1028,601886,江河集团,6.04,8.14,26.5,2.2555282555282554
1029,300025,华星创业,1.7,4.07,48.26,10.857493857493855
1030,002224,三 力 士,2.59,5.71,18.12,2.1733800350262698
1031,002472,双环传动,4.65,8.16,37.38,3.5808823529411766
1032,002441,众业达,6.69,7.35,47.46,5.457142857142857
1033,000978,桂林旅游,4.2,5.72,21.58,2.772727272727273
1034,600363,联创光电,5.14,9.0,25.2,1.7999999999999998
1035,002422,科伦药业,8.42,30.25,93.8,2.100826446280992
1036,300304,云意电气,2.01,4.09,18.73,3.5794621026894866
1037,601828,美凯龙,11.33,13.93,21.52,0.5448671931083992
1038,000628,高新发展,2.41,7.38,22.5,2.048780487804878
1039,300465,高伟达,2.41,8.21,17.83,1.1717417783191226
1040,002073,软控股份,4.92,5.75,50.3,7.747826086956521
1041,000970,中科三环,4.08,9.06,47.18,4.207505518763797
1042,300557,理工光科,8.12,28.04,100.14,2.57132667617689
1043,300094,国联水产,2.6,6.6,13.53,1.05
1044,000570,苏常柴Ａ,3.96,4.13,2.26,-0.4527845036319613
1045,600551,时代出版,9.51,8.28,19.94,1.4082125603864737
1046,002756,永兴特钢,9.63,16.61,81.2,3.8886213124623725
1047,300279,和晶科技,3.8,6.65,17.7,1.6616541353383456
1048,600801,华新水泥,8.29,14.98,7.62,-0.49132176234979974
1049,000510,金路集团,1.44,4.99,13.2,1.6452905811623244
1050,600078,澄星股份,2.84,3.33,13.35,3.009009009009009
1051,300431,暴风集团,3.18,14.17,16.56,0.1686661961891319
1052,300260,新莱应材,3.37,17.56,28.73,0.636104783599089
1053,600231,凌钢股份,2.4,3.34,9.11,1.7275449101796407
1054,002501,利源精制,6.67,5.87,41.04,5.991482112436116
1055,000561,烽火电子,2.09,5.87,5.02,-0.14480408858603075
1056,300679,电连技术,14.69,34.41,97.52,1.834059866317931
1057,603160,XD汇顶科,7.75,67.97,72.51,0.0667941739002502
1058,000722,湖南发展,6.04,5.89,17.02,1.8896434634974533
1059,603189,网达软件,3.61,15.16,27.12,0.7889182058047494
1060,600714,金瑞矿业,2.1,6.74,8.35,0.23887240356083078
1061,300385,雪浪环境,8.65,17.7,25.66,0.44971751412429384
1062,002714,牧原股份,6.17,21.92,31.08,0.4178832116788319
1063,600291,西水股份,11.75,12.64,12.75,0.008702531645569575
1064,300135,宝利国际,1.31,2.53,44.17,16.458498023715418
1065,603778,乾景园林,2.04,5.08,27.33,4.3799212598425195
1066,600400,红豆股份,1.81,3.38,16.7,3.940828402366864
1067,603466,风语筑,4.68,24.54,46.49,0.8944580277098616
1068,002837,英维克,3.31,15.24,28.51,0.870734908136483
1069,600079,人福医药,8.63,11.9,12.41,0.04285714285714284
1070,600000,浦发银行,13.57,9.37,26.4,1.817502668089648
1071,002862,实丰文化,6.83,19.62,40.99,1.0891946992864423
1072,603811,诚意药业,7.25,26.4,58.12,1.2015151515151516
1073,600810,神马股份,5.95,13.62,5.9,-0.566813509544787
1074,600051,XD宁波联,7.65,5.98,36.99,5.18561872909699
1075,600615,丰华股份,3.16,8.56,164.5,18.217289719626166
1076,002915,中欣氟材,4.09,29.11,35.19,0.20886293369975947
1077,300291,华录百纳,7.82,6.86,56.0,7.163265306122449
1078,603131,上海沪工,3.27,14.57,60.7,3.1660947151681538
1079,002457,青龙管业,5.37,7.73,31.3,3.0491591203104784
1080,603416,XD信捷电,6.82,25.78,50.08,0.942591155934833
1081,603730,岱美股份,8.01,25.78,39.47,0.5310318076027928
1082,300282,三盛教育,9.55,15.52,23.35,0.5045103092783506
1083,000720,*ST新能,1.31,3.45,17.2,3.9855072463768115
1084,300095,华伍股份,3.46,6.05,34.12,4.639669421487603
1085,002474,榕基软件,2.31,7.78,41.26,4.303341902313624
1086,600104,上汽集团,20.06,33.73,14.35,-0.5745627038244885
1087,002607,亚夏汽车,2.34,9.51,32.0,2.364879074658255
1088,600382,广东明珠,11.1,10.38,14.81,0.4267822736030828
1089,300340,科恒股份,12.57,36.38,64.36,0.7691039032435403
1090,600196,复星医药,10.39,39.84,22.68,-0.43072289156626514
1091,300200,高盟新材,5.67,7.8,18.83,1.4141025641025637
1092,300129,泰胜风能,3.15,3.47,41.6,10.988472622478387
1093,300459,金科文化,4.92,9.56,29.28,2.0627615062761504
1094,603320,迪贝电气,6.03,20.87,32.92,0.5773838045040728
1095,300597,吉大通信,3.03,15.69,10.6,-0.3244104525175271
1096,002325,洪涛股份,2.89,3.49,33.18,8.507163323782233
1097,001896,豫能控股,5.35,3.49,9.73,1.7879656160458453
1098,600585,海螺水泥,17.76,31.47,6.71,-0.7867810613282491
1099,300303,聚飞光电,1.49,2.62,23.7,8.045801526717556
1100,002923,润都股份,7.12,29.7,50.6,0.7037037037037038
1101,603078,江化微,8.79,37.9,67.73,0.7870712401055411
1102,601908,京运通,3.37,4.37,31.33,6.169336384439358
1103,002279,久其软件,3.47,9.62,42.28,3.3950103950103956
1104,000533,万 家 乐,2.3,3.5,7.35,1.0999999999999999
1105,600795,国电电力,2.54,2.63,24.3,8.239543726235743
1106,002788,鹭燕医药,7.83,15.78,52.36,2.318124207858048
1107,300185,通裕重工,1.56,1.76,22.15,11.585227272727272
1108,002496,辉丰股份,2.59,2.64,70.9,25.856060606060606
1109,601398,工商银行,5.85,5.28,3.31,-0.3731060606060606
1110,000783,长江证券,5.02,5.29,10.22,0.9319470699432894
1111,300029,天龙光电,1.21,5.3,29.1,4.490566037735849
1112,002779,中坚科技,4.81,20.32,78.2,2.848425196850394
1113,002649,博彦科技,4.06,8.84,18.28,1.067873303167421
1114,002247,帝龙文化,6.13,7.96,14.65,0.8404522613065327
1115,600696,ST岩石,0.83,3.55,14.25,3.0140845070422535
1116,300007,汉威科技,4.84,12.4,48.71,2.928225806451613
1117,002488,金固股份,6.17,10.65,26.23,1.4629107981220657
1118,603588,高能环境,3.35,8.88,31.77,2.5777027027027026
1119,600446,金证股份,2.04,10.68,16.13,0.5102996254681648
1120,002339,积成电子,4.3,7.17,35.84,3.99860529986053
1121,300101,振芯科技,1.7,13.45,75.78,4.634200743494424
1122,300066,三川智慧,1.48,3.59,89.4,23.9025069637883
1123,300425,环能科技,2.2,4.49,32.07,6.142538975501113
1124,002797,第一创业,2.55,6.3,27.54,3.3714285714285714
1125,000998,隆平高科,4.85,18.0,52.01,1.8894444444444443
1126,300608,思特奇,5.68,19.81,66.42,2.3528520949015648
1127,300096,易联众,1.64,8.11,28.3,2.489519112207152
1128,600192,长城电工,4.42,4.52,9.57,1.1172566371681418
1129,002487,大金重工,3.17,3.61,43.02,10.91689750692521
1130,002531,天顺风能,2.77,3.62,25.32,5.994475138121547
1131,002781,奇信股份,8.09,15.4,37.37,1.4266233766233765
1132,601016,节能风电,1.65,2.72,3.43,0.26102941176470584
1133,600652,游久游戏,2.09,4.53,219.6,47.476821192052974
1134,300321,同大股份,6.68,13.62,23.13,0.698237885462555
1135,603987,康德莱,3.98,9.99,26.66,1.6686686686686687
1136,300690,双一科技,8.56,23.62,71.49,2.026672311600338
1137,002024,苏宁易购,8.48,12.72,35.87,1.8199685534591192
1138,300033,同花顺,5.11,37.41,70.86,0.8941459502806738
1139,002393,力生制药,17.11,23.74,50.48,1.12636899747262
1140,000732,泰禾集团,13.46,18.26,10.08,-0.44797371303395406
1141,002109,兴化股份,3.23,3.66,16.39,3.478142076502732
1142,300669,沪宁股份,5.32,20.14,17.42,-0.1350546176762661
1143,002164,宁波东力,4.95,4.58,33.28,6.266375545851529
1144,300294,博雅生物,6.22,32.09,30.79,-0.040511062636335436
1145,002222,福晶科技,1.89,12.84,15.72,0.2242990654205608
1146,300668,杰恩设计,3.81,24.77,65.95,1.6624949535728708
1147,600698,湖南天雁,0.59,4.59,11.2,1.4400871459694988
1148,002076,雪 莱 特,1.47,4.59,15.88,2.459694989106754
1149,002428,云南锗业,2.27,7.36,41.54,4.644021739130435
1150,000428,华天酒店,2.88,2.76,11.7,3.239130434782609
1151,002534,杭锅股份,4.14,6.45,27.03,3.1906976744186046
1152,603345,安井食品,8.09,34.15,23.44,-0.3136163982430453
1153,002305,南国置业,2.61,2.77,22.41,7.090252707581228
1154,300236,上海新阳,6.82,29.56,15.58,-0.47293640054127195
1155,603976,正川股份,6.45,15.74,40.19,1.5533672172808128
1156,002067,景兴纸业,3.51,3.7,7.14,0.9297297297297296
1157,603626,科森科技,4.35,13.92,46.25,2.3225574712643677
1158,002897,意华股份,6.54,21.33,48.7,1.283169245194562
1159,000726,鲁 泰Ａ,7.99,10.21,17.55,0.7189030362389813
1160,002363,隆基机械,5.41,5.57,26.1,3.6858168761220824
1161,603823,百合花,5.81,14.88,32.74,1.200268817204301
1162,300039,上海凯宝,2.3,5.58,42.18,6.559139784946237
1163,002713,东易日盛,4.8,18.6,46.48,1.4989247311827953
1164,002046,轴研科技,5.04,6.52,9.32,0.4294478527607363
1165,603218,日月股份,7.02,17.73,41.65,1.3491257755217145
1166,603903,中持股份,7.04,28.01,45.32,0.61799357372367
1167,000597,东北制药,5.24,12.14,6.84,-0.4365733113673806
1168,002283,天润曲轴,3.54,3.74,17.88,3.780748663101604
1169,300274,阳光电源,4.94,8.42,33.69,3.0011876484560567
1170,000856,冀东装备,1.3,13.1,8.32,-0.3648854961832061
1171,600316,洪都航空,6.88,9.39,20.9,1.2257720979765705
1172,000811,冰轮环境,4.16,4.69,21.0,3.477611940298507
1173,300193,佳士科技,4.53,5.63,24.42,3.337477797513322
1174,600653,申华控股,0.86,1.87,349.8,186.05882352941177
1175,300386,飞天诚信,3.96,11.28,57.73,4.11790780141844
1176,002532,新界泵业,2.79,4.7,37.0,6.872340425531914
1177,000538,云南白药,18.09,100.68,8.9,-0.911601112435439
1178,300383,光环新网,4.54,14.13,60.68,3.2944090587402686
1179,603686,龙马环卫,7.41,22.6,31.33,0.3862831858407078
1180,300606,金太阳,5.31,23.6,45.71,0.936864406779661
1181,603676,卫信康,2.11,16.05,14.11,-0.12087227414330226
1182,600773,西藏城投,3.94,6.62,14.0,1.1148036253776434
1183,600651,飞乐音响,3.26,3.77,401.3,105.44562334217507
1184,600230,沧州大化,7.64,21.75,10.71,-0.5075862068965517
1185,600738,兰州民百,2.42,7.6,9.06,0.19210526315789486
1186,002887,绿茵生态,10.43,26.58,85.16,2.2039127163280665
1187,300084,海默科技,4.54,4.75,32.78,5.901052631578947
1188,000554,泰山石油,1.91,5.7,10.75,0.8859649122807017
1189,603536,惠发股份,3.85,9.57,23.95,1.502612330198537
1190,600050,中国联通,4.42,4.77,2.94,-0.38364779874213834
1191,300364,中文在线,3.71,6.68,19.13,1.8637724550898203
1192,300516,久之洋,9.79,34.36,175.17,4.098079161816066
1193,000551,创元科技,4.07,5.73,6.95,0.212914485165794
1194,002332,仙琚制药,2.61,8.6,15.32,0.7813953488372094
1195,603800,道森股份,4.48,15.29,53.93,2.5271419228253764
1196,603138,海量数据,2.6,23.94,72.2,2.015873015873016
1197,300014,亿纬锂能,3.74,16.28,43.28,1.6584766584766584
1198,300230,永利股份,3.35,4.79,15.76,2.290187891440501
1199,600693,东百集团,2.42,5.77,13.92,1.4124783362218372
1200,000859,国风塑业,1.99,2.88,11.43,2.9687500000000004
1201,300166,东方国信,4.22,14.43,55.03,2.813582813582814
1202,600166,福田汽车,2.76,1.92,17.42,8.072916666666668
1203,002037,久联发展,6.33,7.72,9.28,0.2020725388601036
1204,002657,中科金财,7.54,15.45,36.05,1.3333333333333333
1205,603123,翠微股份,5.84,5.81,11.11,0.9122203098106713
1206,600855,航天长峰,2.57,11.6,5.75,-0.5043103448275862
1207,600565,迪马股份,3.13,2.91,26.22,8.010309278350515
1208,300298,三诺生物,5.27,20.3,34.96,0.722167487684729
1209,300003,乐普医疗,3.47,33.92,63.4,0.8691037735849055
1210,002880,卫光生物,11.37,43.61,75.7,0.7358404035771613
1211,600797,浙大网新,4.25,9.71,16.15,0.6632337796086506
1212,300287,飞利信,4.11,6.81,16.37,1.4038179148311312
1213,002465,海格通信,3.54,8.78,49.93,4.686788154897495
1214,300227,光韵达,3.21,10.74,15.8,0.4711359404096835
1215,300513,恒泰实达,4.69,27.39,18.58,-0.321650237312888
1216,002156,通富微电,5.12,10.76,24.63,1.2890334572490705
1217,600960,渤海汽车,4.78,5.9,13.22,1.240677966101695
1218,002341,新纶科技,3.35,11.74,25.46,1.1686541737649063
1219,300453,三鑫医疗,3.69,10.77,48.05,3.46146703806871
1220,002833,弘亚数控,7.5,48.98,17.62,-0.6402613311555737
1221,000058,深 赛 格,1.59,4.91,16.68,2.397148676171079
1222,600611,大众交通,3.83,3.93,202.0,50.39949109414758
