,fz_2007-12-31,fz_2008-12-31,fz_2009-12-31,fz_2010-12-31,fz_2011-12-31,fz_2012-12-31,fz_2013-12-31,fz_2014-12-31,fz_2015-12-31,fz_2016-12-31,fz_2017-12-31,lrl_2007-12-31,lrl_2008-12-31,lrl_2009-12-31,lrl_2010-12-31,lrl_2011-12-31,lrl_2012-12-31,lrl_2013-12-31,lrl_2014-12-31,lrl_2015-12-31,lrl_2016-12-31,lrl_2017-12-31,roe_2007-12-31,roe_2008-12-31,roe_2009-12-31,roe_2010-12-31,roe_2011-12-31,roe_2012-12-31,roe_2013-12-31,roe_2014-12-31,roe_2015-12-31,roe_2016-12-31,roe_2017-12-31,zz_2007-12-31,zz_2008-12-31,zz_2009-12-31,zz_2010-12-31,zz_2011-12-31,zz_2012-12-31,zz_2013-12-31,zz_2014-12-31,zz_2015-12-31,zz_2016-12-31,zz_2017-12-31
sz002918,,,,,,,81.59%,78.91%,71.72%,63.13%,37.32%,,,,,,,5.13%,5.34%,7.32%,10.02%,10.44%,,,,,,,23.79%,23.35%,27.64%,34.51%,32.00%,,,,,,,1.53次,0.84次,0.84次,1.13次,1.02次
sz002563,,,50.18%,43.38%,14.75%,15.35%,16.78%,18.00%,20.54%,22.78%,25.84%,,,16.14%,15.92%,15.76%,10.77%,12.36%,13.35%,14.20%,13.15%,9.40%,,,84.87%,66.57%,20.35%,9.82%,11.41%,13.35%,15.43%,14.92%,11.51%,,,2.76次,2.27次,1.23次,0.77次,0.77次,0.81次,0.86次,0.87次,0.90次
sh601801,,,35.24%,24.42%,21.46%,21.95%,25.27%,27.74%,26.01%,20.82%,22.13%,,,10.85%,11.65%,13.10%,13.79%,13.29%,12.18%,11.82%,14.16%,13.02%,,,15.13%,9.99%,10.88%,12.64%,13.88%,14.19%,14.22%,17.22%,12.48%,,,0.89次,0.73次,0.65次,0.72次,0.79次,0.85次,0.87次,0.80次,0.75次
sh601968,,,57.49%,56.09%,61.04%,62.63%,64.71%,68.68%,58.59%,63.05%,62.35%,,,1.95%,4.26%,5.53%,4.53%,4.53%,3.80%,2.64%,0.30%,0.37%,,,--,--,12.88%,8.48%,9.18%,9.82%,5.12%,0.49%,0.33%,,,1.39次,0.95次,0.88次,0.74次,0.74次,0.79次,0.66次,0.73次,0.79次
sz002506,,,55.75%,31.31%,56.41%,84.21%,104.44%,89.58%,75.77%,79.42%,79.31%,,,12.89%,8.17%,-1.67%,-106.98%,-271.59%,99.37%,10.17%,-0.28%,0.26%,,,40.80%,25.67%,-1.85%,-84.11%,-368.31%,-90.10%,99.27%,-0.75%,0.57%,,,1.36次,0.94次,0.60次,0.23次,0.08次,0.58次,0.70次,0.68次,0.71次
sh600530,,,18.12%,15.73%,16.66%,17.72%,18.61%,19.95%,27.03%,28.20%,22.74%,,,6.47%,13.91%,16.11%,22.24%,23.81%,24.56%,35.11%,42.56%,58.03%,,,3.25%,6.63%,4.60%,5.87%,5.94%,4.98%,5.06%,7.84%,9.72%,,,0.22次,0.28次,0.23次,0.21次,0.20次,0.17次,0.10次,0.10次,0.12次
sz002622,,,36.47%,32.17%,5.59%,3.32%,5.30%,13.21%,14.63%,7.77%,27.29%,,,21.82%,20.03%,25.09%,22.24%,20.94%,29.34%,61.68%,12.05%,37.90%,,,31.59%,28.76%,19.27%,4.80%,3.34%,3.94%,7.70%,1.35%,5.97%,,,0.83次,0.98次,0.44次,0.21次,0.15次,0.12次,0.11次,0.09次,0.13次
sz300310,,,30.35%,35.98%,29.97%,19.75%,22.43%,30.02%,33.14%,27.37%,21.82%,,,9.46%,11.89%,12.31%,11.43%,5.46%,5.18%,5.04%,9.16%,8.40%,,,39.46%,39.31%,35.32%,14.64%,6.24%,7.25%,8.94%,8.75%,7.58%,,,2.56次,2.16次,1.89次,1.17次,0.90次,1.02次,1.15次,0.84次,0.66次
sz300202,,,26.57%,20.32%,7.13%,14.65%,16.13%,21.18%,12.86%,29.10%,31.29%,,,26.93%,30.93%,27.97%,28.51%,31.47%,32.59%,29.22%,33.25%,8.04%,,,26.46%,27.80%,14.22%,19.34%,29.52%,30.43%,17.38%,18.16%,3.30%,,,0.58次,0.69次,0.54次,0.61次,0.79次,0.75次,0.50次,0.42次,0.26次
sz300447,,,,,30.72%,20.24%,17.89%,17.59%,17.56%,32.88%,14.29%,,,,,23.80%,23.80%,22.55%,24.00%,28.61%,22.54%,22.63%,,,,,24.55%,20.77%,18.09%,18.62%,15.90%,15.02%,12.88%,,,,,1.27次,0.69次,0.65次,0.64次,0.50次,0.51次,0.41次
sz300134,,,42.43%,10.66%,13.47%,30.88%,25.06%,25.51%,41.33%,24.61%,24.40%,,,23.82%,29.07%,19.02%,-11.55%,3.16%,21.84%,4.75%,5.35%,-29.45%,,,71.01%,33.36%,7.94%,-8.55%,2.55%,22.23%,3.81%,3.72%,-9.17%,,,1.11次,0.53次,0.36次,0.51次,0.61次,0.76次,0.53次,0.40次,0.24次
sz300516,,,,,26.08%,30.94%,34.00%,29.52%,36.88%,15.19%,8.91%,,,,,30.68%,30.64%,31.27%,30.54%,31.01%,29.78%,14.32%,,,,,52.39%,54.44%,44.28%,35.32%,33.82%,16.91%,3.84%,,,,,2.61次,1.26次,0.95次,0.82次,0.74次,0.47次,0.23次
sz002344,,,70.08%,54.29%,50.59%,51.34%,47.66%,44.69%,51.52%,45.22%,30.12%,,,17.60%,24.62%,30.41%,32.00%,35.85%,39.32%,30.20%,24.30%,14.95%,,,19.80%,13.97%,24.64%,26.83%,31.04%,22.33%,11.58%,10.45%,4.18%,,,0.34次,0.33次,0.40次,0.41次,0.43次,0.30次,0.20次,0.19次,0.16次
sz300289,,,31.16%,38.26%,39.62%,32.66%,31.58%,32.39%,24.04%,19.61%,18.74%,,,28.91%,29.31%,28.50%,30.98%,32.03%,26.77%,26.13%,17.18%,17.54%,,,43.77%,41.05%,38.50%,15.31%,13.66%,14.16%,14.76%,5.73%,5.73%,,,1.07次,0.90次,0.81次,0.42次,0.29次,0.38次,0.42次,0.32次,0.34次
sh600226,,,39.87%,39.67%,39.04%,35.34%,39.39%,37.88%,36.52%,49.32%,22.92%,,,9.70%,7.64%,5.77%,1.79%,1.67%,5.72%,13.32%,23.20%,20.16%,,,12.65%,11.22%,7.40%,2.55%,2.05%,5.97%,9.71%,15.20%,7.39%,,,0.72次,0.81次,0.78次,0.73次,0.71次,0.58次,0.44次,0.36次,0.30次
sh603199,,,,,57.14%,51.18%,48.00%,41.46%,13.07%,11.83%,14.22%,,,,,16.58%,16.08%,16.29%,16.07%,17.63%,18.46%,18.57%,,,,,17.08%,15.63%,14.09%,13.06%,8.92%,7.99%,8.37%,,,,,0.81次,0.44次,0.43次,0.45次,0.41次,0.38次,0.39次
sz300188,,,45.39%,48.91%,17.93%,15.74%,18.61%,25.69%,23.21%,27.95%,24.47%,,,23.22%,21.83%,22.91%,22.45%,16.11%,20.46%,19.98%,17.91%,19.62%,,,43.31%,45.23%,11.88%,10.84%,7.01%,12.94%,13.37%,10.39%,13.56%,,,1.05次,1.06次,0.52次,0.40次,0.40次,0.51次,0.43次,0.41次,0.47次
sz300027,,,13.25%,22.34%,30.68%,48.65%,45.12%,42.15%,40.03%,50.38%,47.64%,,,13.90%,14.00%,23.02%,17.36%,33.42%,43.30%,31.45%,28.37%,25.01%,,,17.55%,9.89%,12.61%,12.73%,20.77%,20.40%,13.67%,8.45%,8.79%,,,0.53次,0.57次,0.40次,0.42次,0.35次,0.28次,0.28次,0.19次,0.20次
sh600259,,,70.79%,75.94%,72.30%,69.74%,73.91%,71.66%,77.84%,52.37%,50.84%,,,4.36%,4.91%,9.96%,3.66%,-4.94%,0.70%,-9.09%,0.23%,0.48%,,,11.65%,13.66%,45.02%,12.05%,-15.97%,2.57%,-40.03%,4.02%,1.05%,,,0.56次,0.77次,1.10次,0.99次,0.60次,0.81次,0.98次,1.08次,1.25次
sz300023,,,9.44%,6.89%,8.93%,9.50%,16.14%,30.23%,77.01%,82.57%,83.89%,,,22.95%,19.74%,11.87%,-25.46%,-31.79%,18.64%,19.78%,11.44%,4.40%,,,27.46%,3.84%,2.36%,-3.45%,-3.35%,4.73%,8.08%,6.20%,2.79%,,,0.54次,0.18次,0.21次,0.17次,0.12次,0.20次,0.13次,0.12次,0.11次
sz300215,,,55.30%,69.57%,38.82%,46.98%,49.98%,58.30%,64.24%,48.91%,47.38%,,,34.85%,34.17%,37.13%,40.49%,36.03%,18.40%,6.41%,12.87%,19.67%,,,26.31%,26.46%,11.73%,12.56%,13.95%,5.94%,1.99%,4.64%,6.49%,,,0.31次,0.27次,0.18次,0.18次,0.19次,0.14次,0.12次,0.15次,0.17次
sz300301,,,45.20%,66.76%,60.44%,36.06%,42.20%,54.74%,50.10%,37.88%,35.11%,,,12.80%,13.39%,15.54%,8.31%,3.38%,5.50%,9.38%,-0.48%,5.71%,,,15.28%,39.09%,40.35%,8.12%,3.75%,6.62%,8.57%,-3.92%,1.69%,,,0.78次,1.03次,0.95次,0.71次,0.67次,0.60次,0.59次,0.47次,0.46次
sz000563,,,45.67%,38.30%,29.91%,8.37%,10.68%,10.41%,12.46%,18.69%,16.06%,,,18.35%,37.02%,50.70%,45.22%,37.59%,41.97%,39.44%,50.83%,30.61%,,,8.02%,12.18%,19.39%,10.83%,9.24%,9.52%,10.35%,6.79%,4.50%,,,0.18次,0.19次,0.25次,0.24次,0.22次,0.20次,0.18次,0.11次,0.12次
sz300697,,,,,,,85.01%,75.64%,71.52%,60.91%,35.65%,,,,,,,3.39%,3.95%,4.61%,5.18%,4.66%,,,,,,,32.32%,27.85%,20.13%,16.49%,12.06%,,,,,,,2.24次,1.28次,1.10次,1.04次,1.24次
sh603015,,,,,33.25%,22.40%,24.03%,25.93%,10.62%,18.40%,23.45%,,,,,19.72%,20.29%,21.54%,19.65%,17.34%,8.83%,9.70%,,,,,25.18%,19.13%,20.10%,17.21%,6.99%,4.87%,6.98%,,,,,1.51次,0.68次,0.71次,0.66次,0.40次,0.41次,0.50次
sh601800,,,73.71%,75.88%,77.18%,77.61%,79.62%,79.03%,76.81%,76.67%,75.78%,,,3.34%,3.45%,3.99%,3.85%,3.57%,3.75%,3.90%,3.99%,4.42%,,,0.00%,0.00%,17.31%,14.69%,13.29%,13.36%,11.88%,11.73%,12.95%,,,0.93次,0.94次,0.88次,0.75次,0.70次,0.64次,0.59次,0.56次,0.58次
sz000803,,,42.86%,46.87%,56.47%,54.37%,69.95%,66.93%,75.11%,88.32%,88.09%,,,3.32%,-25.85%,3.67%,5.45%,2.46%,2.29%,-32.57%,-84.45%,14.47%,,,1.90%,-14.63%,2.88%,6.60%,3.06%,2.52%,-24.76%,-70.90%,30.08%,,,0.33次,0.32次,0.36次,0.54次,0.46次,0.34次,0.22次,0.15次,0.33次
sz002932,,,,,98.90%,69.44%,42.85%,18.72%,13.86%,11.19%,5.30%,,,,,20.79%,19.76%,28.22%,37.26%,37.34%,42.34%,39.70%,,,,,--,--,109.27%,71.37%,44.50%,41.10%,31.51%,,,,,1.24次,2.15次,1.82次,1.36次,0.98次,0.85次,0.73次
sz000829,,,70.83%,65.78%,70.86%,68.25%,74.40%,75.67%,79.39%,77.86%,79.56%,,,2.09%,2.11%,0.27%,-0.28%,-0.09%,-1.05%,-0.87%,0.79%,0.63%,,,16.89%,15.68%,2.34%,-1.04%,1.26%,0.84%,-10.89%,10.48%,9.69%,,,2.39次,2.44次,2.56次,3.32次,2.87次,3.08次,3.89次,2.95次,3.05次
sh600167,,,59.25%,62.36%,64.12%,65.95%,67.90%,65.75%,63.86%,61.32%,35.71%,,,18.25%,18.33%,20.24%,22.31%,23.83%,24.61%,23.31%,35.01%,39.73%,,,9.37%,10.40%,13.43%,15.55%,16.94%,17.14%,16.39%,32.74%,17.84%,,,0.22次,0.22次,0.24次,0.24次,0.23次,0.24次,0.25次,0.42次,0.27次
sh603579,,,,,39.96%,40.24%,56.98%,55.83%,53.44%,57.68%,36.76%,,,,,5.66%,2.16%,6.34%,8.58%,14.04%,16.26%,11.81%,,,,,22.07%,4.98%,19.37%,38.93%,59.36%,55.46%,18.85%,,,,,2.98次,1.42次,1.52次,1.94次,1.84次,1.47次,1.17次
sz002379,,,81.58%,63.93%,75.88%,68.28%,75.40%,74.06%,44.61%,18.86%,7.11%,,,4.12%,3.57%,0.67%,0.93%,0.30%,-17.00%,-7.75%,1.45%,2.73%,,,14.97%,5.22%,1.35%,2.16%,0.45%,-23.28%,-9.46%,1.18%,3.21%,,,0.79次,0.56次,0.59次,0.46次,0.40次,0.34次,0.42次,0.54次,1.02次
sz300485,,,,,11.58%,8.90%,8.75%,9.98%,3.19%,5.35%,5.46%,,,,,34.57%,33.48%,33.48%,34.32%,34.46%,41.92%,37.54%,,,,,60.66%,43.90%,38.02%,36.15%,16.75%,13.04%,12.79%,,,,,1.75次,1.17次,1.03次,0.94次,0.46次,0.30次,0.32次
sz002380,,,37.08%,9.69%,8.07%,10.02%,14.61%,15.35%,21.16%,12.08%,14.29%,,,26.09%,23.28%,17.86%,13.04%,13.32%,13.86%,14.47%,16.73%,19.02%,,,29.22%,7.68%,4.87%,3.39%,3.58%,4.59%,6.38%,4.84%,5.44%,,,0.68次,0.36次,0.25次,0.24次,0.24次,0.29次,0.36次,0.29次,0.25次
sh603098,,,,,59.34%,43.27%,41.46%,42.40%,37.71%,35.07%,39.60%,,,,,11.88%,17.17%,19.56%,18.69%,16.15%,12.20%,9.38%,,,,,59.52%,53.73%,48.10%,35.23%,19.63%,20.66%,12.36%,,,,,3.09次,1.55次,1.43次,1.15次,0.73次,0.85次,0.82次
sh600860,,,57.23%,47.77%,47.84%,59.15%,58.87%,42.39%,44.65%,47.46%,46.79%,,,-23.38%,2.37%,1.70%,-23.01%,-3.87%,0.72%,-27.56%,-20.31%,1.92%,,,-21.49%,3.04%,1.52%,-25.05%,-8.36%,2.33%,-25.46%,-23.31%,3.61%,,,0.42次,0.51次,0.55次,0.51次,1.31次,0.68次,0.47次,0.45次,0.64次
sz002468,,,59.14%,26.13%,41.26%,45.76%,50.68%,52.82%,51.61%,31.67%,23.08%,,,8.34%,6.96%,0.83%,0.98%,0.76%,0.27%,0.00%,12.78%,11.75%,,,25.57%,17.94%,1.40%,1.09%,1.24%,1.15%,0.53%,89.26%,24.05%,,,1.33次,1.35次,0.89次,0.89次,0.99次,1.08次,0.91次,2.07次,1.51次
sh603903,,,,,,55.09%,38.56%,44.30%,43.09%,45.58%,45.95%,,,,,,6.47%,10.88%,11.67%,14.15%,11.82%,11.89%,,,,,,10.09%,15.70%,16.07%,12.92%,11.40%,9.88%,,,,,,1.36次,0.80次,0.78次,0.55次,0.54次,0.49次
sz002518,,,54.95%,19.78%,17.27%,20.86%,29.77%,27.33%,30.04%,29.24%,40.54%,,,11.58%,11.66%,9.00%,9.81%,11.07%,10.91%,15.10%,17.15%,13.61%,,,35.79%,30.95%,7.01%,7.30%,9.48%,10.32%,14.28%,16.07%,17.72%,,,1.30次,0.69次,0.63次,0.59次,0.63次,0.66次,0.65次,0.65次,0.82次
sh600795,,,73.30%,75.66%,77.91%,75.24%,75.61%,73.29%,72.21%,72.66%,73.49%,,,10.92%,7.91%,8.90%,12.00%,13.90%,14.82%,13.09%,12.01%,4.62%,,,10.69%,11.31%,13.71%,17.40%,16.62%,15.38%,8.95%,9.11%,4.21%,,,0.25次,0.34次,0.30次,0.29次,0.30次,0.25次,0.22次,0.22次,0.22次
sz002206,,,27.26%,42.05%,21.90%,36.16%,38.96%,38.74%,41.58%,33.47%,34.39%,,,14.53%,9.26%,8.49%,4.43%,4.68%,6.33%,9.33%,9.99%,9.90%,,,15.81%,15.21%,11.26%,4.40%,5.14%,7.18%,9.52%,10.49%,11.21%,,,0.86次,1.05次,1.05次,0.68次,0.68次,0.69次,0.61次,0.66次,0.74次
sz300088,,,28.39%,5.02%,14.36%,18.80%,26.49%,38.35%,25.97%,47.88%,41.32%,,,23.15%,24.25%,25.88%,25.12%,24.02%,10.03%,6.03%,4.15%,5.03%,,,19.54%,14.54%,5.10%,15.00%,17.01%,7.88%,7.59%,9.52%,13.29%,,,0.66次,0.57次,0.43次,0.49次,0.54次,0.57次,0.95次,1.41次,1.48次
sh603803,,,,,,37.50%,40.42%,42.40%,42.53%,43.40%,30.67%,,,,,,9.44%,10.66%,12.56%,14.08%,12.68%,9.38%,,,,,,12.54%,13.20%,15.57%,17.96%,17.13%,9.32%,,,,,,1.49次,0.72次,0.74次,0.75次,0.77次,0.67次
sh600238,,,52.72%,43.47%,53.06%,52.06%,37.50%,37.37%,32.36%,50.33%,60.66%,,,7.81%,12.18%,-2.60%,13.14%,14.78%,8.63%,3.03%,-4.20%,-9.29%,,,24.03%,28.60%,-5.59%,21.34%,15.94%,4.72%,1.47%,-4.00%,-13.09%,,,1.24次,1.22次,1.13次,0.82次,0.59次,0.35次,0.32次,0.55次,0.62次
sz002929,,,,,,,52.36%,44.50%,50.80%,50.44%,50.16%,,,,,,,6.07%,9.74%,9.59%,7.80%,8.62%,,,,,,,19.45%,28.24%,28.58%,26.88%,22.46%,,,,,,,3.33次,1.49次,1.53次,1.48次,1.29次
sz300078,,,28.49%,3.13%,3.65%,4.56%,5.42%,8.64%,46.90%,30.30%,27.21%,,,26.13%,27.46%,26.59%,20.49%,19.94%,16.52%,16.45%,17.31%,11.79%,,,54.18%,10.47%,8.11%,6.16%,7.41%,6.77%,11.58%,13.74%,6.38%,,,1.36次,0.44次,0.29次,0.28次,0.35次,0.39次,0.46次,0.40次,0.38次
sh600697,,,68.37%,69.88%,78.45%,79.31%,79.78%,78.78%,78.43%,75.41%,76.36%,,,3.64%,3.17%,2.96%,2.97%,3.03%,3.86%,4.21%,4.38%,4.37%,,,14.56%,15.76%,17.16%,18.83%,19.66%,20.31%,18.71%,16.32%,10.68%,,,1.28次,1.43次,1.38次,1.26次,1.21次,1.02次,0.89次,0.77次,0.70次
sh600322,,,59.66%,65.47%,60.95%,59.10%,68.28%,68.36%,77.03%,84.76%,85.54%,,,14.19%,14.38%,12.47%,10.49%,10.22%,9.67%,4.79%,-7.02%,5.12%,,,4.16%,5.77%,6.51%,6.03%,3.23%,3.72%,0.10%,-8.66%,5.11%,,,0.12次,0.17次,0.26次,0.26次,0.12次,0.17次,0.18次,0.12次,0.18次
sz002293,,,13.91%,21.30%,23.35%,19.13%,19.66%,20.15%,23.80%,31.56%,31.29%,,,12.75%,11.65%,15.70%,14.02%,13.16%,14.42%,14.51%,10.75%,9.72%,,,25.77%,15.25%,24.18%,21.71%,16.60%,17.56%,16.63%,12.05%,14.79%,,,1.14次,1.06次,1.18次,1.21次,1.01次,0.96次,0.88次,0.82次,1.06次
sz002372,,,53.48%,16.59%,19.44%,15.29%,15.47%,17.28%,17.50%,25.17%,23.52%,,,14.25%,13.62%,12.92%,12.70%,14.62%,16.47%,17.64%,20.19%,21.04%,,,41.45%,14.02%,13.39%,13.87%,17.09%,19.12%,21.46%,26.15%,28.19%,,,1.43次,0.98次,0.84次,0.88次,0.98次,0.97次,1.01次,1.01次,0.99次
sz300569,,,,,57.52%,55.97%,64.42%,58.46%,53.79%,22.18%,30.85%,,,,,4.86%,8.11%,7.15%,7.99%,17.62%,18.22%,13.22%,,,,,8.40%,11.39%,10.54%,17.19%,31.32%,21.69%,5.81%,,,,,1.18次,0.59次,0.59次,0.84次,0.79次,0.55次,0.32次
sz002621,,,26.28%,20.16%,4.56%,4.90%,3.59%,4.79%,2.35%,1.74%,11.82%,,,32.13%,32.76%,37.19%,31.56%,30.74%,32.88%,40.69%,14.36%,10.09%,,,24.94%,26.47%,25.55%,5.88%,4.90%,5.67%,4.98%,0.89%,1.62%,,,0.62次,0.63次,0.35次,0.18次,0.15次,0.17次,0.12次,0.06次,0.14次
sz300107,,,20.59%,1.95%,2.03%,1.53%,2.94%,5.46%,5.09%,3.51%,9.32%,,,18.12%,17.31%,6.82%,3.38%,8.78%,8.70%,5.57%,6.87%,16.25%,,,35.45%,14.25%,2.64%,1.50%,4.46%,4.81%,2.63%,2.50%,9.22%,,,1.39次,0.61次,0.38次,0.44次,0.50次,0.53次,0.45次,0.35次,0.53次
sh600767,,,38.10%,51.80%,54.19%,35.56%,40.72%,35.50%,37.55%,63.19%,36.87%,,,3.32%,-51.45%,6.93%,6.57%,-22.12%,15.78%,-140.98%,-74.00%,30.48%,,,0.66%,-8.51%,6.32%,9.03%,-15.82%,7.35%,-21.20%,-22.00%,17.71%,,,0.13次,0.09次,0.43次,0.73次,0.44次,0.31次,0.08次,0.14次,0.18次
sz002865,,,,,61.65%,45.50%,57.36%,60.28%,55.82%,60.73%,50.85%,,,,,12.17%,10.49%,7.71%,6.96%,6.02%,5.81%,5.85%,,,,,43.22%,21.96%,14.22%,13.09%,9.62%,10.49%,9.09%,,,,,2.13次,0.94次,0.86次,0.77次,0.67次,0.72次,0.73次
sh603311,,,,,45.41%,46.67%,53.26%,49.43%,24.70%,18.48%,20.25%,,,,,17.78%,11.86%,11.45%,12.35%,12.48%,14.44%,15.45%,,,,,47.16%,16.10%,16.04%,18.92%,11.32%,11.39%,11.64%,,,,,1.54次,0.73次,0.72次,0.75次,0.60次,0.58次,0.60次
sh600734,,,77.32%,78.08%,73.21%,80.82%,84.81%,92.94%,29.65%,64.36%,65.05%,,,12.15%,5.92%,16.29%,-51.64%,-14.11%,-36.55%,45.08%,4.32%,2.89%,,,157.62%,16.32%,69.38%,-21.49%,4.61%,-28.90%,79.58%,12.64%,6.67%,,,0.88次,0.79次,0.71次,0.12次,0.10次,0.14次,0.32次,1.13次,0.84次
sh600122,,,60.99%,54.38%,54.87%,56.45%,58.03%,53.44%,54.22%,53.90%,55.53%,,,1.93%,2.35%,1.64%,1.84%,1.94%,2.30%,2.16%,2.09%,2.94%,,,8.77%,7.62%,4.85%,4.42%,4.83%,5.34%,5.38%,5.57%,7.26%,,,1.91次,1.42次,1.28次,1.13次,1.14次,1.08次,1.04次,1.11次,0.97次
sh600853,,,86.30%,86.48%,86.97%,87.22%,88.69%,88.31%,89.45%,91.17%,92.22%,,,0.50%,0.55%,0.54%,0.28%,0.32%,0.34%,0.30%,0.36%,1.34%,,,3.56%,4.60%,4.79%,2.33%,2.21%,2.29%,2.50%,3.50%,15.65%,,,1.01次,1.18次,1.17次,1.09次,0.86次,0.80次,0.92次,0.88次,0.91次
sh600251,,,51.93%,63.05%,63.45%,57.86%,48.69%,44.10%,43.27%,43.28%,54.30%,,,5.68%,0.42%,15.20%,22.66%,22.91%,15.52%,9.92%,3.30%,5.25%,,,3.37%,0.72%,18.17%,22.60%,23.21%,11.34%,6.92%,1.40%,4.42%,,,0.33次,0.40次,0.38次,0.39次,0.46次,0.36次,0.41次,0.41次,0.37次
sz000969,,,44.44%,34.86%,43.90%,39.00%,38.71%,43.23%,45.63%,39.68%,41.98%,,,5.90%,7.18%,8.26%,2.49%,1.60%,-4.48%,2.90%,2.51%,1.03%,,,8.26%,8.14%,9.97%,2.28%,1.88%,-5.97%,2.78%,1.79%,1.30%,,,0.70次,0.69次,0.74次,0.53次,0.51次,0.55次,0.47次,0.43次,0.47次
sh603067,,,,,32.37%,40.29%,37.13%,34.32%,31.09%,8.94%,8.72%,,,,,20.29%,15.29%,11.64%,11.28%,8.05%,9.11%,8.47%,,,,,60.33%,22.94%,18.81%,16.44%,9.90%,10.23%,9.26%,,,,,1.97次,0.95次,0.80次,0.95次,0.83次,0.83次,1.00次
sz002671,,,55.82%,46.92%,59.15%,37.57%,41.21%,36.59%,40.38%,39.81%,42.70%,,,13.07%,14.40%,13.28%,12.98%,13.09%,12.72%,4.21%,3.03%,4.79%,,,52.03%,39.17%,39.73%,14.23%,15.42%,11.84%,1.71%,1.62%,2.58%,,,0.95次,1.27次,1.26次,0.71次,0.55次,0.56次,0.20次,0.27次,0.27次
sz002797,,,64.18%,65.48%,54.01%,56.42%,57.20%,74.10%,80.24%,71.23%,72.25%,,,42.25%,34.97%,18.91%,20.24%,16.42%,27.84%,34.47%,29.08%,22.11%,,,--,--,5.19%,4.84%,3.62%,10.50%,18.15%,7.39%,4.85%,,,0.15次,0.12次,0.10次,0.10次,0.09次,0.11次,0.11次,0.06次,0.06次
sh600222,,,46.34%,51.30%,56.93%,58.17%,44.08%,48.24%,43.20%,43.42%,46.29%,,,3.88%,3.05%,2.13%,2.94%,3.96%,4.00%,0.43%,0.19%,0.63%,,,5.41%,4.16%,2.13%,3.28%,4.49%,3.04%,0.40%,0.27%,0.34%,,,0.80次,0.78次,0.72次,0.72次,0.74次,0.59次,0.41次,0.36次,0.43次
sh601199,,,62.08%,65.68%,25.79%,30.98%,39.07%,41.38%,38.30%,44.24%,44.69%,,,17.02%,16.90%,22.95%,26.57%,24.87%,23.66%,31.49%,29.46%,22.26%,,,12.83%,17.28%,9.16%,8.25%,8.14%,9.29%,12.90%,13.65%,9.33%,,,0.30次,0.37次,0.29次,0.22次,0.21次,0.23次,0.25次,0.27次,0.23次
sz000756,,,36.41%,37.42%,41.76%,51.02%,53.32%,54.96%,55.83%,55.97%,51.09%,,,4.56%,3.93%,2.71%,0.88%,1.21%,1.90%,2.61%,3.31%,4.90%,,,6.83%,5.81%,4.46%,1.38%,2.09%,2.81%,4.44%,6.31%,9.70%,,,0.97次,0.97次,1.02次,0.90次,0.85次,0.89次,0.82次,0.87次,0.90次
sz002370,,,48.00%,16.77%,14.51%,13.95%,11.48%,11.93%,61.52%,11.16%,13.47%,,,11.21%,9.66%,10.42%,-8.14%,1.75%,10.80%,12.20%,14.75%,18.75%,,,23.12%,7.17%,5.99%,-3.56%,0.78%,5.57%,7.27%,10.82%,8.91%,,,1.01次,0.67次,0.48次,0.37次,0.39次,0.46次,0.32次,0.38次,0.42次
sh600685,,,66.78%,69.12%,64.66%,60.90%,68.92%,76.04%,78.84%,77.50%,72.95%,,,7.95%,10.13%,6.30%,0.29%,0.37%,1.58%,0.41%,0.37%,0.45%,,,17.42%,20.73%,13.31%,0.25%,0.33%,2.75%,0.99%,0.69%,0.84%,,,0.65次,0.64次,0.69次,0.56次,0.36次,0.53次,0.70次,0.49次,0.49次
sz300735,,,,,,,36.64%,45.85%,51.03%,35.87%,13.52%,,,,,,,5.68%,9.30%,10.33%,12.61%,13.66%,,,,,,,--,16.97%,23.39%,31.52%,24.86%,,,,,,,2.20次,1.08次,1.20次,1.43次,0.90次
sh603536,,,,,,63.89%,67.59%,67.58%,63.34%,58.14%,36.64%,,,,,,8.12%,6.60%,6.20%,5.09%,4.73%,6.40%,,,,,,37.39%,24.32%,18.96%,11.87%,10.81%,11.52%,,,,,,2.62次,1.25次,0.99次,0.80次,0.89次,0.94次
sh600395,,,25.30%,22.99%,38.83%,41.02%,44.67%,41.82%,42.39%,43.86%,44.84%,,,21.71%,24.60%,23.03%,19.40%,5.42%,5.94%,0.57%,5.01%,14.24%,,,22.29%,23.28%,26.03%,20.91%,6.53%,4.91%,0.40%,3.35%,14.01%,,,0.92次,0.71次,0.73次,0.60次,0.41次,0.42次,0.38次,0.36次,0.51次
sz300331,,,42.00%,38.18%,35.51%,19.45%,18.70%,27.94%,28.44%,26.70%,23.92%,,,17.72%,18.33%,15.87%,12.81%,3.31%,0.46%,0.96%,6.72%,8.11%,,,28.20%,27.87%,26.17%,9.27%,2.98%,1.70%,1.99%,6.33%,5.98%,,,0.88次,0.89次,1.00次,0.54次,0.49次,0.56次,0.52次,0.33次,0.52次
sh603929,,,,,44.84%,36.13%,38.84%,36.41%,53.91%,37.83%,40.06%,,,,,4.91%,7.02%,9.49%,8.12%,7.18%,7.93%,7.20%,,,,,8.10%,12.06%,13.38%,9.01%,15.61%,27.16%,13.69%,,,,,1.70次,0.99次,0.87次,0.69次,1.14次,1.60次,1.15次
