code,net2017_1,net2017_2,net2017_3,net2017_4
002245,63.8083,148.1542,256.9323,354.4181
300443,50.7897,97.2347,126.9481,150.2775
002664,56.9567,,192.7713,255.8247
601229,3874.4190000000003,7795.857,11657.573999999999,15328.499
600196,737.7467,1689.0597,2419.2669,3124.4995
603178,25.1073,35.1014,63.0677,94.4765
300561,20.0471,37.676,44.2009,79.7247
300607,21.2977,54.6823,103.6744,138.0219
002603,219.4801,339.2857,449.3963,540.7051
002769,40.3547,94.0092,149.8236,68.247
300601,28.1303,70.5468,156.3605,214.7035
002879,23.3148,67.7685,92.6542,120.9545
601988,46649.0,103690.0,145506.0,172407.0
300067,34.1187,61.5742,72.6292,84.9191
000525,158.0213,350.7372,521.0592,697.5557
600325,420.6972,568.6368,865.8482,1620.3763
300666,9.5897,20.584,38.6205,64.0346
600081,38.0596,82.4809,125.5375,139.2392
600497,291.7122,544.6282,858.8036,1155.183
600663,449.8546,1153.6827,1463.4828,3129.9177
002553,22.8503,44.1262,64.1277,78.5458
603801,20.3434,64.3047,154.7228,234.2228
300335,34.8413,87.8838,163.306,213.0222
300563,13.9691,23.2885,32.6162,39.7602
603200,12.2253,28.5342,45.6752,57.5068
000985,17.0666,16.2364,37.0338,48.1551
300680,6.5963,14.2596,13.5798,18.2755
600285,68.6796,134.0008,190.3687,217.1122
600031,745.704,1160.11,1802.6870000000001,2092.2529999999997
600706,28.944000000000003,50.6955,79.6388,62.4292
002221,215.7362,486.5548,815.1247,1062.9781
002317,110.7279,247.5399,315.9592,420.1211
002064,98.3813,192.533,280.7637,385.4956
002038,127.1015,232.7647,390.6299,533.5754
300275,16.6617,25.274,30.7967,42.0191
000510,26.1472,36.1893,39.4724,67.5236
600886,930.0071,,2952.8192,3232.3
300613,27.3076,57.7951,80.8202,106.0611
000613,2.4103,1.7193,0.2411,2.859
002840,34.7742,60.4119,86.7159,118.4545
300686,10.8227,20.816,24.0772,42.0161
603319,19.3848,41.5324,67.1625,110.522
002025,69.8464,148.9322,227.2541,311.3922
603958,37.8913,43.7098,20.9284,18.1714
601128,316.32,570.9540000000001,893.6410000000001,1264.295
300116,253.5978,558.4366,751.5951,-3684.1354
300294,67.4559,157.7348,223.5562,356.5885
600329,133.7476,277.503,359.5048,476.0798
000028,272.5643,556.1253,803.1033,1057.7919
600444,11.0168,10.2532,26.0475,167.2599
000989,132.9761,362.1341,515.1865,721.4198
000034,85.262,203.8209,312.7114,722.9247
603578,14.1876,29.4867,42.776,55.3575
603728,23.479,75.9795,117.9296,165.9853
603556,136.7534,271.5424,411.3373,562.852
603978,21.2694,49.5948,82.5051,104.5303
300207,72.5828,182.123,302.4679,543.8006
600269,435.7108,589.6028,817.4399,982.2258
603358,77.6201,132.3632,177.3731,226.1118
000589,115.2357,8.3511,-13.2959,-221.6915
002050,171.1166,512.8855,979.01,1235.9521
002734,50.7172,78.9719,111.3627,137.3236
600352,501.1882,1013.16,1872.3314,2473.7948
603111,42.1786,115.0284,175.7727,280.8972
600419,23.5778,59.8532,86.3267,99.1265
002195,209.5855,453.0279,711.9213,947.5454
601966,255.3058,433.6213,719.8704,1047.826
600521,140.0696,295.4307,485.2899,639.2467
002820,31.0943,50.4667,77.8597,92.6048
603058,24.7495,40.4982,58.1224,93.821
603993,597.2204,835.1387,1604.5406,2727.7962
000488,702.5179,1745.5148,2711.5151,3769.3255
600782,272.0448,571.9104,1375.2373,3110.6222
300476,45.7922,114.7403,193.4621,281.8186
300403,42.3294,96.4117,134.061,160.741
601200,154.2445,299.4657,474.1449,505.9475
601069,53.6221,92.6124,-48.6283,21.81
002672,103.9756,220.1471,326.2292,473.376
601607,999.3868,1925.1224,2688.6016,3520.6456
002881,7.1862,16.7775,25.2086,56.2852
600163,49.6567,56.5009,84.6242,153.4763
000417,112.1104,176.4863,252.8497,213.148
600843,60.3697,125.9809,189.4909,197.4872
603168,50.0632,83.1964,139.8789,146.3564
002581,77.2495,176.7928,272.3124,388.4116
002275,76.0254,252.4687,348.4233,464.4023
300647,8.4171,20.1353,27.9997,33.5306
002324,66.0951,124.9025,159.5085,174.2321
600348,424.6271,852.745,1160.5405,1637.5681
603960,12.4785,18.192,26.5611,49.2396
601900,111.1608,219.9214,445.8941,611.4236
600093,191.4121,387.3819,613.3736,815.6428
002711,47.6643,236.4098,279.9766,210.0786
300037,67.6946,126.9538,203.6414,280.0538
002631,45.458999999999996,104.3288,125.2117,85.6444
603393,55.4647,110.5073,153.269,263.6974
002020,73.639,169.995,249.0794,264.3769
600035,173.1835,326.0567,482.9999,575.7026
002561,63.6127,114.9299,163.2562,237.19400000000002
600897,101.7456,221.1703,328.2426,410.8044
603889,36.7345,111.9231,159.1134,207.4409
300649,5.4753,12.8482,18.5931,34.7428
300429,29.6798,74.2044,106.4018,126.5909
603916,34.319,,115.0712,133.7889
300671,8.3292,21.9134,34.7973,58.831
000001,6214.0,12554.0,19153.0,23189.0
600243,53.3409,46.3764,33.0293,20.9589
603040,15.1453,43.8162,73.4479,105.2479
601336,1837.0,3237.0,5042.0,5383.0
300242,65.6472,,153.8176,193.0659
002152,264.39599999999996,532.2623,658.0896,899.485
603906,33.699,50.9816,71.1565,92.3726
300439,44.1426,94.57,159.4251,214.1932
601328,19323.0,38975.0,54419.0,70223.0
603519,21.0806,39.7548,59.4851,83.4843
600229,64.9233,138.5408,181.9089,329.3638
002626,66.2819,,240.3187,474.0506
603339,40.2068,69.1706,116.3857,172.1848
300567,21.7833,52.4503,114.6914,166.8474
000725,2413.0157,4302.6056,6475.6672,
300178,48.9423,162.4296,214.0429,283.7313
000876,638.932,1131.1213,1939.6133,2280.0005
002437,121.0943,219.1636,287.0795,309.6757
603881,23.9986,56.3691,82.1561,114.8953
002479,80.977,198.5215,248.3589,344.4418
002650,59.1515,99.2489,128.7308,159.2836
002043,47.7353,157.9533,259.8028,364.8824
002801,22.62,55.0169,79.3686,107.5671
601998,11389.0,24011.0,34738.0,42566.0
002551,53.1232,95.3008,144.8218,175.1602
002906,68.6698,,196.6804,280.0504
002372,83.2373,312.2588,544.7566,821.2857
600618,58.493,250.5582,602.0683,992.6033
300502,29.8764,62.6586,96.6216,111.0909
603555,83.3658,129.9364,147.8972,157.3077
300481,13.6981,35.6154,55.3011,74.1631
002550,70.4164,143.9982,171.3768,183.0049
600015,4499.0,9836.0,14227.0,19819.0
600987,93.6067,243.2705,376.4542,573.5567
603599,71.8168,158.8553,285.9367,337.2269
601985,1214.8267,2545.2907,4104.1032,4497.715
300232,49.6888,136.3349,214.8305,284.29900000000004
300016,26.4178,71.9604,103.531,118.8167
300270,18.6102,27.6692,35.1731,45.542
300231,18.2698,62.4118,89.7543,123.0046
300669,6.0226,17.7943,31.8226,38.6347
002852,51.2443,94.5508,151.8643,191.35299999999998
600895,241.9456,310.4807,394.5499,467.5437
600977,288.2157,600.8201,708.0184,965.2832
000022,138.8445,276.4078,440.4234,504.4951
603839,70.6721,129.4145,204.5966,273.0733
600182,28.0325,17.8191,40.5629,61.1081
603026,44.6879,86.5536,132.8428,186.4327
300041,46.2243,72.5395,90.5301,110.3691
000926,283.4921,462.4896,820.1828,845.3554
000553,58.7167,169.1914,1599.514,1545.879
000601,123.6929,322.1536,434.6311,445.7539
601233,321.5003,620.4662,1147.4154,1760.7396
000609,42.2977,123.7674,122.6553,134.3986
600148,10.9754,15.4671,18.4749,17.9843
603345,45.0071,103.5984,139.1027,202.4324
300237,77.2174,236.7815,366.9282,609.4847
603131,18.1571,42.2816,61.9184,68.4402
600251,54.8848,77.0527,91.1897,85.0734
300676,94.4163,191.0605,312.4258,398.0915
300428,18.1582,36.1283,70.7458,104.7793
300494,26.3028,42.0482,63.3854,85.89200000000001
002838,22.1371,46.9604,66.1914,93.7978
300452,11.6626,25.1442,34.0945,50.3358
300467,15.6102,30.7898,50.4309,102.4008
002327,79.3084,158.5864,240.5602,493.467
002090,34.3045,77.4582,109.2761,153.4834
000650,79.3765,161.5519,258.4789,380.2267
002097,70.7519,84.1394,113.7414,162.2753
603286,7.165,16.839000000000002,20.1922,33.739000000000004
002836,10.9402,18.2426,28.6971,47.5927
300083,147.7288,302.7153,418.2217,460.7989
002752,50.0173,68.8859,70.2642,92.5179
300252,64.0143,112.1337,121.9383,130.1235
002001,231.7422,585.9446,901.0469,1704.4134
601666,317.1159,625.5721,1026.5098,1376.9949
603787,15.3382,36.7379,71.9582,73.2515
002882,21.1924,72.0013,136.8735,190.2236
601139,222.118,572.0448,792.765,886.8764
002258,58.2161,149.3567,228.9247,401.9673
300610,17.4853,37.4977,62.0195,78.8877
002502,90.2681,152.5212,228.9659,365.2663
603767,22.5132,43.6467,55.5353,78.0028
000055,67.7592,228.0033,361.2198,1144.4044
002602,125.1273,618.191,714.681,782.7403
601579,82.6647,84.4302,98.4212,181.9485
300696,8.1582,35.9569,38.0977,73.6366
002206,79.2144,168.986,256.6704,313.7623
000545,53.2714,96.4553,131.3363,165.8278
300539,10.0596,15.9813,26.8323,31.4714
300244,55.9955,181.0773,249.8935,349.593
600053,54.7692,130.5568,135.2067,323.8465
000830,240.2076,551.2024,1071.7902,1949.9364
600737,188.8451,350.1299,504.5366,740.0902
300230,71.0424,147.4894,218.1051,291.9685
000060,218.7881,552.0797,862.9836,1066.9929
600305,44.57,93.8847,144.8701,280.8975
600389,38.9911,66.5526,87.2826,248.9877
600022,452.565,595.5856,1072.6982,1924.4525
600509,134.3617,149.9759,287.2245,178.778
002117,42.9225,99.8527,166.2723,232.1056
603738,15.3786,30.0165,44.943999999999996,64.5396
300320,23.6051,60.2058,100.3444,140.2801
300623,31.081999999999997,72.6745,112.6115,144.1491
300568,34.6479,70.9173,91.7618,106.7917
600622,142.5781,271.1877,334.7512,545.3579
000983,464.93800000000005,917.3725,1373.5358,1569.1057
600420,159.5469,357.2651,445.9856,515.8026
002008,151.4133,914.1104,1502.1541,1665.0439
600585,2153.2177,6716.7235,9808.6537,15854.6701
000411,21.2528,42.1862,60.3809,83.4905
000968,74.8122,249.6908,317.0163,489.4046
300088,105.0775,299.5831,457.4573,544.4019
600328,56.3413,116.2748,191.1817,210.4789
000797,62.5201,54.1495,104.7907,249.7579
002821,49.0886,124.8027,200.7658,341.2877
002707,50.1962,95.2514,181.5443,232.62400000000002
600332,484.6621,1158.1401,1485.6513,2061.6519
002536,51.3202,94.6296,178.2969,241.5521
000860,187.9566,244.5974,272.2047,438.3695
603001,113.9204,175.0115,191.8491,226.4679
002503,142.0319,361.0482,540.9627,612.8288
603116,88.7292,174.4326,260.9352,381.532
600755,427.2214,788.7006,,1907.2993
601098,352.4444,883.0953,1177.6654,1513.1879999999999
601669,1705.9357,3705.4790000000003,5689.4937,7366.6209
002051,198.3245,494.6157,853.2796,1484.0704
002511,75.2781,156.4105,246.604,349.0656
300014,53.7614,232.5293,323.1356,403.3648
603266,20.875,45.6435,64.28399999999999,78.4772
600252,145.7641,386.5426,531.0231,604.915
600522,445.3798,950.5758,1438.8089,1788.3638
600557,86.8443,191.3821,300.9961,373.7827
300401,20.5373,75.1889,103.1518,130.4033
601878,263.9213,526.7801,811.7774,1063.5078
002062,69.6513,120.5427,184.843,271.9523
600480,96.3865,234.6301,290.4816,331.0376
002320,93.6215,175.8403,212.706,227.7903
002448,59.9463,131.9479,210.7002,279.2297
603035,57.1523,120.44,164.2578,227.59400000000002
600548,348.5947,741.7308,1210.9502,1426.4028
002688,41.0283,76.8092,99.2584,108.4239
600764,14.0575,29.1771,35.5021,81.6413
002241,299.1186,718.8422,1385.3388,2139.2262
000782,32.0706,10.117,19.5844,35.001
600908,238.05900000000003,521.82,771.2819999999999,994.948
300512,36.7025,87.6278,139.85299999999998,185.8108
603660,31.0598,75.28399999999999,101.5951,270.77299999999997
603567,117.3953,199.5228,354.7065,520.8726
600323,131.7218,314.2886,545.6437,652.2363
600975,33.3849,41.1332,52.5998,44.912
002861,15.3496,44.8793,62.5012,85.7882
603101,33.001,64.4983,94.0927,102.1441
000023,10.5315,19.1799,33.8492,30.5008
300375,34.5416,64.9637,86.9905,119.2547
300127,29.9133,110.4149,148.2242,192.9654
002824,18.727999999999998,36.1882,48.0855,65.1885
600804,172.3696,390.5141,605.9259,769.2755
300373,54.6217,135.3408,204.4047,266.5569
300580,30.778000000000002,58.565,98.1595,139.641
000776,2138.5268,4301.4267,6367.2359,8595.3991
300314,20.1555,37.8395,50.2332,47.0332
002014,41.9487,83.3074,135.6436,205.4832
002042,166.1946,438.7837,604.8754,677.3762
300531,15.0949,27.6547,40.6851,48.6133
600641,117.3552,1577.4457,1596.0117,1698.906
600616,53.7603,32.1396,48.6067,55.1846
002148,29.3795,77.6546,110.8124,129.6622
600319,0.2073,7.4447,7.8932,26.6146
300017,196.44299999999998,415.9556,572.3464,830.4029
002643,99.4882,213.6631,302.166,385.2784
600983,116.0906,-85.8747,-56.6094,-96.9757
002475,301.2178,681.8984,1082.1637,1690.5681
300347,43.3824,119.6295,200.3617,301.0139
000906,45.1616,85.8123,124.1152,173.2514
002454,74.2738,114.5476,163.6338,366.1039
300251,185.0389,400.555,628.3758,815.1569
000676,122.7244,218.1322,330.0889,527.3254
603041,17.4465,29.8521,42.1583,50.5743
000903,119.1912,166.6303,181.6781,264.7917
601211,2563.3448,4756.2661,7035.3155,9881.5447
600089,614.4391,1362.3641,1855.7956,2195.7623
600094,278.4241,320.9725,656.9594,1411.9754
600422,94.4419,215.5179,280.2552,330.0966
600280,46.4471,242.7913,272.4609,238.9331
601799,99.1915,226.8667,323.5823,469.9758
002407,69.083,150.8308,208.1412,256.512
300196,60.0268,104.9253,164.4121,201.9405
300285,44.3877,113.3036,173.3224,244.81799999999998
000785,20.3947,44.4802,34.6623,357.5353
603368,83.7229,191.808,289.6141,401.38
300615,12.1139,20.2133,21.0703,31.473000000000003
603703,13.6243,20.2419,26.726,24.2172
002573,95.1291,315.7056,617.5494,651.6579
002376,63.2314,134.2229,191.6436,286.4318
300461,7.8484,15.1292,23.153000000000002,21.224
600299,316.5528,577.3707,911.6707,1323.3158
002208,42.8585,30.8242,21.9946,132.7656
002557,77.065,148.5165,236.3231,319.2221
600917,95.0363,188.1361,308.5419,363.4292
601866,347.5181,1054.6894,1139.4746,1461.8905
300501,14.8727,34.4976,47.2827,65.8112
000756,51.5504,106.775,173.6737,209.5919
600835,238.9918,630.7052,1045.0608,1390.3305
600123,223.8598,510.7062,741.9915,781.6003
002101,55.723,153.0696,238.0118,291.3415
600874,119.249,255.058,410.095,508.251
600260,77.2943,346.2998,519.6612,739.5829
002789,28.0282,44.0852,71.7916,91.4565
600007,158.6569,294.9589,477.094,634.8067
002171,82.2218,172.3537,263.1184,360.6283
002518,50.8238,148.7294,246.4914,371.4394
002068,52.6039,215.3283,318.8396,480.7785
603018,49.0561,120.6461,179.2086,296.6567
300648,5.6377,20.5336,43.68899999999999,62.6247
600559,41.3149,47.4854,116.6762,163.5233
002839,203.7293,351.7455,557.2758,763.1023
601588,298.3094,623.0692,835.3816,1140.4107
600594,100.8021,183.6674,316.2478,387.5298
002515,34.3985,18.2093,133.4745,107.9681
600033,215.02200000000002,414.105,589.804,656.1935
002680,91.3061,264.2589,436.4097,566.2771
002700,22.9669,36.5589,51.097,75.7738
002765,27.4004,64.14699999999999,75.0469,125.571
600114,58.3094,150.576,209.9045,300.1019
603336,18.9248,34.9281,51.7609,63.3261
002888,6.2695,15.8169,22.1164,33.6117
002403,53.365,85.8695,113.1671,172.7389
603718,24.9399,53.8347,83.8497,113.7395
603828,25.996,21.002,39.2062,57.6172
600270,190.8085,634.2427,971.6288,1352.9688
300508,11.1357,39.302,69.161,80.6956
600019,3786.1548,6169.5752,11668.3433,19170.3376
000031,142.7441,155.3009,525.9268,945.3311
002563,252.1795,,1012.0774,1137.9293
603223,16.0519,30.1257,38.8451,61.9542
002104,41.4006,92.1801,129.5001,162.6484
600757,139.6787,380.7461,522.3994,613.3658
002745,132.5689,306.1248,439.787,668.5482
002440,159.9319,401.8181,640.4957,934.8509
000070,43.8437,105.9287,171.8399,265.6232
000958,65.4113,46.568999999999996,55.7928,67.6996
601116,40.2965,66.057,94.9234,108.6818
600088,25.5728,49.7956,66.2718,82.2202
601928,292.0768,781.7403,873.2483,1165.9229
603811,14.1752,30.0481,45.6175,69.2384
601326,286.6839,617.0387,857.3258,962.9708
000735,86.1053,130.3998,148.3017,152.9652
600503,86.6835,63.246,112.4433,225.3381
300396,27.4141,91.1352,135.0018,167.3928
002790,33.8554,81.773,121.4305,160.4139
002397,36.125,70.0851,71.9366,51.2637
603328,118.6336,252.5341,417.7046,553.0588
300576,9.427,18.69,31.1209,36.8458
600113,14.152000000000001,41.6752,75.4378,95.561
601000,337.6535,732.9671,1102.0618,1463.34
300632,11.4272,27.2178,44.3104,52.2801
002514,22.8268,41.1638,43.6497,39.6879
601595,47.6209,106.7255,154.3245,257.1226
300530,11.8427,29.5978,43.8373,54.119
603569,45.4432,141.4201,232.5762,393.8435
300278,38.4674,65.3175,63.5697,60.9966
600824,50.4235,99.7534,144.5124,140.1057
002251,151.756,208.0586,183.6394,146.4533
002186,35.5337,76.8001,133.6696,135.996
300091,21.7393,70.3934,100.4403,124.8987
600226,97.9098,189.6051,219.6194,261.2228
002781,40.0974,69.7093,130.4726,149.60299999999998
002810,15.5,28.061,37.83,46.3225
603303,54.7945,129.20600000000002,169.8867,210.0891
300399,10.6874,-1.7666,2.8378,-24.6844
002441,83.4552,129.2725,189.4606,200.623
600617,90.5629,100.2996,6.2923,16.5873
002759,81.1689,134.6079,157.0133,22.1826
600307,223.4022,350.769,664.717,421.1609
600236,320.1077,741.9131,1843.5855,2510.7461
600723,84.66799999999999,172.1986,243.8719,356.2244
002099,116.31299999999999,243.4606,285.2493,342.2172
002138,64.9057,173.8235,256.6247,341.274
002608,373.8381,859.0286,,2179.673
002863,14.2622,34.1206,40.1031,60.8765
000929,17.6404,7.0771,21.4099,16.236
300432,84.4663,212.2854,315.3217,371.2233
600644,29.5278,60.6418,103.4134,42.8563
002802,13.2154,38.004,54.4818,72.1184
600766,1.3049,2.1323,2.6830000000000003,2.6377
600070,54.1738,97.2047,130.6893,166.1577
603669,28.2551,58.9672,96.7697,161.0054
600025,811.5286,1518.306,1614.0651,2188.9227
002540,70.7493,149.3804,214.2852,303.6347
600761,103.6444,223.8327,344.6693,407.9115
600705,531.5909,1275.5712,1961.7159,2783.6062
300122,60.3175,171.7901,285.2348,432.2754
300496,26.491,57.8038,73.185,78.0443
002678,47.9973,91.4817,128.1492,164.7013
002091,153.9487,368.7495,597.7425,774.2958
600090,130.8669,245.5014,402.0709,514.9783
000928,101.7002,251.4987,323.4198,417.7589
002022,43.7609,126.2879,185.8308,217.7599
000046,434.6118,903.7835,1222.042,2891.3187
000898,1069.0,1823.0,3285.0,5605.0
000761,302.6533,523.6357,1334.2979999999998,1600.1102
603663,10.0951,23.5381,41.2055,54.0079
601368,66.2025,161.9914,280.4762,349.0512
002446,57.9484,90.2067,111.8504,100.7774
002539,71.8732,73.3618,83.7368,104.3917
002456,190.5589,620.0595,1021.8874,1009.7203
600769,1.0512,2.6321,4.5386,5.1171
000541,119.8746,228.4947,678.5310000000001,740.3087
603586,45.975,101.3005,144.296,173.8253
600363,48.521,115.5946,172.704,199.2415
603226,7.5057,33.2365,61.3817,80.0723
600639,201.0741,370.8831,546.5122,737.457
300486,14.7128,27.0464,32.9541,
300590,17.2824,44.211000000000006,60.5936,96.9385
300336,66.1192,146.9376,202.6141,246.3865
600844,43.5193,46.9983,73.7454,266.0838
603118,100.7848,135.1465,136.925,101.3683
600711,94.0994,221.9636,378.2151,610.3341
002412,29.5361,53.2912,66.2631,108.8068
000066,150.0846,285.3953,299.1654,581.0433
300636,13.3791,33.3889,51.5792,65.4577
600028,16633.0,27092.0,38373.0,51119.0
600335,163.3385,503.3062,656.878,670.4619
603939,69.3538,154.7984,220.1856,313.5036
002554,51.20399999999999,57.2494,77.3465,88.9002
603609,70.3711,108.1002,264.1507,471.0245
600735,17.9527,34.6447,50.9056,73.8224
002787,22.1742,48.3601,76.7253,93.2846
300174,12.8182,30.3259,33.3844,48.6767
600383,870.7865,1152.2951,2268.833,6842.6764
002185,114.4741,254.993,387.6943,495.17
300323,80.7801,216.0243,371.6332,502.1064
002846,11.7502,24.1856,35.7134,45.4018
600066,316.2161,805.0518,1902.3359,3129.1939
002047,63.0608,191.5842,282.812,366.7677
002712,53.2105,135.2972,189.8287,231.0887
002264,39.3389,41.8259,1.2687,-52.4434
002865,12.8299,21.4569,38.5209,67.4426
300138,34.6914,78.5159,115.8787,142.8298
603768,35.2672,54.1615,88.7847,127.23100000000001
002217,207.0041,510.3799,907.7844,1179.4834
600551,115.971,153.1458,229.373,300.1923
600350,574.4387,1272.2568,2660.7649,2644.1820000000002
601828,1031.0157,2045.1711,2839.7517,4077.8977
603823,26.7482,58.2657,86.4783,132.9841
300620,9.5939,25.366,41.9909,59.9327
600986,97.0292,204.1587,320.3959,462.7104
600387,27.2935,1.0188,-58.7718,136.5883
300522,12.695,29.0613,47.6761,53.4248
603039,11.5766,27.9262,48.797,86.9706
000826,210.0645,492.9806,830.7977,1251.1522
600403,151.3597,289.7279,413.7499,480.3915
300170,47.146,129.1464,197.554,323.7509
600713,59.8999,112.3677,173.63,239.2715
002842,16.2544,36.9706,52.70399999999999,68.8837
000726,157.9947,393.07,590.1086,841.1509
600650,73.9416,129.4364,186.7887,247.4624
002716,47.8574,117.7524,186.4207,253.4549
300145,92.4507,249.5499,444.4076,590.7243
300194,90.0584,181.4891,237.2855,284.8147
002837,13.6344,39.9415,57.0527,85.6067
000900,175.8999,406.8745,655.4681,864.9323
300133,144.05200000000002,274.7367,307.9813,634.4327
600438,265.6709,791.6224,1528.5389,2012.0443
600491,119.4866,232.3492,364.5562,606.5157
601811,186.6442,497.9249,675.7261,923.8445
603023,11.9948,21.3421,33.1559,68.641
600172,109.9459,186.8256,276.3724,339.8562
000757,12.9379,21.649,28.0516,47.0952
300143,51.0916,81.1036,125.9113,122.3962
300535,14.0395,26.0039,41.9489,51.7542
300054,73.6459,155.3141,227.2209,336.3411
603566,33.372,61.9385,92.4225,114.1859
002401,16.9329,32.2934,51.8185,75.95100000000001
603887,15.3011,40.6225,53.6921,66.3913
000598,200.5953,453.6091,744.3117,895.7469
002757,17.3252,53.5646,75.3633,108.1887
002455,18.9456,58.6652,87.8739,104.5746
300026,132.5495,282.4037,450.9138,450.7297
300435,15.6061,34.7093,49.1077,60.2035
002695,35.27,80.0382,121.9901,140.9041
002273,64.5739,153.9661,270.4541,356.0215
600240,126.1727,842.0624,907.1296,998.2086
600577,64.8174,172.8625,261.6996,353.8712
600195,74.54,113.9314,262.8986,399.8741
000531,86.7923,112.7862,148.6426,184.2396
603603,25.351,121.8099,137.2885,202.0841
000623,418.376,911.2318,1369.5824,1863.4714
603159,8.4667,20.85,31.9887,44.9002
001696,77.935,163.8463,222.2989,272.4081
002285,92.7154,284.8253,532.2629,1003.8835
002365,26.0375,71.3826,120.6371,133.1507
300304,34.5194,77.6476,100.736,141.2572
002772,50.2371,63.8434,104.9202,142.2731
002477,113.2927,460.333,648.5362,45.1888
600112,26.6126,30.1264,16.7949,19.7494
002617,50.0159,160.0757,233.5198,308.3894
000151,22.1568,51.7748,65.7162,87.3615
603898,25.6659,108.3611,223.2979,347.9984
600827,360.5206,632.6459,679.7916,847.048
000617,1442.7525,3588.8967,4996.2694,6842.5404
603323,170.231,437.76300000000003,618.555,731.115
601010,90.5115,171.5252,214.9859,300.4539
603677,18.4575,46.9269,70.1148,100.0937
600105,55.378,132.333,170.5633,291.5173
600061,567.0164,1267.0526,1927.2498,2589.6917
600970,149.9339,445.4581,717.5808,976.9245
601186,2878.6440000000002,6523.039000000001,10528.783000000001,16057.235
000065,69.944,198.4274,348.1356,499.2534
300199,78.4584,160.2422,234.3556,329.7214
603208,19.3859,59.431000000000004,88.9912,137.5298
002491,87.7472,281.1992,424.9024,595.0353
600822,11.5464,12.3747,23.1224,32.4759
000012,170.1309,392.9922,711.0114,825.3883
600978,160.3021,469.6562,702.9307,
002033,46.88399999999999,99.9303,183.6443,204.2122
603689,38.1365,64.5256,91.5878,124.4034
300274,129.1223,369.13699999999994,751.0522,1024.1967
002771,12.9023,29.6637,41.2279,69.2815
300317,98.0695,225.595,271.9777,314.8203
603608,33.2572,100.6549,139.4965,187.9384
300485,45.2916,105.3074,199.8226,281.6041
001965,805.1711,1717.8554,,3368.195
000669,84.8342,172.6853,192.3579,239.6312
603218,56.1249,123.17,182.4955,226.5867
300441,29.5758,73.2741,115.9982,150.9717
002756,65.0989,166.5745,260.3871,351.6596
002859,25.4885,80.48899999999999,131.3523,196.2203
300221,43.2272,101.7438,153.0825,218.5582
000733,85.5186,143.2515,174.3259,203.6269
000404,52.658,126.4054,119.9728,97.1236
601789,52.5313,99.2697,141.2054,213.9293
000886,55.4467,91.43299999999999,110.6964,94.3106
002370,46.7647,101.6073,150.5461,202.1521
603630,34.0633,52.8683,98.6716,138.0495
601377,681.9848,1309.3466,1982.7052,2284.8961
000685,243.5498,525.9263,818.1395,1066.9312
600629,48.1106,73.6519,143.9278,256.4112
002736,1040.9658,2013.2204,3360.0417,4574.7776
603690,7.8058,25.0045,36.0135,49.2914
603598,12.6537,20.613000000000003,30.5743,66.7363
002157,123.4294,274.8082,408.1675,525.7465
600529,64.7797,132.1142,199.5704,262.7581
300459,105.9278,204.1464,293.7406,393.9335
000021,116.7247,307.4395,469.0063,541.303
300206,25.4842,48.8382,67.3824,43.766999999999996
600048,1891.4418,5650.5553,8269.2388,15625.8862
002343,28.5713,76.1847,149.5031,408.4216
600900,2708.0034,8104.8183,17755.647,22260.9113
600958,844.2975,1755.2423,2628.9154,3553.6264
600547,327.4146,617.7745,894.7049,1137.4238
300271,38.0527,156.4195,225.9381,381.1661
002385,192.2391,524.6644,839.4893,1265.2119
002728,18.7138,54.2523,81.3831,106.3428
603699,52.0237,101.8235,155.5695,209.1773
002394,59.9345,140.7328,219.46099999999998,360.2865
600388,84.0887,,470.7335,724.3266
000800,161.7289,270.4568,291.2292,281.2368
002548,34.5254,63.452,91.5918,67.6578
603987,23.9104,53.9354,90.4074,118.9577
300635,11.4231,24.6869,40.5251,51.6784
603838,13.8795,27.695,35.5934,41.7779
600218,39.2185,47.2524,67.0607,61.4818
300176,13.3434,45.9428,280.5644,491.1552
002504,22.7771,81.5339,102.6641,-148.428
601107,278.4162,584.1727,914.7554,888.4367
002895,31.5378,89.9756,128.2963,133.4138
002061,53.1276,194.9465,294.1986,1106.8066
002817,13.1072,27.4057,37.8504,46.4204
300303,37.8244,71.9757,122.3336,59.8478
600500,234.2564,371.75300000000004,385.1634,648.0471
002750,13.9471,23.401999999999997,30.7094,35.1595
300326,38.2748,95.0199,151.4795,194.9814
000006,103.8588,249.6065,339.1368,805.6364
002224,31.7618,85.0198,125.0497,160.7928
300487,14.8094,53.6223,76.8215,93.1857
600528,278.6873,646.7741,900.2592,1339.3859
002351,36.3686,70.1276,100.7806,116.5324
002803,9.0305,19.6864,38.3876,80.0343
603806,100.3146,249.7167,369.9286,585.192
300310,48.77,103.3977,160.5093,231.3262
300509,11.8733,21.869,34.8977,59.2936
600870,0.3051,-2.6504,-5.4709,-12.3022
600530,33.6875,59.0652,94.2286,160.4315
600026,563.1147,851.605,1247.6121,1766.3392
600315,108.2796,216.2423,302.1563,389.8019
002766,20.9053,57.168,107.9198,142.2195
300001,55.5626,102.2678,139.5994,278.3176
000683,165.8421,319.0094,503.0065,711.5110000000001
600845,82.8146,204.5034,323.668,425.2761
603300,22.8775,28.3876,37.7012,32.1765
002742,25.886,127.2203,134.6382,180.3307
603518,29.6508,44.5731,56.7392,189.9377
601208,46.4104,66.6878,87.3193,99.2971
