code,net2017_1,net2017_2,net2017_3,net2017_4
600837,2240.1645,4023.4777,6145.2641,8618.4233
600060,268.6125,396.0241,599.5866,941.8823
300341,20.2054,54.3148,87.1178,130.3242
002131,150.1086,319.0166,445.3573,421.1828
002690,41.1106,141.7103,261.4651,364.6651
601628,6149.0,12242.0,26825.0,32253.0
601877,359.2696,1256.4543,1967.6886,2839.8547
600549,131.1954,453.0447,587.5509999999999,618.3784
600611,185.1835,273.6133,568.2474,872.6023
603615,26.2399,44.7663,68.8568,93.6224
002590,34.6636,71.1235,94.3024,127.8175
601188,75.7614,181.2257,279.9254,352.7626
002807,174.733,352.43699999999995,512.299,808.45
600643,128.4757,359.5687,583.009,829.7722
300569,32.4772,50.6749,70.1179,95.5828
300639,9.8128,37.577,65.1798,93.21
603969,32.0178,62.6857,91.7697,118.2521
601163,156.8692,271.9185,368.735,483.4653
300044,16.8041,49.9626,88.6593,181.9203
000600,225.247,234.1974,237.5276,168.3883
300533,29.8669,50.5038,66.845,97.021
600483,199.5207,295.0107,495.2716,843.5343
300570,21.2696,47.917,78.2161,100.1086
600642,505.9347,967.8585,1469.0267,1737.639
300473,30.1015,63.3918,91.3095,131.3404
601718,278.3699,513.8158,528.5137,754.9383
000712,72.9672,96.7399,195.6091,194.2832
603020,36.3925,90.2268,132.6308,144.1713
603717,23.3023,40.4649,49.6148,121.32799999999999
600116,48.8597,137.1956,199.0978,343.3869
600999,1374.5162,2552.2591,4171.268,5785.9551
002139,35.4068,93.9515,172.5027,210.0193
603909,11.4858,,46.6361,62.23
002411,166.0723,456.1984,620.8815,892.6258
002809,17.6287,39.8629,56.3212,80.6449
600170,502.6414,1263.5846,1898.8945,2584.4652
002795,12.0703,30.1392,43.8475,58.0284
600820,353.6324,763.6125,1159.4222,1810.0288
600091,17.62,,13.269,5.5823
600981,153.7087,242.5139,350.278,736.7936
002776,41.172,74.5113,104.5306,129.3073
000799,37.0288,82.7714,116.4059,176.0987
002706,30.9062,111.1268,182.9729,210.2001
600418,273.5697,344.6893,218.7352,431.8918
002572,77.2263,294.2623,575.7233,906.7709
000062,78.476,195.6619,320.8036,412.2695
002588,79.5956,204.3571,239.2787,271.1254
601018,681.8539999999999,1376.894,2316.2470000000003,2676.6540000000005
000967,66.4633,174.7575,247.2914,352.6566
603398,11.4446,28.648000000000003,46.3037,62.0531
603797,13.7913,28.3811,44.6308,64.6205
600079,197.6476,375.7885,1939.6118,2068.7196
300109,24.1038,51.2509,75.2695,92.8232
300516,22.8921,38.8649,27.8085,44.542
603015,21.9623,42.4087,53.762,
000421,46.861999999999995,66.8452,90.4137,148.5212
002653,44.356,138.4534,213.2744,237.5532
300241,20.1464,44.4115,86.4763,134.1864
300324,94.6906,156.2038,285.0736,389.2922
002238,52.7513,130.9361,187.3687,235.575
600153,422.2426,934.5973,1630.7051,3330.8553
002850,41.931000000000004,94.6689,167.8578,166.0157
002373,63.4381,156.3849,253.5693,364.6683
002119,13.5954,33.3548,56.157,64.0027
300604,4.1874,16.9448,25.3161,50.2529
601311,97.9076,214.3566,341.0055,483.0228
603779,15.3559,26.2695,34.2801,63.4672
000698,82.7095,114.28200000000001,177.0424,224.8487
000150,47.3052,102.8489,152.1678,174.3275
600704,393.4027,939.8801,1478.8843,2234.8475
601800,3140.6348,7538.278,11728.5533,20580.778000000002
300562,9.8297,-14.8236,-2.8478,17.8407
000402,538.3981,1061.4191,1443.9265,3006.4123
600068,746.4136,1733.7756,2589.3169,4683.6021
600710,72.048,164.623,273.302,358.0996
600508,166.0848,379.3442,621.8408,518.9011
002516,70.5312,170.6474,287.7585,384.749
300152,26.2912,25.3054,9.3721,37.46
002146,458.027,1684.5936,2790.5119,5760.77
600814,43.074,87.5329,128.5195,180.263
300255,42.994,83.5727,132.8387,196.9192
300279,31.1983,50.7333,87.4897,76.8003
000100,447.8199,1033.845,1906.1043,2664.395
600293,65.5488,181.8119,277.2428,403.7524
002762,17.0665,30.5609,55.0667,91.5671
603998,17.8197,46.3196,75.4343,59.6804
002379,23.2299,28.494,35.4611,39.4314
300315,161.8481,267.1189,394.273,263.8944
600862,65.4638,214.1234,265.1799,83.5676
600736,104.1388,258.6907,312.3636,606.2608
603901,17.1317,39.0246,57.2183,65.8483
300398,14.7348,24.2396,49.333,83.8124
300470,17.02,43.7014,78.2042,120.0448
601618,1441.7379999999998,2674.676,3548.886,6061.488
002774,17.6294,33.6208,46.4769,74.9754
000026,45.318999999999996,86.7088,136.5481,140.2163
601872,302.3082,517.1483,701.947,614.4329
603877,58.6097,94.0086,169.983,456.2541
600498,138.5941,449.705,596.822,824.9634
000959,496.5979,948.8951,1762.4051,2210.6511
000426,92.6704,205.9399,401.1402,564.9853
300455,12.2567,21.8896,41.6704,71.7565
300560,8.5774,25.3504,32.2853,39.0309
300216,22.539,25.2399,44.3574,-324.0891
002592,39.2862,78.7105,102.9352,135.0423
601677,73.2734,180.3827,282.5668,351.9661
600891,55.1908,79.9977,105.7484,163.6023
000516,66.285,122.8278,182.301,198.3908
600308,123.9097,295.6812,482.8956,673.6816
002252,222.22799999999998,708.8380000000001,940.1439999999999,835.8286
600381,37.8788,84.5932,189.0551,311.6845
002187,48.5651,97.6197,144.3792,173.8725
601108,384.9168,820.8503,1209.7028,1503.9316
002556,41.5821,91.238,121.2576,136.6197
300183,47.6575,131.7116,185.6574,238.0543
603138,6.3152,21.6382,44.349,56.8899
600110,35.509,115.0517,163.563,190.0449
300098,71.0298,191.1475,,408.2715
600687,105.8357,254.3658,347.8682,545.1531
002053,42.5178,95.8302,125.3915,162.128
002427,41.3965,122.8359,214.5324,327.5245
000823,56.4893,95.9533,132.5412,191.9083
002567,55.3424,137.7396,213.38,310.3055
002228,30.6335,,103.0717,153.9037
300129,40.3492,108.322,153.4881,153.6938
002444,105.885,251.1588,424.514,549.8231
600810,46.3065,50.20399999999999,69.8505,67.1206
002239,92.0553,184.5552,250.3199,366.9978
002782,15.2834,29.2072,40.5928,57.4214
300284,56.525,151.5572,304.5947,463.8613
600790,90.7651,236.6098,308.7588,380.5914
300638,6.0656,14.1317,25.1276,43.8574
002582,59.5192,68.7071,88.1138,106.8957
300400,8.0293,30.6841,51.1304,80.3368
000529,23.1141,53.192,98.4713,155.3227
300611,11.9973,21.3622,32.8669,47.6542
300292,47.5948,88.0806,162.6134,225.5958
000166,971.8236,2049.9649,3583.691,4599.6834
000038,94.1811,183.8863,266.4764,357.9301
000889,45.6854,107.8071,177.418,228.5812
300395,15.204,53.0968,77.9431,121.7761
300055,101.8145,205.6866,295.9516,305.3736
300108,33.1994,74.2631,100.6011,202.46400000000003
601390,2622.583,7707.374,11035.798,16066.833
601965,74.1507,137.0005,218.0985,375.2303
002843,10.6772,21.9294,40.4423,50.6749
002150,19.5324,43.001000000000005,64.1661,70.767
300316,60.7725,141.6968,253.0977,386.6425
600655,196.3814,328.3251,476.6452,700.2418
300154,28.644000000000002,54.0002,67.3672,85.7869
002410,54.8034,142.0668,286.7116,472.2442
300526,9.1134,22.4743,33.203,43.4383
300602,16.1321,36.0847,70.3435,108.1478
002237,70.4503,197.4488,302.4658,360.9563
002274,50.0192,30.2873,18.5398,57.3149
002429,142.8368,327.79699999999997,490.8918,602.9275
000739,48.5522,129.9193,163.059,256.5921
600833,14.0269,24.5286,36.9267,43.4768
600439,43.2781,105.2271,157.0343,215.1174
002261,69.7169,129.8963,151.5311,66.3496
002055,31.9803,91.6403,122.5841,174.7558
603665,16.1762,36.5529,65.0661,72.2514
300273,42.988,54.0447,74.0056,92.7105
000883,441.2799,1343.527,2036.4188,2173.2008
601518,48.7295,124.6596,226.9111,296.6867
300518,19.2915,44.6091,51.4006,63.227
300071,22.0054,36.7273,135.129,-277.1175
000550,228.6077,552.9031,643.5309,690.9382
600645,27.6802,8.388,3.091,-18.4595
002124,52.7232,135.57,219.9873,262.14099999999996
601111,1466.4,3326.42,8278.508,7240.312
600666,47.3824,75.3513,77.217,55.0549
002758,10.1601,23.8655,34.431,42.0638
000700,58.0238,83.44200000000001,131.7518,134.4649
601199,46.6443,152.9096,,245.0227
603667,20.8713,53.8339,78.1303,98.7349
002109,57.0158,100.0625,129.5546,206.41299999999998
300385,13.8596,36.2963,44.5079,60.3425
000960,144.2609,358.5301,539.2198,706.0263
000552,116.3069,279.455,371.3409,552.211
600859,190.0944,508.7565,733.0819,909.8183
002576,15.5098,17.8171,0.5308,3.9207
600018,1141.5776,3372.8073,4763.2942,11536.1916
300005,50.2106,79.0126,81.2268,-84.8539
002651,34.5109,58.7087,75.1559,128.7378
000058,31.6091,50.0088,69.1931,219.5533
603558,33.0477,65.0974,106.1309,131.5064
603818,24.9156,105.7061,174.1004,245.6506
000977,71.0723,143.8274,250.1999,427.5308
300132,11.4774,41.098,72.5039,94.74600000000001
600057,138.0238,296.9327,494.8415,714.3191
600173,30.0381,89.2619,223.179,314.8291
601881,1117.3416,2112.2123,3383.4406,3980.7304
603928,18.7145,48.3476,92.0418,135.4931
002697,39.2571,98.5225,135.6979,164.9299
600336,31.6858,46.3025,36.6337,32.6902
002800,7.4097,20.0567,36.1868,41.2246
002210,71.2098,140.0031,187.6795,305.9775
002705,63.8657,193.4374,331.5869,408.0239
002825,10.0718,19.222,25.3192,36.3346
600838,22.1015,50.0185,72.5347,97.3335
002717,47.8307,200.3949,304.7157,509.282
600717,276.8259,561.9082,800.4241,823.8765
002449,51.7576,153.7032,258.4071,359.1339
603128,62.7828,153.3124,214.5784,278.5567
600461,55.0712,124.8425,208.4552,273.9695
600936,61.7448,123.9968,176.67700000000002,201.7417
300483,7.0916,11.0071,6.0477,5.8144
300503,12.275,38.4574,54.9163,75.26
002813,11.8633,17.1897,12.2252,24.5318
603139,9.4005,20.526999999999997,36.3489,63.0196
600366,80.3875,161.8461,299.0675,422.9048
300171,52.0888,82.0408,110.566,123.0978
300307,69.5028,173.0342,203.6961,238.7155
002338,13.4959,26.4293,34.5627,38.4683
600160,184.0221,526.0023,807.7169,935.4606
000413,392.7826,635.8557,1026.1139,1743.6668
601137,54.9467,146.4558,231.1819,305.5511
002219,71.9608,165.4891,251.9271,202.8093
601700,54.3201,114.6264,156.7523,137.6559
603858,222.3825,678.0652,1130.0834,1637.9523
300131,33.0018,76.16,124.3414,143.0032
000970,72.6901,153.13299999999998,201.27200000000002,282.2593
000758,91.2625,174.43200000000002,216.0324,200.9809
300537,8.4434,23.8816,47.2477,61.3341
300650,3.9465,13.3314,40.5281,51.4393
600125,88.2109,183.7517,277.8863,330.8008
600702,40.853,62.3372,95.4742,143.5721
300599,20.067999999999998,43.5856,87.6309,133.6556
000751,38.0009,80.6321,123.524,226.8943
600242,24.0707,58.0398,89.5503,118.5733
300179,13.0631,40.9305,64.8782,61.5701
000708,65.2811,189.3284,278.5168,394.9007
300210,21.6938,25.9292,52.3868,55.4229
300667,2.8123,6.4347,9.4371,42.8699
000635,50.4897,71.081,104.7737,93.31299999999999
603716,14.6308,37.1285,55.3806,93.8474
002862,5.1536,17.2611,33.4991,43.3988
600976,17.701,48.1613,72.5126,90.7776
300586,9.3391,26.0179,41.8184,54.5692
600714,10.219,9.3834,9.0096,12.2159
300578,4.8512,13.0864,24.9348,34.2512
600614,80.1699,205.5727,257.1415,387.1695
000039,509.681,796.898,1309.38,2509.242
600570,42.2491,228.6241,289.8488,471.219
600961,2.7909,6.8647,43.0567,55.4496
000988,54.9202,176.1311,254.9299,324.1619
000565,17.0258,40.0436,65.9061,81.1254
603309,14.853,39.7561,52.407,64.5571
600661,16.0532,42.2855,120.3035,123.1158
300021,22.9735,28.9628,29.9262,95.4371
000069,756.987,,4730.6633,8643.2425
300515,7.7128,12.8953,20.522,23.8092
002247,79.2734,204.2362,338.4383,549.1219
000518,10.7054,19.0929,33.6198,7.2884
603008,43.1656,94.8256,204.3909,283.5963
600834,24.6425,45.8421,64.3226,51.6702
002080,137.0044,373.5406,599.9763,767.2837
300261,17.291,41.6701,50.4747,73.1692
300612,7.5314,27.22,35.3788,74.9565
300031,36.5055,106.7777,160.5328,221.0059
000078,91.8977,235.6562,411.0183,636.3758
600635,126.4452,202.7346,355.7897,474.1334
000662,85.2802,176.136,208.6187,574.1745
603508,41.7086,75.938,100.8631,131.1008
600697,46.3588,132.9037,209.1944,305.1826
600138,86.6566,346.8602,501.1955,571.7066
300042,14.8794,22.8208,36.661,56.1894
002426,142.4919,321.6374,393.1444,462.2578
603060,15.6605,56.7068,106.6734,144.2242
300488,13.4346,45.4171,75.863,96.0527
002788,23.2075,63.456,95.54899999999999,130.5789
000919,43.0303,100.59100000000001,143.0872,137.1265
600602,59.1135,130.4792,164.1818,277.4916
601100,59.49100000000001,161.683,276.2949,381.9404
300272,11.4051,38.8565,61.858999999999995,58.0101
000783,432.2484,995.0154,1485.9402,1545.1124
002041,45.1501,121.3672,113.5268,166.7031
603078,11.6597,26.0764,43.1155,53.6779
300061,54.3226,108.8422,187.1165,298.5789
002127,25.8192,139.8454,242.9493,534.2916
002605,25.3085,35.7144,51.3283,76.8294
002030,26.9818,58.1053,76.4923,86.4478
002718,17.2993,64.8828,91.1055,129.2023
002735,8.1585,19.2841,30.9436,38.6432
603166,35.0431,82.311,105.7412,136.0946
300438,30.357,96.2117,193.3393,251.3965
002057,9.0744,54.1742,85.4379,135.7168
300078,34.0524,72.5973,108.3349,130.2623
002661,35.084,67.226,98.0934,112.6752
603817,22.3892,52.7747,77.8219,99.3999
000582,105.1974,295.526,437.9217,
002049,53.4352,123.4808,213.03799999999998,279.8872
002422,192.6484,256.1502,386.4693,748.5442
300102,41.573,101.7965,158.3228,210.5603
600997,147.86700000000002,226.6358,327.4102,516.5238
002498,73.4154,157.1928,224.612,250.1378
603456,42.2002,73.4082,113.9239,147.6053
300584,7.8575,29.3706,45.8956,65.6005
002388,9.5772,51.77,60.6597,64.9621
300119,31.5,56.1864,102.4246,104.8952
601198,302.45099999999996,564.5887,926.8912,1309.2496
603656,12.3965,,61.6548,87.4592
002598,12.2903,31.4644,51.3568,69.5104
000096,37.4321,96.4348,120.0524,150.194
002284,43.5289,65.1526,79.568,83.4069
002416,87.3235,157.7355,267.9415,378.9676
603077,171.9593,255.9711,344.1994,517.5399
300422,16.3372,52.9764,82.7381,146.7042
000050,225.1393,447.7377,753.3904,807.2043
600699,207.9044,615.6001,886.6912,395.8703
600109,285.7329,550.3409,878.7443,1201.4325
300630,10.3545,31.2227,60.5224,98.4044
300302,11.7807,11.9079,17.754,50.8266
300349,43.9579,94.5284,176.1834,348.1421
000665,91.2348,196.0165,245.1763,335.2855
603133,13.9834,26.781999999999996,43.0564,51.2133
300573,8.5254,28.6837,41.8584,39.4371
002467,29.3999,49.6337,63.4544,30.9869
000419,31.5923,80.1706,94.4859,127.9313
600637,429.6847,1223.6417,1012.575,2236.9112
601222,133.1976,336.7419,549.3565,686.0221
300367,52.2877,104.4853,164.4221,384.7065
300376,59.3956,317.4533,524.3899,714.0688
600135,26.6765,49.7633,69.5279,59.238
002283,57.882,134.2483,226.6191,335.1334
600059,63.2927,94.2123,102.4876,164.3444
600531,48.8415,85.6006,157.2423,291.1854
002619,55.1882,118.598,235.7332,413.9709
002093,47.5517,78.1232,99.7412,162.8049
000671,211.3806,328.1478,618.743,2061.9655
300295,16.5206,48.1056,78.9238,94.1129
300065,20.3989,48.203,73.1004,103.4055
600857,10.2428,21.026,28.1843,-456.6081
300051,14.7821,29.1538,55.5645,67.32600000000001
002649,29.9234,77.1599,129.3431,217.6445
300566,11.1819,24.1572,45.1445,60.42100000000001
002620,32.2688,70.9253,100.15,132.5366
002323,13.1883,116.5274,180.304,264.0927
300340,20.6759,60.773,135.4302,122.40100000000001
600317,167.1399,254.6819,406.3801,535.1638
002442,17.3614,40.6378,69.6433,49.958999999999996
603601,17.3165,44.6583,80.2311,113.5754
600030,2300.7887,4926.5089,7927.0267,11433.2645
300046,12.7029,26.998,53.2883,53.3878
601179,304.4408,594.2858,650.3643,898.6306
600023,934.8225,2382.6897,3772.4541,4334.4605
601991,630.956,1080.774,1909.2979999999998,1711.81
000750,219.5258,357.8838,561.2452,375.7602
002404,20.5247,60.8007,88.2435,111.7769
600399,31.4605,59.5884,67.4653,-1337.5853
300297,56.8603,140.8249,213.4794,413.8095
600846,30.4077,53.7698,100.8638,255.0595
600479,27.7375,45.4191,97.5836,207.7583
000430,10.5795,38.6503,70.634,67.3622
600676,84.3684,166.8183,219.1254,445.9924
601016,99.5323,229.6586,284.0342,399.0287
000520,4.2004,18.8016,34.2398,50.8198
603515,49.3449,258.6779,415.92900000000003,681.1004
600513,13.0353,35.4562,50.1968,70.5473
300149,12.1987,32.7954,49.7233,57.8095
002681,44.8727,129.6987,278.2906,443.2914
600693,30.2428,93.2458,138.2293,247.4122
603108,33.1953,96.2107,167.5892,219.1867
600523,32.9432,98.4708,114.3265,194.2571
002271,78.7586,493.7189,868.7317,1238.8368
300433,220.5798,311.0601,893.0177,2046.9774
002056,62.3205,221.7851,401.6583,578.0429
002436,36.8965,105.4567,158.7897,164.7487
600193,4.0246,-115.2306,-119.0827,-78.2208
601339,113.6274,308.5007,387.1897,487.7434
603678,36.171,116.4021,164.9455,236.7743
600626,38.3646,61.0829,120.185,193.3626
600754,199.02900000000002,412.4537,711.7201,881.7585
603016,12.7494,29.1219,33.9877,44.9351
002662,74.4215,171.4171,232.8834,316.7238
601688,1330.1627,2993.2499,4707.5379,9276.5204
002409,23.77,42.6344,50.2031,34.528
600575,123.6157,191.1306,307.0554,319.9167
600596,62.4191,,231.6657,532.7354
600351,40.625,107.1482,148.2621,200.2064
600623,250.8714,321.39799999999997,384.4844,619.1284
002111,40.9909,108.5661,159.2174,113.2598
002827,11.6307,55.9029,89.6933,111.2849
002155,66.8113,162.7629,250.3671,302.2207
300454,18.0928,,,573.5193
600318,19.6017,39.6576,39.5892,-308.7221
300240,15.5566,38.5481,64.5665,71.6348
002166,12.9646,71.3653,89.9994,205.9397
000563,118.1656,267.5188,411.1259,352.2365
600490,84.2776,113.1581,238.06599999999997,301.2294
600636,38.0925,105.1998,120.6475,47.8072
601555,310.1033,426.8498,807.2733,788.1228
300358,25.7157,62.2978,105.4311,160.3962
002391,44.6598,120.8908,163.8112,227.8982
600295,110.7891,168.7736,362.4407,520.9664
300421,17.6478,36.4444,,73.9734
002322,45.4977,103.8096,167.6695,279.1179
601601,2000.0,6509.0,10926.0,14662.0
603069,15.9197,34.2969,47.2633,50.7363
600459,28.2151,61.076,88.6066,119.32799999999999
000937,284.9448,570.5459999999999,841.378,1064.3407
300553,4.7729,13.0022,17.8622,22.0412
000899,72.7097,,161.8591,16.4501
000912,1.8019999999999998,-38.798,-119.287,-1487.704
600998,185.7993,792.9868,954.9195,1445.5101
002349,31.9512,96.3205,130.145,175.32
002400,78.846,189.8177,171.5233,-184.1058
002472,45.9982,114.4253,181.1791,242.6011
603009,19.3148,33.0113,40.0214,73.1676
002805,8.107000000000001,14.1301,28.1958,37.9017
300350,27.8105,58.5318,89.4985,59.1252
002004,145.05,334.8746,459.6849,507.9056
603232,4.3887,8.9806,10.7074,70.2456
002250,81.9354,168.4645,170.6678,201.3412
600781,5.5785,10.1226,13.2737,392.0038
002856,9.1535,23.585,35.8646,42.4573
002406,33.6593,86.8666,120.0084,187.2118
600330,54.119,100.4713,150.3467,156.864
603819,10.8942,21.5755,25.699,30.7634
300233,54.471000000000004,125.0605,176.7697,286.3041
600982,36.1569,63.2948,92.7504,95.9899
002722,24.7858,62.1753,93.9891,85.7357
600603,62.4279,111.8928,151.8942,348.5673
300101,12.3812,24.5589,24.1226,30.5398
603088,6.9826,10.6972,21.6414,31.4477
000570,34.9915,39.6792,42.7514,46.4313
600390,435.5253,998.1062,2111.2762,2476.645
000156,149.17,307.7882,472.413,641.2755
300474,13.0551,55.7052,93.9125,118.8294
000017,0.2123,-1.6914,-1.3635,1.5296
300409,16.9134,68.3175,111.0347,152.1195
300066,21.56,44.4577,63.6229,79.0936
300445,6.1034,18.4456,33.1467,53.0137
300468,12.5388,28.038,53.9999,88.1634
002071,12.3309,64.9097,111.8558,169.7522
600337,47.4648,151.7117,258.5126,365.36400000000003
300034,19.2836,38.4894,42.891000000000005,58.1921
600162,106.3913,330.3988,453.1998,816.5980000000001
002026,33.0681,77.773,109.15299999999999,125.5482
600722,13.0197,21.3105,31.7441,34.4355
002225,34.5793,55.7964,41.1959,22.1885
300070,230.2992,533.8487,741.1016,2509.3839
300073,19.6392,144.9231,183.3364,250.1743
600960,62.78,120.3413,162.9273,238.3345
002669,23.6592,38.08,48.993,43.7783
002673,181.9281,437.4548,710.0072,752.2709
002452,19.2445,51.9373,73.1344,60.8975
300050,31.3942,72.7517,90.0775,112.0941
600701,62.5072,145.9106,219.158,178.8569
002463,49.3045,102.9743,161.8973,203.5177
603090,6.5867,15.8282,21.9834,24.5502
603299,28.6464,76.6223,120.228,178.1261
603528,19.9047,65.8176,84.0579,101.9306
603066,11.5681,42.713,62.403,83.3342
603098,23.2034,89.4246,141.085,200.4068
002340,101.6464,272.6326,387.5173,610.3393
002770,22.5757,58.4337,103.2636,126.6893
601919,270.1405,1863.4668,2735.8766,2661.9359
300236,18.0302,34.6989,57.2307,72.4095
300627,9.2514,34.1802,64.0714,129.1065
000766,59.6429,124.6826,174.4861,257.8793
002398,30.8179,78.4367,132.2691,191.0913
000786,149.6692,682.3243,1564.635,2343.9854
002012,17.2113,21.8396,24.1272,30.6146
603385,39.9312,108.6393,177.7568,226.6278
000987,180.9241,257.64,479.4363,633.3188
300328,10.5749,21.0524,25.2613,32.7616
000980,31.2274,222.2657,480.2945,1136.2829
000709,649.297,1250.8022,2195.0771,1817.0624
600221,835.14,1147.333,2757.764,3322.947
002835,9.2949,19.7334,24.3813,20.451
002009,27.4966,52.0623,79.5504,84.7664
300555,8.6282,21.0218,28.9742,44.935
002421,40.2856,103.5598,207.4267,311.8258
600168,64.2138,165.4457,262.8537,327.9486
300309,20.1426,30.4951,103.8452,212.2647
000825,321.7522,739.9771,2157.7177,4621.8851
300337,22.0516,27.5229,5.986000000000001,7.8373
600979,46.5771,,205.5084,277.9809
600576,26.0941,38.7554,77.3243,91.4158
603979,52.5759,111.3821,,205.1998
300382,13.6235,45.3299,57.742,136.475
002812,22.4835,65.4405,102.1403,155.9235
300388,21.533,60.6269,100.2439,194.1749
603696,9.9354,16.9946,26.2976,41.2373
002855,16.2879,26.7604,34.4628,51.7843
002103,24.3381,64.0785,85.4657,111.8129
002537,93.5994,177.8852,283.8348,413.9458
002094,24.9494,306.5893,381.6217,402.9391
002612,35.1281,54.2792,102.2544,187.5713
300417,5.452000000000001,18.1812,26.4241,37.2374
000966,49.2631,-90.155,57.7327,-121.5597
603505,6.6371,33.865,49.0516,77.1146
300538,5.4975,6.9984,10.8494,18.4356
600771,24.25,78.6758,103.5937,236.8048
601228,162.9367,354.4641,562.7473,697.0547
600894,97.0094,249.7837,366.9195,398.4494
601567,97.2249,231.5905,418.9172,890.5889999999999
002732,12.036,60.2096,106.0114,120.7678
600889,20.9881,41.4501,69.4905,-302.9509
600965,24.7704,65.5255,119.3529,156.558
300383,85.8243,209.5985,325.1351,435.8621
600037,177.3905,378.8008,637.2315,761.3052
300500,9.6496,32.318000000000005,42.5823,70.4163
600861,33.0156,46.1197,56.8872,84.7324
600126,206.7338,355.6064,1189.0564,1795.7445
000910,40.6907,139.8157,363.2179,659.1883
603005,23.2838,,64.6767,95.6917
600562,23.5484,78.9102,129.2251,169.3599
300079,48.723,59.074,84.098,36.4958
002254,27.9005,61.6092,69.2867,100.0678
600909,165.2225,406.4713,602.7954,649.7268
002084,16.468,39.6916,64.4802,91.9589
002501,104.8303,313.0724,452.4247,523.1507
600765,49.0599,108.4761,162.8334,164.5207
600738,17.194000000000003,81.1411,109.5479,143.4461
000908,33.1918,58.7023,102.9674,162.0856
601113,38.2435,23.1889,58.0426,93.6888
002325,50.3238,103.6241,135.582,137.1877
002216,26.5472,72.8441,79.9061,72.0192
002783,18.6358,71.4858,96.1083,115.0132
603988,8.9483,17.7673,24.1067,33.0823
002632,19.6734,58.1104,82.9797,123.7529
300220,3.9011,6.6234,14.1283,-42.3451
002045,18.4101,34.4311,94.8564,130.779
600356,27.44,46.1234,75.0766,97.7306
600106,48.0415,175.7687,230.7726,280.2636
603269,5.78,13.567,18.1118,37.875
600382,64.9737,167.1747,244.5391,332.1123
300532,9.9974,21.7089,62.7563,93.2048
000719,90.6662,323.3327,466.5575,693.2221
300269,73.2352,185.1599,345.6312,104.2858
300621,9.6509,38.4243,57.6663,78.7793
002066,5.3436,5.4641,7.495,15.1746
002778,8.0548,15.6448,21.7511,30.6704
002029,70.6931,122.0052,,316.5792
300521,6.276,19.136,29.0124,36.6803
603698,31.791999999999998,129.4769,171.6296,192.4941
603789,14.4705,39.2155,50.2356,25.2948
000089,144.0523,317.3936,502.8631,661.3617
600587,44.0797,84.06,12.4516,65.5287
002393,40.7092,78.3835,100.0005,116.8172
601898,1170.9669999999999,1696.1370000000002,2432.452,2414.426
002811,16.6551,37.6708,60.4245,107.7578
000716,23.4676,27.5817,90.7392,111.0711
000088,79.6061,153.5276,283.6499,404.3552
601020,20.8389,124.2226,206.4223,304.466
600599,9.6213,9.3653,6.1765,20.0568
300148,58.8326,110.1398,139.2411,134.0167
002779,8.2856,17.5588,29.7645,23.6958
300670,3.34,20.6858,33.2711,54.915
002211,10.5142,15.1351,19.8139,20.4269
300691,5.2796,,69.4913,81.986
002435,67.3109,152.4383,244.3792,334.6936
300006,21.8727,43.4357,61.0635,55.5615
300063,29.5705,74.65,118.0121,-305.8249
000990,204.9187,396.2511,669.8289,808.5086
002363,24.8167,,57.688,56.0741
000863,85.3587,92.5647,61.4906,
002721,29.6746,33.2985,82.2863,182.3901
600996,52.0543,320.0633,345.2107,441.8251
002392,40.2035,84.4492,114.6772,162.2205
002792,24.9197,93.9051,122.9502,110.5439
603031,7.8308,18.7535,23.8978,38.6704
300007,17.4442,55.1168,73.7407,110.3209
603991,5.6699,13.4429,20.4993,37.9573
002303,52.6182,144.3621,247.8918,348.1863
600284,68.4504,148.5276,217.535,371.3567
300572,6.767,38.9461,60.5154,79.048
002607,24.737,42.5925,55.4609,73.4535
000938,316.0086,806.4989999999999,1126.125,1575.4212
002135,32.43,68.6532,85.3757,103.5833
300289,16.6012,40.459,56.2848,73.0671
600460,32.8102,84.4255,135.0485,169.4866
300182,118.87299999999999,522.0305,771.0895,1074.4042
000731,32.6676,85.3268,135.50799999999998,155.6033
600748,120.0715,227.6135,353.7516,872.3371
300222,48.5318,100.2462,198.5773,337.12699999999995
300306,24.5206,68.1288,103.0908,128.3493
300069,6.7026,10.7685,20.3606,17.9244
603626,20.2408,57.3646,118.382,222.4038
601038,64.0379,32.2656,73.4062,56.5142
002364,30.7684,60.1338,80.376,63.7743
603633,8.7403,23.0061,40.4508,49.3605
600322,54.5039,174.7899,181.489,218.1258
600143,127.12,239.4728,457.8135,547.9386
600208,380.48900000000003,474.776,1730.2604,3321.8652
000667,83.8871,300.0179,372.8722,664.3824
600379,6.1864,23.2165,34.4551,36.0412
603861,24.8348,44.1198,85.7861,154.9531
300389,12.8427,34.5686,55.5575,106.00299999999999
603028,8.8324,18.8076,24.0468,24.0383
000029,34.6216,137.2266,149.5829,184.9885
600831,36.4603,118.1398,123.3764,176.0843
002564,32.4064,90.5857,205.8162,225.1456
000415,400.659,1026.402,1872.817,2630.341
603618,29.057,50.4279,94.3644,100.34200000000001
600178,23.8896,39.3718,45.613,42.7323
002497,31.086,126.5241,164.5754,238.3344
000949,46.0174,48.8777,60.4172,30.2734
002715,6.0163,2.6486,6.4401,8.9566
300265,12.0486,41.9926,70.268,42.3062
002295,13.8468,37.4303,49.2539,58.8316
