code,name,open,latestPrice,pe,pb,eps
EVOK,Evoke Pharma Inc.,2.64,2.65,0.0,8.354161,-0.610222
CLSN,克莱瑞恩,2.65,2.65,6.004087,2.463707,0.441366
MSTR,MicroStrategy Incorporated,128.41,127.28,0.0,2.352783,-0.120549
ADRD,BLDRS Developed Markets 100 ADR,21.11,21.23,196.14546,0.925511,0.108236
RFAP,First Trust RiverFront Dynamic Asia Pacific ETF,53.23,53.24,0.0,0.0,0.0
AMNB,美国国家银行,37.61,37.3,17.291758,1.523559,2.157097
GNCA,"Genocea Biosciences, Inc.",0.7673,0.766,0.0,5.041062,-1.236902
WEBK,Wellesley Bancorp,33.54,33.6617,19.043107,1.318217,1.767658
SIGI,Selective Insurance Group,58.86,58.49,22.207929,2.026478,2.633744
FJP,First Trust Japan AlphaDEX Fund,54.04,54.1314,0.0,0.0,0.0
OCLR,Oclaro,8.56,8.46,22.928693,2.43915,0.36897
ESGD,iShares MSCI EAFE ESG Select ETF,62.34,62.1499,0.0,0.0,0.0
ADTN,亚川,17.05,16.96,0.0,1.761551,-0.284883
GCBC,格林县万通金控,31.04,31.1,18.376716,2.760404,1.692359
PETQ,Petiq Inc.,34.21,34.05,0.0,4.893478,-0.293074
PDFS,PDF Solutions,8.62,8.52,0.0,1.366984,-0.142533
FSLR,第一太阳能,46.06,45.53,0.0,0.933633,-1.842558
CVCO,卡寇工业,213.9,210.76,27.420148,4.017738,7.686319
CLUB,Town Sports International Holdin,8.7,8.61,24.156893,-3.227491,0.35642
CVON,ConvergeOne Holdings Inc.,8.77,8.67,0.0,-5.168049,-2.065401
RUTH,Ruth’s Hospitality Group,29.31,29.08,25.115732,9.847249,1.15784
RAVN,Raven Industries,44.25,43.73,27.934335,5.201224,1.565457
PFIE,"Profire Energy, Inc.",2.96,2.94,23.347045,3.248668,0.125926
CPTAL,Capitala Finance Corp,24.938,25.035,0.0,0.0,0.0
TBPH,Theravance Biopharma Inc.,30.39,29.94,0.0,47.977944,-4.898535
FOX,21世纪福克斯公司,45.05,44.94,18.644464,4.255504,2.410367
QAT,iShares MSCI Qatar Capped ETF,17.62,17.62,0.0,0.0,0.0
HMSY,HMS控股,30.4,30.14,71.994859,4.066324,0.418641
ITCI,Intra-Cellular Therapies Inc.,18.47,18.1,0.0,2.536551,-2.419544
HMHC,Houghton Mifflin Harcourt Co,6.1,6.05,0.0,1.018034,-0.485983
GNMK,GenMark Diagnostics,6.22,6.14,0.0,6.894877,-1.041754
NEWTZ,Newtek Business Services Corp,25.3873,25.3873,13.503883,0.0,1.88
NCMI,National CineMedia,9.3,9.31,2384.733653,-1.929285,0.003904
FMHI,First Trust Municipal High Income ETF,49.56,49.77,0.0,0.0,0.0
WBND,Western Asset Total Return ETF,24.98,24.98,0.0,0.0,0.0
JASN,Jason Industries Inc.,3.16,3.14,0.0,-2.51661,-0.185984
ZKIN,正康国际集团,3.03,3.15,5.98294,1.647878,0.526497
PEBK,北加利福尼亚国民银行,28.965,28.45,14.539616,1.443436,1.956723
PBCTP,People's United Financial Inc,24.89,24.91,27.076086,0.0,0.92
CDNA,CareDx,22.36,22.22,0.0,27.894822,-2.629829
EUFN,欧洲金融指数ETF-iShares MSCI,19.32,19.16,0.0,0.0,0.0
CBRL,CB乡村店,150.77,150.31,14.575227,6.208892,10.312704
ITRM,Iterum Therapeutics Plc,6.44,6.4,0.0,0.764535,-91.300377
GECC,Great Elm Capital Corp,9.68,9.63,0.0,0.77243,-0.428697
WYNN,永利度假村,119.42,116.58,23.095973,7.393673,5.047633
SMED,Sharps Compliance Corp,3.28,3.27,0.0,2.088989,-0.041856
CPSI,Computer Programs and Systems,26.59,26.43,0.0,2.492728,-1.098445
SLVO,Credit Suisse AG - Credit Suisse,6.52,6.62,0.0,0.0,0.0
MMAC,MMA Capital Management LLC,26.43,26.49,4.162239,0.812917,6.364363
LVHD,Legg Mason Low Volatility High Dividend ETF,29.99,29.94,0.0,0.0,0.0
SAL,Salisbury Bancorp,42.9999,42.126,17.578487,1.191353,2.396452
BRPA,Big Rock Partners Acquisition Corp.,10.02,10.05,0.0,5.271384,-0.36354
INOV,"Inovalon Holdings, Inc.",10.22,10.1,0.0,2.222011,-0.012091
BMRA,Biomerica Inc,3.4,3.39,0.0,7.016892,-0.171041
BANX,StoneCastle Financial Corp,21.62,21.6834,10.583499,0.985341,2.048793
HYZD,WisdomTree BofA Merrill Lynch Hi,24.05,24.09,0.0,0.0,0.0
NTRP,"Neurotrope, Inc.",6.91,6.94,0.0,4.610425,-1.349816
EZPW,艾茨克普,10.58,10.5,11.292605,0.772547,0.929812
CELH,"Celsius Holdings, Inc.",3.76,3.51,0.0,13.902993,-0.283939
TTMI,TTM科技,14.41,14.18,8.842422,1.288105,1.603633
PRNB,Principia Biopharma Inc.,25.69,25.09,0.0,0.0,0.0
EMCB,WisdomTree Trust WisdomTree Emer,69.09,68.99,0.0,0.0,0.0
NTCT,网侦系统,22.29,21.99,54.872113,0.865915,0.40075
MINDP,"Mitcham Industries, Inc. Series A 9.00% Series A Cumulative Preferred Stock",23.1329,23.05,0.0,0.0,-4.19
CHSCN,CHS Inc,25.81,25.88,0.0,0.0,0.0
RDI,Reading International Inc,15.04,14.93,20.090779,1.941838,0.743127
TAYD,Taylor Devices,11.69,11.23,87.58862,1.158524,0.128213
CME,芝加哥商品交易所,176.42,176.5,13.556699,2.59984,13.019394
EGRX,"Eagle Pharmaceuticals, Inc.",60.89,60.14,30.127167,4.875133,1.996205
JBSS,John B. Sanfilippo & Son,68.73,68.34,23.995061,3.191631,2.848086
DWFI,SPDR Dorsey Wright Fixed Income Allocation ETF,22.9325,22.89,0.0,0.0,0.0
NAVG,领航者,69.12,69.13,33.204673,1.667748,2.081936
ENSG,恩赛因,38.88,38.45,28.055557,3.706397,1.370495
MZOR,Mazor Robotics Ltd.,57.9,58.01,0.0,11.855519,-0.328242
AIMC,奥创控股公司,39.19,38.71,20.900961,2.752871,1.852068
VNOM,Viper Energy Partners LP,39.33,38.86,16.490664,12.422598,2.356485
LMRKO,Landmark Infrastructure Partners LP,24.05,24.0525,0.0,0.0,0.0
ERII,Energy Recovery,7.89,7.81,16.125868,4.088068,0.484315
FB,Facebook,156.73,153.74,23.407052,5.591708,6.568106
RNEM,First Trust Emerging Markets Equity Select ETF,46.8287,46.8287,0.0,0.0,0.0
AY,Atlantica Yield PLC,20.12,19.84,0.0,1.146579,-0.569434
LAND,Gladstone Land Corporation,11.99,11.94,0.0,1.483338,-0.170158
LECO,林肯电气控股,84.84,83.62,21.094737,5.780739,3.964022
DCPH,Deciphera Pharmaceuticals Inc.,28.67,28.15,0.0,3.20163,-2.721191
CBFV,"CB Financial Services, Inc.",28.95,28.45,20.810613,1.152246,1.367091
USAP,通用不锈钢和合金制品公司,25.07,24.39,13.104786,0.916507,1.861152
BHFAL, Brighthouse Financial Inc,24.33,24.6,0.0,0.0,0.0
MCFT,"MCBC Holdings, Inc.",33.38,32.8,15.401844,11.694553,2.129615
NVEE,NV5 Holdings Inc.,83.42,82.42,28.903914,5.245765,2.851517
WMGI,Wright Medical Group,27.04,26.815,0.0,5.895913,-1.856559
PTEN,Patterson-UTI Energy,16.83,16.53,24.327104,0.937314,0.679489
NTRSP,Northern Trust Corp,24.99,24.94,5.773148,0.0,4.32
PSCD,PowerShares Exchange-Traded Fund,62.5841,62.1677,0.0,0.0,0.0
PFLT,PennantPark Floating Rate Capital,12.89,12.84,14.020238,0.929005,0.915819
GBLIZ,Global Indemnity plc,25.59,25.52,8.985916,0.0,2.84
DTV,直播电视,52.12,52.37,8.592328,0.07182,6.094972
ORMP,Oramed Pharmaceuticals Inc.,4.42,4.39,0.0,4.575967,-0.880631
DRNA,"Dicerna Pharmaceuticals, Inc.",13.41,13.23,0.0,12.662878,-2.799115
ARQL,ArQule,4.43,4.42,0.0,17.654202,-0.201725
TVTY,"Tivity Health, Inc.",32.1,31.72,15.781158,3.967396,2.009992
GOODM,Gladstone Commercial Corp,25.0241,24.955,0.0,0.0,-0.16
ORBK,奥宝科技,56.18,55.46,16.840098,2.744165,3.29333
ESPR,Esperion Therapeutics Inc.,46.93,46.22,0.0,7.042332,-6.703207
XERS,Xeris Pharmaceuticals Inc,18.77,18.55,0.0,3.531843,-16.767988
GLAD,格拉德斯通资本,9.31,9.3,7.280242,1.055511,1.27743
OXLCO,Oxford Lane Capital Corp. - Term,25.32,25.3542,24.615729,0.0,1.03
CAC,卡姆登国家银行,42.25,42.14,19.796055,1.601173,2.128707
OSUR,奥瑞许科技,14.41,14.24,58.03386,3.285091,0.245374
VTIQ,VectoIQ Acquisition Corp,9.53,9.53,0.0,56.493829,-0.000777
XGTI,XG Technology Inc,0.499,0.4802,0.0,0.728907,-2.289941
WOOD,iShares S&P Global Timber &Fores,68.38,67.78,0.0,0.0,0.0
FIXD,First Trust TCW Opportunistic Fixed Income ETF,48.58,48.73,0.0,0.0,0.0
PCRX,Pacira Pharmaceuticals,44.95,44.14,0.0,6.223449,-0.255555
NXST,Nexstar Broadcasting Group,75.14,74.07,6.034523,2.065753,12.274376
SEIC,SEI Investments Company,55.77,54.94,17.839173,5.415878,3.079739
VOD,沃达丰,20.2,19.99,18.474533,0.680661,1.08203
EDTXU,EdtechX Holdings Acquisition Corp.,10.01,10.04,0.0,0.0,0.0
HMTA,HomeTown Bankshares Corp.,15.24,15.08,25.236846,1.693668,0.597539
HAIN,海恩时富,25.21,25.25,270.496111,1.511063,0.093347
HUNTU,Hunter Maritime Acquisition Corp,10.2,10.2,0.0,0.0,-0.1052
GSHT,"Gores Holdings II, Inc",10.27,10.2,41632.652567,101.999837,0.000245
MBCN,Middlefield Banc Corp,48.4542,46.2,14.122394,1.217505,3.2714
LOACU,Longevity Acquisition Corp,10.29,10.29,0.0,0.0,0.0
ESGRP,Enstar Group Limited,25.76,25.77,0.0,0.0,0.0
SAFT,Safety Insurance Group,84.46,83.9,19.485898,1.84152,4.305678
CCMP,卡伯特微电子,96.06,94.44,27.292967,3.745996,3.460232
ODFL,Old Dominion Freight Line,139.3,136.57,19.620032,4.511689,6.960743
IPKW,PowerShares International BuyBack Achievers Ptf,31.89,31.84,0.0,0.0,0.0
KAACU,Kayne Anderson Acquisition Corp,10.55,10.55,0.0,0.0,-0.0467
RRGB,Red Robin Gourmet Burgers,38.38,38.07,36.760161,1.262775,1.035632
PSCH,PowerShares Exchange-Traded Fund,128.23,125.98,0.0,0.0,0.0
CRMT,美国汽车行,72.55,71.58,12.583771,2.072226,5.688279
CARZ,First Trust Exchange-Traded Fund,33.7266,33.68,0.0,0.0,0.0
SLDB,Solid Biosciences,34.84,34.27,0.0,9.006446,-3.274928
UTSI,UT斯达康,3.91,3.9068,54.615351,1.398857,0.071533
STRA,Strayer Education,123.93,122.78,92.416405,11.580425,1.328552
GRNQ,Greenpro Capital Corp.,5.9325,6.0602,0.0,47.5026,-0.041346
EMCI,易安信保险,24.07,24.01,23.412149,0.911055,1.025536
NTGR,NETGEAR Inc,55.5,54.96,0.0,2.313214,-0.317927
SMBC,Southern Missouri Bancorp,36.96,37.06,15.466317,1.661302,2.396175
AGNCB,American Capital Agency Corp,25.16,25.24,0.0,0.022812,-0.97
NCLH,挪威邮轮,51.43,50.7,13.859775,1.974477,3.658068
AAON,艾伦建材,32.31,31.89,36.045017,6.990204,0.884727
DWLV,PowerShares DWA Momentum & Low Volatility Rotation Portfolio,30.68,30.4,0.0,0.0,0.0
BLMN,Bloomin’ Brands,19.81,19.61,16.18075,22.340259,1.211934
WTFCM,Wintrust Financial Corporation,25.9349,25.9587,7.702879,0.0,3.37
ARGD,Argo Group International Holding,25.12,25.1584,0.0,0.0,0.0
CTRL,Control4 Corporation,27.47,26.81,35.739282,4.089144,0.750155
RDIB,Reading International Inc,33.95,34.0,25.23562,4.428201,1.347302
VTWO,Vanguard Scottsdale Funds Vangua,124.98,123.43,0.0,0.0,0.0
STLD,Steel Dynamics,43.0,42.39,9.590288,2.656155,4.420097
SVA,科兴生物,7.31,7.22,15.95633,3.299798,0.452485
WETF,WisdomTree Investments,7.39,7.27,31.152782,3.103079,0.233366
VIVO,Meridian Bioscience Inc,14.79,14.72,25.783173,3.563466,0.570915
AMOT,Allied Motion科技,45.47,44.8,35.775002,4.44369,1.252271
MBSD,FlexShares Disciplined Dur MBS Idx,22.7809,22.75,0.0,0.0,0.0
YLCO,Global X Yieldco Index ETF,11.5504,11.5419,0.0,0.0,0.0
GAINM,GLADSTONE INVEST M TERM PFD SER D USD25,25.32,25.2127,13.131615,0.0,1.92
SLIM,The Obesity ETF,34.77,34.1038,0.0,0.0,0.0
GNMA,iShares GNMA Bond ETF,47.74,47.84,0.0,0.0,0.0
FCEF,First Trust CEF Income Opportunity ETF,20.8686,20.775,0.0,0.0,0.0
VWOB,Vanguard Emerging Markets Govern,74.87,74.89,0.0,0.0,0.0
ALKS,阿克姆斯公共有限责任公司,42.5,41.64,0.0,5.583723,-0.913292
GLPI,Gaming and Leisure Properties I,34.28,34.1,19.194074,3.064411,1.77659
OCSI,Fifth Street Senior Floating Rate,8.54,8.53,0.0,0.86093,-0.072944
SCOR,康姆斯克,17.64,17.25,0.0,1.743003,-5.456829
NVUS,"Novus Therapeutics, Inc.",4.39,4.435,0.0,1.942416,-1.091358
PINC,Premier Inc.,44.77,44.44,12.459742,-1.658924,3.566687
CHSCL,CHS Inc,26.82,26.8,0.0,0.0,0.0
FRPH,"FRP Holdings, Inc.",53.6,53.63,3.35549,1.468977,15.982762
SNSR,Global X Internet of Things Thematic ETF,18.25,18.04,20.044445,0.0,0.9
AGLE,"Aeglea BioTherapeutics, Inc.",9.31,9.08,0.0,2.729867,-1.807075
JACK,Jack In The Box Inc,82.53,82.09,11.210066,-4.561756,7.322883
FCEL,燃料电池能源,0.97,0.961,0.0,0.885897,-0.66897
OPESU,Opes Acquisition Corp.,10.15,10.16,0.0,0.0,0.0
TBRG,"Thunder Bridge Acquisition, Ltd",9.69,9.71,0.0,15.145618,-0.006652
LDRI,PowerShares LadderRite 0-5 Year Corporate Bond Portfolio,24.5622,24.58,0.0,0.0,0.0
DJCO,Daily Journal Corp (S.C.),240.4999,236.29,26.184306,2.021829,9.024108
DDMXU,DD3 Acquisition Corp.,10.02,10.01,0.0,0.0,0.0
MPAC,Matlin & Partners Acquisition Corp,10.05,10.09,47.473194,18.810737,0.212541
GTYH,GTY Technology Holdings Inc,10.18,10.17,25.403979,31.183931,0.400331
ARYAU,Arya Sciences Acquisition Corp.,10.2,10.19,0.0,0.0,0.0
BPRN,The Bank of Princeton,30.67,30.87,17.065903,1.164947,1.80887
EACQ,Easterly Acquisition Corp.,10.43,10.41,43.451946,13.603338,0.239575
HYND,WisdomTree BofA Merrill Lynch Hi,21.5486,21.55,0.0,0.0,0.0
MSVB,"Mid-Southern Bancorp, Inc.",12.42,12.5,17.406052,1.848444,0.718141
PRFZ,PowerShares FTSE RAFI US 1500 Sm,132.7,131.04,0.0,0.0,0.0
TANNZ,TravelCenters of America LLC 8.00% Senior Notes due 2030,23.67,24.02,0.0,0.0,0.0
SKOR,IQ South Korea Small Cap ETF,48.66,48.63,0.0,0.0,0.0
BBSI,巴瑞特,63.12,61.99,16.471974,5.375454,3.763362
FSV,FirstService Corporation,79.45,78.68,62.944,13.967465,1.25
NUVA,纽瓦索器材,66.5,65.75,78.036544,4.328195,0.842554
FMB,First Trust Managed Municipal ETF,51.96,51.9479,0.0,0.0,0.0
MTEC,MTech Acquisition Corp.,10.42,10.3472,0.0,4.422891,-0.071925
AFSI,安姆塔斯特金融服务公司,14.41,14.38,37.305206,1.08033,0.385469
PSMT,普尔斯玛特,76.34,76.03,30.794045,3.081574,2.468984
CGBD,TCG BDC Inc.,15.6,15.47,10.966187,0.862834,1.4107
VBND,Vident Core U.S. Bond Strategy Fund,47.1469,47.18,0.0,0.0,0.0
CDC,Compass EMP U S EQ Income 100 Enhanced Volatility Weighted Fund,46.09,45.52,0.0,0.0,0.0
LPNT,LifePoint Hospitals,64.43,64.4,56.5309,1.108335,1.1392
VRTU,Virtusa Corporation,49.62,49.07,0.0,3.606848,-0.441022
CMCO,哥伦布-麦金农,35.6,35.14,44.867613,1.996701,0.783193
SODA,SodaStream International Ltd,142.76,142.79,35.245659,5.831741,4.051279
BNDX,Vanguard Total International Bon,54.25,54.24,0.0,0.0,0.0
HONE,"HarborOne Bancorp, Inc.",18.24,18.08,58.300015,1.638199,0.31012
DXJS,WisdomTree Japan Hedged SmallCap,41.96,41.8,0.0,0.0,0.0
VCLT,Vanguard Long-Term Corporate Bon,86.03,86.15,0.0,0.0,0.0
SUSB,iShares ESG 1-5 Year USD Corporate Bond ETF,24.4751,24.4893,0.0,0.0,0.0
MOSY,正一科技,0.213,0.2189,0.0,0.423715,-0.111572
SYNH,"Syneos Health, Inc.",45.68,44.82,0.0,1.634081,-2.406538
CIVB,"Civista Bancshares, Inc. ",23.6,23.36,14.667167,2.000388,1.592673
SUSC,iShares ESG USD Corporate Bond ETF,23.99,24.02,0.0,0.0,0.0
FTSL,First Trust Senior Loan Fund ETF,48.06,48.09,0.0,0.0,0.0
BNDW,Vanguard Total World Bond ETF,74.29,74.2999,0.0,0.0,0.0
WRLD,World Acceptance Corporation,100.61,99.47,44.640914,1.743975,2.228225
VRIG,PowerShares Actively Managed ETF Variable Rate Investment Grade Portfolio,25.1,25.11,0.0,0.0,0.0
RILYH,"B. Riley Financial, Inc.",25.55,25.499,0.0,0.0,0.0
VLYPO,Valley National Bancorp,25.3,24.565,0.0,0.0,0.0
WINA,威玛克工贸有限公司,157.42,149.21,21.108914,-27.807512,7.068578
PRGS,Progress Software Corporation,33.07,32.54,24.499175,4.783191,1.328208
WLFC,Willis Lease Finance Corporation,34.305,34.34,3.429037,0.822933,10.014473
LMRKP,LANDMARK INFRASTRU 8% RED PERP PFD UNIT SER A,23.9,23.9394,0.0,0.0,0.0
SNHY,Sun Hydraulics Corporation,46.99,46.21,40.755092,2.902714,1.133846
LMBS,First Trust Low Duration Mortgage Opportunities ETF,50.91,50.93,0.0,0.0,0.0
DDBI,Legg Mason Developed EX-US Diversified Core ETF,28.0,27.94,0.0,0.0,0.0
VGSH,Vanguard Short Term Government B,59.64,59.66,0.0,0.0,0.0
IDCC,InterDigital,72.85,71.6,19.28498,2.442503,3.712734
SGRP,SPAR Group,0.9502,0.9502,0.0,1.109419,-0.128938
FTSM,First Trust Enhanced Short Maturity ETF,60.04,60.06,0.0,0.0,0.0
FCAL,First Trust California Municipal High income ETF,49.57,49.5036,0.0,0.0,0.0
IPIC,iPic Entertainment Inc.,5.8,5.85,0.0,-0.240366,-39.079391
VTC,Vanguard Total Corporate Bond ETF ETF Shares,80.21,80.34,0.0,0.0,0.0
ZAIS,"ZAIS Group Holdings, Inc.",4.09,4.09,0.0,1.60762,-0.271538
YLDE,ClearBridge Dividend Strategy ESG ETF,27.7989,27.7989,0.0,0.0,0.0
XPLR,Xplore Technologies Corp,5.99,5.99,220.034527,2.35952,0.027223
XCRA,Xcerra Corp,14.27,14.27,15.690146,2.17523,0.909488
WVVIP,"Willamette Valley Vineyards, Inc",4.678,4.678,13.365715,0.0,0.35
WVFC,WVS Financial Corp,16.08,16.08,13.824207,0.930053,1.163177
WSCI,WSI Industries Inc,6.9947,6.98,24.39297,1.465806,0.286148
WOOF,VCA Antech,92.98,92.98,35.624523,4.403337,2.61
WMIH,WMIH Corp,1.31,1.31,36.903487,1.374535,0.035498
WMGIZ,Wright Medical Group Inc. - Con,1.48,1.4899,0.0,0.0,0.0
WIN,气流通讯,4.21,4.13,0.0,-0.126082,-61.899288
WHLRD,"Wheeler Real Estate Investment Trust, Inc. Series D Cumulative Preferred Stock",19.826,19.826,0.0,0.0,-1.89
WEB,"Web.com Group, Inc. ",27.99,27.99,27.090776,4.486977,1.033193
WBMD,WebMD Health Corp,66.48,66.48,35.174603,4.970504,1.89
VWR,VWR International,33.25,33.25,29.6875,2.630812,1.12
VVPR,VivoPower,1.28,1.29,0.0,0.468112,-2.056374
VTIQU,Vectoiq Acquisition,10.08,10.08,0.0,0.0,0.0
VNDA,Vanda Pharmaceuticals Inc,21.85,21.45,1642.419628,4.471424,0.01306
VETS,Pacer Military Times Best Employers ETF,26.82,26.82,0.0,0.0,0.0
VEACU,Vantage Energy Acquisition Corp.,10.6,10.6,0.0,0.0,0.0
VEAC,Vantage Energy Acquisition Corp,10.0,10.0,44.865785,31.460779,0.222887
USATP,全美科技,22.0,22.0,0.0,0.154882,-0.29
UDBI,Legg Mason US Diversified Core ETF,33.76,33.76,0.0,0.0,0.0
TWLVU,Twelve Seas Investment Company,10.35,10.35,0.0,0.0,0.0
TWLV,Twelve Seas Investment,9.63,9.63,0.0,12.578962,-0.129334
TURN,180 Degree Capital Corp.,2.15,2.15,4.63435,0.738055,0.463927
TSEM,Tower Semiconductor Ltd,20.8,20.4,7.481725,1.835385,2.726644
TRCB,Two River Bancorp,17.0502,16.75,17.934848,1.287355,0.933936
TOTAU,Tottenham Acquisition I,10.34,10.34,0.0,0.0,0.0
TOTA,Tottenham Acquisition I Limited,9.75,9.75,0.0,0.0,-0.075829
TNXP,Tonix Pharmaceuticals Holding Co,0.55,0.55,0.0,0.348006,-2.855064
TKKSU,TKK Symphony Acquisition,10.12,10.12,0.0,0.0,0.0
TKKS,TKK Symphony Acquisition Corporation,9.51,9.51,0.0,0.0,0.0
TIG,Tigenix,41.98,41.98,0.0,21.86389,-6.80726
TIBRU,Tiberius Acquisition Corp,10.1,10.1,0.0,0.0,0.0
TGEN,Tecogen Inc,3.0674,3.03,0.0,2.303548,-0.01705
TDACU,Trident Acquisitions Corp.,10.1,10.1,0.0,0.0,0.0
TDAC,Trident Acquisitions Corp,9.82,9.82,0.0,13.814589,-0.019903
TCPC,TCP Capital Corp,14.06,13.93,13.871421,0.953432,1.004223
TATT,TAT Technologies Ltd,6.75,6.75,0.0,0.692806,-0.173572
TAOP,淘屏,1.2,1.2,17.224799,6.721592,0.069667
SYNT,Syntel,40.99,40.99,19.16265,52.491218,2.139057
SUNS,Solar Senior Capital Ltd,16.5,16.38,11.282678,0.973397,1.451783
STRM,Streamline Health Solutions,1.0211,1.0,0.0,1.972534,-0.101534
STRL,Sterling Construction Company In,12.92,12.73,16.045255,2.250643,0.793381
STPP,iPath US Treasury Steepener ETN,30.7,30.7,0.0,0.0,0.0
STNL,"Sentinel Energy Services, Inc.",9.9,9.9,215.165935,85.387432,0.046011
STLRU,Stellar Acquisition Iii Inc.,10.5,10.5,0.0,0.0,-0.1125
STLR,Stellar Acquisition III Inc.,10.5,10.5,0.0,5.916715,-0.1728
STDY,SteadyMed Ltd.,4.725,4.725,0.0,29.263472,-0.462262
STCN,Steel Connect,2.04,2.04,3.664682,1.029988,0.556665
STB,Student Transportation Inc,7.5,7.5,149.999998,6.684561,0.05
SPLS,史泰博,10.25,10.25,0.0,1.982712,-2.31
SPIL,矽品,8.59,8.59,110.735828,0.079414,0.077572
SONC,Sonic Corp,43.31,43.26,23.038529,-5.633765,1.877724
SOHOM,Sotherly Hotels LP - 7.00% Senior Notes,25.67,25.67,0.0,0.0,0.0
SNC,"State National Companies, Inc.",21.02,21.02,16.816,2.766104,1.25
SNAK,Inventure Foods,3.995,3.995,0.0,8.542642,-1.53
SMCP,AlphaMark Actively Managed Small Cap ETF,24.02,24.02,0.0,0.0,0.0
SIVBO,SVB Financial Group,25.3,25.3,0.0,0.012525,0.0
SIFY,Sify Technologies Limited,1.31,1.31,11.508289,0.021903,0.113831
SHLM,舒曼,44.0,44.0,48.115828,17.859695,0.91446
SEV,Sevcon,21.97,21.97,0.0,7.684641,-2.06
SENEB,Seneca Foods Corp,32.25,32.25,6.28655,0.139988,5.13
SCACU,Saban Capital Acquisition Corp. Units,10.6,10.6,721.088427,49.81999,0.0147
SCAC,Saban Capital Acquisition Corp,10.18,10.18,700.764116,63.611713,0.014527
SBBP,Strongbridge Biopharma plc,5.05,5.0,0.0,26.35115,-2.138697
SALM,Salem Communications Corporation,3.32,3.27,4.064803,0.377598,0.804467
RPXC,RPX Corporation,10.48,10.48,0.0,1.180766,-1.721859
ROSEU,Rosehill Resources Inc.,9.5,9.5,0.0,0.0,-0.7408
ROKA,"Roka Bioscience, Inc.",0.65,0.65,0.0,0.267874,-14.94
RMNIU,"Rimini Street, Inc.",5.73,5.73,0.0,0.0,-0.0914
RMGN,RMG Networks Holding Corporation,1.29,1.29,0.0,19.714482,-0.693331
RIGL,Rigel Pharmaceuticals,3.12,3.1,0.0,4.175667,-0.650213
REPH,Recro Pharma Inc,6.75,6.66,0.0,5.635151,-3.007688
REIS,Reis Inc,23.0,22.99,0.0,3.088897,-0.426526
RAND,Rand Capital Corporation,2.4601,2.4601,0.0,0.5055,-0.137228
QRTEB,Liberty Interactive Corp Series B,20.8251,20.8251,21.469175,0.0,0.97
QCOM,高通,65.55,64.29,0.0,4.094429,-2.845634
PY,Principal Shareholder Yield Index ETF,31.84,31.84,0.0,0.0,0.0
PXUS,Principal International Multi-Factor Index ETF,98.95,98.95,0.0,0.0,0.0
PVTBP,PrivateBancorp,25.22,25.22,0.0,0.034765,0.0
PVAL,Principal Contrarian Value Index ETF,26.25,26.25,0.0,0.0,0.0
PSET,Principal Price Setters Index ETF,33.68,33.68,0.0,0.0,0.0
PRTS,U.S. Auto Parts Network,1.51,1.52,0.0,1.279355,-0.084234
PRSS,CafePress Inc,1.46,1.46,0.0,0.79209,-0.517272
PROV,Provident Financial Holdings,18.12,18.1,64.05991,1.11703,0.282548
PNRG,PrimeEnergy Corporation,76.5,76.5,7.410772,1.671295,10.322811
PNRA,Panera Bread Company,314.93,314.93,50.795163,24.566391,6.2
PNBK,爱国者国家合众银行,22.39,22.39,23.507845,1.278851,0.952448
PLTM,First Trust Exchange-Traded Fund,83.82,83.82,0.0,0.0,0.0
PIH,"1347 Property Insurance Holdings, Inc.",6.2,6.34,47.400098,0.832129,0.133755
OXLCN,Oxford Lane Capital Corp. - 8.125% Series 2024 Term Preferred St,25.06,25.06,24.330098,0.0,1.03
OSBCP,Old Second Bancorp,10.58,10.58,0.0,0.169525,0.0
OPHT,Ophthotech Corporation,2.31,2.32,0.542498,4.790666,4.276513
OPES,Opes Acquisition Corp.,9.83,9.83,0.0,7.402466,-0.011696
OKDCC,Eaton Vance Oaktree Diversified Credit Nextshares,99.99,99.99,0.0,0.0,0.0
OFED,Oconee Federal Financial Corp,26.25,26.25,49.093958,1.761232,0.534689
OCUL,Ocular Therapeutix,6.21,6.08,0.0,5.131109,-1.739345
OBAS,阿贝斯,8.95,8.95,0.0,0.855266,-0.449639
NYMTP,New York Mortgage Trust Inc. -,24.38,24.38,58.047621,0.0,0.42
NXEOU,"Nexeo Solutions, Inc.",12.75,12.75,0.0,0.845689,-1.0454
NVIV,InVivo Therapeutics Holdings Corp,1.97,1.99,0.0,-8.092827,-21.207987
NVCN,Neovasc Inc,2.75,2.66,0.0,-6.345873,-1.38
NUTR,营养保健国际,41.8,41.8,26.967743,2.121,1.55
NURO,NeuroMetrix,1.31,1.27,0.0,1.20999,-1.582825
NTIC,Northern Technologies Intl Corp.,34.94,34.99,26.703298,3.066152,1.310325
NRCIB,National Research Corp.,53.0103,53.0103,112.787873,2.136587,0.47
NEBUU,Nebula Acquisition Corp,10.1001,10.1001,0.0,0.0,0.0
NEBU,Nebula Acquisition Corp.,9.72,9.72,332.831121,66.824933,0.029204
MUDSU,Mudrick Capital Acquisition Corporation,10.2226,10.38,0.0,0.0,0.0
MTGE,American Capital Mortgage Invest,19.8,19.8,14.618318,1.017965,1.354465
MTFB,Motif Bio plc,8.3,8.3,0.0,14.72105,-4.6
MSFG,MainSource Financial Group,40.65,40.65,23.633721,1.952933,1.72
