code,name,pe,pb,eps,net_radio2018-06,income_radio2018-06,net_radio2018-03,income_radio2018-03
UG,United-Guardian,17.890567,7.059308,0.992143,26.13%,4.89%,67.06%,26.31%
SINA,新浪,29.641266,1.71638,2.218866,76.10%,49.71%,25.56%,58.51%
ENSG,恩赛因,27.179961,3.590723,1.370495,80.34%,10.73%,687.99%,11.41%
HOLI,和利时自动化,11.200153,1.423183,1.77319,28.28%,6.72%,40.33%,32.11%
CVCO,卡寇工业,31.80326,4.659974,7.686319,67.54%,20.68%,103.34%,27.33%
IPAR,依特香水,41.407547,4.566631,1.545612,54.80%,15.67%,20.34%,20.07%
ABMD,阿比奥梅德,101.724405,23.419463,3.710909,140.99%,35.89%,147.31%,39.91%
HUBG,枢纽,10.412154,2.036885,4.614799,131.09%,27.66%,56.44%,22.76%
MINI,Mobile Mini,13.645858,2.108891,3.019231,70.90%,12.29%,46.33%,14.44%
OCSL,第五大道金融,0,0.834231,-0.797093,500.40%,0.87%,122.93%,38.17%
FANG,Diamondback Energy,19.605478,1.972797,5.745843,83.49%,94.50%,26.28%,104.66%
NEWT,Newtek Business Services Inc,9.926771,1.543838,2.336107,9.97%,16.54%,37.40%,25.46%
JOUT,约翰逊户外,22.010884,3.583749,4.646792,43.60%,9.99%,54.88%,10.66%
QBAK,扩斯达,10.120518,2.297146,0.775652,703.39%,42.52%,917.24%,20.34%
MNST,怪物饮料,37.507777,9.247647,1.608733,21.33%,12.00%,21.39%,14.66%
ICLR,ICON plc,26.373402,6.314981,5.459667,10.88%,48.86%,9.37%,43.56%
AMD,AMD,83.53342,30.366333,0.327773,376.19%,52.56%,345.45%,39.81%
KGJI,金凰珠宝,1.19629,0.212625,1.002934,68.84%,42.64%,162.12%,84.60%
VCTR,Victory Capital Holdings Inc.,11.91325,1.523631,0.792395,693.33%,3.43%,138.48%,4.27%
INTC,英特尔,16.307934,3.057675,2.848307,78.28%,14.90%,50.27%,8.58%
TTGT,TechTarget,50.569017,4.714879,0.435049,224.76%,18.03%,7320.69%,15.79%
ATHN,雅典娜,52.675977,5.814424,2.790456,267.68%,7.37%,2321.43%,15.42%
SPSC,SPS Commerce,1272.486458,5.696673,0.07549,175.20%,12.94%,9.01%,13.90%
GOGL,Golden Ocean Group,20.672877,0.846482,0.426646,175.07%,41.01%,193.32%,83.35%
VNDA,Vanda Pharmaceuticals Inc,1412.710589,3.84605,0.01306,400.59%,12.59%,140.10%,16.51%
TXN,德州仪器,24.399962,9.915768,4.445089,33.05%,8.77%,37.01%,11.38%
CHDN,Churchill Downs,10.795145,7.541354,23.913528,31.67%,12.06%,2393.15%,13.22%
VRTS,Virtus Investment Partners,13.909839,1.671697,8.612609,82860.71%,41.19%,73.35%,62.99%
MERC,美世国际,10.620602,2.081587,1.619494,896.34%,22.37%,163.72%,51.54%
RCMT,RCM Technologies,21.730347,2.507083,0.22273,101.59%,13.62%,91.09%,9.65%
ACHC,阿卡迪亚医疗保健公司,15.062603,1.293856,2.581891,18.64%,6.96%,46.30%,9.28%
COHU,科休半导体,19.348772,2.276314,1.239872,11.68%,6.34%,20.09%,17.33%
MXIM,美信集成,35.335986,8.461775,1.663177,18.90%,5.17%,38.09%,11.59%
OMCL,Omnicell,67.256127,4.57318,1.019238,250.43%,4.22%,126.32%,22.93%
LFVN,Lifevantage Corporation,30.723645,8.12041,0.411735,3461.90%,6.70%,2580.33%,12.34%
KLAC,科磊,20.302678,10.037118,5.131343,36.15%,13.99%,21.03%,11.76%
DLHC,DLH Holdings Corp,55.37735,1.683816,0.095707,70.79%,23.50%,34.42%,15.03%
PETS,PetMed Express,17.225046,5.677248,1.991867,35.64%,9.71%,35.72%,6.81%
FAST,美国快克公司,24.142051,7.371533,2.36931,41.84%,13.05%,29.88%,13.18%
SND,Smart Sand Inc.,6.508838,0.960366,0.717486,281.90%,82.79%,0.62%,70.11%
ESIO,电子科技工业,4.338687,2.112013,4.23861,973.16%,52.20%,518.95%,127.16%
LUNA,Luna Innovations Incorporated,5.787807,1.950705,0.623725,581.29%,21.96%,110.96%,20.88%
PKOH,Park-Ohio Holdings Corp,12.056674,1.650104,3.292782,368.75%,23.17%,0.99%,18.00%
DIOD,Diodes Incorporated,62.895845,1.950368,0.5463,85.67%,15.09%,1101.04%,16.17%
CTRP,携程网,25.368488,1.579698,1.480577,580.39%,13.52%,2272.73%,11.42%
ARTX,阿罗特克,14.346045,1.161825,0.223058,114.04%,1.99%,177.52%,21.93%
CVGI,商用汽车,13.052163,2.916855,0.680347,9972.52%,19.61%,1468.95%,24.40%
HSII,海德思哲服务,0,3.287755,-0.512036,162.82%,20.26%,1464.31%,14.33%
METC,Ramaco Resources Inc.,40.482946,2.276564,0.182546,392.53%,489.50%,270.26%,384.85%
LGIH,LGI Homes Inc,7.734844,2.012637,6.537947,47.86%,29.51%,131.77%,71.27%
TROW,罗派斯,16.294923,4.284652,6.611262,17.85%,13.41%,13.76%,17.25%
ISIG,Insignia Systems,17.263422,1.651737,0.122803,134.46%,40.96%,113.77%,55.63%
IIN,IntriCon Corporation,110.169594,22.060634,0.603161,541.53%,33.90%,215.57%,19.55%
SEDG,"SolarEdge Technologies, Inc.",15.917975,4.006637,2.682502,53.47%,66.88%,151.75%,82.41%
BXG,Bluegreen Vacations Corp,10.782637,3.504037,1.808463,9.15%,3.78%,16.19%,3.59%
CAI,CAI International Inc.,5.744964,0.883592,4.619698,60.60%,27.83%,225.08%,17.01%
TPB,Turning Point Brands Inc.,32.850807,11.809093,1.211538,35.39%,12.51%,61.53%,10.71%
PBR.A,巴西石油,111.090541,0.095307,0.086416,3218.84%,25.97%,48.22%,8.92%
GLOG,GasLog,73.612912,1.614616,0.24656,105.85%,2.23%,81.86%,13.96%
KAI,凯登纸业,31.032298,3.416724,3.372293,52.37%,40.52%,21.41%,45.05%
PBR,巴西石油公司,23.361421,0.255213,0.472574,3218.84%,25.97%,48.22%,8.92%
USX,Us Xpress Enterprises Inc,17.290498,3.611141,0.91264,112.33%,19.01%,131.36%,15.37%
TRTN,Triton International Limited,6.490849,1.378786,5.786608,122.34%,17.67%,128.26%,19.51%
HZO,海上麦斯服务,16.147576,1.512368,1.421266,21.99%,9.53%,124.95%,10.44%
SQM,智利矿业化工,24.327776,5.49077,1.790957,32.54%,24.04%,10.52%,0.03%
CBS.A,哥伦比亚广播,15.020242,9.793851,3.757596,589.66%,6.42%,302.78%,12.50%
GRUB,GrubHub Inc,97.252772,9.193842,1.45929,104.15%,50.98%,73.67%,48.96%
PAGS,Pagseguro Digital Ltd.,36.566016,1.459884,0.726631,176.81%,58.27%,144.88%,73.81%
KWR,奎克化学,75.366419,5.968266,2.503635,56.96%,10.33%,67.94%,8.80%
PAYC,"Paycom Software, Inc.",100.534272,27.717952,1.550715,78.47%,31.12%,22.16%,28.79%
BOOT,Boot Barn Holdings Inc.,23.465789,3.753993,1.295503,770.14%,16.22%,164.88%,4.76%
PUMP,Propetro Holding Corp.,10.344233,2.552376,1.45105,694.37%,115.41%,250.75%,124.05%
KNOP,KNOT Offshore Partners LP Common,8.27959,1.102341,2.608825,28.18%,34.31%,168.82%,54.04%
TWI,Titan International Inc,0,1.443103,-0.51477,187.76%,17.70%,238.74%,18.99%
ATV,橡果国际,5.815873,0.821601,3.762118,794.11%,34.99%,800.63%,9.65%
MPX,海洋产品,28.113357,8.91782,0.70856,46.92%,21.71%,44.63%,9.14%
TSM,台积电,19.341409,0.156209,2.32041,9.09%,9.08%,2.47%,6.06%
AMC,AMC院线,0,1.28873,-2.210926,112.58%,18.19%,110.71%,5.41%
TGH,Textainer Group Holdings Ltd,11.287933,0.683262,1.26241,297.06%,14.06%,350.51%,12.40%
CEO,中海油,14.517483,1.352319,12.0255,56.78%,15.33%,56.78%,15.33%
XOM,埃克森美孚,16.662519,1.850491,4.911022,22.12%,27.54%,16.94%,15.87%
LCII,LCI Industries,16.222702,3.284638,5.726543,17.66%,25.02%,9.71%,30.53%
MSGN,MSG Networks Inc.,6.328245,-2.750584,3.832026,13.88%,5.23%,6.30%,1.81%
CBD,Companhia Brasileira de Distribu,19.045957,0.475011,1.008613,181.18%,10.43%,8.65%,7.50%
GDOT,Green Dot,34.954526,5.118677,2.442316,54.82%,16.09%,71.84%,24.50%
APY,Apergy Corporation,24.442089,3.610669,1.78299,16.14%,19.43%,81.69%,23.30%
CVI,CVR能源,9.603083,3.703349,3.921657,515.79%,33.47%,171.20%,1.95%
ENLC,"EnLink Midstream, LLC",12.373438,1.632221,1.361788,277.12%,41.04%,513.98%,33.52%
EPAM,Epam Systems,58.210279,6.656516,2.366077,34.52%,27.70%,172.48%,30.65%
SID,巴西国家黑色冶金,3.810423,0.408589,0.537998,285.90%,31.93%,1163.87%,14.83%
TREC,Trecora Resources,16.623477,1.787046,0.833159,166.23%,9.65%,58.17%,29.17%
SDI,"Standard Diversified Opportunities, Inc.",34.48695,5.44334,0.463932,26.89%,13.44%,6.55%,11.32%
NSC,诺福克南方,8.846738,2.994944,20.018679,42.86%,9.90%,27.48%,5.51%
LND,Brasilagro Brazilian Agric Real,5.857625,0.268691,0.609462,92.72%,21.41%,1088.81%,61.44%
WHD,Cactus Inc.,0.03923,12.654747,861.073975,150.59%,69.21%,444.05%,96.76%
EC,哥伦比亚国家石油,12.029233,0.018235,1.85548,154.02%,29.17%,162.69%,9.51%
WTI,W&T Offshore Inc,10.93987,-1.782585,0.594157,8.31%,21.74%,13.75%,7.66%
AXL,美国车桥,4.752864,1.119898,3.721966,128.21%,8.14%,14.16%,77.01%
ABEV,Ambev S.A.,31.102908,1.353392,0.144681,14.09%,12.09%,13.44%,3.54%
NOMD,Nomad Foods Limited,17.391704,1.943759,1.174123,60.62%,6.57%,30.00%,1.49%
WAB,美国西屋制动,38.026223,3.862836,3.011343,15.40%,19.25%,21.46%,15.30%
ZTO,中通快递,20.428313,3.176321,0.865955,108.14%,41.28%,10.85%,35.56%
PQG,PQ Group Holdings Inc.,25.846284,1.446244,0.676693,1067.60%,11.67%,124.02%,9.99%
DPZ,达美乐比萨,40.35746,-4.189132,7.286633,17.75%,23.99%,42.19%,25.82%
NSP,Insperity,45.383891,42.311537,2.620974,75.20%,15.93%,40.31%,14.92%
GDDY,Godaddy Inc.,67.779141,21.101012,1.185468,11.60%,16.82%,235.48%,29.30%
YPF,阿根廷YPF,5.979422,0.025034,2.585534,454.41%,54.64%,3017.71%,33.02%
PLNT,Planet Fitness Inc,77.744604,-55.516823,0.647762,68.95%,20.57%,31.50%,21.70%
WTW,慧俪轻体,20.02635,-4.804483,3.338102,56.51%,19.92%,269.21%,24.06%
BPT,BPT信托,7.582288,1010.186335,4.009344,15.78%,15.94%,23.74%,23.54%
HLT,希尔顿酒店,16.929909,41.069092,4.515086,43.71%,8.43%,239.58%,12.57%
SXCP,SunCoke Energy Partners L.P. Co,4.814464,1.274401,3.188309,255.20%,13.96%,109.64%,9.82%
CHD,丘奇＆德怀特,17.792294,6.484622,3.298619,66.94%,14.47%,20.00%,14.68%
KNX,Knight Transportation Inc,7.235156,1.164573,4.874809,401.82%,373.54%,368.24%,358.88%
CABO,Cable ONE Inc,18.719189,6.779056,45.461372,57.16%,11.38%,26.59%,28.12%
MSA,Mine Safety Appliances Co,61.247164,6.286681,1.68318,164.95%,17.51%,121.16%,22.62%
UFS,Domtar Corp,0,1.335934,-3.49648,13.16%,10.81%,170.00%,3.30%
OEC,Orion Engineered Carbons,16.356423,15.295617,2.051182,185.93%,18.80%,44.09%,25.50%
FOE,费罗,28.160115,5.044278,0.797582,40.66%,19.39%,6.68%,26.51%
AOS,A.O.史密斯,30.428162,5.768067,1.922561,23.92%,12.88%,12.66%,6.49%
OMC,宏盟集团,14.005085,6.75322,4.988902,11.18%,1.83%,8.50%,1.18%
MCRN,Milacron Holdings Corp,40.821039,2.854225,0.528159,47.52%,6.11%,123.98%,8.76%
AJRD,Aerojet Rocketdyne Holdings Inc,313.653627,12.34468,0.114585,43.21%,1.65%,137.29%,21.39%
CHH,精选国际酒店,30.705199,-21.784079,2.554942,57.52%,12.97%,3.37%,10.83%
TSU,堤姆通信服务,16.420472,1.90123,0.882435,52.81%,5.58%,85.58%,4.26%
MED,快验保,70.346307,27.483535,3.362792,86.35%,54.93%,98.89%,39.61%
CLB,Core Laboratories N.V.,52.8106,31.300286,2.061518,9.23%,10.91%,33.34%,8.56%
TEL,泰科电子,23.692288,3.315718,3.812211,4.37%,11.79%,20.99%,16.05%
CC,Chemours Company,7.914063,7.636098,5.559723,75.16%,14.36%,96.69%,20.39%
VIV,Telefonica Brasil S.A. ADS,8.68324,0.240184,1.164312,262.72%,1.18%,10.22%,1.88%
GLOB,Globant,47.622748,7.093887,1.248353,587.56%,28.42%,14.51%,34.90%
CNS,科恩-斯蒂尔斯金融,18.99127,6.479558,2.211016,11.18%,1.83%,26.06%,5.26%
MRO,马拉松石油,0,1.444701,-0.200036,169.06%,54.43%,107.18%,69.46%
NCI,法维翰咨询,11.704222,1.548096,2.087281,227.68%,3.22%,6.82%,3.68%
CBM,凯姆布雷克斯,18.043419,3.572186,3.710494,61.48%,9.85%,21.11%,34.72%
MCS,马库斯,15.621698,2.491535,2.65016,84.81%,21.55%,7.56%,0.13%
VG,Vonage Holdings,0,6.557737,-0.057815,77.39%,3.19%,314.75%,4.20%
CCU,清晰频道,10.172735,0.008336,2.577478,1282.04%,7.86%,16.76%,5.23%
CLX,高乐氏,23.6812,26.594584,6.365387,7.96%,2.67%,5.23%,2.71%
PII,北极星,26.768322,7.872887,4.146319,49.16%,10.08%,2013.91%,12.45%
BLL,波尔,32.879821,3.751279,1.290153,20.00%,8.62%,78.57%,12.62%
NOA,North American Energy Partners,18.202024,1.66041,0.417536,100.53%,66.87%,15.96%,23.55%
ROL,Rollins Inc,67.355952,19.293006,0.913505,22.08%,10.82%,20.50%,8.93%
WNC,Wabash National Corp,8.898343,2.11893,2.077915,39.04%,40.56%,5.45%,35.46%
DIS,迪士尼,13.908014,3.580961,7.978853,23.65%,6.95%,22.69%,9.09%
MOD,摩丁制造,30.454016,1.728458,0.536875,29.31%,9.82%,122.22%,16.04%
TX,特尔尼翁钢铁,4.922055,1.000284,5.442848,19.87%,34.93%,35.99%,42.71%
AVNS,Halyard Health Inc,32.282175,2.650752,2.23436,106.43%,7.91%,57.81%,7.34%
K,家乐氏,14.58854,9.050379,5.078644,111.66%,5.83%,66.92%,4.71%
MTOR,美驰,5.791525,6.791452,3.688148,31.37%,22.72%,160.87%,32.26%
VMC,火神材料,22.636755,2.919546,4.895578,32.89%,16.43%,17.94%,8.53%
BTU,Peabody,14.833605,1.39278,2.869161,149.91%,7.33%,72.21%,17.36%
VSM,"Versum Materials, Inc.",21.816983,33.052881,1.72847,17.18%,20.36%,35.26%,25.81%
FND,Floor & Decor Holdings Inc.,23.055719,6.360569,1.517194,95.05%,26.23%,186.40%,31.13%
FTV,Fortive Corporation,25.385509,5.256413,3.332216,22.87%,13.95%,30.80%,13.39%
VLP,Valero Energy Partners LP,13.179211,9.619252,2.744474,9.54%,21.78%,13.66%,24.69%
DKL,Delek Logistics Partners,13.26686,-6.527978,2.453482,34.81%,31.17%,37.00%,29.70%
ABBV,AbbVie Inc.,23.255418,-42.251573,4.049379,3.55%,19.21%,62.65%,21.35%
MMC,威达信集团,26.505491,5.610666,3.234424,5.72%,6.84%,20.42%,14.19%
ACCO,ACCO Brands,9.198002,1.68259,1.310067,9.36%,1.80%,188.89%,12.78%
TNC,坦能,82.361255,4.537648,0.915479,580.65%,7.90%,183.40%,42.81%
GNRC,Generac控股,17.334268,5.598486,3.214442,113.71%,25.34%,177.21%,20.32%
WAT,沃特世,272.099906,7.510846,0.707424,18.10%,6.80%,6.06%,6.57%
ENLK,"EnLink Midstream Partners, LP",62.185144,2.582234,0.308273,245.26%,41.04%,389.47%,33.52%
ABG,阿斯伯里汽车集团,9.448742,3.248331,7.609479,35.42%,5.58%,17.94%,3.72%
PZN,Pzena Investment Management,17.831974,5.602069,0.503029,14.79%,12.41%,38.82%,22.49%
XYL,赛莱默,38.219507,5.62297,2.058373,15.00%,13.14%,41.07%,13.63%
PKG,Packaging Corp of America,14.369563,4.393414,7.787989,30.31%,11.58%,19.34%,10.03%
PTR,中石油,23.273236,0.762876,3.1504,113.92%,22.47%,43.25%,9.95%
ROP,儒博实业,29.041309,4.302272,10.468536,27.24%,14.01%,33.65%,10.70%
NVS,诺华,13.746668,2.785987,5.949078,292.52%,7.48%,21.80%,10.01%
UNP,联合太平洋,10.834969,5.760992,14.314762,29.20%,8.38%,22.20%,6.84%
PRLB,Proto Labs Inc,65.221513,8.277567,2.377283,51.53%,33.66%,47.96%,34.40%
RCL,皇家加勒比邮轮,15.379296,2.412126,8.086196,26.19%,6.48%,1.83%,0.96%
GDI,Gardner Denver Holdings Inc.,16.822171,3.169977,1.484945,141.22%,15.39%,705.71%,28.63%
ADSW,Advanced Disposal Services Inc.,42.708686,2.701603,0.64858,4950.00%,3.92%,130.00%,4.98%
FIX,Comfort Systems USA,26.790541,4.572173,2.123884,81.10%,14.96%,122.80%,22.16%
BRO,布朗保险经纪,19.997093,3.039832,1.541224,11.83%,1.58%,29.55%,12.55%
UHS,Universal Health Services Inc Cl,14.7883,2.227971,8.58246,21.18%,2.64%,8.62%,2.86%
MTD,梅特勒-托利多,38.793382,27.888293,15.180682,9.73%,10.46%,0.91%,11.14%
CR,Crane Co,29.021414,3.795544,3.167661,16.45%,21.14%,8.53%,18.67%
GPC,Genuine Parts Co,22.190491,4.236725,4.569074,19.48%,17.61%,10.25%,17.43%
SRI,Stoneridge Inc,14.533877,3.150204,1.963688,69.53%,5.50%,45.86%,10.58%
KAMN,Kaman,30.407043,2.819726,2.129112,12.16%,4.26%,123.59%,6.28%
PSXP,Phillips 66 Partners LP,15.884605,2.202154,3.291237,80.58%,11.89%,77.32%,16.36%
HCA,HCA控股,16.246639,-7.654152,8.153687,21.51%,7.42%,64.99%,7.53%
USPH,US Physical Therapy Inc,73.130187,7.571541,1.727057,107.14%,8.34%,66.62%,7.26%
THR,Thermon Group Holdings,57.886765,2.545902,0.446216,373.11%,71.84%,96.89%,51.79%
CHL,中国移动,8.876195,1.306806,5.39871,5.31%,0.71%,4.03%,0.82%
RMD,ResMed Inc,50.684059,7.76715,2.210557,8.07%,12.03%,25.39%,15.06%
TMO,赛默飞世尔,39.585451,3.594018,5.960776,22.88%,21.80%,5.08%,22.83%
BAX,百特国际,44.048414,4.487209,1.693364,29.43%,9.10%,43.01%,8.16%
MCO,穆迪,31.008611,139.678551,5.701642,20.50%,17.45%,8.93%,15.54%
UZC,United States Cellular Corp,32.888103,0.560013,0.793296,333.33%,1.14%,96.43%,0.64%
TRGP,Targa Resources Corp,82.708956,1.958193,0.65265,71.53%,30.88%,135.20%,16.24%
DLB,杜比,78.080502,3.334863,0.898944,9.32%,3.85%,39.50%,12.67%
ORAN,Orange,17.390747,1.19429,0.904504,21.41%,0.87%,21.41%,0.87%
ITGR,Integer Holdings Corporation,26.58192,2.838995,3.047184,569.63%,11.94%,287.09%,9.63%
DHR,丹纳赫,27.364709,2.691296,3.824634,20.90%,10.44%,11.95%,11.64%
YUMC,百胜中国,29.029127,4.854714,1.310408,13.64%,12.24%,40.95%,15.41%
GWR,杰纳西及怀俄明,9.091331,1.487827,9.69055,1.00%,10.10%,178.59%,10.70%
SSWN,Seaspan Corporation 6.375% Notes due 2019,23.265723,1.283003,1.091305,140.46%,37.66%,69.19%,11.65%
SHW,宣伟公司,23.037134,11.465921,20.07715,26.48%,27.78%,4.59%,43.59%
CSL,卡莱尔伙伴,12.618813,2.835611,10.052451,11.14%,25.63%,400.97%,27.22%
CL,高露洁,26.664068,-111.180057,2.51312,20.54%,1.57%,10.97%,6.38%
WSO.B,Watsco Inc,29.002422,4.499119,5.994672,19.17%,4.45%,25.49%,6.25%
UIS,优利系统,17.928601,-0.761898,1.062548,115.58%,0.18%,240.40%,6.61%
SXC,SunCoke Energy,4.56174,1.624347,2.463972,136.19%,13.55%,122.53%,13.17%
SBGL,Sibanye Gold Limited,12.876589,0.670981,0.195704,101.63%,24.41%,101.63%,24.41%
OMP,Oasis Midstream Partners LP,29.050232,2.48881,0.769357,201.64%,65.10%,157.40%,63.18%
HCLP,Hi-Crush Partners LP,5.549731,1.260549,2.180286,315.19%,83.79%,889.77%,161.64%
GLP,伙伴全球,6.254509,1.428066,2.917895,202.46%,49.63%,160.72%,23.43%
CBZ,CBIZ Inc,20.550267,2.229317,1.167868,19.17%,10.25%,44.13%,10.20%
BIO.B,Bio-Rad Laboratories Inc Cl B,12.59138,2.085391,25.751745,5223.59%,14.12%,5191.02%,10.29%
AVD,美国先锋,25.989594,1.9186,0.779158,22.80%,37.41%,34.93%,47.31%
AROC,"Archrock, Inc",24.84032,1.900579,0.491137,202.80%,14.59%,114.76%,11.67%
AEUA,Anadarko Petroleum Corp,42.774281,2.035766,0.76892,105.09%,30.96%,163.27%,4.42%
ALG,阿拉莫集团股份有限公司,20.738747,2.346538,4.577422,52.41%,20.56%,19.86%,10.54%
STE,思泰瑞医疗,31.783678,3.105843,3.565352,20.72%,5.07%,182.46%,5.11%
NGVT,Ingevity Corporation When Issued,27.350566,12.355245,3.631369,45.81%,18.56%,55.65%,7.64%
MSCI,MSCI Inc,42.154892,45.947079,4.250515,43.76%,14.86%,57.77%,16.64%
AM,美国贺卡公司,21.370895,3.636184,1.38085,25.57%,29.22%,43.97%,31.37%
EQGP,EQT GP Holdings LP,20.824063,47.896341,0.98876,15.59%,37.06%,25.71%,43.23%
SHAK,Shake Shack Inc,514.771922,8.290667,0.112477,29.17%,27.34%,28.92%,29.14%
CW,寇蒂斯莱特,23.767903,3.757451,5.665203,47.66%,9.27%,34.09%,4.57%
WUBA,58同城,42.133518,3.560447,1.721195,26.22%,32.28%,1314.73%,24.29%
KS,KapStone造纸,10.933605,2.755162,3.127971,168.93%,10.94%,446.41%,4.35%
PH,汉尼汾,22.282768,4.01426,7.97567,20.44%,9.19%,53.29%,20.21%
SSD,Simpson Manufacturing Co,32.379011,3.932837,2.369745,56.26%,17.11%,9.98%,11.33%
SPGI,标普全球,32.141099,89.245832,6.436619,9.63%,6.63%,24.19%,7.85%
WEX,Winland Electronics Inc,40.980229,4.643014,4.685674,137.02%,24.05%,69.67%,23.02%
JHG,Janus Henderson Group plc,5.729768,1.101422,4.82044,214.46%,46.57%,283.10%,145.83%
WM,美国废物管理,18.282129,6.50157,5.021844,38.23%,1.69%,33.00%,2.06%
CACI,CACI国际,16.032182,2.300214,12.234766,17.18%,2.87%,59.82%,3.47%
FICO,Fair Isaac Corp,53.63744,23.244727,4.381268,28.28%,12.35%,28.67%,12.91%
BIP,布鲁克菲尔德公共建设,60.523168,2.358003,0.639755,62.22%,11.78%,610.87%,54.42%
BLK,贝莱德,14.054882,2.355683,33.542793,24.77%,11.40%,26.04%,15.88%
NUE,纽柯钢铁,12.086007,2.134289,5.232497,108.83%,24.85%,0.65%,15.64%
ITT,ITT Inc.,26.748616,3.028959,2.172075,45.93%,10.45%,122.15%,10.15%
WSO,Watsco Inc,27.618393,4.539105,6.363513,19.17%,4.45%,25.49%,6.25%
DWDP,陶氏杜邦,210.69805,1.643732,0.332229,32.67%,75.26%,25.46%,62.59%
LMT,洛克希德马丁,36.267413,223.653115,9.058545,21.78%,6.65%,46.64%,3.77%
POST,Post Holdings,13.493979,2.12711,7.260275,262.96%,26.41%,4471.43%,26.34%
AJG,亚瑟加拉格尔有限公司,24.253265,3.031205,3.04124,57.98%,11.39%,18.18%,11.68%
IEX,IDEX Corp,30.339764,5.87298,5.021463,27.77%,10.64%,30.38%,10.62%
HAL,哈里伯顿,341.550339,3.669971,0.107744,1714.29%,24.01%,246.88%,34.14%
SERV,ServiceMaster,15.359104,5.986887,3.873273,12.94%,8.30%,2.56%,4.98%
CAT,卡特彼勒,26.99098,5.644873,5.235823,112.33%,24.81%,759.28%,33.08%
LRN,K12国际学校,24.064581,1.140157,0.703108,241.56%,10.71%,46.85%,4.64%
OXY,西方石油,26.302424,2.800435,2.91418,67.26%,33.43%,505.13%,27.26%
APH,安诺电子,39.840438,7.614426,2.393297,13.49%,18.90%,18.04%,19.67%
UZA,U.S. Cellular Corp 6.95% Sr Note,31.854441,0.542412,0.793296,333.33%,1.14%,96.43%,0.64%
ADM,阿彻丹尼尔斯米德兰公司,14.36415,1.475182,3.432852,105.82%,14.22%,16.47%,3.59%
IMAX,Imax Corp,76.696677,2.844793,0.312921,466.89%,11.60%,1460.43%,24.48%
CNXM,CNX Midstream Partners LP,11.552633,4.129732,1.659362,1.78%,7.92%,1.40%,8.33%
MIC,麦格里基础设施,7.733869,1.291334,6.025445,39.40%,8.90%,43.38%,11.10%
APC,阿纳达科石油,82.635384,3.655049,0.76892,105.09%,30.96%,163.27%,4.42%
B,巴恩斯,55.496683,2.918861,1.225839,9.78%,2.97%,1.34%,7.27%
SXT,Sensient Technologies Corp,25.129547,3.728251,2.865153,27.13%,7.26%,189.52%,4.42%
MYE,Myers Industries Inc,0,4.360186,-0.008748,331.91%,3.92%,119.78%,11.71%
SNDR,Schneider National Inc.,10.600028,2.362035,2.508484,41.51%,14.98%,110.62%,13.18%
IP,国际纸业,7.144931,3.089288,7.237299,408.75%,8.36%,249.28%,9.53%
PEN,Penumbra Inc,168.899843,11.489458,0.841327,958.86%,36.05%,276.79%,40.28%
ALLE,Allegion PLC,29.510605,16.65562,3.006038,7.75%,12.39%,5.39%,11.72%
CE,塞拉尼斯,13.769503,4.592712,8.353243,48.07%,22.12%,98.37%,25.83%
WTTR,Select Energy Services Inc.,23.374549,1.606055,0.506106,338.54%,192.49%,231.37%,276.68%
AME,阿美特克,23.489204,4.174377,3.324506,28.83%,13.56%,30.53%,16.37%
OKE,欧尼克（万欧卡）,35.069198,4.062601,1.877431,60.34%,8.61%,42.89%,12.82%
PE,Parsley Energy,29.300847,1.376006,0.899974,152.64%,120.37%,175.43%,94.94%
BAH,博思艾伦咨询公司,22.40556,12.225524,2.325762,47.57%,8.13%,28.12%,3.43%
JEC,雅各布工程,33.668031,1.751324,2.186644,69.32%,65.29%,17.59%,70.90%
SWM,Schweitzer-Mauduit International,27.539775,2.269527,1.453534,15.70%,5.91%,49.64%,12.26%
RES,RPC Inc,12.650504,3.021253,1.050551,36.73%,17.33%,1334.51%,46.36%
MUR,墨菲石油,0,1.100521,-0.807767,359.05%,37.19%,187.79%,19.24%
ITW,伊利诺伊机械,25.35694,12.459891,5.546016,13.46%,6.45%,21.64%,7.87%
ANDV,Andeavor,10.422959,2.300197,14.706956,568.97%,62.06%,172.41%,58.36%
EEX,Emerald Expositions Events Inc.,10.507775,1.36074,1.422756,196.72%,5.80%,34.63%,4.79%
LPX,路易斯安那太平洋,8.623465,2.381843,3.41742,72.17%,16.81%,65.27%,13.16%
CEIX,CONSOL Energy Inc.,14.29874,3.886633,3.076495,0.89%,20.36%,52.78%,12.44%
ZTS,Zoetis Inc.,38.965639,21.872844,2.295099,54.66%,11.51%,46.44%,10.97%
HMC,本田汽车,4.955548,0.711585,5.781399,18.28%,26.81%,9.35%,6.59%
MPC,马拉松石油,10.135555,2.487792,8.14065,115.16%,22.76%,132.67%,15.83%
XPO,XPO Logistics,27.840698,3.64915,3.813841,178.15%,16.04%,217.67%,18.42%
EMN,伊士曼化工,9.612029,2.407985,10.101926,17.69%,8.35%,3.94%,13.20%
SYY,西思科公司,27.301912,15.487777,2.736072,47.11%,6.21%,38.53%,6.10%
DAN,达纳,14.545724,2.432644,1.324788,73.97%,11.63%,38.75%,25.69%
AMRC,阿梅雷斯克,12.9846,1.787073,1.055096,46.01%,18.19%,530.28%,24.37%
WU,西联汇款,0,-18.720507,-0.942377,30.69%,2.34%,32.10%,6.68%
