code,name,pe,pb,eps,net_radio2018-06,income_radio2018-06,net_radio2018-03,income_radio2018-03
EPD,Enterprise Products Partners L.P,21.212861,2.768935,1.360024,3.18%,28.15%,18.22%,27.02%
DGX,奎斯特诊疗,18.474376,2.861287,5.919009,12.56%,2.95%,8.00%,3.69%
NOC,诺斯罗普格鲁曼,23.399355,6.360468,12.843089,24.14%,9.98%,13.69%,5.07%
BSX,波士顿科学,95.485421,6.402099,0.37545,280.14%,10.32%,2.76%,10.14%
MDR,迈克德莫特国际,8.831142,0.900138,2.002006,25.00%,119.90%,41.03%,17.02%
SB,Safe Bulkers,0,0.567161,-0.804724,357.77%,34.30%,282.97%,30.53%
WCN,Waste Connections Inc,30.284809,3.346731,2.66074,12.05%,5.48%,732.44%,4.48%
DNB,邓白氏,22.266343,-6.84206,6.408776,102.78%,8.36%,292.81%,9.62%
TGE,Tallgrass Energy GP LP,0,2.180253,-2.268399,38.57%,20.34%,70.01%,24.03%
RBC,雷勃电气,15.43906,1.563228,5.382452,23.94%,10.41%,24.58%,8.03%
BP,英国石油,19.74452,1.390028,2.128692,1741.67%,33.37%,69.64%,22.40%
MLR,Miller Industries Inc,11.248439,1.48114,2.462564,40.09%,15.55%,73.74%,6.87%
TCP,TC PipeLines LP,9.136134,2.368042,3.714919,36.36%,9.90%,22.89%,2.68%
SNA,施耐宝,16.933584,3.293105,10.665196,16.52%,3.60%,14.96%,5.46%
DNOW,NOW Inc.,428.242316,1.440348,0.036895,182.35%,19.35%,108.70%,21.08%
TPL,Texas Pacific Land Trust Sub Sha,49.068071,42.631041,17.037556,158.00%,129.17%,127.38%,97.74%
COP,康菲石油,18.669147,2.628772,3.761286,148.28%,25.41%,50.25%,17.03%
SBR,Sabine Royalty Trust UBI,15.798249,116.245392,2.709161,58.79%,53.32%,1.27%,2.56%
ALB,美国雅宝公司,31.844848,2.853666,3.051985,173.28%,15.82%,121.72%,13.79%
AMP,阿莫斯莱斯金融,12.253524,3.588914,11.627675,17.56%,7.35%,47.39%,9.40%
MAS,马斯科,19.837702,-341.208699,1.901934,27.27%,11.18%,8.78%,7.99%
FUL,富乐,25.528771,2.485849,2.173626,71.91%,40.55%,221.40%,41.67%
RDS.B,荷兰皇家壳牌石油 Class B,17.629785,0.620613,3.709064,276.86%,34.15%,65.50%,24.29%
RDS.A,荷兰皇家壳牌石油 Class A,13.247603,1.437486,4.782752,276.86%,34.15%,65.50%,24.29%
AXTA,Axalta Coating Systems Ltd.,51.259519,5.426492,0.573552,507.94%,10.84%,7.74%,15.68%
PBF,PBF Energy,6.534406,2.33446,7.75587,376.22%,48.37%,308.74%,22.05%
SEM,Select Medical Holdings,12.773533,2.879952,1.491365,18.05%,17.57%,87.45%,14.79%
HSC,哈斯科材料,59.790733,10.190134,0.471645,116.47%,9.39%,93.12%,9.53%
ALSN,艾里逊变速箱控股公司,10.949651,10.946689,4.612932,83.16%,22.59%,81.93%,32.87%
COL,罗柯,22.480971,3.346371,6.15009,53.63%,5.44%,41.07%,62.44%
LEA,李尔,7.935429,2.408777,19.923307,8.56%,8.93%,17.49%,14.71%
WDR,Waddell & Reed Financial Inc,9.536668,1.806412,2.10346,79.04%,3.03%,33.83%,3.86%
QSR,Restaurant Brands International Inc,17.012563,6.803035,3.321663,29.03%,18.60%,67.35%,25.30%
CVX,雪佛龙,17.912191,1.442795,6.397877,133.42%,30.17%,35.57%,20.51%
WBC,WABCO Holdings,14.953425,5.467488,8.26299,19.45%,25.94%,26.57%,34.26%
EMR,艾默生电气,23.004262,5.661643,3.294607,69.18%,10.32%,63.00%,18.86%
MT,安赛乐米塔尔,5.515424,2.179331,5.210841,41.41%,15.97%,21.21%,19.27%
BERY,Berry Plastics Group,13.23962,4.733356,3.623971,2.80%,8.71%,25.00%,8.91%
BA,波音,21.723784,-139.253479,16.07823,25.56%,5.24%,56.87%,6.47%
UPS,联合包裹,20.553678,45.452662,5.983844,7.30%,9.60%,15.35%,10.34%
CSX,CSX运输,10.733405,4.513828,6.859892,71.96%,5.76%,91.99%,0.24%
TSE,Trinseo,8.852983,4.006006,8.516903,63.29%,7.98%,2.56%,1.55%
OSK,Oshkosh,12.538907,2.110883,5.573851,19.28%,6.82%,150.11%,16.57%
APAM,Artisan Partners Asset Managemen,24.372285,16.079769,1.353997,38.52%,8.16%,68.40%,15.18%
TREX,Trex Co Inc,42.104564,16.692567,2.011896,48.77%,30.87%,32.78%,18.23%
FLT,FleetCor科技,23.132486,5.522156,9.288237,35.01%,8.08%,41.43%,12.50%
WNS,WNS (Holdings) Ltd ADS,27.599944,5.366625,1.826453,34.07%,10.91%,592.93%,27.19%
HMI,华米科技,14.390432,2.685873,0.674059,70.49%,54.79%,402.40%,76.96%
KORS,迈克高仕,16.745092,5.29655,4.321266,48.37%,26.26%,266.04%,10.77%
TDG,TransDigm,25.654658,-8.816425,13.702775,28.51%,9.25%,26.22%,7.41%
UZB,United States Cellular Corp,31.892258,0.543056,0.793296,333.33%,1.14%,96.43%,0.64%
GOLF,Acushnet Holdings Corp.,19.538703,2.277948,1.370613,18.60%,11.72%,8.73%,1.89%
SSWA,Seaspan Corporation,22.935842,0,1.091305,140.46%,37.66%,69.19%,11.65%
LAD,利西亚车行,8.071692,1.711711,10.170111,14.02%,25.71%,2.63%,18.79%
MSI,摩托罗拉解决方案,0,-13.652162,-0.388983,37.12%,17.57%,50.00%,14.60%
TXT,德事隆,38.118894,3.203582,1.814061,46.41%,3.43%,87.13%,6.67%
VNTR,Venator Materials PLC,3.196505,0.948375,3.69466,482.35%,11.39%,715.38%,15.83%
PAG,潘世奇汽车,6.632817,1.75493,7.78553,26.47%,10.32%,29.88%,12.98%
VSH,威世科技,58.801369,2.276909,0.37159,83.06%,18.33%,69.27%,18.52%
XOXO,XO集团,61.77438,3.922394,0.468479,274.56%,2.50%,181.09%,1.77%
RIO,力拓,8.292433,1.950624,5.579786,36.87%,3.08%,36.87%,3.08%
ELY,卡罗韦高尔夫,20.254748,2.924942,1.132574,93.60%,30.13%,142.39%,30.51%
DXC,DXC Technology Company,13.886032,2.210661,6.495736,53.76%,0.88%,509.42%,233.19%
OSLE,Fifth Street Finance Corp. 5.875% Senior Notes due 2024,0,4.231704,-0.797093,500.40%,0.87%,122.93%,38.17%
SEP,Spectra Energy Partners L.P.,38.434739,1.571749,0.981664,6.54%,4.46%,18.08%,11.29%
MD,Mednax,12.73396,1.311424,3.719974,24.67%,8.66%,15.98%,7.93%
CHA,中国电信,10.345042,0.827926,4.8168,9.36%,4.02%,6.64%,5.60%
KAR,KAR车行,20.570625,5.65123,3.094218,62.94%,11.49%,30.06%,9.68%
ARW,艾睿,13.343091,1.285194,5.641871,69.94%,15.11%,20.25%,19.85%
MRC,MRC Global,32.193722,2.266519,0.584586,266.67%,17.35%,200.00%,17.17%
TM,丰田汽车,7.337293,1.140585,16.259403,8.31%,4.19%,16.81%,1.50%
LVS,金沙集团,12.634945,6.672912,4.797805,5.79%,6.24%,179.10%,16.69%
CHE,Chemed Corp,26.459429,9.06676,11.84984,353.84%,6.45%,50.77%,8.21%
ELVT,Elevate Credit Inc.,0,3.464976,-0.111102,3.58%,22.53%,468.53%,23.77%
LLL,L-3通信,18.488075,3.021351,11.358132,83.09%,8.30%,23.81%,2.15%
SSW,塞斯潘,6.755473,0.595092,1.342615,140.46%,37.66%,69.19%,11.65%
AMG,艾佛里管理公司,11.082093,2.095258,12.877531,0.39%,5.11%,15.70%,12.51%
MA,万事达,47.010255,41.698103,4.490297,33.31%,20.05%,38.02%,30.94%
USM,U.S. Cellular Corp,53.34705,0.914277,0.793296,333.33%,1.14%,96.43%,0.64%
EXP,Eagle Materials Inc,15.98173,2.977716,5.581373,20.88%,7.55%,2.09%,2.17%
WLL,Whiting Petroleum Corp,0,1.090426,-11.772764,103.21%,69.84%,117.26%,40.67%
HRS,哈里斯公司,26.532612,5.65707,6.037099,65.65%,8.04%,136.47%,5.31%
KMT,肯纳金属,16.359319,2.745455,2.45487,173.91%,14.35%,33.94%,15.00%
SLB,斯伦贝谢,0,2.26488,-0.541474,644.44%,11.27%,86.62%,13.56%
VLO,瓦莱罗能源,11.139892,2.259404,10.330441,52.97%,41.57%,81.31%,21.83%
CNHI,CNH Industrial N.V.,25.676673,3.443076,0.450993,72.88%,16.15%,339.13%,19.09%
ETE,能源转换,16.230426,-18.213287,1.069596,423.14%,56.64%,53.29%,26.21%
FDC,First Data Corp,13.715058,6.556698,1.83448,65.43%,10.27%,69.62%,10.73%
FCN,FTI咨询,15.493751,2.167715,4.814199,945.79%,15.15%,177.86%,11.52%
PKX,浦项钢铁,7.75071,0.133222,8.747585,9.49%,7.62%,10.92%,5.21%
EOG,依欧格资源,17.02661,3.79897,6.723006,2922.30%,69.59%,2139.33%,46.59%
V,Visa,34.898111,10.460529,4.103374,13.11%,16.03%,505.81%,15.59%
TYL,泰勒科技,52.702092,7.096768,4.669454,23.26%,13.08%,15.43%,10.74%
TNET,TriNet Group Inc,17.828461,12.881774,3.164603,45.00%,6.12%,86.21%,6.56%
CLGX,CoreLogic,22.599735,3.96406,2.219495,41.82%,3.04%,83.23%,1.15%
FMC,FMC Corp.,11.256788,3.692183,7.299596,75.96%,92.19%,317.77%,103.14%
TKR,铁姆肯,14.55176,2.414352,3.274518,12.07%,20.74%,111.29%,25.48%
IR,英格索兰,18.065216,3.624832,5.551553,24.96%,11.50%,2.48%,12.79%
IBP,"Installed Building Products, Inc.",32.452376,6.885226,1.443654,36.26%,17.86%,0.47%,18.02%
BIO,Bio Rad实验室,9.074914,2.017796,34.572227,5223.59%,14.12%,5191.02%,10.29%
GTES,Gates Industrial Corp PLC,19.867161,2.860363,0.921118,1057.50%,13.78%,11.41%,16.68%
AMN,AMN Healthcare Services Inc,18.072393,4.300778,3.090349,13.67%,13.95%,33.34%,5.52%
HII,Huntington Ingalls Industries,18.087513,6.264465,13.583957,62.59%,8.72%,31.09%,8.70%
ETP,Energy Transfer Partners,18.788934,1.014383,1.182611,103.38%,49.17%,123.66%,24.04%
FSS,联邦信号,18.977897,3.209266,1.383188,135.96%,29.68%,76.71%,40.44%
URI,联合租赁,8.294777,3.983111,18.360952,91.49%,18.41%,67.89%,27.88%
OLN,欧林,8.248255,1.862745,3.736548,1093.22%,13.23%,55.97%,9.14%
USNA,优莎娜,36.822848,6.977885,3.353896,45.78%,17.27%,35.53%,14.36%
CHU,中国联通(香港),37.172971,0.630754,0.31878,87.68%,7.25%,249.71%,8.59%
ETN,伊顿,11.794272,2.175846,7.105992,18.18%,6.92%,12.21%,8.31%
TWTR,Twitter,97.730938,4.131901,0.311979,185.95%,23.82%,199.09%,21.27%
RFP,Resolute Forest Products,10.872593,0.762227,1.310635,198.63%,13.75%,121.74%,0.23%
PX,普莱克斯,31.969601,7.397192,4.849294,18.81%,8.01%,16.83%,9.93%
TPH,Tri Pointe Homes Inc.,8.50297,1.052895,1.654716,94.13%,35.22%,421.84%,48.45%
GMED,Globus Medical Inc,38.14795,4.735474,1.386182,56.89%,13.78%,37.70%,11.94%
GWW,美国固安捷,25.435479,10.351493,13.732393,131.62%,9.37%,31.68%,8.87%
NPO,EnPro Industries Inc,2.846648,1.772537,25.686356,10.00%,27.96%,96.88%,24.68%
MMI,Marcus & Millichap,21.424733,3.783647,1.641094,42.38%,11.73%,50.09%,15.98%
HUN,亨斯曼材料,6.443731,2.270176,4.519121,240.44%,17.04%,280.43%,18.79%
BWA,博格华纳,17.010063,2.303168,2.567304,28.58%,12.73%,18.64%,15.68%
BLD,TopBuild Corp.,11.506421,2.081599,5.334413,15.74%,27.72%,1643.16%,11.35%
DLX,豪华,11.876787,2.595192,4.933152,1.05%,0.62%,10.99%,0.85%
ST,Sensata Technologies Holding,19.531855,3.473383,2.643886,32.51%,8.81%,26.14%,9.79%
CPS,Cooper-Standard Holdings Inc.,15.822818,2.786645,8.476998,3.73%,2.10%,35.08%,7.24%
EME,埃姆科,18.423035,2.566684,4.152953,24.70%,3.06%,5.25%,0.46%
SYX,Systemax Inc,17.188208,6.797443,2.09795,31.88%,16.01%,178.92%,17.42%
RBA,里奇兄弟拍卖,36.432028,5.125783,1.022452,158.16%,22.14%,64.93%,30.46%
SOGO,搜狗,33.95764,3.120517,0.22852,40.95%,44.90%,25.10%,55.14%
NUS,如新集团,29.309983,5.488541,2.709657,21.22%,28.01%,29.28%,23.47%
FLY,巴布科克和布朗航空,13.687828,0.7987,1.051299,745.28%,25.39%,90.62%,10.64%
GPI,汽车一组,6.563899,1.186251,11.092493,44.28%,10.24%,5.52%,13.45%
NDRO,Enduro Royalty Trust,2.615563,1.379794,1.395493,35.52%,29.24%,6.52%,6.10%
JCI,江森自控,15.709508,1.705316,2.438014,27.82%,5.69%,520.00%,2.86%
SNP,中石化,10.948325,1.082435,8.5593,96.51%,16.42%,12.90%,6.58%
CLR,大陆能源,16.708153,3.962329,3.579091,481.49%,80.25%,49781.88%,75.83%
GGG,固瑞克,27.515318,10.99688,1.701961,11.67%,11.88%,40.80%,19.31%
VPG,Vishay Precision Group,26.077994,2.729901,1.602884,112.47%,19.11%,147.53%,22.25%
EQM,EQT Midstream Partners,10.587044,2.734788,5.250757,16.48%,37.06%,25.50%,43.23%
GPK,Graphic Packaging Holding,14.615271,2.560676,0.966797,57.14%,37.87%,15.41%,39.05%
UNVR,Univar Inc.,20.728961,3.325467,1.328576,79.23%,5.59%,189.38%,7.96%
CPE,卡隆石油,15.650399,1.072292,0.677299,51.17%,67.22%,18.32%,57.67%
MTH,Meritage Homes Corp,9.88265,1.037407,4.346,29.48%,9.42%,86.13%,10.37%
MPLX,MPLX LP,20.118067,4.142932,1.764086,138.74%,69.07%,126.20%,55.61%
MTDR,Matador Resources,19.396005,2.352444,1.588987,107.14%,81.09%,41.45%,57.43%
CELP,Cypress Energy Partners LP,10.852667,2.913187,0.704214,615.49%,2.55%,119.51%,0.16%
MG,Mistras Group,219.108301,2.259479,0.100909,170.51%,12.53%,71.91%,14.89%
VFC,威富集团,28.899633,9.50478,3.095195,45.93%,18.16%,20.86%,17.96%
DNR,邓伯瑞资源,10.209434,2.5761,0.49562,109.89%,48.50%,83.83%,27.99%
TPR,Tapestry Inc.,35.310624,4.365949,1.392782,39.55%,30.86%,14.81%,32.88%
SM,SM Energy,14.66337,1.178076,1.960668,114.34%,40.75%,326.42%,14.66%
ATI,阿利根尼,0,1.661646,-0.045795,464.18%,14.69%,186.73%,13.06%
SCX,施泰力,0,0.487541,-0.517964,1933.33%,6.08%,308.27%,8.22%
NRP,Natural Resource Partners L.P.,4.132635,0.946681,7.259291,50.40%,13.38%,341.63%,0.49%
EHC,Encompass Health Corporation,25.911007,6.266339,3.069738,42.57%,10.48%,24.64%,9.29%
HFC,HollyFrontier,8.909976,2.117987,7.947272,389.94%,29.27%,864.55%,34.02%
GPRK,GeoPark Ltd,0,11.000511,-0.114226,597.67%,111.80%,328.17%,85.70%
MSM,MSC Industrial Direct Co,15.285019,3.46517,5.60876,25.83%,11.35%,119.48%,9.27%
RTEC,Rudolph Technologies Inc.,17.522538,2.235726,1.463829,59.87%,14.92%,111.58%,20.46%
NVR,NVR Inc,14.660822,5.882441,177.834503,37.39%,15.72%,61.33%,19.44%
CRS,卡朋特科技,14.349508,1.806245,3.957627,67.84%,21.73%,45.89%,20.82%
PAH,Platform Specialty Products Corporation,0,1.448893,-0.564782,119.67%,8.65%,261.02%,11.87%
NBLX,Noble Midstream Partners LP,9.711391,3.145827,4.218757,13.64%,111.08%,13.37%,94.25%
PFGC,Performance Food Group,16.478109,2.917925,1.948039,59.41%,3.74%,62.02%,2.70%
MATX,Matson Inc,6.262651,2.211478,5.78509,35.83%,8.70%,102.86%,7.80%
TS,泰纳瑞斯钢铁,27.570787,3.224084,1.132358,126.74%,43.91%,14.43%,61.74%
NR,新园能源,79.656213,1.591669,0.122401,564.58%,29.09%,834.69%,43.23%
MTRN,Materion,53.436399,2.367921,1.12938,52.39%,4.48%,246.36%,26.09%
PSX,Phillips 66,9.72946,2.354686,11.747826,141.65%,39.09%,3.91%,18.82%
NGVC,Natural Grocers by Vitamin Cotta,34.766209,2.843296,0.528099,232.94%,9.46%,13.62%,12.33%
XEC,Cimarex Energy Co,13.396894,2.761413,6.239506,44.97%,21.83%,42.26%,26.80%
VAR,瓦里安医疗系统,68.666091,6.515084,1.551712,3.72%,12.06%,30.25%,10.06%
CBRE,世邦魏理仕,21.201515,3.414865,2.160223,13.11%,15.13%,8.06%,15.38%
AL,航空租赁公司,5.739761,1.060136,7.698927,14.16%,4.42%,30.27%,5.84%
SUP,Superior Industries International,0,1.280183,-0.562965,208.19%,61.64%,232.59%,121.82%
CPAC,Cementos Pacasmayo S.A.A.,25.565231,3.349249,0.37551,10.29%,2.31%,37.35%,12.81%
CCS,Century Communities,10.113881,1.051187,2.773416,123.81%,82.26%,127.51%,76.00%
SCCO,Southern Copper Corp,31.426698,4.790585,1.286804,36.81%,20.09%,49.67%,16.24%
PBT,帕米亚盆地皇室信托,13.071482,779.123349,0.63344,1.10%,2.00%,1.33%,1.75%
EGN,爱内珍,16.146113,1.924116,4.432646,131.59%,69.64%,256.00%,102.64%
STM,意法半导体,35.907627,2.989023,0.510755,71.90%,17.74%,121.10%,21.78%
CCR,CNX Coal Resources LP,9.270385,2.3451,1.963241,68.87%,20.74%,56.10%,12.22%
CRH,CRH水泥,7.379794,1.494417,4.329389,292.74%,0.79%,292.74%,0.79%
RYAM,Rayonier Advanced Materials Inc.,2.477865,1.437447,8.370108,1067.48%,169.21%,153.63%,159.16%
FCX,麦克莫兰铜金,6.633897,2.015818,1.986766,209.88%,39.26%,169.64%,45.70%
WLK,Westlake Chemical Corp,7.349799,2.157157,12.137747,81.13%,12.94%,104.83%,10.65%
WCC,Wesco International Inc,15.311464,1.259344,3.791277,16.43%,10.18%,13.68%,12.49%
CVRR,CVR Refining LP,9.735325,2.170905,2.069782,721.05%,36.32%,118.96%,2.44%
LYB,利安德巴塞尔,7.338606,3.989084,14.802538,46.37%,21.46%,54.45%,15.86%
BCC,Boise Cascade L.L.C.,12.579639,2.12895,3.342703,88.79%,23.64%,269.76%,21.39%
JLL,Jones Lang LaSalle Inc,21.76616,1.912855,6.615774,15.70%,15.41%,453.25%,17.00%
MHO,MI 家居,8.297264,0.849108,2.92265,64.29%,22.75%,6.99%,7.68%
BZH,贝哲房屋,0,0.672737,-2.254986,88.25%,6.88%,253.39%,6.98%
RS,Reliance Steel & Aluminum Co,7.762695,1.247282,10.984587,122.42%,20.75%,50.88%,13.96%
NINE,Nine Energy Service Inc.,0,1.451213,-1.764211,174.51%,51.25%,108.09%,64.98%
KEX,卡比海运,13.573933,1.444014,5.657903,10.86%,69.58%,18.16%,50.84%
FF,FutureFuel Corporation,10.605387,1.669796,1.398346,625.54%,29.81%,954.95%,3.02%
BBU,Brookfield Business Partners,0,3.663991,-0.740867,1284.62%,80.18%,6.40%,323.68%
LBRT,Liberty Oilfield Services Inc.,8.366188,2.70301,1.957881,142.71%,81.15%,564.70%,96.19%
RHI,罗伯特哈夫,26.231791,7.854101,2.760391,36.11%,11.36%,22.47%,8.39%
WLH,Lyon William Homes,9.512427,0.838143,1.869134,34.49%,22.89%,235.41%,44.24%
MAN,万宝盛华人力资源,9.872481,2.071979,8.938989,22.56%,9.32%,30.38%,16.09%
DHI,霍顿房屋,12.373239,1.882141,3.474434,56.99%,17.74%,53.05%,16.92%
MDC,M.D.C. Holdings Inc,9.270496,1.177727,3.35365,88.65%,15.51%,74.23%,7.80%
PHM,普得集团,10.478546,1.687781,2.56715,221.68%,27.47%,86.58%,21.16%
EAF,Graftech International Ltd.,10.977811,-5.281991,1.577728,1258.88%,292.33%,949.05%,331.45%
ATKR,Atkore International Group Inc.,11.127359,16.089806,2.316812,24.52%,25.21%,124.76%,19.37%
FTSI,FTS International Inc.,1.232721,47.619649,7.70653,133.86%,43.03%,491.54%,118.97%
SOI,Solaris Oilfield Infrastructure Inc.,20.978715,2.733694,0.728834,1919.59%,252.19%,180.53%,248.88%
ASGN,盎塞,27.375964,4.224941,3.150574,1.40%,34.47%,29.93%,9.36%
EMES,Emerge Energy Services LP Common,6.459048,2.109275,0.70289,255.01%,23.29%,113.05%,41.68%
SDPI,Superior Drilling Products Inc,68.383284,3.817845,0.035535,227.50%,33.32%,117.76%,36.52%
SIM,Grupo Simec S.A. de C.V. ADS,13.523071,0.779253,0.643345,4.85%,26.73%,37.83%,0.34%
GTE,Gran Tierra Energy,1195.24869,1.310538,0.002694,398.22%,70.03%,39.86%,46.03%
INS,Intelligent Systems Corp,37.95733,4.913955,0.315881,561.25%,48.33%,275.79%,138.85%
AMS,American Shared Hospital Service,7.963649,0.701353,0.379851,12.61%,4.53%,19.93%,7.96%
GRC,Gorman-Rupp Company,28.533721,2.810393,1.28059,29.63%,14.26%,89.87%,4.32%
CVR,Chicago Rivet & Machine Co,12.171716,1.035745,2.604908,52.07%,3.79%,38.53%,5.57%
SVT,Servotronics Inc,10.830539,0.922221,0.978714,573.33%,24.23%,1173.08%,15.99%
FRD,Friedman Industries Inc,11.399922,0.948704,0.855269,888.09%,108.78%,671.90%,108.79%
CQP,Cheniere Energy Partners L.P.,17.745707,25.867135,2.177428,510.87%,41.21%,612.77%,78.27%
BDL,Flanigans Enterprises Inc,14.487753,1.478231,1.898155,46.82%,5.48%,24.92%,7.37%
BTI,英美烟草,1.91114,1.048838,24.869968,18.28%,56.86%,18.28%,56.86%
MXC,Mexco Energy Corp,0,1.191952,-0.005654,104.88%,12.88%,7756.66%,10.77%
AE,亚当斯资源与能源公司,35.422813,1.279133,1.284483,1383.69%,43.53%,232.33%,27.77%
ESTE,Earthstone Energy,20.300206,0.79665,0.404922,102.68%,44.48%,1572.29%,167.01%
MJCO,Majesco,0,5.62088,-0.063391,162.73%,20.15%,154.32%,17.02%
REI,Ring Energy Inc.,70.635995,1.398233,0.1478,147.01%,106.31%,342.88%,144.12%
LEVB,Level Brands Inc.,283.105022,1.821886,0.01095,498.32%,78.98%,670.05%,118.73%
GORO,Gold Resource,34.842958,2.326381,0.141779,334.49%,43.84%,24.70%,32.11%
TGC,Tengasco Inc,9.083299,1.659314,0.112294,161.24%,29.61%,683.57%,13.07%
SRCI,Synergy Resources Corp,9.699425,1.525332,0.929952,77.63%,96.02%,230.97%,236.23%
MHH,Mastech Holdings,23.988614,3.742816,0.448963,304.74%,27.95%,586.57%,30.92%
LGL,LGL Group Inc,52.442146,1.309094,0.132527,2260.00%,5.09%,73.87%,5.71%
