code,name,open,latestPrice,volume,volumeRatio,pe,pb,eps,Name,LastSale,MarketCap,year,Sector,industry,Summary Quote,Unnamed: 8
BBDO,Banco Bradesco SA,10.54,10.59,1585.0,0.027368,14.378722,0.585242,0.736505,Banco Bradesco Sa,10.59,$71.16B,,Finance,Major Banks,https://www.nasdaq.com/symbol/bbdo,
THO,Thor Industries Inc,69.46,69.9,380903.0,0.783062,11.709441,1.995978,5.969542,"Thor Industries, Inc.",69.9,$3.85B,,Consumer Non-Durables,Homebuilding,https://www.nasdaq.com/symbol/tho,
POL,普立万,33.74,33.9,407502.0,0.937483,17.088158,4.879239,1.98383,PolyOne Corporation,33.9,$2.71B,,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/pol,
QLC,FlexShares US Quality Large Cap Index Fund,33.85,33.91,14820.0,1.398535,0.0,0.0,0.0,FlexShares US Quality Large Cap Index Fund,33.91,$76.3M,,,,https://www.nasdaq.com/symbol/qlc,
FPAY,FlexShopper Inc,0.818,0.8162,237234.0,1.495192,0.0,-1.1853,-2.443415,"FlexShopper, Inc.",0.8162,$14.35M,,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/fpay,
GGT,GGT全球多媒体基金,8.44,8.48,72569.0,1.125858,11.288755,0.943418,0.75119,Gabelli Multi-Media Trust Inc. (The),8.48,$205.9M,,,,https://www.nasdaq.com/symbol/ggt,
NSP,Insperity,129.43,130.4,349908.0,0.711204,40.496894,68.724752,3.22,"Insperity, Inc.",130.4,$5.34B,,Technology,Professional Services,https://www.nasdaq.com/symbol/nsp,
PXSG,PowerShares Exchange Traded Fund,36.96,37.13,11607.0,0.687513,66.514039,0.996266,0.558228,,,,,,,,
RMBS,Rambus,10.58,10.61,705702.0,0.906696,0.0,1.137419,-1.46,"Rambus, Inc.",10.61,$1.15B,1997.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/rmbs,
CEE,东欧与苏联基金,24.29,24.3293,1824.0,0.350123,0.0,0.924056,-0.195778,"The Central and Eastern Europe Fund, Inc.",24.3293,$175.88M,,,,https://www.nasdaq.com/symbol/cee,
GOGL,Golden Ocean Group,5.28,5.31,166017.0,0.716878,8.781403,0.500706,0.604687,Golden Ocean Group Limited,5.31,$762.93M,,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/gogl,
OMAB,北方中心机场,47.75,47.81,98300.0,1.071464,16.201886,5.418063,2.950891,Grupo Aeroportuario del Centro Norte S.A.B. de C.V.,47.81,$2.35B,2006.0,Transportation,Aerospace,https://www.nasdaq.com/symbol/omab,
RCKT,"Rocket Pharmaceuticals, Inc.",14.8,14.88,87151.0,0.726955,0.0,4.595295,-2.249427,"Rocket Pharmaceuticals, Inc.",14.88,$592.75M,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rckt,
MSL,Midsouth Bancorp Inc.,11.65,11.7,15818.0,0.378274,0.0,1.075583,-1.850784,MidSouth Bancorp,11.7,$194.7M,,Finance,Major Banks,https://www.nasdaq.com/symbol/msl,
BME,BME信托,40.46,40.48,29891.0,1.250722,11.266132,1.098574,3.59307,Blackrock Health Sciences Trust,40.48,$379.72M,2005.0,,,https://www.nasdaq.com/symbol/bme,
OHI,Omega Healthcare Investors,35.98,36.23,1561751.0,0.749031,25.853161,2.128356,1.401376,"Omega Healthcare Investors, Inc.",36.23,$7.33B,1992.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ohi,
BOUT, Innovator IBD Breakout Opportunities ETF,19.9,20.0228,7417.0,1.002351,0.0,0.0,0.0,,,,,,,,
AIC,Arlington Asset Investment Corp,23.45,23.69,13188.0,0.999197,0.0,1.850037,-1.556638,Arlington Asset Investment Corp,23.69,,2015.0,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/aic,
VHT,Vanguard Health Care ETF,172.69,173.98,165148.0,0.454135,7.312278,1.107043,23.79286,,,,,,,,
FAX,Aberdeen Asia-Pacific Income Fun,4.23,4.27,646241.0,0.836652,0.0,0.942233,-0.430467,Aberdeen Asia-Pacific Income Fund Inc,4.27,$1.08B,1986.0,,,https://www.nasdaq.com/symbol/fax,
EOD,Wells Fargo Advantage Global D,5.3,5.34,95450.0,1.235391,0.0,0.0,0.0,Wells Fargo Global Dividend Opportunity Fund,5.34,$242.62M,2007.0,,,https://www.nasdaq.com/symbol/eod,
KURA,"Kura Oncology, Inc",14.91,14.96,122225.0,0.747541,0.0,3.256949,-1.670256,"Kura Oncology, Inc.",14.96,$569.03M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kura,
CCL,嘉年华邮轮,58.55,58.82,2234599.0,0.676595,13.247748,1.664175,4.44,Carnival Corporation,58.82,$42.27B,1987.0,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/ccl,
IJK,标普中型成长股400指数ETF-iShares,218.85,220.34,284575.0,1.246304,6.678051,0.956793,32.994656,,,,,,,,
NWE,NorthWestern Corp,67.05,67.41,337415.0,1.227767,17.196433,1.747303,3.919999,NorthWestern Corporation,67.41,$3.39B,,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/nwe,
IVOG,Vanguard S&P Mid-Cap 400 Growth,134.99,135.93,13401.0,1.158595,0.0,0.0,0.0,,,,,,,,
BFAM,Bright Horizons Family Solutions,122.29,123.1,208431.0,0.850009,46.278194,9.170674,2.66,Bright Horizons Family Solutions Inc.,123.1,$7.15B,2013.0,Miscellaneous,Other Consumer Services,https://www.nasdaq.com/symbol/bfam,
FTV,Fortive Corporation,81.06,81.37,901376.0,0.462879,9.911026,4.126793,8.210048,Fortive Corporation,81.37,$27.22B,2016.0,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ftv,
KLIC,库力索法半导体,23.43,23.57,316348.0,0.663946,12.296799,1.816075,1.916759,"Kulicke and Soffa Industries, Inc.",23.57,$1.56B,,Technology,Semiconductors,https://www.nasdaq.com/symbol/klic,
XLC,The Communication Services Select Sector SPDR Fund,45.83,46.07,3955422.0,1.187442,0.0,0.0,0.0,,,,,,,,
MRT,Medequities Realty Trust Inc.,10.69,10.74,218618.0,0.897364,29.045317,0.983359,0.369767,"MedEquities Realty Trust, Inc.",10.74,$341.97M,2016.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/mrt,
XKFF,SPDR Kensho Final Frontiers ETF,31.25,31.2685,2206.0,1.141704,0.0,0.0,0.0,,,,,,,,
DEX,Delaware Enhanced Global Dividen,9.65,9.67,80837.0,1.194909,0.0,0.0,0.0,Delaware Enhanced Global Dividend,9.67,$122.45M,2007.0,,,https://www.nasdaq.com/symbol/dex,
DSU,贝莱德基金,10.67,10.75,225903.0,1.219991,14.879119,0.855708,0.722489,"Blackrock Debt Strategies Fund, Inc.",10.75,$568.23M,1998.0,,,https://www.nasdaq.com/symbol/dsu,
GT,固特异轮胎橡胶公司,19.29,19.35,3525938.0,0.92402,6.695501,0.923729,2.89,The Goodyear Tire & Rubber Company,19.35,$4.49B,,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/gt,
FPXI,First Trust International IPO ETF,34.34,34.4973,3543.0,0.165885,0.0,0.0,0.0,First Trust International Equity Opportunities ETF,34.4973,$22.42M,,,,https://www.nasdaq.com/symbol/fpxi,
MPWR,Monolithic Power Systems,136.24,136.56,333122.0,1.059921,57.864409,9.068187,2.36,"Monolithic Power Systems, Inc.",136.56,$5.8B,2004.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/mpwr,
WRLD,World Acceptance Corporation,118.79,119.4,89325.0,0.910369,38.866086,1.843409,3.072087,World Acceptance Corporation,119.4,$1.15B,1991.0,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/wrld,
TBI,TrueBlue,23.53,23.67,185698.0,0.872067,14.521472,1.572938,1.63,"TrueBlue, Inc.",23.67,$958.29M,,Technology,Professional Services,https://www.nasdaq.com/symbol/tbi,
EMAN,eMagin Corp,0.8249,0.8177,75805.0,1.605895,0.0,1.816447,-0.181556,eMagin Corporation,0.8177,$36.93M,,Technology,Semiconductors,https://www.nasdaq.com/symbol/eman,
NVTR,Nuvectra Corporation,13.88,13.99,104838.0,0.599713,0.0,2.363448,-3.356841,Nuvectra Corporation,13.99,$246.35M,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nvtr,
VONG,Vanguard Scottsdale Funds Vangua,150.89,151.8,100070.0,1.592599,0.0,0.0,0.0,Vanguard Russell 1000 Growth ETF,151.8,$2.33B,,,,https://www.nasdaq.com/symbol/vong,
RFI,Cohen & Steers Total Return Real,12.89,12.92,64799.0,0.605042,34.645223,1.000146,0.372923,"Cohen & Steers Total Return Realty Fund, Inc.",12.92,$337.76M,1993.0,,,https://www.nasdaq.com/symbol/rfi,
UMH,UMH Properties,13.94,14.0,107144.0,0.937778,0.0,3.208822,-0.677126,"UMH Properties, Inc.",14.0,$527.32M,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/umh,
MRRL,UBS AG (London Branch),13.9397,14.0199,95739.0,0.911996,0.0,0.0,0.0,,,,,,,,
JEC,雅各布工程,74.3,74.45,1564191.0,0.683089,37.611191,1.805466,1.979464,Jacobs Engineering Group Inc.,74.45,$10.39B,,Basic Industries,Military/Government/Technical,https://www.nasdaq.com/symbol/jec,
TCMD,Tactile Systems Technology Inc,74.66,74.49,113940.0,0.426231,219.747485,16.495484,0.33898,"Tactile Systems Technology, Inc.",74.49,$1.38B,2016.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/tcmd,
QAT,iShares MSCI Qatar Capped ETF,18.17,18.36,26754.0,0.652279,0.0,0.0,0.0,iShares MSCI Qatar ETF,18.36,$55.08M,,,,https://www.nasdaq.com/symbol/qat,
DHR,丹纳赫,112.55,113.48,1855759.0,0.787026,30.342246,2.821475,3.74,Danaher Corporation,113.48,$79.61B,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/dhr,
GM,通用汽车,39.84,39.99,6742322.0,0.809283,7.230049,1.450465,5.531083,General Motors Company,39.99,$56.37B,2010.0,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/gm,
GIM,GIM环球基金,6.42,6.49,481403.0,1.800127,0.0,0.923884,-0.113571,"Templeton Global Income Fund, Inc.",6.49,$870.6M,1988.0,,,https://www.nasdaq.com/symbol/gim,
PID,PowerShares ETF Trust Internatio,15.86,15.9474,161137.0,1.229012,69.096186,0.0,0.2308,Invesco International Dividend Achievers ETF,15.9474,$735.18M,,,,https://www.nasdaq.com/symbol/pid,
COMM,CommScope Holding Company Inc.,23.79,23.82,2938014.0,1.063931,21.453565,2.608873,1.110305,"CommScope Holding Company, Inc.",23.82,$4.58B,2013.0,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/comm,
AIHS,爱鸿森,3.1901,3.25,34853.0,0.795063,0.0,7.610486,-0.444615,Senmiao Technology Limited,3.25,$84.11M,2018.0,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/aihs,
REGN,Regeneron Pharmaceuticals,418.21,422.52,386603.0,0.840764,19.845936,5.249575,21.290001,"Regeneron Pharmaceuticals, Inc.",422.52,$46.17B,1991.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/regn,
HNI,HNI Corp,41.5,41.73,149671.0,0.871829,19.459453,3.30923,2.144459,HNI Corporation,41.73,$1.83B,,Consumer Durables,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/hni,
LRGF,iShares FactorSelect MSCI USA ETF,31.32,31.47,113408.0,0.700776,0.0,0.0,0.0,,,,,,,,
VOD,沃达丰,18.53,18.45,3426877.0,0.751208,0.0,0.718989,-2.816696,Vodafone Group Plc,18.45,$49.3B,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/vod,
ICLN,iShares S&P Global Clean Energy,9.73,9.77,99952.0,0.976689,0.0,0.0,0.0,iShares S&P Global Clean Energy Index Fund,9.77,$199.31M,,,,https://www.nasdaq.com/symbol/icln,
OUSM,O'Shares FTSE Russell Small Cap Quality Dividend ETF,26.99,27.14,42556.0,2.10949,0.0,0.0,0.0,,,,,,,,
PDP,PowerShares DWA Technical Leader,54.63,54.9864,135613.0,0.878158,38.184998,0.0,1.44,Invesco DWA Momentum ETF,54.9864,$1.42B,,,,https://www.nasdaq.com/symbol/pdp,
SLG,SL Green Realty Corp,91.76,92.34,362015.0,0.658125,34.564216,1.36055,2.671549,SL Green Realty Corp,92.34,$7.73B,1997.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/slg,
VIDI,Vident International Equity Fund,24.89,24.99,11460.0,0.276507,0.0,0.0,0.0,ETF Series Solutions Trust Vident International Equity Fund,24.99,,,,,https://www.nasdaq.com/symbol/vidi,
IWF,罗素1000成长指数ETF-iShares,146.84,147.77,808976.0,0.745068,4.415382,0.944376,33.467094,,,,,,,,
ALFA,Alphaclone Alternative Alpha ETF,47.36,48.3966,1457.0,1.668575,439.905092,0.0,0.110016,,,,,,,,
GRI,Cohen & Steers Global Realty Majors ETF,46.035,46.295,1434.0,1.431138,169.03079,0.0,0.273885,,,,,,,,
MTR,Mesa Royalty Trust,11.85,12.0607,4759.0,1.816274,9.633332,8.032068,1.251976,Mesa Royalty Trust,12.0607,$22.48M,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mtr,
CEZ,Victory CEMP Emerging Market Volatility Wtd Index ETF,26.23,26.15,8408.0,1.312274,0.0,0.0,0.0,VictoryShares Emerging Market Volatility Wtd ETF,26.15,,,,,https://www.nasdaq.com/symbol/cez,
MRBK,Meridian Bank,17.37,17.4703,4836.0,0.671089,13.756142,1.018765,1.27,Meridian Corporation,17.4703,$111.68M,2017.0,,,https://www.nasdaq.com/symbol/mrbk,
ATAI,ATA公司,1.12,1.09,39521.0,1.172848,0.185562,0.570316,5.874043,ATA Inc.,1.09,$26.39M,2008.0,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/atai,
FLN,First Trust Latin America,20.98,21.0934,2551.0,0.138013,0.0,0.0,0.0,First Trust Latin America AlphaDEX Fund,21.0934,$27.42M,,,,https://www.nasdaq.com/symbol/fln,
RSX,俄罗斯ETF-Market Vectors,20.67,20.73,4934046.0,0.761128,0.0,0.0,0.0,,,,,,,,
FHLC,Fidelity MSCI Health Care Index,44.43,44.76,172361.0,0.55282,0.0,0.0,0.0,,,,,,,,
TRV,旅行者财产险集团,130.21,131.02,1422860.0,0.988501,14.118535,1.50736,9.28,"The Travelers Companies, Inc.",131.02,$34.54B,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/trv,
KMPR,Kemper Corp,82.7,82.98,231018.0,1.069337,25.778712,1.761757,3.218935,Kemper Corporation,82.98,$5.37B,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/kmpr,
VOOG,Vanguard S&P 500 Growth ETF,149.81,150.68,60548.0,0.932615,0.0,0.0,0.0,,,,,,,,
UPW,ProShares Ultra Utilities,54.62,54.65,3071.0,2.01008,0.0,0.0,0.0,,,,,,,,
CUBA,CUBA基金,5.7238,5.8417,14922.0,2.518651,0.0,0.730536,-0.208028,"The Herzfeld Caribbean Basin Fund, Inc.",5.8417,$35.83M,,,,https://www.nasdaq.com/symbol/cuba,
TAO,中国房地产指数ETF-Guggenheim,27.99,27.94,13532.0,0.66949,0.0,0.0,0.0,,,,,,,,
EV,伊顿万斯,41.26,41.64,753206.0,0.690793,13.389068,4.222275,3.11,Eaton Vance Corporation,41.64,$4.87B,,Finance,Investment Managers,https://www.nasdaq.com/symbol/ev,
CPK,切萨皮克气业,91.47,92.1,33204.0,0.689781,23.325296,2.967676,3.948503,Chesapeake Utilities Corporation,92.1,$1.51B,,Public Utilities,Oil & Gas Production,https://www.nasdaq.com/symbol/cpk,
SCCO,Southern Copper Corp,36.34,36.19,1514501.0,0.768138,18.130181,4.259837,1.996119,Southern Copper Corporation,36.19,$27.98B,,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/scco,
VXF,Vanguard Extended Market ETF,116.68,117.36,348391.0,0.832218,7.392411,1.068038,15.87574,,,,,,,,
ITRI,伊管,61.03,61.47,171998.0,1.103317,0.0,3.500321,-3.106562,"Itron, Inc.",61.47,$2.42B,1993.0,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/itri,
FSK,FS Investment Corporation,6.51,6.59,2036046.0,1.129174,0.0,1.694572,-0.061618,FS KKR Capital Corp.,6.59,$3.5B,2014.0,,,https://www.nasdaq.com/symbol/fsk,
RMT,RMT信托,8.75,8.79,140532.0,0.964939,4.867231,0.780114,1.805955,"Royce Micro-Cap Trust, Inc.",8.79,$349.06M,,,,https://www.nasdaq.com/symbol/rmt,
WDFC,WD-40 Company,178.72,180.26,53629.0,0.568476,38.416653,16.398027,4.692236,WD-40 Company,180.26,$2.49B,1973.0,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/wdfc,
CWK,Cushman & Wakefield Plc,18.56,18.69,400137.0,0.990417,0.0,2.865602,-0.101894,Cushman & Wakefield plc,18.69,$4.04B,2018.0,Finance,Real Estate,https://www.nasdaq.com/symbol/cwk,
ORLY,奥莱利,382.41,383.99,479995.0,0.868628,23.85031,85.821053,16.1,"O&#39;Reilly Automotive, Inc.",383.99,$30.35B,1993.0,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/orly,
IBN,印度工业信贷投资银行,9.88,9.91,5653211.0,0.880089,27.110948,0.028298,0.365535,ICICI Bank Limited,9.91,$31.92B,,Finance,Commercial Banks,https://www.nasdaq.com/symbol/ibn,
ETRN,Equitrans Midstream Corp,19.77,19.83,1312314.0,0.72344,23.101818,19.528249,0.858374,Equitrans Midstream Corporation,19.83,$5.04B,2018.0,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/etrn,
XLV,健康照护类股ETF-SPDR,91.89,92.55,6383551.0,0.88095,6.650657,0.995937,13.915919,,,,,,,,
IIIV,I3 Verticals Inc.,22.12,22.04,226738.0,1.14221,161.108752,5.002562,0.136802,"i3 Verticals, Inc.",22.04,$579.88M,2018.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/iiiv,
KCNY,KraneShares E Fund China Commercial Paper ETF,34.68,34.715,2138.0,0.897716,0.0,0.0,0.0,,,,,,,,
HBAN,杭庭顿控股,14.23,14.33,12013289.0,1.049411,11.941666,1.515389,1.2,Huntington Bancshares Incorporated,14.33,$15B,,Finance,Major Banks,https://www.nasdaq.com/symbol/hban,
OUSA,O'Shares FTSE U.S. Quality Dividend ETF,32.93,33.09,46036.0,1.031772,0.0,0.0,0.0,,,,,,,,
JHG,Janus Henderson Group plc,24.2,24.28,757428.0,0.734599,9.302682,0.958446,2.61,Janus Henderson Group plc,24.28,$4.71B,2017.0,Finance,Investment Managers,https://www.nasdaq.com/symbol/jhg,
TUP,特百惠,30.78,30.98,593280.0,0.769678,9.961415,-6.191017,3.11,Tupperware Brands Corporation,30.98,$1.51B,,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/tup,
DIV,Global X Super Dividend ETF,24.19,24.35,129860.0,1.233156,0.0,0.0,0.0,,,,,,,,
WTRH,Waitr Holdings Inc.,10.98,11.09,261090.0,1.336662,0.0,-53.10959,-2.930803,Waitr Holdings Inc.,11.09,$695.53M,2016.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/wtrh,
ANFI,Amira Nature Foods,0.98,0.999,160953.0,0.67253,0.0,0.18759,-2.299999,Amira Nature Foods Ltd,0.9990000000000001,$37.88M,2012.0,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/anfi,
HIBB,希贝特体育,17.64,17.76,156212.0,0.632085,10.714273,0.988653,1.657602,"Hibbett Sports, Inc.",17.76,$324.75M,1996.0,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/hibb,
DCI,唐纳森,51.84,52.17,410128.0,0.754644,35.785256,7.853219,1.457863,"Donaldson Company, Inc.",52.17,$6.67B,,Capital Goods,Pollution Control Equipment,https://www.nasdaq.com/symbol/dci,
EPHE,Ishares Msci Philippines Investa,34.35,34.43,228752.0,0.713975,0.0,0.0,0.0,,,,,,,,
FXH,First Trust Health Care AlphaDEX Fund,76.2,76.66,144673.0,1.097293,0.0,0.0,0.0,,,,,,,,
EMN,伊士曼化工,84.11,84.45,966743.0,0.975705,11.170635,1.994275,7.56,Eastman Chemical Company,84.45,$11.82B,,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/emn,
FSZ,First Trust Switzerland Alphadex,47.3224,47.457,2387.0,1.056662,110.365114,0.0,0.43,First Trust Switzerland AlphaDEX Fund,47.457,$161.35M,,,,https://www.nasdaq.com/symbol/fsz,
ARE,亚历山大房地产,135.8,136.72,583228.0,1.041529,38.84092,2.117754,3.519999,"Alexandria Real Estate Equities, Inc.",136.72,$15.41B,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/are,
NINE,Nine Energy Service Inc.,25.61,25.59,40838.0,0.291388,0.0,1.573549,-0.260779,"Nine Energy Service, Inc.",25.59,$772.03M,2018.0,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/nine,
BPR,Brookfield Property REIT Inc.,19.86,20.04,865052.0,0.667681,0.722509,1.701234,27.736683,Brookfield Property REIT Inc.,20.04,$15.38B,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/bpr,
SAVE,Spirit Airlines,59.66,60.12,1200521.0,0.887188,26.368421,2.130116,2.28,"Spirit Airlines, Inc.",60.12,$4.1B,,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/save,
SAVE,Spirit Airlines,59.66,60.12,1200521.0,0.887188,26.368421,2.130116,2.28,"Spirit Airlines, Inc.",60.12,$4.1B,,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/save,
TCO,陶布曼中心,53.08,53.45,584295.0,0.71521,56.434601,-67.853145,0.947114,"Taubman Centers, Inc.",53.45,$3.26B,1992.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/tco,
HBNC,哈里逊合众银行,17.63,17.82,73754.0,0.687319,12.913052,1.389961,1.379999,"Horizon Bancorp, Inc.",17.82,$683.85M,,Finance,Major Banks,https://www.nasdaq.com/symbol/hbnc,
RCI,罗杰斯通信,55.35,55.72,443779.0,1.329766,45.67213,5.989669,1.22,"Rogers Communication, Inc.",55.72,$22.49B,,Consumer Services,Television Services,https://www.nasdaq.com/symbol/rci,
CAMP,CalAmp Corp,14.45,14.5,141172.0,0.605306,214.671711,2.236858,0.067545,CalAmp Corp.,14.5,$496.76M,1983.0,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/camp,
ARTNA,自流资源,39.83,40.18,9334.0,0.534385,24.798611,2.475361,1.620252,Artesian Resources Corporation,40.18,$371.51M,,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/artna,
WBIY,Absolute Shares Trust,25.01,25.17,25675.0,1.318844,0.0,0.0,0.0,,,,,,,,
BBGI,比斯利,4.44,4.47,21855.0,1.070274,18.928326,0.448486,0.236154,"Beasley Broadcast Group, Inc.",4.47,$122.85M,2000.0,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/bbgi,
COWN,Cowen Group,16.71,16.77,193196.0,0.449721,14.333334,0.673701,1.17,Cowen Inc.,16.77,$506.02M,,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cown,
EEMV,iShares MSCI Emerging Markets Mi,59.24,59.31,684347.0,1.020818,0.0,0.0,0.0,,,,,,,,
CTDD,Qwest Corp,23.33,23.51,113927.0,1.013018,0.0,0.0,0.0,Qwest Corporation,23.51,,2017.0,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ctdd,
IPFF,Ishares S&P International Prefer,15.63,15.68,45278.0,2.062121,0.0,0.0,0.0,,,,,,,,
NHLD,National Holdings Corporation,3.5,3.36,25077.0,1.012721,0.0,0.865129,-0.201094,National Holdings Corporation,3.36,$42.37M,,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/nhld,
CBAT,中比能源,1.12,1.12,104151.0,0.671174,0.0,7.53327,-0.361743,"CBAK Energy Technology, Inc.",1.12,$29.85M,,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cbat,
ICL,Israel Corporation Ltd,5.59,5.6,89719.0,0.700651,0.0,2.560495,-0.1,Israel Chemicals Shs,5.6,$7.17B,2014.0,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/icl,
VSAT,卫讯公司,74.49,75.05,542456.0,1.018284,0.0,2.413701,-1.513158,"ViaSat, Inc.",75.05,$4.54B,1996.0,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/vsat,
URBN,Urban Outfitters,30.01,30.29,1610294.0,0.881441,15.648894,2.232278,1.9356,"Urban Outfitters, Inc.",30.29,$3.26B,1993.0,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/urbn,
FNK,First Trust Mid Cap Value AlphaDEX Fund,35.6701,35.9101,3922.0,1.37037,0.0,0.0,0.0,First Trust Mid Cap Value AlphaDEX Fund,35.9101,$59.25M,,,,https://www.nasdaq.com/symbol/fnk,
NBHC,National Bank Holdings Corp,35.6,35.92,126488.0,0.944052,18.420512,1.582811,1.95,National Bank Holdings Corporation,35.92,$1.11B,2012.0,Finance,Major Banks,https://www.nasdaq.com/symbol/nbhc,
ROST,罗斯百货有限公司,93.63,94.37,1602593.0,0.78996,22.16912,10.972914,4.256822,"Ross Stores, Inc.",94.37,$34.97B,1985.0,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/rost,
GWW,美国固安捷,310.07,312.37,232181.0,0.686155,22.757122,8.337184,13.726253,"W.W. Grainger, Inc.",312.37,$17.45B,,Consumer Services,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/gww,
CMCL,Caledonia Mining Corporation Plc,5.6,5.62,28326.0,1.069972,0.0,0.982558,0.0,Caledonia Mining Corporation Plc,5.62,$59.59M,,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/cmcl,
MDYG,SPDR S&P 400 Mid Cap Growth ETF,52.5,52.85,68973.0,0.603418,6.630543,0.0,7.97069,,,,,,,,
TTMI,TTM科技,12.32,12.37,553076.0,0.672323,8.93863,1.045148,1.383881,"TTM Technologies, Inc.",12.37,$1.28B,2000.0,Technology,Electrical Products,https://www.nasdaq.com/symbol/ttmi,
PFI,PowerShares Dynamic Financial Se,32.7242,32.81,617.0,0.313708,9.570452,0.0,3.42826,Invesco DWA Financial Momentum ETF,32.81,$26.25M,,,,https://www.nasdaq.com/symbol/pfi,
SCHA,Schwab U.S. Small-Cap ETF,71.6,71.99,288761.0,0.608323,0.0,0.0,0.0,,,,,,,,
USMF,WisdomTree U.S. Multifactor Fund,29.02,29.26,19228.0,1.022092,0.0,0.0,0.0,,,,,,,,
BRF,Market Vectors Brazil Small Cap,22.46,22.51,7818.0,0.288766,0.0,0.0,0.0,,,,,,,,
EMMF,WisdomTree Emerging Markets Multifactor Fund,24.0454,24.0116,7832.0,1.196529,0.0,0.0,0.0,,,,,,,,
NLY,Annaly Capital Management,10.08,10.14,13764428.0,0.954479,0.0,1.15102,-0.061924,Annaly Capital Management Inc,10.14,$14.2B,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nly,
UTRN,Vesper US Large Cap Short-Term Reversal Strategy ETF,27.08,24.845,19978.0,1.279444,0.0,0.0,0.0,,,,,,,,
CHGX, Change Finance Diversified Impact U.S. Large Cap Fossil Fuel Free ETF,20.3483,20.325,1079.0,0.601986,0.0,0.0,0.0,,,,,,,,
