,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Unnamed: 8
5514,OCN,Ocwen Financial Corporation,2.0,$267.82M,,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/ocn,
5515,OFG,OFG Bancorp,21.24,$1.09B,,Finance,Major Banks,https://www.nasdaq.com/symbol/ofg,
5516,OFG^A,OFG Bancorp,25.1398,,,Finance,Major Banks,https://www.nasdaq.com/symbol/ofg^a,
5517,OFG^B,OFG Bancorp,24.9179,,,,,https://www.nasdaq.com/symbol/ofg^b,
5518,OFG^D,OFG Bancorp,25.4392,,,,,https://www.nasdaq.com/symbol/ofg^d,
5519,OGE,OGE Energy Corp,42.79,$8.55B,,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/oge,
5520,OIBR.C,Oi S.A.,,,2014.0,,,https://www.nasdaq.com/symbol/oibr.c,
5521,OIS,"Oil States International, Inc.",17.77,$1.07B,2001.0,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/ois,
5522,ODC,Oil-Dri Corporation Of America,30.0,$223.8M,,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/odc,
5523,ORI,Old Republic International Corporation,21.15,$6.4B,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ori,
5524,OLN,Olin Corporation,26.33,$4.35B,,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/oln,
5525,OHI,"Omega Healthcare Investors, Inc.",36.23,$7.33B,1992.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ohi,
5526,OMC,Omnicom Group Inc.,75.63,$16.92B,,Technology,Advertising,https://www.nasdaq.com/symbol/omc,
5527,OMN,OMNOVA Solutions Inc.,8.36,$374.91M,,Basic Industries,Specialty Chemicals,https://www.nasdaq.com/symbol/omn,
5528,ONDK,"On Deck Capital, Inc.",6.22,$468.83M,2014.0,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/ondk,
5529,OGS,"ONE Gas, Inc.",86.83,$4.56B,2014.0,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/ogs,
5530,OLP,"One Liberty Properties, Inc.",29.04,$563.02M,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/olp,
5531,OMAD,One Madison Corporation,10.15,$418.69M,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/omad,
5532,OMAD.U,One Madison Corporation,,,2018.0,,,https://www.nasdaq.com/symbol/omad.u,
5533,OMAD.WS,One Madison Corporation,,,,,,https://www.nasdaq.com/symbol/omad.ws,
5534,OMF,"OneMain Holdings, Inc.",33.78,$4.59B,2013.0,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/omf,
5535,OKE,"ONEOK, Inc.",67.87,$27.92B,,Public Utilities,Oil & Gas Production,https://www.nasdaq.com/symbol/oke,
5536,ONE,OneSmart International Education Group Limited,8.6,$1.4B,2018.0,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/one,
5537,OOMA,"Ooma, Inc.",16.14,$324.41M,2015.0,Technology,EDP Services,https://www.nasdaq.com/symbol/ooma,
5538,OPY,"Oppenheimer Holdings, Inc.",28.43,$377.48M,,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/opy,
5539,ORCL,Oracle Corporation,52.48,$188.35B,1986.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/orcl,
5540,ORAN,Orange,15.4,$40.86B,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/oran,
5541,ORC,"Orchid Island Capital, Inc.",7.0,$340.64M,2013.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/orc,
5542,OEC,Orion Engineered Carbons S.A,28.14,$1.67B,2014.0,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/oec,
5543,ORN,"Orion Group Holdings, Inc.",4.68,$135.56M,,Basic Industries,Military/Government/Technical,https://www.nasdaq.com/symbol/orn,
5544,IX,Orix Corp Ads,72.76,$18.65B,,Finance,Diversified Financial Services,https://www.nasdaq.com/symbol/ix,
5545,ORA,"Ormat Technologies, Inc.",58.0,$2.94B,2004.0,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ora,
5546,OSK,Oshkosh Corporation,81.29,$5.69B,,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/osk,
5547,OR,Osisko Gold Royalties Ltd,11.44,$1.77B,2016.0,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/or,
5548,OUT,OUTFRONT Media Inc.,21.39,$2.98B,2014.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/out,
5549,OSG,"Overseas Shipholding Group, Inc.",2.01,$170.02M,2015.0,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/osg,
5550,OMI,"Owens & Minor, Inc.",6.38,$397.28M,,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/omi,
5551,OC,Owens Corning Inc,51.12,$5.59B,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/oc,
5552,OI,"Owens-Illinois, Inc.",20.15,$3.2B,,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/oi,
5553,OXM,"Oxford Industries, Inc.",80.78,$1.37B,,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/oxm,
5554,ROYT,Pacific Coast Oil Trust,1.96,$75.62M,2012.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/royt,
5555,PACD,Pacific Drilling S.A.,15.66,$117450,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pacd,
5556,PCG,Pacific Gas & Electric Co.,18.77,$9.74B,,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/pcg,
5557,PKG,Packaging Corporation of America,98.29,$9.29B,2000.0,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/pkg,
5558,PAGS,PagSeguro Digital Ltd.,26.12,$8.56B,2018.0,Technology,EDP Services,https://www.nasdaq.com/symbol/pags,
5559,PANW,"Palo Alto Networks, Inc.",230.1,$21.83B,2012.0,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/panw,
5560,PAM,Pampa Energia S.A.,34.42,$2.59B,,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/pam,
5561,PHX,Panhandle Royalty Company,16.68,$278.33M,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/phx,
5562,PARR,"Par Pacific Holdings, Inc.",17.32,$854.72M,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/parr,
5563,PAR,PAR Technology Corporation,27.32,$443.07M,,Miscellaneous,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/par,
5564,PGRE,"Paramount Group, Inc.",14.7,$3.49B,2014.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/pgre,
5565,PKE,Park Electrochemical Corporation,17.66,$358.13M,,Technology,Electrical Products,https://www.nasdaq.com/symbol/pke,
5566,PK,Park Hotels & Resorts Inc.,32.03,$6.44B,2016.0,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/pk,
5567,PH,Parker-Hannifin Corporation,175.77,$22.74B,,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/ph,
5568,PE,"Parsley Energy, Inc.",19.33,$6.12B,2014.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pe,
5569,PRE^F,PartnerRe Ltd.,24.98,,,,,https://www.nasdaq.com/symbol/pre^f,
5570,PRE^G,PartnerRe Ltd.,25.75,,,,,https://www.nasdaq.com/symbol/pre^g,
5571,PRE^H,PartnerRe Ltd.,27.0,,,,,https://www.nasdaq.com/symbol/pre^h,
5572,PRE^I,PartnerRe Ltd.,25.11,,,,,https://www.nasdaq.com/symbol/pre^i,
5573,PRTY,Party City Holdco Inc.,12.1,$1.18B,2015.0,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/prty,
5574,PAYC,"Paycom Software, Inc.",184.28,$10.56B,2014.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/payc,
5575,PBF,PBF Energy Inc.,34.13,$4.09B,2012.0,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/pbf,
5576,PBFX,PBF Logistics LP,23.13,$1.05B,2014.0,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/pbfx,
5577,BTU,Peabody Energy Corporation,31.01,$3.35B,2017.0,Energy,Coal Mining,https://www.nasdaq.com/symbol/btu,
5578,PSO,"Pearson, Plc",11.9,$9.3B,,Consumer Services,Books,https://www.nasdaq.com/symbol/pso,
5579,PEB,Pebblebrook Hotel Trust,34.11,$4.46B,2009.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/peb,
5580,PEB^C,Pebblebrook Hotel Trust,25.52,,,,,https://www.nasdaq.com/symbol/peb^c,
5581,PEB^D,Pebblebrook Hotel Trust,25.3,,,,,https://www.nasdaq.com/symbol/peb^d,
5582,PEB^E,Pebblebrook Hotel Trust,26.33,,,,,https://www.nasdaq.com/symbol/peb^e,
5583,PEB^F,Pebblebrook Hotel Trust,24.775,,,,,https://www.nasdaq.com/symbol/peb^f,
5584,PBA,Pembina Pipeline Corp.,36.4,$18.49B,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pba,
5585,PEI,Pennsylvania Real Estate Investment Trust,6.67,$470M,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/pei,
5586,PEI^B,Pennsylvania Real Estate Investment Trust,21.2,,,,,https://www.nasdaq.com/symbol/pei^b,
5587,PEI^C,Pennsylvania Real Estate Investment Trust,20.39,,,,,https://www.nasdaq.com/symbol/pei^c,
5588,PEI^D,Pennsylvania Real Estate Investment Trust,20.6,,,,,https://www.nasdaq.com/symbol/pei^d,
5589,PFSI,"PennyMac Financial Services, Inc.",24.4,$1.89B,2013.0,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/pfsi,
5590,PMT,PennyMac Mortgage Investment Trust,20.16,$1.23B,2009.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/pmt,
5591,PMT^A,PennyMac Mortgage Investment Trust,25.44,,,,,https://www.nasdaq.com/symbol/pmt^a,
5592,PMT^B,PennyMac Mortgage Investment Trust,25.1484,,,,,https://www.nasdaq.com/symbol/pmt^b,
5593,PAG,"Penske Automotive Group, Inc.",43.74,$3.71B,,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/pag,
5594,PNR,Pentair plc.,43.05,$7.47B,,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/pnr,
5595,PEN,"Penumbra, Inc.",146.34,$5.05B,2015.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/pen,
5596,PFGC,Performance Food Group Company,38.53,$4.05B,2015.0,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/pfgc,
5597,PKI,"PerkinElmer, Inc.",93.58,$10.41B,,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/pki,
5598,PBT,Permian Basin Royalty Trust,8.0,$372.87M,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pbt,
5599,PVL,Permianville Royalty Trust,2.69,$88.77M,2011.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pvl,
5600,PRT,PermRock Royalty Trust,9.05,$110.1M,2018.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/prt,
5601,PRGO,Perrigo Company,48.94,$6.65B,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/prgo,
5602,PRSP,Perspecta Inc.,21.51,$3.52B,1998.0,Technology,EDP Services,https://www.nasdaq.com/symbol/prsp,
5603,PTR,PetroChina Company Limited,67.54,$123.61B,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ptr,
5604,PBR,Petroleo Brasileiro S.A.- Petrobras,16.63,$108.46B,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pbr,
5605,PBR.A,Petroleo Brasileiro S.A.- Petrobras,,,,,,https://www.nasdaq.com/symbol/pbr.a,
5606,PFE,"Pfizer, Inc.",42.96,$248.33B,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/pfe,
5607,GHY,"PGIM Global Short Duration High Yield Fund, Inc.",13.93,$570.07M,2012.0,,,https://www.nasdaq.com/symbol/ghy,
5608,ISD,"PGIM Short Duration High Yield Fund, Inc.",14.08,$468.25M,2012.0,,,https://www.nasdaq.com/symbol/isd,
5609,PGTI,"PGT Innovations, Inc.",17.75,$1.03B,2006.0,Capital Goods,Building Products,https://www.nasdaq.com/symbol/pgti,
5610,PM,Philip Morris International Inc,87.15,$135.48B,,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/pm,
5611,PSX,Phillips 66,97.36,$44.4B,,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/psx,
5612,PSXP,Phillips 66 Partners LP,50.52,$6.25B,2013.0,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/psxp,
5613,FENG,Phoenix New Media Limited,3.6,$261.96M,2011.0,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/feng,
5614,DOC,Physicians Realty Trust,18.73,$3.41B,2013.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/doc,
5615,PDM,"Piedmont Office Realty Trust, Inc.",20.87,$2.63B,,Consumer Services,Building operators,https://www.nasdaq.com/symbol/pdm,
5616,PIR,"Pier 1 Imports, Inc.",1.31,$111.36M,,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/pir,
5617,PCQ,PIMCO California Municipal Income Fund,17.24,$323.83M,2001.0,,,https://www.nasdaq.com/symbol/pcq,
5618,PCK,Pimco California Municipal Income Fund II,8.64,$276.45M,2002.0,,,https://www.nasdaq.com/symbol/pck,
5619,PZC,PIMCO California Municipal Income Fund III,10.4,$231.85M,2002.0,,,https://www.nasdaq.com/symbol/pzc,
5620,PCM,"PIMCO Commercial Mortgage Securities Trust, Inc.",10.722999999999999,$124.26M,1993.0,,,https://www.nasdaq.com/symbol/pcm,
5621,PTY,Pimco Corporate & Income Opportunity Fund,16.81,$1.43B,2002.0,,,https://www.nasdaq.com/symbol/pty,
5622,PCN,Pimco Corporate & Income Stategy Fund,16.48,$650.45M,2001.0,,,https://www.nasdaq.com/symbol/pcn,
5623,PCI,PIMCO Dynamic Credit and Mortgage Income Fund,22.97,$3.16B,2013.0,,,https://www.nasdaq.com/symbol/pci,
5624,PDI,PIMCO Dynamic Income Fund,31.3,$1.76B,2012.0,,,https://www.nasdaq.com/symbol/pdi,
5625,NRGX,PIMCO Energy and Tactical Credit Opportunities Fund,21.02,$840.8M,2019.0,,,https://www.nasdaq.com/symbol/nrgx,
5626,PGP,Pimco Global Stocksplus & Income Fund,14.5,$156.94M,2005.0,,,https://www.nasdaq.com/symbol/pgp,
5627,PHK,Pimco High Income Fund,8.84,$1.15B,2003.0,,,https://www.nasdaq.com/symbol/phk,
5628,PKO,Pimco Income Opportunity Fund,26.21,$409.32M,,,,https://www.nasdaq.com/symbol/pko,
5629,PFL,PIMCO Income Strategy Fund,11.35,$291.94M,2003.0,,,https://www.nasdaq.com/symbol/pfl,
5630,PFN,PIMCO Income Strategy Fund II,10.26,$619.07M,2004.0,,,https://www.nasdaq.com/symbol/pfn,
5631,PMF,PIMCO Municipal Income Fund,13.44,$346.09M,2001.0,,,https://www.nasdaq.com/symbol/pmf,
5632,PML,Pimco Municipal Income Fund II,13.95,$868.83M,2002.0,,,https://www.nasdaq.com/symbol/pml,
5633,PMX,PIMCO Municipal Income Fund III,12.01,$395.64M,2002.0,,,https://www.nasdaq.com/symbol/pmx,
5634,PNF,PIMCO New York Municipal Income Fund,12.9,$100.49M,2001.0,,,https://www.nasdaq.com/symbol/pnf,
5635,PNI,Pimco New York Municipal Income Fund II,11.67,$130.21M,2002.0,,,https://www.nasdaq.com/symbol/pni,
5636,PYN,PIMCO New York Municipal Income Fund III,10.14,$57.92M,2002.0,,,https://www.nasdaq.com/symbol/pyn,
5637,RCS,"PIMCO Strategic Income Fund, Inc.",10.22,$441.71M,1994.0,,,https://www.nasdaq.com/symbol/rcs,
5638,PNW,Pinnacle West Capital Corporation,93.22,$10.45B,,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/pnw,
5639,PES,Pioneer Energy Services Corp.,2.04,$159.56M,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pes,
5640,PHD,Pioneer Floating Rate Trust,10.64,$263.21M,2004.0,,,https://www.nasdaq.com/symbol/phd,
5641,PHT,Pioneer High Income Trust,8.7,$254.32M,,,,https://www.nasdaq.com/symbol/pht,
5642,MAV,Pioneer Municipal High Income Advantage Trust,10.58,$252.85M,,,,https://www.nasdaq.com/symbol/mav,
5643,MHI,Pioneer Municipal High Income Trust,11.4,$259.59M,2003.0,,,https://www.nasdaq.com/symbol/mhi,
5644,PXD,Pioneer Natural Resources Company,142.13,$24.23B,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pxd,
5645,PJC,Piper Jaffray Companies,71.21,$925.73M,,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/pjc,
5646,PBI,Pitney Bowes Inc.,7.86,$1.47B,,Miscellaneous,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/pbi,
5647,PBI^B,Pitney Bowes Inc.,24.26,,,,,https://www.nasdaq.com/symbol/pbi^b,
5648,PVT.U,Pivotal Acquisition Corp.,,,2019.0,,,https://www.nasdaq.com/symbol/pvt.u,
5649,PVTL,"Pivotal Software, Inc.",20.92,$5.49B,2018.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/pvtl,
5650,PJT,PJT Partners Inc.,45.43,$1.03B,2015.0,Finance,Investment Managers,https://www.nasdaq.com/symbol/pjt,
5651,PAA,"Plains All American Pipeline, L.P.",23.69,$17.21B,1998.0,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/paa,
5652,PAGP,"Plains Group Holdings, L.P.",23.65,$3.76B,2013.0,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/pagp,
5653,PLNT,"Planet Fitness, Inc.",58.0,$5.4B,2015.0,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/plnt,
5654,PLT,"Plantronics, Inc.",50.95,$2.01B,1994.0,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/plt,
5655,AGS,"PlayAGS, Inc.",23.91,$844.15M,2018.0,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/ags,
5656,PHI,PLDT Inc.,21.19,$4.58B,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/phi,
5657,PNC,"PNC Financial Services Group, Inc. (The)",124.15,$56.74B,,Finance,Major Banks,https://www.nasdaq.com/symbol/pnc,
5658,PNC^P,"PNC Financial Services Group, Inc. (The)",26.49,,,,,https://www.nasdaq.com/symbol/pnc^p,
5659,PNC^Q,"PNC Financial Services Group, Inc. (The)",24.851,,,,,https://www.nasdaq.com/symbol/pnc^q,
5660,PNM,"PNM Resources, Inc. (Holding Co.)",44.6,$3.55B,,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/pnm,
5661,PII,Polaris Industries Inc.,87.14,$5.38B,,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/pii,
5662,POL,PolyOne Corporation,33.9,$2.71B,,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/pol,
5663,POR,Portland General Electric Company,50.45,$4.5B,,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/por,
5664,PKX,POSCO,60.89,$19.51B,1994.0,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/pkx,
5665,POST,"Post Holdings, Inc.",101.2,$6.73B,2012.0,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/post,
5666,PPDF,PPDAI Group Inc.,4.43,$1.33B,2017.0,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/ppdf,
5667,PPG,"PPG Industries, Inc.",111.44,$26.73B,,Basic Industries,Paints/Coatings,https://www.nasdaq.com/symbol/ppg,
5668,PPX,"PPL Capital Funding, Inc.",25.11,,,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ppx,
5669,PPL,PPL Corporation,31.64,$22.79B,,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ppl,
5670,PYS,PPlus Trust,16.8477,,,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/pys,
5671,PYT,PPlus Trust,20.4,,,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/pyt,
5672,PQG,PQ Group Holdings Inc.,16.3,$2.21B,2017.0,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/pqg,
5673,PDS,Precision Drilling Corporation,2.57,$755.02M,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pds,
5674,APTS,"Preferred Apartment Communities, Inc.",15.99,$656.38M,2011.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/apts,
5675,PBH,Prestige Consumer Healthcare Inc.,29.51,$1.53B,2005.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/pbh,
5676,PVG,"Pretium Resources, Inc.",8.06,$1.48B,,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/pvg,
5677,PRI,"Primerica, Inc.",122.91,$5.25B,2010.0,Finance,Life Insurance,https://www.nasdaq.com/symbol/pri,
5678,PGZ,Principal Real Estate Income Fund,17.68,$121.99M,2013.0,,,https://www.nasdaq.com/symbol/pgz,
5679,PRIF^A,"Priority Income Fund, Inc.",24.65,,,,,https://www.nasdaq.com/symbol/prif^a,
5680,PRIF^B,"Priority Income Fund, Inc.",24.71,,,,,https://www.nasdaq.com/symbol/prif^b,
5681,PRA,ProAssurance Corporation,43.7,$2.34B,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/pra,
5682,PG,Procter & Gamble Company (The),100.25,$250.78B,,Basic Industries,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/pg,
5683,PGR,Progressive Corporation (The),72.27,$42.15B,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/pgr,
5684,PLD,"Prologis, Inc.",71.62,$45.09B,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/pld,
5685,PUMP,ProPetro Holding Corp.,18.83,$1.89B,2017.0,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/pump,
5686,PRO,"PROS Holdings, Inc.",41.3,$1.53B,2007.0,Technology,EDP Services,https://www.nasdaq.com/symbol/pro,
5687,PBB,Prospect Capital Corporation,25.01,,2015.0,,,https://www.nasdaq.com/symbol/pbb,
5688,PBC,Prospect Capital Corporation,24.65,,2018.0,,,https://www.nasdaq.com/symbol/pbc,
5689,PBY,Prospect Capital Corporation,24.6765,$1.34B,2018.0,,,https://www.nasdaq.com/symbol/pby,
5690,PB,"Prosperity Bancshares, Inc.",74.38,$5.19B,,Finance,Major Banks,https://www.nasdaq.com/symbol/pb,
5691,PRLB,"Proto Labs, Inc.",113.18,$3.06B,2012.0,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/prlb,
5692,PFS,"Provident Financial Services, Inc",27.7,$1.84B,2003.0,Finance,Savings Institutions,https://www.nasdaq.com/symbol/pfs,
5693,PJH,"Prudential Financial, Inc.",25.28,,,Finance,Life Insurance,https://www.nasdaq.com/symbol/pjh,
5694,PRH,"Prudential Financial, Inc.",25.25,,,Finance,Life Insurance,https://www.nasdaq.com/symbol/prh,
5695,PRS,"Prudential Financial, Inc.",25.0,$544.66M,2018.0,Finance,Life Insurance,https://www.nasdaq.com/symbol/prs,
5696,PRU,"Prudential Financial, Inc.",95.01,$39.24B,2001.0,Finance,Life Insurance,https://www.nasdaq.com/symbol/pru,
5697,PUK,Prudential Public Limited Company,40.24,$52.17B,,Finance,Life Insurance,https://www.nasdaq.com/symbol/puk,
5698,PUK^,Prudential Public Limited Company,26.23,,,,,https://www.nasdaq.com/symbol/puk^,
5699,PUK^A,Prudential Public Limited Company,26.3746,,,,,https://www.nasdaq.com/symbol/puk^a,
5700,PSB,"PS Business Parks, Inc.",149.07,$4.08B,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/psb,
5701,PSB^U,"PS Business Parks, Inc.",24.62,,,,,https://www.nasdaq.com/symbol/psb^u,
5702,PSB^V,"PS Business Parks, Inc.",25.23,,,,,https://www.nasdaq.com/symbol/psb^v,
5703,PSB^W,"PS Business Parks, Inc.",22.42,,,,,https://www.nasdaq.com/symbol/psb^w,
5704,PSB^X,"PS Business Parks, Inc.",23.5328,,,,,https://www.nasdaq.com/symbol/psb^x,
5705,PSB^Y,"PS Business Parks, Inc.",22.68,,,,,https://www.nasdaq.com/symbol/psb^y,
5706,TLK,"PT Telekomunikasi Indonesia, Tbk",27.44,$27.18B,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tlk,
5707,PEG,Public Service Enterprise Group Incorporated,57.3,$28.96B,,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/peg,
5708,PSA,Public Storage,201.14,$35.07B,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/psa,
5709,PSA^A,Public Storage,25.6441,,,,,https://www.nasdaq.com/symbol/psa^a,
5710,PSA^B,Public Storage,25.11,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/psa^b,
5711,PSA^C,Public Storage,23.51,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/psa^c,
5712,PSA^D,Public Storage,23.3499,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/psa^d,
5713,PSA^E,Public Storage,22.76,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/psa^e,
5714,PSA^F,Public Storage,23.7,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/psa^f,
5715,PSA^G,Public Storage,24.070999999999998,,,,,https://www.nasdaq.com/symbol/psa^g,
5716,PSA^U,Public Storage,25.2,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/psa^u,
5717,PSA^V,Public Storage,24.51,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/psa^v,
5718,PSA^W,Public Storage,23.76,,,,,https://www.nasdaq.com/symbol/psa^w,
5719,PSA^X,Public Storage,23.9522,,,,,https://www.nasdaq.com/symbol/psa^x,
5720,PSA^Y,Public Storage,25.3514,,,,,https://www.nasdaq.com/symbol/psa^y,
5721,PSA^Z,Public Storage,25.63,,,,,https://www.nasdaq.com/symbol/psa^z,
5722,PHM,"PulteGroup, Inc.",27.98,$7.75B,,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/phm,
5723,PSTG,"Pure Storage, Inc. ",19.94,$4.82B,2015.0,Technology,Electronic Components,https://www.nasdaq.com/symbol/pstg,
5724,PMM,Putnam Managed Municipal Income Trust,7.38,$386.89M,1989.0,,,https://www.nasdaq.com/symbol/pmm,
5725,PIM,Putnam Master Intermediate Income Trust,4.4,$233.87M,1988.0,,,https://www.nasdaq.com/symbol/pim,
5726,PMO,Putnam Municipal Opportunities Trust,12.04,$448.25M,1993.0,,,https://www.nasdaq.com/symbol/pmo,
5727,PPT,Putnam Premier Income Trust,4.96,$529.06M,1988.0,,,https://www.nasdaq.com/symbol/ppt,
5728,NEW,Puxin Limited,6.39,$521.82M,2018.0,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/new,
