,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Unnamed: 8
0,YI,"111, Inc.",8.04,$655.61M,2018.0,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/yi,
1,PIH,"1347 Property Insurance Holdings, Inc.",4.5728,$27.4M,2014.0,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/pih,
2,PIHPP,"1347 Property Insurance Holdings, Inc.",23.4799,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/pihpp,
3,TURN,180 Degree Capital Corp.,1.921,$59.78M,,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/turn,
4,FLWS,"1-800 FLOWERS.COM, Inc.",17.68,$1.13B,1999.0,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/flws,
5,BCOW,"1895 Bancorp of Wisconsin, Inc.",9.6,$30.72M,2019.0,Finance,Banks,https://www.nasdaq.com/symbol/bcow,
6,FCCY,1st Constitution Bancorp (NJ),18.5,$159.21M,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fccy,
7,SRCE,1st Source Corporation,47.65,$1.23B,,Finance,Major Banks,https://www.nasdaq.com/symbol/srce,
8,VNET,"21Vianet Group, Inc.",9.41,$1.05B,2011.0,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/vnet,
9,TWOU,"2U, Inc.",70.08,$4.06B,2014.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/twou,
10,QFIN,"360 Finance, Inc.",16.12,$2.32B,2018.0,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/qfin,
11,TPNL,"3PEA International, Inc.",7.5,$348M,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/tpnl,
12,JOBS,"51job, Inc.",71.62,$4.42B,2004.0,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/jobs,
13,EGHT,8x8 Inc,20.08,$1.92B,,Technology,EDP Services,https://www.nasdaq.com/symbol/eght,
14,AAON,"AAON, Inc.",42.18,$2.2B,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aaon,
15,ABEO,Abeona Therapeutics Inc.,6.47,$310.2M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/abeo,
16,ABEOW,Abeona Therapeutics Inc.,3.35,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/abeow,
17,ABIL,Ability Inc.,1.88,$6.89M,2014.0,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/abil,
18,ABMD,"ABIOMED, Inc.",352.6,$15.9B,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/abmd,
19,AXAS,Abraxas Petroleum Corporation,1.39,$231.58M,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/axas,
20,ACIU,AC Immune SA,4.35,$293.03M,2016.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aciu,
21,ACIA,"Acacia Communications, Inc.",55.45,$2.24B,2016.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/acia,
22,ACTG,Acacia Research Corporation,3.2,$158.85M,,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/actg,
23,ACHC,"Acadia Healthcare Company, Inc.",27.7,$2.44B,,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/achc,
24,ACAD,ACADIA Pharmaceuticals Inc.,22.93,$2.87B,1985.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acad,
25,ACAMU,Acamar Partners Acquisition Corp.,10.0,,,,,https://www.nasdaq.com/symbol/acamu,
26,ACST,"Acasti Pharma, Inc.",1.01,$78.91M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acst,
27,AXDX,"Accelerate Diagnostics, Inc.",21.8,$1.18B,,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/axdx,
28,XLRN,Acceleron Pharma Inc.,42.74,$1.97B,2013.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/xlrn,
29,ARAY,Accuray Incorporated,5.28,$464M,2007.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/aray,
30,ACRX,"AcelRx Pharmaceuticals, Inc.",3.2,$198.1M,2011.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acrx,
31,ACER,Acer Therapeutics Inc.,23.61,$237.35M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acer,
32,ACET,Aceto Corporation,0.255,$7.85M,,Health Care,Other Pharmaceuticals,https://www.nasdaq.com/symbol/acet,
33,AKAO,"Achaogen, Inc.",0.7799,$35.65M,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akao,
34,ACHV,"Achieve Life Sciences, Inc. ",3.3,$22.18M,,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/achv,
35,ACHN,"Achillion Pharmaceuticals, Inc.",2.5,$346.54M,2006.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/achn,
36,ACIW,"ACI Worldwide, Inc.",31.65,$3.67B,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/aciw,
37,ACRS,"Aclaris Therapeutics, Inc.",6.74,$275.91M,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acrs,
38,ACMR,"ACM Research, Inc.",11.59,$185.48M,2017.0,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/acmr,
39,ACNB,ACNB Corporation,39.7,$279.73M,,Finance,Major Banks,https://www.nasdaq.com/symbol/acnb,
40,ACOR,"Acorda Therapeutics, Inc.",12.93,$614.93M,2006.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/acor,
41,ATVI,"Activision Blizzard, Inc",41.5,$31.67B,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/atvi,
42,ADMS,"Adamas Pharmaceuticals, Inc.",11.11,$303.7M,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adms,
43,ADMP,Adamis Pharmaceuticals Corporation,3.17,$149.91M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/admp,
44,ADAP,Adaptimmune Therapeutics plc,4.57,$477.89M,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/adap,
45,ADUS,Addus HomeCare Corporation,69.35,$908.37M,2009.0,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/adus,
46,AEY,"ADDvantage Technologies Group, Inc.",1.37,$14.19M,,Consumer Services,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/aey,
47,IOTS,Adesto Technologies Corporation,6.04,$177.78M,2015.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/iots,
48,ADIL,"Adial Pharmaceuticals, Inc",3.83,$27.58M,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adil,
49,ADILW,"Adial Pharmaceuticals, Inc",0.5273,,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adilw,
50,ADMA,ADMA Biologics Inc,4.35,$201.63M,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/adma,
51,ADBE,Adobe Inc.,258.9,$126.27B,1986.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/adbe,
52,ADOM,"ADOMANI, Inc.",0.435,$31.64M,2017.0,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/adom,
53,ADTN,"ADTRAN, Inc.",14.6,$695.69M,1994.0,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/adtn,
54,ADRO,"Aduro Biotech, Inc.",4.09,$324.76M,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adro,
55,ADES,"Advanced Emissions Solutions, Inc.",12.06,$240.18M,,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/ades,
56,AEIS,"Advanced Energy Industries, Inc.",51.94,$2B,1995.0,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aeis,
57,AMD,"Advanced Micro Devices, Inc.",24.36,$24.49B,,Technology,Semiconductors,https://www.nasdaq.com/symbol/amd,
58,ADXS,"Advaxis, Inc.",0.3634,$25.33M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adxs,
59,ADVM,"Adverum Biotechnologies, Inc.",3.7,$232.61M,2014.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/advm,
60,DWMC,AdvisorShares Dorsey Wright Micro-Cap ETF,22.15,$1.66M,,,,https://www.nasdaq.com/symbol/dwmc,
61,DWSH,AdvisorShares Dorsey Wright Short ETF,24.0553,$14.43M,,,,https://www.nasdaq.com/symbol/dwsh,
62,BKCH,AdvisorShares Sabretooth ETF,25.75,$2.58M,,,,https://www.nasdaq.com/symbol/bkch,
63,ACT,AdvisorShares Vice ETF,25.0889,$13.8M,,,,https://www.nasdaq.com/symbol/act,
64,AEGN,Aegion Corp,20.7,$668.9M,,Basic Industries,Water Supply,https://www.nasdaq.com/symbol/aegn,
65,AGLE,"Aeglea BioTherapeutics, Inc.",8.25,$197.69M,2016.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/agle,
66,AEHR,Aehr Test Systems,1.4698,$32.86M,1997.0,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/aehr,
67,AMTX,"Aemetis, Inc",0.9566,$19.46M,,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/amtx,
68,AERI,"Aerie Pharmaceuticals, Inc.",40.04,$1.82B,2013.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/aeri,
69,AVAV,"AeroVironment, Inc.",82.46,$1.97B,2007.0,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/avav,
70,ARPO,"Aerpio Pharmaceuticals, Inc.",2.85,$115.68M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arpo,
71,AEZS,AEterna Zentaris Inc.,4.13,$67.9M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aezs,
72,AEMD,"Aethlon Medical, Inc.",1.01,$19.15M,,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/aemd,
73,GNMX,"Aevi Genomic Medicine, Inc.",0.2056,$13.32M,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/gnmx,
74,AFMD,Affimed N.V.,3.39,$211.63M,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/afmd,
75,AGEN,Agenus Inc.,2.89,$378.9M,2000.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/agen,
76,AGRX,"Agile Therapeutics, Inc.",0.9163,$31.5M,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/agrx,
77,AGYS,"Agilysys, Inc.",20.89,$491.65M,,Technology,EDP Services,https://www.nasdaq.com/symbol/agys,
78,AGIO,"Agios Pharmaceuticals, Inc.",58.86,$3.42B,2013.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/agio,
79,AGMH,AGM Group Holdings Inc.,28.99,$962.93M,2018.0,Technology,EDP Services,https://www.nasdaq.com/symbol/agmh,
80,AGNC,AGNC Investment Corp.,17.71,$9.5B,2008.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/agnc,
81,AGNCB,AGNC Investment Corp.,25.6183,$8.88B,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/agncb,
82,AGNCN,AGNC Investment Corp.,25.97,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/agncn,
83,AGFS,"AgroFresh Solutions, Inc.",4.0,$201.76M,2014.0,Finance,Business Services,https://www.nasdaq.com/symbol/agfs,
84,AGFSW,"AgroFresh Solutions, Inc.",0.08,,2014.0,Finance,Business Services,https://www.nasdaq.com/symbol/agfsw,
85,ALRN,"Aileron Therapeutics, Inc.",1.61,$23.75M,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alrn,
86,AIMT,"Aimmune Therapeutics, Inc.",23.72,$1.47B,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aimt,
87,AIRT,"Air T, Inc.",31.0,$62.92M,,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/airt,
88,ATSG,"Air Transport Services Group, Inc",25.51,$1.51B,,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/atsg,
89,AIRG,"Airgain, Inc.",12.35,$122.45M,2016.0,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/airg,
90,AMCN,AirMedia Group Inc,0.4444,$27.91M,2007.0,Technology,Advertising,https://www.nasdaq.com/symbol/amcn,
91,AKAM,"Akamai Technologies, Inc.",69.86,$11.38B,1999.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/akam,
92,AKTX,Akari Therapeutics Plc,1.8,$27.46M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aktx,
93,AKCA,"Akcea Therapeutics, Inc.",27.34,$2.44B,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akca,
94,AKBA,"Akebia Therapeutics, Inc.",7.32,$855.62M,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akba,
95,AKER,Akers Biosciences Inc.,0.987,$12.32M,2014.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/aker,
96,AKRX,"Akorn, Inc.",4.2,$527.07M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akrx,
97,AKTS,"Akoustis Technologies, Inc.",6.96,$208.2M,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/akts,
98,ALRM,"Alarm.com Holdings, Inc.",65.09,$3.12B,2015.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/alrm,
99,ALSK,"Alaska Communications Systems Group, Inc.",1.79,$95.2M,1999.0,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/alsk,
100,ALAC,Alberton Acquisition Corporation,9.93,$145.87M,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/alac,
101,ALACR,Alberton Acquisition Corporation,0.19,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/alacr,
102,ALACU,Alberton Acquisition Corporation,10.19,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/alacu,
103,ALACW,Alberton Acquisition Corporation,0.08800000000000001,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/alacw,
104,ALBO,"Albireo Pharma, Inc.",26.47,$316.84M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/albo,
105,ABDC,Alcentra Capital Corp.,6.98,$94.35M,,,,https://www.nasdaq.com/symbol/abdc,
106,ALDR,"Alder BioPharmaceuticals, Inc.",14.35,$980.49M,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aldr,
107,ALDX,"Aldeyra Therapeutics, Inc.",7.81,$213.96M,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aldx,
108,ALEC,"Alector, Inc.",22.5,$1.54B,2019.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/alec,
109,ALXN,"Alexion Pharmaceuticals, Inc.",129.73,$28.99B,1996.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alxn,
110,ALCO,"Alico, Inc.",30.48,$227.47M,,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/alco,
111,ALGN,"Align Technology, Inc.",253.99,$20.32B,2001.0,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/algn,
112,ALIM,"Alimera Sciences, Inc.",1.06,$74.28M,2010.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alim,
113,ALYA,Alithya Group inc.,2.95,$142.79M,,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/alya,
114,ALJJ,"ALJ Regional Holdings, Inc.",1.84,$69.97M,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/aljj,
115,ALKS,Alkermes plc,33.43,$5.19B,1991.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alks,
116,ALLK,Allakos Inc.,37.68,$1.59B,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/allk,
117,ABTX,"Allegiance Bancshares, Inc.",38.28,$835.54M,2015.0,Finance,Major Banks,https://www.nasdaq.com/symbol/abtx,
118,ALGT,Allegiant Travel Company,140.78,$2.27B,2006.0,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/algt,
119,ALGR,Allegro Merger Corp.,9.88,$188.31M,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/algr,
120,ALGRR,Allegro Merger Corp.,0.299,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/algrr,
121,ALGRU,Allegro Merger Corp.,10.44,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/algru,
122,ALGRW,Allegro Merger Corp.,0.28,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/algrw,
123,ALNA,"Allena Pharmaceuticals, Inc.",6.59,$136.82M,2017.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/alna,
124,ARLP,"Alliance Resource Partners, L.P.",19.05,$2.44B,1999.0,Energy,Coal Mining,https://www.nasdaq.com/symbol/arlp,
125,LNT,Alliant Energy Corporation,45.68,$10.78B,,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/lnt,
126,AHPI,"Allied Healthcare Products, Inc.",1.94,$7.79M,1992.0,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/ahpi,
127,AMOT,"Allied Motion Technologies, Inc.",41.68,$394.98M,,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/amot,
128,ALQA,"Alliqua BioMedical, Inc.",2.21,$11.06M,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/alqa,
129,ALLO,"Allogene Therapeutics, Inc.",31.07,$3.77B,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/allo,
130,ALLT,Allot Ltd.,7.45,$252.53M,2006.0,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/allt,
131,MDRX,"Allscripts Healthcare Solutions, Inc.",10.6,$1.85B,,Technology,EDP Services,https://www.nasdaq.com/symbol/mdrx,
132,ALNY,"Alnylam Pharmaceuticals, Inc.",78.18,$8.3B,2004.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alny,
133,AOSL,Alpha and Omega Semiconductor Limited,11.37,$272.2M,2010.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/aosl,
134,GOOG,Alphabet Inc.,1110.37,$771.91B,2004.0,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/goog,
135,GOOGL,Alphabet Inc.,1116.56,$776.22B,,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/googl,
136,SMCP,AlphaMark Actively Managed Small Cap ETF,24.05,$24.05M,,,,https://www.nasdaq.com/symbol/smcp,
137,ATEC,"Alphatec Holdings, Inc.",1.46,$63.09M,2006.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atec,
138,ALPN,"Alpine Immune Sciences, Inc.",6.64,$123.24M,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alpn,
139,AMR,"Alta Mesa Resources, Inc.",0.937,$356.88M,2017.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/amr,
140,AMRWW,"Alta Mesa Resources, Inc.",0.1052,,2017.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/amrww,
141,AABA,Altaba Inc.,71.72,$43.22B,,Technology,EDP Services,https://www.nasdaq.com/symbol/aaba,
142,ALTR,Altair Engineering Inc.,33.08,$2.33B,2017.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/altr,
143,ALT,"Altimmune, Inc.",2.81,$24.6M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alt,
144,ASPS,Altisource Portfolio Solutions S.A.,24.56,$409.52M,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/asps,
145,AIMC,Altra Industrial Motion Corp.,33.87,$2.18B,2006.0,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aimc,
146,ALTM,Altus Midstream Company,8.16,$2.65B,2017.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/altm,
147,AMAG,"AMAG Pharmaceuticals, Inc.",15.51,$536.75M,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/amag,
148,AMAL,Amalgamated Bank,18.38,$583.96M,2018.0,Consumer Non-Durables,Textiles,https://www.nasdaq.com/symbol/amal,
149,AMRN,Amarin Corporation plc,19.87,$6.48B,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/amrn,
150,AMRK,"A-Mark Precious Metals, Inc.",12.62,$88.74M,,Basic Industries,Other Specialty Stores,https://www.nasdaq.com/symbol/amrk,
151,AMZN,"Amazon.com, Inc.",1631.56,$801.43B,1997.0,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/amzn,
152,AMBC,"Ambac Financial Group, Inc.",19.95,$904.46M,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ambc,
153,AMBCW,"Ambac Financial Group, Inc.",9.29,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ambcw,
154,AMBA,"Ambarella, Inc.",40.74,$1.31B,2012.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/amba,
155,AMCX,AMC Networks Inc.,63.76,$3.6B,,Consumer Services,Television Services,https://www.nasdaq.com/symbol/amcx,
156,AMCI,AMCI Acquisition Corp.,9.85,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/amci,
157,AMCIU,AMCI Acquisition Corp.,10.02,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/amciu,
158,AMCIW,AMCI Acquisition Corp.,0.29,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/amciw,
159,DOX,Amdocs Limited,56.83,$7.93B,,Technology,EDP Services,https://www.nasdaq.com/symbol/dox,
160,AMED,Amedisys Inc,128.84,$4.11B,,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/amed,
161,UHAL,Amerco,376.98,$7.39B,,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/uhal,
162,AMRH,"Ameri Holdings, Inc.",0.3331,$13.19M,,Technology,Semiconductors,https://www.nasdaq.com/symbol/amrh,
163,AMRHW,"Ameri Holdings, Inc.",0.0842,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/amrhw,
164,ATAX,"America First Multifamily Investors, L.P.",6.72,$406.7M,,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/atax,
165,AMOV,"America Movil, S.A.B. de C.V.",15.0395,$49.65B,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/amov,
166,AAL,"American Airlines Group, Inc.",35.49,$16.96B,,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/aal,
167,AETI,"American Electric Technologies, Inc.",0.82,$7.44M,,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aeti,
168,AFIN,"American Finance Trust, Inc.",11.43,$1.21B,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/afin,
169,AMNB,"American National Bankshares, Inc.",36.35,$317.68M,,Finance,Major Banks,https://www.nasdaq.com/symbol/amnb,
170,ANAT,American National Insurance Company,153.04,$4.11B,,Finance,Life Insurance,https://www.nasdaq.com/symbol/anat,
171,AOBC,American Outdoor Brands Corporation,12.82,$699.2M,,Capital Goods,Ordnance And Accessories,https://www.nasdaq.com/symbol/aobc,
172,APEI,"American Public Education, Inc.",33.33,$547.42M,2007.0,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/apei,
173,AREC,American Resources Corporation,3.9805,$70.49M,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/arec,
174,AMRB,American River Bankshares,14.0,$82.02M,,Finance,Major Banks,https://www.nasdaq.com/symbol/amrb,
175,AMSWA,"American Software, Inc.",11.64,$360.34M,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/amswa,
176,AMSC,American Superconductor Corporation,16.06,$343.97M,1991.0,Consumer Durables,Metal Fabrications,https://www.nasdaq.com/symbol/amsc,
177,AMWD,American Woodmark Corporation,85.63,$1.48B,1986.0,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/amwd,
178,CRMT,"America&#39;s Car-Mart, Inc.",85.93,$582.25M,,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/crmt,
179,ABCB,Ameris Bancorp,41.44,$1.97B,1994.0,Finance,Major Banks,https://www.nasdaq.com/symbol/abcb,
180,AMSF,"AMERISAFE, Inc.",63.0,$1.21B,2005.0,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/amsf,
181,ASRV,AmeriServ Financial Inc.,4.2,$74M,,Finance,Major Banks,https://www.nasdaq.com/symbol/asrv,
182,ASRVP,AmeriServ Financial Inc.,29.1156,,,Finance,Major Banks,https://www.nasdaq.com/symbol/asrvp,
183,ATLO,Ames National Corporation,27.63,$256.77M,,Finance,Major Banks,https://www.nasdaq.com/symbol/atlo,
184,AMGN,Amgen Inc.,187.5,$119.48B,1983.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/amgn,
185,FOLD,"Amicus Therapeutics, Inc.",11.75,$2.56B,2007.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fold,
186,AMKR,"Amkor Technology, Inc.",9.34,$2.24B,1998.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/amkr,
187,AMPH,"Amphastar Pharmaceuticals, Inc.",24.14,$1.11B,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/amph,
188,IBUY,Amplify Online Retail ETF,47.48,$292M,,,,https://www.nasdaq.com/symbol/ibuy,
189,ASYS,"Amtech Systems, Inc.",4.91,$69.86M,,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/asys,
190,AMRS,"Amyris, Inc.",4.93,$362.63M,2010.0,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/amrs,
191,ADI,"Analog Devices, Inc.",105.91,$39.11B,,Technology,Semiconductors,https://www.nasdaq.com/symbol/adi,
192,ANAB,"AnaptysBio, Inc.",67.39,$1.8B,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/anab,
193,AVXL,Anavex Life Sciences Corp.,2.43,$113.94M,,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/avxl,
194,ANCN,Anchiano Therapeutics Ltd.,9.06,$28.22M,2019.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ancn,
195,ANDAU,Andina Acquisition Corp. III,10.09,,2019.0,Finance,Business Services,https://www.nasdaq.com/symbol/andau,
196,ANGI,ANGI Homeservices Inc.,16.46,$8.26B,,Consumer Services,Advertising,https://www.nasdaq.com/symbol/angi,
