code,name,open,latestPrice,volume,volumeRatio,pe,pb,eps
RUSHA,Rush Enterprises,41.23,41.15,273141,1.605244,11.927536,1.407925,3.45
CNC,Centene Corp,59.59,59.15,4062648,1.21472,26.172566,2.238653,2.26
TPH,Tri Pointe Homes Inc.,12.93,12.8,2458159,1.585582,7.071823,0.881593,1.81
SPDN,Direxion Shares ETF Trust,28.35,28.3339,4907,0.712109,0.0,0.0,0.0
USNA,优莎娜,92.41,92.02,269904,1.430044,17.972657,5.485583,5.12
PCTY,Paylocity Holding Corporation,87.24,86.6,273561,0.949185,90.521195,18.261637,0.956682
PTH,PowerShares Dynamic Healthcare S,81.9882,81.48,7914,0.700627,8.884431,0.0,9.1711
WDFC,WD-40 Company,176.26,175.57,163723,1.641472,37.417129,15.971383,4.692236
SWZ,瑞士赫尔维蒂基金,7.67,7.63,21615,0.741408,0.0,0.958809,-2.080338
ADM,阿彻丹尼尔斯米德兰公司,43.36,43.18,7504415,1.754403,13.53605,1.27415,3.19
ANIP,"ANI Pharmaceuticals, Inc.",63.89,63.49,92265,1.356559,48.838463,3.814405,1.3
WRI,魏因加滕房地产投资信托基金,27.98,27.88,1301965,1.063404,10.933334,2.278857,2.55
ABDC,Alcentra Capital Corp,7.69,7.6,17858,0.314274,18.884099,0.671143,0.402455
FXN,First Trust Energy AlphaDEX Fund,12.61,12.63,89464,0.979689,0.0,0.0,0.0
BIG,必乐透,35.35,35.21,9289637,2.463533,9.193212,2.034671,3.83
MGY,Magnolia Oil & Gas Corp,12.51,12.55,2158510,1.537091,20.916666,1.170093,0.6
HCI,Homeowners Choice Inc,42.96,42.58,176656,1.466823,18.196582,1.961131,2.34
CTRM,"Castor Maritime, Inc.",5.1656,5.0,31069,1.445567,0.0,0.0,0.0
ODFL,Old Dominion Freight Line,148.08,147.11,680597,1.307814,19.933604,4.453501,7.38
KNL,海丘,20.03,19.94,334610,1.74579,13.38255,2.520358,1.49
EQR,资产住宅公司,75.06,74.76,2415969,1.542869,42.22214,2.728537,1.770635
ACAMU,Acamar Partners Acquisition Corp.,9.96,9.96,113,0.01248,0.0,0.0,0.0
LGC,Legacy Acquisition Corp.,10.0,9.95,1554,0.044255,236.252249,74.625,0.042116
YLD,Principal Exchange-Traded Funds Principal EDGE Active Income ETF,39.785,39.76,2314,0.184996,0.0,0.0,0.0
WCN,Waste Connections Inc,85.0,84.48,648388,1.202493,40.811614,3.444259,2.069999
MPVD,Mountain Province Diamonds Inc.  ,0.97,0.9671,27827,0.751837,48.355001,0.589509,0.02
OKE,欧尼克（万欧卡）,66.79,66.85,4489280,1.706081,24.046763,4.182087,2.78
RCM,R1 RCM Inc.,9.98,9.9,1616507,1.655137,0.0,171.481994,-0.599999
RPM,RPM International Inc,57.23,56.87,1086103,1.234468,30.856243,4.885219,1.843063
PFNX,Pfenex,5.0,4.94,206796,1.021388,0.0,2.544071,-1.4
RFV,Rydex ETF Trust S&P Midcap 400 P,66.544,66.0832,1831,0.357841,16.641701,0.0,3.97094
DYB,WisdomTree Dynamic Bearish U.S. Equity Fund,23.1912,23.2186,2419,0.6672,0.0,0.0,0.0
ALLE,Allegion PLC,88.76,88.41,1411655,1.847615,19.473568,12.828051,4.54
CEM,ClearBridge Energy MLP Fund Inc,12.27,12.26,107960,0.714556,0.0,0.0,-2.14
UBS,瑞银,12.13,12.23,3960270,1.463768,11.234613,0.882858,1.0886
CLM,Cornerstone Strategic Value Fund,12.22,12.23,390112,0.744608,0.0,1.168274,-0.801539
BLW,BLW信托,14.65,14.62,47828,0.754585,23.226478,0.871583,0.629454
VGM,范·卡本市政债券分级投资信托,12.21,12.16,87718,0.950298,275.324919,0.902739,0.044166
MRC,MRC Global,17.03,17.02,1198157,1.547956,31.518517,2.06227,0.54
GHC,Graham Holdings Company,686.37,683.43,29497,1.191788,13.615457,1.24597,50.195156
XLRE,The Real Estate Select Sector SPDR Fund,35.64,35.46,5366771,1.275063,0.0,0.0,0.0
IBTX,Independent Bank Group Inc.,55.87,55.59,736034,2.848367,12.83834,1.514633,4.329999
PMO,普特南市政债券成长基金,12.16,12.07,59371,0.70586,0.0,0.922145,-0.135528
