code,net2017_1,,net2017_2,,net2017_3,,net2017_4,pe
603839,70.6721,0.831196469,129.4145,0.580940312,204.5966,0.33469129,273.0733,17.73
601216,534.0129,0.730878786,924.3116,0.741362653,1609.5617,0.334578227,2148.086,9.03
601388,103.5194,0.729573394,179.0444,0.351999839,242.068,0.334054481,322.9319,17.32
603730,137.8831,0.98090919,273.1339,0.596927002,436.1749,0.333812193,581.7754,17.85
600028,16633,0.628810197,27092,0.416395984,38373,0.332160634,51119,10.9
603809,35.6711,1.187667327,78.0365,0.441976511,112.5268,0.332008908,149.8867,15.96
600703,690.9549,1.192354233,1514.8179,0.569519478,2377.5362,0.330878117,3164.2109,19.93
600007,158.6569,0.8590991,294.9589,0.617493149,477.094,0.330569448,634.8067,18.96
600835,238.9918,1.639024435,630.7052,0.65697191,1045.0608,0.330382405,1390.3305,19.37
300064,56.1568,0.680168742,94.3529,0.840072748,173.6162,0.330209969,230.946,15.54
600093,191.4121,1.023810929,387.3819,0.583382187,613.3736,0.329765089,815.6428,13.51
600230,424.8125,0.544403472,656.0819,0.470718214,964.9116,0.329699425,1283.0424,6.63
2317,110.7279,1.235569355,247.5399,0.276397058,315.9592,0.329668831,420.1211,17.09
300145,92.4507,1.699275398,249.5499,0.780836618,444.4076,0.329239869,590.7243,19.25
601788,587.2114,1.107397949,1237.4881,0.834098283,2269.6748,0.329031895,3016.4702,17.24
600515,25.4239,40.67827517,1059.6243,0.415871078,1500.2914,0.328579035,1993.2557,18.86
601000,337.6535,1.170767073,732.9671,0.503562438,1102.0618,0.327820273,1463.34,10.17
600398,1010.0032,0.856615207,1875.1873,0.339938149,2512.635,0.324853869,3328.8742,11.53
601066,1005.3907,0.845192819,1855.1397,0.635078318,3033.2987,0.323782587,4015.428,19.1
2620,32.2688,1.197952821,70.9253,0.412049015,100.15,0.323380929,132.5366,15.5
601137,54.9467,1.665415757,146.4558,0.578509694,231.1819,0.321691274,305.5511,19.01
600012,293.5458,0.786171017,524.323,0.575331237,825.9824,0.321266773,1091.3431,9.23
600352,501.1882,1.021516069,1013.16,0.848011568,1872.3314,0.321237683,2473.7948,9.32
2468,322.4803,1.314872878,746.5009,0.510257255,1127.4084,0.319695862,1487.8362,17.85
900,175.8999,1.313102509,406.8745,0.610983485,655.4681,0.319564293,864.9323,6.5
2191,175.6483,0.72549407,303.0801,0.436649255,435.4198,0.319212401,574.4112,13.37
600373,473.2518,0.679265668,794.7155,0.38603538,1101.5038,0.317963224,1451.7415,9.49
418,397.2034,0.841727689,731.5405,0.56248328,1143.0198,0.317923364,1506.4125,17.48
28,272.5643,1.040345342,556.1253,0.444104953,803.1033,0.317130561,1057.7919,16.41
600317,167.1399,0.523764822,254.6819,0.595637931,406.3801,0.316904543,535.1638,19.56
2462,71.0602,1.009773403,142.8149,0.403014671,200.3714,0.315764625,263.6416,14.3
601229,3874.419,1.012135755,7795.857,0.495355033,11657.574,0.314896135,15328.499,7.02
600056,329.717,0.979417197,652.6475,0.513371154,987.6979,0.314697946,1298.5244,11.5
600461,55.0712,1.266928994,124.8425,0.669745479,208.4552,0.314284796,273.9695,13.12
2136,31.9572,1.540282002,81.1803,0.53609558,124.7007,0.313298161,163.7692,18.3
425,201.8188,1.726742008,550.3078,0.413485326,777.852,0.312097546,1020.6177,14.3
600710,72.048,1.284907284,164.623,0.660168992,273.302,0.31027069,358.0996,18.97
603980,100.0392,1.036742597,203.7541,0.489075803,303.4053,0.30983704,397.4115,15.72
601607,999.3868,0.926303609,1925.1224,0.396587355,2688.6016,0.309470916,3520.6456,16.11
600551,115.971,0.320552552,153.1458,0.497742674,229.373,0.308751684,300.1923,9.39
601518,48.7295,1.558195754,124.6596,0.820245693,226.9111,0.307501925,296.6867,18.84
300132,11.4774,2.580776134,41.098,0.764171006,72.5039,0.306771084,94.746,18.82
300335,34.8413,1.52240301,87.8838,0.858203673,163.306,0.304435844,213.0222,12.98
2221,215.7362,1.255322936,486.5548,0.675298856,815.1247,0.304068077,1062.9781,11.72
600565,85.0927,0.303740509,110.9388,3.628989136,513.5345,0.303550005,669.4179,16.13
2601,585.1968,1.238447818,1309.9325,0.466286393,1920.7362,0.302841067,2502.414,11.73
600750,109.2066,0.927026389,210.444,0.525084583,320.9449,0.301770491,417.7966,16.06
822,275.6988,0.223289692,337.2595,0.560694954,526.3592,0.301751162,685.1887,10.42
600518,1067.7626,1.015003054,2151.5449,0.464518077,3150.9764,0.301477885,4100.9261,18.66
2067,129.8993,0.81705906,236.0347,1.077189922,490.2889,0.301457161,638.09,10.54
601009,2453.408,1.08058627,5104.527,0.456177232,7433.096,0.300692605,9668.173,5.68
300438,30.357,2.169341503,96.2117,1.009519632,193.3393,0.300286595,251.3965,18.04
600816,1020.1356,0.580198946,1612.0172,0.752641535,2825.2883,0.298349729,3668.2123,9.75
300251,185.0389,1.164706989,400.555,0.568762842,628.3758,0.297244261,815.1569,3.61
848,196.9693,0.155747114,227.6467,0.401619264,319.074,0.296244445,413.5979,18.7
2091,153.9487,1.395275179,368.7495,0.620998808,597.7425,0.295366818,774.2958,10.92
600000,14462,0.947517632,28165,0.487377951,41892,0.295187625,54258,5.22
601225,2673.7849,1.046838959,5472.8071,0.474259398,8068.3373,0.295111943,10449.4,6.7
601669,1705.9357,1.172109418,3705.479,0.535427323,5689.4937,0.294776177,7366.6209,11.31
2126,78.6608,1.121662887,166.8917,0.439470028,240.2356,0.294486329,310.9817,16.91
600919,2988.088,1.067136577,6176.786,0.487141695,9185.756,0.292762076,11874.997,5.62
928,101.7002,1.472942039,251.4987,0.285970067,323.4198,0.291692407,417.7589,14.52
600409,510.4879,0.88473145,962.1326,0.52149922,1463.884,0.29045546,1889.0771,10.18
601328,19323,1.017026342,38975,0.396254009,54419,0.290413275,70223,5.31
30,221.0649,1.051161446,453.4398,0.421484837,644.5578,0.290105558,831.5476,10.01
600908,238.059,1.191977619,521.82,0.4780614,771.282,0.289992506,994.948,10.47
2818,158.8131,1.124190007,337.3492,0.500719136,506.2664,0.286278924,651.1998,16.25
300094,18.3386,2.863795491,70.8566,0.58404016,112.2397,0.284149904,144.1326,13.57
952,24.4252,1.076453826,50.7178,0.617692408,82.0458,0.282352052,105.2116,9.39
600090,130.8669,0.875962524,245.5014,0.637754001,402.0709,0.280814652,514.9783,15.55
568,797.468,0.839626794,1467.0435,0.361510344,1997.3949,0.280640398,2557.9446,16.61
2048,188.9795,1.075631484,392.2518,0.590156884,623.7419,0.279783513,798.2546,18.55
603037,34.7459,0.942381691,67.4898,0.318756316,89.0026,0.279209821,113.853,13.98
601668,7083.478,1.54645091,18037.729,0.429347286,25782.179,0.277696466,32941.799,7.47
603298,118.1509,1.380523551,281.261,0.32274791,372.0374,0.275500528,474.5339,16.38
603358,77.6201,0.70526964,132.3632,0.340048442,177.3731,0.274780674,226.1118,13.64
600201,265.9831,0.456028221,387.2789,0.762577564,682.6091,0.274659831,870.0944,15.89
600475,145.8083,0.741419384,253.9134,0.232380016,312.9178,0.273787877,398.5909,9.92
300497,50.7497,0.992354635,101.1114,0.379167928,139.4496,0.273222727,177.5504,17.13
300072,436.7157,1.777517273,1212.9854,0.644622763,1994.9034,0.272819676,2539.1523,18.96
600856,138.3622,0.970155144,272.595,0.517778756,413.7389,0.270951076,525.8419,17.03
600612,310.8609,0.874125694,582.5924,0.539458805,896.877,0.266835921,1136.196,13.04
2142,2359.215,1.019947313,4765.49,0.546087391,7367.864,0.266794827,9333.572,7.83
937,284.9448,1.002303604,570.546,0.474689157,841.378,0.264997064,1064.3407,13.1
300401,20.5373,2.661089822,75.1889,0.37190197,103.1518,0.264188313,130.4033,18.09
869,516.6345,0.296988683,670.0691,0.218060197,816.1845,0.264046426,1031.6951,15.37
601088,12235,0.987331426,24315,0.466132017,35649,0.263345395,45037,7.86
601515,201.8329,0.762332603,355.6967,0.453715764,517.0819,0.261104285,652.0942,10.83
600452,55.2015,0.986177912,109.64,0.638085553,179.5997,0.260713687,226.4238,18.26
951,167.8096,1.853632927,478.867,0.487137765,712.1412,0.260397095,897.5807,10.75
601188,75.7614,1.392058489,181.2257,0.544623086,279.9254,0.260202182,352.7626,13.49
540,940.6819,0.513003386,1423.2549,0.163143721,1655.45,0.257391827,2081.5493,12.26
2238,52.7513,1.482139777,130.9361,0.430993439,187.3687,0.257280432,235.575,18.28
603900,110.1439,0.731307862,190.693,0.290326336,246.0562,0.256652342,309.2071,14.31
2083,130.283,0.870837331,243.7383,0.339980216,326.6045,0.255963099,410.2032,13.95
601398,75786,1.018776555,152995,0.490238243,227999,0.25460638,286049,6.39
959,496.5979,0.910791608,948.8951,0.857323428,1762.4051,0.254337666,2210.6511,11.51
600897,101.7456,1.173757882,221.1703,0.48411699,328.2426,0.251526767,410.8044,13.13
2183,185.8633,0.777142663,330.3056,0.441245622,476.0515,0.250360938,595.2362,15.98
600368,128.1265,0.797935634,230.3632,0.277252183,294.2319,0.249731249,367.7108,6.17
601222,133.1976,1.528137894,336.7419,0.631387422,549.3565,0.248773975,686.0221,15.13
600168,64.2138,1.576482002,165.4457,0.588761146,262.8537,0.247646885,327.9486,15.25
600827,360.5206,0.754812069,632.6459,0.074521466,679.7916,0.246040698,847.048,14.53
669,84.8342,1.035562309,172.6853,0.113921683,192.3579,0.245756998,239.6312,14.29
601677,73.2734,1.461776033,180.3827,0.566485034,282.5668,0.245603164,351.9661,11.37
723,307.7707,0.630784867,501.9078,0.703821499,855.1613,0.2452977,1064.9304,16.14
601368,66.2025,1.446907594,161.9914,0.731426483,280.4762,0.244494898,349.0512,17.97
600522,445.3798,1.134303801,950.5758,0.513618272,1438.8089,0.242947413,1788.3638,15.56
2496,148.2456,0.578734883,234.0405,0.403317375,328.4331,0.242509966,408.0814,7.5
36,758.4114,0.386840704,1051.7958,0.027749398,1080.9825,0.242504018,1343.1251,16.47
600557,86.8443,1.203738184,191.3821,0.572749489,300.9961,0.24181908,373.7827,19.04
600926,1310.175,0.931893831,2531.119,0.448268138,3665.739,0.241322691,4550.365,6.85
600327,99.9819,0.856744071,185.6408,0.133873049,210.4931,0.24119793,261.2636,7.16
600859,190.0944,1.676336073,508.7565,0.440928814,733.0819,0.241086842,909.8183,8.11
828,213.6115,1.160423479,461.4913,0.549019667,714.8591,0.240546424,886.8159,9.65
601818,8579,0.974472549,16939,0.501446366,25433,0.240317697,31545,5.32
600261,116.3821,0.996343939,232.3387,0.392801113,323.6016,0.239356975,401.0579,19.49
600377,878.6729,1.161965164,1899.6602,0.524482484,2895.9987,0.238903146,3587.8619,10.92
603798,47.3741,0.593186995,75.4758,0.279002011,96.5337,0.238289841,119.5367,13.9
600016,14199,0.978167477,28088,0.432747081,40243,0.237805333,49813,4.45
582,105.1974,1.80925194,295.526,0.481838146,437.9217,0.236151805,541.3377,18.47
603589,327.0254,0.608009653,525.86,0.713393679,901.0052,0.236022833,1113.663,19.03
2734,50.7172,0.557102916,78.9719,0.410156018,111.3627,0.233120246,137.3236,13.63
600790,90.7651,1.606836769,236.6098,0.304928198,308.7588,0.232649563,380.5914,14.57
300138,34.6914,1.263266977,78.5159,0.475862851,115.8787,0.232580276,142.8298,18.61
603979,52.5759,1.118501062,111.3821,0.496274536,166.6582,0.231261348,205.1998,17.9
2087,22.9584,4.975329291,137.184,0.730381823,237.3807,0.230843114,292.1784,15.23
2215,114.2041,1.055289609,234.7225,0.068032677,250.6913,0.230621485,308.5061,10.54
300214,9.514,2.818667227,36.3308,1.127173087,77.2819,0.230372183,95.0855,15.01
625,2401.3448,0.92414921,4620.5457,0.257556331,5810.5965,0.228313599,7137.2347,6.97
2429,142.8368,1.294905795,327.797,0.497548178,490.8918,0.228228909,602.9275,16.93
2345,93.0872,0.747244519,162.6461,0.424556752,231.6986,0.226786437,284.2447,19.8
2203,201.0132,1.001750134,402.3782,0.429349055,575.1389,0.2263681,705.332,14.42
600120,225.2631,0.699371091,382.8056,0.53512749,587.6554,0.224356655,719.4998,13.04
2206,79.2144,1.133273748,168.986,0.518885588,256.6704,0.222432739,313.7623,17.46
600829,66.0553,1.105779551,139.0979,0.49649132,208.1588,0.221163842,254.196,15.73
300041,46.2243,0.56929364,72.5395,0.248011084,90.5301,0.219142584,110.3691,15.55
600690,1738.7636,1.546101379,4427.0684,0.283549561,5682.3617,0.218822853,6925.7923,13.26
2712,53.2105,1.542678607,135.2972,0.403049731,189.8287,0.217353856,231.0887,15.59
300336,66.1192,1.22231364,146.9376,0.378912545,202.6141,0.216038272,246.3865,15.85
600887,1733.6533,0.940475123,3364.1111,0.467629086,4937.2673,0.215426376,6000.8849,19.13
600106,48.0415,2.658684679,175.7687,0.312933418,230.7726,0.214457869,280.2636,17.72
601166,16824,0.878328578,31601,0.492009747,47149,0.213175253,57200,4.54
2582,59.5192,0.154368674,68.7071,0.282455525,88.1138,0.213155034,106.8957,11.62
600231,166.6003,1.431549043,405.0968,1.458702216,996.0124,0.211629393,1206.7979,10.44
1,6214,1.020276794,12554,0.525649195,19153,0.210724169,23189,6.13
300184,40.5284,2.790707257,153.6313,0.741287745,267.5163,0.21046269,323.8185,15.69
2551,53.1232,0.793958195,95.3008,0.519628377,144.8218,0.209487798,175.1602,19.1
631,66.423,3.551211177,302.3051,1.094137677,633.0685,0.208463697,765.0403,5.53
601169,5445,1.034710744,11079,0.400487409,15516,0.207334365,18733,5.44
756,51.5504,1.071273938,106.775,0.626538984,173.6737,0.206814273,209.5919,17.32
600729,364.4397,0.280902986,466.8119,0.074742953,501.7028,0.206751886,605.4308,6.49
601288,55710,0.949255071,108593,0.473483558,160010,0.205937129,192962,5.42
600221,835.14,0.373821156,1147.333,1.403629984,2757.764,0.204942482,3322.947,7.66
2187,48.5651,1.010079254,97.6197,0.478996555,144.3792,0.204276655,173.8725,13.27
601939,70012,0.975932697,138339,0.454701856,201242,0.203844128,242264,5.94
601238,3828.5784,0.614855895,6182.6024,0.449570524,8962.1182,0.203534662,10786.2199,7
2603,219.4801,0.545860878,339.2857,0.324536519,449.3963,0.203181023,540.7051,13.32
601628,6149,0.990892828,12242,1.191226924,26825,0.202348555,32253,12.26
600322,54.5039,2.206924642,174.7899,0.038326585,181.489,0.201867882,218.1258,17.36
600269,435.7108,0.35319758,589.6028,0.386424725,817.4399,0.201587786,982.2258,11.01
703,450.1169,0.892949365,852.0485,0.585607157,1351.0142,0.200571837,1621.9896,13.37
300194,90.0584,1.01523789,181.4891,0.307436645,237.2855,0.200303853,284.8147,15.39
761,302.6533,0.730150307,523.6357,1.548141771,1334.298,0.199215018,1600.1102,11.96
600143,127.12,0.883832599,239.4728,0.91175574,457.8135,0.196859857,547.9386,18.48
600668,112.2005,1.143802389,240.5357,0.211498335,291.4086,0.195895729,348.4943,10.06
600323,131.7218,1.386002924,314.2886,0.736123105,545.6437,0.195352022,652.2363,9.69
2237,70.4503,1.80266798,197.4488,0.531869528,302.4658,0.193378888,360.9563,17.74
600036,19977,0.965209991,39259,0.497873099,58805,0.192925772,70150,7.89
600035,173.1835,0.882723816,326.0567,0.481337142,482.9999,0.191931096,575.7026,8.45
2541,47.941,1.317813563,111.1183,0.585852195,176.2172,0.188949206,209.5133,19.3
601006,3161.2006,1.411295126,7622.5876,0.474204232,11237.2509,0.187969924,13349.5161,8.12
2304,2742.957,0.424834768,3908.2605,0.428170435,5581.6621,0.187311213,6627.17,13.91
600755,427.2214,0.846116791,788.7006,1.036931251,1606.5289,0.187217547,1907.2993,6.41
887,313.3151,0.991744732,624.0437,0.524174669,951.1516,0.185347215,1127.4449,11.53
600895,241.9456,0.283266569,310.4807,0.270771098,394.5499,0.185005243,467.5437,17.02
600499,176.2581,0.577606362,278.0659,0.454903316,404.559,0.183736612,478.8913,13.73
600761,103.6444,1.159621745,223.8327,0.539852309,344.6693,0.183486606,407.9115,13.43
600089,614.4391,1.217248381,1362.3641,0.362187685,1855.7956,0.183191888,2195.7623,12.8
600642,505.9347,0.913010711,967.8585,0.517811436,1469.0267,0.182850523,1737.639,17.88
603323,170.231,1.571582144,437.763,0.412990591,618.555,0.1819725,731.115,12.41
429,286.7192,2.114015385,892.848,0.430958909,1277.6288,0.181816189,1509.9224,11.51
603001,113.9204,0.536261284,175.0115,0.096208535,191.8491,0.180448071,226.4679,9.83
600415,680.4218,0.521525031,1035.2788,0.194785598,1236.9362,0.179821967,1459.3645,8.24
603599,71.8168,1.2119518,158.8553,0.799982122,285.9367,0.179376065,337.2269,14.5
600422,94.4419,1.282015715,215.5179,0.300380154,280.2552,0.177842909,330.0966,18.66
601881,1117.3416,0.890390817,2112.2123,0.601846841,3383.4406,0.17653326,3980.7304,19.64
876,638.932,0.770331272,1131.1213,0.714770379,1939.6133,0.1754923,2280.0005,11.38
2092,697.5218,0.783973203,1244.3602,0.643710157,2045.3675,0.174515582,2402.316,12.11
600757,139.6787,1.725870874,380.7461,0.372041368,522.3994,0.1741319,613.3658,9.77
2002,304.1976,0.659957869,504.9552,0.696132449,856.4709,0.173283179,1004.8829,9.41
2344,88.7284,1.35426763,208.8904,0.229265203,256.7817,0.173223403,301.2623,14.08
600390,435.5253,1.29172955,998.1062,1.115282121,2111.2762,0.173055899,2476.645,13.88
600809,467.7106,0.286444438,601.6837,0.338794453,805.5308,0.172024335,944.1017,18.59
300307,69.5028,1.489600419,173.0342,0.177201386,203.6961,0.171919835,238.7155,15.43
600572,188.9848,1.034898574,384.5649,0.578767589,607.1386,0.171258424,711.1162,17.7
725,2413.0157,0.783082307,4302.6056,0.505057122,6475.6672,0.168633635,7567.6825,16.2
733,85.5186,0.675091734,143.2515,0.216921987,174.3259,0.168081737,203.6269,18.44
600901,297.7026,0.959709791,583.4107,0.485419448,866.6096,0.166187289,1010.6291,17.63
600742,149.8477,0.94496679,291.4488,0.380248949,402.2719,0.162674052,467.7111,12.24
600062,234.8409,1.217706115,520.8081,0.391828199,724.8754,0.162423915,842.6125,16.62
600403,151.3597,0.914168038,289.7279,0.428063711,413.7499,0.16106735,480.3915,8.72
600971,287.6308,1.195066036,631.3686,0.507461885,951.7641,0.160738359,1104.7491,8.25
600031,745.704,0.555724523,1160.11,0.553893165,1802.687,0.160630215,2092.253,11.93
600160,184.0221,1.858364838,526.0023,0.535576746,807.7169,0.158154051,935.4606,12.71
600420,159.5469,1.239248146,357.2651,0.248332401,445.9856,0.156545413,515.8026,15.95
2501,104.8303,1.986468607,313.0724,0.445112057,452.4247,0.156326567,523.1507,14.96
601018,681.854,1.019338451,1376.894,0.682226083,2316.247,0.155599554,2676.654,18.96
921,256.2581,1.622742071,672.0989,1.573499525,1729.6462,0.154877859,1997.5301,10.59
528,108.45,1.24608391,243.5878,0.14801316,279.642,0.15479792,322.93,11.26
603369,385.3397,0.685087729,649.3312,0.194798125,775.8197,0.154748842,895.8769,12.78
2534,97.1685,1.224710683,216.1718,0.672564599,361.5613,0.154251852,417.3328,16.73
333,4352.587,1.483884182,10811.322,0.387265591,14998.175,0.15238614,17283.689,15
2533,22.9596,1.784782836,63.9375,0.689517107,108.0235,0.149842395,124.21,19.04
2661,35.084,0.916144111,67.226,0.459158659,98.0934,0.148652203,112.6752,15.94
731,32.6676,1.61197027,85.3268,0.588105964,135.508,0.148296042,155.6033,18.76
2182,61.0228,0.568312172,95.7028,0.409016246,134.8468,0.148131806,154.8219,17.98
902,223.625,0.925006596,430.4796,0.378105025,593.2461,0.146489964,680.1507,10.13
600674,807.2096,0.523393057,1229.6975,1.323847532,2857.6295,0.142462765,3264.7353,11.73
983,464.938,0.973107167,917.3725,0.497249809,1373.5358,0.142384276,1569.1057,10.53
600285,68.6796,0.951100472,134.0008,0.420653459,190.3687,0.140482653,217.1122,19.16
600480,96.3865,1.434263097,234.6301,0.238040644,290.4816,0.139616416,331.0376,16.77
2726,77.3197,0.722673523,133.1966,0.239398753,165.0837,0.13954921,188.121,18.09
603113,210.3987,0.729785403,363.9446,0.644507983,598.5098,0.134129967,678.7879,9.88
2503,142.0319,1.542021898,361.0482,0.498311583,540.9627,0.132848531,612.8288,17.71
2556,41.5821,1.194165278,91.238,0.329025187,121.2576,0.126689791,136.6197,19.26
915,86.5311,0.695717493,146.7323,0.473688479,216.2377,0.12469241,243.2009,14.37
601326,286.6839,1.152331191,617.0387,0.389419821,857.3258,0.123226199,962.9708,16.21
2042,166.1946,1.640180247,438.7837,0.378527507,604.8754,0.119860718,677.3762,11.59
601139,222.118,1.575409467,572.0448,0.385844256,792.765,0.118712859,886.8764,17.8
600033,215.022,0.925872701,414.105,0.424286111,589.804,0.11256197,656.1935,11.39
600081,38.0596,1.167150995,82.4809,0.522019037,125.5375,0.10914428,139.2392,16.28
603188,178.7702,0.775515718,317.4093,0.426381017,452.7466,0.105934092,500.7079,14.01
600328,56.3413,1.063757847,116.2748,0.644222996,191.1817,0.100936439,210.4789,11.24
600240,126.1727,5.673887457,842.0624,0.077271233,907.1296,0.100403515,998.2086,15.38
2709,63.9555,1.764136001,176.7817,0.571642314,277.8376,0.096792515,304.7302,6.67
600017,107.3327,1.11597025,227.1128,0.481226069,336.4054,0.096521043,368.8756,15
601985,1214.8267,1.09518831,2545.2907,0.612430046,4104.1032,0.095906896,4497.715,18.33
600684,115.8865,0.982936753,229.7956,0.429065657,328.393,0.095587299,359.7832,6.96
600886,930.0071,0.387118442,1290.03,1.2889539,2952.8192,0.094648802,3232.3,13.39
603101,33.001,0.954434714,64.4983,0.45884,94.0927,0.085568806,102.1441,16.44
603103,115.2117,0.743237015,200.8413,0.519029204,305.0838,0.083440353,330.5401,18.99
2701,162.5537,1.548956437,414.3423,0.573728533,652.0623,0.079433821,703.8581,15.06
600020,452.6668,0.715142794,776.3882,0.399990494,1086.9361,0.079095726,1172.9081,7.69
601801,625.056,0.327530173,829.7807,0.249494836,1036.8067,0.077034996,1116.6771,5.95
550,228.6077,1.418567266,552.9031,0.163912628,643.5309,0.07366748,690.9382,16.65
50,225.1393,0.988714098,447.7377,0.682660183,753.3904,0.07142897,807.2043,18.78
600978,160.3021,1.929819385,469.6562,0.496692048,702.9307,0.070906705,752.7732,13.46
601908,2.294,78.35418483,182.0385,1.003583308,364.7293,0.069646722,390.1315,14.42
2550,70.4164,1.044952596,143.9982,0.190131543,171.3768,0.067851074,183.0049,19.91
601336,1837,0.762112139,3237,0.557615076,5042,0.067631892,5383,14.74
883,441.2799,2.044614087,1343.527,0.515725996,2036.4188,0.067167913,2173.2008,9.8
300208,119.5722,1.095364976,250.5474,0.249806623,313.1358,0.067091977,334.1447,17.84
601200,154.2445,0.941500021,299.4657,0.583302862,474.1449,0.067073589,505.9475,19.06
600628,270.1418,0.340495251,362.1238,0.160225315,420.1452,0.067000408,448.2951,9.33
603885,420.3966,0.486566257,624.9474,0.990312465,1243.8406,0.065756496,1325.6312,14.76
2009,27.4966,0.89340864,52.0623,0.527984741,79.5504,0.065568495,84.7664,14.45
600641,117.3552,12.44163446,1577.4457,0.01176966,1596.0117,0.06446964,1698.906,4.29
603555,83.3658,0.558629558,129.9364,0.138227625,147.8972,0.063628656,157.3077,17.95
2441,83.4552,0.549004735,129.2725,0.465590903,189.4606,0.058916735,200.623,16.51
600075,157.0937,1.186425044,343.4736,0.487231624,510.8248,0.055191917,539.0182,10.24
600123,223.8598,1.281366284,510.7062,0.452873492,741.9915,0.053381744,781.6003,9.82
600380,191.5919,0.707110791,327.0686,5.192902345,2025.5039,0.053091233,2133.0404,19.68
603168,50.0632,0.66182745,83.1964,0.681309528,139.8789,0.046307913,146.3564,17.57
735,86.1053,0.514422457,130.3998,0.13728472,148.3017,0.031446032,152.9652,10.55
926,283.4921,0.631402074,462.4896,0.773408094,820.1828,0.030691451,845.3554,7.42
300039,90.6949,1.144697221,194.5131,0.359921774,264.5226,0.029419414,272.3047,15.47
600717,276.8259,1.029825244,561.9082,0.424474852,800.4241,0.029299967,823.8765,14.06
601,123.6929,1.60446315,322.1536,0.349142459,434.6311,0.025591358,445.7539,13.63
600598,243.088,1.156730073,524.2752,0.451702655,761.0917,0.024824341,779.9853,14.61
2277,164.698,0.63047153,268.5354,0.122645283,301.47,0.020821309,307.747,8.71
600335,163.3385,2.081369059,503.3062,0.305125985,656.878,0.020679487,670.4619,13.3
885,0.2193,578.2891017,127.0381,3.661774696,592.223,0.017945605,602.8508,10.92
600362,541.2509,0.533877911,830.2128,0.903924994,1580.6629,0.014832321,1604.1078,17.43
603167,149.7326,0.59119123,238.2532,0.503726288,358.2676,0.012293325,362.6719,7.41
600350,574.4387,1.214782535,1272.2568,1.091374084,2660.7649,-0.006232381,2644.182,10.2
601101,310.7873,0.54562976,480.3621,0.310037574,629.2924,-0.006934614,624.9285,7.05
601898,1170.967,0.448492571,1696.137,0.434112928,2432.452,-0.007410629,2414.426,11.7
600393,725.1229,0.2574456,911.8026,0.307337904,1192.0341,-0.020281467,1167.8579,12.74
2763,100.1754,0.771192329,177.4299,0.279674395,227.0525,-0.020849363,222.3186,10.15
600758,368.9003,0.220760731,450.339,0.056925783,475.9749,-0.023778355,464.657,16.74
601107,278.4162,1.098199386,584.1727,0.56589892,914.7554,-0.028771298,888.4367,6.99
600824,50.4235,0.9783117,99.7534,0.448696486,144.5124,-0.030493577,140.1057,19.21
553,58.7167,1.881486868,169.1914,8.453872951,1599.514,-0.03353206,1545.879,4.51
600291,2117.8868,0.112290799,2355.706,0.055611227,2486.7097,-0.036844711,2395.0876,18.28
300148,58.8326,0.872087924,110.1398,0.264221471,139.2411,-0.037520531,134.0167,16.78
600810,46.3065,0.084167449,50.204,0.39133336,69.8505,-0.039082039,67.1206,19.34
919,43.0303,1.337678334,100.591,0.42246523,143.0872,-0.041657814,137.1265,19.98
300146,283.1985,1.056043729,582.2685,0.379487814,803.2323,-0.046034877,766.2556,18.02
300272,11.4051,2.406940755,38.8565,0.591985897,61.859,-0.062220534,58.0101,3.12
600073,184.8449,0.508452762,278.8298,0.074391259,299.5723,-0.064015932,280.3949,9.68
600251,54.8848,0.403898711,77.0527,0.183471832,91.1897,-0.067072268,85.0734,15.67
18,99.0296,1.712385994,268.6065,0.528111941,410.4608,-0.073989526,380.091,6.66
600795,1023.6569,0.731563085,1772.5265,0.371614754,2431.2235,-0.085545899,2223.2423,11.35
601001,18.1597,32.0272086,599.7642,0.09290968,655.4881,-0.085917044,599.1705,17.03
2514,22.8268,0.803310144,41.1638,0.06039044,43.6497,-0.09076351,39.6879,15
2357,44.1511,0.442648088,63.6945,0.816032781,115.6713,-0.107866861,103.1942,17.03
601717,74.1934,1.197366612,163.0301,0.95766794,319.1588,-0.10937502,284.2508,16.42
601111,1466.4,1.268426077,3326.42,1.488713993,8278.508,-0.125408588,7240.312,10.71
600785,71.9084,0.510645488,108.6281,0.1271485,122.44,-0.126471741,106.9548,11.07
417,112.1104,0.574218806,176.4863,0.43268741,252.8497,-0.157016995,213.148,9.93
600029,1550,0.785806452,2768,1.546965318,7050,-0.161134752,5914,7.03
600508,166.0848,1.284039238,379.3442,0.639252162,621.8408,-0.16554028,518.9011,5.76
600865,15.2057,1.309305063,35.1146,0.655604791,58.1359,-0.167996023,48.3693,18.96
601168,40.0177,5.498132077,260.0403,0.223519585,318.1644,-0.180776039,260.6479,13.63
600115,2818,0.542583392,4347,0.820795951,7915,-0.197473152,6352,10.71
2470,415.2327,0.913221189,794.432,0.142587408,907.708,-0.211751576,715.4994,10.47
600706,28.944,0.751502902,50.6955,0.570924441,79.6388,-0.216095672,62.4292,18.15
2711,47.6643,3.959892414,236.4098,0.184285085,279.9766,-0.249656578,210.0786,7.67
2397,36.125,0.940071972,70.0851,0.026417883,71.9366,-0.287376662,51.2637,18.89
600,225.247,0.039735934,234.1974,0.014219628,237.5276,-0.291079016,168.3883,13.07
600995,94.8077,1.101947416,199.2808,0.115926873,222.3828,-0.295375811,156.6963,5.02
