code,net2017_1,net2017_2,net2017_3,net2017_4,net2018_1,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
000965,176.6344,173.7116,165.3032,410.8596,234.8146,天保基建,区域地产,天津,5.29,11.1,11.1,1001950.13,847531.63,10359.82,193274.45,1.74,0.212,4.83,0.93,20000406,228135.16,2.06,101.27,32.94,57.61,24.7,56219.0
603316,15.8299,33.5317,,68.488,13.7837,诚邦股份,建筑施工,浙江,35.51,1.05,2.03,131678.59,114790.85,772.25,33439.01,1.64,0.068,4.0,2.41,20170619,24987.98,1.23,8.07,-12.93,24.55,10.0,14623.0
300543,22.8089,40.5593,64.4858,80.1714,6.6251,朗科智能,电气设备,深圳,89.79,0.43,1.2,106367.32,84487.81,17894.78,27025.15,2.25,0.055,5.51,3.6,20160908,23677.98,1.97,-3.94,-70.95,15.58,2.87,16514.0
002534,97.1685,216.1718,361.5613,417.3328,76.9088,杭锅股份,专用机械,浙江,16.73,7.28,7.39,802209.5,541738.0,138362.5,82130.31,1.11,0.11,4.14,1.68,20110110,132374.5,1.79,-32.5,-20.85,24.18,10.91,21230.0
002737,98.351,191.5687,245.8659,423.9966,146.499,葵花药业,中成药,黑龙江,21.23,5.17,5.84,463521.06,281983.25,118206.82,119421.92,2.04,0.251,5.4,3.94,20141230,145776.48,2.5,30.58,48.96,59.81,13.43,27920.0
601668,7083.478,18037.729,25782.179,32941.799,8144.599,中国建筑,建筑施工,北京,7.47,416.24,419.85,162046896.0,118397296.0,3378583.5,2488328.25,0.59,0.19399999999999998,5.43,1.07,20090729,14624667.0,3.48,15.05,14.98,8.87,3.01,588040.0
000338,1179.9341,2650.0427,4603.1534,6808.3425,1919.6345,潍柴动力,汽车配件,山东,8.88,43.15,79.97,19623510.0,10824710.0,2655557.5,13597.73,0.02,0.24,4.65,1.84,20070430,3002731.75,3.75,12.07,62.69,23.09,4.9,191744.0
600739,695.3548,867.8645,1232.8495,1446.168,146.3839,辽宁成大,商贸代理,辽宁,38.4,15.3,15.3,3717544.75,771216.0,314043.44,640730.75,4.19,0.096,13.18,1.12,19960819,1115694.5,7.29,28.92,-78.95,10.69,3.46,72494.0
300406,51.5538,108.7224,181.8295,273.1514,57.9043,九强生物,生物制药,北京,27.54,3.3,5.02,173112.23,122869.11,16674.6,5490.58,0.11,0.115,3.12,4.08,20141030,92164.31,1.84,16.77,12.32,68.95,35.47,16939.0
603968,46.9605,76.3131,106.3587,160.7909,48.006,醋化股份,化工原料,江苏,19.77,2.04,2.04,196316.92,117460.86,59562.73,39697.4,1.94,0.235,6.75,2.75,20150518,64101.95,3.13,21.6,2.23,19.87,9.34,14535.0
002562,65.5375,154.4685,250.757,403.0427,72.4037,兄弟科技,化工原料,浙江,16.92,4.96,8.66,360727.38,195162.69,127994.72,85160.3,0.98,0.08,2.72,2.08,20110310,77019.0,0.89,46.41,10.48,42.28,17.3,25967.0
603298,118.1509,281.26099999999997,372.0374,474.5339,120.0517,杭叉集团,专用机械,浙江,16.38,1.71,6.19,592792.44,448958.56,92901.53,95964.15,1.55,0.19399999999999998,5.84,2.18,20161227,174975.0,2.83,15.84,1.61,19.76,6.47,30000.0
600120,225.2631,382.8056,587.6554,719.4998,228.7383,浙江东方,商贸代理,浙江,13.04,6.65,8.74,1919350.25,858494.88,10183.73,213343.41,2.44,0.262,11.67,1.17,19971201,421247.09,4.82,73.84,-6.2,1.18,13.47,42702.0
000661,143.7231,284.0405,487.0033,661.9488,210.2157,长春高新,生物制药,吉林,41.68,1.7,1.7,780221.13,564227.38,110704.1,196590.0,11.56,1.236,26.45,7.79,19961218,201930.95,11.87,39.27,46.26,89.37,20.38,17024.0
300246,17.1074,38.2921,56.0556,57.5473,18.8305,宝莱特,医疗保健,广东,27.56,1.08,1.46,85807.78,48915.55,9431.8,8212.57,0.56,0.129,3.59,3.96,20110719,26854.03,1.84,17.74,10.07,37.35,10.17,18702.0
300507,28.9031,52.1986,73.2039,101.1326,30.3468,苏奥传感,汽车配件,江苏,24.93,0.57,1.22,105018.9,81938.05,11798.44,30425.4,2.49,0.25,7.49,3.31,20160429,42996.1,3.52,6.71,4.99,31.94,18.36,14413.0
600020,452.6668,776.3882,1086.9361,1172.9081,278.4192,中原高速,路桥,河南,7.69,22.47,22.47,5475613.0,807908.44,1754734.63,177405.41,0.79,0.124,4.53,0.84,20030808,444956.34,1.98,-40.18,-38.49,53.33,21.95,98543.0
600518,1067.7626,2151.5449,3150.9764,4100.9261,1423.0853,康美药业,中成药,广东,18.66,44.03,49.74,7219487.0,5980475.0,609806.5,1166090.38,2.34,0.28600000000000003,6.14,3.48,20010319,1240834.38,2.49,27.68,33.28,29.19,15.58,101610.0
300436,20.3994,27.2599,29.4278,33.5653,12.0892,广生堂,化学制药,福建,78.26,1.12,1.41,74139.11,38329.34,11061.91,23486.65,1.66,0.086,4.0,6.69,20150422,20388.97,1.44,5.58,-40.74,85.5,13.85,18169.0
000524,33.8552,80.5557,141.1841,177.3593,38.1599,岭南控股,酒店餐饮,广东,37.1,2.72,6.7,435906.5,142642.06,55606.71,121464.77,1.81,0.057,3.86,2.19,19931118,47391.17,0.71,10.2,12.71,15.96,2.39,25973.0
600261,116.3821,232.3387,323.6016,401.0579,70.9789,阳光照明,家用电器,浙江,19.49,14.52,14.52,616547.06,416033.38,117456.52,26291.5,0.18,0.049,2.34,1.63,20000720,136825.23,0.94,24.06,-39.01,21.68,5.01,56088.0
603758,60.6941,119.6898,156.1169,188.0611,2.3145,秦安股份,汽车配件,重庆,0.0,1.33,4.39,251656.27,122923.86,91246.63,73118.68,1.67,-0.017,5.46,1.47,20170517,112029.27,2.55,-42.23,-106.17,8.1,-1.91,20978.0
000692,51.8306,3.7716,-115.0982,-66.5971,-63.0013,惠天热电,供气供热,辽宁,0.0,5.33,5.33,520502.19,167426.47,272294.44,37922.65,0.71,-0.11800000000000001,2.37,1.38,19970227,19796.36,0.37,4.5,-221.55,-0.48,-6.61,39853.0
600217,37.5582,103.8447,149.2602,217.5861,58.6545,中再资环,环境保护,陕西,36.28,13.19,13.89,461018.31,380921.13,46306.92,1549.71,0.01,0.042,1.25,4.89,19991216,78363.06,0.56,34.71,53.06,45.89,12.82,36658.0
002048,188.9795,392.2518,623.7419,798.2546,102.7227,宁波华翔,汽车配件,浙江,18.55,4.61,6.26,1476204.13,780618.44,255470.27,269668.91,4.31,0.16399999999999998,12.47,0.98,20050603,355025.44,5.67,-11.93,-45.64,19.86,3.19,35422.0
600919,2988.0879999999997,6176.786,9185.756,11874.997,,江苏银行,银行,江苏,5.62,60.08,115.44,179764048.0,0.0,540785.31,1607527.75,1.39,0.28600000000000003,8.2,0.78,20160802,3244989.75,2.81,0.9,10.32,0.0,38.28,210342.0
300547,22.2244,46.2022,73.7919,114.2761,27.3652,川环科技,橡胶,四川,23.68,0.62,1.23,94695.06,74996.56,14593.25,32816.8,2.66,0.48,5.74,3.97,20160930,28229.73,2.29,8.54,28.37,35.34,17.98,16096.0
603359,44.3976,101.3009,174.3068,242.8132,73.2639,东珠生态,建筑施工,江苏,24.59,0.8,3.19,408185.75,347450.25,2141.09,115143.05,3.61,0.23,7.76,2.91,20170901,99566.81,3.12,51.92,65.02,28.35,20.17,22871.0
603158,31.8908,66.042,92.4864,130.8177,24.9689,腾龙股份,汽车配件,江苏,38.65,2.17,2.19,157275.13,86875.34,37220.48,28977.65,1.33,0.12,4.68,3.77,20150320,50555.1,2.31,15.63,-21.71,29.28,9.67,8142.0
300124,172.4517,428.7312,723.1969,1060.0418,196.4994,汇川技术,电器仪表,深圳,56.51,12.28,16.64,917187.38,690387.56,73222.68,135652.48,0.82,0.11800000000000001,3.43,7.77,20100928,265507.59,1.6,24.73,13.94,45.54,20.15,27862.0
601678,176.1457,361.5981,559.6209,825.7613,265.4958,滨化股份,化工原料,山东,8.59,15.44,15.44,1057409.13,242296.55,430595.19,127384.57,0.82,0.172,3.7,1.6,20100223,272725.34,1.77,11.96,50.72,29.46,14.86,44310.0
300548,20.1157,42.0148,58.3878,79.8003,14.0431,博创科技,元器件,浙江,50.47,0.34,0.83,69711.28,53874.01,9504.23,22474.92,2.72,0.17,7.65,4.49,20161012,28342.85,3.43,-18.0,-30.19,30.38,19.38,13205.0
600185,262.2708,276.8887,416.4965,624.3232,214.5972,格力地产,区域地产,广东,11.3,20.6,20.6,2768777.25,2477841.75,18500.11,100395.22,0.49,0.1,3.8,1.24,19990611,444655.5,2.16,-24.35,-18.18,45.94,24.95,54131.0
603701,19.7525,40.5109,59.3463,80.6868,19.4547,德宏股份,汽车配件,浙江,24.48,0.71,1.46,84061.5,55795.28,20174.2,24683.59,1.69,0.133,4.19,3.11,20160412,22934.2,1.57,1.47,-1.51,32.24,16.0,12325.0
603089,23.0921,45.5743,62.019,72.0042,2.1084,正裕工业,汽车配件,浙江,250.95,0.31,1.07,100282.71,71220.43,15795.25,34444.89,3.23,0.02,6.68,2.97,20170126,22315.82,2.09,7.25,-90.87,19.6,1.05,11103.0
000759,107.4393,,129.6868,67.6462,18.1355,中百集团,超市连锁,湖北,68.44,6.81,6.81,840596.88,357435.72,354806.63,108055.47,1.59,0.027000000000000003,4.43,1.65,19970519,88282.97,1.3,1.21,-83.12,21.26,0.42,31643.0
603421,69.6981,117.1106,231.7978,301.7952,30.3208,鼎信通讯,通信设备,山东,69.8,0.46,4.43,259744.8,147623.34,12683.83,65688.55,1.48,0.068,4.87,3.92,20161011,102280.63,2.31,39.65,-56.5,50.77,11.14,17941.0
300360,46.7593,80.1511,119.9204,157.308,36.3416,炬华科技,电器仪表,浙江,21.73,2.75,4.1,252890.05,219459.59,6293.76,63695.43,1.55,0.08900000000000001,5.1,1.51,20140121,91847.38,2.24,-18.49,-22.28,34.62,18.8,19268.0
600029,1550.0,2768.0,7050.0,5914.0,2544.0,南方航空,空运,广东,7.03,70.23,100.88,22002500.0,1723900.0,15905501.0,1511500.0,1.5,0.252,5.24,1.35,20030725,2481700.0,2.46,10.11,64.13,14.47,7.46,205427.0
002462,71.0602,142.8149,200.3714,263.6416,87.7843,嘉事堂,医药商业,北京,14.3,2.49,2.51,1066170.75,948198.5,33555.35,73715.96,2.94,0.74,9.4,2.25,20100818,124296.02,4.96,30.36,29.82,9.93,2.18,18455.0
601899,1005.6335,1505.3994,2214.1833,3507.7176,1085.3626,紫金矿业,黄金,福建,18.78,168.76,230.31,9096529.0,2977029.0,2912031.0,1110920.75,0.48,0.047,1.52,2.33,20080425,2128012.5,0.92,23.87,7.93,15.36,4.75,769472.0
300463,80.5908,192.8068,298.2284,374.1322,100.3438,迈克生物,医疗保健,四川,33.6,3.67,5.58,373639.5,237791.66,84878.25,53052.23,0.95,0.18,4.43,5.46,20150528,139802.7,2.51,42.9,24.51,52.95,19.34,18720.0
002899,15.4641,,60.6175,83.17,5.9898,英派斯,文教休闲,山东,109.94,0.3,1.2,120439.52,90348.06,18197.43,62523.36,5.21,0.05,7.98,2.75,20170915,18716.98,1.56,11.45,-61.27,27.74,3.44,18153.0
300204,68.0584,142.5628,224.0036,263.0268,55.5773,舒泰神,生物制药,北京,23.19,4.67,4.77,260249.47,176093.56,23331.53,53460.07,1.12,0.11,4.47,2.42,20110415,83429.63,1.75,-17.17,-18.34,92.25,20.34,18852.0
002677,41.2147,99.1634,180.6966,305.1921,61.7155,浙江美大,家用电器,浙江,37.47,2.83,6.46,156385.41,84766.88,33855.55,10122.67,0.16,0.23,1.79,9.46,20120525,31485.48,0.49,50.79,47.03,51.2,25.92,15092.0
601566,159.1222,224.2635,343.2364,494.0637,193.1316,九牧王,服饰,福建,10.54,5.75,5.75,623503.06,275572.53,42325.09,257579.72,4.48,0.336,9.2,1.54,20110530,107533.86,1.87,12.47,21.37,58.23,25.86,18514.0
300606,14.3221,25.941,43.0007,54.964,15.7737,金太阳,矿物制品,广东,34.41,0.33,0.89,60641.01,42412.4,14203.55,17094.14,1.92,0.177,5.31,4.58,20170208,19175.85,2.15,53.27,10.14,35.62,18.5,7076.0
300100,89.8288,172.5755,223.9099,182.1687,45.9739,双林股份,汽车服务,浙江,26.31,3.86,4.66,651596.81,318414.72,142906.61,106754.27,2.29,0.12,6.99,1.49,20100806,111801.2,2.4,15.67,-48.82,20.32,4.35,25480.0
002823,35.7125,74.7727,114.56200000000001,152.5125,36.7303,凯中精密,机械基件,深圳,25.17,1.0,2.91,201425.05,95326.25,44276.51,39994.18,1.37,0.13,4.04,3.14,20161124,47837.03,1.64,8.73,2.85,29.49,10.37,22171.0
600009,791.4235,1695.7994,2692.1225,3683.4085,1017.9121,上海机场,机场,上海,28.52,10.93,19.27,2835564.25,961911.31,886662.0,257549.8,1.34,0.528,13.57,4.44,19980218,2033787.0,10.55,20.35,28.62,50.68,44.63,30840.0
600600,579.312,1148.468,1869.4887,1263.0172,667.1581,青岛啤酒,啤酒,山东,22.46,6.96,13.51,3269860.25,1589740.13,1081916.38,344418.47,2.55,0.494,13.19,3.36,19930827,1147005.88,8.49,3.01,15.16,40.1,9.2,33320.0
002606,29.7352,38.8635,59.5575,59.3123,,大连电瓷,电气设备,辽宁,57.39,4.02,4.07,141820.05,85275.03,37105.3,12406.67,0.3,0.021,2.22,2.17,20110805,33439.37,0.82,-8.67,-71.16,28.8,4.59,48023.0
002793,24.6601,64.9688,92.9857,115.8517,20.1647,东音股份,专用机械,浙江,33.8,0.64,2.0,89447.46,44965.37,20247.95,21034.36,1.05,0.10099999999999999,3.77,3.61,20160415,29594.24,1.48,3.11,-18.23,28.09,10.29,18902.0
300286,19.965,48.21,77.9011,94.5836,21.1745,安科瑞,电器仪表,上海,23.74,1.64,2.17,90393.38,63926.63,18021.17,21767.06,1.0,0.098,3.2,2.89,20120113,31178.25,1.44,18.35,6.06,54.07,21.96,10773.0
300298,44.9255,93.5721,209.8576,257.9719,83.2894,三诺生物,医疗保健,湖南,28.91,3.7,5.65,284363.0,158002.8,27852.6,129413.97,2.29,0.147,4.39,3.88,20120319,55890.36,0.99,33.96,85.39,62.98,26.58,10298.0
603010,37.1646,69.081,100.0917,91.0698,5.1363,万盛股份,化工原料,浙江,192.42,2.2,2.5,180940.88,71293.68,44761.55,48557.96,1.94,0.021,4.42,3.58,20141010,33026.0,1.32,-15.48,-86.18,17.73,1.82,10358.0
300600,29.0923,58.2899,85.4392,107.7748,23.875999999999998,瑞特股份,电气设备,江苏,36.0,0.66,1.6,107182.27,73193.78,16783.22,38101.45,2.38,0.149,5.69,3.77,20170125,38480.96,2.41,-17.37,-17.93,47.78,26.88,9711.0
601006,3161.2006,7622.5876,11237.2509,13349.5161,4096.5955,大秦铁路,铁路,山西,8.12,148.67,148.67,13152672.0,2614803.5,7189157.0,2471937.75,1.66,0.276,6.96,1.29,20060801,5238974.0,3.52,44.35,29.59,26.19,22.79,149498.0
600062,234.8409,520.8081,724.8754,842.6125,300.4451,华润双鹤,化学制药,北京,16.62,6.86,8.69,995551.19,531440.0,228591.22,65991.21,0.76,0.34600000000000003,8.92,2.58,19970522,581783.81,6.69,39.9,27.94,64.36,14.05,22654.0
603086,24.6877,54.1733,78.3279,110.1065,28.8576,先达股份,农药化肥,山东,23.08,0.73,1.12,142087.42,119253.63,17584.5,47702.15,4.26,0.258,10.28,2.31,20170511,50576.94,4.52,10.63,16.89,29.52,9.25,8403.0
300457,37.5101,114.3276,140.4715,220.9164,60.1744,赢合科技,专用机械,深圳,37.41,1.88,3.76,366251.75,262434.19,37080.65,51785.35,1.38,0.19,4.18,5.72,20150514,52841.38,1.4,59.17,60.42,37.42,15.61,18177.0
002345,93.0872,162.6461,231.6986,284.2447,93.2803,潮宏基,服饰,广东,19.8,8.78,9.05,549591.19,317042.25,23423.49,142804.92,1.58,0.10300000000000001,3.89,2.1,20100128,106004.01,1.17,0.79,0.21,39.69,11.08,23138.0
000639,67.7743,140.648,202.3853,343.2737,83.8096,西王食品,食品,山东,21.94,5.27,7.71,845686.69,256257.52,70858.02,231255.09,3.0,0.109,5.15,1.85,19961126,108447.86,1.41,-8.77,10.7,37.57,6.15,18445.0
300266,100.6958,259.7722,445.4818,361.6157,31.3332,兴源环境,环境保护,浙江,59.79,14.53,15.64,1022075.5,740811.13,39953.39,190134.61,1.22,0.02,2.43,1.97,20110927,81154.09,0.52,59.22,-68.88,21.01,5.42,7703.0
002367,121.9055,204.1547,274.6616,326.161,24.2996,康力电梯,运输设备,江苏,47.6,5.21,7.98,549378.38,361335.44,135385.91,118162.35,1.48,0.03,4.74,1.22,20100312,156807.95,1.97,-2.06,-80.07,27.99,3.42,46388.0
600742,149.8477,291.4488,402.2719,467.7111,114.6808,一汽富维,汽车配件,吉林,12.24,5.08,5.08,890007.38,475816.19,136500.11,44509.82,0.88,0.226,9.21,1.2,19960826,312540.16,6.16,-0.19,-23.47,7.86,3.83,26039.0
002236,286.8384,983.0012,1444.4938,2378.7268,295.5231,大华股份,电器仪表,浙江,46.08,17.02,28.99,2088198.25,1706237.75,123448.11,59334.06,0.2,0.102,3.71,5.06,20080520,629165.31,2.17,36.59,3.03,38.97,8.17,69555.0
300673,13.610999999999999,37.8177,60.9721,106.762,29.9587,佩蒂股份,饲料,浙江,49.48,0.35,1.2,100703.93,76349.71,16010.67,58399.8,4.87,0.25,7.32,6.75,20170711,19730.57,1.64,50.15,120.11,36.51,18.65,7285.0
603808,60.3119,122.0664,202.2013,302.3165,80.3244,歌力思,服饰,深圳,21.83,3.3,3.37,360477.94,177099.16,23290.14,109891.3,3.26,0.23800000000000002,6.41,3.24,20150422,82372.4,2.44,69.28,33.18,67.05,13.97,11775.0
600327,99.9819,185.6408,210.4931,261.2636,123.603,大东方,百货,江苏,7.16,7.37,7.37,511236.0,238951.3,95054.57,37438.01,0.51,0.168,3.94,1.22,20020625,126717.07,1.72,9.15,23.63,15.47,5.03,30307.0
002450,541.4905,1254.9416,1879.3654,2474.3818,715.2835,康得新,化工原料,江苏,21.12,28.9,35.39,3567760.5,2647906.0,356704.0,683014.5,1.93,0.20199999999999999,5.3,3.22,20100716,773259.81,2.19,31.48,32.1,38.78,20.15,107754.0
600649,607.1923,903.0086,1018.9973,1758.5943,397.5687,城投控股,区域地产,上海,9.77,24.21,25.3,3693992.75,2639518.75,2032.88,180827.69,0.71,0.157,7.59,0.81,19930518,1233647.88,4.88,245.7,-34.52,34.68,17.19,117007.0
603866,71.2776,183.143,357.9863,513.2809,108.0602,桃李面包,食品,辽宁,60.71,0.59,4.71,364546.38,195249.13,128669.52,122749.47,2.61,0.23,6.94,8.04,20151222,136394.98,2.9,20.57,51.6,38.82,10.93,6681.0
603520,28.0586,54.4935,70.1762,83.117,22.1575,司太立,化学制药,浙江,31.06,0.65,1.2,209194.56,85016.88,74674.1,45597.76,3.8,0.185,7.33,3.13,20160309,24919.39,2.08,0.39,-21.03,38.61,11.25,15056.0
600475,145.8083,253.9134,312.9178,398.5909,150.0108,华光股份,专用机械,江苏,9.92,1.4,5.59,1026598.63,598427.75,191855.66,18733.28,0.33,0.268,8.25,1.29,20030721,359767.25,6.43,22.45,2.88,17.35,12.96,20131.0
002402,36.8893,101.9599,147.4704,178.1037,48.9044,和而泰,元器件,深圳,35.83,7.19,8.56,224033.16,154598.06,25447.35,6719.36,0.08,0.057,1.62,5.05,20100511,39535.59,0.46,36.01,32.57,20.2,9.0,55690.0
300009,47.1895,115.7385,192.7584,277.7426,59.5479,安科生物,生物制药,安徽,71.19,6.55,9.97,234977.66,78392.3,43495.01,41688.03,0.42,0.06,1.74,9.75,20091030,65783.81,0.66,40.49,26.19,81.0,21.29,44000.0
603585,46.5597,113.3503,166.465,224.5803,59.4549,苏利股份,化工原料,江苏,16.85,0.54,1.8,214012.05,158038.75,36637.98,72029.06,4.0,0.33,8.76,2.54,20161214,61865.36,3.44,7.7,27.7,42.54,15.63,11036.0
002126,78.6608,166.8917,240.2356,310.9817,102.345,银轮股份,汽车配件,浙江,16.91,7.66,8.01,694398.88,386326.91,121972.65,108283.26,1.35,0.128,4.3,2.01,20070418,134260.52,1.68,29.53,30.11,25.94,8.49,29501.0
002635,89.7467,167.0118,343.8546,391.4801,103.7479,安洁科技,电脑设备,江苏,32.97,3.2,7.38,870673.38,322557.47,160682.02,480200.59,6.51,0.14,9.32,1.99,20111125,138757.48,1.88,44.1,15.6,34.63,16.79,47654.0
603183,11.2999,25.5116,33.3818,65.9754,8.1981,建研院,建筑施工,江苏,103.66,0.31,1.25,80029.55,58542.13,9730.36,33245.4,2.66,0.07,5.3,5.13,20170905,22751.02,1.82,3.8,-27.45,41.5,8.72,16169.0
000429,286.7192,892.8480000000001,1277.6288,1509.9224,341.5984,粤高速A,路桥,广东,11.51,4.69,20.91,1686972.25,284404.03,831182.31,251006.97,1.2,0.163,4.48,1.68,19980220,389170.88,1.86,4.82,19.14,65.93,45.97,64189.0
600300,91.5162,101.6083,107.27600000000001,91.5117,49.1505,维维股份,软饮料,江苏,27.64,16.72,16.72,810810.56,398736.13,259450.3,20309.2,0.12,0.028999999999999998,1.65,1.96,20000630,70125.18,0.42,9.98,-46.29,24.28,3.22,84333.0
603007,28.6898,72.8521,79.8578,170.6802,15.8515,花王股份,建筑施工,江苏,57.93,1.94,3.41,289902.22,138774.02,6560.95,17762.3,0.52,0.05,3.01,3.58,20160826,43588.25,1.28,59.53,-44.75,29.16,7.77,22585.0
600380,191.5919,327.0686,2025.5039,2133.0404,225.799,健康元,化学制药,深圳,19.68,15.72,15.73,2216041.25,1410669.0,418463.88,93317.06,0.59,0.14400000000000002,4.82,2.34,20010608,471495.56,3.0,9.08,17.85,64.82,7.5,131992.0
603311,22.7109,50.5377,79.0245,80.4104,20.5132,金海环境,专用机械,浙江,28.56,2.1,2.1,92747.85,59868.23,15367.92,20809.56,0.99,0.098,3.52,3.17,20150518,29263.25,1.39,9.48,-9.68,33.48,14.18,21695.0
000951,167.8096,478.86699999999996,712.1412,897.5807,193.5968,中国重汽,汽车整车,山东,10.75,6.71,6.71,2835927.25,2619474.5,122214.77,43243.28,0.64,0.28800000000000003,8.69,1.43,19991125,410117.88,6.11,29.42,15.37,8.98,2.1,30963.0
600233,279.2882,692.7759,1058.085,1442.6933,315.5854,圆通速递,仓储物流,辽宁,29.82,7.83,28.31,1364814.25,568004.0,332909.41,607676.75,2.15,0.11,3.4,3.91,20000608,312907.94,1.11,52.88,13.0,12.31,5.91,52229.0
600926,1310.175,2531.119,3665.739,4550.365,1522.086,杭州银行,银行,浙江,6.85,20.81,51.3,84276448.0,0.0,134043.5,1033263.88,2.01,0.297,10.46,0.78,20161027,1609400.75,3.14,28.47,16.17,0.0,36.41,87997.0
300506,20.1591,66.8423,117.5175,173.6585,34.2068,名家汇,建筑施工,深圳,50.65,1.34,3.45,173506.52,108728.61,4881.41,2594.49,0.08,0.11,2.56,7.85,20160324,39573.98,1.15,62.44,69.68,50.13,22.35,32775.0
002277,164.69799999999998,,301.47,307.747,175.6383,友阿股份,百货,湖南,8.71,14.17,14.17,1285067.25,503957.16,292636.56,127159.46,0.9,0.124,3.74,1.16,20090717,230685.72,1.63,10.52,6.64,23.21,7.52,54975.0
002281,96.4709,171.6788,251.58900000000003,334.2896,77.7726,光迅科技,通信设备,湖北,44.57,6.23,6.48,559339.69,443283.19,71107.28,123884.76,1.91,0.12,4.91,4.36,20090821,132581.59,2.05,-4.75,-19.38,16.81,6.44,51415.0
603006,28.2834,54.5049,80.0621,113.6272,25.8287,联明股份,汽车配件,上海,21.6,0.71,1.92,165205.11,72742.0,53360.3,16758.85,0.87,0.14,4.95,2.34,20140630,56682.28,2.95,2.33,-8.68,22.58,10.64,13624.0
300653,7.7796,20.8874,38.6523,61.6696,21.8829,正海生物,医疗保健,山东,55.05,0.43,0.8,55244.03,47763.01,2510.65,26941.81,3.37,0.27399999999999997,6.31,9.54,20170516,14219.01,1.78,28.79,181.29,92.7,46.38,9036.0
000626,95.9025,247.1318,243.3441,-192.6377,-29.1968,远大控股,商贸代理,江苏,0.0,4.05,5.99,757812.31,718824.38,5182.76,123896.36,2.07,-0.049,4.21,1.68,19961128,68626.09,1.15,-36.79,-130.44,0.6,-0.2,31641.0
600012,293.5458,524.323,825.9824,1091.3431,268.0628,皖通高速,路桥,安徽,9.23,11.66,16.59,1436966.38,258590.27,91832.35,28052.33,0.17,0.162,5.82,1.03,20030107,677795.5,4.09,1.64,-8.68,55.57,36.8,29050.0
002183,185.8633,330.3056,476.0515,595.2362,207.5093,怡亚通,仓储物流,深圳,15.98,21.2,21.23,4744390.0,3835078.0,184064.77,128816.92,0.61,0.098,2.88,2.17,20071113,207932.23,0.98,19.02,11.65,6.72,1.13,116735.0
600647,12.4131,13.5179,11.2021,11.1387,4.1555,同达创业,综合类,上海,127.41,1.39,1.39,54848.42,48811.45,1855.6,68.08,0.0,0.03,2.42,6.3,19930504,16577.3,1.19,6.07,-66.52,66.22,28.07,11627.0
601818,8579.0,16939.0,25433.0,31545.0,9051.0,光大银行,银行,北京,5.32,398.11,524.89,416318688.0,0.0,1509300.0,5353300.0,1.02,0.17,5.26,0.7,20100818,9173500.0,1.75,7.13,5.5,0.0,35.71,227188.0
603879,8.8215,22.2448,36.5037,43.9173,9.4904,永悦科技,化工原料,福建,46.01,0.81,1.44,57641.8,48648.48,5439.12,24257.45,1.68,0.066,3.68,3.29,20170614,11284.65,0.78,-6.11,7.58,16.82,9.27,9912.0
603067,35.0706,50.7891,58.8364,100.1284,46.3738,振华股份,化工原料,湖北,20.04,1.56,3.08,128940.86,69686.22,54752.73,41171.1,1.34,0.151,3.78,3.19,20160913,47704.8,1.55,35.26,32.23,34.02,13.31,28148.0
002244,430.49800000000005,920.416,1101.9301,1711.4146,344.3545,滨江集团,区域地产,浙江,11.54,27.03,31.11,6733281.5,6064559.5,22859.2,233431.5,0.75,0.111,4.68,1.09,20080529,826000.75,2.65,174.08,-20.01,30.2,10.32,47182.0
002408,198.2584,323.2564,572.9963,849.612,250.8852,齐翔腾达,化工原料,山东,21.72,16.76,17.75,995192.88,401557.66,357081.94,217425.8,1.22,0.141,3.89,3.16,20100518,259927.8,1.46,46.43,26.54,13.81,8.01,27227.0
300443,50.7897,97.2347,126.9481,150.2775,13.3237,金雷风电,专用机械,山东,46.77,1.59,2.38,171590.59,106978.13,43072.73,68372.13,2.87,0.055999999999999994,6.87,1.52,20150422,63543.19,2.67,-41.59,-73.77,26.27,13.32,17864.0
002664,56.9567,128.5719,192.7713,255.8247,57.4348,长鹰信质,汽车配件,浙江,42.99,3.35,4.0,360115.22,238320.3,50770.15,43894.53,1.1,0.14400000000000002,4.96,4.97,20120316,102426.36,2.56,22.63,0.84,22.05,9.24,15691.0
002245,63.8083,148.1542,256.9323,354.4181,89.781,澳洋顺昌,仓储物流,江苏,17.47,9.14,9.87,683806.19,363055.63,197140.38,34153.37,0.35,0.09,2.49,2.55,20080605,105521.4,1.07,39.99,40.7,23.83,9.87,67819.0
601229,3874.4190000000003,7795.857,11657.573999999999,15328.499,4398.267,上海银行,银行,上海,7.02,51.96,109.28,183747424.0,0.0,436007.41,2845367.75,2.6,0.402,13.86,0.82,20161116,4351311.0,3.98,11.86,13.52,0.0,48.04,163773.0
600196,737.7467,1689.0597,2419.2669,3124.4995,705.7837,复星医药,化学制药,上海,33.59,19.1,25.63,6371697.0,1651561.38,648776.63,854854.38,3.34,0.28,10.39,3.56,19980807,1185745.75,4.63,47.38,-4.33,57.59,12.34,88129.0
300561,20.0471,37.676,44.2009,79.7247,9.4983,汇金科技,软件服务,广东,82.76,0.67,1.71,75740.38,71158.92,1474.99,36151.55,2.12,0.055999999999999994,4.06,4.54,20161117,23746.13,1.39,7.26,-52.62,56.71,18.24,12807.0
