code,net2017_1,net2017_2,net2017_3,net2017_4,net2018_1,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
002317,110.7279,247.5399,315.9592,420.1211,122.3813,众生药业,中成药,广东,14.41,7.79,8.14,487731.94,240033.2,44416.43,142446.09,1.75,0.337,4.71,2.06,20091211,140783.45,1.73,24.28,10.75,60.44,22.97,29936.0
002038,127.1015,232.7647,390.6299,533.5754,182.3628,双鹭药业,生物制药,北京,30.19,5.67,6.85,475950.84,321795.03,44687.05,747.37,0.01,0.266,6.5,4.95,20040909,331226.31,4.84,94.31,43.48,85.24,41.43,33328.0
002221,215.7362,486.5548,815.1247,1062.9781,341.8174,东华能源,石油贸易,江苏,10.49,15.19,16.5,2512236.25,1492138.75,834198.56,394683.28,2.39,0.43,5.01,1.76,20080306,266941.72,1.62,47.81,42.51,6.13,3.27,26366.0
300613,27.3076,57.7951,80.8202,106.0611,15.2323,富瀚微,半导体,上海,93.12,0.13,0.45,107990.75,88670.28,17647.96,67321.46,14.86,0.336,21.21,5.9,20170220,29768.59,6.57,2.38,-44.22,43.14,17.65,12248.0
000613,2.4103,1.7193,0.2411,2.859,1.9734,大东海A,旅游服务,海南,1140.21,2.66,3.64,8796.69,1503.85,3801.71,5414.27,0.15,0.004,0.22,37.28,19970128,-33982.51,-0.93,7.14,-25.43,62.9,7.93,40000.0
002840,34.7742,60.4119,86.7159,118.4545,46.7607,华统股份,食品,浙江,24.83,1.47,2.68,183763.13,55961.98,73268.46,43130.59,1.61,0.272,4.55,2.97,20170110,48529.75,1.81,9.02,20.85,5.54,3.04,3394.0
600886,930.0071,1290.03,2952.8192,3232.3,989.2378,国投电力,水力发电,北京,16.01,67.86,67.86,21511498.0,1890536.75,13799490.0,647121.63,0.95,0.231,4.57,1.62,19960118,1622556.75,2.39,27.38,21.74,38.24,8.83,164986.0
300686,10.8227,20.816,24.0772,42.0161,3.373,智动力,元器件,深圳,225.41,0.88,2.07,95308.5,56104.68,17561.9,27606.14,1.33,0.016,3.23,4.54,20170804,24267.65,1.17,-11.7,-68.83,18.37,2.5,18052.0
000510,26.1472,36.1893,39.4724,67.5236,22.5071,金路集团,化工原料,四川,20.88,5.49,6.09,153959.34,52904.51,87276.77,2541.12,0.04,0.12,1.48,3.39,19930507,15310.07,0.25,21.14,102.77,17.54,7.38,50433.0
300275,16.6617,25.274,30.7967,42.0191,4.162,梅安森,软件服务,重庆,79.34,1.19,1.64,99226.11,48401.35,11492.5,22427.59,1.37,0.025,3.32,2.42,20111102,11848.4,0.72,-74.61,-84.82,51.01,10.32,13500.0
603958,37.8913,43.7098,20.9284,18.1714,36.2232,哈森股份,服饰,江苏,13.81,0.66,2.2,144760.3,122369.07,12280.96,46240.21,2.1,0.165,5.38,1.69,20160629,42676.48,1.94,-3.8,-4.4,54.93,9.13,22279.0
300116,253.5978,558.4366,751.5951,-3684.1354,-319.1657,坚瑞沃能,电气设备,陕西,0.0,12.94,24.33,2938314.25,2187100.5,332054.5,490277.19,2.02,-0.131,1.57,1.38,20100902,-351420.75,-1.44,-59.88,-225.85,18.93,-28.58,51535.0
601128,316.32,570.9540000000001,893.6410000000001,1264.295,369.33,常熟银行,银行,江苏,8.83,9.97,22.23,15210552.0,0.0,105121.1,69405.0,0.31,0.166,5.19,1.13,20160930,215931.59,0.97,12.5,16.76,0.0,28.65,67902.0
002025,69.8464,148.9322,227.2541,311.3922,64.7718,航天电器,元器件,贵州,34.51,4.29,4.29,444337.91,367875.69,47998.71,48221.21,1.12,0.366,5.8,4.36,20040726,115336.9,2.69,-8.15,5.43,40.58,13.43,25620.0
603319,19.3848,41.5324,67.1625,110.522,27.4967,湘油泵,汽车配件,湖南,17.36,0.57,0.81,127832.67,67646.52,39423.12,20237.7,2.5,0.691,8.84,2.71,20161130,38009.15,4.7,20.42,34.6,32.16,12.26,9039.0
300294,67.4559,157.7348,223.5562,356.5885,72.5282,博雅生物,生物制药,江西,34.94,3.26,4.33,514144.09,305517.34,36150.4,196269.55,4.53,0.46,8.05,3.83,20120308,99169.75,2.29,102.11,21.07,60.31,17.48,15492.0
000028,272.5643,556.1253,803.1033,1057.7919,292.7317,国药一致,医药商业,深圳,17.35,3.08,4.28,2376090.5,1966770.0,55417.0,318142.91,7.43,0.684,22.63,2.1,19930809,586568.44,13.7,0.33,7.4,10.9,2.85,17838.0
600329,133.7476,277.503,359.5048,476.0798,173.3676,中新药业,中成药,天津,20.58,5.66,7.69,701781.38,454811.09,79057.81,131726.56,1.71,0.408,6.01,2.79,20010606,206978.63,2.69,4.18,12.97,43.94,10.07,29918.0
603728,23.479,75.9795,117.9296,165.9853,22.6438,鸣志电器,电气设备,上海,67.15,1.76,4.16,227576.17,159325.45,17966.15,83079.72,2.0,0.054000000000000006,4.11,3.56,20170509,52123.18,1.25,0.34,-3.56,34.35,6.0,19694.0
600444,11.0168,10.2532,26.0475,167.2599,-2.9422,国机通用,塑料,安徽,0.0,1.05,1.46,80849.46,64876.86,9047.74,32915.76,2.25,-0.02,3.46,3.02,20040219,189.58,0.01,-6.96,-126.7,17.09,-3.45,8912.0
603578,14.1876,29.4867,42.776,55.3575,17.2699,三星新材,玻璃,浙江,27.71,0.32,0.88,59428.63,44890.23,8285.88,26175.89,2.97,0.196,5.84,3.73,20170306,13941.65,1.58,9.56,21.72,27.96,20.13,18770.0
603556,136.7534,271.5424,411.3373,562.852,49.3951,海兴电力,电器仪表,浙江,24.01,1.68,4.95,632522.44,499239.94,37867.87,251619.72,5.08,0.39,9.66,1.63,20161110,170912.77,3.45,-12.23,-40.13,41.21,13.8,27345.0
000034,85.262,203.8209,312.7114,722.9247,111.4069,神州数码,综合类,深圳,19.59,3.58,6.54,2282791.5,1748764.25,20070.9,238062.77,3.64,0.17,5.27,2.53,19940509,35888.1,0.55,29.12,30.66,4.65,0.71,28530.0
000989,132.9761,362.1341,515.1865,721.4198,142.3265,九芝堂,中成药,湖南,19.1,4.2,8.69,572051.88,323600.88,115382.63,176361.84,2.03,0.376,5.16,2.78,20000628,158843.59,1.83,1.29,-9.77,66.2,18.15,22307.0
600269,435.7108,589.6028,817.4399,982.2258,230.61700000000002,赣粤高速,路桥,江西,7.98,23.35,23.35,3305177.5,522943.91,2157203.25,183827.36,0.79,0.256,6.16,0.66,20000518,832658.69,3.57,-3.03,1.48,43.78,28.59,95015.0
000589,115.2357,8.3511,-13.2959,-221.6915,4.1618,黔轮胎A,汽车配件,贵州,44.41,7.75,7.75,1007482.38,486077.0,366081.44,183544.38,2.37,0.04,4.32,0.82,19960308,50330.21,0.65,7.08,269.04,13.35,0.91,60199.0
002050,171.1166,512.8855,979.01,1235.9521,248.3115,三花智控,机械基件,浙江,20.14,17.73,21.2,1299988.75,911431.63,272326.41,162067.7,0.76,0.319,3.88,3.31,20050607,414650.72,1.96,15.15,11.04,27.64,12.11,33850.0
603978,21.2694,49.5948,82.5051,104.5303,33.5915,深圳新星,铝,深圳,38.31,0.76,1.6,165590.09,89010.18,50679.51,58081.53,3.63,0.337,8.38,3.08,20170807,55206.2,3.45,5.85,8.72,19.89,11.07,11657.0
603358,77.6201,132.3632,177.3731,226.1118,81.6625,华达科技,汽车配件,江苏,11.75,0.98,2.24,399268.38,273846.63,95443.25,152643.81,6.81,0.365,11.67,1.47,20170125,84753.11,3.78,33.27,5.21,21.83,10.55,17881.0
300207,72.5828,182.123,302.4679,543.8006,115.2714,欣旺达,元器件,深圳,29.12,11.32,15.49,1514766.88,1053963.75,218090.22,233959.02,1.51,0.09,3.62,2.39,20110421,158435.69,1.02,59.53,58.81,12.33,3.26,41344.0
600352,501.1882,1013.16,1872.3314,2473.7948,1019.0884,浙江龙盛,染料涂料,浙江,8.32,32.53,32.53,4946468.5,3247269.25,572867.75,155167.06,0.48,0.313,5.65,1.85,20030801,1327541.25,4.08,7.41,103.33,42.66,24.08,157100.0
603111,42.1786,115.0284,175.7727,280.8972,99.3442,康尼机电,运输设备,江苏,12.42,7.38,9.93,769566.69,450873.5,55819.01,317771.88,3.2,0.11,5.11,0.97,20140801,79538.52,0.8,102.24,135.53,34.08,12.46,24042.0
601966,255.3058,433.6213,719.8704,1047.826,224.4751,玲珑轮胎,汽车配件,山东,19.21,3.94,12.0,2097253.75,885763.69,967449.31,266548.47,2.22,0.436,7.47,2.25,20160706,465187.09,3.88,7.58,20.77,23.83,7.23,66575.0
002195,209.5855,453.0279,711.9213,947.5454,216.6324,二三四五,软件服务,上海,16.9,42.3,44.36,1063017.5,602805.56,6970.12,171277.8,0.39,0.14,1.85,2.53,20071212,257758.63,0.58,23.61,35.58,87.23,46.61,185936.0
600419,23.5778,59.8532,86.3267,99.1265,28.0611,天润乳业,乳制品,新疆,26.76,1.79,2.07,143731.97,44177.98,56334.86,60704.55,2.93,0.135,4.18,3.47,20010628,13336.87,0.64,23.28,19.02,26.75,9.36,9378.0
002734,50.7172,78.9719,111.3627,137.3236,58.6978,利民股份,农药化肥,江苏,13.03,1.42,2.8,237935.95,117669.72,74477.43,108805.47,3.89,0.21,6.2,1.77,20150127,45083.81,1.61,4.84,15.74,28.74,16.26,14570.0
002820,31.0943,50.4667,77.8597,92.6048,29.2097,桂发祥,食品,天津,30.36,1.21,2.05,109152.75,25997.07,15767.32,48479.05,2.37,0.223,5.11,2.65,20161118,31196.4,1.52,1.75,-9.65,48.46,17.73,24085.0
603993,597.2204,835.1387,1604.5406,2727.7962,1550.0023,洛阳钼业,小金属,河南,16.76,176.66,215.99,9819974.0,4138073.5,2291331.5,2758279.5,1.28,0.07200000000000001,1.8,2.67,20121009,706744.31,0.33,28.53,159.54,44.9,20.86,269387.0
002701,162.5537,414.3423,652.0623,703.8581,213.1505,奥瑞金,广告包装,北京,14.64,17.98,23.55,1415842.38,542270.56,457788.06,-2202.09,-0.01,0.091,2.47,2.15,20121011,326629.97,1.39,53.81,31.13,26.87,10.69,61459.0
603058,24.7495,40.4982,58.1224,93.821,36.0205,永吉股份,广告包装,贵州,35.41,2.28,4.24,97379.81,59103.05,22184.1,14231.17,0.34,0.149,2.14,4.94,20161223,26499.85,0.63,51.23,56.07,38.66,28.97,15944.0
600521,140.0696,295.4307,485.2899,639.2467,161.8603,华海药业,化学制药,浙江,39.57,12.32,12.51,881304.88,443111.34,227419.72,122572.86,0.98,0.129,4.03,5.08,20030304,237167.02,1.9,9.69,15.56,54.62,13.06,18140.0
600782,272.0448,571.9104,1375.2373,3110.6222,869.8399,新钢股份,普钢,江西,5.02,27.87,31.89,3336244.0,2084944.25,1023857.81,560817.81,1.76,0.677,4.77,1.42,19961225,586568.56,1.84,11.41,277.46,13.62,8.57,56170.0
000488,702.5179,1745.5148,2711.5151,3769.3255,782.5004,晨鸣纸业,造纸,山东,6.28,16.58,27.29,10708077.0,4856779.0,2816983.75,614925.75,2.25,0.287,10.53,0.68,20001120,955101.5,3.5,15.42,11.39,35.21,10.81,98301.0
300476,45.7922,114.7403,193.4621,281.8186,88.1336,胜宏科技,元器件,广东,28.53,6.66,7.7,453313.91,241058.75,171510.72,125237.36,1.63,0.26,3.6,4.12,20150611,68911.13,0.9,48.76,74.36,27.83,13.04,16960.0
002672,103.9756,220.1471,326.2292,473.376,121.4426,东江环保,环境保护,广东,20.11,6.51,8.87,961066.0,308536.78,163341.16,50357.96,0.57,0.3,4.36,2.77,20120426,237389.55,2.68,18.43,20.8,35.62,16.0,34070.0
601200,154.2445,299.4657,474.1449,505.9475,146.9687,上海环境,环境保护,上海,17.36,6.72,7.03,1216755.38,174680.16,31204.45,228895.59,3.26,0.209,7.89,1.84,20170331,242161.66,3.45,10.4,-4.72,39.87,24.87,106520.0
002881,7.1862,16.7775,25.2086,56.2852,10.4376,美格智能,通信设备,深圳,87.3,0.45,1.81,81197.36,71643.46,8313.41,24616.73,1.36,0.057999999999999996,2.78,7.24,20170622,13751.5,0.76,16.18,45.24,24.68,8.61,15949.0
601069,53.6221,92.6124,-48.6283,21.81,-18.4861,西部黄金,黄金,新疆,0.0,6.36,6.36,251813.16,75591.88,107391.13,50813.8,0.8,-0.023,2.61,6.0,20150122,43268.35,0.68,-30.66,-115.53,20.92,-3.51,84749.0
601607,999.3868,1925.1224,2688.6016,3520.6456,1020.0419999999999,上海医药,医药商业,上海,14.13,19.23,28.42,11402194.0,8350655.0,734452.38,1588617.25,5.59,0.37,13.21,1.54,19940324,1760200.38,6.19,9.83,2.07,15.0,2.8,73376.0
300403,42.3294,96.4117,134.061,160.741,24.3093,地尔汉宇,家用电器,广东,35.78,3.81,6.03,168224.75,99837.56,24432.98,44645.9,0.74,0.04,2.48,2.33,20141030,62220.31,1.03,2.25,-42.57,36.32,13.66,16544.0
600163,49.6567,56.5009,84.6242,153.4763,65.4228,中闽能源,新型电力,福建,12.99,9.99,9.99,371299.09,73082.5,249906.52,209174.42,2.09,0.065,1.8,1.89,19980602,-136268.02,-1.36,32.67,31.75,66.29,41.28,29336.0
603168,50.0632,83.1964,139.8789,146.3564,40.8525,莎普爱思,化学制药,浙江,16.68,2.97,3.23,187852.13,96676.36,52953.5,69437.99,2.15,0.127,5.26,1.61,20140702,64729.19,2.01,-15.52,-18.4,73.66,21.95,32723.0
000417,112.1104,176.4863,252.8497,213.148,113.4666,合肥百货,百货,安徽,12.36,7.79,7.8,992072.5,535802.19,169785.06,30882.48,0.4,0.21,4.75,1.09,19960812,183346.34,2.35,3.25,-7.25,18.57,2.94,29942.0
600843,60.3697,125.9809,189.4909,197.4872,45.4913,上工申贝,纺织机械,上海,23.52,3.05,5.49,370159.5,243318.16,39328.84,96672.84,1.76,0.083,3.97,1.96,19940311,73773.3,1.34,-3.38,-24.65,31.49,6.49,60452.0
002275,76.0254,252.4687,348.4233,464.4023,83.5131,桂林三金,中成药,广西,15.5,5.33,5.9,310974.22,182681.36,79718.17,69025.2,1.17,0.457,4.55,3.11,20090710,108181.97,1.83,3.65,6.92,74.86,35.67,17619.0
300647,8.4171,20.1353,27.9997,33.5306,5.755,超频三,元器件,深圳,203.54,0.54,2.21,105126.32,57612.5,30725.0,29025.59,1.31,0.026000000000000002,2.34,9.05,20170503,12765.53,0.58,66.78,-31.63,32.06,4.86,35830.0
002581,77.2495,176.7928,272.3124,388.4116,82.3726,未名医药,生物制药,山东,482.95,4.01,6.6,430038.19,270185.41,43755.84,135471.23,2.05,0.008,4.34,1.89,20110520,115412.61,1.75,-44.6,-96.84,82.79,1.9,28590.0
603960,12.4785,18.192,26.5611,49.2396,14.8436,克来机电,专用机械,上海,73.07,0.52,1.35,84246.57,49564.76,13860.24,15515.67,1.15,0.209,3.34,9.14,20170314,14586.11,1.08,106.86,55.36,28.69,11.79,5795.0
600348,424.6271,852.745,1160.5405,1637.5681,500.7399,阳泉煤业,煤炭开采,山西,7.05,24.05,24.05,4179532.5,1267016.13,1810217.38,0.0,0.0,0.20800000000000002,6.52,0.9,20030821,960835.31,4.0,5.91,17.92,18.09,6.23,105537.0
002324,66.0951,124.9025,159.5085,174.2321,46.6197,普利特,塑料,上海,25.05,2.35,4.06,381217.5,252118.52,57545.28,59525.91,1.47,0.115,5.62,2.05,20091218,127729.05,3.14,-8.13,-29.47,19.62,5.62,10924.0
601900,111.1608,219.9214,445.8941,611.4236,167.5531,南方传媒,出版业,广东,12.24,1.76,8.96,939933.88,412331.81,63273.3,178242.92,1.99,0.187,5.64,1.63,20160215,223883.09,2.5,9.15,50.73,29.74,13.13,38396.0
600093,191.4121,387.3819,613.3736,815.6428,214.9713,易见股份,仓储物流,四川,13.56,11.22,11.22,1415465.0,1379435.25,325.95,403888.31,3.6,0.192,6.14,1.69,19970626,158741.02,1.41,64.56,12.31,6.24,4.85,49266.0
300037,67.6946,126.9538,203.6414,280.0538,51.9046,新宙邦,化工原料,深圳,34.82,2.44,3.79,393776.84,186513.44,64336.44,120899.3,3.19,0.318,6.71,3.3,20100108,94315.28,2.49,25.1,-4.93,33.57,12.24,19319.0
002631,45.458999999999996,104.3288,125.2117,85.6444,30.3841,德尔未来,家居用品,江苏,30.45,6.47,6.68,236613.88,153393.02,45201.96,18959.22,0.28,0.13,2.54,2.93,20111111,76000.43,1.14,12.94,-21.68,32.62,10.39,47285.0
603393,55.4647,110.5073,153.269,263.6974,73.7038,新天然气,供气供热,新疆,27.79,0.96,1.6,369463.91,297816.81,60541.75,117074.22,7.32,0.64,11.79,3.02,20160912,40784.65,2.55,16.64,-7.27,31.22,19.2,23206.0
002020,73.639,169.995,249.0794,264.3769,88.0259,京新药业,化学制药,浙江,19.22,5.87,7.25,464072.31,279089.72,66804.97,205673.73,2.84,0.294,4.98,2.27,20040715,71226.03,0.98,41.08,25.34,62.94,15.12,27650.0
002711,47.6643,236.4098,279.9766,210.0786,166.6224,欧浦智网,仓储物流,广东,6.67,10.49,10.56,355336.53,256434.3,24569.82,142.41,0.0,0.158,1.72,2.45,20140127,65433.86,0.62,22.27,249.57,7.78,14.34,31085.0
300649,5.4753,12.8482,18.5931,34.7428,15.5243,杭州园林,建筑施工,浙江,68.36,0.32,1.28,48114.2,27805.65,1269.0,6668.86,0.52,0.191,2.56,10.21,20170505,11179.13,0.87,429.99,90.7,18.98,7.17,16732.0
600035,173.1835,326.0567,482.9999,575.7026,167.0883,楚天高速,路桥,湖北,8.7,14.91,17.28,1074548.13,161235.67,59959.6,136261.86,0.79,0.182,3.53,0.9,20040310,207486.45,1.2,23.9,-3.41,40.36,22.19,69299.0
600897,101.7456,221.1703,328.2426,410.8044,111.7455,厦门空港,机场,福建,12.55,2.98,2.98,454512.41,108749.52,302840.63,18098.78,0.61,0.375,11.82,1.59,19960531,254996.97,8.56,9.27,9.83,41.65,26.37,21510.0
603916,34.319,69.3751,115.0712,133.7889,29.7772,苏博特,化工原料,江苏,12.66,0.76,3.09,290426.56,172391.92,76993.78,101374.03,3.28,0.57,6.54,2.18,20171110,61010.92,1.97,32.17,151.41,36.59,18.24,29913.0
000001,6214.0,12554.0,19153.0,23189.0,6595.0,平安银行,银行,深圳,6.44,171.7,171.7,336739936.0,0.0,853046.69,5646478.0,3.29,0.73,12.13,0.83,19910403,8489014.0,4.94,7.78,6.52,0.0,23.36,435978.0
300429,29.6798,74.2044,106.4018,126.5909,36.7715,强力新材,化工原料,江苏,43.31,1.41,2.71,138669.61,53160.61,30516.59,38163.15,1.41,0.14,4.27,5.5,20150324,43522.53,1.6,24.45,23.89,44.15,21.95,10438.0
300671,8.3292,21.9134,34.7973,58.831,18.2133,富满电子,半导体,深圳,54.36,0.79,1.42,78481.65,57659.01,17295.73,25927.42,1.83,0.128,3.65,7.64,20170705,14868.6,1.05,22.17,118.67,36.44,17.59,11787.0
603889,36.7345,111.9231,159.1134,207.4409,35.3488,新澳股份,纺织,浙江,15.5,3.92,3.94,274301.66,171012.72,80744.63,107666.02,2.74,0.299,5.71,1.63,20141231,71404.42,1.81,15.53,5.29,18.3,8.56,13428.0
002561,63.6127,114.9299,163.2562,237.19400000000002,70.7514,徐家汇,百货,上海,14.51,3.97,4.16,253831.75,156704.7,52415.89,52352.23,1.26,0.297,5.1,1.69,20110303,97260.42,2.34,0.25,7.61,28.77,11.83,32583.0
600243,53.3409,46.3764,33.0293,20.9589,-29.8525,青海华鼎,机床制造,青海,0.0,2.37,4.39,295433.88,195315.47,71983.68,124278.1,2.83,-0.068,3.93,1.23,20001120,1863.57,0.04,-30.18,-155.97,21.05,-23.52,24034.0
603906,33.699,50.9816,71.1565,92.3726,28.5574,龙蟠科技,化工原料,江苏,20.84,0.93,2.54,178568.36,125766.63,37323.93,68280.05,2.69,0.11199999999999999,4.91,1.91,20170410,32911.71,1.3,3.51,-15.26,30.44,8.26,18068.0
601336,1837.0,3237.0,5042.0,5383.0,2609.0,新华保险,保险,北京,13.88,20.85,31.2,72215000.0,0.0,617100.0,2393400.0,7.67,0.836,20.99,2.21,20111216,2980900.0,9.56,3.51,42.03,0.0,5.65,78081.0
300242,65.6472,105.4351,153.8176,193.0659,25.0409,佳云科技,互联网,广东,33.23,5.08,6.35,330762.94,164064.88,819.47,125555.77,1.98,0.077,3.67,1.4,20110712,45015.65,0.71,72.5,-53.45,7.09,2.19,33590.0
002152,264.39599999999996,532.2623,658.0896,899.485,189.3321,广电运通,电脑设备,广东,20.62,19.79,24.29,1239708.75,825896.69,97047.56,229812.55,0.95,0.142,3.53,1.65,20070813,349988.97,1.44,38.51,-35.37,42.99,16.23,57087.0
603040,15.1453,43.8162,73.4479,105.2479,26.2513,新坐标,机械基件,浙江,22.23,0.31,0.8,69757.36,47711.64,16297.38,27451.23,3.45,0.33,7.71,3.8,20170209,27882.95,3.5,60.79,73.33,64.44,37.57,5777.0
603519,21.0806,39.7548,59.4851,83.4843,16.8401,立霸股份,家用电器,江苏,21.04,2.22,2.22,76771.13,64863.6,9662.19,8951.82,0.4,0.18100000000000002,2.98,2.55,20150319,30236.02,1.36,0.03,1.08,14.79,7.03,8355.0
601328,19323.0,38975.0,54419.0,70223.0,20091.0,交通银行,银行,上海,5.22,392.51,742.63,926679680.0,0.0,12986500.0,11366300.0,1.53,0.271,8.13,0.69,20070515,11616400.0,1.56,-10.54,3.97,0.0,40.92,364976.0
002626,66.2819,149.1344,240.3187,474.0506,338.0124,金达威,食品,福建,7.3,6.0,6.16,352059.13,191046.55,48172.03,88528.22,1.44,0.5479999999999999,4.52,3.54,20111028,121185.27,1.97,79.63,409.96,66.94,44.76,21095.0
603339,40.2068,69.1706,116.3857,172.1848,28.2828,四方科技,专用机械,江苏,23.02,0.58,2.11,193893.77,139413.31,24572.77,57613.38,2.73,0.38799999999999996,7.29,2.45,20160519,75534.3,3.58,19.76,18.17,28.79,15.51,24318.0
600229,64.9233,138.5408,181.9089,329.3638,79.5604,城市传媒,出版业,山东,15.48,4.3,7.02,351546.5,172752.38,51243.76,44090.25,0.63,0.228,3.53,2.0,20000309,129624.92,1.85,12.49,15.57,38.38,15.32,41214.0
300567,21.7833,52.4503,114.6914,166.8474,48.8552,精测电子,电器仪表,湖北,60.62,0.84,1.64,131957.27,116053.9,3231.58,45647.19,2.79,0.61,5.52,13.11,20161122,40980.62,2.5,62.66,124.28,55.17,23.72,6728.0
000725,2413.0157,4302.6056,6475.6672,7567.6825,2018.6926,京东方A,元器件,北京,15.26,338.6,347.98,26272942.0,9621520.0,8612971.0,3858794.0,1.11,0.057999999999999996,2.49,1.42,20010112,1210547.0,0.35,-1.32,-16.34,20.77,9.36,1383624.0
300439,44.1426,94.57,159.4251,214.1932,64.2756,美康生物,医疗保健,浙江,22.35,2.01,3.47,451295.16,238458.91,38827.73,59602.05,1.72,0.368,5.12,3.21,20150422,82602.5,2.38,33.23,31.06,35.18,8.75,19356.0
000876,638.932,1131.1213,1939.6133,2280.0005,603.7090000000001,新希望,饲料,四川,10.65,41.77,42.16,4500116.0,1258223.38,805798.13,242549.59,0.58,0.14300000000000002,5.1,1.2,19980311,1308444.88,3.1,1.32,-5.51,8.51,4.08,88000.0
300178,48.9423,162.4296,214.0429,283.7313,,腾邦国际,旅游服务,深圳,15.24,5.82,6.17,854586.69,584306.56,43219.85,110624.02,1.79,0.368,4.65,2.41,20110215,109936.92,1.78,81.94,39.73,19.39,8.89,32560.0
002437,121.0943,219.1636,287.0795,309.6757,98.1584,誉衡药业,化学制药,黑龙江,21.84,21.67,21.98,940744.63,257012.45,171827.63,37194.39,0.17,0.10300000000000001,1.99,2.26,20100623,152937.23,0.7,100.53,3.09,73.33,8.91,45373.0
603881,23.9986,56.3691,82.1561,114.8953,33.6738,数据港,电信运营,上海,53.86,1.28,2.11,166475.13,37109.9,102351.21,36634.05,1.74,0.312,4.39,7.64,20170208,32954.01,1.56,35.76,16.43,36.31,20.34,29191.0
002479,80.977,198.5215,248.3589,344.4418,46.7952,富春环保,火力发电,浙江,19.06,7.95,8.94,587315.69,167338.23,293166.25,169697.61,1.9,0.15,4.14,1.25,20100921,95199.63,1.06,-18.97,-38.93,20.18,8.77,46901.0
002650,59.1515,99.2489,128.7308,159.2836,54.2824,加加食品,食品,湖南,34.6,9.47,11.52,270451.78,72239.9,154199.5,20638.55,0.18,0.07,1.86,2.62,20120106,66588.15,0.58,-4.57,-18.48,26.89,8.69,52885.0
002233,135.7711,310.6283,504.6928,720.977,371.5942,塔牌集团,水泥,广东,8.71,8.95,11.92,1017030.69,544256.63,273803.66,373550.94,3.13,0.723,7.28,1.73,20080516,325648.91,2.73,53.75,177.34,42.48,28.42,51548.0
601998,11389.0,24011.0,34738.0,42566.0,12166.0,中信银行,银行,北京,5.93,319.05,489.35,562470528.0,0.0,2089600.0,5897700.0,1.21,0.249,7.6,0.78,20070427,16578499.0,3.39,4.92,6.82,0.0,30.69,180451.0
603416,24.9203,63.9638,98.0062,123.809,27.3252,信捷电气,电气设备,江苏,24.68,0.35,1.41,123650.42,100255.15,6285.68,36960.89,2.63,0.478,6.96,3.39,20161221,42025.75,2.99,27.03,5.06,40.44,23.82,8435.0
002043,47.7353,157.9533,259.8028,364.8824,55.0623,兔宝宝,其他建材,浙江,14.84,6.94,8.3,292197.34,203492.91,27602.0,60539.66,0.73,0.22899999999999998,2.0,3.4,20050510,55392.41,0.67,4.41,20.39,19.56,9.98,69523.0
002801,22.62,55.0169,79.3686,107.5671,18.4532,微光股份,电气设备,浙江,25.96,0.29,1.18,106999.75,84689.78,14432.69,23081.96,1.95,0.43200000000000005,7.04,3.19,20160622,43865.78,3.71,4.71,-7.27,27.52,17.15,13100.0
002551,53.1232,95.3008,144.8218,175.1602,54.7084,尚荣医疗,医疗保健,深圳,18.81,4.08,7.06,419618.84,233430.72,22494.51,90320.8,1.28,0.077,3.27,1.78,20110225,67601.21,0.96,-16.25,2.98,27.29,10.92,44807.0
600618,58.493,250.5582,602.0683,992.6033,169.7696,氯碱化工,化工原料,上海,12.89,7.5,11.56,474875.59,157940.52,176236.22,167427.09,1.45,0.147,2.67,2.84,19921113,23613.39,0.2,4.87,190.24,14.45,10.56,85057.0
002906,68.6698,,196.6804,280.0504,5.8219,华阳集团,汽车配件,广东,265.53,0.73,4.73,459447.34,343573.81,80554.81,87557.61,1.85,0.012,7.39,1.77,20171013,205031.13,4.33,-22.06,-91.52,19.26,0.75,38702.0
002372,83.2373,312.2588,544.7566,821.2857,107.5551,伟星新材,其他建材,浙江,28.85,11.72,13.11,397104.59,230364.91,83779.53,41789.26,0.32,0.3,2.33,7.31,20100318,104093.06,0.79,18.39,23.61,46.06,20.46,18533.0
300502,29.8764,62.6586,96.6216,111.0909,-3.6374,新易盛,通信设备,四川,0.0,1.27,2.38,134787.23,97377.32,30263.74,37418.01,1.57,-0.02,4.59,3.96,20160303,48664.65,2.04,-7.32,-112.17,14.96,-2.05,19877.0
603555,83.3658,129.9364,147.8972,157.3077,85.2038,贵人鸟,服饰,福建,13.69,6.29,6.29,773494.06,418976.38,80362.34,91937.38,1.46,0.136,3.84,1.93,20140124,64596.78,1.03,8.48,2.2,36.44,10.22,8600.0
300481,13.6981,35.6154,55.3011,74.1631,21.4398,濮阳惠成,化工原料,河南,27.7,2.4,2.57,82351.25,51072.6,14832.47,19958.18,0.78,0.21,2.73,4.13,20150630,22914.6,0.89,26.69,46.83,33.0,16.39,21111.0
002550,70.4164,143.9982,171.3768,183.0049,84.0753,千红制药,生物制药,江苏,18.05,9.04,12.8,323291.81,236725.16,59336.88,3891.9,0.03,0.128,1.95,2.36,20110218,101622.63,0.79,30.51,13.51,46.41,24.23,55889.0
600987,93.6067,243.2705,376.4542,573.5567,103.4424,航民股份,纺织,浙江,10.53,6.35,6.35,508224.91,292976.84,179417.25,10384.82,0.16,0.43700000000000006,5.74,1.61,20040809,262541.41,4.13,19.87,14.19,27.89,14.34,22246.0
