change,change_ratio,eps,hold,instrument_type,last_price,market_value,mv,open_price,price,price_direct,price_direction,price_direction_desc,security_code,security_id,security_name,security_type,short_name,status,turnover,volume,watched
-0.030,-61.22%,0.0,0,3,0.049,0,0.0,0.045,0.019,down,-1,down,SNOAW,73615739665849,"Sonoma Pharmaceuticals, Inc. Warrants",us,Sonoma Pharm,0,167.272,4060,-1
-0.064,-53.33%,0.0,0,3,0.120,0,0.0,0.051,0.056,down,-1,down,RXIIW,73684459142628,RXi Pharmaceuticals Corp.,us,RXi Pharmace,0,919.629,1.50万,-1
-0.200,-45.45%,0.0,0,3,0.440,858.77万,8587663.44,0.260,0.240,down,-1,down,RWLK,210345,ReWalk Robotics,us,ReWalk Robot,0,242.27万,968.79万,-1
-1.360,-28.94%,0.0,0,4,4.700,4.57亿,456912000.0,4.000,3.340,down,-1,down,DGAZ,207637,VelocityShares反向三倍天然气ET,us,VelocityShar,0,3.94亿,1.07亿,-1
-2.290,-27.46%,0.0,0,3,8.340,4592.42万,45924206.9,6.750,6.050,down,-1,down,LMB,73529840319889,"Limbach Holdings, Inc.",us,Limbach Hold,0,90.26万,15.06万,-1
-0.420,-25.45%,0.0,0,3,1.650,1386.72万,13867174.98,1.180,1.230,down,-1,down,ESEA,202365,Euroseas Ltd.,us,Euroseas Ltd,0,234.42万,183.73万,-1
-2.850,-25.15%,0.0,0,3,11.330,5665.92万,56659221.76,9.160,8.480,down,-1,down,PRTHU,76184130112065,"Priority Technology Holdings, Inc.",us,Priority Tec,0,1764,200,-1
-1.570,-23.90%,0.0,0,3,6.570,4.37亿,437292155.0,5.700,5.000,down,-1,down,GOGO,206530,"Gogo, Inc.",us,"Gogo, Inc.",0,9411.61万,1750.93万,-1
-0.370,-23.13%,0.0,0,3,1.600,1.16亿,115750739.16,1.540,1.230,down,-1,down,AKER,209228,"Akers Biosciences, Inc.",us,Akers Biosci,0,146.79万,110.99万,-1
-0.120,-22.64%,0.0,0,3,0.530,0,0.0,0.430,0.410,down,-1,down,GLU.RT,76660871482365,GABELLI GLOBAL UTILITY & INCOME TR,us,GABELLI GLOB,0,4.86万,10.90万,-1
-3.390,-20.30%,0.0,0,4,16.700,2129.60万,21296000.0,14.970,13.310,down,-1,down,KOLD,208722,ProShares两倍做空彭博天然气ETF,us,ProShares两,0,792.03万,55.69万,-1
-0.310,-19.50%,0.0,0,3,1.590,0,0.0,1.535,1.280,down,-1,down,BDRBF,76347338869420,庞巴迪,us,庞巴迪,0,153.39万,113.70万,-1
-0.990,-19.41%,0.0,0,3,5.100,7631.98万,76319777.79,5.090,4.110,down,-1,down,SCPH,75063143646647,scPharmaceuticals,us,scPharmaceut,0,64.52万,14.72万,-1
-0.417,-19.05%,0.0,0,3,2.189,0,0.0,1.850,1.772,down,-1,down,IMRNW,74350179074313,Immuron Ltd.,us,Immuron Ltd.,0,9283.676,5097,-1
-37.960,-18.76%,34.114,0,3,202.390,1003亿,100302300000.0,163.320,164.430,down,-1,down,NVDA,202597,英伟达,us,英伟达,0,81.26亿,4908.80万,-1
-0.089,-18.39%,0.0,0,3,0.484,985.55万,9855503.59,0.415,0.395,down,-1,down,VLRX,74066711230380,Valeritas Holdings,us,Valeritas Ho,0,357.69万,873.67万,-1
-0.030,-17.65%,0.0,0,3,0.170,0,0.0,0.150,0.140,down,-1,down,CNACW,74676596589189,Constellation Alpha Capital Corp.,us,Constellatio,0,2016.999,1.44万,-1
-6.440,-17.60%,0.0,0,3,36.600,40.13亿,4013252464.0,31.340,30.160,down,-1,down,HCM,72481868299006,和黄药业,us,和黄药业,0,5222.80万,178.43万,-1
-0.123,-17.57%,0.0,0,3,0.700,0,0.0,0.577,0.577,down,-1,down,MDGSW,76166950242853,Medigus Ltd.,us,Medigus Ltd.,0,57.72,100,-1
-0.078,-17.33%,0.0,0,3,0.450,0,0.0,0.420,0.372,down,-1,down,SOLOW,76197015013959,Electrameccanica Vehicles Corp.,us,Electramecca,0,2.31万,5.99万,-1
-0.459,-17.26%,0.0,0,3,2.659,1.60亿,159514777.4,2.680,2.200,down,-1,down,SPI,72232760195759,阳光动力,us,阳光动力,0,221.38万,73.91万,-1
-0.045,-17.31%,0.0,0,3,0.260,0,0.0,0.260,0.215,down,-1,down,FPAYW,76446123117381,"FlexShopper, Inc.",us,"FlexShopper,",0,713.1,3000,-1
-0.140,-15.73%,0.0,0,3,0.890,0,0.0,0.880,0.750,down,-1,down,BLNKW,75484050442334,Blink Charging Co.,us,Blink Chargi,0,1963.008,2560,-1
-0.370,-15.68%,0.0,0,3,2.360,4895.87万,48958686.45,2.360,1.990,down,-1,down,AAC,210423,"AAC Holdings, Inc.",us,AAC Holdings,0,179.99万,88.14万,-1
-0.090,-15.52%,0.0,0,3,0.580,1205.18万,12051849.88,0.580,0.490,down,-1,down,GLG,76124000560879,中国商业信贷公司,us,中国商业,0,10.15万,20.56万,-1
-0.042,-14.33%,0.0,0,3,0.293,1763.86万,17638558.899,0.267,0.251,down,-1,down,DPW,209420,"DPW Holdings, Inc.",us,DPW Holdings,0,46.15万,177.35万,-1
-5.310,-14.03%,14.152,0,3,37.860,28.73亿,2873330841.15,37.610,32.550,down,-1,down,ACHC,206954,阿卡迪亚医疗保健公司,us,阿卡迪亚,0,3.62亿,1157.85万,-1
-1.070,-13.79%,24.777,0,3,7.760,2.37亿,237428100.0,7.550,6.690,down,-1,down,DLNG,206243,Dynagas LNG Partners LP,us,Dynagas LNG ,0,432.43万,61.60万,-1
-8.060,-13.66%,19.664,0,3,58.990,85.31亿,8530775000.0,52.600,50.930,down,-1,down,JWN,206699,诺德斯特龙,us,诺德斯特,0,6.52亿,1277.20万,-1
-0.610,-13.62%,0.0,0,3,4.480,9900.78万,99007750.26,3.890,3.870,down,-1,down,MCF,207208,Contango Oil & Gas Co.,us,Contango Oil,0,588.92万,149.57万,-1
-0.180,-13.53%,1.796,0,3,1.330,2065.50万,20655013.15,1.230,1.150,down,-1,down,BGI,209199,"Birks Group, Inc.",us,"Birks Group,",0,25.13万,19.82万,-1
-0.106,-13.47%,0.0,0,3,0.787,1171.30万,11712981.589,0.774,0.681,down,-1,down,LENS,210687,PRESBIA PLC,us,PRESBIA PLC,0,3.80万,5.19万,-1
-0.126,-13.32%,0.0,0,3,0.946,431.30万,4313036.0,1.000,0.820,down,-1,down,IEAWW,75664439068882,"Infrastructure & Energy Alternatives, Inc.",us,Infrastructu,0,2.28万,2.70万,-1
-1.490,-13.23%,29.606,0,3,11.260,9.72亿,972055227.14,10.860,9.770,down,-1,down,WAIR,206951,"Wesco Aircraft Holdings, Inc.",us,Wesco Aircra,0,1535.21万,159.55万,-1
-0.630,-12.80%,8.937,0,3,4.920,6786.68万,67866804.72,4.900,4.290,down,-1,down,PHIIK,202325,"PHI, Inc.",us,"PHI, Inc.",0,109.32万,25.50万,-1
-0.210,-12.80%,0.0,0,3,1.640,2.31亿,231046927.54,1.640,1.430,down,-1,down,GEN,210728,"Genesis Healthcare, Inc.",us,Genesis Heal,0,88.67万,62.37万,-1
-0.070,-12.73%,9.6,0,3,0.550,3756.02万,37560225.12,0.566,0.480,down,-1,down,HLTH,210935,Nobilis Health Corp.,us,Nobilis Heal,0,8.99万,18.14万,-1
-1.709,-12.70%,10.879,0,3,13.459,1994.98万,19949796.25,13.000,11.750,down,-1,down,CUO,209045,Continental Materials Corp.,us,Continental ,0,5.22万,4283,-1
-0.250,-12.69%,0.0,0,3,1.970,721.49万,7214944.2,1.930,1.720,down,-1,down,CHCI,206496,康斯托克住宅建筑,us,康斯托克,0,2.04万,1.09万,-1
-0.180,-12.59%,0.0,0,3,1.430,119.49万,1194861.25,1.500,1.250,down,-1,down,RSLS,74994424169834,"ReShape Lifesciences, Inc.",us,ReShape Life,0,97.05万,73.18万,-1
-0.076,-12.28%,0.0,0,3,0.619,1307.03万,13070301.625,0.611,0.543,down,-1,down,EARS,210282,Auris Medical Holding AG,us,Auris Medica,0,135.52万,254.08万,-1
-1.780,-12.11%,0.0,0,3,14.700,5.89亿,588926778.56,14.112,12.920,down,-1,down,CMLS,201392,"Cumulus Media, Inc.",us,Cumulus Medi,0,1.47万,1053,-1
-0.079,-11.81%,0.0,0,3,0.669,1984.61万,19846125.59,0.680,0.590,down,-1,down,CYTR,201032,赛特科科技,us,赛特科科,0,33.50万,54.85万,-1
-0.350,-11.78%,23.818,0,3,2.970,9084.56万,90845576.08,2.900,2.620,down,-1,down,QTM,204785,昆腾数据,us,昆腾数据,0,106.56万,38.03万,-1
-1.190,-11.67%,0.0,0,3,10.200,4.96亿,495550000.0,10.150,9.010,down,-1,down,REDU,74934294627624,瑞思学科英语,us,瑞思学科,0,597.63万,66.62万,-1
-6.800,-11.23%,17.801,0,3,60.560,43.16亿,4315960320.0,53.700,53.760,down,-1,down,WSM,201513,"Williams-Sonoma, Inc.",us,Williams-Son,0,6.14亿,1152.26万,-1
0.000,0.00%,0.0,0,3,0.001,0,0.0,0.001,0.001,flat,0,flat,CYHHZ,209768,"Community Health Systems, Inc.",us,Community He,0,3375.369,191.68万,-1
-0.460,-10.70%,0.0,0,3,4.300,6.63亿,663365568.0,4.220,3.840,down,-1,down,STG,75612899461279,尚德机构,us,尚德机构,0,18.79万,4.76万,-1
-0.041,-10.49%,0.0,0,3,0.391,489.90万,4899039.6,0.400,0.350,down,-1,down,IPWR,206546,"Ideal Power, Inc.",us,"Ideal Power,",0,16.01万,46.31万,-1
-8.900,-10.61%,8.598,0,3,83.880,31.64亿,3163806518.22,81.950,74.980,down,-1,down,CPA,201106,科帕控股,us,科帕控股,0,1.30亿,173.41万,-1
-0.460,-10.24%,0.0,0,3,4.490,1.27亿,127056393.23,4.430,4.030,down,-1,down,QHC,72679436794737,Quorum Health Corporation,us,Quorum Healt,0,160.84万,38.80万,-1
-0.025,-10.20%,0.0,0,3,0.245,0,0.0,0.240,0.220,down,-1,down,AMRWW,75475460507738,"Alta Mesa Resources, Inc.",us,Alta Mesa Re,0,5.14万,24.08万,-1
-0.006,-12.00%,0.0,0,3,0.050,0,0.0,0.045,0.044,down,-1,down,JSYNW,72653666990944,Jensyn Acquistion Corp.,us,Jensyn Acqui,0,1923.719,4.28万,-1
-0.045,-10.11%,0.0,0,3,0.445,0,0.0,0.400,0.400,down,-1,down,DOTAW,74947179529526,"Draper Oakwood Technology Acquisition, Inc.",us,Draper Oakwo,0,40,100,-1
-0.210,-10.05%,0.0,0,3,2.090,6996.78万,69967756.96,2.050,1.880,down,-1,down,NLNK,207379,NewLink Genetics Corp.,us,NewLink Gene,0,158.85万,82.51万,-1
-0.270,-9.78%,0.0,0,3,2.760,1.39亿,139490432.46,2.720,2.490,down,-1,down,MLNT,75054553712044,"Melinta Therapeutics, Inc.",us,Melinta Ther,0,111.53万,46.08万,-1
-0.105,-9.63%,3.788,0,3,1.090,4176.71万,41767092.9,1.090,0.985,down,-1,down,HDSN,206472,哈德森科技,us,哈德森科,0,43.77万,43.72万,-1
-0.560,-9.59%,0.0,0,3,5.840,9671.61万,96716051.52,5.810,5.280,down,-1,down,VERI,74234214957248,Veritone,us,Veritone,0,213.64万,39.71万,-1
-0.460,-9.58%,0.0,0,3,4.800,787.13万,7871327.8,4.340,4.340,down,-1,down,OPHC,206574,"OptimumBank Holdings, Inc.",us,OptimumBank ,0,1.45万,3360,-1
-0.660,-9.57%,0.0,0,3,6.900,4680.51万,46805110.56,6.970,6.240,down,-1,down,FTNW,75217762469742,"FTE Networks, Inc.",us,FTE Networks,0,54.59万,8.58万,-1
-0.255,-9.48%,0.0,0,3,2.690,2.02亿,202453782.095,2.610,2.435,down,-1,down,MHLD,205782,Maiden Holdings Ltd.,us,Maiden Holdi,0,184.30万,75.78万,-1
-0.170,-9.44%,0.0,0,3,1.800,0,0.0,1.690,1.630,down,-1,down,NESRW,74393128747473,National Energy Services Reunited Corp.,us,National Ene,0,3.88万,2.55万,-1
-0.091,-9.51%,1.354,0,3,0.957,925.01万,9250124.681,0.990,0.866,down,-1,down,TIS,207970,Orchids Paper Products Co.,us,Orchids Pape,0,46.05万,53.50万,-1
-1.290,-9.42%,0.0,0,3,13.700,5983.95万,59839481.16,13.280,12.410,down,-1,down,PLYM,74350179074311,"Plymouth Industrial REIT, Inc.",us,Plymouth Ind,0,8.41万,6630,-1
-4.280,-9.24%,0.0,0,4,46.300,17.23亿,1722820000.0,47.790,42.020,down,-1,down,TVIX,206179,VelocityShares每日两倍波动率指数,us,VelocityShar,0,6.30亿,1408.44万,-1
-0.049,-9.18%,0.0,0,3,0.534,3529.70万,35296981.307,0.530,0.485,down,-1,down,ADOM,74436078420454,"ADOMANI, Inc.",us,"ADOMANI, Inc",0,31.49万,63.06万,-1
-0.250,-9.09%,0.0,0,3,2.750,6414.54万,64145397.5,2.760,2.500,down,-1,down,REED,206365,"Reed's, Inc.",us,"Reed's, Inc.",0,13.39万,5.29万,-1
-0.030,-9.09%,0.0,0,3,0.330,0,0.0,0.320,0.300,down,-1,down,DSKEW,73980811886196,"Daseke, Inc.",us,"Daseke, Inc.",0,5.04万,17.49万,-1
-0.440,-9.02%,0.0,0,3,4.880,2776.79万,27767862.12,4.890,4.440,down,-1,down,HHS,201503,哈特-汉克斯,us,哈特-汉,0,54.32万,11.97万,-1
-0.025,-8.96%,0.0,0,3,0.279,1580.46万,15804585.358,0.269,0.254,down,-1,down,HUSA,206519,休斯敦能源,us,休斯敦能,0,15.55万,59.17万,-1
-0.055,-8.80%,28.5,0,3,0.625,482.94万,4829411.07,0.550,0.570,down,-1,down,ARCI,202144,"Appliance Recycling Centers of America, Inc. (Minnesota)",us,Appliance Re,0,3.61万,6.36万,-1
-0.630,-8.71%,17.368,0,3,7.230,7782.96万,77829576.0,7.190,6.600,down,-1,down,NTWK,203257,奈特阳科技,us,奈特阳科,0,97.99万,14.29万,-1
-0.120,-8.63%,0.276,0,3,1.390,6013.45万,60134500.0,1.360,1.270,down,-1,down,FWP,210455,Forward Pharma,us,Forward Phar,0,1.88万,1.36万,-1
-1.350,-8.63%,10.671,0,3,15.650,6.96亿,696108198.5,13.570,14.300,down,-1,down,SMCI,203319,超微电脑,us,超微电脑,0,3688.00万,260.95万,-1
-0.240,-8.51%,0.0,0,3,2.820,4798.80万,47988000.0,2.700,2.580,down,-1,down,VJET,207766,voxeljet AG,us,voxeljet AG,0,30.09万,11.39万,-1
-0.110,-8.46%,0.0,0,3,1.300,397.74万,3977447.67,1.250,1.190,down,-1,down,ORPN,210281,Bio Blast Pharma,us,Bio Blast Ph,0,13.41万,11.21万,-1
-0.180,-8.45%,0.0,0,3,2.130,5786.88万,57868792.8,2.110,1.950,down,-1,down,NEOS,71459666082072,"NEOS THERAPEUTICS, INC.",us,NEOS THERAPE,0,208.11万,103.76万,-1
-0.510,-8.35%,4.444,0,3,6.110,5.96亿,595877861.6,6.130,5.600,down,-1,down,VNTR,74607877112410,Venator Materials Plc,us,Venator Mate,0,1761.11万,317.31万,-1
-0.016,-8.21%,0.0,0,3,0.195,0,0.0,0.240,0.179,down,-1,down,AGFSW,211264,"AgroFresh Solutions, Inc.",us,AgroFresh So,0,540.4,3614,-1
-3.340,-8.15%,0.0,0,3,40.990,45.03亿,4503193083.3,40.260,37.650,down,-1,down,ZS,75569949788300,"Zscaler, Inc.",us,"Zscaler, Inc",0,7166.83万,185.36万,-1
-0.320,-8.14%,0.0,0,3,3.930,560.59万,5605889.58,3.500,3.610,down,-1,down,INPX,73985106853937,Inpixon,us,Inpixon,0,96.60万,26.52万,-1
-0.140,-8.14%,0.0,0,3,1.720,925.79万,9257874.12,1.680,1.580,down,-1,down,NEON,208043,"Neonode, Inc.",us,"Neonode, Inc",0,4.34万,2.76万,-1
-1.680,-8.10%,0.0,0,4,20.750,152.56万,1525600.0,19.070,19.070,down,-1,down,BOS,209674,DB Base Metals Short Exchange Traded Notes,us,DB Base Meta,0,3814,200,-1
-0.435,-8.00%,0.0,0,3,5.435,1023.16万,10231650.0,5.130,5.000,down,-1,down,ROSEU,74229919989946,"Rosehill Resources, Inc.",us,Rosehill Res,0,5640,1100,-1
-0.800,-8.00%,0.0,0,3,10.000,0,0.0,9.860,9.200,down,-1,down,NM-H,75213467500356,Navios Maritime Holdings Inc. Sponsored ADR Representing 1/100th Perp. Preferred Series H%,us,Navios Marit,0,89.89万,9.53万,-1
-0.001,-20.00%,0.0,0,3,0.005,15.97万,159694.98,0.004,0.004,down,-1,down,CYTXZ,75909252204895,"Cytori Therapeutics, Inc.",us,Cytori Thera,0,16.153,3550,-1
-0.560,-8.00%,0.0,0,3,7.000,4.12亿,411623122.96,7.020,6.440,down,-1,down,CTK,76420353313584,触宝科技,us,触宝科技,0,141.93万,21.47万,-1
-0.250,-7.96%,0.0,0,3,3.140,8968.75万,89687549.06,3.200,2.890,down,-1,down,EMES,207010,Emerge Energy Services LP,us,Emerge Energ,0,124.46万,43.16万,-1
-1.250,-7.94%,0.0,0,3,15.750,6.16亿,616083583.5,15.500,14.500,down,-1,down,AMTBB,76566382201790,Mercantil Bank Holding Corp.,us,Mercantil Ba,0,7.40万,5027,-1
-0.095,-7.92%,0.0,0,3,1.200,728.49万,7284859.465,1.190,1.105,down,-1,down,SNOA,73615739665846,"Sonoma Pharmaceuticals, Inc.",us,Sonoma Pharm,0,51.17万,45.32万,-1
-0.030,-7.89%,0.0,0,3,0.380,1068.97万,10689735.0,0.370,0.350,down,-1,down,MTP,211552,Midatech Pharma Plc,us,Midatech Pha,0,1.81万,5.20万,-1
-0.115,-7.85%,0.0,0,3,1.465,3383.12万,33831179.55,1.410,1.350,down,-1,down,SOLO,76197015013960,Electrameccanica Vehicles Corp.,us,Electramecca,0,58.79万,42.74万,-1
-0.450,-7.84%,0.0,0,3,5.740,5.31亿,531301118.26,5.770,5.290,down,-1,down,TK,203167,Teekay Corp.,us,Teekay Corp.,0,1061.93万,197.16万,-1
-0.340,-7.82%,0.0,0,3,4.350,818.11万,8181065.66,4.200,4.010,down,-1,down,MXC,209321,Mexco Energy Corp.,us,Mexco Energy,0,2.47万,6101,-1
-0.100,-7.75%,0.0,0,3,1.290,1697.58万,16975839.09,1.260,1.190,down,-1,down,GEMP,211927,GEMPHIRE THERAPEUTICS INC.,us,GEMPHIRE THE,0,8.90万,7.39万,-1
-0.077,-7.72%,0.0,0,3,0.997,1546.85万,15468523.96,0.988,0.920,down,-1,down,DSS,208706,"Document Security Systems, Inc.",us,Document Sec,0,16.83万,17.65万,-1
-0.385,-7.70%,0.0,0,3,5.000,657.61万,6576068.667,4.615,4.615,down,-1,down,WVVIP,211488,"Willamette Valley Vineyards, Inc.",us,Willamette V,0,1846.12,400,-1
-0.060,-7.69%,0.0,0,3,0.780,4463.05万,44630529.84,0.780,0.720,down,-1,down,NAO,210124,Nordic Amern Offshore Ltd Ordinary Shares Reg S (Marshall Islands),us,Nordic Amern,0,4.96万,6.91万,-1
-0.040,-7.69%,0.0,0,3,0.520,0,0.0,0.500,0.480,down,-1,down,BCACW,74577812341324,Bison Capital Acquisition Corp.,us,Bison Capita,0,146,300,-1
-0.065,-7.69%,0.0,0,3,0.845,3587.07万,35870662.733,0.840,0.780,down,-1,down,WKHS,72181220588183,"Workhorse Group, Inc.",us,Workhorse Gr,0,9.46万,11.67万,-1
-0.064,-7.58%,0.0,0,3,0.844,7.78亿,777725200.98,0.852,0.780,down,-1,down,WFT,201386,Weatherford International Plc,us,Weatherford ,0,2792.88万,3413.63万,-1
-0.410,-7.65%,2.473,0,3,5.360,4193.45万,41934459.6,5.100,4.950,down,-1,down,LAZY,75612899461281,"Lazydays Holdings, Inc.",us,Lazydays Hol,0,11.77万,2.35万,-1
-0.230,-7.64%,0.0,0,3,3.010,8702.33万,87023313.0,3.250,2.780,down,-1,down,BRQS,74723841229462,播思科技,us,播思科技,0,1163.5,508,-1
-0.200,-7.63%,0.0,0,3,2.620,1.99亿,198713387.4,2.500,2.420,down,-1,down,FSNN,210103,"Fusion Connect, Inc.",us,Fusion Conne,0,71.48万,29.63万,-1
-0.135,-7.61%,0.0,0,3,1.775,7538.60万,75386032.52,1.770,1.640,down,-1,down,AKAO,206576,"Achaogen, Inc.",us,"Achaogen, In",0,184.31万,110.92万,-1
-0.183,-7.58%,0.0,0,3,2.413,2459.53万,24595339.0,2.580,2.230,down,-1,down,BNTC,71515500656950,BENITEC BIOPHARMA LTD/ADR,us,BENITEC BIOP,0,1.06万,4370,-1
-0.081,-7.64%,0.0,0,3,1.060,8576.17万,85761685.302,1.090,0.979,down,-1,down,SN,207035,Sanchez Energy Corp.,us,Sanchez Ener,0,288.20万,285.05万,-1
-0.240,-7.52%,0.0,0,3,3.190,8346.70万,83467010.9,3.067,2.950,down,-1,down,STKS,210983,"The ONE Group Hospitality, Inc.",us,The ONE Grou,0,2.35万,7752,-1
-3.000,-7.50%,54.411,0,3,40.000,5.45亿,545392506.0,37.000,37.000,down,-1,down,FORTY,201605,配方系统,us,配方系统,0,2.48万,671,-1
-0.051,-7.61%,0.0,0,3,0.670,3368.84万,33688359.497,0.680,0.619,down,-1,down,ENSV,208610,Enservco Corp.,us,Enservco Cor,0,8.59万,14.01万,-1
-0.445,-7.47%,0.0,0,3,5.955,2.47亿,247343657.56,5.970,5.510,down,-1,down,EVER,76020921346124,"EverQuote, Inc.",us,"EverQuote, I",0,196.32万,34.92万,-1
-0.020,-7.41%,0.0,0,3,0.270,0,0.0,0.260,0.250,down,-1,down,CNACR,74676596589188,Constellation Alpha Capital Corp.,us,Constellatio,0,3026.2,1.21万,-1
-0.120,-7.32%,0.0,0,3,1.640,3549.12万,35491206.56,1.550,1.520,down,-1,down,ARCW,206085,阿尔克科技,us,阿尔克科,0,6663.849,4310,-1
-0.039,-7.33%,0.0,0,3,0.532,1366.89万,13668918.0,0.522,0.493,down,-1,down,CGIX,208220,"Cancer Genetics, Inc.",us,Cancer Genet,0,6.36万,12.76万,-1
-0.090,-7.26%,0.0,0,3,1.240,3037.58万,30375797.55,1.240,1.150,down,-1,down,AIRI,208761,Air Industries Group,us,Air Industri,0,3.25万,2.68万,-1
-0.530,-7.23%,0.0,0,3,7.330,3.07亿,306966212.0,7.140,6.800,down,-1,down,TBIO,210021,"Translate Bio, Inc.",us,Translate Bi,0,24.17万,3.41万,-1
-2.827,-7.23%,0.0,0,4,39.110,0,0.0,40.300,36.283,down,-1,down,LABD,211023,Direxion每日标普生物技术三倍做空,us,Direxion每,0,7417.95万,195.92万,-1
-0.079,-7.12%,0.0,0,3,1.109,84.47万,844718.45,1.080,1.030,down,-1,down,JMU,72842645552049,众美联,us,众美联,0,19.20万,18.55万,-1
-0.270,-7.16%,38.888,0,3,3.770,2.25亿,224995799.0,3.760,3.500,down,-1,down,NWY,201226,"New York & Co., Inc.",us,New York & C,0,56.83万,16.13万,-1
-0.700,-7.14%,0.0,0,3,9.800,0,0.0,9.500,9.100,down,-1,down,NM-G,75213467500355,Navios Maritime Holdings Inc. Sponsored ADR Representing 1/100th Perpetual Preferred Series G (Marshall Islands),us,Navios Marit,0,2.45万,2684,-1
-0.620,-7.12%,32.36,0,3,8.710,6.03亿,602899871.92,8.570,8.090,down,-1,down,EXPR,201945,"Express, Inc.",us,"Express, Inc",0,1929.76万,235.87万,-1
-1.990,-7.11%,0.0,0,3,27.980,0,0.0,25.895,25.990,down,-1,down,AHCHY,214601,海螺水泥(ADR),us,海螺水泥,0,92.80万,3.58万,-1
-0.910,-7.02%,0.0,0,3,12.960,8.92亿,891904404.15,12.730,12.050,down,-1,down,GTX,76467597953879,"Garrett Motion, Inc.",us,Garrett Moti,0,2337.27万,190.71万,-1
-0.504,-7.00%,0.0,0,3,7.204,5206.15万,52061512.5,6.800,6.700,down,-1,down,MNI,201084,麦克拉奇报业,us,麦克拉奇,0,5.55万,8130,-1
-0.090,-6.92%,0.0,0,3,1.300,3.11亿,311290547.15,1.310,1.210,down,-1,down,EPE,205495,EP Energy Corporation,us,EP Energy Co,0,187.82万,154.14万,-1
-4.020,-6.91%,0.0,0,4,58.140,4.28亿,427548000.0,59.660,54.120,down,-1,down,UVXY,208008,ProShares Ultra VIX短期期货ETF,us,ProShares Ul,0,3.91亿,691.89万,-1
-0.270,-6.91%,0.0,0,3,3.910,7.15亿,714802728.64,3.850,3.640,down,-1,down,ASNA,206894,Ascena零售集团有限公司,us,Ascena零售,0,1235.47万,336.10万,-1
-0.820,-6.90%,48.13,0,3,11.890,1.57亿,157393116.09,11.900,11.070,down,-1,down,PCOM,207676,Points International Ltd.,us,Points Inter,0,84.30万,7.41万,-1
-0.170,-6.88%,0.0,0,3,2.470,1332.16万,13321600.0,2.340,2.300,down,-1,down,MRIN,207758,"Marin Software, Inc.",us,Marin Softwa,0,3.43万,1.56万,-1
-0.090,-6.87%,0.0,0,3,1.310,688.88万,6888793.44,1.280,1.220,down,-1,down,ATOS,209025,"Atossa Genetics, Inc.",us,Atossa Genet,0,17.30万,14.35万,-1
-0.021,-6.95%,0.0,0,3,0.302,651.84万,6518377.968,0.300,0.281,down,-1,down,PRPO,74500502929943,"Precipio, Inc.",us,"Precipio, In",0,28.63万,98.08万,-1
-0.400,-6.77%,0.0,0,3,5.910,16.56亿,1656384429.34,5.900,5.510,down,-1,down,PPDF,75033078875529,拍拍贷,us,拍拍贷,0,291.54万,52.30万,-1
-4.220,-6.68%,28.616,0,3,63.170,12.39亿,1239065923.5,62.220,58.950,down,-1,down,BJRI,201694,BJs餐饮,us,BJs餐饮,0,4049.75万,68.31万,-1
-0.030,-6.67%,0.0,0,3,0.450,0,0.0,0.400,0.420,down,-1,down,SGLBW,73924977311324,"Sigma Labs, Inc.",us,"Sigma Labs, ",0,2556.437,6128,-1
-0.490,-6.60%,0.0,0,3,7.420,1.32亿,132391856.52,7.310,6.930,down,-1,down,FENC,74822625477853,"Fennec Pharmaceuticals, Inc.",us,Fennec Pharm,0,29.75万,4.23万,-1
-0.186,-6.58%,0.0,0,3,2.826,1885.27万,18852738.96,2.690,2.640,down,-1,down,VXRT,75484050442333,"Vaxart, Inc.",us,"Vaxart, Inc.",0,16.10万,6.17万,-1
-0.059,-6.49%,0.0,0,3,0.909,487.50万,4874970.736,0.840,0.850,down,-1,down,RTTR,211083,RITTER PHARMACEUTICALS INC,us,RITTER PHARM,0,3.47万,4.05万,-1
-2.515,-6.53%,0.0,0,3,38.515,0,0.0,35.150,36.000,down,-1,down,NTDOY,75329431606075,任天堂(ADR),us,任天堂(AD,0,2190.05万,61.16万,-1
-0.180,-6.47%,0.0,0,3,2.780,1.23亿,122957530.8,2.750,2.600,down,-1,down,ADMP,208736,Adamis Pharmaceuticals Corp.,us,Adamis Pharm,0,58.16万,21.76万,-1
-0.230,-6.41%,6.339,0,3,3.590,1.40亿,139788825.12,3.590,3.360,down,-1,down,SND,212291,"Smart Sand, Inc.",us,"Smart Sand, ",0,219.06万,64.32万,-1
-0.280,-6.39%,5.256,0,3,4.380,3243.84万,32438408.7,4.340,4.100,down,-1,down,VTSI,75668734036180,"VirTra, Inc.",us,"VirTra, Inc.",0,3.42万,8817,-1
-0.490,-6.36%,9.139,0,3,7.710,9.33亿,932558766.08,7.600,7.220,down,-1,down,CHS,201554,"Chico's FAS, Inc.",us,"Chico's FAS,",0,3243.07万,452.95万,-1
-1.265,-6.34%,0.0,0,3,19.960,17.14亿,1714451503.205,19.000,18.695,down,-1,down,SGMS,205863,美彩科技,us,美彩科技,0,5780.82万,312.21万,-1
-0.240,-6.33%,25.357,0,3,3.790,8019.29万,80192898.95,3.929,3.550,down,-1,down,CPSS,206514,"Consumer Portfolio Services, Inc.",us,Consumer Por,0,13.09万,3.42万,-1
