,close,high,low,open,time,volume,close_pre_tmp,month_grow_tmp,month_grow,month_rs
27,165.38,170.79,158.665,166.17,2017-03-01,36215491,164.82,0.0033976459167576888,-0.007160209568984425,0.010557855485742115
26,164.82,165.88,154.37,155.0,2017-02-01,39653308,154.14,0.06928766056831456,0.04773186186731944,0.021555798700995124
25,154.14,154.97,140.5,144.54,2017-01-01,33013878,143.77,0.07212909508242314,0.005135457885096172,0.06699363719732697
24,143.77,148.26,141.82,142.38,2016-12-01,25092683,142.53,0.008699922823265342,0.033415291488309025,-0.02471536866504368
23,142.53,146.09,114.85,122.44,2016-11-01,47459070,121.86,0.16962087641555884,0.054080988093099136,0.1155398883224597
22,121.86,125.57,117.5,124.74,2016-10-01,32787743,125.31,-0.027531721331098897,-0.00905225268527968,-0.018479468645819216
21,125.31,129.62,122.52,124.9,2016-09-01,32928661,125.08,0.0018388231531819954,-0.005039432896687525,0.006878256049869521
20,125.08,131.675,124.0,131.46,2016-08-01,37746827,131.34,-0.04766255520024368,-0.0017013667356762163,-0.04596118846456746
19,131.34,143.18,128.55,131.25,2016-07-01,38342744,131.34,0.0,0.028011727836992656,-0.028011727836992656
18,131.34,134.73,122.91,131.92,2016-06-01,44197869,132.16,-0.00620460048426145,0.008027682828101155,-0.014232283312362605
17,132.16,142.33,128.39,141.68,2016-05-01,39775897,140.77,-0.06116360019890611,0.0007629275713923152,-0.061926527770298424
16,140.77,148.0,137.83,138.54,2016-04-01,34328800,138.99,0.012806676739333772,0.00500704265570598,0.007799634083627793
15,138.99,144.69,130.25,131.87,2016-03-01,32151696,130.69,0.06350906725839782,0.07075288348015622,-0.0072438162217584035
14,130.69,133.88,115.63,131.62,2016-02-01,34904970,130.49,0.0015326844968962267,0.0030486508808901048,-0.001515966383993878
13,130.49,141.945,126.42,137.66,2016-01-01,41970014,139.44,-0.06418531267928851,-0.05502027830081209,-0.00916503437847642
12,139.44,142.49,129.04,131.11,2015-12-01,90739087,130.38,0.06948918545789233,-0.016641722987462665,0.086130908445355
11,130.38,140.52,126.25,139.0,2015-11-01,41345664,139.15,-0.06302551203736982,0.003191885658254086,-0.0662173976956239
10,139.15,149.87,134.74,140.31,2015-10-01,53235362,140.0,-0.006071428571428531,0.084670887397373,-0.09074231596880153
9,140.0,152.44,134.62,138.49,2015-09-01,44092723,141.05,-0.007444168734491395,-0.014722262725805684,0.00727809399131429
8,141.05,155.95,136.04,154.28,2015-08-01,31056400,154.27,-0.08569391326894404,-0.06567773854626333,-0.02001617472268072
7,154.27,165.93,148.78,165.62,2015-07-01,37059300,164.14,-0.06013159497989507,0.003992733055573179,-0.06412432803546825
6,164.14,173.59,159.65,168.97,2015-06-01,34216900,167.85,-0.0221030682156688,-0.021718780190420454,-0.00038428802524834507
5,167.85,170.98,151.49,151.92,2015-05-01,28714700,150.93,0.11210494931425155,0.009537838583180303,0.10256711073107125
4,150.93,157.56,148.29,154.08,2015-04-01,21280200,154.41,-0.02253740042743339,0.003622837829627695,-0.026160238257061083
3,154.41,160.64,144.2,146.45,2015-03-01,27720400,146.45,0.054353021509047514,-0.01966502506521377,0.07401804657426128
2,146.45,148.76,132.94,134.96,2015-02-01,24791300,134.96,0.08513633669235314,0.05637942435020201,0.02875691234215113
1,134.96,143.65,122.86,126.65,2015-01-01,33022100,125.67,0.07392376860030243,-0.036925176190184913,0.11084894479048735
0,125.67,129.96,121.22,125.25,2014-12-01,16073100,,,-0.00028998936518702303,
