code,name,pe,roe2013,roe2014,roe2015,roe2016,roe2017,roe2018
00563,上实城市开发,12.407,1.14,1.29,4.13,4.25,4.12,0
01109,华润置地,10.282,17.23,14.25,15.31,16.75,16.09,0
01113,长实地产,13.453,10.61,30.54,6.50,7.19,10.33,0
02611,国泰君安,0.0,0,16.07,16.47,9.84,8.03,0
00135,昆仑能源,388.824,13.59,10.61,2.41,1.61,11.89,0
00183,宏辉集团,-9.429,-,0.69,-,-,0.40,0
01293,广汇宝信,25.534000000000002,21.56,13.89,4.46,8.28,11.78,0
01888,建滔积层板,21.54,9.34,8.43,9.61,30.17,21.55,0
00471,中播控股,-0.389,1.27,-,-,-,-,0
06839,云南水务,7.919,9.36,6.98,7.04,9.15,9.32,0
01357,美图公司,0.0,72.91,97.12,52.20,-,-,0
01184,S.A.S. DRAGON,19.612000000000002,22.57,16.51,9.12,19.27,23.01,0
00989,广泽国际发展,-14.318,0,-,-,-,4.12,2.22
02788,精熙国际,33.158,1.71,3.50,3.00,3.93,5.11,0
02888,渣打集团,-61.278999999999996,1.71,3.50,3.00,3.93,5.11,0
00230,五矿地产,8.105,6.16,5.31,3.78,7.78,8.54,0
03333,中国恒大,23.267,25.96,24.66,20.51,11.51,21.24,0
02233,西部水泥,615.0,7.50,0.72,-,0.18,10.81,0
00282,壹传媒,-1.821,0,9.39,6.66,-,-,-
00850,投融长富,-2.833,-,-,-,-,17.94,0
03683,荣丰联合控股,-6.81,0,-,-,-,-,-
01777,花样年控股,7.564,16.60,13.28,11.63,7.35,9.13,0
03948,伊泰煤炭,248.485,16.21,9.82,0.41,8.27,17.17,0
06136,康达环保,6.223,17.28,10.37,10.15,9.43,10.35,0
00975,MONGOL MINING,-0.745,-,-,-,-,44.75,0
01999,敏华控股,16.988,0,21.93,24.46,28.17,34.78,25.76
00899,亚洲资源,-6.388999999999999,0,-,-,-,-,-
00410,ＳＯＨＯ中国,27.823,19.72,10.36,1.47,2.64,14.47,0
01050,嘉利国际,19.322,0,3.65,7.72,11.51,15.61,15.36
01578,天津银行,3.983,3.65,7.72,11.51,15.61,15.36,0
00232,中国航空工业国际,-1.831,17.85,0.98,1.53,-,-,0
01122,庆铃汽车股份,9.783999999999999,5.04,5.93,6.34,6.28,6.41,0
00148,建滔化工,17.247,8.67,7.11,4.68,13.37,12.15,0
02880,大连港,19.474,5.08,3.80,3.45,2.99,2.77,0
03836,和谐汽车,7.07,18.20,19.97,9.62,-,16.05,0
01389,美捷汇控股,36.667,0,10.49,21.01,7.43,-,6.36
00444,SINCEREWATCH HK,-3.1430000000000002,0,9.09,5.01,-,-,-
01023,时代集团控股,5.946000000000001,23.01,25.46,19.43,16.98,10.23,0
00983,瑞安建业,-0.937,-,-,-,-,-,0
00069,香格里拉（亚洲）,42.763000000000005,6.21,2.62,2.19,1.77,2.39,0
00168,青岛啤酒股份,28.6,14.07,12.93,10.41,6.40,7.37,0
03989,首创环境,71.667,-,-,0.90,1.41,4.62,0
01061,亿胜生物科技,33.777,21.61,22.74,25.40,24.47,22.62,0
00733,合富辉煌,9.407,13.73,6.86,9.98,12.66,11.89,0
00486,RUSAL,3.488,-,-,40.12,35.74,27.50,0
00505,欢悦互娱,35.0,1.36,2.75,2.42,9.88,13.39,0
01771,新丰泰集团,20.0,18.00,10.93,1.63,2.82,8.21,0
02299,百宏实业,63.803999999999995,6.92,3.89,3.91,6.10,9.41,0
00912,信佳国际,7.197,0,15.68,26.35,11.99,9.21,10.15
00218,申万宏源,20.097,3.80,7.15,8.87,3.94,4.82,0
00522,ASM PACIFIC,27.180999999999997,7.89,19.50,11.94,16.23,24.75,0
01813,合景泰富,5.99,15.43,16.03,15.29,14.47,13.11,0
00620,大唐西市,-66.12899999999999,0,-,-,-,-,0
01086,好孩子国际,22.905,8.57,2.50,8.35,8.50,3.51,0
01447,新福港,13.064,55.63,25.21,14.93,23.46,29.93,0
00346,延长石油国际,-0.273,0.32,-,-,-,-,0
03828,明辉国际,-3.228,3.11,4.82,-,15.70,10.00,0
00317,中船防务,95.647,-,4.89,0.95,0.69,0.84,0
00371,北控水务集团,14.397,8.15,11.37,15.17,19.56,17.88,0
00945,宏利金融－Ｓ,17.355999999999998,10.97,10.51,5.32,7.00,5.13,0
00635,彩星集团,0.55,22.48,12.41,6.51,-,4.55,0
01363,中滔环保,8.547,19.94,22.87,20.78,16.10,15.29,0
01161,奥思集团,26.316,12.78,16.15,18.22,10.42,22.71,0
01766,中国中车,11.547,11.22,12.11,12.20,10.77,8.88,0
00685,世界华文媒体,4.024,0,22.15,14.98,12.51,7.82,-
00526,利时集团控股,140.0,0,61.89,5.00,1.50,-,-
01788,国泰君安国际,13.154000000000002,13.62,11.34,13.29,9.75,12.17,0
03822,三和建筑集团,2.13,0,58.10,41.53,23.34,11.34,0.80
00818,高阳科技,9.607999999999999,1.09,12.44,5.55,8.04,8.53,0
01565,成实外教育,83.62100000000001,6.93,13.41,18.64,11.87,11.50,0
00195,利海资源,-3.464,16.83,-,-,26.26,4.97,0
00456,新城市建设发展,485.0,29.27,7.45,0.59,0.21,3.51,0
00207,大悦城地产,15.238,12.18,8.65,2.89,3.04,4.27,0
02014,浩泽净水,101.053,45.84,6.54,1.44,10.33,7.87,0
00106,朗诗绿色地产,5.106,2.76,22.58,25.29,20.53,16.62,0
01526,瑞慈医疗,0.0,13.68,1.49,13.99,6.22,-,0
00696,中国民航信息网络,30.154,13.28,16.02,16.15,17.56,14.58,0
01004,中国智慧能源,-24.737,0,-,-,-,-,-
01008,贵联控股,3.715,17.23,15.28,13.18,10.15,4.73,0
00688,中国海外发展,6.482,20.95,20.35,16.53,16.66,15.34,0
01094,中国公共采购,-1.107,2.04,-,-,-,-,0
01330,绿色动力环保,14.363,12.46,6.52,9.41,13.00,9.25,0
06882,东瀛游,3.11,46.20,31.84,41.89,5.81,8.50,0
00921,海信科龙,14.597000000000001,45.08,19.44,14.35,22.35,30.99,0
01638,佳兆业集团,3.737,13.37,-,-,-,17.21,0
00129,泛海集团,3.238,0,9.97,6.48,4.63,8.52,7.84
00188,新华汇富金融,-7.0,-,4.35,0.95,-,-,0
02356,大新银行集团,10.382,-,4.35,0.95,-,-,0
00365,紫光控股,-337.5,0,2.84,0.74,308.10,11.15,0
00042,东北电气,128.571,3.53,2.16,1.66,-,199.90,0
01366,江南集团,3.0610000000000004,22.03,19.38,14.36,10.03,1.96,0
01203,广南（集团）,12.192,7.53,6.01,2.84,4.70,2.68,0
01700,华地国际控股,11.710999999999999,15.23,12.72,9.55,6.54,6.69,0
02283,东江集团控股,24.9,32.77,29.22,30.90,30.03,33.11,0
03311,中国建筑国际,7.694,17.26,17.44,19.51,20.16,14.41,0
00512,远大医药,57.5,11.37,15.74,15.60,15.81,20.63,0
06161,泰加保险,8.0,24.77,34.07,14.23,-,3.73,0
00341,大家乐集团,21.561,0,15.58,15.98,14.64,14.45,12.83
00656,复星国际,11.043,13.93,13.87,10.61,11.12,13.04,0
00088,TAI CHEUNG HOLD,23.798000000000002,0,15.49,8.00,3.26,2.83,5.01
01498,培力控股,17.930999999999997,35.96,25.40,6.06,7.08,0.34,0
01373,国际家居零售,18.804000000000002,0,20.74,12.28,9.56,12.37,14.41
00479,华建控股,14.333,-,-,-,10.40,-,0
00321,德永佳集团,4.513,0,11.22,12.71,17.13,8.78,5.80
00198,星美控股,82.258,4.13,3.95,6.88,7.66,-,0
00497,资本策略地产,2.69,0,10.49,3.18,17.02,12.52,8.60
00687,香港国际建投,3.7439999999999998,0,10.88,14.57,4.55,0.05,0
00160,汉国置业,6.635,0,7.37,24.59,5.89,7.46,26.20
00489,东风集团股份,4.744,16.68,17.34,13.64,13.80,13.00,0
02324,首都创投,-0.27899999999999997,-,10.57,22.30,-,-,0
06808,高鑫零售,33.289,14.80,14.73,11.78,11.80,12.52,0
02218,安德利果汁,13.774000000000001,8.30,3.79,4.68,7.49,5.78,0
03313,雅高控股,6.103,-,10.58,7.21,-,0.48,0
00305,五菱汽车,6.949,8.62,6.22,7.89,11.94,12.00,0
00193,冠中地产,-2.278,-,-,-,-,7.06,0
01929,周大福,27.721,0,19.56,13.84,8.43,9.61,12.25
03898,中车时代电气,13.515,16.27,21.79,21.52,18.30,14.21,0
00767,PACIFIC PLYWOOD,1.723,7.62,-,-,7.92,1.98,0
01812,晨鸣纸业,5.871,5.06,3.63,6.05,8.99,13.57,0
00698,通达集团,12.777999999999999,14.67,14.43,17.32,21.51,17.24,0
01087,威讯控股,5.7139999999999995,-,5.83,2.54,-,-,0
03900,绿城中国,32.449,19.58,8.76,3.39,7.76,8.27,0
01518,新世纪医疗,0.0,67.14,74.03,-,124.56,6.16,0
00235,中策集团,1.56,-,29.93,17.33,-,4.11,0
00102,凯升控股,-13.448,-,-,-,0.05,1.14,0
03306,江南布衣,0.0,0,49.38,39.41,83.12,26.37,0
01913,普拉达,31.831,0,23.36,15.02,10.74,7.65,0
00520,呷哺呷哺,57.568000000000005,26.18,11.08,17.79,21.44,21.16,0
01172,勤达集团国际,8.214,0,-,-,14.68,7.85,2.30
00616,高山企业,-0.528,0,-,1.99,-,-,1.97
01382,互太纺织,8.766,0,28.38,30.74,33.50,30.71,22.16
00872,启迪国际,-4.36,-,-,-,-,-,0
00758,JUNEFIELD GROUP,-11.029000000000002,11.12,-,-,-,-,0
00378,五龙动力,-0.371,-,-,0,-,-,-
00822,嘉瑞国际,-5.282,7.53,9.44,-,7.76,3.99,0
02193,万景控股,10.571,0,37.00,24.66,10.60,3.12,2.49
00976,齐合天地,-3.592,-,-,-,-,8.41,0
06116,拉夏贝尔,6.697,32.40,16.28,19.68,16.08,12.86,0
01177,中国生物制药,45.193999999999996,18.89,22.89,22.93,21.53,23.57,0
02662,承兴国际控股,-122.83,-,-,-,-,11.74,0
01439,中华包装控股,4.39,31.97,22.49,15.60,1.37,-,0
01001,沪港联合,6.545,0,13.28,20.12,6.62,9.17,-
03993,洛阳钼业,62.456,9.64,12.47,4.39,5.33,7.15,0
00142,第一太平,23.116999999999997,6.70,2.36,2.63,3.32,3.75,0
02320,合丰集团,14.792,0.51,25.36,2.45,5.24,8.41,0
00830,远东环球,17.317,4.44,5.00,6.09,9.51,9.92,0
00848,茂业国际,22.188000000000002,13.68,19.11,3.62,0.46,9.68,0
06896,金嗓子,4.879,41.86,133.43,15.97,10.43,6.50,0
00868,信义玻璃,10.217,28.85,11.06,16.61,24.38,22.01,0
00553,南京熊猫电子股份,14.947000000000001,5.89,4.82,4.41,3.59,3.19,0
01188,正道集团,-3.5,-,-,-,-,-,0
00660,伟俊矿业集团,-70.0,-,247.72,73.49,241.93,52.24,0
00043,卜蜂国际,8.75,17.42,21.33,24.64,23.17,3.38,0
01065,天津创业环保股份,12.527000000000001,7.09,7.39,7.51,9.34,9.93,0
00425,敏实集团,22.691,13.03,13.48,13.83,16.22,16.72,0
00182,协合新能源,5.847,3.04,5.61,9.02,9.03,3.88,0
02222,雷士照明,32.857,6.66,-,1.68,5.58,9.69,0
00515,达进东方照明,-0.58,-,-,-,-,-,0
00306,冠忠巴士集团,6.765,0,10.98,26.04,17.99,20.88,13.56
00368,中外运航运,-4.596,-,0.09,-,-,1.78,0
00360,新焦点,-11.724,-,-,-,-,-,0
02009,金隅股份,10.884,12.23,7.79,5.30,6.08,5.54,0
00934,中石化冠德,8.16,4.99,8.17,10.95,10.51,10.66,0
02113,东盈控股,0.0,0,86.91,69.80,62.88,12.66,5.29
00911,前海健康,-0.7609999999999999,53.10,18.86,-,-,5.39,0
00661,中国大冶有色金属,-1.015,-,-,-,-,-,0
03669,永达汽车,17.352,17.18,13.04,12.38,17.16,18.22,0
01249,通力电子,10.8,25.12,14.04,15.09,13.03,13.29,0
03332,中生联合,3.4019999999999997,38.50,17.18,20.50,10.60,0.59,0
00097,恒基发展,4.49,0.70,-,30.15,6.83,7.76,0
01079,松景科技,-12.222000000000001,2.87,1.11,-,-,-,0
01458,周黑鸭,0.0,44.85,44.56,143.58,19.90,19.04,0
01117,现代牧业,17.105,5.70,11.29,4.13,-,-,0
01919,中远海控,98.182,0.97,1.49,1.64,-,12.88,0
01573,中国优质能源,0.0,71.60,59.04,39.60,28.37,23.39,0
01577,汇鑫小贷,0.0,7.68,12.58,11.96,9.11,9.13,0
00328,ALCO HOLDINGS,1.466,0,-,5.93,25.49,4.00,-
01198,皇朝家俬,-10.492,-,-,-,3.84,3.42,0
01258,中国有色矿业,-3.071,8.59,15.91,-,1.84,18.10,0
00288,万洲国际,14.036,-,14.93,13.64,16.40,15.22,0
02018,瑞声科技,33.113,32.73,25.36,27.48,28.37,30.34,0
00888,路讯通,-27.778000000000002,15.54,10.60,-,-,-,0
01460,扬科集团,17.714000000000002,0,-,16.72,19.33,16.96,-
00605,中国金融投资管理,6.596,11.36,11.53,11.73,11.02,7.72,0
01882,海天国际,17.02,19.56,18.42,17.00,17.01,18.99,0
00022,茂盛控股,9.111,0,15.67,9.30,8.45,-,-
03326,保发集团,3.653,30.50,25.03,384.74,8.40,10.88,0
01289,盛力达科技,-2.21,26.30,17.37,-,5.08,5.67,0
02331,李宁,1062.5,-,-,0.45,16.10,10.16,0
00738,莱尔斯丹,5.902,0,19.14,15.09,9.38,5.73,4.84
00757,阳光能源,20.167,-,-,1.46,-,11.31,0
00276,蒙古能源,-0.381,0,-,212.05,14.75,5.21,3.95
00413,南华集团控股,11.475999999999999,6.83,4.08,2.89,2.93,3.99,0
06878,鼎丰集团控股,19.355,7.92,12.58,11.51,13.17,13.32,0
00918,第一德胜控股,-5.455,0,1.99,0.78,-,-,29.43
00557,CITY E-SOLUTION,-8.333,3.02,-,-,-,3.05,0
03378,厦门港务,9.917,7.34,8.96,6.24,6.51,7.87,0
02866,中远海发,-3.9530000000000003,-,4.21,-,2.62,8.99,0
01317,枫叶教育,48.253,7.95,8.57,11.34,15.21,16.90,0
02633,雅各臣科研制药,0.0,0,19.63,10.64,16.06,10.25,10.24
00722,联合医务,176.0,29.86,27.96,61.13,1.62,8.28,0
00467,联合能源集团,23.878,15.32,18.69,-,9.28,12.36,0
00877,昂纳科技集团,25.435,0.97,3.28,6.21,9.19,10.28,0
00558,力劲科技,1170.0,0,4.03,5.70,0.04,7.88,10.79
00970,耀莱集团,-26.364,0,1.20,-,-,4.95,22.11
03666,小南国,-3.867,0.14,0.07,-,3.93,12.20,0
00922,安贤园中国,58.0,0,1.29,6.89,1.75,1.23,2.62
01240,青建国际,5.011,0,36.92,38.47,19.64,15.53,0
00948,融达控股,575.0,0,-,-,66.94,71.08,-
01268,美东汽车,29.741,23.02,20.33,13.36,17.59,26.13,0
01037,云智汇科技,-6.25,0,127.22,-,-,14.96,0
01556,建业建荣,2.375,26.09,44.11,40.64,25.34,19.23,0
01555,ＭＩ能源,-0.408,7.73,1.64,-,-,409.59,0
00543,太平洋网络,5.968999999999999,28.59,23.08,17.72,14.94,10.74,0
02488,元征科技,117.12299999999999,1.13,-,-,2.96,5.54,0
01292,长安民生物流,2.5780000000000003,15.47,14.57,13.85,6.15,6.52,0
00190,香港建设（控股）,9.275,0.56,-,-,3.37,6.77,0
00570,中国中药,30.896,7.19,12.97,5.62,8.34,9.41,0
00395,中国智能集团,-2.7319999999999998,-,-,-,-,15.31,0
02329,国瑞置业,6.55,46.65,13.55,15.52,16.48,16.05,0
00024,宝威控股,-10.769,-,-,-,-,-,0
00618,北大资源,-7.0,5.08,-,-,-,16.87,0
00509,世纪阳光,3.097,11.57,13.02,10.63,11.15,7.90,0
00397,君阳金融,-0.763,-,14.52,-,-,-,0
01135,亚洲卫星控股,4.545,9.94,7.87,16.45,13.85,11.83,0
01011,泰凌医药,22.162,-,0.98,9.85,11.31,11.63,0
00631,三一国际,384.286,6.19,2.51,0.27,-,3.64,0
03983,中海石油化学,12.512,11.64,0.77,5.99,-,0.38,0
00826,天工国际,41.282,14.79,11.80,1.87,2.75,4.07,0
02239,国微技术,0.0,4.53,8.41,5.34,7.57,9.71,0
01124,沿海家园,-9.138,0,1.31,-,-,15.24,4.22
00064,结好控股,3.786,0,13.07,6.68,9.58,7.01,5.49
01069,中国农林低碳,-2.0380000000000003,-,-,-,-,-,0
03303,巨涛海洋石油服务,39.75,5.46,2.53,2.31,0.98,2.70,0
03813,宝胜国际,16.809,-,0.54,7.42,9.18,6.17,0
01381,粤丰环保,30.881999999999998,19.38,8.25,11.65,14.69,11.54,0
00530,高银金融,24.609,11.95,8.65,12.38,8.52,11.83,0
00389,通天酒业,-3.0189999999999997,-,-,1.36,-,-,0
01106,中国海景,-11.818,-,-,-,-,-,0
00707,协盛协丰,-65.0,-,9.55,-,4.23,-,0
00627,佑威国际,-104.0,0,"1,080.60",0.93,-,-,-
00919,现代美容,17.333,0,37.76,40.27,14.31,27.08,-
01368,特步国际,19.326,13.45,10.17,12.83,10.66,7.82,0
02393,巨星医疗控股,24.951,19.54,31.96,17.94,21.35,37.15,0
02666,环球医疗,11.604000000000001,26.76,18.81,11.20,13.27,15.38,0
01003,欢喜传媒,-25.309,17.16,-,-,-,-,0
02066,盛京银行,3.48,17.16,-,-,-,-,0
06033,电讯数码控股,0.0,0,58.28,50.68,38.19,36.06,40.15
02789,远大中国,-2.7569999999999997,2.43,0.65,-,2.76,1.82,0
00607,丰盛控股,33.905,108.61,-,23.96,13.69,9.45,0
00777,网龙,-47.266999999999996,133.06,3.87,-,-,-,0
01462,金诚控股,406.0,0,32.46,15.61,7.58,0.14,35.75
01515,华润凤凰医疗,35.514,5.56,14.14,9.56,-,7.68,0
00751,创维数码,3.966,0,11.59,22.77,14.38,8.46,2.91
00923,综合环保集团,-4.545,0,-,-,-,-,-
00726,中民筑友科技,-9.091000000000001,0,-,-,-,7.14,0
00819,天能动力,16.733,4.51,-,18.03,21.84,24.15,0
01028,千百度,9.868,12.91,16.27,13.91,10.23,1.01,0
06198,青岛港,11.565999999999999,18.74,13.63,15.10,15.36,12.92,0
02138,香港医思医疗集团,27.136,0,-,"4,724.87",20.33,25.78,34.02
01121,宝峰时尚,-16.897000000000002,6.05,-,-,-,-,0
03903,瀚华金控,6.202999999999999,5.79,6.29,4.46,3.53,3.76,0
00412,中国新金融,61.25,0,18.62,-,2.27,5.00,11.62
01031,金利丰金融,20.0,0,4.85,7.18,9.13,7.58,6.54
00229,利民实业,12.895,5.54,4.74,6.44,8.92,6.12,0
03768,滇池水务,0.0,0,10.71,10.71,11.02,8.46,0
02030,卡宾,8.491,32.42,32.84,32.06,18.51,19.72,0
06123,先达国际物流,32.083,14.52,14.28,11.18,1.14,18.50,0
00055,中星集团控股,-1.315,0,-,-,8.10,4.76,0
02799,中国华融,3.405,20.63,15.35,14.76,17.02,17.16,0
01609,创建集团控股,0.0,0,50.67,39.63,35.61,22.37,13.89
02255,海昌海洋公园,27.246,7.77,5.37,6.03,4.98,6.49,0
00866,中国秦发,-0.139,-,-,125.92,6.31,-,0
00658,中国高速传动,13.315999999999999,0.76,2.40,10.59,10.03,4.14,0
01219,天喔国际,2.252,12.13,13.36,12.42,6.42,4.96,0
00372,德祥企业,1.643,0,3.65,7.74,12.34,-,-
01007,大庆乳业,-75.667,19.03,12.70,11.61,23.12,11.77,0
02136,利福中国,15.644,18.49,15.60,15.99,3.31,2.97,0
01666,同仁堂科技,23.294,11.98,13.02,13.63,13.53,13.84,0
00908,珠海控股投资,10.227,9.38,2.61,5.59,4.13,3.33,0
00078,REGAL INT'L,34.884,2.18,3.43,1.00,1.81,7.77,0
00787,利标品牌,27.813000000000002,4.75,4.21,0,0.70,3.59,-
00947,摩比发展,6.794,1.85,8.67,7.44,5.27,-,0
01685,博耳电力,1.075,17.62,20.92,23.67,-,-,0
01250,北控清洁能源集团,58.667,10.88,11.18,1.82,11.35,18.23,0
00721,中国金融国际,-3.911,-,-,-,-,-,0
00678,云顶香港,-2.8539999999999996,19.03,12.04,38.69,-,-,0
01383,太阳世纪集团,-7.706,-,-,-,151.87,-,0
00085,中国电子,6.303999999999999,24.66,15.79,12.35,63.63,10.87,0
01560,星星地产,7.678999999999999,6.21,180.53,25.33,4.83,14.93,0
02343,太平洋航运,-10.539000000000001,0.12,-,-,-,0.31,0
00544,大同集团,-28.666999999999998,-,-,-,-,-,0
01150,米兰站,-2.423,-,-,-,-,-,0
00598,中国外运,9.948,7.84,9.17,9.87,11.69,10.89,0
00259,亿都（国际控股）,8.55,0,10.34,17.47,15.36,28.05,6.72
01958,北京汽车,12.261,12.13,13.52,9.48,15.85,5.52,0
01102,环能国际,-18.285999999999998,3.02,-,-,-,-,0
02327,美瑞健康国际,106.25,0,93.70,2.46,6.15,11.73,0
00090,琥珀能源,6.9110000000000005,2.82,-,9.32,8.62,6.56,0
00275,凯华集团,-0.292,0,-,-,-,24.49,-
00252,华信地产财务,24.561,0,9.43,14.35,3.24,7.82,5.08
01141,天顺证券,-2.27,0,26.18,20.92,-,9.24,0
06869,长飞光纤光缆,31.515,27.49,16.57,15.96,17.21,24.21,0
02098,卓尔集团,32.609,25.13,19.86,21.52,16.93,13.38,0
00928,野马国际,-17.785999999999998,0,-,-,-,-,-
01066,威高股份,20.943,4.29,11.02,10.44,9.32,12.97,0
01051,国际资源,4.824,3.43,5.34,4.84,9.43,2.26,0
01281,隆基泰和智慧能源,64.8,1.91,-,18.39,16.77,17.48,0
01581,进昇集团控股,0.0,0,48.93,37.51,27.76,9.70,2.26
01500,现恒建筑,3.4819999999999998,0,30.06,48.83,27.79,32.65,9.52
01300,俊知集团,5.043,20.85,18.87,10.93,7.26,9.48,0
00237,安全货仓,2.49,0,6.73,16.71,18.68,6.42,10.30
00353,能源国际投资,-1.506,-,-,-,-,-,0
03773,年年卡,7.103,26.96,29.04,21.48,14.38,-,0
00210,达芙妮国际,-1.652,6.53,3.48,-,-,-,0
00499,青岛控股,-32.609,0,0.22,2.81,-,2.30,2.27
01979,天宝集团,3.8139999999999996,17.60,14.85,39.22,42.76,26.60,0
00015,盈信控股,1.6740000000000002,0,5.95,6.48,27.93,4.45,11.80
00575,励晶太平洋,-1.755,-,-,-,-,-,0
00840,天业节水,-22.813000000000002,0.50,0.29,-,-,0.21,0
01068,雨润食品,-0.667,0.27,0.36,-,-,-,0
01883,中信国际电讯,8.675,17.32,11.02,11.41,10.80,10.50,0
01326,天马影视,-12.414000000000001,9.87,9.06,-,-,-,0
00171,银建国际,-49.655,0.88,1.49,-,-,3.66,0
00033,亚投金融集团,-6.545,287.72,182.47,-,-,-,0
01689,华禧控股,16.165,0,24.31,22.36,14.61,15.78,9.53
00330,思捷环球,193.636,-,1.24,-,0.18,0.58,0
00285,比亚迪电子,20.581999999999997,7.34,9.33,8.61,10.49,18.21,0
00174,盛洋投资,-1.886,7.19,-,-,-,-,0
00061,北亚资源,-0.898,122.89,15.13,101.52,-,-,0
02178,百勤油服,-1.2109999999999999,8.97,-,-,-,-,0
00084,宝光实业,-1.923,0,11.77,6.34,-,-,-
01617,南方通信,0.0,6.18,9.06,21.78,14.76,16.68,0
00632,东方明珠石油,-0.22699999999999998,-,-,-,24.14,-,0
00432,盈大地产,-12.095999999999998,1.40,26.81,-,-,-,0
00799,IGG,43.777,5.12,35.54,21.78,37.06,68.08,0
00352,富阳,-48.214,-,-,-,-,-,0
00279,民众金融科技,-1.683,0,14.90,15.43,-,12.07,6.27
00689,长盈集团（控股）,-2.3930000000000002,-,-,221.37,-,-,0
01045,亚太卫星,5.462999999999999,15.25,12.67,11.55,10.18,9.52,0
02112,优库资源,556.6669999999999,18.96,2.32,0.66,4.24,3.17,0
02382,舜宇光学科技,103.58,15.46,17.43,19.88,25.96,38.75,0
00985,网智金控,-2.063,0,-,2.88,-,-,-
01358,普华和顺,11.007,4.10,8.37,9.08,8.35,4.42,0
03318,中国香精香料,20.077,7.01,5.95,5.21,4.20,5.44,0
01443,富临集团控股,8.333,0,34.64,17.54,10.57,8.21,4.14
01085,亨鑫科技,6.76,7.27,8.27,8.94,7.15,7.70,0
01157,中联重科,207.143,9.25,1.46,0.22,-,3.57,0
01728,正通汽车,14.311,11.10,9.84,7.20,5.57,11.67,0
01114,华晨中国汽车,13.446,25.92,31.91,17.57,15.52,16.50,0
01611,桐成控股,39.677,25.15,24.67,42.75,47.34,4.78,0
00574,百信药业,3.407,44.98,25.49,12.17,1.06,1.36,0
00450,鸿兴印刷集团,36.429,2.80,0.29,1.44,1.45,28.73,0
00932,御药堂,15.25,0,-,17.42,5.81,6.01,-
00907,高雅光学,-6.754,0,-,-,-,3.03,-
00381,侨雄国际,-1.034,-,-,-,-,-,0
01627,安保工程控股,0.0,0,8.43,9.03,20.98,10.13,14.86
01036,万科置业海外,13.353,10.65,8.86,5.90,4.59,5.17,0
01164,中广核矿业,6.081,1.52,-,39.23,21.42,2.91,0
00459,美联工商舖,0.0,3.74,5.61,0.33,2.48,8.44,0
00952,华富国际,51.765,0,8.24,8.44,4.06,0.75,0
00476,中国动力控股,-3.515,0,-,-,-,-,-
02886,滨海投资,9.863999999999999,16.01,20.26,17.34,14.51,15.50,0
00248,香港通讯国际控股,-6.96,0,-,-,-,-,1.81
00433,北方矿业,-1.16,6.17,-,-,-,-,0
00510,时富金融服务集团,-9.583,-,5.53,2.28,-,-,0
02010,瑞年国际,0.596,13.19,13.27,7.19,-,-,0
00875,中国金控,-10.75,-,-,-,-,-,0
00884,旭辉控股集团,9.765,22.00,18.24,16.34,18.74,23.10,0
00993,华融金控,6.9510000000000005,0,3.50,18.96,42.81,23.73,0
01181,唐宫中国,10.29,9.92,13.19,11.52,21.14,24.75,0
02120,康宁医院,31.035999999999998,17.33,19.61,5.80,6.83,4.67,0
03336,巨腾国际,1.821,12.22,11.68,13.37,7.87,1.14,0
00729,五龙电动车,-9.167,0,-,-,-,-,-
01682,高锐中国物联,-11.458,0,4.99,-,-,-,6.79
02398,友佳国际,11.970999999999998,5.48,13.94,6.19,7.56,7.94,0
02033,时计宝,7.676,16.60,21.60,20.66,16.91,12.55,0
00847,哈萨克矿业-S,27.293000000000003,-,-,-,33.21,44.92,0
02277,华融投资股份,3.092,0,50.40,36.02,27.72,11.41,0
00713,世界（集团）,-9.31,-,-,-,-,-,0
01096,中能国际控股,-0.303,10.83,-,-,-,132.55,0
00759,CEC 国际控股,-12.0,0,4.46,4.97,-,-,-
02330,中国上城,-5.222,31.42,10.34,-,0.92,8.03,0
03355,先进半导体,33.333,1.45,5.34,3.61,3.31,5.51,0
01432,中国圣牧,3.533,21.91,19.11,17.59,12.75,-,0
01290,中国汇融,23.864,9.53,11.00,6.56,2.51,2.98,0
00763,中兴通讯,15.776,6.03,10.59,10.82,-,14.43,0
02017,沧海控股,0.0,13.76,22.43,29.13,41.45,9.99,0
01315,允升国际,28.889,0,-,-,6.14,-,-
01480,恩达集团控股,7.345,14.87,10.57,9.89,5.54,5.05,0
00542,新岭域集团,-10.0,-,7.87,-,-,-,0
01006,长寿花食品,8.246,13.74,12.29,9.22,10.52,10.76,0
01533,庄园牧场,9.316,8.06,13.20,10.55,9.99,6.06,0
00703,FUTURE ＢRIGHT,-515.0,32.22,14.09,-,-,1.01,0
01296,国电科环,-0.42200000000000004,5.72,-,-,6.42,0.90,0
00206,ＴＳＣ集团,22.174,7.41,9.24,0.97,-,-,0
00860,奥立仕控股,-78.462,-,-,-,-,-,0
00662,亚洲金融,26.175,4.34,5.29,2.65,5.22,5.87,0
01452,迪诺斯环保,4.121,47.42,91.08,5.69,-,-,0
00646,中国环保科技,-3.333,-,-,219.00,-,-,0
00521,海航实业股份,-5.233,-,-,-,-,3.76,0
01532,中国派对文化,3.7119999999999997,38.95,42.62,18.09,13.31,3.17,0
01132,橙天嘉禾,-7.4239999999999995,6.55,0.72,-,-,78.86,0
00979,绿色能源科技集团,-5.367999999999999,-,-,-,-,-,0
