name,business_income_2017_1,business_income_2017_2,business_income_2017_3,business_income_2017_4,business_income_2018_1,business_income_2018_2,business_income_2018_3,business_income_2018_4,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
商业城,240.50799999999998,434.9297,619.3852,922.2737,240.5409,452.2773,690.7206,,百货,辽宁,0.0,1.77,1.78,185129.02,45775.64,105138.57,20389.11,1.14,-0.485,0.35,19.81,20001226.0,-33790.93,-1.9,11.52,-175.18,16.23,-12.51,14740.0
韶钢松山,5268.7636,11336.6476,18534.1754,26038.2683,6106.0401,12120.878,19370.3304,,普钢,广东,3.82,24.2,24.2,1600226.88,476939.31,1028200.81,323557.91,1.34,1.14,2.35,2.47,19970508.0,-61368.0,-0.25,8.33,54.02,19.6,14.23,114786.0
东湖高新,1243.7266,2860.3078,4733.7741,7632.9067,1434.8244,3741.3747,5960.1132,,园区开发,湖北,20.8,5.97,7.26,2341927.25,1687502.75,84108.71,127472.35,1.76,0.24,5.05,1.41,19980212.0,137713.48,1.9,25.91,-74.55,15.5,3.14,90350.0
华通热力,516.6846,538.3068,549.3759,915.1223,554.4704,577.0947,590.0991,,供气供热,北京,77.82,0.64,1.23,138944.56,57429.3,38890.53,26070.17,2.12,0.15,5.0,3.08,20170915.0,20960.81,1.7,7.41,-47.58,11.11,3.09,20389.0
敦煌种业,90.5655,142.7711,202.2802,485.1785,85.6487,206.1195,366.5071,,种植业,甘肃,0.0,5.28,5.28,222215.84,146212.59,48192.03,89895.68,1.7,-0.235,1.5,2.86,20040115.0,-66517.61,-1.26,81.19,-199.81,11.08,-33.82,63641.0
天津松江,289.0652,558.7135,939.265,1475.7845,75.429,835.4099,2211.7305,,区域地产,天津,0.0,9.33,9.35,1403465.25,974864.81,23057.34,114885.02,1.23,-0.281,1.46,2.39,20000127.0,-92293.17,-0.99,135.47,-166.45,20.47,-11.9,26017.0
沧州大化,1070.923,2068.5829,3128.3276,4417.1951,1169.4838,2493.179,3549.7369,,农药化肥,河北,5.9,4.12,4.12,474093.41,241698.17,212021.84,52450.05,1.27,2.498,8.8,2.23,20000406.0,249963.34,6.07,13.47,6.63,51.71,28.98,45404.0
西藏珠峰,576.0689,1170.6904,1772.4735,2466.5269,554.8788,1106.0175,1570.0758,,铅锌,西藏,15.36,6.53,6.53,412807.47,253908.66,104445.77,2236.43,0.03,1.177,3.73,6.45,20001227.0,239178.8,3.66,-11.42,-6.77,71.52,48.95,25035.0
华联控股,1783.7509,2849.3391,3030.6028,3971.7470000000003,454.1677,1407.6918,2710.683,,全国地产,深圳,7.46,11.36,11.41,1142238.0,923225.63,86969.38,23789.64,0.21,0.647,4.02,1.6,19940617.0,285830.44,2.5,-10.56,-31.71,73.7,27.23,61806.0
朗玛信息,280.1342,982.5052,1939.0313,411.7583,105.7173,228.4726,349.653,,软件服务,贵州,48.22,2.03,3.38,172174.38,48869.21,16058.0,38467.53,1.14,0.23,3.82,3.87,20120216.0,52030.5,1.54,13.0,-9.91,51.26,22.23,41378.0
西水股份,9488.7197,15619.5924,22403.7634,30246.4219,6567.7017,12571.4933,17983.6387,,保险,内蒙,30.63,10.93,10.93,12754009.0,0.0,113473.96,589512.69,5.39,0.368,11.63,1.29,20000731.0,331683.19,3.03,-19.73,-83.85,0.0,2.23,92655.0
京粮控股,250.7017,393.8368,5515.2628,7917.639,1866.5272,3639.6259999999997,5539.432,,食品,海南,31.18,4.06,6.86,558037.25,341677.78,128434.6,159254.16,2.32,0.149,3.21,1.93,19921221.0,-19684.73,-0.29,0.44,0.42,9.04,1.85,37523.0
紫光学大,708.2125,1628.5595,2283.9083,2811.5923,722.9034,1656.9388,2344.1444,,文教休闲,福建,23.42,0.96,0.96,378610.38,165760.13,15181.04,5808.39,0.6,0.71,1.43,15.53,19931101.0,-2202.04,-0.23,2.64,7.31,29.04,2.91,12160.0
浙数文化,652.7781,857.1662,1167.3945,1626.6206,373.8526,764.0454,1324.6892,,互联网,浙江,26.51,12.9,13.02,992505.63,266023.13,10121.07,327681.19,2.52,0.307,6.09,1.78,19930304.0,344176.34,2.64,13.47,-74.25,69.53,30.16,55981.0
联美控股,1046.1494,1189.253,1337.8834,2376.3754,1202.5385,1343.7894,1494.5056,,供气供热,辽宁,26.75,8.22,17.6,1056727.0,564758.25,255590.2,283892.81,1.61,0.36200000000000004,4.27,3.02,19990128.0,273073.06,1.55,11.71,36.43,45.83,42.67,11082.0
曙光股份,884.1097,1905.2315,2698.6541,3809.1809999999996,853.2357,1699.1308,2240.7298,,汽车整车,辽宁,0.0,6.2,6.76,673770.13,295015.31,243236.45,111036.77,1.64,-0.046,4.4,1.14,20001226.0,91205.21,1.35,-16.97,-108.03,16.31,-1.37,73360.0
粤泰股份,2558.627,3765.1763,5034.4145,5600.6607,901.5310000000001,1806.2412,2496.5673,,全国地产,广东,8.84,9.88,25.36,1998867.0,1863854.25,21206.47,207172.13,0.82,0.248,2.44,1.2,20010319.0,137087.27,0.54,-50.41,-47.27,37.21,25.18,33501.0
分众传媒,2420.4147,5640.6665,8729.5768,12013.5532,2959.5821,7109.9756,10876.5917,,影视音像,广东,15.82,146.78,146.78,1848553.25,1214367.25,126250.55,18620.78,0.01,0.32799999999999996,0.92,7.5,20040804.0,1327224.25,0.9,24.59,22.81,69.24,44.22,134296.0
荣晟环保,477.2464,916.6995,1490.2558,2034.4144,428.0096,1001.6364,1559.933,,造纸,浙江,18.44,0.44,1.77,140284.06,82321.03,42873.78,37307.7,2.1,0.794,6.58,2.97,20170117.0,59223.6,3.34,4.66,-49.81,14.03,9.02,15931.0
山东海化,1103.2008,2226.2254,3431.5538,4817.0145,1215.0834,2562.6708,3845.3766,,化工原料,山东,7.87,8.95,8.95,441347.16,217983.16,164125.88,150734.05,1.68,0.529,3.64,1.52,19980703.0,51681.73,0.58,12.06,-10.1,19.24,12.31,74646.0
万华化学,11007.0486,24430.0865,38963.5039,53123.1733,13601.9135,30054.1746,45923.2347,,化工原料,山东,10.44,14.24,31.4,7199355.0,2634943.75,2746479.25,239300.66,0.76,3.3,11.76,3.4,20010105.0,2424001.25,7.72,17.86,15.49,36.82,19.64,126317.0
深物业A,1038.6835,1317.1467,2652.7278,2904.6907,544.3664,825.0139999999999,1199.0037,,区域地产,深圳,32.27,1.76,5.96,488449.91,399145.72,3043.59,11893.8,0.2,0.242,4.84,2.15,19920330.0,187671.36,3.15,-54.8,-74.97,24.17,12.03,44868.0
八一钢铁,2838.4506,7083.7888,12571.1508,16756.8536,3408.6519,8213.5678,15376.6734,,普钢,新疆,8.82,15.33,15.33,1999456.38,539457.38,1403241.38,332030.88,2.17,0.377,2.55,1.73,20020816.0,-173726.13,-1.13,22.32,-33.26,13.11,3.76,106969.0
基蛋生物,92.4743,211.0142,330.2194,488.5828,143.5981,309.6443,453.6415,,生物制药,江苏,23.82,0.92,1.86,144582.56,118463.42,13453.88,67633.63,3.64,0.9690000000000001,6.84,4.5,20170717.0,39042.48,2.1,37.38,30.62,80.68,39.73,15016.0
牧原股份,1967.8447,4230.6557,7157.1389,10042.4159,2755.5268,5512.9548,9181.4301,,农业综合,河南,205.75,11.92,20.85,2764106.25,911072.69,1268160.25,293812.88,1.41,0.168,4.71,9.78,20140128.0,441980.16,2.12,28.28,-80.68,10.79,3.81,20831.0
紫江企业,2142.94,4281.5576,6686.6735,8507.6105,2191.5795,4723.3968,7176.7953,,广告包装,上海,12.6,15.17,15.17,1088078.0,562668.5,299152.53,36180.92,0.24,0.258,2.92,1.48,19990824.0,202484.25,1.34,7.33,-41.57,19.08,5.45,121575.0
大元泵业,203.2723,465.4469,771.8806,1123.2327,240.4447,543.4059,851.5334,,专用机械,浙江,13.61,0.35,1.17,125091.02,92708.05,24811.55,45899.42,3.91,1.2,8.36,2.61,20170711.0,38803.15,3.31,10.32,13.18,31.66,16.54,7112.0
君禾股份,183.6043,327.7908,429.9681,578.0359,189.5139,351.3636,469.4468,,专用机械,浙江,24.78,0.3,1.02,71170.86,44004.17,15047.97,21531.38,2.11,0.547,5.0,3.61,20170703.0,19083.57,1.87,9.18,33.39,24.71,11.86,10031.0
方大特钢,2756.2045,6271.7057,10126.9116,13944.7496,3862.8590000000004,8238.2265,12781.9767,17285.851000000002,特种钢,江西,6.98,13.26,14.5,961776.19,502702.19,240360.75,137575.56,0.95,2.08,4.45,3.17,20030930.0,355705.53,2.45,23.96,15.26,32.87,16.93,62300.0
江苏索普,210.5621,405.5972,596.8002,777.3144,140.2944,270.4098,379.6707,,化工原料,江苏,0.0,3.05,3.06,54106.13,30965.15,13564.4,6207.23,0.2,-0.004,1.52,4.31,19960918.0,5046.7,0.16,-36.38,-101.86,5.46,-0.33,21820.0
金溢科技,184.38099999999997,333.4522,420.7797,622.6498,150.5865,227.9626,337.6639,,通信设备,深圳,0.0,0.45,1.18,123308.67,93639.71,3838.9,63015.38,5.35,-0.021,8.36,2.12,20170515.0,19386.95,1.65,-19.75,-104.3,39.99,-0.73,14677.0
睿能科技,445.8393,978.4342,1493.7442,1909.4249,456.1902,1010.3054,1483.7777,,纺织机械,福建,20.03,0.36,1.44,163245.98,150199.23,5881.46,45702.03,3.18,0.726,7.25,2.68,20170706.0,41445.01,2.88,-0.67,-20.02,19.16,7.04,11940.0
信维通信,718.3366,1432.1061,2482.0986,3434.7678,862.2098,1825.7157,3358.0499,,通信设备,深圳,25.37,8.1,9.76,668967.75,385600.22,58163.46,28060.83,0.29,0.88,3.64,8.22,20101105.0,232289.22,2.38,35.29,20.6,39.03,25.68,74784.0
江苏雷利,482.1803,971.5515,1535.1486,2022.829,556.6281,1132.1454,1709.9639,,电气设备,江苏,17.89,0.45,1.87,298218.97,265715.94,18693.0,145218.63,7.78,0.93,11.37,1.91,20170602.0,43776.15,2.35,11.39,-8.44,22.78,9.92,18084.0
洋河股份,7588.5777,11530.4911,16878.326,19917.9422,9537.587,14542.5798,20965.6606,,白酒,江苏,17.65,12.44,15.07,4517846.5,2968382.0,784943.19,74170.4,0.49,4.671,21.64,5.08,20091106.0,2970787.5,19.71,24.22,26.11,73.03,33.57,26020.0
合盛硅业,1446.3759,3200.8558,4921.4523,6950.0376,2245.4985,5473.0941,8440.8014,,化工原料,浙江,12.41,2.61,6.7,1535640.63,466121.59,742425.0,227361.05,3.39,3.353,11.0,5.04,20171030.0,435381.25,6.5,71.51,132.5,42.15,26.61,32325.0
海澜之家,5158.9479,9252.6818,12478.2008,18200.0914,5786.2449,10013.6428,13042.4363,,服饰,江苏,12.65,44.93,44.93,2869858.25,2066967.63,368227.06,203270.98,0.45,0.585,2.59,3.81,20001228.0,707853.56,1.58,4.53,4.66,43.42,20.15,41800.0
神雾节能,150.4259,483.8812,871.2887,1316.7882,2.0257,1.5664,4.3431,,环境保护,辽宁,0.0,2.88,6.37,274232.38,268736.25,536.1,895.19,0.01,-0.2,1.5,3.79,19980630.0,81266.61,1.28,-99.5,-141.71,0.0,-2928.99,47544.0
飞科电器,940.5227,1722.6533,2663.4075,3853.4289,884.7488,1815.7808,2819.1921,,家用电器,上海,22.14,0.44,4.36,323958.31,227446.27,58316.16,68804.5,1.58,1.425,5.46,7.71,20160418.0,103601.3,2.38,5.85,3.47,39.6,22.02,10015.0
承德露露,791.2299,1038.2717,1559.9161,2111.8733,895.5939,1179.6169,1673.7939,,软饮料,河北,18.36,9.78,9.79,232422.22,172554.66,25053.71,1730.84,0.02,0.358,1.9,4.61,19971113.0,50508.21,0.52,7.3,9.76,52.06,20.92,47020.0
延江股份,177.3472,348.1075,550.0107,738.1472,158.2438,320.1241,530.2887,,纺织,福建,42.4,0.42,1.5,112676.02,68058.4,23998.1,40694.5,2.71,0.28,5.08,2.51,20170602.0,17597.55,1.17,-3.59,-45.84,29.31,6.38,10393.0
岱美股份,733.0222,1508.4160000000002,2314.7931,3246.9722,861.2744,1727.1009,2929.1090000000004,,汽车配件,上海,15.92,0.81,4.1,496328.31,298008.75,80467.75,113027.06,2.75,1.0859999999999999,8.22,2.8,20170728.0,172426.84,4.2,26.54,2.13,30.84,15.21,17586.0
山西汾酒,2180.8926,3421.0216,4855.9288,6037.4817,3239.8744,5041.7715,6915.4459,,白酒,山西,24.82,8.66,8.66,1026455.31,743669.06,167712.73,24214.46,0.28,1.46,6.92,6.99,19940106.0,434741.0,5.02,42.41,56.89,69.44,18.28,36808.0
绿康生化,97.1435,186.2646,288.5416,375.4113,89.333,168.0461,253.6478,,农业综合,福建,26.0,0.38,1.2,77465.6,46479.46,20297.0,37592.82,3.13,0.49700000000000005,6.04,2.85,20170503.0,19380.18,1.62,-12.09,-16.74,35.73,23.53,14779.0
海天味业,4011.0268,7437.5811,10845.8073,14584.3109,4694.4229,8720.0479,12711.7559,,食品,广东,49.38,27.0,27.0,1658790.0,1218328.75,333454.09,129749.63,0.48,1.16,4.67,16.36,20140211.0,725631.19,2.69,17.2,23.33,46.47,24.63,22257.0
上海三毛,282.5076,572.1983,893.1185,1277.4612,350.7515,649.7263,1008.0005,,纺织,上海,754.03,1.52,2.01,72460.86,41461.37,3226.09,21178.32,1.05,0.012,2.29,5.19,19931108.0,-1673.42,-0.08,12.86,-93.28,6.66,0.24,37268.0
先导智能,262.0162,622.6327,1047.9094,2176.8953,656.5596,1440.295,2695.8827,,专用机械,江苏,40.09,4.85,8.82,749410.5,577546.5,22673.32,101260.81,1.15,0.62,3.68,9.03,20150518.0,127466.77,1.45,157.26,96.37,37.06,20.29,29512.0
金能科技,1596.7173,3137.2555,4841.3223,6651.9743,1865.9442,4038.7886,6350.1135,,化工原料,山东,7.18,3.32,6.76,650685.13,365067.03,225057.25,178419.38,2.64,1.365,6.92,1.89,20170511.0,205054.88,3.03,31.16,54.13,20.84,14.53,33921.0
三七互娱,1618.7379999999998,3079.4289,4464.3977,6188.8281,1661.1592,3302.4961,5534.8144,,互联网,安徽,17.57,15.92,21.25,921812.69,399859.63,29151.86,37718.03,0.18,0.573,2.93,4.59,20110302.0,361297.22,1.7,23.98,0.58,75.53,22.01,49904.0
荣安地产,2899.5569,3698.7519,3889.7839,4264.2151,94.0488,1268.2245,2324.5516,,区域地产,浙江,17.47,30.36,31.84,2255466.25,2109806.25,1039.91,-170630.86,-0.54,0.128,1.43,2.09,19930806.0,297732.63,0.94,-40.24,-15.01,37.69,17.52,60207.0
台海核电,431.7887,1052.0314,1605.5712,2469.8083,464.6318,972.3953,1037.5006,,专用机械,四川,27.67,4.89,8.67,808326.38,494289.31,228328.66,74047.71,0.85,0.38799999999999996,3.45,4.14,20100312.0,182243.36,2.1,-35.38,-48.64,62.28,32.39,40742.0
德艺文创,106.7698,239.5372,353.8071,470.7062,132.9511,251.8586,421.1084,,文教休闲,福建,41.32,0.52,1.47,37953.62,33139.09,1742.86,7412.7,0.5,0.29,2.03,5.14,20170417.0,5340.46,0.36,19.02,-5.11,16.4,6.62,8323.0
大参林,1736.7668,3501.1949,5299.3965,7421.1969,2033.9576,4082.8624,6298.9367,,医药商业,广东,32.47,0.64,4.0,637228.88,411019.63,79011.78,97382.99,2.43,1.035,7.33,6.11,20170731.0,147627.77,3.69,18.86,12.9,41.7,6.57,8336.0
金安国纪,844.6552,1662.7682,2594.9498,3675.8037,912.4019999999999,1885.4097,2846.5221,,元器件,上海,21.3,2.46,7.28,425455.41,319551.38,75516.13,19133.28,0.26,0.325,3.38,2.73,20111125.0,147387.13,2.02,9.69,-40.21,17.89,8.31,53181.0
平治信息,208.0881,419.20599999999996,656.2688,909.9505,233.8383,466.2147,700.3186,,互联网,浙江,26.23,0.69,1.2,80737.38,58902.28,4964.28,2439.76,0.2,1.5,4.18,12.56,20161213.0,35778.8,2.97,6.71,194.02,48.32,25.77,7964.0
设计总院,292.6763,554.1909,816.4952,1373.6007,415.5169,829.7769999999999,1174.7191,,建筑施工,安徽,14.04,1.59,3.25,300301.75,273017.38,10823.71,88070.88,2.71,1.073,6.36,3.16,20170801.0,79964.46,2.46,43.87,102.02,49.41,29.64,30333.0
广汽集团,16884.7105,34658.0482,51387.9,71143.8812,19196.535,36705.9317,52822.4205,,汽车整车,广东,9.41,60.8,102.34,12311073.0,5934644.0,1274517.88,2241277.25,2.19,0.97,7.37,1.64,20120329.0,3932005.5,3.84,2.79,10.02,20.98,18.67,42993.0
卫星石化,1914.7892,4035.6868,6124.8519,8187.9186,,4358.7117,6927.4493,,化工原料,浙江,16.73,10.37,10.66,1280650.63,638888.75,335879.88,416715.13,3.91,0.584,7.24,1.8,20111228.0,223391.16,2.1,13.1,-10.45,20.71,8.99,20000.0
海德股份,39.8829,83.831,130.6396,202.5055,83.559,166.234,247.4704,,多元金融,海南,59.81,1.5,4.42,659444.69,629492.88,660.06,355165.34,8.03,0.22,9.27,1.49,19940525.0,10244.55,0.23,89.43,35.51,0.0,30.85,25581.0
英搏尔,110.1996,217.1306,334.8651,536.2305,150.7844,301.77299999999997,433.3542,,元器件,广东,36.49,0.19,0.76,113457.81,87407.18,18382.63,36092.4,4.77,0.718,8.62,4.05,20170725.0,19083.25,2.52,29.41,1.54,25.53,12.52,7546.0
吉比特,376.4989,720.3096,1065.1534,1440.0077,380.0113,777.5917,1159.9033,,互联网,福建,17.62,0.41,0.72,363221.78,243639.45,3025.11,106672.57,14.84,7.09,37.32,4.44,20170104.0,156276.31,21.74,8.9,14.3,91.46,43.7,19265.0
贵州茅台,13308.6391,24190.0302,42450.4675,58217.8613,17466.1664,33396.7099,52241.67,,白酒,贵州,28.21,12.56,12.56,14714766.0,12483090.0,1481265.0,137496.44,1.09,19.689,81.49,9.09,20010827.0,8584619.0,68.34,23.06,23.77,91.12,47.34,88932.0
天齐锂业,1063.6318,2414.5548,3960.0728,5470.0399,1669.0136,3289.4876,4758.8486,,小金属,四川,18.57,11.36,11.42,2076234.38,655894.06,139054.23,420111.81,3.68,1.479,8.93,4.1,20100831.0,507687.25,4.45,20.17,11.24,70.12,35.49,154187.0
南钢股份,8506.0249,16958.2085,27071.7378,37600.6641,10368.9113,21622.3325,33641.4995,,普钢,江苏,3.86,44.22,44.22,4229873.5,1911548.38,1993247.25,183066.81,0.41,0.78,3.35,1.19,20000919.0,782009.63,1.77,24.27,67.95,21.14,10.22,137623.0
今世缘,1136.5968,1803.7219,2392.9201,2952.21,1490.1908,2359.8383,3158.7859999999996,,白酒,江苏,18.65,12.55,12.55,774018.94,540094.06,75908.68,71709.18,0.57,0.82,4.76,4.29,20140703.0,359923.41,2.87,32.01,32.19,72.66,32.57,31709.0
天邑股份,587.5931,1054.6843,1715.8241,2354.8741,662.8424,1456.3851,2131.1438,,通信设备,四川,41.63,0.67,2.67,269879.0,249903.45,16474.5,75965.82,2.84,0.53,6.49,4.19,20180330.0,64476.65,2.41,24.21,-27.49,16.87,6.15,40000.0
香山股份,191.4739,430.0131,687.1677,929.1191,178.1472,434.4681,683.3335,,电器仪表,广东,99.12,0.4,1.11,133160.88,88615.22,18849.45,47152.4,4.26,0.21600000000000003,7.37,3.87,20170515.0,18852.84,1.7,-0.56,-60.85,26.42,3.49,13660.0
西藏药业,245.6699,435.4564,642.6717,915.6257,212.7391,452.8453,741.2854,,中成药,西藏,18.44,1.46,1.8,259924.02,107586.51,14097.45,140896.94,7.84,1.287,12.69,2.49,19990721.0,55686.17,3.1,15.34,71.51,79.42,31.18,13429.0
安信信托,1632.9592,2351.1601,4196.502,5592.4279,1589.5631,1613.3641,1280.0269,,多元金融,上海,1428.74,46.73,54.69,2291758.0,0.0,819.71,310085.81,0.57,0.004,2.54,3.31,19940128.0,358871.09,0.66,-69.5,-99.15,0.0,1.88,80354.0
金禾实业,1106.7208,2257.1897,3300.6347,4479.8764,1137.249,2255.9969,3344.8472,,化工原料,安徽,9.5,5.54,5.59,573257.88,400800.63,125367.51,41111.17,0.74,1.34,6.46,2.65,20110707.0,232436.59,4.16,1.34,7.77,33.29,22.54,41083.0
苏泊尔,3946.5577,6909.4666,10496.6383,14187.3474,4887.0025,8849.1595,13393.5821,,家用电器,浙江,34.11,5.45,8.21,946749.19,783980.13,84565.5,12809.63,0.16,1.35,6.49,9.43,20040817.0,401254.66,4.89,24.71,21.81,30.21,8.25,6320.0
济川药业,1404.8131,2810.1698,4213.6191,5642.0091,2127.6051,3803.7247,5543.9883,,中成药,湖北,16.26,8.15,8.15,756049.13,428974.06,176716.13,176183.2,2.16,1.61,6.11,5.7,20010822.0,265330.78,3.26,31.57,44.25,84.57,23.61,15391.0
璞泰来,404.1647,954.5064,1550.8452,2249.3588,573.0989,1377.6964,2291.4897,,化工原料,上海,38.44,1.93,4.35,602826.81,436631.94,55093.28,105621.07,2.43,0.99,6.34,7.99,20171103.0,124199.67,2.86,47.76,32.48,33.18,18.73,12712.0
郑州煤电,1457.2331,2913.0444,4503.7639,5712.4,1125.9114,2388.8101,3654.7178,,煤炭开采,河南,16.08,10.15,10.15,1214126.63,552981.06,426233.56,44367.87,0.44,0.162,3.57,0.98,19980107.0,116332.02,1.15,-18.85,-73.22,34.98,4.51,48780.0
鸿达兴业,1496.2146,3073.2477,4821.3741,6540.6263,1413.4475,2936.43,4322.4705,,化工原料,江苏,14.22,25.49,25.89,1373662.63,475431.31,731587.38,107151.55,0.41,0.257,2.38,2.04,20040625.0,231072.3,0.89,-10.35,-22.39,36.66,15.38,68317.0
杰恩设计,48.9582,,186.0647,249.8748,62.38399999999999,155.8997,245.7201,,装修装饰,深圳,25.7,0.41,1.05,45662.57,35374.48,8384.7,14323.76,1.36,0.586,3.66,5.48,20170619.0,12946.8,1.23,32.06,41.31,52.85,25.14,10102.0
大连热电,432.4727,489.0678,518.3896,782.0187,441.48400000000004,484.1742,493.5717,,供气供热,辽宁,0.0,4.05,4.05,165058.3,46443.6,75448.96,10217.32,0.25,-0.084,1.71,2.68,19960716.0,1780.64,0.04,-4.79,-35.12,5.45,-6.87,24676.0
重庆百货,9176.9106,16905.3744,24252.8146,32915.3651,10063.0032,18052.3562,25685.4881,,百货,重庆,12.09,4.06,4.07,1409738.88,808127.31,299979.97,40337.35,0.99,1.891,13.57,2.25,19960702.0,440829.69,10.84,5.91,53.25,18.29,2.99,15363.0
盛弘股份,132.2481,236.9217,,451.2871,112.3882,248.5031,392.4807,,电气设备,深圳,42.07,0.66,1.37,86562.61,81969.03,1348.3,30875.83,2.26,0.326,4.42,4.13,20170822.0,14406.75,1.05,16.93,10.94,46.83,11.35,15764.0
新大陆,1166.8824,2507.1939,3506.5648,4855.897,1158.8378,2542.2942,4025.5071,,软件服务,福建,28.36,10.04,10.44,1065766.0,797163.44,58902.13,155396.02,1.49,0.47,5.09,3.41,20000807.0,240146.84,2.3,14.8,-13.56,28.73,11.91,80551.0
上海石化,22571.847999999998,43106.95,68157.618,92013.569,25759.522,52187.64,80820.40299999999,,石油加工,上海,9.55,73.29,108.24,4224777.0,2334992.5,1182599.63,61576.1,0.06,0.431,2.75,1.99,19931108.0,1252406.5,1.16,18.58,13.63,20.77,5.77,90001.0
周大生,802.0277,1672.6743,2712.3485,3805.4453,937.6716,2123.9912,3541.4854,,服饰,深圳,18.48,1.63,4.87,552274.38,434584.84,2908.18,180852.88,3.71,1.23,7.66,3.93,20170427.0,130826.55,2.68,30.57,42.99,34.45,16.79,20807.0
口子窖,1032.7851,1745.9098,2715.2312,3602.6472,1249.8775,2159.1572,3207.4943,,白酒,安徽,17.66,6.0,6.0,758780.38,519566.0,128768.27,97688.22,1.63,1.902,9.63,4.65,20150629.0,383963.06,6.4,18.13,26.68,74.34,35.58,12610.0
朗源股份,69.5888,155.5184,297.9188,379.865,62.7718,155.0659,241.3609,,食品,山东,35.38,4.62,4.71,94860.21,46169.37,31948.38,7406.47,0.16,0.09699999999999999,1.6,2.86,20110215.0,35311.18,0.75,-18.98,-10.95,12.98,18.94,29230.0
华电能源,2788.2796,4483.2975,6228.7051,9081.9109,3134.7728,5125.0647,6817.3342,,火力发电,黑龙江,0.0,15.35,19.67,2429377.5,398589.47,1732372.0,168916.31,0.86,-0.266,0.91,2.68,19960701.0,-207173.98,-1.05,9.45,-31.79,2.61,-7.68,190168.0
保隆科技,507.0356,980.3723,1503.6497,2080.7228,585.9846,1138.079,1685.5498,,汽车配件,上海,23.66,0.98,1.67,297937.31,206033.02,55154.76,70175.7,4.2,0.75,8.3,2.8,20170519.0,53437.82,3.2,12.1,-15.02,33.08,7.29,11248.0
陕西煤业,12273.9335,25585.9517,39403.6142,50927.002,12587.4307,26242.708,41131.305,,煤炭开采,陕西,7.62,100.0,100.0,12174397.0,3433857.5,3477468.75,739440.31,0.74,0.8859999999999999,5.13,1.76,20140128.0,2833201.5,2.83,4.38,9.86,52.45,21.55,61862.0
中来股份,694.7014,1571.4548,2600.5756,3242.8528,454.6176,1211.6658,1824.2154,,塑料,江苏,27.33,1.21,2.41,567882.31,301778.88,143695.45,171941.06,7.13,0.58,10.44,2.02,20140912.0,60523.65,2.51,-29.85,-32.75,23.52,7.66,9674.0
春风动力,339.1407,828.3066,1320.7072,1817.826,429.9621,1194.753,1864.6251,,摩托车,浙江,19.89,0.65,1.35,206233.27,156136.38,21465.92,60163.83,4.47,0.722,7.12,2.69,20170818.0,22853.4,1.7,41.18,15.09,27.72,5.21,14501.0
五粮液,10158.8075,15621.1277,21977.5966,30186.7804,13897.66,21421.1812,29250.2874,,白酒,四川,21.48,37.96,38.82,7612385.0,6810511.0,528259.38,268264.72,0.69,2.47,15.35,4.56,19980427.0,4212361.0,10.85,33.09,36.32,73.47,32.46,251776.0
弘亚数控,188.8858,404.7347,626.1505,820.4604,258.3106,608.6652,929.4426,,专用机械,广东,16.75,0.57,1.35,145445.97,106343.17,13617.6,35698.73,2.64,1.834,8.5,4.82,20161228.0,60895.53,4.5,48.44,28.12,38.97,26.69,7993.0
游族网络,887.7825,1679.6903,2433.4196,3235.6755,867.8151,1786.7873,2622.9582,,互联网,福建,18.64,6.42,8.88,687887.06,283635.88,71913.81,77537.97,0.87,0.78,4.64,4.11,20070925.0,281509.69,3.17,7.79,48.65,55.11,26.03,33421.0
华正新材,387.73900000000003,736.2921,1109.2738,1513.3723,369.0166,768.9477,1209.5121,,元器件,浙江,45.28,0.74,1.29,211484.41,129234.15,35910.3,20601.22,1.59,0.45,5.08,5.31,20170103.0,30788.4,2.38,9.04,-17.69,19.16,4.78,10960.0
浙江永强,1849.2725,2656.3015,3050.3873,4536.3246,1663.0785,2316.2267,2627.8311,,家居用品,浙江,0.0,18.7,21.76,613566.19,346720.03,114193.31,27427.25,0.13,-0.052000000000000005,1.43,2.22,20101021.0,42131.94,0.19,-13.85,-166.91,15.77,-4.27,110000.0
伊利股份,15716.2905,33301.7663,52126.8956,67547.4495,19575.6539,39588.5197,60846.2767,78976.3887,乳制品,内蒙,24.05,60.4,60.78,4527579.0,2392435.5,1459829.5,283162.88,0.47,0.83,4.35,6.13,19960312.0,1490292.13,2.45,16.73,2.24,37.67,8.3,260387.0
韵达股份,1891.7798,4309.9856,6838.9398,9985.5739,2656.8578,5902.7239,9248.0257,,仓储物流,浙江,23.07,3.12,17.13,1643096.63,984440.38,349266.19,383111.0,2.24,1.19,6.27,5.67,20070306.0,498801.41,2.91,35.23,68.42,28.72,21.42,11008.0
华东医药,7149.3539,14090.9419,21450.8707,27831.8231,7836.7448,15324.95,23204.4739,,化学制药,浙江,18.7,14.58,14.58,1810722.25,1433091.5,196676.06,245552.7,1.68,1.2409999999999999,6.52,4.75,20000127.0,509643.31,3.5,8.17,21.48,29.51,7.8,36684.0
