name,business_income_2017_1,business_income_2017_2,business_income_2017_3,business_income_2017_4,business_income_2018_1,business_income_2018_2,business_income_2018_3,business_income_2018_4,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
和科达,45.3135,161.628,252.2843,347.6607,56.2828,156.8935,225.2013,,专用机械,深圳,210.49,0.57,1.0,71176.95,58721.4,6543.16,20526.0,2.05,0.067,5.28,3.55,20161025.0,21465.82,2.15,-10.74,-34.16,31.36,2.96,12111.0
东方中科,130.7268,343.0316,529.6969,739.4995,164.3379,385.1107,600.5486,,电器仪表,北京,96.44,0.44,1.21,66940.43,62793.51,3530.63,12470.98,1.03,0.19,3.98,5.69,20161111.0,19083.35,1.58,13.38,63.7,14.09,3.56,10863.0
我乐家居,119.6995,338.5765,591.6905,915.0126,150.7982,428.0433,745.6831,,家居用品,江苏,28.36,0.64,2.26,116654.25,54813.76,35520.37,34818.98,1.54,0.29600000000000004,3.49,3.21,20170616.0,21180.53,0.94,26.03,65.3,37.01,8.97,9532.0
天晟新材,168.3341,374.3855,575.0375,772.3365,162.0177,416.0868,658.2741,,塑料,江苏,373.56,2.58,3.26,206362.7,111815.22,38717.34,82893.86,2.54,0.012,3.64,1.59,20110125.0,981.78,0.03,14.47,12.06,24.3,0.57,11824.0
先进数通,90.6784,366.7529,521.5534,1011.7628,98.1361,546.7669999999999,835.1208,,软件服务,北京,96.02,0.76,1.81,146411.69,126609.86,6166.87,31052.64,1.71,0.126,4.08,3.94,20160913.0,24503.21,1.35,60.12,19.21,13.66,2.72,15858.0
北讯集团,243.8605,688.8125,1433.0247,2095.8724,852.1486,1969.4302,2782.2461,,通信设备,深圳,15.26,7.08,10.87,1751751.25,332440.13,327185.72,475903.34,4.38,0.493,6.09,1.65,20100210.0,75033.61,0.69,94.15,262.66,32.27,19.26,31522.0
界龙实业,255.9614,495.616,961.1610000000001,1334.1339,412.9392,735.2753,1026.8313,,广告包装,上海,446.87,6.63,6.63,328663.63,202206.19,51150.4,10020.8,0.15,0.006999999999999999,1.34,3.14,19940224.0,11221.0,0.17,6.83,149.39,18.7,0.45,71624.0
南风股份,110.5521,277.2511,507.4136,,113.2126,309.7668,529.2292,,电气设备,广东,117.57,4.46,4.98,356806.34,162395.91,88262.9,197204.13,3.96,0.026000000000000002,5.94,0.7,20091030.0,42631.78,0.86,4.3,-89.9,30.48,2.48,32312.0
智云股份,61.3069,342.1704,689.6048,912.9918,178.5693,507.45,776.9641,,电器仪表,辽宁,21.56,2.02,2.89,279446.0,158244.31,10811.26,127250.22,4.41,0.48700000000000004,7.29,1.92,20100728.0,53179.18,1.84,12.67,-14.99,39.59,18.09,20188.0
希努尔,191.2879,356.9703,549.6643,774.8432,161.2187,389.0157,991.924,,服饰,山东,40.75,5.44,5.44,362931.28,103799.71,27344.39,103822.56,1.91,0.146,3.99,1.99,20101015.0,48609.35,0.89,80.46,256.83,16.28,8.01,5010.0
银河生物,239.1156,562.2616,809.1918,1045.7160000000001,188.0837,395.6532,578.8421,,生物制药,广西,0.0,6.98,11.0,323917.75,229026.59,30801.01,109372.75,0.99,-0.106,1.81,2.28,19980416.0,-31843.3,-0.29,-28.47,-4687.6,23.45,-20.1,105000.0
星网锐捷,796.2514,2386.4308,4606.3509,7705.1356,1306.0832,3517.4139,6185.625,,通信设备,福建,23.16,5.39,5.83,656103.13,510949.06,51334.35,68566.65,1.18,0.69,6.0,3.55,20100623.0,205526.81,3.52,34.28,48.42,30.64,6.51,34934.0
东方银星,0.0083,54.9413,222.9375,346.2334,577.8427,1120.0063,1583.7844,,批发业,河南,270.49,1.28,1.28,25395.03,24608.36,57.15,14144.52,1.11,0.046,1.43,11.52,19960927.0,-10204.05,-0.8,610.42,-18.09,1.29,0.37,8376.0
中水渔业,123.4764,430.5081,594.3419,748.1447,121.9212,286.7878,429.6891,,渔业,北京,25.01,3.19,3.19,105833.61,50558.75,34364.75,44493.1,1.39,0.18899999999999997,2.34,2.69,19980212.0,-5583.33,-0.17,-27.7,-29.53,6.69,14.05,19478.0
保税科技,190.9035,335.1716,660.2682,1048.5407,331.9454,909.3072,1079.6583,,仓储物流,江苏,96.37,11.92,12.12,324301.84,131463.8,103485.93,26765.27,0.22,0.024,1.49,2.08,19970306.0,24247.81,0.2,63.52,136.85,12.57,2.7,85578.0
博济医药,10.2939,54.5347,89.02799999999999,130.7517,31.6385,76.4169,112.8302,,医疗保健,广东,213.8,0.85,1.34,59901.43,28247.49,13053.87,16868.32,1.26,0.046,3.06,4.26,20150424.0,10056.88,0.75,26.74,347.91,48.06,5.43,12400.0
凤形股份,94.9534,181.2419,276.91700000000003,367.5819,104.2481,238.0032,347.0772,,机械基件,安徽,58.59,0.72,0.88,88070.11,40267.9,36851.55,23660.35,2.69,0.20600000000000002,5.69,2.82,20150611.0,14521.67,1.65,25.34,224.24,21.38,5.21,11030.0
罗普斯金,214.5775,485.5367,752.3281,1032.4807,212.0992,502.4452,787.5525,,铝,江苏,0.0,4.85,5.03,155933.19,50139.26,78160.71,45438.65,0.9,-0.132,2.8,2.23,20100112.0,35066.94,0.7,4.68,-447.16,5.98,-8.41,18664.0
英飞拓,509.5007,1142.7771,1894.94,2905.603,708.8778,1580.3172,2734.2878,,电脑设备,深圳,58.18,8.64,11.99,519394.41,344527.47,10892.42,229640.09,1.92,0.06,2.99,1.43,20101224.0,-6732.61,-0.06,44.29,-9.19,20.85,2.41,50552.0
鸿博股份,137.5629,290.3505,467.9018,695.0222,160.1879,341.5234,494.4142,,广告包装,福建,0.0,4.12,5.01,209208.56,126328.52,58065.43,88086.13,1.76,-0.011000000000000001,3.18,2.46,20080508.0,17791.76,0.35,5.67,52.95,20.32,-1.08,50712.0
天首发展,18.7191,29.8457,37.0509,40.7793,5.138,14.0888,17.9804,,纺织,内蒙,0.0,3.19,3.38,178469.45,1052.87,3428.6,48328.06,1.43,-0.15,1.46,3.09,19961008.0,-33537.5,-0.99,-51.47,-395.89,-17.4,-268.27,19928.0
津滨发展,34.4577,67.2779,918.9181,976.1601,36.6631,67.8203,112.1753,,区域地产,天津,0.0,16.17,16.17,671030.88,651444.88,852.09,30965.06,0.19,-0.023,0.71,3.95,19990422.0,-84910.06,-0.53,-87.79,23.91,27.04,-32.84,137488.0
北京科锐,292.1036,889.063,1412.8681,2215.2806,369.7821,1119.1862,1720.2206,,电气设备,北京,39.02,4.88,5.0,358084.25,263563.78,43051.23,82331.67,1.65,0.15,3.53,2.0,20100203.0,43314.2,0.87,21.75,367.05,25.77,3.95,41606.0
海油工程,1398.4281,4178.3372,6849.0668,10252.5372,1256.1909,3575.7192,6652.1385,,石油开采,天津,0.0,44.21,44.21,2727820.0,1135493.88,1154490.5,424794.06,0.96,-0.032,5.13,1.15,20020205.0,1202447.88,2.72,-2.88,-146.22,4.37,-2.1,115812.0
大恒科技,532.9386,1255.0676,2045.2288,2966.2509,656.1233,1349.7117,2309.0143,,软件服务,北京,86.15,4.37,4.37,317924.97,217096.55,31349.21,18708.6,0.43,0.07200000000000001,3.56,2.33,20001129.0,79871.32,1.83,12.9,509.13,22.59,1.37,45111.0
大港股份,313.8741,657.0106,948.4767,1310.6866,402.5736,587.9203,913.1574,,区域地产,江苏,0.0,5.32,5.8,773867.69,422213.84,109913.97,281856.31,4.86,-0.18100000000000002,6.48,0.72,20061116.0,24998.93,0.43,-3.72,-1173.68,10.78,-11.49,20916.0
三夫户外,71.7777,163.74200000000002,241.7323,351.3957,98.5733,205.4985,288.4355,,其他商业,北京,646.39,0.81,1.12,86443.0,66952.86,12092.55,37847.67,3.38,0.018000000000000002,5.69,2.78,20151209.0,13630.79,1.22,19.32,128.58,45.93,0.71,19391.0
金桥信息,85.0132,240.5183,365.3603,672.7293,86.038,271.2081,465.8679,,软件服务,上海,66.78,1.77,1.8,105278.7,82497.34,6103.99,16548.75,0.92,0.15,3.0,4.44,20150528.0,20005.9,1.11,27.51,333.16,32.73,5.77,19609.0
龙建股份,742.1431,3007.64,5947.9593,10063.7727,587.4752,2465.6575,6767.1129,,建筑施工,黑龙江,23.26,5.37,6.44,1592499.13,1309785.88,43153.76,45297.56,0.7,0.14,2.33,1.81,19940404.0,37996.23,0.59,13.77,131.27,7.45,1.29,58644.0
深冷股份,24.4744,126.2325,159.6413,239.5509,35.3861,112.9292,205.7524,,专用机械,四川,187.84,0.64,1.25,110201.92,103594.4,1334.54,32024.93,2.57,0.05,5.23,2.4,20160823.0,20324.52,1.63,28.88,-39.89,25.05,3.03,14023.0
华谊兄弟,543.7319,1465.8638,2419.3013,3946.2761,1416.4024,2122.1089,3183.4168,,影视音像,浙江,34.72,22.11,27.95,2028691.25,840548.38,91421.88,259260.02,0.93,0.11800000000000001,3.58,1.52,20091030.0,414612.31,1.48,31.58,-45.38,46.25,10.32,129540.0
泰达股份,3282.4322,7462.6772,12013.2181,19023.448,3646.9578,6622.1504,10686.9691,,批发业,天津,62.41,14.74,14.76,3398741.5,2572765.75,44871.25,68522.28,0.46,0.049,2.57,1.59,19961128.0,123468.47,0.84,-11.04,9.4,4.27,0.68,101820.0
鼎捷软件,237.53400000000002,574.0149,882.3478,1215.9805,264.9753,612.2799,962.6081,,软件服务,上海,44.78,2.62,2.65,198215.13,92554.75,78872.55,61750.06,2.33,0.214,4.81,2.65,20140127.0,37224.55,1.41,9.1,7.25,83.32,5.87,24000.0
东方新星,32.1587,154.2547,243.5309,365.9339,62.0805,225.753,331.7502,,建筑施工,北京,1165.03,1.72,9.28,85207.86,71624.35,4163.31,6934.0,0.07,0.06,3.05,5.4,20150515.0,25282.63,0.27,36.23,40.5,24.72,2.97,21356.0
华中数控,181.4154,402.2432,696.0110000000001,985.1921,114.7306,331.6178,470.2273,,机床制造,湖北,0.0,1.68,1.73,224097.91,158980.92,30881.16,76463.18,4.43,-0.342,6.27,2.13,20110113.0,11532.01,0.67,-32.44,-1083.46,32.64,-12.58,19695.0
潜能恒信,4.5389,24.0404,48.4111,82.1083,33.742,65.2952,89.1142,,石油开采,北京,374.37,2.07,3.2,129574.92,78685.38,17476.78,54950.8,1.72,0.033,3.64,4.58,20110316.0,21913.76,0.68,84.08,152.62,36.52,11.98,18404.0
大龙地产,37.3469,170.6806,250.5766,625.8026,8.5348,143.6272,325.4292,,区域地产,北京,0.0,8.3,8.3,359042.13,323450.13,7341.71,34338.73,0.41,-0.037000000000000005,2.61,1.16,19980526.0,96652.35,1.16,29.87,18.3,10.39,-9.34,48958.0
中际旭创,14.5646,70.5877,1139.4732,2357.0835,1398.5982,2825.5604,4202.8211,,电气设备,山东,40.05,2.18,4.75,797936.5,421254.34,140156.77,367296.31,7.73,1.013,10.04,5.39,20120410.0,71575.46,1.51,268.84,281.2,26.03,11.46,16893.0
世纪星源,71.4498,203.5988,314.2272,530.9222,152.1507,273.7899,383.0,,房产服务,深圳,408.39,10.58,10.59,290644.88,117058.47,2897.73,68836.46,0.65,0.006,1.26,2.68,19901210.0,-43927.43,-0.41,21.89,140.29,34.98,1.71,125664.0
达华智能,578.6279,1325.0992,2302.4473,3429.4409,652.5036,1428.3421,2126.2022,,元器件,福建,0.0,8.83,10.95,708407.69,219610.38,41932.03,108404.52,0.99,-0.368,2.26,2.31,20101203.0,26079.42,0.24,-7.65,-645.39,9.9,-18.94,31218.0
麦迪科技,33.0768,104.8183,166.6,268.6801,36.3794,101.0773,160.4685,,软件服务,江苏,217.54,0.6,0.81,65030.3,38637.85,21198.32,17160.22,2.13,0.142,5.34,7.7,20161208.0,17924.31,2.22,-3.68,-60.95,75.01,7.12,5034.0
中体产业,103.9447,407.3581,685.8794,1092.2273,100.1897,560.3018,740.2573,,文教休闲,天津,150.27,6.57,8.44,450702.56,380956.84,8091.43,2388.51,0.03,0.053,1.96,5.37,19980327.0,66070.18,0.78,7.93,12.58,22.65,5.99,105818.0
太平洋,159.2812,373.5441,886.5515,1296.8956,338.5403,490.6553,644.8255,,证券,云南,0.0,64.79,68.16,3942557.25,0.0,27272.01,279778.5,0.41,-0.026000000000000002,1.65,2.47,20071228.0,92199.56,0.14,-27.27,-303.57,0.0,-27.46,337556.0
永安林业,192.1384,534.8345,852.8102,1240.0341,123.4075,439.249,599.8302,,林业,福建,0.0,2.23,3.41,405426.56,185634.27,82943.86,160949.59,4.72,-0.205,6.18,0.99,19961206.0,13167.69,0.39,-29.66,-338.12,17.55,-11.66,20121.0
华软科技,228.1982,654.4159,1089.8265,1472.6607,247.188,681.9729,1425.9079,,化工原料,江苏,115.4,5.55,5.71,272615.28,149873.2,35332.9,34071.73,0.6,0.04,1.58,3.86,20100720.0,-4572.62,-0.08,30.84,346.99,15.94,1.59,34299.0
南岭民爆,670.6744,1472.1627,2142.6976,2624.1528,377.0791,972.0629,1562.2772,,化工原料,湖南,71.3,3.71,3.71,380220.78,183996.13,94259.57,55522.35,1.5,0.067,5.4,1.18,20061222.0,96037.96,2.59,-27.09,-25.98,27.5,1.59,19083.0
乐通股份,93.3984,247.8381,406.9161,532.0465,111.7769,243.285,363.3879,,染料涂料,广东,676.69,2.0,2.0,102974.5,28799.45,42358.89,10375.15,0.52,0.013000000000000001,2.45,4.66,20091211.0,13601.79,0.68,-10.7,-78.83,23.06,0.7,15154.0
红相股份,32.4062,137.717,245.99099999999999,743.8615,249.305,629.4982,882.7198,,电气设备,福建,21.12,2.45,3.53,328892.59,169205.16,22120.13,108211.8,3.07,0.48,5.72,2.36,20150217.0,54188.28,1.54,258.84,581.32,44.68,19.15,15455.0
初灵信息,48.173,142.6622,245.8168,450.2005,72.0544,151.4088,277.3168,,软件服务,浙江,43.64,1.39,2.3,175505.34,69445.05,1394.39,101737.31,4.43,0.257,6.96,2.15,20110803.0,31606.46,1.38,12.81,12.09,60.95,21.29,18000.0
波导股份,436.1907,810.9219,1219.6846,1619.8248,162.2941,293.6224,406.4079,,通信设备,浙江,69.1,7.68,7.68,101075.35,67946.3,7830.95,45592.21,0.59,0.046,1.14,3.68,20000706.0,-41760.7,-0.54,-66.68,148.23,11.98,8.61,86241.0
云投生态,177.2251,509.2965,670.0664,668.2663,46.5752,103.6296,286.6804,,环境保护,云南,0.0,1.32,1.84,326466.81,232497.09,6344.58,77252.6,4.2,-1.2670000000000001,1.15,5.49,20071221.0,-78588.63,-4.27,-41.45,-279.83,-7.07,-81.37,15267.0
南京新百,3272.3972,7817.8141,12400.8402,17960.3554,3636.2806,8537.9748,10617.9044,,百货,江苏,0.0,10.02,12.93,2121455.5,675662.13,180452.94,1018824.81,7.88,-1.07,10.11,1.08,19931018.0,91840.88,0.71,-14.38,-424.52,39.95,-11.45,30557.0
纳川股份,175.7032,528.7194,898.9947,1479.8118,274.565,615.7185,902.9142,,塑料,福建,461.88,7.49,10.32,319538.28,150492.0,35067.1,6173.91,0.06,0.006,1.52,2.25,20110407.0,43350.12,0.42,0.44,-83.74,17.71,0.63,47460.0
美尔雅,133.4754,206.4835,297.1008,443.6609,132.6726,225.3796,309.6209,,服饰,湖北,0.0,3.6,3.6,133854.8,63671.3,12865.88,17878.26,0.5,-0.011000000000000001,1.53,5.06,19971106.0,-1084.0,-0.03,4.21,38.79,39.98,-1.25,26362.0
国际实业,60.0322,132.2459,253.2902,355.2048,192.2332,319.7626,480.7438,,石油贸易,新疆,65.56,4.81,4.81,272366.41,153130.02,35684.46,37429.85,0.78,0.055999999999999994,4.41,1.11,20000926.0,114889.77,2.39,89.8,150.42,19.99,5.58,56884.0
萃华珠宝,543.3559,1282.9844,1948.1114,2747.0084,626.1713,1273.3274,1907.9119,,服饰,辽宁,69.61,1.29,1.51,291939.56,244440.88,35362.76,40195.59,2.67,0.205,7.97,2.39,20141104.0,61361.7,4.07,-2.06,-33.01,9.16,1.62,13720.0
高澜股份,106.4136,301.5056,412.0292,558.9295,112.9258,275.4627,419.22,,专用机械,广东,40.68,0.81,1.24,121162.52,88879.4,13522.65,21531.49,1.74,0.29,5.49,2.8,20160202.0,29438.18,2.37,1.75,31.17,38.41,8.37,9884.0
沃森生物,86.1719,256.6972,435.029,668.2648,117.7056,374.5722,573.3681,,生物制药,云南,261.95,13.77,15.37,693766.06,335358.69,72253.25,243391.3,1.58,0.059000000000000004,2.4,8.64,20101112.0,-52054.65,-0.34,31.8,331.77,80.2,15.89,28196.0
通源石油,115.4371,304.6883,485.4247,816.6001,305.6466,764.0177,1169.5963,,石油开采,陕西,23.09,3.17,4.51,292171.06,117784.82,39735.23,90115.17,2.0,0.23,3.86,1.82,20110113.0,34643.51,0.77,140.94,846.07,57.58,8.82,24471.0
三泰控股,199.7197,380.3487,565.9263,805.5417,165.1378,342.0929,527.3380000000001,,电脑设备,四川,0.0,10.14,13.78,352807.28,213241.05,18019.67,279099.03,2.03,-0.11,2.38,1.56,20091203.0,-95028.63,-0.69,-6.82,-137.85,9.39,-28.65,90000.0
中葡股份,63.4442,191.8205,296.5773,401.7353,101.2788,220.2484,283.5716,,红黄药酒,新疆,0.0,11.24,11.24,283156.47,222028.45,19319.1,267962.63,2.38,-0.075,2.01,1.6,19970711.0,-162699.77,-1.45,-4.39,-14.99,34.69,-29.58,85486.0
安彩高科,454.9387,931.5173,1391.9599,1983.9259,632.4566,1155.4779,1585.6215,,元器件,河南,0.0,6.9,8.63,219694.8,103219.13,65519.76,288135.69,3.34,-0.03,2.18,2.25,19990714.0,-225715.38,-2.62,13.91,-305.29,7.21,-1.65,53709.0
奥特迅,44.7064,137.726,215.1324,366.536,40.2848,130.1903,200.2417,,电气设备,深圳,0.0,2.2,2.21,109884.01,61455.6,17656.92,31328.23,1.42,-0.045,3.59,3.71,20080506.0,19621.35,0.89,-6.92,-687.91,34.56,-4.93,29696.0
远望谷,81.725,216.9971,337.6573,508.0474,76.0009,195.8483,290.5007,,通信设备,深圳,0.0,6.99,7.4,241966.55,80065.8,24276.85,38137.98,0.52,-0.107,2.03,3.17,20070821.0,31448.22,0.43,-13.95,-139.69,33.05,-27.36,96423.0
华媒控股,341.4741,764.0758,1204.8258,1832.2679999999998,333.1435,752.3872,1174.575,,广告包装,浙江,60.86,8.85,10.18,313752.03,144411.5,21524.35,-23480.28,-0.23,0.06,1.81,2.68,19960830.0,98946.53,0.97,-2.93,-32.61,26.85,5.2,41672.0
海泰发展,130.4204,301.046,398.8543,511.9721,34.8072,392.4524,455.7261,,园区开发,天津,2280.36,6.34,6.46,338362.94,328530.97,407.32,41259.05,0.64,0.002,2.6,1.95,19970620.0,52006.8,0.8,14.26,102.48,18.09,0.24,37246.0
深粮控股,59.7623,138.1584,230.7467,315.7627,57.4721,136.7212,216.7691,,,,,,,,,,,,,,,,,,,,,,
国农科技,10.8682,29.2878,70.9978,138.6058,75.6029,154.4913,256.1786,,生物制药,深圳,0.0,0.83,0.84,33470.76,20461.77,2922.96,93.87,0.01,-0.031,1.51,12.42,19910114.0,3108.92,0.37,260.83,52.31,82.43,-1.01,9541.0
三维通信,216.9445,451.4223,727.3946,1181.4367,519.9274,1428.7985,2381.3327,,通信设备,浙江,29.97,3.68,5.54,453853.41,212682.8,58730.81,136308.38,2.46,0.31,4.12,2.93,20070215.0,34531.14,0.62,227.38,693.23,14.08,7.02,58891.0
博信股份,14.937000000000001,31.7901,53.2299,87.7394,479.6917,1107.5408,1608.0535,,建筑施工,江苏,208.8,2.28,2.3,73591.47,73378.82,120.91,9573.63,0.42,0.065,0.34,52.21,19970606.0,-25245.17,-1.1,2920.96,3192.13,3.31,0.92,10450.0
宝钢包装,946.4059,,3477.1561,4546.3602,1153.089,2504.8249,3810.8122,,广告包装,上海,107.93,8.33,8.33,587759.0,272171.75,277233.13,75259.71,0.9,0.034,2.44,2.03,20150611.0,38908.82,0.47,9.6,243.66,10.95,0.75,65323.0
顺利办,82.7587,225.6688,357.6084,515.9345,,330.0875,559.1469999999999,,互联网,青海,12.96,5.46,7.66,606372.44,79414.81,4657.05,211733.5,2.76,0.41100000000000003,4.02,1.76,19961004.0,17107.65,0.22,56.36,701.46,38.88,56.28,38100.0
三晖电气,20.7718,64.3571,127.8472,204.2073,15.5995,48.3211,125.7611,,电器仪表,河南,77.68,0.49,1.28,58514.23,53334.05,1196.18,11606.71,0.91,0.12300000000000001,3.41,3.74,20170323.0,17010.05,1.33,-1.63,-1.13,35.4,12.54,8779.0
万马股份,1229.358,3203.4192,5183.1629,7408.734,1735.7865,4187.9482,6332.4024,,电气设备,浙江,77.84,10.34,10.35,757083.69,591920.63,87238.5,155519.77,1.5,0.065,3.86,1.74,20090710.0,121522.95,1.17,22.17,-18.58,14.58,1.06,100000.0
六国化工,879.5726,2004.0675,3220.9134,4765.5558,686.7682,1787.1758,2867.6583,,农药化肥,安徽,42.23,5.22,5.22,622727.13,236653.92,256835.09,126267.7,2.42,0.07400000000000001,3.99,1.05,20040305.0,14469.9,0.28,-10.97,125.6,12.59,1.35,46480.0
九安医疗,137.049,326.7957,475.43699999999995,597.9189,120.867,266.5503,408.1437,,医疗保健,天津,0.0,4.33,4.33,190073.31,82144.68,18830.39,128974.05,2.98,-0.16,3.3,1.85,20100610.0,-28306.46,-0.65,-14.15,30.26,28.58,-14.94,67600.0
轴研科技,90.0706,238.0627,371.9316,1494.0469,349.8092,973.6297,,,机械基件,河南,71.42,3.96,5.24,447292.25,241118.67,90985.0,149933.72,2.86,0.08,5.04,1.51,20050526.0,60546.55,1.15,40.98,44.29,23.66,2.9,28003.0
中核科技,107.1109,336.5725,543.9091,873.8534,160.9598,546.0092,831.7671,,机械基件,江苏,75.5,3.83,3.83,220714.75,144210.45,27183.05,24948.74,0.65,0.14,3.42,4.13,19970710.0,52229.84,1.36,52.92,1020.97,19.03,6.47,80569.0
京蓝科技,11.7102,477.621,913.8956,1807.9357,116.4554,1123.3202,1670.9113,,软件服务,黑龙江,30.48,4.06,10.24,1029504.13,623871.63,32011.16,298337.5,2.91,0.17,5.01,1.21,19970411.0,50500.12,0.49,82.83,6.33,29.84,9.14,18201.0
贝肯能源,4.6121,204.7578,392.3328,649.3676,9.5722,241.9629,552.656,,石油开采,新疆,34.97,0.99,2.05,175144.77,119823.42,34079.05,29975.7,1.47,0.27,4.71,2.61,20161208.0,39988.06,1.95,40.86,11.28,25.14,9.75,25067.0
西藏矿业,60.3875,164.3273,426.0494,667.5528,90.8971,235.0395,359.8157,,小金属,西藏,0.0,4.76,5.21,292628.13,178482.63,36150.62,158310.48,3.04,-0.145,4.0,2.05,19970708.0,-7902.06,-0.15,-15.55,-1804.63,17.09,-21.01,80864.0
广东甘化,67.8683,399.9891,454.3223,474.9667,77.0844,158.141,258.147,,造纸,广东,0.0,4.36,4.43,108362.47,59275.95,8440.55,84243.13,1.9,-0.087,2.21,3.54,19940907.0,-35773.87,-0.81,-43.18,-21.25,3.45,-14.89,31467.0
宝钛股份,558.735,1141.3148,2008.3681,2876.3916,694.7819,1579.6102,2577.3379,,小金属,陕西,65.63,4.3,4.3,732931.25,466050.0,223476.8,237071.52,5.51,0.225,8.14,2.42,20020412.0,52175.14,1.21,28.33,460.33,16.71,3.76,33352.0
哈高科,35.8602,64.54,123.6239,222.5663,33.8573,69.8745,135.3514,,区域地产,黑龙江,0.0,3.61,3.61,104416.0,47935.39,17727.39,26740.84,0.74,-0.006999999999999999,2.01,2.23,19970708.0,6166.18,0.17,9.49,-142.9,36.05,-1.95,45850.0
欢瑞世纪,31.1151,254.0787,431.9335,1567.2141,78.7387,255.6167,527.3175,,影视音像,重庆,21.99,5.38,9.81,484370.31,472785.56,3535.08,113072.92,1.15,0.17600000000000002,3.36,1.54,19990115.0,115048.32,1.17,22.08,940.94,66.07,32.75,22847.0
盐湖股份,1680.4685,5065.4169,7649.4768,11699.4061,2700.9225,7836.8044,12629.19,,化工原料,青海,0.0,27.5,27.86,7840823.0,1442897.88,4955478.0,947820.81,3.4,-0.436,6.25,1.15,19970904.0,307460.06,1.1,65.1,-41.21,27.98,-9.61,97751.0
三维丝,95.8688,222.6049,462.3662,1309.1035,111.0005,323.2351,488.8375,,环境保护,福建,0.0,2.16,3.85,272663.84,151713.63,36932.28,91488.22,2.37,-0.102,3.53,1.64,20100226.0,3828.58,0.1,5.73,39.27,19.71,-8.02,21882.0
哈工智能,218.9325,565.6197,960.235,1571.6437,542.2263,1193.2288,1826.0455,,化纤,江苏,37.63,6.11,6.13,385436.19,271786.5,6561.0,67523.8,1.1,0.16399999999999998,2.74,3.01,19951128.0,31166.66,0.51,90.17,58.66,26.17,5.52,35471.0
中环装备,182.4708,668.6263,1076.7972,1901.4196,248.2099,580.7863,829.9816,,电气设备,陕西,0.0,2.47,3.76,416716.0,327485.97,41248.56,49873.84,1.33,-0.08,3.72,2.6,20101112.0,36552.96,0.97,-22.92,-194.17,24.32,-3.15,26184.0
汇源通信,101.9892,201.1633,288.4302,390.3341,72.3324,165.3293,250.1345,,通信设备,四川,0.0,1.93,1.93,55461.38,46215.01,4616.48,6428.55,0.33,-0.01,1.22,9.85,19951220.0,-3878.75,-0.2,-13.28,-304.6,24.34,-0.75,13560.0
中孚信息,33.8213,90.8858,140.868,281.1232,39.4396,107.4648,175.1655,,软件服务,山东,0.0,0.64,1.33,49907.55,42573.09,3953.28,21768.32,1.64,-0.027999999999999997,2.99,9.04,20170526.0,5075.87,0.38,24.35,-142.59,71.94,-2.13,9676.0
理工光科,27.4537,75.7822,145.5921,224.291,4.6928,30.7873,46.221000000000004,,电器仪表,湖北,0.0,0.34,0.56,57610.61,48394.28,2770.1,19838.15,3.56,-0.562,7.83,3.3,20161101.0,15092.42,2.71,-68.25,-377.58,34.81,-67.67,8958.0
安居宝,130.3955,331.3372,549.2154,845.0238,92.9913,329.3311,523.6054,,元器件,广东,73.12,2.77,5.43,163867.75,116553.35,26157.56,35724.53,0.66,0.054000000000000006,2.15,2.45,20110107.0,21214.81,0.39,-4.66,392.17,36.51,5.62,26900.0
赛轮轮胎,3152.4008,6525.9917,10261.9347,13806.8997,3029.6668,6564.7475,10283.7531,,汽车配件,山东,10.58,21.59,27.01,1560108.13,740843.31,597522.13,183249.31,0.68,0.191,2.39,1.13,20110630.0,169390.84,0.63,0.21,185.29,19.11,5.03,62281.0
正平股份,172.2268,591.0375,949.8174,1485.9153,599.5792,1139.4149,1694.7508,,建筑施工,青海,47.92,1.93,4.0,513017.44,387653.41,49199.76,39668.5,0.99,0.126,3.31,2.44,20160905.0,41895.03,1.05,76.19,145.21,10.41,2.98,40390.0
河北宣工,67.0022,136.3647,3907.605,5401.1846,1144.5023,2311.5271,,,铜,河北,103.65,1.98,6.53,1280921.38,530128.13,110748.52,474821.81,7.27,0.11,9.83,1.55,19990714.0,143078.06,2.19,-9.57,-76.01,63.41,2.04,32410.0
铁岭新城,4.1201,8.9489,63.0938,79.7237,5.8212,11.9636,103.9149,,区域地产,辽宁,151.66,8.25,8.25,585515.81,549686.63,20346.25,3199.37,0.04,0.013999999999999999,3.78,0.74,19980616.0,206279.72,2.5,64.7,-68.72,26.68,10.99,29576.0
汇金股份,78.7141,165.9484,294.7937,621.374,162.1045,437.3024,630.5396,,专用机械,河北,71.74,4.65,5.32,173554.88,88546.71,21657.26,18077.22,0.34,0.09699999999999999,1.56,5.93,20140123.0,13971.37,0.26,113.89,466.36,30.93,8.17,33979.0
圣济堂,238.2858,628.8397,1084.2027,1696.8669,518.3389,1143.9825,1716.4875,,农药化肥,贵州,22.71,12.45,16.93,702159.69,213453.5,408270.81,251582.91,1.49,0.11199999999999999,2.87,1.18,20000221.0,30614.85,0.18,58.32,865.11,32.99,11.05,70424.0
