name,roe2016_2,roe2016_3,roe2016_4,roe2017_1,roe2017_2,roe2017_3,roe2017_4,roe2018_1,roe2018_2,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
长飞光纤,,,17.21,,,,24.21,6.65,,通信设备,湖北,26.32,0.76,7.58,965787.69,561101.5,189854.81,155202.56,2.05,0.491,8.19,6.31,20180720,291019.16,3.84,0,0,28.24,15.09,72506
三七互娱,12.34,17.88,23.65,8.73,13.67,18.37,23.09,6.65,,互联网,安徽,13.21,11.82,21.25,902298.19,376938.13,29053.22,72591.67,0.34,0.193,2.87,3.56,20110302,322969.06,1.52,2.62,-5.3,71.62,24.69,49382
美的集团,17.16,21.93,24.02,6.64,16.3,21.05,23.43,6.63,,家用电器,广东,13.2,64.8,66.27,25256652,17444044,2223860,1606070.75,2.42,0.8,12.03,3.48,19931112,5288346.5,7.98,16.7,20.76,25.62,7.54,162344
华域汽车,8.78,12.28,15.94,3.86,8.52,12.17,15.87,6.63,,汽车配件,上海,5.61,28.67,31.53,13010980,8017752,1809676.25,1279211.5,4.06,0.923,13.92,1.49,19960826,2423200.25,7.69,18.37,90.45,13.06,7.23,60886
皖新传媒,8.12,8.81,12.38,6.81,9.16,11.2,11.99,6.6,,出版业,安徽,5.7,19.89,19.89,1330410.13,1019792.81,31100.08,242117.91,1.22,0.331,5.01,1.51,20100118,466127.34,2.34,16.61,5.34,20.15,29.18,33049
广宇集团,5.44,5.67,5.36,0.7,2.17,4.46,6.44,6.6,,全国地产,浙江,3.8,6.35,7.74,823671.69,754151.75,1784.5,83434.56,1.08,0.269,4.08,1,20070427,135581.88,1.75,120.05,945.85,46.12,12.42,45970
星源材质,16.48,20.77,12.6,2.73,5.75,7.32,8.42,6.59,,化工原料,深圳,18.89,1.28,1.92,285259.03,155422.84,84227.5,73676.43,3.84,0.466,7.06,4.98,20161201,36691.85,1.91,43.24,158.13,53.02,52.09,17318
开润股份,15.32,29.49,15.7,4.87,10.73,20.92,27.34,6.58,,纺织,安徽,54.85,0.64,2.18,99116.46,83278.36,9240.44,16579.42,0.76,0.16,2.41,14.42,20161221,23742.92,1.09,88.18,25.29,25.57,8.3,4032
阳谷华泰,10.94,19.55,24.01,4.95,11.09,16.46,23.78,6.58,,化工原料,山东,12.1,3.72,3.75,232901.25,169060.16,42757.35,65014.98,1.73,0.271,4.11,3.19,20100917,50822.4,1.35,46.95,197.05,36.3,19.38,15981
扬农化工,6.6,8.91,12.74,3.62,7.08,10.9,14.75,6.56,,农药化肥,江苏,15.69,3.1,3.1,686437.81,394772.09,197499.88,81536.68,2.63,0.885,13.48,4.12,20020425,269672.16,8.7,53.4,111.02,32.46,17.02,11726
同力水泥,0.05,0.09,1.91,0,4.81,31.82,32.3,6.45,,水泥,河南,11.52,4.96,4.96,794642.06,44673.7,573010.56,5521.35,0.11,0.259,4.02,2.97,19990319,106107.22,2.14,-60.43,4.95,60.95,30.6,52200
亿联网络,33.33,,53.73,5.56,11.87,17.42,20.55,6.43,,通信设备,福建,22.95,0.75,2.99,316556.5,300949.75,11805.49,152470.25,5.1,0.657,10.21,5.91,20170317,130168.67,4.36,31.76,39.05,60.98,47.61,20004
信立泰,14.91,20.78,26.05,6.56,13.63,19.13,23.98,6.42,,化学制药,深圳,20.58,10.46,10.46,716900.63,380959.28,117722.05,16109.25,0.15,0.397,6.18,5.29,20090910,474029.75,4.53,15.86,10.33,81.25,36.87,36089
露天煤业,3.82,5.39,8.66,6.81,10.29,11.63,16.24,6.41,,煤炭开采,内蒙,4.56,16.34,16.34,1569611.5,666834.19,661606.5,125121.4,0.77,0.459,7.16,1.17,20070418,768431.94,4.7,6.13,6.7,55.14,32.57,60750
天地数码,,,31.82,,16.12,,27.5,6.35,,电脑设备,浙江,84.61,0.17,0.65,33596.03,18219,12807.86,743.16,0.11,0.167,3.52,16.08,20180427,10240.16,1.56,0,0,33.89,11.8,16016
宁波中百,4.21,5.22,6.68,1.58,3.26,4.33,-274.93,6.33,,百货,浙江,47.96,2.24,2.24,81149.06,45711.68,11401.28,6507.8,0.29,0.05,0.79,12.15,19940425,-17658.07,-0.79,4.46,9.58,13.4,4.14,13916
三聚环保,14.82,20.74,25.75,6.38,16.28,24.17,28.86,6.31,,环境保护,北京,18.01,18.01,23.51,2561658,2155841.75,258871,170050.09,0.72,0.253,4,4.55,20100427,573271.06,2.44,-20.38,35.94,25.71,13.5,54484
金能科技,,,19.11,8.74,10.27,15.85,17.61,6.27,,化工原料,山东,10.46,3.32,6.76,549341.88,272115.84,231236.77,178419.38,2.64,0.382,6.08,2.62,20170511,148807.45,2.2,16.86,22.59,20.58,13.82,30827
顾家家居,23.37,31.74,16.72,5.18,10.97,16.45,20.56,6.25,,家居用品,浙江,24.78,0.89,4.28,649255.19,380845.09,114545.11,243680.17,5.69,0.65,10.03,6.2,20161014,154389.66,3.61,34.22,42.9,36.45,14.49,13878
台海核电,16.95,20.31,22.02,8.31,19.63,27.3,36.77,6.24,,专用机械,四川,15.13,4.89,8.67,757845.88,456358.94,217710.55,74047.71,0.85,0.212,3.39,3.78,20100312,177158.77,2.04,7.61,13.67,62.5,39.56,35448
恒信东方,0.6,-0.54,1.39,-0.37,2.82,3.68,4.17,6.23,,通信设备,河北,8.85,3.16,5.31,262430.88,148799.69,3715.6,152016.73,2.86,0.283,4.53,2.21,20100520,34128.06,0.64,96.75,2012.16,33.29,97.2,22949
吉比特,40.1,51.32,30.39,7.82,15.29,20.97,26.48,6.21,,互联网,福建,13.1,0.41,0.72,330243.59,248845.92,3095.28,104983.42,14.6,2.16,34.41,3.26,20170104,139646.27,19.43,0.93,-6.27,90.67,40.45,20091
金徽酒,7.45,10.14,13.51,6.47,8.26,10.09,13.84,6.21,,白酒,甘肃,12.21,1.16,3.64,237760.47,88869.93,107192.05,65397.81,1.8,0.333,5.35,3.04,20160310,84406.99,2.32,5.44,6.63,62,24.87,24729
永东股份,2.57,5.56,8.63,4.08,8.79,12.41,19.36,6.16,,化工原料,山西,12.43,1.99,3.33,182181.11,102750.65,40442.53,26614.3,0.8,0.24,3.92,3.06,20150519,66220.09,1.99,55.08,105.75,26.76,13.47,15812
生物股份,13.14,13.52,17.19,6.62,10.02,16.27,19.46,6.14,,生物制药,内蒙,15.9,11.37,11.71,625350.25,407470.34,64276.63,161654.48,1.38,0.253,4.12,3.91,19990115,252303.3,2.16,20.92,11.4,76.14,53.17,23022
富祥股份,13.25,16.26,23,6.22,11.78,15.53,18.95,6.14,12.53,化学制药,江西,15.08,1.23,2.25,208996.38,125859.38,35950.12,43333.18,1.93,0.588,4.69,3.78,20151222,48389.85,2.15,31.06,30.55,39.69,21.23,14330
新钢股份,1.35,3.3,5.86,3.07,6.29,13.91,23.29,6.11,,普钢,江西,6.58,27.87,31.89,3296587.25,2068911.63,1047845.69,560985.19,1.76,0.273,4.46,1.61,19961225,486470.59,1.53,24.19,219.74,10.36,6.96,66556
卓郎智能,-4.19,-12.12,-12.45,-1.79,-1.13,16.63,29.82,6.1,,纺织机械,新疆,26,6.76,18.95,1373124.25,1038316,84060.4,0,0,0.075,1.22,6.35,20031203,52771.5,0.28,28.75,30.41,26.39,6.19,83810
重庆啤酒,8.6,20.14,14.71,3.76,16.1,27.27,28.31,6.09,,啤酒,重庆,43.74,4.84,4.84,354714.78,167570.56,130248.6,0,0,0.156,2.56,10.67,19971030,52699.46,1.09,10.37,56.95,35.04,9.3,22381
我武生物,9.32,16.3,19.7,5.5,11.34,19.44,23.22,6.08,,生物制药,浙江,52.49,2.54,2.91,90327.45,70724.36,11418.69,18170.96,0.62,0.179,2.93,12.78,20140121,44025.76,1.51,31.86,35.98,93.37,48.59,9998
小商品城,5.95,8.38,10.45,6.29,9.59,11.29,13.04,6.08,,商品城,浙江,7.9,54.43,54.43,2506277.75,933184.69,585447.94,146848.05,0.27,0.133,2.18,1.92,20020509,385041.72,0.71,-82.85,6.28,50.32,89.58,214762
健帆生物,15.12,12.42,17.07,4.79,11.89,15.55,20.44,6.06,13.69,医疗保健,广东,47.41,1.07,4.18,180242.13,132818.38,32312.21,53306.63,1.28,0.215,3.55,11.5,20160802,57159.36,1.37,39.6,50.89,84.65,43.56,20409
凯乐科技,2.79,3.87,6.1,2.52,8.03,11.58,15.72,6.06,,通信设备,湖北,13.62,6.28,7.09,1959177.63,1675873.88,85864.88,211148.47,2.98,0.428,7.06,3.3,20000706,180530.22,2.55,12.22,292.61,14.55,8.16,27456
顺发恒业,4.32,5.11,6.56,1.17,5.36,10.61,12.55,6.04,,区域地产,吉林,5.19,24.33,24.33,1367826.25,1159248.38,5537.98,139033.52,0.57,0.161,2.66,1.25,19961122,226837.13,0.93,14.22,488.93,58.03,52.81,36867
陕西煤业,0.79,3.14,8.01,7.13,13.84,19.04,23.62,5.98,,煤炭开采,陕西,6.33,100,100,10919554,2915830.25,3117588,739342.06,0.74,0.284,4.75,1.52,20140128,2648931.75,2.65,2.55,6.27,54.71,22.57,73212
浙江医药,2.88,5.86,6.45,0.34,1.29,1.88,3.47,5.97,,化学制药,浙江,5.84,9.47,9.66,1029831.63,499739.81,337521.59,128817.01,1.33,0.49,8.06,1.4,19991021,438157.09,4.54,61.68,1838.06,58.49,24.21,61000
设计总院,,,24.76,8.02,14.26,10.21,16.01,5.92,,建筑施工,安徽,12.71,1.59,3.25,284921.94,261309.45,11107.78,88070.88,2.71,0.35,5.9,3.01,20170801,65272.88,2.01,41.97,64.73,45.69,27.35,38379
卧龙地产,2.98,3.66,4.82,1.76,5.16,12,16.38,5.91,9.01,全国地产,浙江,6.44,7.25,7.28,563009.44,478544.69,1174.47,2202.96,0.03,0.166,2.81,1.52,19990415,109706.55,1.51,348.48,305.68,29.38,11.66,33322
华夏幸福,17.55,19.97,25.59,5.64,14.49,16.63,23.67,5.88,,区域地产,河北,7.52,29.55,29.55,37562568,34763192,278883.38,321961.81,1.09,0.74,10.1,2.31,20031230,2239530.75,7.58,21.48,30.33,59.98,24.11,122318
上海石化,14.13,17.99,24.06,7.22,10.44,15.63,21.73,5.88,,石油加工,上海,8,73.29,108.24,4226963,2267076.75,1252129.88,61477,0.06,0.164,2.78,1.89,19931108,1288230.75,1.19,14.12,-8.16,23.25,6.88,100401
先导智能,12.7,18.97,30.78,8.76,16.72,11.03,19.31,5.85,,专用机械,江苏,35.28,4.57,8.82,687439.69,524721.06,20782.9,140465.92,1.59,0.196,3.35,8.26,20150518,98953.18,1.12,150.58,90.8,42.12,26.36,19754
通策医疗,8.09,13.08,16.65,4.97,10.21,18.99,21.81,5.84,12.06,医疗保健,浙江,60.91,3.21,3.21,188462.02,43141.26,81223.06,9.72,0,0.421,3.49,14.7,19961030,78344.93,2.44,34.91,52.68,41.82,19.68,21801
青岛海尔,12.99,15.25,19.1,6.13,15.08,18.81,21.49,5.84,,家用电器,山东,12.05,60.97,60.97,15452950,9149540,1558893.25,82759.85,0.14,0.325,5.56,2.82,19931119,2469768.75,4.05,13.01,14.02,28.62,4.64,202628
东阿阿胶,11.32,15.9,22.16,6.74,10.41,13.83,20.76,5.81,,中成药,山东,13.12,6.54,6.54,1276308.38,996596.5,172705.13,69067.68,1.06,0.932,16.01,3.05,19960729,858711.38,13.13,1.17,0.8,67.11,35.94,86960
恒瑞医药,11.87,16.45,20.89,6.14,11.51,16.13,20.93,5.79,,化学制药,江苏,64.47,36.62,36.82,1890223.75,1528533.13,200338.41,106698.97,0.29,0.258,4.45,14.93,20001018,1149433.13,3.12,21.7,16.95,86.47,24.62,70591
健友股份,,,19.56,,8.57,11.4,15.31,5.76,10.25,化学制药,江苏,28.17,2.85,5.52,288136.44,235218.34,26086.42,50865.76,0.92,0.41,4.01,5.78,20170719,106917.92,1.94,75.65,84.24,47.87,26.73,9926
武汉中商,4.19,2.34,0.26,2.56,5.42,4.28,31.57,5.73,,百货,湖北,7.09,2.51,2.51,269467.03,120323.21,63730.01,7361.7,0.29,0.274,4.78,1.62,19970711,63939.93,2.55,4.32,237.58,20.46,6.14,21259
宝馨科技,1.28,3.85,-8.79,2.41,4.26,4.51,4.61,5.72,,机械基件,江苏,14.68,3.58,5.54,164373.17,77887.65,43276.53,28028.4,0.51,0.094,1.65,3.36,20101203,6088.37,0.11,83.81,128.56,40.55,21.08,25306
艾迪精密,8.16,,15.72,3.9,8.85,12.75,16.6,5.71,,专用机械,山东,34.17,0.85,2.6,111391.65,45920.53,36571.8,35418.55,1.36,0.196,3.43,7.82,20170120,32507.52,1.25,55.93,66.71,44.86,23.55,6680
通化东宝,12.41,13.37,16.27,5.07,10.09,14.91,18.47,5.7,,生物制药,吉林,37.99,19.73,20.54,503956.44,255297.59,114367.97,121477.7,0.59,0.133,2.34,8.66,19940824,140407.59,0.68,27.23,30.2,73.14,38.06,31991
瀚蓝环境,5.71,9.09,10.54,2.65,6.3,10.45,12.24,5.68,,水务,广东,9.6,7.66,7.66,1412950.75,198986.61,340364.97,152117.92,1.99,0.402,7.07,2.19,20001225,268284.78,3.5,20.03,133.96,36.14,27.16,28949
太阳纸业,4.79,8.71,13.27,5.23,10.06,15,19.6,5.66,,造纸,山东,9.5,25.32,25.93,2652233,999252.69,1129642,147120.7,0.57,0.24,4.1,2.2,20061116,600255.38,2.32,14.29,40.14,27.53,12.23,51459
汇洁股份,7.68,10.07,11.29,5.81,10.34,12.87,12.63,5.66,,服饰,深圳,8.59,3.89,3.89,231819.5,165437.3,49459.6,62929.46,1.62,0.272,4.8,1.95,20150610,75748.75,1.95,7.38,5.41,69.94,18.75,18386
海康威视,13.64,22.57,30.55,5.73,13.68,22.85,30.99,5.63,13.81,电器仪表,浙江,33.41,79.07,92.27,5001971,4173141.5,407514.34,189280.94,0.21,0.449,3.25,9.23,20100528,1613208.88,1.75,26.92,26,44.5,19.87,150262
涪陵榨菜,8.13,13.09,16.42,3.9,10.2,16.71,21.48,5.62,14.43,食品,重庆,36.46,7.72,7.89,265082.03,159798.69,70066.77,2129.11,0.03,0.387,2.68,10.53,20101123,115992.88,1.47,34.11,77.52,55.04,28.7,29106
恒逸石化,5.41,4.78,7.6,3.98,7.06,10.86,13.55,5.62,,化纤,广西,13.89,20.78,23.08,3756239.5,1210941.25,819015.06,458768.25,1.99,0.304,5.4,3.12,19970328,659777.38,2.86,77.99,55.91,5.13,4.46,22138
马钢股份,2.38,3.94,6.21,4.36,7.66,12.16,17.27,5.6,,普钢,安徽,5.47,59.68,77.01,7088926.5,3142195.75,3218011,835228.75,1.08,0.184,3.29,1.23,19940106,506140.5,0.66,5.6,57.25,13.37,7.75,240466
老凤祥,10.4,16.71,20.89,5.8,10.35,16.56,20.26,5.59,,服饰,上海,12.43,3.17,5.23,1466803,1368702.5,37071.8,54973.96,1.05,0.638,11.41,2.78,19920814,449592.19,8.59,8.97,7.42,7.18,2.36,36416
茂业商业,9.12,11.88,14.54,4.82,10.1,14.03,19.85,5.58,,百货,四川,7.59,6.49,17.32,1804890.75,347615.16,498309.94,8810.57,0.05,0.168,3.02,1.69,19940224,134025.95,0.77,2.41,41.09,27.33,8.73,24560
比音勒芬,,16.64,10.32,4.45,6.23,9.8,12.49,5.56,,服饰,广东,20.48,0.79,1.81,188772.42,164559.34,558.15,63093.65,3.48,0.468,8.42,4.56,20161223,73537.15,4.06,30.31,41.55,63.81,22.93,4979
绝味食品,,20.08,25.95,4.93,10.28,15.41,19.5,5.54,,食品,湖南,25.39,1.64,4.1,322610.19,154710.45,83547.56,76670.93,1.87,0.367,6.62,5.63,20170317,146117.8,3.56,10.11,31.26,34.42,15.61,10919
浙江龙盛,6.65,9.39,12.98,3.09,6.34,11.4,14.59,5.54,,染料涂料,浙江,8.59,32.53,32.53,4946468.5,3247269.25,572867.75,155167.06,0.48,0.313,5.65,1.91,20030801,1327541.25,4.08,7.41,103.33,42.66,24.08,157100
山鹰纸业,2.42,2.51,4.21,4.91,9.07,14.71,19.43,5.51,,造纸,安徽,7.19,45.7,45.7,3112500.75,1024044.88,1215509.13,434110.41,0.95,0.132,2.4,1.59,20011218,311440.09,0.68,60.6,39.85,21.27,11.17,250845
氯碱化工,0.53,-2.08,-16.89,2.92,11.43,23.71,34.01,5.49,,化工原料,上海,13.59,7.5,11.56,474875.59,157940.52,176236.22,167427.09,1.45,0.147,2.67,2.99,19921113,23613.39,0.2,4.87,190.24,14.45,10.56,85057
基蛋生物,,,40.68,10.73,24.23,12.69,16.96,5.49,,生物制药,江苏,31.23,0.92,1.86,133547.92,110989.86,13787.2,72285.53,3.89,0.358,6.51,6.86,20170717,33652.87,1.81,55.28,62.69,82.54,46.33,13926
康弘药业,6.81,11.25,17.1,4.94,7.59,12.52,18.17,5.48,,中成药,四川,39,4.75,6.74,478328.91,356362.13,44318.81,65072.91,0.97,0.306,5.57,8.56,20150626,224431.05,3.33,9.03,35.88,91.79,29.43,9907
三一重工,0.59,0.74,0.89,3.16,4.79,7.24,8.2,5.48,,工程机械,湖南,11.53,77,77.39,6381633,4224172.5,1250285.25,137098.7,0.18,0.2,3.5,2.55,20030703,1662613,2.15,29.67,101.18,31.92,12.34,421244
恒力股份,9.13,12.47,20.13,4.66,9.37,16.85,24.02,5.46,6.72,化纤,辽宁,21.99,9.19,50.53,9403048,3854395.5,2354822.25,2045767.25,4.05,0.39,5.54,2.96,20010820,208659.36,0.41,26.87,132.61,14.57,7.12,25351
康普顿,8.17,12.51,14.6,5.76,9.43,11.75,14.16,5.45,,石油加工,山东,12.81,0.85,2,115287.51,69605.21,37104.21,26247.93,1.31,0.244,4.46,2.8,20160406,37542.7,1.88,0.05,2.81,34.75,17.19,11903
新安股份,-0.44,-0.32,1.92,1.52,4.9,5.36,11.84,5.45,,农药化肥,浙江,11.6,6.87,7.06,963175.63,426157.41,383134.25,86570.75,1.23,0.367,6.74,2.53,20010906,281013.53,3.98,43.72,315.5,22.05,9.73,49503
安图生物,17.05,16.44,21.26,4.68,12.24,20.95,26.78,5.44,15.29,医疗保健,河南,71.11,1.37,4.2,232220.38,100780.28,73965.15,53500.46,1.27,0.229,4.2,15.49,20160901,66093.46,1.57,71.87,42.43,64.65,23.1,10126
国光股份,12.04,14.31,15.54,4.18,15.71,19.25,21.64,5.44,,农药化肥,四川,26.03,0.82,1.29,102439.68,78799.21,1794.06,33063.55,2.56,0.39,7.1,5.6,20150320,43204.85,3.35,19.73,25.92,49.45,29.17,11471
集友股份,,18.16,25.97,4.4,8.11,14.03,18.64,5.42,,广告包装,安徽,45.91,0.98,1.9,87436.36,40598.12,19610.03,20350.46,1.07,0.16,2.95,9.96,20170124,21313.4,1.12,97.09,52.99,52.62,31.64,3198
老板电器,12.7,19.43,29.23,5.71,13.6,20.18,27.77,5.4,,家用电器,浙江,19.62,9.35,9.49,842336.19,714039.31,82622,40078.35,0.42,0.318,5.88,4.25,20101123,376382.63,3.97,16.89,20.05,52.32,18.97,70097
精测电子,10.74,16.84,13.93,2.97,7.17,13.02,19.51,5.4,,电器仪表,湖北,62.74,0.84,1.64,131957.27,116053.9,3231.58,45647.19,2.79,0.61,5.52,13.57,20161122,40980.62,2.5,62.66,124.28,55.17,23.72,6719
新泉股份,8.68,,19.13,4.87,9.12,13.53,18.65,5.37,,汽车配件,江苏,14.26,0.93,2.27,351465.72,247813.17,55311.38,74451.49,3.28,0.336,6.25,3.06,20170317,53303.6,2.35,18.52,37.66,22.26,7.85,10408
安通控股,,11.26,16.4,4.71,8.53,12.99,18.41,5.36,,仓储物流,黑龙江,20.21,6.74,14.87,1003580.81,384268.28,500081.59,55636.78,0.37,0.114,2.13,4.34,19981104,172259.13,1.16,65.31,40.47,16.45,8.86,24887
凯众股份,12.1,,21.4,4.74,9.5,12.17,14.97,5.36,,汽车配件,上海,13.09,0.61,1.06,91436.43,72715.63,10530.96,45733.45,4.32,0.409,7.63,2.81,20170120,23859.97,2.25,29.79,24.8,47.16,28.72,8240
明德生物,20.86,,34.09,,16.31,,27.22,5.35,,医疗保健,湖北,106.31,0.17,0.67,26720.9,17522.17,5472.52,2730.45,0.41,0.205,5.09,17.09,20180710,15794.85,2.37,0,0,78.1,36.02,33441
游族网络,9.92,14.46,21.68,7.04,11.19,14.49,16.19,5.35,,互联网,福建,17.62,5.77,8.88,696477.31,328682.31,69760.17,96575.92,1.09,0.25,4.67,3.77,20070925,244462.84,2.75,-2.25,7.84,64.36,25.59,39646
荣晟环保,15.69,,30.56,12.03,21.21,29.16,37.65,5.34,,造纸,浙江,15.18,0.44,1.8,137888.06,78168.71,42896.05,33545.4,1.86,0.334,6.24,3.25,20170117,64004.44,3.56,-10.35,-38.07,16.6,14.02,15083
金正大,8.94,12.42,11.35,4.41,8.38,9.43,7.6,5.33,,农药化肥,山东,9.95,27.27,31.58,2108678.5,1300742.13,456804.09,114005.67,0.36,0.168,3.15,2.12,20100908,521824.25,1.65,20.31,27.64,17.81,7.71,43615
申通快递,0.62,0.71,23.18,5.59,12.36,17.56,22.03,5.3,,仓储物流,浙江,17.5,3.32,15.31,842282.88,514353.41,128119.82,319410.16,2.09,0.247,4.66,3.71,20100908,320274.09,2.09,33.48,17.24,17.69,13.01,27699
海利尔,16.58,20.68,21.75,4.33,10.02,12.54,17.71,5.3,,农药化肥,山东,13.6,0.54,1.69,241609.59,186501.81,33807.18,73628.96,4.35,0.54,10.15,2.86,20170112,79520.96,4.69,44.59,47.55,37.49,16.97,12220
大博医疗,,,38.21,,20.66,18.18,24.08,5.29,,医疗保健,福建,48.93,0.4,4,144130.27,116095.65,20980.6,41211.75,1.03,0.171,3.24,10.36,20170922,42040.37,1.05,0,0,82.9,44.24,17470
广汽集团,9.51,13.02,14.35,7.99,12.46,17.31,15.54,5.28,,汽车整车,广东,6.71,60.6,102.14,11848309,5961388.5,1245270.13,2489816,2.44,0.38,7.18,1.42,20120329,3760804,3.68,13.69,1.34,24.52,20.21,32451
绿地控股,8.46,10.48,12.8,4.52,8.02,10.89,14.45,5.28,,全国地产,上海,5.32,121.68,121.68,86857488,78198416,1302263.75,900205.69,0.74,0.287,5.27,1.16,19920327,4045228.5,3.32,27.21,30.3,14.55,4.67,186906
陕天然气,7.44,7.94,9.55,3.95,4.62,4.74,7.07,5.28,,供气供热,陕西,6.71,11.12,11.12,1191239.88,302807.59,684977.31,128990.01,1.16,0.282,5.34,1.42,20080813,282505.88,2.54,8.84,42.6,15.88,10.84,35626
伊力特,7.72,12.32,14.39,5.47,8.19,12.4,16.29,5.27,,白酒,新疆,19.88,4.41,4.41,320400.03,264054.63,36734.8,20611.25,0.47,0.274,5.19,4.19,19990916,129987.82,2.95,8.63,8.42,50.06,23.29,29508
北玻股份,0.74,1.31,1.6,0.1,-1.75,-1.71,-4.1,5.26,,专用机械,河南,9.32,5.1,9.37,223197.05,149808.77,51218.03,22037.7,0.24,0.086,1.63,1.96,20110830,29902.73,0.32,34.08,5103.42,23.25,30.99,33664
东风股份,9.47,13.06,16.29,5.47,9.36,13.91,16.94,5.24,,广告包装,广东,10.24,11.12,11.12,571741,282903.59,124479.35,7085.11,0.06,0.187,3.57,2.15,20120216,239378.25,2.15,7.44,3.12,42.69,25.58,16307
兆易创新,13.53,11.69,13.79,5.16,12.42,21.16,22.62,5.22,,半导体,北京,86.32,2.07,2.84,252843.13,150107.56,11524.75,72803.56,2.57,0.315,6.03,18.03,20160818,85686.9,3.02,19.71,28.55,38.24,16.5,21412
浙江交科,1.02,2.62,4.11,2.03,7.07,10.31,20.42,5.22,,化工原料,浙江,11.45,5.59,13.05,2357880,1663552.25,357247.59,236963.22,1.82,0.228,4.37,2.39,20060816,180545.52,1.38,62.87,223.11,13.67,6.84,21650
中国医药,8.96,11.15,13.78,4.56,8.9,12.99,16.73,5.21,,医药商业,北京,10.5,10.12,10.68,2157150.25,1770010.38,158541.97,227839.91,2.13,0.399,7.66,2.19,19970515,414762.41,3.88,-1.2,29.22,22.9,6.48,37642
风语筑,,,19.62,,13.68,20.47,12.87,5.2,,文教休闲,上海,25.96,0.72,2.92,281094.78,250850.13,21676.95,91441.63,3.13,0.243,4.68,5.4,20171020,32982.78,1.13,0,0,32.62,17.52,22286
杰克股份,11.01,16.85,21.86,4.16,7.18,11.47,15.2,5.19,,纺织机械,浙江,24.88,0.81,3.06,366330.13,264682.78,63553.18,81597.06,2.67,0.382,7.35,5.17,20170119,112534.86,3.68,48.97,43.42,26.71,10.91,6637
鲁银投资,4.48,4.32,2.6,0.08,0.36,0.37,-9.53,5.18,,普钢,山东,9.78,5.68,5.68,380995.03,226818.91,38928.84,57633.88,1.01,0.137,2.65,2.03,19961225,26000.85,0.46,-7.73,5777.67,13.87,21.71,46915
潍柴动力,3.29,4.82,7.69,3.58,8.1,12.04,19.32,5.16,,汽车配件,山东,8.06,43.15,79.97,19623510,10824710,2655557.5,13597.73,0.02,0.24,4.65,1.67,20070430,3002731.75,3.75,12.07,62.69,23.09,4.9,191744
太钢不锈,1.39,3.8,5.1,1.41,3.2,8.8,17.18,5.15,,特种钢,山西,5.62,20.8,56.96,7271285,2133412,4864882.5,676419.88,1.19,0.256,4.98,1.16,19981021,1336560.25,2.35,7.48,351.09,16.5,8.07,193706
德赛电池,7.45,12.9,22.09,5.63,9.37,14.42,21.39,5.13,8.98,电气设备,深圳,18.21,2.05,2.05,600138.56,489253.94,65343.85,816.93,0.04,0.371,7.21,3.74,19950320,120365.05,5.86,30.13,10.21,7.58,2.55,37023
江山股份,0.32,0.6,3.81,2.75,4.67,6.09,15.9,5.13,,农药化肥,江苏,17.27,2.97,2.97,291790.78,108921.22,128498.97,11448.82,0.39,0.285,5.56,3.55,20010110,101102.32,3.4,12.14,117.24,18.66,8.38,11415
涪陵电力,10.39,15.92,18.84,5.75,10.89,16.6,19.95,5.12,9.94,水力发电,重庆,16.51,2.24,2.24,443916.66,87084.25,309594.44,42384.53,1.89,0.551,5.54,3.28,20040303,57729.11,2.58,11.1,12.58,18.13,11.32,8746
中国平安,11.2,14.89,16.27,5.6,10.19,14.79,18.82,5.12,,保险,深圳,10.28,108.33,182.8,672576576,0,4259200,12744400,6.97,1.44,27.46,2.11,20070301,29653600,16.22,16.87,11.49,0,8.28,509891
乐凯新材,11.84,16.43,21.71,5.77,9,12.93,18.47,5.12,,化工原料,河北,16.05,1.18,1.23,64386.05,49306.37,9505.46,3560.34,0.29,0.249,4.85,3.29,20150423,38348.21,3.12,0.27,0.15,60.21,43.64,16676
中炬高新,5.53,9.51,12.94,3.95,7.26,11.65,14.43,5.12,,食品,广东,31.8,7.97,7.97,544465.25,331811.41,119311.92,28205.24,0.35,0.213,4.16,6.52,19950124,193187.48,2.43,18.42,47.4,38.88,14.72,26078
张裕A,8.4,10.24,11.96,5.91,7.54,9.39,11.58,5.11,,红黄药酒,山东,13.95,4.53,6.85,1313404.38,512225.91,534349.75,56595.53,0.83,0.699,13.68,2.85,20001026,778852.56,11.36,-4.88,-7.2,65.33,26.58,44606
万孚生物,10.28,14.34,17.2,4,11.8,15.81,20.47,5.08,,生物制药,广东,60.5,2.22,3.43,177566.36,95708.6,26022.35,34817.89,1.01,0.16,3.17,12.29,20150630,54938.33,1.6,101.94,57.04,61.09,15.57,7715
海螺水泥,4.69,8.07,11.13,2.72,8.35,11.76,17.73,5.07,,水泥,安徽,10.16,40,52.99,12440197,4876875,5927833.5,1057632.5,2,0.902,17.76,2.06,20020207,7536791,14.22,37.59,121.9,41.25,25.46,97473
大参林,,,32.65,8.15,15.82,13.88,17.25,5.06,,医药商业,广东,33.52,0.64,4,566404.81,379762.41,72806,96983.38,2.42,0.368,7.26,6.79,20170731,144930.16,3.62,17.11,25.39,40.49,7.23,7193
