name,net_profits_2017_1,net_profits_2017_2,net_profits_2017_3,net_profits_2017_4,net_profits_2018_1,net_profits_2018_2,net_profits_2018_3,net_profits_2018_4,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
多伦科技,19.9047,65.8176,84.0579,101.9306,37.7153,76.5581,107.2619,,软件服务,江苏,30.08,1.88,6.27,205101.52,170276.47,15292.42,19296.32,0.31,0.171,2.34,2.93,20160503.0,53025.5,0.85,7.96,27.6,61.37,25.73,34815.0
苏盐井神,28.6464,76.6223,117.3175,178.1261,30.9617,93.06200000000001,116.8126,,化工原料,江苏,31.43,5.59,7.76,466302.56,155162.5,248585.34,88246.36,1.14,0.21,3.92,1.61,20151231.0,67179.86,0.87,6.42,-2.84,26.82,5.73,45926.0
音飞储存,11.5681,42.713,62.403,83.3342,11.8164,56.7015,71.9253,,仓储物流,江苏,23.93,3.01,3.02,123307.65,102823.11,9625.85,19832.92,0.66,0.23800000000000002,3.07,2.47,20150611.0,38720.03,1.28,16.01,15.26,32.76,14.93,20204.0
森特股份,23.2034,89.4246,141.085,200.4068,31.6622,101.2769,157.5376,,装修装饰,北京,33.71,0.75,4.8,323213.19,282312.56,22818.93,38800.46,0.81,0.32799999999999996,3.72,3.97,20161216.0,75876.42,1.58,54.21,11.66,20.48,8.66,17465.0
格林美,101.6464,272.6326,387.5173,610.3393,171.0859,411.2168,517.7927,,小金属,深圳,28.62,37.84,41.51,2566815.25,1396223.88,659676.25,351793.63,0.85,0.13,2.34,2.03,20100122.0,199441.06,0.48,40.78,33.62,19.22,5.06,240194.0
河钢股份,649.297,1250.8022,2195.0771,1817.0624,372.879,1822.0107,3371.0987,,普钢,河北,7.94,106.17,106.19,20628108.0,6746238.5,10961695.0,2320581.5,2.19,0.317,4.54,0.74,19970416.0,1198563.13,1.13,4.26,53.58,13.89,3.72,400288.0
越秀金控,180.9241,257.64,479.4363,633.3188,111.0681,187.755,293.3864,,多元金融,广东,73.89,5.38,27.53,8998254.0,0.0,22653.78,889521.38,3.23,0.13,5.82,1.8,20000718.0,124907.46,0.45,112.94,-38.81,0.0,6.87,36090.0
众泰汽车,31.2274,222.2657,480.2945,1136.2829,140.9504,304.5018,415.2387,,汽车配件,安徽,18.53,12.46,20.28,3133026.25,1590052.13,367666.78,1327583.88,6.55,0.205,8.47,0.6,20000616.0,185757.13,0.92,15.26,-13.54,17.89,3.11,66443.0
建研集团,30.8179,78.4367,132.2691,191.0913,47.2529,116.9504,202.6467,,其他建材,福建,13.41,5.25,6.93,346297.84,228786.8,38477.31,25632.02,0.37,0.3,3.5,1.49,20100506.0,145071.5,2.09,41.44,53.21,26.42,10.73,23872.0
华测导航,9.2514,34.1802,64.0714,129.1065,11.7271,44.3684,65.565,,通信设备,上海,53.64,1.03,2.47,121141.96,108367.65,2896.42,39122.48,1.59,0.28,3.36,5.67,20170321.0,27696.59,1.12,46.44,2.33,53.93,10.46,17242.0
北新建材,149.6692,682.3243,1564.635,2343.9854,490.4816,1298.6434,2043.0472,,其他建材,北京,10.97,14.14,16.9,1747961.25,572808.06,755953.56,314112.72,1.86,1.16,8.2,2.16,19970606.0,847540.19,5.02,17.33,30.58,36.09,21.48,58520.0
惠达卫浴,39.9312,108.6393,177.7568,226.6278,44.6643,118.3909,200.1961,,家居用品,河北,13.62,2.64,3.69,434171.81,234603.97,101590.21,91977.96,2.49,0.542,8.42,1.17,20170405.0,169236.77,4.58,4.55,12.62,28.07,9.27,25488.0
凯恩股份,17.2113,,24.1272,30.6146,5.4638,10.2644,18.5181,,造纸,浙江,89.2,4.67,4.68,180868.41,101643.11,51718.01,27219.95,0.58,0.04,2.63,1.79,20040705.0,41749.81,0.89,15.32,-23.25,22.43,2.23,29742.0
天奇股份,27.4966,52.0623,79.5504,84.7664,71.3475,115.721,137.1437,,工程机械,江苏,20.18,2.96,3.71,598437.69,408198.44,78913.5,91753.8,2.48,0.37,5.66,1.76,20040629.0,73799.15,1.99,44.21,72.4,21.05,5.47,35468.0
达实智能,40.2856,103.5598,207.4267,311.8258,35.7726,96.6655,155.8379,,软件服务,深圳,38.08,16.96,19.02,650134.5,438869.09,13919.04,15507.12,0.08,0.08199999999999999,1.65,2.51,20100603.0,99837.02,0.52,-0.6,-24.87,30.92,8.72,87136.0
路通视信,8.6282,21.0218,28.9742,44.935,5.3559,10.7216,13.5245,,通信设备,江苏,127.99,0.93,2.0,81573.31,67216.52,9417.15,16954.46,0.85,0.068,3.18,3.63,20161018.0,23563.1,1.18,-7.43,-53.32,24.07,5.53,17400.0
太钢不锈,321.7522,739.9771,2157.7177,4621.8851,1460.7371,2835.7888,4060.7948,,特种钢,山西,5.41,56.96,56.96,7082102.5,2097276.25,4707704.5,677236.88,1.19,0.713,5.19,0.99,19981021.0,1458147.25,2.56,9.67,88.2,16.52,7.37,196659.0
武汉控股,64.2138,165.4457,262.8537,327.9486,,168.8262,227.5933,,水务,湖北,15.2,7.1,7.1,1198183.13,350330.63,559466.38,151263.94,2.13,0.321,6.97,0.93,19980427.0,247239.63,3.48,17.55,-13.41,33.04,21.67,39913.0
吉艾科技,20.1426,30.4951,103.8452,212.2647,58.0379,168.6667,305.2023,,多元金融,北京,15.95,7.47,8.71,692571.5,162434.44,11606.82,60760.07,0.7,0.35,2.28,3.27,20120410.0,45891.37,0.53,34.97,67.05,57.28,52.7,11906.0
银邦股份,22.0516,27.5229,5.986000000000001,7.8373,10.6522,14.3089,21.4384,,铝,江苏,120.19,7.01,8.22,310523.34,143265.22,128907.3,57130.86,0.7,0.026000000000000002,1.89,2.21,20120718.0,12121.55,0.15,4.45,258.14,10.17,1.47,19800.0
海航控股,835.14,1147.333,2757.764,3322.947,1337.66,548.484,728.977,,空运,海南,38.39,164.36,168.06,18791946.0,3906460.5,7279462.5,1788220.38,1.06,0.043,3.11,0.71,19991125.0,1607078.75,0.96,15.88,-73.57,12.57,1.39,449377.0
同为股份,9.2949,19.7334,24.3813,20.451,-8.7322,-7.3833,0.4033,,元器件,深圳,3223.65,0.84,2.2,77903.22,51992.3,22215.32,17764.15,0.81,0.002,2.98,2.64,20161228.0,22106.01,1.0,9.35,-98.35,24.24,0.1,16778.0
广安爱众,46.5771,150.3151,205.5084,277.9809,45.6382,121.9819,202.7828,,水力发电,四川,16.93,7.18,9.48,799001.13,167695.25,498792.5,182561.95,1.93,0.214,3.86,1.25,20040906.0,78515.88,0.83,1.78,-1.33,32.35,13.48,45962.0
斯莱克,13.6235,45.3299,57.742,136.475,16.9906,55.5625,83.8371,,专用机械,江苏,33.26,5.64,5.64,174664.69,130555.3,26019.06,8751.67,0.16,0.149,1.76,3.74,20140129.0,25934.57,0.46,59.72,45.19,47.53,20.6,7566.0
祥源文化,26.0941,38.7554,77.3243,91.4158,24.0961,40.5068,71.8119,,影视音像,浙江,30.21,5.26,6.19,224470.8,122377.47,1116.57,114786.38,1.85,0.11599999999999999,3.15,1.48,20030220.0,21484.67,0.35,-15.48,-7.13,38.36,14.69,57824.0
恩捷股份,22.4835,65.4405,102.1403,155.9235,24.2004,42.0998,322.6628,,广告包装,云南,60.48,1.27,4.74,603521.63,251833.88,214734.52,216484.16,4.57,0.78,8.31,6.61,20160914.0,91600.93,1.93,2.76,9.74,42.09,19.89,8036.0
捷荣技术,16.2879,26.7604,34.4628,51.7843,8.1356,25.4923,,,塑料,广东,56.31,0.83,2.51,242714.8,159180.81,38339.85,50064.23,1.99,0.13,5.07,1.84,20170321.0,43984.85,1.75,50.75,-9.02,15.5,1.93,26425.0
金诚信,52.5759,111.3821,166.6582,205.1998,75.0675,162.9407,224.3288,,建筑施工,北京,16.68,5.83,5.83,618179.63,456472.0,117460.9,160512.06,2.75,0.385,6.89,1.24,20150630.0,163899.77,2.81,25.74,34.6,25.49,10.11,31407.0
海联金汇,93.5994,177.8852,283.8348,413.9458,94.5296,194.787,288.3897,,汽车整车,山东,35.72,11.95,12.47,1044805.13,631733.38,86002.75,470710.5,3.77,0.231,5.62,1.96,20110110.0,117147.27,0.94,41.94,1.6,21.51,7.86,12676.0
国祯环保,21.533,60.6269,100.2439,194.1749,45.3764,139.0806,228.2305,,环境保护,安徽,18.96,5.38,5.49,931040.19,283914.41,22367.38,56445.01,1.03,0.42,3.73,2.82,20140801.0,88298.95,1.61,73.81,127.68,24.28,9.17,25329.0
广博股份,24.3381,64.0785,85.4657,111.8129,13.2144,43.0167,53.4556,,文教休闲,浙江,37.2,3.74,5.46,262453.28,128180.57,27438.49,71262.96,1.31,0.098,3.18,1.53,20070110.0,47176.28,0.86,-4.22,-37.45,16.96,3.36,26502.0
安记食品,9.9354,16.9946,26.2976,41.2373,10.9346,21.2332,30.5428,,食品,福建,48.06,1.68,1.68,77163.0,53023.61,6878.2,27475.45,1.64,0.182,4.4,2.65,20151209.0,25923.24,1.54,27.14,16.14,30.7,13.2,7449.0
长源电力,49.2631,-90.155,57.7327,-121.5597,52.4726,24.1439,169.6374,,火力发电,湖北,21.46,11.08,11.08,951517.13,149022.11,653606.5,95151.18,0.86,0.153,3.08,1.42,20000316.0,122653.47,1.11,16.0,193.83,10.78,3.59,50684.0
南华仪器,5.452000000000001,18.1812,26.4241,37.2374,5.9018,14.7257,18.5243,,电器仪表,广东,54.45,0.41,0.82,44486.44,26923.08,14092.09,11993.74,1.47,0.22699999999999998,4.82,3.42,20150123.0,17486.77,2.14,-19.99,-29.9,47.98,17.58,8604.0
广州港,162.9367,354.4641,562.7473,697.0547,259.7735,486.2657,717.7179,,港口,广东,30.48,14.43,61.93,2265157.5,376068.97,1209932.88,186106.23,0.3,0.11599999999999999,2.03,2.32,20170329.0,407697.44,0.66,13.48,27.54,25.98,10.64,125320.0
同益股份,5.4975,6.9984,10.8494,18.4356,7.8128,15.8342,25.9778,,批发业,深圳,55.05,0.24,0.84,64149.48,59657.05,1176.8,18380.53,2.18,0.3,4.99,4.53,20160826.0,14871.85,1.76,31.29,139.44,10.32,2.72,12347.0
广誉远,24.25,78.6758,103.5937,236.8048,51.6419,144.249,225.9789,,中成药,青海,33.81,3.02,3.53,270808.5,191464.61,47302.4,175402.27,4.97,0.64,6.02,4.79,19961105.0,-1076.87,-0.03,38.48,118.14,82.2,22.12,18382.0
广日股份,97.0094,249.7837,366.9195,398.4494,20.4512,141.6829,260.1386,,运输设备,广东,17.38,8.6,8.6,958690.13,476979.5,118574.95,244120.77,2.84,0.303,8.05,0.87,19960328.0,330563.81,3.84,15.6,-29.1,13.75,6.43,32104.0
三星医疗,97.2249,231.5905,418.9172,890.5889999999999,99.7594,209.8867,415.2521,,电器仪表,浙江,16.4,13.87,13.87,1525409.75,727698.75,127799.72,326322.94,2.35,0.299,5.46,1.2,20110615.0,246498.16,1.78,21.35,-0.87,30.5,9.86,25804.0
燕塘乳业,12.036,60.2096,106.0114,120.7678,9.5056,42.3468,64.7036,,乳制品,广东,31.01,1.56,1.57,137605.92,35901.14,76887.96,31940.59,2.03,0.41100000000000003,5.84,2.91,20141205.0,38551.87,2.45,5.53,-38.97,32.67,6.71,18816.0
南京化纤,20.9881,41.4501,69.4905,-302.9509,-19.2571,-56.401,-84.5818,,化纤,江苏,0.0,3.07,3.66,206234.52,98196.35,77862.31,53846.73,1.47,-0.231,3.89,1.36,19960308.0,29389.14,0.8,-42.42,-221.72,7.83,-11.59,27387.0
福成股份,24.7704,65.5255,119.3529,156.558,36.2797,85.43,144.4959,,农业综合,河北,45.47,8.19,8.19,250949.13,150161.3,55304.94,29767.09,0.36,0.17600000000000002,2.4,4.46,20040713.0,76300.82,0.93,9.8,21.07,35.03,13.1,18663.0
朗姿股份,35.1281,54.2792,102.2544,187.5713,60.3321,111.6624,184.6549,,服饰,北京,16.1,2.03,4.0,812316.63,428770.75,38408.01,148713.27,3.72,0.462,7.02,1.41,20110830.0,81719.22,2.04,21.37,80.58,56.64,9.25,25540.0
光环新网,85.8243,209.5985,325.1351,435.8621,138.0078,291.8988,475.1558,,电信运营,北京,41.9,13.67,15.4,1136339.88,354499.22,397050.38,390459.75,2.54,0.33,4.51,3.82,20140129.0,127815.92,0.83,54.78,46.14,20.35,10.6,47103.0
金石资源,6.6371,,49.0516,77.1146,20.4382,42.4767,70.9593,,矿物制品,浙江,41.12,1.12,2.4,145857.73,34774.73,59261.13,17569.73,0.73,0.29600000000000004,3.23,5.03,20170503.0,33528.55,1.4,53.91,44.66,50.25,19.28,21393.0
青岛金王,24.9494,306.5893,381.6217,402.9391,47.8161,127.9028,162.4128,,日用化工,山东,17.65,6.03,6.93,609573.0,373819.31,20909.05,111649.3,1.61,0.31,4.24,1.3,20061215.0,102650.65,1.48,24.01,-57.44,21.67,4.04,27701.0
歌华有线,177.3905,378.8008,637.2315,761.3052,171.5325,365.8231,546.8873,,影视音像,北京,20.56,13.92,13.92,1563073.38,954207.81,372565.0,654844.56,4.71,0.39299999999999996,9.28,1.16,20010208.0,408098.47,2.93,-0.69,-14.18,29.55,30.36,64151.0
杭钢股份,206.7338,355.6064,1189.0564,1795.7445,503.045,1155.3463,1605.3936,,普钢,浙江,7.9,12.05,33.77,2728286.0,1271197.88,930839.63,1026831.13,3.04,0.475,5.38,0.93,19980311.0,398713.53,1.18,-3.46,35.01,13.52,8.13,42690.0
大亚圣象,40.6907,139.8157,363.2179,659.1883,57.5036,179.7211,442.0326,,家居用品,江苏,12.41,5.4,5.54,647562.5,447654.59,95653.61,29846.86,0.54,0.7979999999999999,7.28,1.81,19990630.0,301639.75,5.44,5.83,21.7,35.9,8.65,13490.0
北京城乡,33.0156,46.1197,56.8872,84.7324,17.7388,26.38,30.4657,,百货,北京,57.48,3.17,3.17,376631.22,148069.55,153146.61,78890.15,2.49,0.096,7.38,1.0,19940520.0,59866.07,1.89,-14.83,-46.45,29.59,2.2,24476.0
启迪设计,9.6496,32.318000000000005,42.5823,70.4163,12.3853,47.1732,61.0218,,建筑施工,江苏,38.04,0.6,1.34,206750.81,120831.85,22355.78,77560.6,5.78,0.47,9.1,2.53,20160204.0,29850.41,2.22,89.4,43.3,33.61,9.99,15468.0
晶方科技,23.2838,52.5199,64.6767,95.6917,10.4575,24.2182,30.4035,71.1248,半导体,江苏,62.5,1.75,2.34,227219.84,109721.17,86738.18,93748.61,4.0,0.304,8.04,2.36,20140210.0,67283.03,2.87,-9.95,-25.67,27.94,12.56,24300.0
国睿科技,23.5484,,129.2251,169.3599,17.526,23.7104,30.1708,,通信设备,江苏,243.82,6.02,6.22,267024.0,247939.2,12000.55,35164.96,0.57,0.048,2.84,5.55,20030128.0,69212.55,1.11,-4.2,-76.65,20.71,4.41,30285.0
数码科技,48.723,,84.098,36.4958,52.3894,62.3243,84.1294,,通信设备,北京,53.17,12.09,14.34,455163.16,297182.66,45765.2,80357.72,0.56,0.059000000000000004,2.55,1.63,20100430.0,136907.81,0.96,2.77,0.04,40.27,8.44,89495.0
利源精制,104.8303,313.0724,452.4247,523.1507,105.3708,-89.0194,-395.7686,,铝,吉林,0.0,10.01,12.15,1534580.25,107341.46,1191508.75,430333.19,3.54,-0.7829999999999999,5.8,0.55,20101117.0,121278.9,1.0,-84.05,-310.12,-63.52,-251.27,70013.0
华安证券,165.2225,406.4713,602.7954,649.7268,158.6789,244.9694,357.5774,,证券,安徽,50.35,27.02,36.21,4569710.0,0.0,52288.64,511049.41,1.41,0.099,3.42,1.94,20161206.0,211686.75,0.58,-20.38,-40.68,0.0,29.33,153631.0
海鸥住工,16.468,39.6916,64.4802,91.9589,21.9431,40.2324,34.7616,,家居用品,广东,51.9,4.98,5.06,272482.16,171044.88,53838.82,60944.73,1.2,0.069,3.15,1.51,20061124.0,41447.92,0.82,4.07,-46.09,18.96,2.21,31213.0
泰和新材,27.9005,61.6092,69.2867,100.0678,35.7113,100.2156,141.2377,,化纤,山东,37.53,6.11,6.11,384197.0,208033.73,154511.48,22761.15,0.37,0.231,3.51,3.3,20080625.0,98695.68,1.62,24.85,103.84,18.76,8.99,29000.0
中航重机,49.0599,108.4761,162.8334,164.5207,27.266,68.5062,209.0315,333.145,机械基件,贵州,23.35,7.78,7.78,1206995.38,821258.13,260345.0,168131.2,2.16,0.428,5.46,1.83,19961106.0,164403.44,2.11,-3.86,102.49,25.99,6.12,60600.0
中电电机,8.9483,17.7673,24.1067,33.0823,6.2649,,38.8367,,电气设备,江苏,47.06,2.35,2.35,89817.02,73259.06,4758.22,17284.25,0.73,0.165,2.82,3.68,20141104.0,22441.3,0.95,54.48,61.1,33.75,12.05,20713.0
华鼎股份,38.2435,23.1889,58.0426,93.6888,27.978,128.9334,236.8017,,化纤,浙江,28.07,8.33,11.62,932588.38,485754.5,134160.02,383862.5,3.3,0.23,5.1,1.5,20110509.0,65893.11,0.57,120.76,307.98,24.31,5.36,12844.0
兰州民百,17.194000000000003,81.1411,109.5479,143.4461,56.9119,71.3637,1252.1152,1584.2279999999998,百货,甘肃,4.5,4.21,7.83,572411.63,400729.09,36007.45,38846.9,0.5,2.023,3.86,2.36,19960802.0,163815.56,2.09,1.18,1004.41,34.92,114.59,26561.0
三全食品,26.5472,72.8441,79.9061,72.0192,28.2493,82.1885,89.5054,,食品,河南,51.63,5.73,8.1,392130.0,175479.67,145886.06,30724.58,0.38,0.111,2.58,2.95,20080220.0,94274.18,1.16,7.9,12.01,34.2,2.14,33765.0
洪涛股份,50.3238,103.6241,135.582,137.1877,56.3861,109.9648,141.5271,,装修装饰,深圳,23.77,9.21,12.49,1293923.88,915328.81,102543.6,93067.55,0.74,0.113,2.95,1.22,20091222.0,148734.48,1.19,19.66,4.38,20.61,4.65,57011.0
凯龙股份,18.6358,71.4858,96.1083,115.0132,10.2332,71.9918,100.6888,,化工原料,湖北,19.67,2.58,3.34,333226.09,132792.05,90749.15,27907.78,0.84,0.302,4.36,1.81,20151209.0,65620.7,1.97,32.23,4.77,32.52,7.68,19179.0
海鸥股份,5.78,13.567,18.1118,37.875,8.9224,11.1614,18.1552,,机械基件,江苏,58.91,0.37,0.91,135516.38,112719.22,13172.15,22613.01,2.47,0.198,6.93,2.25,20170517.0,27214.16,2.98,-3.64,0.24,32.6,5.29,11405.0
恒丰纸业,27.44,46.1234,75.0766,97.7306,18.1955,31.0468,54.803000000000004,,造纸,黑龙江,28.99,2.99,2.99,272673.22,142374.02,89080.02,92567.02,3.1,0.183,7.02,1.01,20010419.0,70368.38,2.36,8.75,-27.0,22.39,4.77,17580.0
道明光学,19.6734,58.1104,82.9797,123.7529,45.2843,107.4993,167.0062,,化工原料,浙江,23.83,5.72,6.26,223676.42,101058.2,62810.11,80832.97,1.29,0.267,3.13,2.71,20111122.0,49695.1,0.79,61.92,101.26,38.35,19.33,28659.0
重庆路桥,48.0415,175.7687,230.7726,280.2636,52.3641,168.15400000000002,215.3747,,路桥,重庆,13.73,10.98,10.98,656822.0,128893.02,18066.21,5429.05,0.05,0.196,3.24,1.11,19970618.0,160045.56,1.46,0.98,-6.67,86.6,119.19,67084.0
国光电器,18.4101,34.4311,94.8564,130.779,11.3444,13.7487,-61.9084,,元器件,广东,0.0,4.16,4.68,520577.25,290482.5,71130.68,82880.67,1.77,-0.15,3.55,1.57,20050523.0,37828.07,0.81,15.61,-165.27,13.94,-2.11,36482.0
金运激光,3.9011,6.6234,14.1283,-42.3451,4.2718,8.1588,9.7599,,元器件,湖北,113.96,1.25,1.26,37992.51,23406.32,7859.36,8522.28,0.68,0.077,2.01,5.86,20110525.0,3174.92,0.25,4.32,-30.92,31.35,6.48,13773.0
中原传媒,90.6662,323.3327,466.5575,693.2221,77.4672,343.9517,494.6352,,出版业,河南,13.51,6.67,10.23,1171555.75,749351.69,143170.09,273845.34,2.68,0.483,7.56,1.15,19970331.0,351260.69,3.43,8.07,6.02,28.93,8.21,18058.0
广东明珠,64.9737,167.1747,244.5391,332.1123,84.5007,182.0027,291.2454,,商贸代理,广东,10.75,3.42,4.67,683231.19,360627.97,5148.62,194872.05,4.17,0.624,11.5,0.78,20010118.0,273584.5,5.86,24.18,19.1,88.5,59.1,24867.0
联建光电,73.2352,185.1599,345.6312,104.2858,15.1437,157.9956,191.7838,,半导体,深圳,13.46,3.52,6.01,771242.38,251301.41,69850.93,397874.22,6.62,0.31,8.31,0.69,20111012.0,64170.8,1.07,3.59,-44.51,28.58,6.57,25974.0
维业股份,9.6509,38.4243,57.6663,78.7793,35.5022,56.9913,74.962,,装修装饰,深圳,21.4,0.65,2.08,231876.02,202184.22,11940.48,28620.43,1.37,0.37,4.16,2.47,20170316.0,34100.98,1.64,27.17,29.99,12.85,4.32,13548.0
今天国际,9.9974,21.7089,62.7563,93.2048,24.9067,33.876999999999995,21.5331,,软件服务,深圳,137.42,1.2,2.77,148425.88,119329.9,8536.4,23197.61,0.84,0.078,2.8,5.08,20160818.0,26476.6,0.95,-15.68,-65.69,32.52,6.24,13979.0
黑芝麻,23.4676,27.5817,90.7392,111.0711,12.5996,16.5559,49.2733,,食品,广西,38.51,6.2,7.46,517969.0,231844.55,102160.18,154545.41,2.07,0.07,3.72,0.91,19970418.0,34373.56,0.46,52.61,-45.7,25.78,2.16,41303.0
新华医疗,44.0797,84.06,12.4516,65.5287,28.6173,56.9744,153.6935,,医疗保健,山东,27.51,4.03,4.06,1289490.5,718291.88,225305.63,160029.81,3.94,0.37799999999999995,8.44,1.64,20020927.0,131540.27,3.24,2.27,1134.33,20.14,2.12,28766.0
力生制药,40.7092,78.3835,100.0005,116.8172,40.929,68.798,104.9568,,化学制药,天津,32.29,1.82,1.82,386828.06,226639.97,106194.01,169156.41,9.27,0.575,17.17,1.44,20100423.0,88305.47,4.84,44.06,4.96,70.86,9.54,20598.0
爱司凯,6.276,19.136,29.0124,36.6803,2.4818,10.0266,18.2525,,专用机械,广东,66.8,0.95,1.44,55817.16,39497.3,3277.66,14005.65,0.97,0.127,3.51,3.22,20160705.0,20247.78,1.41,-7.29,-37.09,49.57,14.52,11891.0
亚泰国际,16.6551,37.6708,60.4245,107.7578,19.3784,45.2121,78.7501,,装修装饰,深圳,27.86,0.45,1.8,256333.8,205826.09,15134.67,61710.43,3.43,0.43799999999999994,7.57,2.15,20160908.0,49400.68,2.74,17.86,30.33,17.95,5.04,17769.0
宏达新材,10.5142,15.1351,19.8139,20.4269,6.667000000000001,14.0779,14.635,11.1324,橡胶,上海,211.34,4.32,4.32,118249.85,93189.21,14920.07,102735.13,2.38,0.026000000000000002,1.84,2.96,20080201.0,-69430.18,-1.61,14.3,-45.5,9.29,1.03,45000.0
华钰矿业,20.8389,124.2226,206.4223,304.466,39.567,117.2878,188.2021,,铅锌,西藏,22.13,2.84,5.26,384351.06,56521.26,75446.36,37821.25,0.72,0.358,3.72,2.84,20160316.0,92685.93,1.76,55.87,-8.83,41.9,21.72,31055.0
熊猫金控,9.6213,9.3653,6.1765,20.0568,13.0628,3.0288,-26.3386,,多元金融,湖南,0.0,1.66,1.66,100592.31,61871.25,314.15,50607.8,3.05,-0.159,4.16,3.42,20010828.0,636.46,0.04,-15.32,-526.43,70.1,-12.01,22748.0
航天工程,31.791999999999998,129.4769,171.6296,192.4941,44.9195,140.0149,177.2314,,专用机械,北京,28.58,4.12,4.12,367868.22,260375.84,61894.82,105935.61,2.57,0.43,6.34,2.59,20150128.0,99014.81,2.4,13.64,3.26,38.87,21.49,25631.0
中坚科技,8.2856,17.5588,29.7645,23.6958,4.5303,5.91,10.8468,,农用机械,浙江,168.49,1.18,1.32,81463.38,49280.67,18454.43,19537.85,1.48,0.08199999999999999,4.83,3.82,20151209.0,27478.31,2.08,-11.21,-63.56,19.14,3.55,10196.0
中煤能源,1170.9669999999999,1696.1370000000002,2432.452,2414.426,1410.828,2756.1609999999996,4124.682,,煤炭开采,北京,12.51,91.52,132.59,26172248.0,5635044.5,9118224.0,3878190.0,2.93,0.311,6.96,0.75,20080201.0,3272889.0,2.47,28.61,76.87,29.55,5.35,167558.0
星光农机,14.4705,39.2155,50.2356,25.2948,-14.208,-12.61,4.9102,,农用机械,浙江,519.86,2.6,2.6,163761.77,91006.07,34294.57,51883.65,2.0,0.019,4.2,3.11,20150427.0,24064.36,0.93,-4.54,-90.23,21.68,0.93,20890.0
大烨智能,3.34,20.6858,33.2711,54.915,5.751,13.6187,22.5972,,电气设备,江苏,107.56,0.86,1.94,75830.96,61706.26,6462.85,20441.6,1.05,0.11599999999999999,2.96,5.64,20170703.0,15828.49,0.81,4.71,-32.08,25.53,10.23,17625.0
联合光电,5.2796,50.9521,69.4913,81.986,7.0082,31.3915,55.3953,,元器件,广东,49.06,0.6,1.41,134553.27,100437.43,20645.32,52531.25,3.73,0.4,5.86,4.39,20170811.0,22091.46,1.57,22.98,-20.28,22.74,6.92,9068.0
深圳机场,144.0523,317.3936,502.8631,661.3617,157.6293,369.5125,576.0893,,机场,深圳,25.1,20.51,20.51,1363517.63,447953.91,705676.56,279627.63,1.36,0.281,5.63,1.67,19980420.0,589726.38,2.88,9.59,14.56,30.52,21.63,55955.0
天舟文化,58.8326,110.1398,139.2411,134.0167,58.7707,136.6232,182.2229,,出版业,湖南,16.21,8.01,8.45,502409.25,98401.06,5158.5,289850.78,3.43,0.21600000000000003,5.13,0.91,20101215.0,80263.93,0.95,32.69,30.87,43.0,26.57,35425.0
瑞泰科技,5.3436,5.4641,7.495,15.1746,5.9467,6.3198,8.152999999999999,,其他建材,北京,184.87,2.31,2.31,402105.75,283039.56,62375.21,16297.15,0.71,0.035,1.85,4.7,20060823.0,477.18,0.02,94.06,8.78,18.37,0.29,31726.0
高科石化,8.0548,15.6448,21.7511,30.6704,6.21,14.4275,20.1446,,石油加工,江苏,65.92,0.64,0.89,79506.96,51420.7,7143.57,21435.85,2.41,0.226,7.1,2.8,20160106.0,29621.0,3.32,15.09,-7.39,13.39,4.07,13884.0
盐田港,79.6061,153.5276,283.6499,404.3552,56.6321,171.3841,298.202,,港口,深圳,31.02,19.42,19.42,987488.13,138449.38,67406.31,79582.46,0.41,0.154,3.35,1.89,19970728.0,297462.28,1.53,16.73,5.13,51.04,101.9,67774.0
七匹狼,70.6931,122.0052,194.8251,316.5792,83.7324,134.804,214.6515,,服饰,福建,18.32,7.56,7.56,841067.31,563936.19,34737.8,188004.77,2.49,0.284,7.41,0.94,20040806.0,229696.8,3.04,14.5,10.18,39.09,9.12,36067.0
金一文化,29.6746,33.2985,82.2863,182.3901,121.8803,96.5816,10.530999999999999,,服饰,北京,394.73,6.0,8.35,1875443.25,1467002.5,54059.05,304949.19,3.65,0.013000000000000001,5.59,1.19,20140127.0,76555.78,0.92,14.91,-87.2,7.23,0.1,47865.0
安德利,7.8308,18.7535,23.8978,38.6704,5.5924,11.3721,8.9989,,百货,安徽,114.54,0.56,1.12,152238.56,58516.11,55864.96,21286.02,1.9,0.08,5.42,2.27,20160822.0,27367.78,2.44,9.63,-62.35,19.12,0.66,11303.0
贵广网络,52.0543,320.0633,345.2107,441.8251,55.1543,240.3235,252.3878,,影视音像,贵州,25.25,2.98,10.43,1170882.63,409829.81,394731.38,160466.45,1.54,0.242,4.2,1.94,20161226.0,149027.91,1.43,15.02,-26.89,35.58,12.52,52470.0
北京利尔,40.2035,84.4492,114.6772,162.2205,58.6792,179.2366,238.726,,其他建材,北京,14.06,7.37,11.9,475667.06,341662.72,45201.7,98625.38,0.83,0.201,2.81,1.34,20100423.0,109202.86,0.92,54.13,102.16,36.33,10.14,84363.0
通宇通讯,24.9197,93.9051,122.9502,110.5439,-9.9817,40.1346,60.4088,,通信设备,广东,98.4,0.71,2.25,287440.56,227637.95,22951.02,74440.0,3.31,0.26,8.69,4.05,20160328.0,89418.31,3.97,-17.5,-50.87,29.0,6.12,24931.0
