name,net_profits_2016_2,net_profits_2016_3,net_profits_2016_4,net_profits_2017_1,net_profits_2017_2,net_profits_2017_3,net_profits_2017_4,net_profits_2018_1,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
江苏雷利,125.0298,190.4349,230.8712,60.6751,127.6922,185.2443,218.1004,48.4077,电气设备,江苏,23.83,0.45,1.83,288951.13,262550.75,17094.36,152929.61,8.34,0.264,11.12,2.26,20170602.0,39810.23,2.17,15.44,-20.22,22.37,8.7,18251.0
太极集团,964.4298,930.1089,853.3185,2.3135,34.7479,78.265,98.1335,11.6347,中成药,重庆,158.91,4.27,5.57,1205651.5,701546.81,225967.02,204798.95,3.68,0.021,5.69,2.33,19971118.0,47164.73,0.85,20.43,402.89,40.25,0.52,33672.0
藏格控股,71.857,467.7988,911.8098,28.9794,314.6176,675.2330000000001,1214.3771,84.0678,农药化肥,青海,86.27,4.47,19.94,784161.06,377803.94,320510.28,107658.35,0.54,0.042,3.32,4.38,19960628.0,312036.81,1.57,20.18,190.09,68.69,32.07,25222.0
吉比特,293.1212,461.54400000000004,585.4645,163.9785,299.3521,443.4593,609.7127,153.6962,互联网,福建,14.95,0.41,0.72,330243.59,248845.92,3095.28,104983.42,14.6,2.16,34.41,3.72,20170104.0,139646.27,19.43,0.93,-6.27,90.67,40.45,20091.0
宜华健康,933.6378,966.8048,744.3861,47.3052,102.8489,152.1678,174.3275,100.6439,医疗保健,广东,29.06,5.26,6.27,760974.88,278065.81,75024.36,74972.18,1.2,0.161,3.79,4.92,20000807.0,108372.65,1.73,41.07,112.75,42.28,17.65,13511.0
分众传媒,1901.1715,3147.0478,4451.2117,1106.7614,2532.9549,3916.5376,6004.7068,1207.4602,影视音像,广东,33.16,69.65,146.78,1570876.0,1105172.88,39982.12,18620.78,0.01,0.08199999999999999,0.79,13.84,20040804.0,1089309.88,0.74,22.28,9.1,68.94,40.8,69964.0
视源股份,324.0301,594.6423,741.9562,112.206,309.8173,596.3033,691.0816,127.8489,元器件,广东,76.86,0.67,6.51,508650.56,413402.56,50077.3,88825.22,1.36,0.196,4.11,14.71,20170119.0,143010.75,2.2,64.32,13.94,18.25,4.81,9275.0
亿联网络,186.0721,,432.3233,141.1994,305.0943,477.5597,590.7897,196.3387,通信设备,福建,26.63,0.75,2.99,316556.5,300949.75,11805.49,152470.25,5.1,0.657,10.21,6.86,20170317.0,130168.67,4.36,31.76,39.05,60.98,47.61,19652.0
凯瑞德,37.0859,32.6886,14.3564,-2.8089,2.7310000000000003,4.791,-35.1096,-5.2017,互联网,山东,0.0,1.76,1.76,67810.21,46591.28,289.06,19168.22,1.09,-0.03,0.32,23.7,20061018.0,-35039.1,-1.99,90.53,-85.18,10.51,-12.29,7603.0
西藏珠峰,263.6152,449.1385,650.257,305.8753,569.8767,824.2773,1113.6447,223.7491,铅锌,西藏,16.76,1.58,6.53,400380.0,258801.34,94929.86,2236.43,0.03,0.34299999999999997,2.86,8.03,20001227.0,184702.25,2.83,-3.68,-26.85,71.12,40.32,24565.0
荣泰健康,100.4457,139.9197,206.6456,54.9039,111.2554,155.0083,216.1754,58.254,医疗保健,上海,44.16,0.51,1.4,225986.34,170666.56,37556.62,72588.05,5.18,0.41600000000000004,10.09,7.29,20170111.0,49747.92,3.55,64.92,6.1,35.18,9.66,5679.0
移为通信,38.7507,57.6884,95.2694,,44.211000000000006,60.5936,96.9385,5.7247,通信设备,上海,160.78,0.97,1.6,85279.18,78486.97,434.58,43590.39,2.72,0.036000000000000004,4.84,4.75,20170111.0,14699.11,0.92,24.31,-66.88,47.66,7.68,19426.0
恒林股份,127.8347,192.5945,263.7622,53.8382,103.6638,163.5791,165.7303,20.046,家居用品,浙江,50.6,0.25,1.0,261585.3,205957.86,30791.69,135395.72,13.54,0.2,21.99,1.84,20171121.0,69523.96,6.95,0.0,0.0,18.7,4.51,21494.0
富瀚微,54.8934,94.0388,111.8407,27.3076,57.7951,80.8202,106.0611,15.2323,半导体,上海,105.52,0.13,0.45,107990.75,88670.28,17647.96,67321.46,14.86,0.336,21.21,6.69,20170220.0,29768.59,6.57,2.38,-44.22,43.14,17.65,12395.0
温氏股份,7226.6104,10837.0968,11789.8793,1473.2198,1810.2105,4038.8678,6751.119000000001,1408.3865,农业综合,广东,22.01,35.73,53.14,5027672.5,1928581.75,1490500.75,484385.31,0.91,0.27,6.61,3.53,20151102.0,2133671.0,4.02,2.74,-4.4,18.41,10.71,65037.0
电魂网络,141.968,197.7349,256.0918,58.4513,86.0931,142.6109,164.5133,23.3278,互联网,浙江,50.76,0.67,2.43,188655.06,133256.41,27596.9,83082.92,3.42,0.1,6.81,2.86,20161026.0,43015.37,1.77,-15.83,-60.09,83.58,23.21,26995.0
兆丰股份,86.8973,120.5873,198.6678,30.599,78.3419,122.1483,204.9767,28.6492,汽车配件,浙江,37.89,0.17,0.67,197762.66,175451.56,19615.82,99665.31,14.95,0.43,24.85,2.62,20170908.0,50650.94,7.6,7.44,-6.37,46.63,24.05,18167.0
恺英网络,245.2146,431.8435,681.7426,206.8438,413.8479,1057.2957,1610.2174,246.5771,互联网,福建,14.12,8.74,21.53,626918.94,321190.84,2006.92,145735.75,0.68,0.115,2.35,2.76,20101207.0,278186.63,1.29,-4.57,19.21,78.34,39.23,50844.0
科顺股份,180.6747,239.4416,264.4463,19.3613,108.1537,167.2334,217.68,22.875999999999998,其他建材,广东,81.89,1.53,6.11,394629.22,319747.66,34009.51,183730.84,3.01,0.037000000000000005,4.69,2.61,20180125.0,34524.2,0.57,0.0,0.0,35.84,5.77,99643.0
倍加洁,50.242,,67.8181,17.8403,43.3409,,86.5642,18.4114,家居用品,江苏,41.54,0.2,0.8,103401.53,71590.13,12175.99,53004.3,6.63,0.28,9.94,3.85,20180302.0,17143.6,2.14,0.0,0.0,25.56,11.6,12152.0
养元饮品,1300.4043,,2740.6942,515.9595,1000.2905,1568.1853,2309.8787,930.0395,软饮料,河北,12.59,0.6,7.53,1352756.38,1145499.88,64784.44,322262.19,4.28,1.235,15.33,4.06,20180212.0,748108.69,9.93,0.0,0.0,48.86,32.61,24013.0
银都股份,123.0912,,241.976,39.4415,115.5293,182.4404,197.5865,31.5179,专用机械,浙江,37.61,0.66,4.01,186435.88,149913.34,25539.97,67890.9,1.69,0.079,3.97,2.98,20170911.0,40496.01,1.01,-2.1,-20.09,46.1,11.22,30017.0
顾家家居,272.0597,419.6315,575.0515,187.8487,387.9871,620.0081,822.4456,268.4398,家居用品,浙江,27.12,0.89,4.28,649255.19,380845.09,114545.11,243680.17,5.69,0.65,10.03,6.78,20161014.0,154389.66,3.61,34.22,42.9,36.45,14.49,13878.0
牧原股份,1072.4289,1761.9327,2321.8987,680.0364,1200.2683,1812.2119,2365.5294,136.0375,农业综合,河南,106.15,10.74,20.85,2658833.0,969576.63,1134459.13,386489.97,1.85,0.065,6.17,4.49,20140128.0,500498.81,2.4,40.03,-80.0,13.07,4.94,23809.0
益生股份,269.9624,504.8224,562.1599,3.3984,-120.181,-185.1428,-310.3682,10.5986,农业综合,山东,185.5,1.76,3.37,215811.72,40727.89,106992.11,102323.07,3.03,0.031,3.63,6.43,20100810.0,-19701.2,-0.58,5.89,211.87,17.66,4.78,23999.0
浙江广厦,488.9101,443.5504,357.4756,19.7622,32.1757,39.9795,188.5922,42.2951,区域地产,浙江,19.22,8.72,8.72,568865.5,395921.75,19481.4,15753.95,0.18,0.049,2.73,1.37,19970415.0,74413.46,0.85,-62.06,114.02,38.16,98.64,50982.0
道道全,129.1167,205.4186,205.7336,51.2443,94.5508,151.8643,191.35299999999998,53.761,食品,湖南,21.68,1.25,2.89,236821.45,164594.77,60291.96,114628.07,3.97,0.18600000000000003,6.82,2.36,20170310.0,61925.05,2.14,27.95,4.91,14.02,6.42,23509.0
汇顶科技,304.0564,602.259,856.824,175.34799999999998,481.9757,762.6313,886.9421,19.3562,元器件,深圳,417.35,2.3,4.57,431751.81,385610.22,16309.67,128492.02,2.81,0.04,7.75,9.13,20161017.0,199552.06,4.37,-21.9,-88.96,41.6,3.39,27720.0
同方股份,4956.8833,5097.5444,4302.3293,-269.1031,-120.6641,-184.2806,103.6393,-223.9682,电脑设备,北京,0.0,29.64,29.64,6299313.5,3017375.0,363461.0,947416.81,3.2,-0.076,7.14,1.38,19970627.0,702579.06,2.37,11.36,16.77,19.12,-4.97,194383.0
同达创业,75.3773,74.6626,80.6122,12.4131,13.5179,11.2021,11.1387,4.1555,综合类,上海,122.97,1.39,1.39,54848.42,48811.45,1855.6,68.08,0.0,0.03,2.42,6.08,19930504.0,16577.3,1.19,6.07,-66.52,66.22,28.07,11666.0
淳中科技,42.8568,,81.3399,5.7838,47.1915,,90.9278,22.8829,通信设备,北京,52.27,0.33,1.31,76515.38,67589.5,6839.42,50078.55,3.82,0.175,5.58,6.54,20180202.0,11959.5,0.91,0.0,0.0,77.12,32.27,19891.0
明德生物,30.423000000000002,,59.692,,34.1339,,65.4926,13.6227,医疗保健,湖北,93.33,0.17,0.67,26720.9,17522.17,5472.52,2730.45,0.41,0.205,5.09,15.01,20180710.0,15794.85,2.37,0.0,0.0,78.1,36.02,33441.0
海澜之家,1772.8388,2414.4239,3122.6473,1010.0032,1875.1873,2512.635,3328.8742,1130.9413,服饰,江苏,11.75,44.93,44.93,2753167.25,1969778.25,312151.66,203270.98,0.45,0.252,2.74,4.31,20001228.0,773776.13,1.72,12.16,11.97,39.9,19.55,49886.0
快克股份,44.4904,68.8774,103.1967,26.5683,59.1556,93.8552,131.6482,28.9326,专用机械,江苏,32.15,0.53,1.58,91235.74,76163.96,9171.62,40842.12,2.58,0.183,4.77,4.93,20161108.0,22590.18,1.43,31.31,8.9,53.68,28.98,9900.0
汇金科技,52.5982,59.4715,78.8615,20.0471,37.676,44.2009,79.7247,9.4983,软件服务,广东,103.81,0.67,1.71,75740.38,71158.92,1474.99,36151.55,2.12,0.055999999999999994,4.06,5.7,20161117.0,23746.13,1.39,7.26,-52.62,56.71,18.24,12807.0
牧高笛,36.6197,43.1077,47.4869,24.3937,45.2284,51.8604,50.0472,19.8091,纺织,浙江,22.72,0.23,0.67,64793.45,58927.51,3704.36,22928.67,3.44,0.297,6.98,3.87,20170307.0,14236.85,2.13,12.6,-18.79,28.64,12.92,10198.0
安信信托,1392.8904,2310.6820000000002,3033.9474,1020.1356,1612.0172,2825.2883,3668.2123,1055.9756,多元金融,上海,9.75,46.73,54.69,2633875.0,0.0,882.53,401238.13,0.73,0.193,2.72,2.77,19940128.0,462059.91,0.84,-2.66,3.51,0.0,66.43,69914.0
天齐锂业,746.7999,1203.4938,1512.0509,405.7787,923.9907,1518.4214,2145.0388,660.2167,小金属,四川,21.99,11.36,11.42,1797603.25,805546.38,140202.59,420034.41,3.68,0.578,8.09,6.29,20100831.0,427641.69,3.74,56.92,62.7,73.67,39.56,132160.0
嘉友国际,71.3944,,145.7668,52.1311,113.3428,171.7655,206.2206,56.9149,仓储物流,北京,22.37,0.28,1.12,194053.7,170375.27,13228.95,88968.56,7.94,0.508,12.53,3.63,20180206.0,40522.5,3.62,0.0,0.0,10.91,7.54,15992.0
贝达药业,212.3673,308.3523,368.7959,75.5497,137.0805,203.4279,257.7274,42.788999999999994,化学制药,浙江,124.2,1.7,4.01,278723.38,44777.98,44923.35,60013.25,1.5,0.107,5.2,10.19,20161107.0,96476.86,2.41,23.99,-43.36,95.54,15.03,20241.0
卫宁健康,423.4527,458.9652,518.6228,26.9564,89.12299999999999,133.6239,229.0399,40.4461,软件服务,上海,131.99,12.02,16.18,363619.38,159426.16,36857.5,42739.4,0.26,0.03,1.71,7.74,20110818.0,74568.67,0.46,22.93,50.04,45.58,19.67,73492.0
兰生股份,706.1765,838.2485,840.4353,23.5086,45.9538,99.427,288.1925,25.3923,商贸代理,上海,62.7,4.21,4.21,446667.69,266424.25,2368.75,13624.95,0.32,0.06,7.81,1.94,19940204.0,170450.3,4.05,27.56,8.01,4.94,3.21,24824.0
弘亚数控,63.8713,120.0699,155.1277,53.7495,122.7622,193.6303,234.4805,70.6175,专用机械,广东,24.09,0.54,1.35,119332.92,83935.7,13138.67,34838.87,2.57,0.522,7.5,6.71,20161228.0,50456.6,3.73,36.75,31.38,35.84,27.34,7850.0
平治信息,24.9612,35.5513,48.426,21.8783,50.3246,61.3882,97.0273,47.7221,互联网,浙江,41.02,0.69,1.2,68695.06,47278.31,5067.93,5034.55,0.42,0.4,3.21,20.27,20161213.0,24412.9,2.03,12.37,118.12,43.61,20.41,5534.0
华联控股,432.1198,475.9517,1348.5424,758.4114,1051.7958,1080.9825,1343.1251,105.3236,全国地产,深圳,16.8,11.36,11.41,990527.88,768834.94,92186.6,23859.0,0.21,0.092,3.95,1.57,19940617.0,279470.09,2.45,-74.54,-86.11,71.92,23.19,68278.0
华夏幸福,3956.5587,4603.3575,6491.5791,1754.6997,5367.1831,6228.4574,8780.806,2286.8273,区域地产,河北,8.65,29.55,29.55,37562568.0,34763192.0,278883.38,321961.81,1.09,0.74,10.1,2.65,20031230.0,2239530.75,7.58,21.48,30.33,59.98,24.11,122318.0
亚星客车,14.2192,43.3822,62.3078,5.3874,13.767999999999999,24.5617,42.8184,3.1519,汽车整车,江苏,142.05,2.2,2.2,439027.75,408245.84,23035.47,34209.4,1.55,0.013999999999999999,0.81,10.04,19990831.0,-43186.46,-1.96,-10.09,-41.5,19.05,1.2,26590.0
同花顺,363.9436,722.2782,1211.5767,102.3291,286.406,471.0646,725.6538,75.3406,软件服务,浙江,73.25,2.64,5.38,378538.66,331684.88,35334.31,35677.57,0.66,0.14,5.11,8.04,20091225.0,158448.97,2.95,-11.29,-26.37,84.15,31.67,47698.0
保变电气,63.6824,10.9843,109.1281,23.284000000000002,69.2636,57.7047,80.9184,-59.371,电气设备,河北,0.0,15.35,15.35,892774.38,608843.5,140856.19,314492.31,2.05,-0.039,0.29,14.68,20010228.0,-459420.5,-2.99,-38.53,-354.99,19.44,-10.96,132806.0
海天味业,1485.9256,2039.4619,2843.134,976.9545,1823.1879,2538.9352,3531.4369,1202.7708,食品,广东,40.39,26.97,27.01,1638128.38,1184683.63,354354.31,129278.05,0.48,0.445,4.8,15.0,20140211.0,763809.31,2.83,17.04,23.11,46.7,25.62,19679.0
欣天科技,31.5454,44.4453,57.4125,12.1139,20.2133,21.0703,31.473000000000003,2.7804,元器件,深圳,258.46,0.39,1.47,51833.43,38451.12,10393.21,24576.0,1.67,0.02,3.16,6.18,20170215.0,10013.0,0.68,-30.21,-77.05,35.98,6.73,18167.0
美的集团,9496.493,12807.993,14684.357,4352.587,10811.322,14998.175,17283.689,5256.231,家用电器,广东,15.24,64.76,66.24,25256652.0,17444044.0,2223860.0,1606070.75,2.42,0.8,12.03,4.02,19931112.0,5288346.5,7.98,16.7,20.76,25.62,7.54,162344.0
安图生物,147.7425,254.83,349.7581,67.4064,191.4316,323.6151,446.5642,96.0061,医疗保健,河南,84.27,1.37,4.2,232220.38,100780.28,73965.15,53500.46,1.27,0.22899999999999998,4.2,18.35,20160901.0,66093.46,1.57,71.87,42.43,64.65,23.1,10126.0
浙江仙通,56.9995,80.0588,150.1666,60.9701,95.6229,121.63,170.1356,38.7454,汽车配件,浙江,21.26,0.91,2.71,122950.97,86869.61,24005.47,30109.5,1.11,0.14300000000000002,3.81,3.19,20161230.0,40219.1,1.49,-1.2,-36.45,41.4,20.32,14985.0
台海核电,283.1278,353.73199999999997,392.3342,161.6856,425.8192,654.385,1013.9797,183.7883,专用机械,四川,17.77,4.89,8.67,757845.88,456358.94,217710.55,74047.71,0.85,0.212,3.39,4.44,20100312.0,177158.77,2.04,7.61,13.67,62.5,39.56,35448.0
冀东装备,54.5724,57.4199,23.1246,2.4788,4.9084,0.5179,15.5418,0.8204,机械基件,河北,926.23,2.27,2.27,175842.22,129894.27,29899.5,38870.01,1.71,0.004,1.3,10.31,19980813.0,-35674.65,-1.57,-14.44,-66.9,8.92,0.23,63012.0
宣亚国际,26.118000000000002,27.676,58.7101,7.5314,27.22,35.3788,74.9565,3.2545,广告包装,北京,315.73,0.45,1.62,60883.48,56721.82,827.1,25420.52,1.57,0.02,2.97,8.54,20170215.0,9720.65,0.6,-9.15,-56.79,35.36,3.66,18708.0
海利尔,105.3435,138.2692,146.2514,61.2737,148.0471,190.7314,286.0353,90.4073,农药化肥,山东,13.04,0.54,1.69,241609.59,186501.81,33807.18,73628.96,4.35,0.54,10.15,2.74,20170112.0,79520.96,4.69,44.59,47.55,37.49,16.97,12220.0
星源材质,92.9997,123.5573,155.4243,34.6479,70.9173,91.7618,106.7917,89.4354,化工原料,深圳,22.65,1.28,1.92,285259.03,155422.84,84227.5,73676.43,3.84,0.466,7.06,5.98,20161201.0,36691.85,1.91,43.24,158.13,53.02,52.09,18201.0
天邦股份,203.3004,341.5017,372.8893,52.7232,135.57,219.9873,262.14099999999996,32.1788,饲料,浙江,44.6,7.91,11.6,516548.19,206773.34,145837.02,137313.97,1.18,0.027999999999999997,2.64,1.88,20070403.0,86919.0,0.75,51.04,-38.97,19.04,3.82,29355.0
正邦科技,609.6957,906.1184,1045.9556,123.4294,274.8082,408.1675,525.7465,64.3787,饲料,江西,38.29,21.41,23.31,1682849.63,565660.13,663669.31,193600.48,0.83,0.027999999999999997,2.74,1.55,20070817.0,207354.34,0.89,7.29,-47.84,9.54,1.3,81289.0
景旺电子,244.5362,409.6562,537.4590000000001,151.1416,315.8768,516.5295,659.7351,156.257,元器件,深圳,36.69,0.81,4.08,495915.59,316106.22,117136.95,104656.93,2.57,0.38299999999999995,8.41,6.68,20170106.0,186851.92,4.58,8.93,3.38,33.6,15.86,8583.0
贵广网络,307.9807,418.4544,442.9457,52.0543,320.0633,345.2107,441.8251,55.1543,影视音像,贵州,35.54,2.98,10.43,911938.31,262141.3,344232.81,160466.45,1.54,0.053,4.08,1.84,20161226.0,143170.7,1.37,42.82,5.95,30.09,9.54,55624.0
万马科技,27.7566,,36.9157,4.4983,25.433000000000003,30.1482,27.3391,-1.7112,通信设备,浙江,0.0,0.34,1.34,61047.05,49819.18,5716.66,15938.4,1.19,-0.013000000000000001,2.82,7.8,20170831.0,7448.38,0.56,0.0,0.0,26.8,-2.67,23425.0
盐津铺子,46.8481,62.0377,85.6565,25.3686,41.6202,53.6763,65.7373,26.9898,食品,湖南,40.64,0.35,1.24,103482.53,45758.75,41914.2,28964.47,2.34,0.218,5.02,7.05,20170208.0,18667.6,1.51,15.41,6.39,46.1,11.33,19448.0
冰川网络,88.7208,115.3302,155.464,29.8669,50.5038,66.845,97.021,18.6801,软件服务,深圳,50.64,0.36,1.01,172402.86,168011.44,539.39,87977.78,8.69,0.19,15.34,2.44,20160818.0,50483.45,4.99,-26.93,-37.46,90.18,31.78,17225.0
伊利股份,3211.4891,4389.9432,5661.8077,1733.6533,3364.1111,4937.2673,6000.8849,2100.2355,乳制品,内蒙,20.27,60.33,60.78,4898469.0,2845808.25,1399012.13,278879.91,0.46,0.34600000000000003,4.47,6.27,19960312.0,1621002.75,2.67,24.56,21.15,38.8,10.73,254646.0
崇达技术,183.4939,287.4147,375.7534,95.5664,203.0214,325.0878,443.9031,128.0036,半导体,深圳,28.72,2.16,8.3,484013.19,230443.05,188683.27,71448.15,0.86,0.16,3.23,5.48,20161012.0,127057.11,1.53,27.78,33.94,32.62,14.6,27402.0
荣晟环保,51.9044,71.9184,122.7465,95.29299999999999,180.7294,276.2556,398.6823,60.0284,造纸,浙江,16.21,0.44,1.8,137888.06,78168.71,42896.05,33545.4,1.86,0.33399999999999996,6.24,3.47,20170117.0,64004.44,3.56,-10.35,-38.07,16.6,14.02,15083.0
国轩高科,533.5751,737.5062,1030.9397,202.0116,445.219,639.6659999999999,838.0071,160.9503,电气设备,江苏,24.68,11.13,11.37,1689125.25,1041266.38,332637.97,457538.59,4.03,0.142,7.38,1.89,20061018.0,276856.22,2.44,-4.32,-20.33,32.87,15.19,68660.0
宁波韵升,742.2125,776.0311,799.7213,80.3875,161.8461,299.0675,422.9048,19.9718,电器仪表,浙江,77.93,9.88,10.03,613193.25,320964.0,92150.49,62803.73,0.63,0.02,4.65,1.34,20001030.0,325451.81,3.25,15.7,-75.16,16.98,4.56,55848.0
新疆火炬,60.3838,,118.5095,23.0474,36.8789,49.456,85.2595,21.0252,供气供热,新疆,54.11,0.36,1.42,108298.72,62476.42,28736.5,48550.82,3.43,0.149,6.93,4.64,20180103.0,32856.85,2.32,0.0,0.0,39.7,21.21,24444.0
开润股份,34.1316,64.1403,84.0045,27.5596,60.2708,93.1949,133.4076,34.5285,纺织,安徽,63.09,0.64,2.18,99116.46,83278.36,9240.44,16579.42,0.76,0.16,2.41,16.59,20161221.0,23742.92,1.09,88.18,25.29,25.57,8.3,4032.0
周大生,213.4776,330.5242,426.6713,124.6966,263.5319,415.9268,592.0748,160.5339,服饰,深圳,23.85,1.63,4.85,483146.91,402320.56,2991.51,178149.22,3.67,0.34,7.3,4.32,20170427.0,116530.36,2.4,16.91,28.74,34.92,17.12,25780.0
晨丰科技,44.4676,67.8008,92.5052,25.016,57.0306,88.5457,111.9555,18.4967,电气设备,浙江,33.21,0.33,1.3,99553.55,80431.18,15024.22,59186.94,4.55,0.142,7.07,2.67,20171127.0,20827.99,1.6,0.0,0.0,22.64,10.41,13876.0
承德露露,272.9584,364.0037,450.3671,196.9693,227.6467,319.074,413.5979,218.6154,软饮料,河北,11.6,9.78,9.79,274290.16,212934.25,25763.47,1730.84,0.02,0.223,2.27,4.58,19971113.0,86276.65,0.88,13.19,10.99,52.94,24.41,46381.0
世运电路,114.8678,,264.6838,49.571000000000005,98.9259,158.6024,180.6857,24.8039,元器件,广东,53.01,1.28,4.02,313748.72,224707.16,70022.03,131502.31,3.27,0.062,5.89,2.22,20170426.0,56782.65,1.41,18.9,-49.96,21.15,5.3,33995.0
健帆生物,100.509,139.2358,202.1185,59.6311,149.0114,203.4555,284.414,89.9769,医疗保健,广东,52.91,1.07,4.18,180242.13,132818.38,32312.21,53306.63,1.28,0.215,3.55,12.83,20160802.0,57159.36,1.37,39.6,50.89,84.65,43.56,20409.0
联美控股,315.7607,298.0191,698.9242,451.5746,450.1452,467.3884,922.1238,594.7889,供气供热,辽宁,7.83,8.22,17.6,1080938.25,600753.44,266960.16,371897.41,2.11,0.33799999999999997,4.37,2.42,19990128.0,291668.91,1.66,14.95,31.71,59.68,49.46,7082.0
民和股份,154.5349,249.9642,153.7898,-75.8589,-182.5452,-289.4749,-290.551,-15.6327,农业综合,山东,0.0,2.06,3.02,229568.16,60338.17,125434.01,86187.93,2.85,-0.052000000000000005,2.4,6.06,20080516.0,-55811.25,-1.85,33.13,79.39,11.9,-5.32,30386.0
长安汽车,5490.9886,7739.3483,10285.2841,2401.3448,4620.5457,5810.5965,7137.2347,1391.7934,汽车整车,重庆,7.06,37.61,48.03,10716579.0,6202373.0,1877864.75,509940.59,1.06,0.29,10.2,0.8,19970610.0,3657586.75,7.62,13.26,-42.04,12.0,6.96,168000.0
信立泰,694.3462,1039.5783,1396.4142,376.4237,730.4128,1094.0455,1451.8873,415.3217,化学制药,深圳,22.47,10.46,10.46,716900.63,380959.28,117722.05,16109.25,0.15,0.397,6.18,5.77,20090910.0,474029.75,4.53,15.86,10.33,81.25,36.87,36089.0
英维克,37.6614,55.0837,71.8056,13.6344,39.9415,57.0527,85.6067,,专用机械,深圳,306.96,0.68,2.15,121375.85,111752.92,1440.77,26457.65,1.23,0.01,3.31,4.96,20161229.0,25877.93,1.2,15.11,-78.9,34.67,2.1,18100.0
长久物流,156.342,228.3296,362.4244,45.4432,141.4201,232.5762,393.8435,65.008,仓储物流,北京,32.15,0.8,5.6,456558.59,297648.75,79534.25,54715.63,0.98,0.11599999999999999,3.95,3.78,20160810.0,106693.92,1.91,3.12,43.05,10.84,5.36,18261.0
三聚环保,804.2203,1215.4588,1617.0529999999999,436.7157,1212.9854,1994.9034,2539.1523,593.6587,环境保护,北京,19.56,18.01,23.51,2561658.0,2155841.75,258871.0,170050.09,0.72,0.253,4.0,4.94,20100427.0,573271.06,2.44,-20.38,35.94,25.71,13.5,55111.0
科森科技,72.471,125.1022,188.8959,20.2408,57.3646,118.382,222.4038,51.8447,专用机械,江苏,29.36,1.58,4.16,340173.06,159643.34,128482.36,82936.71,2.0,0.125,4.35,3.36,20170209.0,62875.56,1.51,45.58,156.14,29.95,11.56,17405.0
桂冠电力,1823.1624,2451.1704,2594.5511,320.1077,741.9131,1843.5855,2510.7461,642.0783,水力发电,广西,13.74,36.04,60.63,3992631.5,274786.19,3315631.5,213154.8,0.35,0.106,2.56,2.27,20000323.0,609868.94,1.01,21.36,100.58,57.81,29.34,71177.0
天能重工,109.5581,152.6381,171.3453,32.4772,50.6749,70.1179,95.5828,18.7549,专用机械,山东,29.79,1.05,1.5,315312.34,227896.92,52726.88,90081.38,6.0,0.125,11.32,1.32,20161125.0,59320.2,3.95,-20.19,-42.25,34.42,13.93,15579.0
爱柯迪,234.1471,,482.9714,105.641,225.192,350.5631,465.5277,117.2194,汽车配件,浙江,20.72,1.38,8.45,463461.34,292845.28,116232.45,175011.48,2.07,0.139,4.3,2.67,20171117.0,91541.36,1.08,0.0,0.0,39.22,18.33,54000.0
印纪传媒,260.099,396.0409,730.9549,111.36399999999999,267.7795,418.6713,768.6581,117.9066,影视音像,四川,19.89,9.69,17.7,460230.84,415766.66,1435.75,-1626.99,-0.01,0.067,1.69,3.13,20070720.0,286384.03,1.62,0.01,5.87,55.02,37.12,20592.0
欧普康视,42.9311,87.0475,114.038,26.9683,58.4382,112.7803,150.8587,35.6188,医疗保健,安徽,60.72,1.37,2.24,99478.95,82350.47,3541.21,45984.55,2.06,0.159,3.78,10.22,20170117.0,26412.85,1.18,33.25,32.08,74.73,46.12,9142.0
华菱精工,37.6733,,63.9145,7.9448,31.8103,,59.681000000000004,11.3359,机械基件,安徽,62.84,0.33,1.33,79343.9,57474.11,17002.1,31154.75,2.34,0.085,4.92,4.34,20180124.0,19977.9,1.5,0.0,0.0,17.48,7.43,21997.0
洋河股份,3423.8051,4839.1584,5827.1689,2742.9570000000003,3908.2605,5581.6621,6627.17,3475.1476,白酒,江苏,14.51,12.42,15.07,4436392.0,2901970.0,815032.25,74170.4,0.49,2.306,21.88,6.12,20091106.0,2998708.5,19.9,25.68,26.69,74.79,36.44,26637.0
双汇发展,2151.4635,3277.0676,4405.0564,878.6166,1904.0549,3151.0387,4319.2999,1063.8914,食品,河南,20.46,32.99,33.0,2348893.5,1059201.63,1130339.38,189638.56,0.57,0.322,4.76,5.55,19981210.0,866586.19,2.63,-1.78,21.09,19.72,8.87,50285.0
科创新源,27.5305,,54.0465,15.5923,33.3377,46.3628,64.2116,14.0368,橡胶,深圳,57.72,0.22,0.87,55628.5,51590.01,1748.25,32139.59,3.68,0.161,5.74,6.48,20171208.0,7870.27,0.9,0.0,0.0,42.3,22.11,14314.0
格力电器,6402.47,11229.0593,15420.965,4014.5365,9452.4833,15460.7089,22401.5762,5581.6244,家用电器,广东,12.34,59.7,60.16,21836466.0,17153882.0,1748815.38,10388.05,0.02,0.9279999999999999,11.79,3.88,19961118.0,6132170.0,10.19,33.29,39.04,30.86,14.11,435187.0
天赐材料,192.6048,316.6627,396.3279,63.9555,176.7817,277.8376,304.7302,411.5068,化工原料,广东,7.78,1.79,3.4,416979.31,243847.47,80558.32,107275.47,3.16,1.2109999999999999,8.33,4.52,20140123.0,135901.66,4.0,14.95,543.43,24.98,94.35,34073.0
