name,net_profits_2016_2,net_profits_2016_3,net_profits_2016_4,net_profits_2017_1,net_profits_2017_2,net_profits_2017_3,net_profits_2017_4,net_profits_2018_1,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
森源电气,131.6351,295.6286,330.5574,57.4132,198.6812,414.7782,446.7248,80.796,电气设备,河南,41.46,9.1,9.3,869486.81,687314.44,102612.67,239045.59,2.57,0.087,5.35,2.7,20100210.0,145260.23,1.56,21.1,40.73,30.21,15.09,31830.0
黄山旅游,175.1803,326.0978,352.106,46.7347,187.00599999999997,342.3032,414.0605,77.9619,旅游景点,安徽,28.21,5.13,7.47,469195.75,199044.77,166495.02,50233.85,0.67,0.10400000000000001,5.57,2.11,19970506.0,215036.55,2.88,-9.79,66.82,43.09,31.81,48335.0
华谊嘉信,64.6214,125.6892,131.2364,22.0054,36.7273,135.129,-277.1175,31.0017,广告包装,北京,20.96,4.82,6.78,346013.75,204810.0,3384.71,1464.21,0.02,0.046,1.35,2.83,20100421.0,15627.65,0.23,-7.66,40.88,23.3,4.53,24241.0
景兴纸业,177.1276,171.8606,318.8291,129.8993,,490.2889,638.09,103.2913,造纸,浙江,10.87,9.6,11.28,621614.63,277751.56,272288.66,168547.91,1.49,0.092,3.51,1.13,20060915.0,114926.61,1.02,34.56,-20.48,12.95,7.88,98750.0
同兴达,22.1795,40.1962,97.6478,46.4102,72.1482,105.3397,149.2154,36.1723,元器件,深圳,28.28,0.62,2.03,326953.28,276157.75,22873.9,51755.8,2.55,0.18,5.03,4.01,20170125.0,39829.28,1.96,-32.36,-22.06,9.75,5.91,20500.0
中兴通讯,1766.3970000000002,2858.887,-2357.4179999999997,1213.607,2292.867,3904.652,4568.1720000000005,1687.02,通信设备,深圳,10.36,34.34,41.93,13913870.0,10280733.0,857807.63,1143633.25,2.73,0.402,7.65,2.18,19971118.0,1580211.63,3.77,12.18,39.01,33.34,5.84,312630.0
永太科技,110.8811,122.7611,277.0189,164.2927,220.7777,280.0958,182.2361,85.7507,化工原料,浙江,19.15,5.25,8.2,591526.94,218620.25,148342.06,101489.05,1.24,0.1,3.37,2.37,20091222.0,87533.13,1.07,16.71,-47.81,30.13,13.95,70835.0
泰禾集团,774.8007,1213.6134,1707.3224,230.6678,919.6909,1428.5087,2124.4692,237.77599999999998,区域地产,福建,24.57,12.43,12.44,22716630.0,19767578.0,268040.66,506391.44,4.07,0.191,13.46,1.39,19970704.0,697072.25,5.6,35.73,3.08,27.24,3.97,39408.0
法尔胜,39.3949,135.9097,141.3474,8.4435,29.418000000000003,18.784000000000002,143.1367,6.5611,钢加工,江苏,76.67,3.8,3.8,1039728.81,912037.88,17948.78,1377.54,0.04,0.017,2.43,2.18,19990119.0,41460.78,1.09,-17.08,-22.3,5.0,1.27,36079.0
康盛股份,113.6684,151.8657,190.8148,17.2175,72.2829,188.9215,208.0698,13.1274,机械基件,浙江,84.4,10.04,11.36,1049423.38,502553.56,88606.38,36976.21,0.33,0.012,1.99,1.96,20100601.0,69842.96,0.61,10.86,-23.76,12.34,1.73,41388.0
国投电力,1486.338,3409.2318,3916.4476,930.0071,1290.03,2952.8192,3232.3,989.2378,水力发电,北京,13.43,67.86,67.86,21283752.0,1624978.38,13343803.0,647115.63,0.95,0.146,4.73,1.66,19960118.0,1679377.63,2.47,23.15,6.37,40.36,10.53,183267.0
英唐智控,100.6859,146.4169,201.4302,33.0018,76.16,124.3414,143.0032,36.9315,元器件,深圳,41.05,6.28,10.7,542257.44,425031.91,4411.41,52091.6,0.49,0.035,1.8,3.15,20101019.0,28494.25,0.27,101.63,11.91,6.02,1.49,42800.0
安诺其,55.7281,65.6759,81.858,34.1187,61.5742,72.6292,,41.5424,染料涂料,上海,26.81,4.32,7.2,187807.69,111317.5,44630.23,43577.6,0.61,0.057999999999999996,2.19,2.83,20100421.0,42174.28,0.59,-9.78,21.76,27.5,12.01,32111.0
新界泵业,70.28399999999999,94.2152,116.6482,49.4809,98.677,129.5492,129.7097,25.3378,农用机械,浙江,26.34,4.03,5.15,204266.81,87478.21,69887.24,18630.1,0.36,0.05,2.79,1.86,20101231.0,64036.44,1.24,2.76,-48.79,30.25,8.49,22837.0
格力地产,227.4822,365.1794,600.6473,262.2708,276.8887,416.4965,624.3232,214.5972,区域地产,广东,11.23,20.6,20.6,2768777.25,2477841.75,18500.11,100395.22,0.49,0.1,3.8,1.23,19990611.0,444655.5,2.16,-24.35,-18.18,45.94,24.95,54131.0
招商公路,1346.0196,,2938.635,805.1711,1717.8554,,3368.195,878.8188,路桥,北京,15.1,5.55,61.78,6519391.0,1139812.13,286876.81,2920818.0,4.73,0.142,7.14,1.2,20171225.0,844082.19,1.37,0.0,0.0,44.11,66.39,72246.0
德美化工,99.5311,130.9225,148.3293,4.327,25.4704,35.3565,29.961,2.7729,化工原料,广东,191.26,3.15,4.19,297639.78,139623.17,55952.88,13806.75,0.33,0.006999999999999999,4.25,1.19,20060725.0,109598.61,2.61,-46.2,-35.92,26.41,0.81,36488.0
森马服饰,512.5767,1001.9677,1426.5099,252.1795,533.9092,1012.0774,1137.9293,312.3911,服饰,浙江,28.5,18.39,26.86,1384886.25,914115.88,110209.72,249990.09,0.93,0.11599999999999999,3.88,3.42,20110311.0,422980.44,1.57,21.57,23.88,39.09,12.43,26736.0
光迅科技,153.0481,211.4117,285.0213,96.4709,171.6788,251.58900000000003,334.2896,77.7726,通信设备,湖北,47.26,6.23,6.48,559339.69,443283.19,71107.28,123884.76,1.91,0.12,4.91,4.63,20090821.0,132581.59,2.05,-4.75,-19.38,16.81,6.44,51415.0
英特集团,40.1885,59.6527,86.8476,21.2528,42.1862,60.3809,83.4905,23.0814,医药商业,浙江,32.09,2.07,2.07,978660.88,888510.81,54921.15,3035.53,0.15,0.111,4.16,3.43,19960716.0,59844.46,2.88,13.54,8.6,6.25,0.45,10570.0
烽火通信,387.3563,530.9626,760.4334,138.5941,449.705,596.822,824.9634,139.2503,通信设备,湖北,58.8,10.32,11.14,2790185.0,2310786.0,245153.72,478814.94,4.3,0.125,8.67,3.39,20010823.0,335458.34,3.01,20.63,0.47,28.0,3.28,50477.0
金龙机电,123.6594,141.6023,136.3458,16.5058,230.0468,307.2381,-418.5629,-20.9713,元器件,浙江,0.0,7.89,8.03,687549.38,399175.13,126680.4,319012.75,3.97,-0.026000000000000002,5.0,0.93,20091225.0,-11428.19,-0.14,29.32,-227.05,15.12,-2.67,26221.0
上海医药,1732.4579999999999,2457.1688,3196.3946,999.3868,1925.1224,2688.6016,3520.6456,1020.0419999999999,医药商业,上海,17.29,19.23,28.42,11402194.0,8350655.0,734452.38,1588617.25,5.59,0.37,13.21,1.88,19940324.0,1760200.38,6.19,9.83,2.07,15.0,2.8,73376.0
汉得信息,105.1439,165.7798,241.382,47.146,129.1464,197.554,323.7509,59.6984,软件服务,上海,55.24,6.64,8.73,327016.13,254013.77,31455.11,66384.61,0.76,0.068,3.02,5.01,20110201.0,110901.4,1.27,32.21,26.62,34.27,11.24,53917.0
海波重科,19.1774,27.4172,43.3462,4.9165,12.7773,21.4752,34.9175,3.9751,建筑施工,湖北,158.13,0.41,1.07,102941.36,77299.6,8303.71,26467.35,2.48,0.04,6.06,3.88,20160719.0,22118.82,2.07,-26.37,-19.15,27.09,9.5,13397.0
开能健康,34.6683,59.9516,90.2496,11.4051,38.8565,61.858999999999995,58.0101,354.9058,环境保护,上海,3.14,2.67,4.78,147628.34,43912.18,34165.34,19837.57,0.42,0.743,2.35,3.97,20111102.0,46318.3,0.97,18.48,3011.82,30.94,221.07,16919.0
横店东磁,206.8283,309.5359,441.1838,62.3205,221.7851,401.6583,578.0429,104.5575,元器件,浙江,30.81,16.43,16.44,650183.5,390007.84,210028.77,34534.23,0.21,0.064,2.85,2.75,20060802.0,231429.67,1.41,13.46,67.77,22.83,7.48,78000.0
红日药业,311.4214,476.1929,,132.5495,282.4037,450.9138,450.7297,166.783,中成药,天津,17.42,23.9,30.11,756370.38,390876.31,109355.65,62370.75,0.21,0.055,2.16,1.78,20091030.0,275527.16,0.92,31.58,25.83,71.75,17.29,65304.0
华锋股份,13.3831,19.2364,26.2654,3.4733,10.9071,18.0364,28.500999999999998,3.7694,元器件,广东,265.62,0.56,1.37,67823.78,35466.23,21915.98,3962.88,0.29,0.027000000000000003,2.85,10.26,20160726.0,19428.03,1.42,14.89,8.52,20.02,3.57,16400.0
滨江集团,674.2188,1016.2784,1398.807,430.49800000000005,920.416,1101.9301,1711.4146,344.3545,区域地产,浙江,11.27,27.03,31.11,6733281.5,6064559.5,22859.2,233431.5,0.75,0.111,4.68,1.07,20080529.0,826000.75,2.65,174.08,-20.01,30.2,10.32,47182.0
南方传媒,188.938,346.8393,422.26199999999994,111.1608,219.9214,445.8941,611.4236,167.5531,出版业,广东,13.07,1.76,8.96,939933.88,412331.81,63273.3,178242.92,1.99,0.187,5.64,1.74,20160215.0,223883.09,2.5,9.15,50.73,29.74,13.13,38396.0
世联行,202.74099999999999,379.6419,747.2152,92.7154,284.8253,532.2629,1003.8835,-28.4646,房产服务,深圳,0.0,19.93,20.44,1403060.25,1148875.5,18028.28,57805.33,0.28,-0.013999999999999999,2.46,2.58,20090828.0,192310.42,0.94,8.55,-130.7,12.78,-1.94,87885.0
恒宝股份,87.4571,125.2184,146.4053,41.4006,92.1801,129.5001,162.6484,43.2448,元器件,江苏,29.18,6.02,7.12,220696.05,145244.98,29940.02,7450.0,0.1,0.061,2.58,2.75,20070110.0,85709.65,1.2,48.45,4.45,23.1,9.92,79834.0
东风科技,60.8581,77.7412,116.6672,38.0596,82.4809,125.5375,139.2392,48.7693,汽车配件,上海,16.88,3.14,3.14,552923.56,359598.22,120706.72,1522.9,0.05,0.156,4.15,2.53,19970703.0,83120.81,2.65,20.32,28.14,14.66,3.07,20811.0
大连电瓷,43.9268,65.4424,94.1675,29.7352,38.8635,59.5575,59.3123,8.5744,电气设备,辽宁,59.05,4.02,4.07,141820.05,85275.03,37105.3,12406.67,0.3,0.021,2.22,2.23,20110805.0,33439.37,0.82,-8.67,-71.16,28.8,4.59,42174.0
时代出版,234.738,303.6077,402.5903,115.971,153.1458,229.373,300.1923,117.6292,出版业,安徽,9.37,5.06,5.06,676527.13,476108.25,68573.59,134424.77,2.66,0.233,9.51,0.92,20020905.0,247427.91,4.89,-19.07,1.43,13.9,7.96,18117.0
路畅科技,26.7623,38.5485,40.7927,11.8633,17.1897,12.2252,24.5318,,汽车配件,深圳,147.86,0.3,1.2,159776.97,106412.2,20551.15,20449.9,1.7,0.064,5.54,6.79,20161012.0,30308.68,2.53,1.02,-35.63,19.1,3.68,20991.0
广电网络,111.803,122.8948,133.2737,36.4603,118.1398,123.3764,176.0843,45.9704,影视音像,陕西,20.17,5.63,6.05,723526.44,185053.97,395716.47,115130.9,1.9,0.076,4.96,1.24,19940224.0,112439.35,1.86,13.54,26.08,33.97,7.04,39538.0
中炬高新,142.7651,255.9964,362.3693,115.1828,210.5515,354.6891,453.2633,169.77900000000002,食品,广东,34.51,7.97,7.97,544465.25,331811.41,119311.92,28205.24,0.35,0.213,4.16,7.08,19950124.0,193187.48,2.43,18.42,47.4,38.88,14.72,26078.0
赣能股份,255.9508,392.7586,378.2358,72.7097,91.6317,161.8591,16.4501,22.612,火力发电,江西,46.06,6.47,9.76,738810.5,155140.63,341545.44,243353.95,2.49,0.023,4.6,0.93,19971126.0,76235.27,0.78,-15.94,-68.9,7.83,4.02,42631.0
小康股份,195.5996,290.5344,513.5169,201.688,390.4447,490.2952,724.7688,220.6424,汽车配件,重庆,18.2,1.8,9.09,2528092.5,1549060.63,352281.09,127364.82,1.4,0.24,4.96,3.56,20160615.0,236812.84,2.6,6.51,9.4,22.65,3.53,44255.0
立霸股份,36.0129,51.681000000000004,72.5421,21.0806,39.7548,59.4851,83.4843,16.8401,家用电器,江苏,27.22,2.22,2.22,90991.0,79059.21,8494.76,18148.0,0.82,0.076,3.27,2.53,20150319.0,35035.23,1.58,-7.41,-20.12,16.34,6.49,5610.0
金城医药,74.7161,98.5979,159.3902,54.471000000000004,125.0605,176.7697,286.3041,72.4131,化学制药,山东,20.33,3.55,3.93,501598.91,181845.52,117276.47,257140.16,6.54,0.184,10.01,1.5,20110622.0,90321.31,2.3,44.49,32.94,40.8,8.75,10415.0
上海环境,216.6693,360.2313,465.0615,154.2445,299.4657,474.1449,505.9475,146.9687,环境保护,上海,19.28,6.72,7.03,1216755.38,174680.16,31204.45,228895.59,3.26,0.209,7.89,2.04,20170331.0,242161.66,3.45,10.4,-4.72,39.87,24.87,106520.0
银轮股份,118.0011,178.3858,256.7292,78.6608,166.8917,240.2356,310.9817,102.345,汽车配件,浙江,18.37,7.66,8.01,694398.88,386326.91,121972.65,108283.26,1.35,0.128,4.3,2.18,20070418.0,134260.52,1.68,29.53,30.11,25.94,8.49,39134.0
智光电气,65.2254,90.5519,111.3749,10.5327,67.1557,82.921,125.1421,13.4612,电气设备,广东,67.01,6.59,7.88,418243.13,256960.17,95405.84,153894.38,1.95,0.017,3.54,1.3,20070919.0,42718.25,0.54,88.75,27.8,19.12,2.96,41846.0
特变电工,1213.1580000000001,1766.6335,2190.3482,614.4391,1362.3641,1855.7956,2195.7623,501.2935,电气设备,新疆,12.99,37.14,37.15,8745548.0,5015133.0,2251952.5,1111733.13,2.99,0.135,7.63,0.92,19970618.0,1231725.0,3.32,-1.97,-18.41,23.15,6.26,270930.0
世名科技,28.5922,52.6551,64.6512,12.695,29.0613,47.6761,53.4248,15.9487,染料涂料,江苏,51.32,0.51,1.21,65534.01,45315.85,14116.23,23136.21,1.91,0.13,5.04,5.37,20160705.0,22035.82,1.82,16.26,25.63,45.61,21.92,20196.0
龙津药业,33.8081,73.5066,91.0344,13.9471,23.401999999999997,30.7094,35.1595,7.2422,中成药,云南,96.22,3.97,4.0,79841.96,48050.26,21867.42,11.27,0.0,0.018000000000000002,1.63,4.27,20150324.0,20618.48,0.51,39.41,-48.07,92.09,8.74,23779.0
宜华生活,389.14300000000003,610.0427,709.44,160.3021,469.6562,702.9307,752.7732,184.5731,家居用品,广东,13.64,14.83,14.83,1632453.25,898825.13,383858.31,245922.92,1.66,0.124,5.46,1.24,20040824.0,377672.13,2.55,11.22,15.14,39.78,12.76,72089.0
山东黄金,553.951,732.8611,1292.7761,327.4146,617.7745,894.7049,1137.4238,346.7949,黄金,山东,32.16,14.52,18.57,4208334.0,699373.56,1814607.25,421636.34,2.27,0.187,8.97,2.68,20030828.0,1005043.5,5.41,41.58,5.92,8.54,2.45,177455.0
山东高速,1269.7281,2462.9244,,574.4387,1272.2568,2660.7649,2644.1820000000002,504.5415,路桥,山东,10.23,48.11,48.11,5160187.5,1010842.0,553623.94,462141.34,0.96,0.105,5.64,0.76,20020318.0,1493581.63,3.1,-27.94,-12.17,58.9,43.92,64464.0
万科A,5351.31,8262.381,21022.6063,695.4116,7302.724,11091.0009,28051.8149,894.878,全国地产,深圳,75.19,97.15,110.39,122426480.0,106631528.0,886790.19,830205.69,0.75,0.081,12.34,1.98,19910129.0,8066347.0,7.31,65.83,28.68,34.17,2.9,248332.0
兴蓉环境,470.2409,759.1924,874.2151,200.5953,453.6091,744.3117,895.7469,230.9129,水务,四川,13.87,29.86,29.86,1886876.38,359989.31,785765.56,177996.69,0.6,0.077,3.32,1.29,19960529.0,485273.81,1.63,14.53,15.11,43.77,25.79,161291.0
启迪古汉,11.9483,12.3382,55.1752,10.7069,13.970999999999998,14.6059,19.1738,5.4574,中成药,湖南,111.35,2.23,2.39,84528.03,48991.85,16370.98,43949.56,1.84,0.023,2.46,4.13,19960119.0,-13607.7,-0.57,-17.13,-49.03,48.15,9.22,12021.0
沃华医药,25.555,42.6705,48.8094,18.8405,35.9097,61.2365,57.0319,17.2299,中成药,山东,42.64,3.49,3.61,92583.18,58361.4,23372.35,234.61,0.01,0.11,1.63,5.52,20070124.0,21380.24,0.59,10.06,5.68,80.01,10.6,34701.0
海利得,146.4142,231.84599999999998,255.1096,79.2144,168.986,256.6704,313.7623,82.1226,化纤,浙江,17.91,9.5,12.23,458642.59,202267.77,163702.13,88334.88,0.72,0.067,2.41,2.0,20080123.0,64050.53,0.52,26.44,3.67,21.27,9.62,25000.0
三六零,88.7282,130.283,159.4474,16.4036,26.1309,44.8313,3371.9809999999998,477.945,互联网,江苏,98.36,3.97,67.64,2286810.75,1526372.25,30698.9,667163.88,0.99,0.071,2.68,10.38,20120116.0,487105.09,0.72,12.86,-27.57,70.72,17.37,88052.0
中航资本,1129.2698,1670.0875,2324.1449,531.5909,1275.5712,1961.7159,2783.6062,792.3658,多元金融,黑龙江,13.82,76.19,89.76,22764826.0,12036391.0,643409.88,396274.5,0.44,0.08800000000000001,2.69,1.82,19960516.0,758604.38,0.85,41.29,49.06,43.9,53.88,192283.0
博雅生物,105.7014,179.6821,272.0418,67.4559,157.7348,223.5562,356.5885,72.5282,生物制药,江西,47.69,3.41,4.33,377331.88,179329.27,36122.15,105567.7,2.44,0.18,6.22,5.13,20120308.0,93826.13,2.17,121.62,7.52,58.53,14.68,17474.0
中国国航,3457.6209999999996,7226.7080000000005,6814.015,1466.4,3326.42,8278.508,7240.312,2628.202,空运,北京,11.07,94.49,145.25,23462092.0,1827818.75,15855424.0,2627084.0,1.81,0.19,6.08,1.32,20060818.0,4077286.5,2.81,9.11,79.23,15.83,8.32,153479.0
广发证券,4030.4942,6185.0565,8030.1066,2138.5268,4301.4267,6367.2359,8595.3991,1526.3169,证券,广东,17.01,59.19,76.21,38784032.0,0.0,89782.06,3186481.75,4.18,0.2,11.3,1.21,19970611.0,2774866.5,3.64,-21.16,-28.63,0.0,39.51,157323.0
龙净环保,196.8783,429.5454,663.9073,84.0887,225.7325,470.7335,724.3266,93.4053,环境保护,福建,37.71,10.69,10.69,1518486.0,1329064.25,100822.0,46882.73,0.44,0.087,4.32,3.05,20001229.0,276129.66,2.58,5.81,11.08,25.4,7.72,108068.0
深深房A,134.7611,236.8751,311.5674,34.6216,137.2266,149.5829,184.9885,-5.9827,区域地产,深圳,0.0,8.92,10.12,417258.41,340359.41,3671.95,97824.49,0.97,-0.006,2.79,4.0,19930915.0,73664.21,0.73,-45.03,-117.28,9.89,-4.0,76443.0
赣粤高速,739.0078,920.6939,1037.484,435.7108,589.6028,817.4399,982.2258,230.61700000000002,路桥,江西,10.89,23.35,23.35,3324856.0,520888.09,2184619.75,183827.36,0.79,0.099,6.28,0.68,20000518.0,835587.88,3.58,-7.04,-47.07,49.19,21.28,96364.0
永辉超市,669.6793,815.4868,1242.0057,743.7565,1055.2184,1392.3915,1816.7941,747.8906,超市连锁,福建,25.15,81.35,95.7,3259011.75,1884152.75,372981.94,681793.38,0.71,0.078,1.93,4.07,20101215.0,398923.94,0.42,22.97,0.56,22.79,3.99,175223.0
华远地产,244.2201,350.338,741.3236,81.0056,301.4031,473.5048,818.9493,-0.4157,区域地产,北京,0.0,23.46,23.46,3487426.75,3191270.25,130484.77,127555.67,0.54,-0.0,3.12,0.82,19960909.0,339275.0,1.45,60.7,-100.51,28.67,-0.07,57195.0
丽江旅游,116.0758,209.4116,223.8236,46.88399999999999,99.9303,183.6443,204.2122,46.1232,旅游景点,云南,22.67,5.49,5.49,270535.38,135660.31,81123.36,55826.8,1.02,0.084,4.31,1.76,20040825.0,108667.57,1.98,-4.76,-1.62,70.64,33.91,46382.0
佳云科技,113.2597,147.4936,182.1939,65.6472,105.4351,153.8176,193.0659,25.0409,互联网,广东,39.28,5.08,6.35,333871.09,166142.44,799.18,125555.77,1.98,0.039,3.67,1.69,20110712.0,44621.75,0.7,34.23,-61.86,7.62,2.75,27691.0
南方汇通,51.2215,80.9462,98.6572,33.0734,62.7586,91.3358,114.4536,10.9357,环境保护,贵州,62.52,4.22,4.22,175030.25,45683.65,50836.19,0.0,0.0,0.026000000000000002,1.99,3.26,19990616.0,28937.99,0.69,-14.27,-66.94,39.44,5.14,31138.0
九华旅游,50.7675,65.902,74.0443,37.2199,59.5415,76.9332,82.88799999999999,30.3674,旅游景点,安徽,22.4,1.11,1.11,121833.45,32223.0,62659.28,33329.37,3.01,0.544,9.65,2.53,20150326.0,55638.55,5.03,0.82,1.19,51.6,24.44,12028.0
潮宏基,141.386,194.6484,233.6362,93.0872,162.6461,231.6986,284.2447,93.2803,服饰,广东,20.77,8.78,9.05,549591.19,317042.25,23423.49,142804.92,1.58,0.10300000000000001,3.89,2.2,20100128.0,106004.01,1.17,0.79,0.21,39.69,11.08,23138.0
美凯龙,2270.0498,3279.4824,3397.1832,1031.0157,2045.1711,2839.7517,4077.8977,1182.3302,其他商业,上海,12.36,3.15,39.39,10243356.0,1667710.25,16793.57,830610.56,2.11,0.3,11.33,1.31,20180117.0,2884076.75,7.32,0.0,0.0,70.58,40.93,132759.0
长虹华意,126.3242,181.1514,252.2908,52.658,126.4054,119.9728,97.1236,13.0408,专用机械,江西,58.98,6.93,6.96,1028667.5,798931.44,147393.25,159312.63,2.29,0.019,4.55,0.97,19960619.0,82296.49,1.18,12.63,-75.24,11.38,0.55,42024.0
张家界,35.049,96.4625,61.1559,10.5795,38.6503,70.634,67.3622,-14.8826,旅游景点,湖南,0.0,3.32,4.05,232673.09,18424.46,59368.15,85254.4,2.11,-0.05,3.8,1.79,19960829.0,23395.07,0.58,-18.24,-240.67,8.44,-26.31,25366.0
景峰医药,118.7384,167.19299999999998,340.0286,33.1918,58.7023,102.9674,162.0856,15.1344,化学制药,湖南,63.94,7.67,8.8,460260.94,232081.72,69886.52,72717.95,0.83,0.017,2.73,1.61,19990203.0,114953.82,1.31,8.39,-54.4,70.42,3.95,26458.0
中装建设,63.2149,115.6106,156.1832,22.0666,66.4871,114.6869,160.75,30.2485,装修装饰,深圳,31.19,3.06,6.0,431725.69,381976.69,15697.8,66066.03,1.1,0.05,3.44,1.83,20161129.0,72201.4,1.2,32.76,37.08,14.56,3.79,42147.0
联发股份,147.3296,235.9093,394.0202,59.9345,140.7328,219.46099999999998,360.2865,44.8294,纺织,江苏,18.41,3.24,3.24,426967.75,246137.41,135128.31,96341.4,2.98,0.138,9.56,1.07,20100423.0,163517.09,5.05,13.28,-25.2,14.29,4.45,19719.0
广宇集团,153.484,160.2233,151.4013,19.9226,61.1869,128.9307,189.9788,208.36,全国地产,浙江,4.05,6.35,7.74,823671.69,754151.75,1784.5,83434.56,1.08,0.26899999999999996,4.08,1.07,20070427.0,135581.88,1.75,120.05,945.85,46.12,12.42,45970.0
上工申贝,101.1647,157.2898,144.2313,60.3697,125.9809,189.4909,,45.4913,纺织机械,上海,24.81,3.05,5.49,370159.5,243318.16,39328.84,96672.84,1.76,0.083,3.97,2.07,19940311.0,73773.3,1.34,-3.38,-24.65,31.49,6.49,60452.0
北方国际,110.1453,159.3823,461.04900000000004,69.944,198.4274,348.1356,499.2534,70.1086,建筑施工,北京,24.64,6.29,7.7,1143964.38,929463.19,44721.84,117025.7,1.52,0.091,4.83,1.86,19980605.0,191417.88,2.49,-7.97,0.24,18.81,3.31,35545.0
恒逸石化,351.9977,502.8001,830.3374,450.1169,852.0485,1351.0142,1621.9896,701.758,化纤,广西,13.61,20.78,23.08,3756239.5,1210941.25,819015.06,458768.25,1.99,0.304,5.4,3.06,19970328.0,659777.38,2.86,77.99,55.91,5.13,4.46,22138.0
中恒集团,279.7494,433.4847,489.3567,145.7641,386.5426,531.0231,604.915,117.6199,中成药,广西,23.27,34.75,34.75,692619.94,351079.34,119013.67,8572.92,0.02,0.034,1.63,1.94,20001130.0,153912.27,0.44,62.75,-19.31,88.08,17.63,154272.0
广日股份,330.7574,843.0794,1068.219,97.0094,249.7837,366.9195,398.4494,20.4512,运输设备,广东,63.28,8.6,8.6,891925.38,409985.91,122844.15,244120.77,2.84,0.024,7.96,0.76,19960328.0,318634.31,3.71,15.3,-78.92,13.17,1.99,32709.0
香江控股,244.2882,477.2407,690.2922,106.3913,330.3988,453.1998,816.5980000000001,14.2817,全国地产,深圳,144.0,23.74,33.99,2053309.75,1586466.75,92545.4,1900.73,0.01,0.004,1.5,1.61,19980609.0,161107.88,0.47,-27.12,-87.37,49.41,3.28,87684.0
邦宝益智,29.6253,49.3224,58.5572,11.4446,28.648000000000003,46.3037,62.0531,6.7101,文教休闲,广东,150.17,0.53,2.12,71894.72,42348.95,23397.46,21962.77,1.03,0.032,2.98,6.37,20151209.0,18030.42,0.85,2.38,-41.37,30.46,9.82,14332.0
太阳电缆,72.4328,115.6698,155.3308,11.7976,40.0645,76.4807,101.8412,12.422,电气设备,福建,69.9,5.42,5.43,336837.63,171897.77,118685.25,34779.3,0.64,0.023,2.47,2.59,20091021.0,24790.89,0.46,34.36,5.29,6.59,1.28,57688.0
文科园林,61.5083,101.5639,139.5706,10.722999999999999,103.5302,173.0682,244.1938,15.9355,建筑施工,深圳,68.48,3.8,5.13,294141.66,223585.91,2441.17,53582.7,1.04,0.031,2.97,2.87,20150629.0,68807.77,1.34,43.41,48.61,16.96,3.85,21510.0
永新股份,86.9566,145.0311,202.7106,41.9487,83.3074,135.6436,205.4832,42.8863,塑料,安徽,19.93,4.85,5.04,235072.95,155624.44,65370.73,59868.15,1.19,0.085,3.59,1.89,20040708.0,68632.6,1.36,19.23,2.23,20.92,8.47,21093.0
腾邦国际,77.9776,123.6584,178.28900000000002,48.9423,162.4296,214.0429,283.7313,60.1765,旅游服务,深圳,33.68,5.32,6.17,735360.31,517382.69,38280.46,111277.35,1.8,0.098,4.43,2.97,20110215.0,95389.31,1.55,99.01,22.95,19.1,5.18,34322.0
海利生物,51.0519,71.2987,,24.9399,53.8347,83.8497,113.7395,20.6142,生物制药,上海,105.67,6.44,6.44,162980.06,84115.99,37207.1,14694.34,0.23,0.032,1.69,7.99,20150515.0,23043.24,0.36,-15.52,-17.35,63.3,33.37,18942.0
国睿科技,83.2635,133.1976,228.3782,23.5484,78.9102,129.2251,169.3599,17.526,通信设备,江苏,165.74,4.26,6.22,267618.5,248821.97,12291.74,49526.9,0.8,0.027999999999999997,2.9,6.43,20030128.0,73070.49,1.17,8.84,-25.57,23.04,10.04,26992.0
杭州解百,110.1694,135.6803,195.7262,43.074,87.5329,128.5195,180.263,61.9804,百货,浙江,18.6,7.15,7.15,514564.31,282658.69,93660.68,1428.49,0.02,0.087,3.33,1.94,19940114.0,144961.06,2.03,8.25,43.89,22.47,3.91,34449.0
鹏翎股份,62.2608,97.8198,,34.5416,64.9637,86.9905,119.2547,25.4047,汽车配件,天津,22.36,2.42,3.63,190334.75,127416.85,50898.26,57932.98,1.6,0.07,4.46,1.4,20140127.0,72424.28,1.99,8.93,-26.45,24.25,8.38,13833.0
茂业通信,127.8711,172.6894,219.9541,45.6854,107.8071,177.418,228.5812,,通信设备,河北,29.19,6.22,6.22,327046.06,140375.97,7066.21,110461.8,1.78,0.105,4.38,2.8,19971218.0,91064.18,1.46,50.05,43.27,21.12,11.05,20225.0
华明装备,92.9935,143.739,237.0488,32.7227,98.5592,147.067,306.4597,27.8952,电气设备,山东,31.5,4.31,7.59,303363.44,247257.88,32495.4,95518.53,1.26,0.037000000000000005,2.9,1.6,20080905.0,114295.63,1.51,-20.0,-14.75,56.5,17.79,26773.0
海峡股份,116.3473,135.0241,156.8693,93.6215,175.8403,212.706,227.7903,109.2357,水运,海南,25.92,5.58,6.6,411271.09,146937.52,244065.7,201856.23,3.06,0.165,5.6,3.06,20091216.0,90599.71,1.37,16.42,16.68,54.3,31.79,50000.0
