name,roe2016_2,roe2016_3,roe2016_4,roe2017_1,roe2017_2,roe2017_3,roe2017_4,roe2018_1,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
园城黄金,5.05,6.79,5.99,2.35,3.81,4.75,4.74,,黄金,山东,335.59,2.24,2.24,15975.15,10496.7,829.05,23708.78,1.06,0.005,0.25,27.28,19961028.0,-39765.9,-1.77,4.2,-14.36,95.98,40.12,19043.0
中原传媒,5.04,7.13,10.1,1.34,4.75,6.72,9.64,1.06,出版业,河南,23.38,6.67,10.23,1147147.5,732384.13,142886.31,275148.91,2.69,0.076,7.1,1.0,19970331.0,327961.56,3.21,2.02,-14.56,29.02,4.88,18651.0
亿纬锂能,5.03,8.64,12.95,2.69,10.81,14.42,13.08,2.32,元器件,广东,48.89,8.19,8.55,831766.44,347673.31,209485.59,106720.22,1.25,0.087,3.74,4.54,20091030.0,114088.97,1.33,20.02,38.07,29.66,10.85,77941.0
东富龙,5.03,6.44,8.02,1.74,2.78,3.71,4.11,0.72,医疗保健,上海,53.95,3.34,6.28,437171.41,353458.0,39259.7,113315.67,1.8,0.035,4.8,1.56,20110201.0,101482.06,1.62,2.31,-58.3,34.65,4.71,30739.0
加加食品,5.03,6.63,7.69,2.94,4.84,6.33,7.73,2.56,食品,湖南,25.79,9.45,11.52,284549.09,81856.11,156418.25,20638.55,0.18,0.047,1.83,2.65,20120106.0,63925.43,0.55,1.6,-8.23,26.73,10.19,52884.0
深高速,5.02,7.52,9.22,2.67,5.73,9.03,10.47,2.81,路桥,深圳,11.04,14.33,21.81,4466758.0,861175.69,111859.85,528765.56,2.42,0.182,6.46,1.24,20011225.0,360237.09,1.65,20.09,21.43,51.04,29.59,19051.0
紫光国微,5.02,8.82,10.52,1.63,3.75,6.3,8.0,1.34,元器件,河北,152.66,6.05,6.07,518861.09,271012.69,25908.46,61902.13,1.02,0.078,5.81,8.21,20050606.0,215135.67,3.55,28.28,-11.31,25.65,9.19,128935.0
金科股份,5.02,5.17,6.97,0.76,2.39,4.88,10.14,0.85,区域地产,重庆,39.01,52.16,53.4,16278794.0,14927614.0,238334.52,408350.88,0.76,0.02,3.41,1.46,19961128.0,788398.13,1.48,15.31,12.97,20.37,3.21,176227.0
泰嘉股份,5.01,7.35,10.21,1.81,3.78,6.75,8.3,2.47,钢加工,湖南,33.95,0.84,1.42,70984.2,42356.12,19866.88,20014.26,1.41,0.11,4.44,3.36,20170120.0,26366.63,1.86,24.89,45.61,40.58,16.79,17498.0
徕木股份,5.01,,7.4,1.29,3.39,5.82,7.02,1.41,元器件,上海,49.58,0.83,1.2,110523.02,61884.82,38282.94,19770.26,1.64,0.084,5.93,2.81,20161117.0,35410.18,2.94,20.39,15.75,30.85,10.09,14161.0
西王食品,5.01,6.09,7.01,3.38,6.96,9.65,15.19,2.11,食品,山东,22.61,5.27,7.71,845686.69,256257.52,70858.02,231255.09,3.0,0.109,5.15,1.91,19961126.0,108447.86,1.41,-8.77,10.7,37.57,6.15,18445.0
永鼎股份,4.99,6.85,9.89,2.14,5.15,6.35,11.02,1.56,通信设备,江苏,27.63,9.9,12.53,486858.69,272872.69,51519.23,54111.18,0.43,0.034,2.15,1.73,19970929.0,99699.71,0.8,45.68,-23.85,12.95,6.38,59860.0
海峡环保,4.99,7.08,10.4,1.63,3.85,5.58,7.02,1.68,环境保护,福建,38.54,1.8,4.5,224751.95,29259.97,96540.07,62551.91,1.39,0.054000000000000006,3.2,2.6,20170220.0,33634.62,0.75,3.53,8.48,50.18,27.42,44368.0
东睦股份,4.99,6.67,7.71,2.48,6.39,8.55,11.71,2.88,机械基件,浙江,21.14,6.34,6.46,341537.06,153266.34,109910.92,154341.38,2.39,0.11800000000000001,4.1,2.44,20040511.0,67748.85,1.05,30.71,30.95,35.55,14.37,19198.0
永高股份,4.98,8.49,8.45,0.23,2.46,4.94,7.16,0.27,塑料,浙江,131.66,8.95,11.23,488427.84,265514.75,178567.7,63772.4,0.57,0.006999999999999999,2.4,1.47,20111208.0,72360.49,0.64,11.91,23.87,22.84,0.81,28679.0
新华文轩,4.98,5.97,7.76,2.21,6.22,8.53,11.5,2.05,出版业,四川,16.36,1.99,12.34,1319258.75,696427.75,130346.1,257258.77,2.09,0.145,7.03,1.35,20160808.0,254291.47,2.06,2.46,-4.41,37.57,11.26,35507.0
联创光电,4.97,7.62,7.65,2.3,5.35,7.79,8.9,1.73,元器件,江西,26.67,4.43,4.43,427296.44,233144.91,52450.16,63715.2,1.44,0.08900000000000001,5.14,1.85,20010329.0,104896.67,2.37,31.51,-18.53,12.37,5.01,44882.0
盛讯达,4.96,6.85,9.5,1.8,4.13,4.73,5.76,0.33,软件服务,深圳,296.44,0.47,0.93,147216.02,57796.55,10462.0,49044.05,5.25,0.04,11.78,3.99,20160624.0,46951.65,5.03,46.1,-80.82,29.5,5.84,16603.0
新美星,4.96,6.84,10.29,2.01,3.87,6.04,9.84,1.93,专用机械,江苏,40.68,0.5,1.52,126864.61,92773.27,9822.37,30648.3,2.02,0.078,4.04,3.14,20160425.0,19997.11,1.32,9.92,-0.15,33.2,9.95,12182.0
江苏新能,4.95,,9.52,,6.15,,9.5,3.05,新型电力,江苏,47.66,1.18,6.18,697367.63,177912.94,491609.44,227641.91,3.68,0.16699999999999998,6.76,4.72,20180703.0,57142.69,0.92,0.0,0.0,45.97,26.65,109261.0
上港集团,4.95,6.6,11.42,1.78,5.52,7.63,16.6,,港口,上海,21.41,231.74,231.74,14248731.0,5147409.5,3299672.75,777569.5,0.34,0.071,3.09,1.98,20061026.0,3313604.25,1.43,8.15,44.62,29.52,19.1,254285.0
神州泰岳,4.94,7.05,10.07,0.37,0.3,-0.73,2.32,-0.9,软件服务,北京,0.0,13.94,19.61,649244.31,233897.63,41568.46,42725.56,0.22,-0.024,2.6,1.64,20091030.0,248464.17,1.27,-48.08,-346.64,73.99,-14.15,56723.0
天玑科技,4.94,6.19,7.87,0.84,5.61,6.7,4.01,0.45,软件服务,上海,128.24,2.17,3.13,151929.97,111104.88,32078.68,71084.46,2.27,0.02,4.39,2.36,20110719.0,33429.76,1.07,-3.74,1.37,32.34,8.33,28845.0
西部证券,4.93,7.6,9.06,1.44,2.53,4.04,4.27,0.91,证券,陕西,40.9,35.02,35.02,5257714.0,0.0,19976.07,950118.0,2.71,0.046,5.04,1.51,20120503.0,208542.7,0.6,-15.07,-10.71,0.0,28.84,228049.0
财通证券,4.93,,9.26,1.85,5.2,7.45,7.23,1.71,证券,浙江,28.4,3.59,35.89,5794609.5,0.0,8019.18,826613.06,2.3,0.09,5.69,2.0,20171024.0,543538.81,1.51,0.0,0.0,0.0,38.59,121481.0
秋林集团,4.93,6.85,7.07,1.86,2.68,3.53,5.4,1.05,百货,黑龙江,24.92,3.84,6.18,559853.5,477506.09,18413.63,150007.92,2.43,0.052000000000000005,4.96,1.05,19960325.0,85445.65,1.38,122.67,-41.51,3.72,1.11,35658.0
宝新能源,4.92,6.83,8.18,0.31,3.15,3.76,1.21,0.75,火力发电,广东,64.52,20.39,21.76,1849007.38,450749.31,371767.31,294660.56,1.35,0.028999999999999998,3.92,1.94,19970128.0,257744.3,1.18,41.52,144.37,23.7,7.02,87530.0
长园集团,4.91,6.79,9.07,0.6,3.58,8.02,14.95,0.98,电气设备,深圳,41.72,12.56,13.25,2183885.0,916520.19,232075.47,215057.3,1.62,0.061,6.22,1.64,20021202.0,353220.44,2.67,34.97,83.33,46.46,5.12,27489.0
君正集团,4.91,7.56,11.58,3.75,6.3,10.59,13.63,4.71,化工原料,内蒙,9.33,84.38,84.38,2468116.0,380700.22,735043.94,27452.66,0.03,0.092,1.96,1.76,20110222.0,738637.0,0.88,18.38,46.12,44.85,35.68,118419.0
柘中股份,4.91,0.73,1.22,1.04,2.37,12.74,12.22,0.76,电气设备,上海,91.5,3.91,4.42,244278.66,70221.0,34174.5,52081.5,1.18,0.037000000000000005,4.77,2.8,20100128.0,75552.93,1.71,183.84,-7.07,17.27,9.81,31400.0
岭南股份,4.91,7.18,9.81,1.76,7.05,10.32,14.06,2.36,环境保护,广东,32.01,5.31,10.03,1143395.75,712854.56,28275.45,191439.77,1.91,0.09,3.7,3.03,20140219.0,125457.61,1.25,88.68,83.49,28.9,8.99,23927.0
中国中车,4.91,7.48,10.77,0.97,3.2,5.78,8.88,1.03,运输设备,北京,46.58,229.18,286.99,37238832.0,25190632.0,5620558.5,4063666.5,1.42,0.044000000000000004,4.28,1.93,20080818.0,5034628.0,1.75,-1.99,10.36,22.73,3.86,889929.0
幸福蓝海,4.9,4.05,6.09,1.18,3.48,3.65,5.83,2.28,影视音像,江苏,23.56,1.52,3.73,330875.5,210237.16,34413.32,85996.86,2.31,0.121,5.29,2.15,20160808.0,70094.28,1.88,41.01,102.7,39.67,9.18,37163.0
吉林敖东,4.9,7.26,8.94,2.17,4.7,6.84,9.17,1.54,中成药,吉林,15.94,10.95,11.63,2446092.0,556649.44,205316.45,406796.47,3.5,0.27899999999999997,18.13,0.98,19961028.0,1338941.25,11.52,41.23,-22.38,72.82,45.88,95715.0
哈尔斯,4.9,11.94,15.94,4.56,9.85,13.23,13.58,1.45,家居用品,浙江,53.64,2.35,4.1,169084.66,77419.11,56361.01,3573.23,0.09,0.028999999999999998,2.0,3.13,20110909.0,30522.3,0.74,2.78,-66.91,28.59,3.05,25460.0
三圣股份,4.9,6.05,9.04,1.99,9.09,9.6,12.73,2.37,其他建材,重庆,31.15,2.67,4.32,421565.31,204343.44,94271.93,25075.22,0.58,0.08,3.35,2.96,20150217.0,72543.32,1.68,65.16,32.86,25.36,6.45,52879.0
上海建工,4.9,7.31,9.08,1.94,4.92,7.14,9.56,1.95,建筑施工,上海,13.75,84.87,89.04,19058984.0,15217755.0,747953.31,231225.95,0.26,0.06,2.73,1.21,19980623.0,1085259.75,1.22,16.44,5.72,11.55,1.71,209136.0
捷顺科技,4.89,10.56,8.73,0.42,2.74,5.72,9.24,-1.08,软件服务,深圳,0.0,3.67,6.67,254833.0,196513.22,10534.9,111116.07,1.67,-0.038,3.47,2.51,20110815.0,50282.9,0.75,-34.17,-382.85,16.32,-37.13,30442.0
黔源电力,4.88,8.82,6.09,-0.18,,14.49,13.59,0.83,水力发电,贵州,56.95,3.05,3.05,1699197.63,82815.4,1597788.38,114406.01,3.75,0.065,7.78,1.9,20050303.0,76667.0,2.51,24.62,613.88,51.25,5.12,18800.0
柳药股份,4.88,7.41,10.06,2.55,5.84,8.56,11.49,3.14,医药商业,广西,20.66,2.05,2.59,827360.19,747053.38,42580.21,214659.22,8.29,0.43700000000000006,13.92,2.6,20141204.0,114588.45,4.42,25.32,35.27,9.63,4.18,18828.0
万里马,4.87,10.0,13.16,-0.54,3.05,5.18,8.18,-1.08,服饰,广东,0.0,1.09,3.12,101930.3,75089.68,17023.14,9534.82,0.31,-0.016,1.45,4.88,20170110.0,3030.01,0.1,28.74,-106.42,24.58,-5.02,23700.0
东华能源,4.87,5.61,7.09,3.15,6.93,11.12,13.94,4.3,石油贸易,江苏,11.8,15.04,16.5,2425390.5,1431263.25,823280.38,394683.28,2.39,0.207,4.81,2.03,20080306.0,239537.7,1.45,55.45,58.44,6.93,3.75,27566.0
歌尔股份,4.87,10.07,15.22,2.66,5.25,9.72,14.36,1.22,元器件,山东,44.89,27.23,32.45,2491776.75,1118792.63,947567.63,295067.25,0.91,0.057,4.64,2.19,20080522.0,803728.5,2.48,-10.61,-38.55,21.9,4.54,115333.0
轻纺城,4.87,5.98,7.49,1.83,4.83,6.22,7.73,1.82,商品城,浙江,14.45,14.66,14.66,859241.81,68969.31,20056.9,150655.81,1.03,0.063,3.46,1.06,19970228.0,145509.02,0.99,1.14,-0.54,63.82,40.17,41628.0
诚益通,4.86,5.65,8.2,1.71,2.34,2.77,5.84,0.77,电器仪表,北京,60.41,1.55,2.72,195874.02,116701.6,19550.75,99487.77,3.66,0.044000000000000004,5.68,1.87,20150319.0,33679.18,1.24,32.25,4.76,45.38,10.97,8662.0
高盟新材,4.86,6.66,7.26,0.58,1.23,3.27,2.97,1.47,化工原料,北京,26.07,2.03,2.61,173973.27,73507.3,27441.64,104295.36,4.0,0.084,5.67,1.54,20110407.0,14054.79,0.54,75.23,369.23,27.01,8.72,12575.0
扬子新材,4.86,9.18,11.64,4.21,6.99,8.31,11.4,2.76,其他建材,江苏,36.91,4.32,5.12,306384.81,209782.2,66038.18,921.4,0.02,0.040999999999999995,1.49,4.08,20120119.0,21061.39,0.41,3.84,-29.73,17.69,3.79,20840.0
汇金通,4.86,8.83,7.55,1.1,2.55,4.23,5.5,0.99,钢加工,山东,57.45,0.78,1.75,172449.72,132724.2,24719.36,45346.9,2.59,0.05,5.01,2.3,20161222.0,22192.35,1.27,17.7,-6.74,20.0,4.49,17646.0
曲江文旅,4.86,7.35,6.02,3.16,5.41,8.24,6.58,3.06,旅游服务,陕西,18.42,1.78,1.8,190185.44,74464.15,80895.45,44848.15,2.5,0.16699999999999998,5.45,2.25,19960516.0,35045.32,1.95,21.58,3.46,30.57,10.54,12853.0
博信股份,4.86,8.37,5.48,-1.0,-2.56,-0.86,13.11,8.49,建筑施工,广东,181.81,2.28,2.3,20687.99,20491.23,118.91,9573.63,0.42,0.026000000000000002,0.31,61.81,19970606.0,-26132.93,-1.14,3111.43,1188.48,2.54,1.24,11588.0
晨鸣纸业,4.86,7.07,9.28,3.07,7.67,10.19,13.56,2.72,造纸,山东,7.97,11.05,19.36,10708077.0,4856779.0,2816983.75,614925.75,3.18,0.31,9.65,1.33,20001120.0,955101.5,4.93,15.42,11.39,35.21,10.81,98301.0
启迪设计,4.86,5.36,9.04,1.38,4.52,5.76,9.15,1.05,建筑施工,江苏,70.09,0.43,1.34,182760.98,95464.75,20929.75,77447.0,5.77,0.1,8.73,2.96,20160204.0,26598.13,1.98,65.33,28.35,32.79,8.32,18070.0
飞凯材料,4.83,6.98,8.67,1.87,3.04,6.0,4.36,3.68,染料涂料,上海,32.4,3.64,4.27,302228.47,117173.15,60783.66,103471.96,2.42,0.172,4.67,4.77,20141009.0,51247.71,1.2,226.64,398.28,46.67,20.4,13035.0
特发信息,4.83,7.46,11.25,2.45,5.81,9.1,13.4,2.49,通信设备,深圳,24.86,5.42,6.27,619181.88,463234.09,55815.55,73884.7,1.18,0.081,3.24,2.48,20000511.0,61343.36,0.98,10.48,15.79,15.12,4.17,38748.0
中国太保,4.83,6.73,9.15,1.5,4.94,8.04,10.66,2.64,保险,上海,20.78,62.87,90.62,122718896.0,0.0,1282400.0,6661300.0,7.35,0.414,15.63,2.2,20071225.0,4947300.0,5.46,14.79,87.55,0.0,3.01,110553.0
申能股份,4.83,7.35,9.72,1.96,3.84,5.77,6.82,1.31,火力发电,上海,17.85,45.52,45.52,5600448.5,1354072.13,2319918.25,322578.75,0.71,0.07400000000000001,5.64,0.94,19930416.0,458867.16,1.01,14.1,-33.45,6.04,3.42,163922.0
银亿股份,4.82,9.29,9.05,0.6,3.81,6.13,8.92,2.35,区域地产,甘肃,17.7,25.74,40.28,4320526.0,2543595.25,363372.97,950584.5,2.36,0.107,4.56,1.67,20000622.0,653422.5,1.62,2.54,134.66,25.89,18.57,17705.0
合诚股份,4.82,6.96,10.03,1.95,4.9,7.58,9.86,0.43,建筑施工,福建,288.41,0.25,1.03,102704.61,67438.68,12510.92,25549.59,2.49,0.027000000000000003,6.21,5.0,20160628.0,29525.19,2.88,18.48,-76.0,41.29,3.59,9129.0
五洲交通,4.81,6.43,7.42,4.1,7.29,9.13,11.23,4.55,路桥,广西,6.07,11.26,11.26,1081411.0,346801.81,629883.63,46764.51,0.42,0.139,3.05,1.11,20001221.0,170774.5,1.52,-16.95,22.03,72.4,48.61,54703.0
宝信软件,4.81,6.29,8.09,2.0,4.8,7.4,8.89,2.98,软件服务,上海,41.41,6.1,8.77,880767.81,683532.13,94681.82,142795.3,1.63,0.19,5.85,4.76,19940311.0,221039.67,2.52,7.05,78.14,32.03,14.55,39263.0
通合科技,4.8,6.8,9.9,-0.42,-1.58,-1.09,2.48,-0.34,电气设备,河北,0.0,0.51,1.45,56704.98,37041.2,16516.35,18042.42,1.24,-0.01,2.96,6.61,20151231.0,10821.8,0.75,-10.47,16.74,35.18,-5.33,17011.0
国信证券,4.8,7.79,9.41,2.09,4.1,6.59,8.78,1.39,证券,深圳,25.54,82.0,82.0,20484688.0,0.0,143569.92,676895.69,0.83,0.08,5.82,1.58,20141229.0,1711250.38,2.09,-10.19,-28.97,0.0,31.63,116453.0
新南洋,4.8,14.65,19.51,1.69,2.83,7.67,7.88,1.14,文教休闲,上海,100.73,2.59,2.87,313278.13,205806.88,34117.1,82050.99,2.86,0.063,5.48,4.62,19930614.0,35836.89,1.25,28.0,12.08,43.36,4.02,14647.0
江阴银行,4.79,5.93,8.88,1.97,4.05,5.76,8.83,1.87,银行,江苏,14.15,7.18,17.67,11280206.0,0.0,96367.8,71443.8,0.4,0.10400000000000001,5.3,1.11,20160902.0,288746.59,1.63,13.29,4.74,0.0,29.33,83401.0
梅花生物,4.79,7.64,11.49,3.63,7.08,7.87,12.88,2.65,食品,西藏,14.14,30.74,31.08,1774041.0,507889.69,1031730.81,224245.16,0.72,0.08,3.01,1.5,19950217.0,375132.28,1.21,17.07,-27.39,23.95,7.73,160000.0
太阳纸业,4.79,8.71,13.27,5.23,10.06,15.0,19.6,5.66,造纸,山东,10.08,25.32,25.93,2652233.0,999252.69,1129642.0,147120.7,0.57,0.24,4.1,2.34,20061116.0,600255.38,2.32,14.29,40.14,27.53,12.23,51459.0
奋达科技,4.78,8.68,13.57,1.55,4.43,4.64,7.19,0.86,家用电器,深圳,54.51,10.11,20.8,858033.5,294424.44,103639.31,329085.44,1.58,0.026000000000000002,2.99,1.89,20120605.0,140647.2,0.68,79.8,20.51,22.28,8.48,45061.0
思创医惠,4.78,7.35,9.22,1.64,3.63,5.32,6.31,1.08,元器件,浙江,86.36,4.87,8.08,288230.41,132777.47,34352.15,79509.56,0.98,0.027999999999999997,2.57,3.75,20100430.0,40732.98,0.5,11.01,-33.79,42.85,9.55,55068.0
红旗连锁,4.77,6.21,6.62,1.76,4.37,5.92,7.11,2.28,超市连锁,四川,31.79,8.64,13.6,433361.31,235844.7,114355.46,4374.31,0.03,0.04,1.8,2.82,20120905.0,82831.5,0.61,6.11,38.41,27.39,2.95,60663.0
锦龙股份,4.77,7.63,9.99,1.95,2.66,5.23,5.22,0.99,证券,广东,59.52,8.95,8.96,3469932.5,0.0,12440.65,70811.96,0.79,0.042,4.17,2.38,19970415.0,195738.8,2.18,-16.93,-48.83,0.0,11.74,58518.0
尚荣医疗,4.77,7.23,6.47,2.92,5.24,7.76,7.78,2.36,医疗保健,深圳,20.19,4.08,7.06,419618.84,233430.72,22494.51,90320.8,1.28,0.077,3.27,1.91,20110225.0,67601.21,0.96,-16.25,2.98,27.29,10.92,44807.0
佳讯飞鸿,4.76,7.92,6.39,0.36,2.03,3.11,6.02,0.64,通信设备,北京,78.91,3.76,5.95,297447.28,196371.75,15995.54,81043.21,1.36,0.021,3.27,2.04,20110505.0,48947.46,0.82,34.61,111.69,32.37,5.07,38079.0
久之洋,4.76,4.83,12.08,1.92,3.34,2.41,3.81,0.6,电器仪表,湖北,152.2,0.47,1.2,127241.88,102122.28,15387.99,62806.51,5.23,0.059000000000000004,9.79,3.67,20160602.0,37316.84,3.11,10.63,-69.09,29.74,8.99,18029.0
天坛生物,4.75,8.65,11.92,4.35,33.69,35.98,38.81,3.49,生物制药,北京,39.73,8.71,8.71,461319.31,317218.97,90002.09,25941.07,0.3,0.126,3.62,5.55,19980616.0,197930.31,2.27,0.35,99.19,48.51,19.89,44297.0
海南海药,4.75,3.11,3.03,1.2,2.12,3.25,1.78,1.49,化学制药,海南,40.62,11.03,13.36,1045023.69,570586.38,110420.26,337232.5,2.52,0.054000000000000006,3.62,2.43,19940525.0,66182.0,0.5,61.68,9.38,53.6,11.01,41568.0
春兴精工,4.74,6.76,8.09,0.79,1.55,1.37,-13.38,0.11,通信设备,江苏,419.31,8.0,11.28,822814.44,385683.34,206512.81,144012.63,1.28,0.003,2.37,1.98,20110218.0,8212.25,0.07,52.35,-87.18,19.47,0.31,63734.0
汇鸿集团,4.73,6.91,8.2,1.94,3.04,4.23,10.02,1.63,商贸代理,江苏,20.74,2.42,22.42,3064943.75,1975705.63,126272.07,69732.77,0.31,0.053,3.25,1.36,20040630.0,166991.52,0.74,-2.18,-21.21,4.81,1.56,36974.0
中国铁建,4.73,7.22,10.67,2.14,4.82,7.55,10.74,,建筑施工,北京,10.1,115.03,135.8,82505024.0,65224184.0,4659710.5,4042333.25,2.98,0.252,10.23,1.0,20080310.0,8241421.0,6.07,6.97,18.86,9.91,2.6,291288.0
埃斯顿,4.73,2.82,4.72,0.91,2.79,4.04,6.05,1.14,机械基件,江苏,189.59,8.25,8.38,320464.47,178142.19,25748.0,51958.03,0.62,0.022000000000000002,1.88,8.69,20150320.0,26276.05,0.31,123.69,35.09,40.51,5.98,36283.0
现代投资,4.72,7.26,10.63,2.22,4.98,7.85,10.13,2.87,路桥,湖南,6.51,15.17,15.18,2368797.0,679133.31,221259.84,47330.23,0.31,0.166,5.78,0.75,19990128.0,579225.63,3.82,-13.23,43.44,17.97,12.14,61253.0
益民集团,4.72,6.71,7.36,2.4,4.74,6.73,6.54,2.31,百货,上海,18.74,10.54,10.54,295027.13,135783.77,19016.01,15640.04,0.15,0.048,2.08,1.74,19940204.0,77394.27,0.73,-21.8,0.66,43.07,12.16,69215.0
安徽合力,4.72,7.18,9.18,2.34,5.14,7.71,8.99,2.91,工程机械,安徽,13.02,7.4,7.4,740027.75,529467.69,150295.48,55345.35,0.75,0.184,6.31,1.52,19961009.0,280441.81,3.79,19.85,31.18,18.54,5.98,36930.0
中航电测,4.72,6.42,7.69,1.24,5.09,7.24,8.88,1.56,元器件,陕西,65.69,5.91,5.91,213115.7,143894.09,43962.59,20224.92,0.34,0.039,2.51,4.11,20100827.0,53124.23,0.9,21.48,37.38,34.72,7.6,15647.0
福达合金,4.71,,10.1,,4.93,8.18,10.91,,电气设备,浙江,281.39,0.25,0.98,114015.52,79346.43,24050.52,10085.88,1.03,0.055,6.88,9.06,20180517.0,27973.84,2.85,0.0,0.0,14.16,2.29,26189.0
四通股份,4.71,7.31,8.97,2.04,4.1,5.21,6.06,2.92,陶瓷,广东,32.21,2.67,2.67,81026.13,40477.34,7977.27,13989.55,0.52,0.078,2.66,3.77,20150701.0,27368.3,1.03,-5.76,49.58,35.81,23.05,20674.0
中材国际,4.71,7.14,7.46,2.14,6.17,9.58,12.91,2.28,建筑施工,江苏,17.69,16.83,17.54,3146020.0,2294319.75,195134.0,103469.21,0.59,0.10099999999999999,4.41,1.62,20050412.0,459442.84,2.62,15.29,18.09,18.3,3.94,79491.0
尖峰集团,4.7,7.39,11.95,4.57,9.57,11.37,13.26,3.78,水泥,浙江,10.51,3.44,3.44,436677.56,103607.31,128455.57,37276.62,1.08,0.303,8.01,1.59,19930728.0,162145.47,4.71,18.11,-7.0,40.45,15.58,27298.0
九牧王,4.7,7.22,9.48,3.43,5.42,8.08,9.26,3.65,服饰,福建,10.86,5.75,5.75,623503.06,275572.53,42325.09,257579.72,4.48,0.336,9.2,1.59,20110530.0,107533.86,1.87,12.47,21.37,58.23,25.86,18514.0
红蜻蜓,4.7,6.54,8.73,2.7,5.34,7.8,10.95,2.58,服饰,浙江,14.54,5.72,5.84,460114.19,337671.66,56913.8,99612.4,1.71,0.158,6.12,1.5,20150629.0,215684.8,3.69,3.8,4.01,34.56,11.06,28242.0
模塑科技,4.7,5.19,5.99,1.8,2.61,4.23,5.0,0.4,汽车配件,江苏,71.86,6.97,8.27,721800.19,254327.09,179166.69,0.08,0.0,0.013000000000000001,3.06,1.22,19970228.0,113060.3,1.37,1.09,-86.58,20.57,1.02,42827.0
可立克,4.7,7.66,7.2,1.83,3.63,4.97,6.89,2.12,电气设备,深圳,100.33,1.06,4.26,117021.61,83753.05,18899.98,5948.18,0.14,0.042,2.0,8.51,20151222.0,32568.19,0.76,36.59,18.0,21.38,7.05,50581.0
王府井,4.7,4.27,5.53,1.78,5.18,7.33,8.94,4.33,百货,北京,8.73,3.05,7.76,1984343.0,804141.0,458670.31,495869.56,6.39,0.585,13.51,1.51,19940506.0,316721.97,4.08,6.11,107.81,20.89,6.36,27064.0
中国交建,4.69,7.22,10.48,1.91,4.48,6.76,11.35,1.87,建筑施工,北京,15.79,117.47,161.75,85302656.0,44379304.0,4584765.5,2539722.0,1.57,0.212,10.15,1.32,20120309.0,10071715.0,6.23,12.76,9.35,12.6,3.68,141907.0
海螺水泥,4.69,8.07,11.13,2.72,8.35,11.76,17.73,5.07,水泥,安徽,10.66,40.0,52.99,12440197.0,4876875.0,5927833.5,1057632.5,2.0,0.902,17.76,2.16,20020207.0,7536791.0,14.22,37.59,121.9,41.25,25.46,97473.0
哈森股份,4.69,4.85,6.87,3.13,3.77,1.84,1.6,3.09,服饰,江苏,15.5,0.66,2.2,144760.3,122369.07,12280.96,46240.21,2.1,0.165,5.38,1.9,20160629.0,42676.48,1.94,-3.8,-4.4,54.93,9.13,22279.0
张家港行,4.68,,9.41,2.49,4.41,6.83,9.21,2.63,银行,江苏,12.29,8.41,18.08,9833919.0,0.0,61423.68,86643.13,0.48,0.126,4.79,1.3,20170124.0,156790.84,0.87,5.2,12.12,0.0,35.98,131448.0
招商证券,4.68,8.09,9.03,1.95,3.33,5.32,7.3,1.36,证券,深圳,21.31,49.04,66.99,29067980.0,0.0,61328.41,2753394.0,4.11,0.13,9.71,1.43,20091117.0,1781439.25,2.66,-7.17,-20.57,0.0,41.64,101872.0
赛轮金宇,4.68,6.76,7.99,-1.13,0.43,3.97,5.52,2.01,汽车配件,山东,14.87,22.94,27.01,1462191.63,666179.38,579493.5,183249.31,0.68,0.045,2.21,1.2,20110630.0,143214.34,0.53,-3.89,337.3,17.26,3.97,63622.0
联创电子,4.66,8.62,13.1,0.68,4.98,8.66,15.15,1.17,元器件,浙江,81.29,3.95,5.51,536098.5,282309.09,150163.19,48131.46,0.87,0.04,3.43,3.82,20040903.0,76618.61,1.39,33.97,101.32,11.13,2.45,36464.0
金力泰,4.66,5.85,8.08,1.21,2.98,4.14,5.31,0.85,染料涂料,上海,86.03,4.68,4.7,115179.45,73446.03,28317.15,2514.41,0.05,0.016,1.91,2.93,20110531.0,32102.0,0.68,-1.75,-28.73,21.19,4.5,9309.0
