序号,code,name,现价,涨跌幅(%),涨跌,换手(%),成交量,市盈率,昨收,开盘价,最高价,最低价,2018_profit,2017_profit,2016_profit,2015_profit,2014_profit
470,03328,交通银行,5.47,0.92,0.05,0.09,3260.22万,4.05,5.42,5.41,5.5,5.33,0,196388,193966,194482,178536
471,00041,鹰君,38.4,0.92,0.35,0.0,2.50万,2.99,38.05,37.8,38.4,37.8,0,3375,3313,2855,3001
472,01718,宏基集团控股,1.1,0.92,0.01,0.17,164.00万,--,1.09,1.03,1.19,1.02,-63.2,2.56,33.3,0,0
473,06818,中国光大银行,3.32,0.91,0.03,0.17,1172.60万,3.91,3.29,3.28,3.38,3.23,0,92018,94365,93364,78771
474,03366,华侨城(亚洲),3.33,0.91,0.03,0.06,44.00万,1.75,3.3,3.28,3.34,3.18,0,2185,1062,1401,859
475,00032,港通控股,13.36,0.91,0.12,0.02,9.10万,4.21,13.24,13.06,13.36,13.06,0,705,-82.23,157,60.69
476,01997,九龙仓置业,56.5,0.89,0.5,0.08,251.64万,9.96,56.0,56.95,57.1,56.05,0,15442,0,0,0
477,02012,阳光油砂,0.23,0.89,0.0,0.02,128.85万,--,0.22399999999999998,0.225,0.228,0.222,0,-282,-73.31,-406,-26.77
478,01461,鲁证期货,1.13,0.89,0.01,0.16,45.10万,5.89,1.12,1.13,1.13,1.1,0,207,155,115,0
479,01339,中国人民保险集团,3.42,0.89,0.03,0.37,3194.47万,7.51,3.39,3.4,3.46,3.32,0,,,,
480,00320,金宝通,1.16,0.87,0.01,0.0,3.60万,7.68,1.15,1.12,1.16,1.12,159,163,126,103,0
481,03998,波司登,1.16,0.87,0.01,0.09,933.60万,15.95,1.15,1.14,1.18,1.14,923,660,338,199,0
482,00532,WKKIntl(Hold),1.16,0.87,0.01,0.01,7.40万,7.81,1.15,1.15,1.16,1.15,0,160,94.95,88.7,106
483,00358,江西铜业股份,9.33,0.86,0.08,0.52,723.67万,8.48,9.25,9.25,9.36,9.02,0,2904,2084,1216,3912
484,03383,雅居乐集团,11.7,0.86,0.1,0.21,828.59万,6.29,11.6,11.5,11.72,11.0,0,16598,8601,7636,10491
485,02236,惠生工程,1.17,0.86,0.01,0.06,260.00万,28.70,1.16,1.11,1.19,1.11,0,229,154,311,267
486,00087,太古股份公司B,14.1,0.86,0.12,0.04,125.25万,0.81,13.98,13.98,14.12,13.84,0,35864,15384,16461,13697
487,02601,中国太保,29.5,0.85,0.25,0.82,2280.95万,14.39,29.25,29.25,30.15,28.8,0,,,,
488,06068,睿见教育,7.1,0.85,0.06,0.26,526.20万,40.98,7.04,7.04,7.16,6.94,0,270,0,0,0
489,02345,上海集优,1.19,0.85,0.01,0.07,50.40万,5.53,1.18,1.16,1.19,1.16,0,352,301,282,0
490,00728,中国电信,3.6,0.84,0.03,0.34,4731.76万,10.23,3.57,3.59,3.65,3.55,0,27220,27201,26442,28508
491,06886,HTSC,12.06,0.84,0.1,0.69,1186.66万,9.08,11.96,12.18,12.18,11.66,0,11045,8139,13843,0
492,02269,药明生物,78.4,0.84,0.65,0.23,286.25万,272.47,77.75,77.8,78.4,75.0,0,304,0,0,0
493,01310,香港宽频,12.1,0.83,0.1,0.92,928.83万,25.10,12.0,11.9,12.16,11.8,0,257,335,190,0
494,01985,美高域,1.21,0.83,0.01,0.13,38.00万,12.10,1.2,1.19,1.21,1.17,35.89,28.09,0,0,0
495,01349,复旦张江,3.69,0.82,0.03,0.11,38.90万,37.72,3.66,3.74,3.82,3.62,0,76,155,153,130
496,03378,厦门港务,1.23,0.82,0.01,0.07,70.20万,6.80,1.22,1.2,1.23,1.19,0,1238,1051,833,1027
497,00855,中国水务,9.91,0.81,0.08,0.23,363.40万,13.65,9.83,9.9,9.98,9.72,2691,2271,1449,1137,0
498,00927,富士高实业,1.24,0.81,0.01,0.01,2.00万,16.99,1.23,0.0,0.0,0.0,66.31,28.92,24.41,15.35,0
499,03848,富道集团,6.23,0.81,0.05,0.1,14.20万,24.75,6.18,6.18,6.25,6.13,0,39.73,0,0,0
500,00727,皇冠环球集团,1.25,0.81,0.01,0.0,12.60万,35.71,1.24,1.25,1.25,1.22,110,128,249,25.37,0
501,00571,丰德丽控股,1.25,0.81,0.01,0.08,118.00万,--,1.24,1.24,1.25,1.23,0,987,872,1388,1265
502,00576,浙江沪杭甬,6.28,0.8,0.05,0.4,571.77万,6.64,6.23,6.22,6.31,6.17,0,5183,4889,5447,3768
503,01090,大明国际,2.54,0.79,0.02,0.01,7.80万,35.31,2.52,2.55,2.55,2.55,0,239,678,-198,336
504,01097,有线宽频,0.13,0.79,0.0,0.03,133.10万,--,0.126,0.125,0.128,0.12300000000000001,0,-444,-312,-242,-139
505,01257,中国光大绿色环保,7.62,0.79,0.06,0.04,81.42万,14.74,7.56,7.55,7.63,7.42,0,1314,0,0,0
506,02727,上海电气,2.55,0.79,0.02,0.1,283.29万,11.44,2.53,2.53,2.56,2.49,0,4481,4979,6007,5202
507,00568,山东墨龙,1.28,0.79,0.01,0.12,31.44万,19.11,1.27,1.29,1.29,1.24,0,45.59,-606,-324,15.59
508,06090,胜捷企业,2.57,0.78,0.02,0.04,33.70万,9.86,2.55,1.71,2.57,1.71,0,49.39,0,0,0
509,03688,莱蒙国际,2.57,0.78,0.02,0.02,23.40万,0.80,2.55,2.56,2.58,2.55,0,6879,1440,2863,2678
510,00220,统一企业中国,9.08,0.78,0.07,0.15,652.91万,37.25,9.01,9.05,9.18,8.92,0,1187,963,1031,372
511,06889,DYNAMJAPAN,10.4,0.78,0.08,0.02,18.05万,9.91,10.32,10.32,10.52,10.32,17349,15899,18166,19344,0
512,00388,香港交易所,234.2,0.78,1.8,0.42,529.03万,28.29,232.4,230.8,235.4,228.4,0,8756,6890,9401,6244
513,06881,中国银河,3.91,0.77,0.03,0.35,1305.99万,7.82,3.88,3.89,3.96,3.8,0,4809,6577,13134,5003
514,00978,招商局置地,1.31,0.77,0.01,0.03,140.80万,3.27,1.3,1.3,1.31,1.27,0,5301,2542,927,1624
515,00081,中国海外宏洋集团,2.65,0.76,0.02,0.15,501.80万,4.76,2.63,2.62,2.66,2.54,0,3167,2133,1744,2687
516,01616,星宏传媒,1.34,0.75,0.01,0.57,715.80万,--,1.33,1.31,1.35,1.28,0,-29.26,60.76,24.53,28.4
517,01856,依波路,1.35,0.75,0.01,0.27,92.80万,--,1.34,1.34,1.36,1.34,0,-183,-143,-6.75,79.05
518,03737,中智药业,1.36,0.74,0.01,0.0,2.80万,12.94,1.35,1.36,1.36,1.31,0,89.88,69.16,101,0
519,00881,中升控股,20.65,0.73,0.15,0.24,536.98万,11.33,20.5,20.6,20.75,19.98,0,5885,3892,2010,2364
520,01858,春立医疗,19.5,0.72,0.14,0.23,4.36万,16.43,19.36,19.1,19.68,19.08,0,78.98,70.82,43.5,42.25
521,01005,MatrixHoldings,2.79,0.72,0.02,0.01,5.00万,18.60,2.77,2.79,2.79,2.79,0,109,135,397,126
522,00337,绿地香港,2.8,0.72,0.02,0.09,259.10万,5.08,2.78,2.81,2.85,2.7,0,2916,1267,248,84.69
523,01735,泓盈控股,1.41,0.71,0.01,0.04,9.20万,26.11,1.4,1.4,1.41,1.4,17.08,0,0,0,0
524,00984,永旺,4.23,0.71,0.03,0.0,--,--,4.2,0.0,0.0,0.0,0,-63.21,-10.61,122,306
525,00596,浪潮国际,2.83,0.71,0.02,0.03,26.80万,23.01,2.81,2.81,2.84,2.78,0,127,87.74,22.17,-61.82
526,00123,越秀地产,1.42,0.71,0.01,0.19,2358.60万,6.50,1.41,1.41,1.43,1.37,0,5074,3623,3694,4510
527,00034,九龙建业,8.53,0.71,0.06,0.03,29.60万,6.05,8.47,8.47,8.62,8.46,0,446,796,1275,1187
528,01585,雅迪控股,2.88,0.7,0.02,0.14,410.80万,17.79,2.86,2.82,2.88,2.8,0,479,554,0,0
529,01475,日清食品,4.34,0.7,0.03,0.16,175.70万,18.23,4.31,4.3,4.35,4.25,0,290,0,0,0
530,00746,理文化工,5.85,0.69,0.04,0.02,18.40万,6.87,5.81,5.78,5.9,5.78,0,931,340,356,411
531,00016,新鸿基地产,117.0,0.69,0.8,0.1,275.06万,5.13,116.2,116.5,117.3,115.6,0,43336,37625,33765,37113
532,00052,FairwoodHold,29.7,0.68,0.2,0.06,7.05万,17.56,29.5,29.5,29.7,29.3,255,250,243,180,0
533,01668,华南城,1.49,0.68,0.01,0.19,1522.20万,2.64,1.48,1.49,1.5,1.45,6783,6592,4904,5859,0
534,00001,长和,83.75,0.66,0.55,0.11,425.38万,9.20,83.2,83.65,83.85,83.1,0,46418,46463,128520,22257
535,00806,惠理集团,6.14,0.66,0.04,0.12,221.60万,5.55,6.1,6.12,6.17,5.95,0,2207,160,380,910
536,00551,裕元集团,23.3,0.65,0.15,0.06,103.17万,12.71,23.15,22.9,23.5,22.8,0,635,652,484,380
537,01898,中煤能源,3.12,0.65,0.02,0.12,499.02万,5.67,3.1,3.08,3.12,3.01,0,9455,6136,43.22,2497
538,00273,茂宸集团,0.16,0.65,0.0,0.02,958.01万,--,0.155,0.152,0.156,0.146,0,217,-793,242,744
539,02025,瑞丰动力,1.59,0.63,0.01,0.16,126.80万,8.39,1.58,1.58,1.6,1.54,0,122,0,0,0
540,01508,中国再保险,1.6,0.63,0.01,0.04,267.36万,11.12,1.59,1.58,1.6,1.58,0,,,,0
541,02600,中国铝业,3.21,0.63,0.02,0.46,1825.89万,33.80,3.19,3.2,3.23,3.09,0,3006,1660,193,-15966
542,01207,上置集团,0.16,0.62,0.0,0.01,209.40万,4.53,0.162,0.162,0.163,0.161,0,1263,74.2,-2257,924
543,00271,亚证地产,3.27,0.61,0.02,0.04,42.80万,24.01,3.25,3.23,3.28,3.23,0,83.55,108,76.51,45.34
544,01271,佳明集团控股,4.95,0.61,0.03,0.01,5.30万,20.45,4.92,4.92,4.95,4.87,235,249,445,372,0
545,00754,合生创展集团,6.61,0.61,0.04,0.02,44.00万,2.54,6.57,6.53,6.63,6.39,0,8746,5628,2839,4995
546,00151,中国旺旺,6.66,0.6,0.04,0.07,937.04万,21.38,6.62,6.68,6.77,6.52,5193,0,4811,729,777
547,02282,美高梅中国,16.66,0.6,0.1,0.27,1006.83万,27.27,16.56,16.66,16.72,16.3,0,2624,3099,3281,5769
548,01266,西王特钢,1.67,0.6,0.01,0.26,587.00万,3.15,1.66,1.65,1.69,1.6,0,1432,763,283,740
549,00165,中国光大控股,13.44,0.6,0.08,0.22,371.55万,5.46,13.36,13.24,13.5,13.04,0,4315,6013,1551,1799
550,01337,雷蛇,1.7,0.59,0.01,0.07,626.20万,--,1.69,1.7,1.7,1.65,0,-163,0,0,0
551,00496,卡森国际,3.42,0.59,0.02,0.1,141.70万,--,3.4,3.4,3.43,3.36,0,-188,6.54,232,120
552,00004,九龙仓集团,25.65,0.59,0.15,0.15,445.44万,3.56,25.5,25.55,25.65,25.15,0,20622,17065,14853,14283
553,06138,哈尔滨银行,1.71,0.59,0.01,0.03,102.10万,2.97,1.7,1.67,1.71,1.66,0,14134,14172,11945,10253
554,00400,科通芯城,3.44,0.58,0.02,0.1,144.90万,13.86,3.42,3.43,3.48,3.36,0,353,649,453,268
555,00364,区块链集团,0.17,0.58,0.0,0.09,105.42万,--,0.172,0.171,0.17300000000000001,0.17,0,69.57,-862,-706,-357
556,01660,兆邦基地产,10.56,0.57,0.06,0.13,162.48万,463.16,10.5,10.76,10.76,10.12,36.4,24.83,0,0,0
557,00816,华电福新,1.79,0.56,0.01,0.08,204.60万,4.57,1.78,1.77,1.8,1.75,0,4861,5351,4765,4942
558,01776,广发证券,10.74,0.56,0.06,0.19,320.12万,10.74,10.68,10.68,10.88,10.48,0,11644,10705,17806,0
559,00755,上海证大,0.18,0.56,0.0,0.09,1326.00万,78.26,0.179,0.17800000000000002,0.18,0.172,0,186,-909,-1053,-916
560,01599,城建设计,3.62,0.56,0.02,0.05,20.80万,7.74,3.6,3.58,3.64,3.55,0,609,567,462,414
561,00342,新海能源,1.81,0.56,0.01,0.21,305.40万,3.17,1.8,1.8,1.82,1.78,0,852,829,796,922
562,01347,华虹半导体,27.3,0.55,0.15,0.27,280.40万,21.74,27.15,27.2,27.75,26.6,0,172,153,125,121
563,00548,深圳高速公路股份,7.29,0.55,0.04,0.07,48.40万,8.01,7.25,7.29,7.29,7.22,0,1908,1645,1635,1459
564,06288,FastRetail-DRS,36.7,0.55,0.2,0.0,2400,0.26,36.5,36.6,36.7,36.3,0,176414,127292,164463,130402
565,00071,美丽华酒店,14.84,0.54,0.08,0.01,3.30万,5.89,14.76,14.66,14.84,14.66,0,1686,1464,1543,1471
566,00817,中国金茂,3.73,0.54,0.02,0.3,3468.21万,8.35,3.71,3.74,3.76,3.5,0,8825,8291,7973,10540
567,00941,中国移动,68.5,0.51,0.35,0.06,1136.22万,10.24,68.15,68.75,68.75,68.0,0,120126,118088,102922,117334
568,06837,海通证券,7.85,0.51,0.04,0.26,868.05万,10.47,7.81,7.71,7.9,7.59,0,12889,11162,21119,10420
569,03330,灵宝黄金,1.98,0.51,0.01,0.07,20.60万,15.88,1.97,1.95,1.99,1.95,0,358,152,-110,298
570,01340,惠生国际,0.2,0.51,0.0,0.2,177.20万,--,0.198,0.19399999999999998,0.2,0.19399999999999998,0,2.07,72,117,104
571,02199,维珍妮,5.99,0.5,0.03,0.01,11.60万,30.56,5.96,6.0,6.0,5.96,286,160,564,0,0
572,01816,中广核电力,2.03,0.49,0.01,0.27,3028.22万,8.10,2.02,2.03,2.04,2.0,0,13841,9577,9189,0
573,01830,必瘦站,2.08,0.48,0.01,0.28,304.00万,11.56,2.07,2.07,2.1,1.96,251,112,154,170,0
574,00856,伟仕佳杰,4.18,0.48,0.02,0.09,128.20万,8.30,4.16,4.09,4.19,4.09,0,1082,800,677,844
575,00112,勒泰商业地产,4.42,0.46,0.02,0.0,1.40万,9.02,4.4,4.38,4.42,4.38,0,351,-218,-39.26,-18.46
576,01618,中国中冶,2.21,0.46,0.01,0.23,650.33万,5.53,2.2,2.2,2.23,2.17,0,8779,6994,5939,5290
577,01335,顺泰控股,0.22,0.46,0.0,0.0,--,--,0.22,0.0,0.0,0.0,0,43.9,56.55,34.46,209
578,00363,上海实业控股,17.7,0.45,0.08,0.09,102.66万,6.11,17.62,17.54,17.8,17.4,0,9393,7499,5706,6759
579,01010,太睿国际控股,2.25,0.45,0.01,0.0,2000,--,2.24,2.25,2.25,2.25,0,-2.64,-4.9,-25.8,17.27
580,01899,兴达国际,2.3,0.44,0.01,0.19,282.40万,9.87,2.29,2.32,2.32,2.26,0,481,468,293,575
581,02348,东瑞制药,4.62,0.43,0.02,0.02,15.70万,10.49,4.6,4.59,4.63,4.55,0,366,333,377,259
582,01970,IMAXChina,23.1,0.43,0.1,0.65,233.53万,24.64,23.0,22.4,23.3,22.2,0,55.11,45.85,42.37,0
583,03838,中国淀粉,0.23,0.43,0.0,0.02,116.19万,3.02,0.233,0.231,0.23399999999999999,0.23,0,496,293,120,67.97
584,01636,中国金属利用,4.85,0.41,0.02,0.03,76.00万,50.57,4.83,4.85,4.85,4.82,0,400,-184,-427,355
585,02118,天山发展控股,2.44,0.41,0.01,0.05,50.80万,19.16,2.43,2.42,2.44,2.4,0,546,339,395,572
586,01193,华润燃气,36.65,0.41,0.15,0.17,369.15万,21.82,36.5,35.8,37.4,35.8,0,6305,5955,5311,4760
587,00026,中华汽车,98.0,0.41,0.4,0.0,1800,6.17,97.6,97.85,98.2,97.85,0,71.75,61.99,54.58,98.93
588,01742,HPCHoldings,0.25,0.41,0.0,0.82,1320.00万,--,0.245,0.24600000000000002,0.255,0.245,0,0,0,0,0
589,00950,李氏大药厂,9.88,0.41,0.04,0.06,32.60万,20.81,9.84,9.71,9.94,9.6,0,277,298,286,231
590,00038,第一拖拉机股份,2.52,0.4,0.01,0.11,44.80万,10.37,2.51,2.51,2.54,2.5,0,8.52,243,173,5.48
591,03839,正大企业国际,2.55,0.39,0.01,0.02,4.14万,2.31,2.54,2.5,2.56,2.48,0,19.07,13.62,15.04,0
592,00144,招商局港口,15.5,0.39,0.06,0.1,340.66万,8.43,15.44,15.44,15.56,15.28,0,3141,3897,2981,2591
593,02399,虎都,10.44,0.39,0.04,0.02,8.40万,189.30,10.4,10.4,10.46,10.32,0,63.94,215,435,411
594,03969,中国通号,5.29,0.38,0.02,0.11,222.83万,11.61,5.27,5.24,5.35,5.14,0,4286,3816,3144,0
595,01388,安莉芳控股,2.66,0.38,0.01,0.03,11.50万,2.25,2.65,2.6,2.72,2.6,0,675,158,299,269
596,06066,中信建投证券,5.32,0.38,0.02,0.08,99.70万,8.70,5.3,5.3,5.43,5.24,0,5349,7061,0,0
597,00045,大酒店,10.72,0.38,0.04,0.02,30.80万,14.69,10.68,10.66,10.8,10.52,0,919,824,1014,1105
598,00517,中远海运国际,2.87,0.35,0.01,0.02,29.63万,12.34,2.86,2.85,2.87,2.82,0,219,113,195,246
599,02328,中国财险,8.67,0.35,0.03,0.43,2955.50万,5.41,8.64,8.54,8.78,8.51,0,,,,
600,02738,华津国际控股,2.9,0.35,0.01,0.02,10.00万,15.67,2.89,2.9,2.9,2.9,0,108,118,0,0
601,01996,弘阳地产,2.9,0.35,0.01,0.15,487.00万,6.34,2.89,2.9,2.91,2.69,0,0,0,0,0
602,01140,东英金融,3.0,0.33,0.01,0.05,157.60万,44.31,2.99,2.98,3.0,2.96,88.97,16.08,21.64,-87.76,0
603,00216,建业实业,3.04,0.33,0.01,0.0,2.40万,0.82,3.03,3.03,3.04,3.01,3505,1024,892,2531,0
604,00293,国泰航空,12.16,0.33,0.04,0.07,261.65万,--,12.12,12.16,12.2,12.0,0,-1449,-525,6664,4435
605,00883,中国海洋石油,12.34,0.33,0.04,0.16,7023.49万,18.71,12.3,12.3,12.4,12.18,0,37050,-2412,17456,80915
606,00882,天津发展,3.1,0.32,0.01,0.01,6.60万,6.80,3.09,3.1,3.1,3.08,0,654,714,775,850
607,00308,香港中旅,3.13,0.32,0.01,0.08,457.43万,14.86,3.12,3.08,3.14,3.05,0,1406,526,1534,1677
608,01270,朗廷-SS,3.19,0.32,0.01,0.02,35.30万,5.80,3.18,3.16,3.22,3.16,0,1223,0,1519,644
609,01916,江西银行,6.42,0.31,0.02,0.01,10.90万,8.78,6.4,6.35,6.61,6.35,0,0,0,0,0
610,01600,天伦燃气,9.73,0.31,0.03,0.15,153.50万,19.80,9.7,9.72,9.8,9.5,0,637,608,526,371
611,00440,大新金融,48.9,0.31,0.15,0.03,9.44万,3.03,48.75,48.5,49.1,48.35,0,5499,5006,4867,0
612,01138,中远海能,3.37,0.3,0.01,0.28,359.05万,--,3.36,3.35,3.38,3.3,0,2055,1521,592,322
613,00270,粤海投资,13.46,0.3,0.04,0.06,363.61万,20.38,13.42,13.58,13.66,13.32,0,7621,5752,5246,6101
614,01299,友邦保险,67.75,0.3,0.2,0.14,1727.72万,17.01,67.55,67.5,68.3,66.4,0,,,,
615,01966,中骏置业,3.4,0.29,0.01,0.21,807.60万,3.55,3.39,3.4,3.42,3.3,0,5461,3494,2549,2539
616,00916,龙源电力,6.88,0.29,0.02,0.23,784.16万,5.82,6.86,6.91,6.91,6.65,0,8337,7548,7125,6559
617,00659,新创建集团,13.9,0.29,0.04,0.02,87.79万,10.86,13.86,13.8,13.98,13.8,0,3433,3950,3911,3556
618,06166,中国宏泰发展,3.53,0.28,0.01,0.02,34.50万,4.46,3.52,3.54,3.54,3.42,0,1498,941,681,932
619,02378,保诚,182.5,0.28,0.5,0.0,1000,18.58,182.0,182.3,182.5,182.3,0,,,,
620,00700,腾讯控股,376.6,0.27,1.0,0.18,1707.95万,30.50,375.6,375.8,377.6,371.6,0,90302,56117,40627,30542
621,00226,力宝,3.8,0.26,0.01,0.0,4000,20.00,3.79,3.8,3.8,3.8,275,468,-233,878,0
622,00006,电能实业,57.45,0.26,0.15,0.16,343.97万,14.73,57.3,57.2,57.8,57.2,0,2557,252,1238,54571
623,01333,中国忠旺,3.88,0.26,0.01,0.04,246.87万,7.90,3.87,3.87,3.9,3.79,0,4733,3679,3523,2970
624,00951,超威动力,3.94,0.26,0.01,0.11,121.40万,8.02,3.93,3.96,3.96,3.83,0,636,705,546,73.36
625,01928,金沙中国有限公司,40.45,0.25,0.1,0.11,883.78万,26.07,40.35,40.7,40.7,39.75,0,1773,1352,1519,2624
626,01548,金斯瑞生物科技,20.2,0.25,0.05,0.28,523.13万,170.07,20.15,20.1,20.45,19.5,0,38.52,32.51,22.98,0
627,00161,中航国际控股,4.08,0.25,0.01,0.11,36.40万,9.06,4.07,4.08,4.08,4.03,0,2313,1827,1161,1876
628,03393,威胜控股,4.17,0.24,0.01,0.02,20.80万,11.59,4.16,4.16,4.17,3.99,0,391,349,470,542
629,01836,九兴控股,8.57,0.23,0.02,0.04,32.30万,14.06,8.55,8.56,8.61,8.55,0,63.24,88.26,129,136
630,00035,远东发展,4.39,0.23,0.01,0.05,108.20万,6.36,4.38,4.38,4.39,4.3,2156,1567,979,1328,0
631,01093,石药集团,22.3,0.23,0.05,0.29,1793.06万,38.26,22.25,22.3,22.4,21.8,0,3482,2649,2166,1674
632,02357,中航科工,4.6,0.22,0.01,0.12,709.15万,18.72,4.59,4.56,4.6,4.47,0,2913,2731,2423,1995
633,03396,联想控股,23.3,0.21,0.05,0.03,32.68万,9.00,23.25,23.1,23.65,23.05,0,7432,8139,5438,0
634,01218,永义国际,4.68,0.21,0.01,0.01,1.00万,1.25,4.67,4.66,4.68,4.66,320,-220,197,244,0
635,01727,河北建设,4.71,0.21,0.01,0.23,104.00万,4.91,4.7,4.7,4.78,4.61,0,1565,0,0,0
636,01044,恒安国际,70.6,0.21,0.15,0.29,345.94万,18.70,70.45,71.0,71.0,69.85,0,5272,4743,6151,5750
637,01128,永利澳门,23.75,0.21,0.05,0.47,2442.83万,33.45,23.7,23.6,23.95,23.2,0,5370,2265,3032,6966
638,00511,电视广播,23.95,0.21,0.05,0.05,22.55万,42.77,23.9,23.8,23.95,23.7,0,543,545,957,1736
639,00338,上海石油化工股份,4.83,0.21,0.01,0.19,673.26万,5.89,4.82,4.81,4.88,4.74,0,6402,6778,3909,-588
640,01072,东方电气,4.83,0.21,0.01,0.23,79.04万,10.74,4.82,4.82,4.87,4.73,0,620,-1996,384,1326
641,01126,德林国际,5.05,0.2,0.01,0.01,3.40万,8.41,5.04,5.03,5.05,5.03,0,488,354,201,167
642,01686,新意网集团,5.15,0.2,0.01,0.03,73.84万,34.80,5.14,5.14,5.15,5.09,0,738,648,587,546
643,00020,会德丰,54.15,0.18,0.1,0.02,46.16万,5.37,54.05,54.1,54.25,53.35,0,23857,21135,20053,15729
644,03958,东方证券,5.75,0.17,0.01,0.34,345.60万,19.17,5.74,5.72,5.8,5.62,0,4389,2813,0,0
645,01980,天鸽互动,6.05,0.17,0.01,0.11,137.34万,15.32,6.04,6.07,6.12,5.93,0,389,290,189,211
646,02777,富力地产,13.82,0.14,0.02,0.94,951.76万,13.82,13.8,13.74,13.82,13.1,0,30053,13456,12419,11228
647,02238,广汽集团,7.2,0.14,0.01,0.55,1705.56万,2.72,7.19,7.2,7.26,7.01,0,4492,2141,387,-504
648,00029,达力集团,7.5,0.13,0.01,0.01,2.80万,10.70,7.49,7.28,7.45,7.28,0,147,133,122,119
649,00347,鞍钢股份,7.51,0.13,0.01,1.7,1846.39万,6.83,7.5,7.41,7.59,7.22,0,5526,1591,-3873,1565
650,01313,华润水泥控股,7.78,0.13,0.01,0.41,2831.07万,7.10,7.77,7.75,7.88,7.4,0,4884,2158,984,5754
651,02869,绿城服务,7.86,0.13,0.01,0.45,1249.85万,46.83,7.85,7.7,7.95,7.6,0,485,417,0,0
652,00066,港铁公司,41.9,0.12,0.05,0.04,239.06万,14.81,41.85,41.85,42.05,41.75,0,14300,11710,13513,14682
653,02051,５１信用卡,8.47,0.12,0.01,0.34,398.60万,--,8.46,8.29,8.5,8.13,0,0,0,0,0
654,06178,光大证券,8.8,0.11,0.01,0.01,7.12万,11.10,8.79,8.76,8.9,8.72,0,3994,3932,0,0
655,00863,品牌中国,9.01,0.11,0.01,0.0,6000,--,9.0,9.01,9.01,9.01,0,-53.46,-34.34,51.67,55.86
656,02588,中银航空租赁,47.5,0.1,0.05,0.06,43.07万,7.15,47.45,47.85,48.2,46.95,0,551,474,0,0
657,03308,金鹰商贸集团,9.6,0.1,0.01,0.01,20.50万,10.49,9.59,9.66,9.66,9.59,0,1833,963,1508,1323
658,00011,恒生银行,198.4,0.1,0.2,0.07,124.80万,19.26,198.2,199.9,199.9,197.5,0,50076,44133,44021,0
659,00044,香港飞机工程,69.2,0.07,0.05,0.01,2.00万,--,69.15,69.05,69.2,69.05,0,-89,127,415,509
660,00316,东方海外国际,78.5,0.06,0.05,0.09,55.77万,45.66,78.45,78.45,78.5,78.4,0,232,-138,353,329
661,01399,飞毛腿,1.04,0.0,0.0,0.0,--,--,1.04,0.0,0.0,0.0,0,0,-174,41.54,15.87
662,01400,宏太控股,0.1,0.0,0.0,0.0,--,--,0.10400000000000001,0.0,0.0,0.0,0,-632,-235,-10.97,113
663,03626,HsspIntl,1.75,0.0,0.0,0.0,--,29.66,1.75,0.0,0.0,0.0,0,13.39,7.85,0,0
664,01182,胜龙国际,0.26,0.0,0.0,0.03,64.00万,--,0.26,0.265,0.27,0.26,-22.47,-85.12,-132,-38.37,0
665,01189,珀丽酒店,0.35,0.0,0.0,0.0,1028,--,0.355,0.0,0.0,0.0,0,-128,-92.53,-120,376
666,01421,工盖有限公司,0.23,0.0,0.0,0.0,3.00万,--,0.23199999999999998,0.226,0.23199999999999998,0.226,0,-27.37,4.57,4.26,7.02
667,03320,华润医药,11.2,0.0,0.0,0.02,118.61万,20.36,11.2,11.08,11.26,11.04,0,8582,8043,0,0
668,00455,天大药业,0.25,0.0,0.0,0.02,36.00万,53.19,0.25,0.25,0.25,0.25,29.94,32.75,18.42,-24.26,0
669,01428,耀才证券金融,2.07,0.0,0.0,0.09,145.80万,6.81,2.07,2.03,2.07,2.01,768,373,461,329,0
670,04610,CZB17USDPREF,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0,0,0,0,0
671,00114,HeraldHold,0.95,0.0,0.0,0.0,--,--,0.95,0.0,0.0,0.0,-26.11,202,48.03,21.66,0
672,00153,中国赛特,0.52,0.0,0.0,0.44,1023.40万,4.44,0.52,0.51,0.52,0.5,0,314,392,448,459
673,01395,强泰环保,0.24,0.0,0.0,0.0,--,--,0.237,0.0,0.0,0.0,0,-50.89,18.52,36.23,22.14
674,00149,中国农产品交易,0.05,0.0,0.0,0.0,30.00万,--,0.046,0.046,0.046,0.046,0,-29.51,-583,-226,-60.08
675,01419,盈健医疗,1.72,0.0,0.0,0.01,5.20万,30.71,1.72,1.72,1.72,1.72,0,20.1,40.12,0,0
676,01187,汉唐国际控股,2.61,0.0,0.0,0.0,--,--,2.61,0.0,0.0,0.0,0,-51.52,-76.57,-161,-31.77
677,03322,永嘉集团,0.67,0.0,0.0,0.01,6.80万,41.88,0.67,0.68,0.68,0.67,0,37.31,195,293,39.57
678,01397,碧瑶绿色集团,0.76,0.0,0.0,0.0,--,15.20,0.76,0.0,0.0,0.0,0,29.84,36.1,36.28,33.38
679,01393,恒鼎实业,0.26,0.0,0.0,0.03,63.30万,--,0.255,0.255,0.255,0.25,0,-1075,-1000,-2349,-1354
680,04609,CMBC16USDPREF,0.0,0.0,0.0,0.0,--,--,0.0,0.0,0.0,0.0,0,0,0,0,0
681,01174,太平洋恩利,0.15,0.0,0.0,0.0,--,24.33,0.146,0.0,0.0,0.0,0,0,0,0,1102
