序号,code,name,现价,涨跌幅(%),涨跌,换手(%),成交量,市盈率,昨收,开盘价,最高价,最低价,2018_profit,2017_profit,2016_profit,2015_profit,2014_profit
299,02022,游莱互动,1.2,1.7,0.02,0.4,806.00万,118.13,1.18,1.17,1.2,1.15,0,3.97百万美元,0,0,0
300,00901,鹰力投资,0.24,1.7,0.0,0.04,76.00万,--,0.23600000000000002,0.225,0.249,0.225,0,-37.45百万港币,-71.3百万港币,-58.65百万港币,-25.2百万港币
301,01104,亚太资源,1.2,1.7,0.02,0.04,34.60万,1.15,1.18,1.18,1.21,1.18,0,617百万港币,-15.71百万港币,-850百万港币,913百万港币
302,00107,四川成渝高速公路,2.41,1.69,0.04,0.2,183.80万,3.71,2.37,2.37,2.41,2.34,0,1311百万人民币,1437百万人民币,1375百万人民币,1300百万人民币
303,00019,太古股份公司A,85.0,1.68,1.4,0.13,121.10万,4.90,83.6,84.8,85.0,83.6,0,35864百万港币,15384百万港币,16461百万港币,13697百万港币
304,01612,永胜医疗,0.61,1.67,0.01,0.0,--,29.61,0.6,0.0,0.0,0.0,0,20.88百万港币,48.15百万港币,0,0
305,01610,中粮肉食,1.22,1.67,0.02,0.09,346.40万,8.79,1.2,1.21,1.24,1.2,0,448百万人民币,949百万人民币,0,0
306,02362,金川国际,1.22,1.67,0.02,0.24,1164.30万,17.54,1.2,1.18,1.23,1.16,0,61.19百万美元,3.32百万美元,-370百万美元,-432百万美元
307,01884,eprint集团,0.61,1.67,0.01,0.37,201.60万,15.21,0.6,0.6,0.65,0.59,28.86百万港币,14.35百万港币,23.09百万港币,36.69百万港币,0
308,00968,信义光能,2.44,1.67,0.04,0.12,923.54万,7.48,2.4,2.38,2.45,2.36,0,2914百万港币,2448百万港币,1410百万港币,577百万港币
309,00539,冠华国际控股,0.12,1.65,0.0,0.34,1703.32万,1.62,0.121,0.121,0.124,0.11900000000000001,349百万港币,138百万港币,282百万港币,545百万港币,0
310,00152,深圳国际,14.82,1.65,0.24,0.12,248.89万,16.29,14.58,14.52,14.84,14.2,0,5587百万港币,3525百万港币,3703百万港币,4812百万港币
311,01360,MegaexpoHldg,1.86,1.64,0.03,0.11,162.00万,28.35,1.83,1.84,1.86,1.82,0,-20.24百万港币,-64.54百万港币,50.96百万港币,20.98百万港币
312,00603,中油燃气,0.62,1.64,0.01,0.01,67.24万,12.73,0.61,0.59,0.62,0.59,0,916百万港币,976百万港币,174百万港币,857百万港币
313,00915,道和环球,0.31,1.64,0.01,0.1,159.10万,--,0.305,0.32,0.33,0.305,0,421000百万美元,505000百万美元,2.69百万美元,0
314,02318,中国平安,71.55,1.63,1.15,0.92,6834.82万,9.94,70.4,70.1,72.35,69.45,0,,,,
315,02303,恒兴黄金,6.9,1.62,0.11,0.03,29.40万,22.14,6.79,6.92,6.92,6.77,0,337百万人民币,257百万人民币,53.59百万人民币,-34.01百万人民币
316,01822,弘达金融控股,0.32,1.61,0.01,0.0,21.00万,--,0.31,0.31,0.315,0.31,0,-1.54百万港币,-19.39百万港币,-4.72百万港币,-46.03百万港币
317,00931,中国天然气,1.28,1.59,0.02,0.11,627.85万,--,1.26,1.26,1.28,1.25,0,-136百万港币,155百万港币,402百万港币,351百万港币
318,03899,中集安瑞科,7.7,1.58,0.12,0.09,170.80万,29.87,7.58,7.55,7.77,7.5,0,740百万人民币,666百万人民币,718百万人民币,1223百万人民币
319,03618,重庆农村商业银行,4.5,1.58,0.07,0.4,1006.34万,3.46,4.43,4.47,4.63,4.34,0,23970百万人民币,21662百万人民币,21889百万人民币,19802百万人民币
320,00124,粤海置地,1.93,1.58,0.03,0.0,6.20万,1668.32,1.9,1.87,1.94,1.87,0,146百万港币,156百万港币,176百万港币,90.9百万港币
321,00699,神州租车,7.09,1.58,0.11,0.24,518.54万,13.26,6.98,6.98,7.09,6.8,0,1175百万人民币,1760百万人民币,1669百万人民币,513百万人民币
322,00765,PerfectechIntl,1.94,1.57,0.03,0.01,4.60万,--,1.91,1.93,1.94,1.93,0,-5.69百万港币,36.87百万港币,-10.71百万港币,13.84百万港币
323,01538,中奥到家,1.3,1.56,0.02,0.28,223.80万,9.60,1.28,1.26,1.32,1.2,0,149百万人民币,24.26百万人民币,35.37百万人民币,0
324,03997,电讯首科,2.6,1.56,0.04,0.23,29.80万,13.19,2.56,2.58,2.6,2.54,29.52百万港币,27.39百万港币,26.92百万港币,29.72百万港币,0
325,01446,鸿福堂,0.65,1.56,0.01,0.01,4.80万,52.42,0.64,0.64,0.65,0.64,0,9.15百万港币,6.19百万港币,12.71百万港币,-29.62百万港币
326,01263,栢能集团,7.2,1.55,0.11,1.2,444.80万,9.47,7.09,7.15,7.3,6.95,0,359百万港币,158百万港币,-16.18百万港币,64.96百万港币
327,02386,中石化炼化工程,7.9,1.54,0.12,0.22,320.75万,25.34,7.78,7.71,7.94,7.68,0,1112百万人民币,1935百万人民币,3845百万人民币,4039百万人民币
328,01319,霭华押业信贷,0.33,1.54,0.01,0.04,73.60万,6.88,0.325,0.32,0.33,0.32,158百万港币,158百万港币,132百万港币,108百万港币,0
329,00771,自动系统,1.32,1.54,0.02,0.11,91.92万,14.68,1.3,1.31,1.32,1.26,0,69.75百万港币,38.98百万港币,27.58百万港币,29.59百万港币
330,00176,先机企业集团,0.33,1.54,0.01,0.02,37.60万,6.96,0.325,0.32,0.345,0.32,0,79.05百万港币,7.76百万港币,-7.73百万港币,0
331,01637,顺兴集团控股,0.66,1.54,0.01,0.1,37.80万,7.42,0.65,0.65,0.66,0.64,43.18百万港币,15.65百万港币,0,0,0
332,03315,金邦达宝嘉,1.99,1.53,0.03,0.0,2.50万,8.30,1.96,1.96,1.99,1.96,0,199百万人民币,245百万人民币,296百万人民币,257百万人民币
333,01043,光宇国际集团科技,2.69,1.51,0.04,0.24,91.40万,3.75,2.65,2.66,2.7,2.65,0,292百万人民币,227百万人民币,85.05百万人民币,57.63百万人民币
334,00586,海螺创业,27.0,1.5,0.4,0.2,367.85万,11.92,26.6,26.7,27.0,26.35,0,700百万人民币,772百万人民币,725百万人民币,560百万人民币
335,00189,东岳集团,6.09,1.5,0.09,0.41,872.60万,6.68,6.0,6.02,6.15,5.92,0,2142百万人民币,862百万人民币,-797百万人民币,691百万人民币
336,01029,铁货,0.14,1.49,0.0,0.17,1188.20万,1.09,0.134,0.134,0.136,0.131,0,113百万美元,-18.81百万美元,-504百万美元,-300百万美元
337,02638,港灯-SS,8.2,1.49,0.12,0.07,640.50万,21.69,8.08,8.08,8.25,8.03,0,5280百万港币,5172百万港币,5288百万港币,5027百万港币
338,01811,中广核新能源,1.37,1.48,0.02,0.07,311.60万,12.18,1.35,1.35,1.38,1.32,0,166百万美元,177百万美元,159百万美元,150百万美元
339,00960,龙湖集团,20.55,1.48,0.3,0.08,463.56万,7.90,20.25,20.2,20.6,19.5,0,26554百万人民币,15956百万人民币,13938百万人民币,13627百万人民币
340,00145,香港建屋贷款,0.07,1.47,0.0,0.01,34.40万,--,0.068,0.068,0.069,0.068,0,-125百万港币,-139百万港币,-779百万港币,-193百万港币
341,00500,先丰服务集团,1.39,1.46,0.02,0.02,37.10万,--,1.37,1.36,1.39,1.33,0,-221百万港币,-199百万港币,-116百万港币,-134百万港币
342,00178,莎莎国际,4.18,1.46,0.06,0.46,1395.88万,28.63,4.12,4.12,4.26,4.1,549百万港币,395百万港币,461百万港币,992百万港币,0
343,00031,航天控股,0.7,1.45,0.01,0.06,194.70万,4.44,0.69,0.68,0.7,0.68,0,932百万港币,1723百万港币,2647百万港币,728百万港币
344,01041,林达控股,0.21,1.44,0.0,0.06,98.28万,6.96,0.20800000000000002,0.20199999999999999,0.213,0.201,0,32.12百万港币,-136百万港币,-257百万港币,129百万港币
345,00832,建业地产,3.55,1.43,0.05,0.05,135.80万,8.92,3.5,3.43,3.56,3.4,0,1910百万人民币,1295百万人民币,1933百万人民币,2292百万人民币
346,00111,信达国际控股,0.71,1.43,0.01,0.01,3.00万,6.86,0.7,0.7,0.75,0.7,0,81.95百万港币,64.03百万港币,46.33百万港币,17.81百万港币
347,02099,中国黄金国际,12.86,1.42,0.18,0.18,71.93万,91.02,12.68,12.88,13.1,12.5,0,78.63百万美元,34.38百万美元,38.72百万美元,73.36百万美元
348,01635,大众公用,2.87,1.41,0.04,0.01,3.20万,61.08,2.83,2.87,2.88,2.87,0,627百万人民币,681百万人民币,0,0
349,00582,蓝鼎国际,5.03,1.41,0.07,0.02,68.20万,986.27,4.96,4.93,5.12,4.88,0,-140百万港币,-1315百万港币,-1089百万港币,-344百万港币
350,00208,保利达资产,0.72,1.41,0.01,0.07,305.00万,11.86,0.71,0.71,0.73,0.71,0,269百万港币,-4.75百万港币,-142百万港币,-174百万港币
351,03988,中国银行,3.61,1.41,0.05,0.42,3.48亿,4.51,3.56,3.57,3.64,3.52,0,483761百万人民币,485656百万人民币,473912百万人民币,456328百万人民币
352,03301,融信中国,9.47,1.39,0.13,0.39,628.85万,6.47,9.34,9.44,9.54,8.75,0,4484百万人民币,2001百万人民币,2053百万人民币,0
353,02383,TOM集团,2.19,1.39,0.03,0.01,30.80万,--,2.16,2.17,2.2,2.16,0,-246百万港币,-218百万港币,-143百万港币,-5.35百万港币
354,00711,亚洲联合基建控股,0.73,1.39,0.01,0.03,57.60万,8.27,0.72,0.72,0.73,0.7,230百万港币,236百万港币,350百万港币,145百万港币,0
355,00332,元亨燃气,0.73,1.39,0.01,0.06,356.00万,26.80,0.72,0.72,0.73,0.71,212百万人民币,-91.33百万人民币,-6.09百万人民币,29.42百万人民币,0
356,01372,比速科技,4.4,1.38,0.06,0.05,10.00万,23.28,4.34,4.39,4.4,4.39,0,69.89百万港币,-32.35百万港币,19.05百万港币,0
357,01385,上海复旦,8.09,1.38,0.11,0.06,15.80万,19.92,7.98,7.96,8.14,7.92,0,246百万人民币,260百万人民币,193百万人民币,184百万人民币
358,01546,德莱建业,0.74,1.37,0.01,0.02,16.00万,9.67,0.73,0.76,0.76,0.72,74.52百万港币,30.16百万港币,6.01百万港币,0,0
359,00419,华谊腾讯娱乐,0.37,1.37,0.01,0.03,342.25万,--,0.365,0.355,0.37,0.355,0,-141百万港币,-139百万港币,-128百万港币,26.3百万港币
360,00291,华润啤酒,37.4,1.35,0.5,0.14,439.14万,86.65,36.9,36.85,37.4,36.3,0,1816百万人民币,1739百万人民币,-2453百万港币,1841百万港币
361,01729,汇聚科技,0.38,1.33,0.01,0.09,169.20万,4.38,0.375,0.375,0.385,0.37,171百万港币,0,0,0,0
362,00663,金山能源,0.15,1.33,0.0,0.01,43.00万,--,0.15,0.14800000000000002,0.152,0.14800000000000002,0,-112百万港币,-179百万港币,1830百万港币,-1846百万港币
363,06829,龙升集团控股,0.38,1.33,0.01,0.04,48.00万,7.02,0.375,0.375,0.38,0.375,64.1百万港币,0,0,0,0
364,01131,鸿宝资源,1.53,1.32,0.02,0.13,807.50万,22.84,1.51,1.51,1.54,1.5,766百万港币,388百万港币,509百万港币,213百万港币,0
365,01226,中国投融资,0.08,1.32,0.0,0.11,249.00万,--,0.076,0.076,0.079,0.076,-1126百万港币,439百万港币,41.47百万港币,2.81百万港币,0
366,00154,北京控股环境集团,0.77,1.32,0.01,0.0,5.30万,6.07,0.76,0.75,0.77,0.75,0,358百万港币,102百万港币,108百万港币,10.78百万港币
367,01552,BHCCHolding,0.39,1.32,0.01,0.04,36.00万,8.34,0.38,0.38,0.385,0.38,0,8.44百万新加坡元,0,0,0
368,02317,味丹国际,0.78,1.3,0.01,0.01,10.00万,7.99,0.77,0.77,0.77,0.77,0,23.05百万美元,28.68百万美元,16.24百万美元,-1.13百万美元
369,01968,兴纺控股,3.16,1.28,0.04,0.98,629.60万,15.99,3.12,3.15,3.2,3.03,0,0,0,0,0
370,01231,新矿资源,0.79,1.28,0.01,0.06,228.00万,--,0.78,0.8,0.8,0.8,0,-47.2百万人民币,-544百万人民币,-45.64百万人民币,-45.81百万人民币
371,06899,联众,0.79,1.28,0.01,0.0,3.20万,--,0.78,0.78,0.79,0.77,0,-36.6百万人民币,146百万人民币,139百万人民币,112百万人民币
372,00460,四环医药,1.59,1.27,0.02,0.13,1206.16万,8.67,1.57,1.57,1.59,1.54,0,1688百万人民币,2131百万人民币,2694百万人民币,1979百万人民币
373,01717,澳优,9.58,1.27,0.12,0.1,126.90万,24.57,9.46,9.28,9.71,8.95,0,439百万人民币,298百万人民币,3.79百万人民币,137百万人民币
374,00235,中策集团,0.08,1.27,0.0,0.05,865.50万,10.81,0.079,0.079,0.08,0.076,0,178百万港币,-518百万港币,693百万港币,381百万港币
375,01345,中国先锋医药,2.4,1.27,0.03,0.02,31.10万,9.10,2.37,2.37,2.42,2.36,0,309百万人民币,282百万人民币,207百万人民币,305百万人民币
376,00108,国锐地产,0.8,1.27,0.01,0.06,161.00万,--,0.79,0.79,0.81,0.77,0,-67.63百万港币,-34.68百万港币,-18.41百万港币,-8.15百万港币
377,00362,中国天化工,0.4,1.27,0.01,0.32,350.50万,--,0.395,0.39,0.4,0.38,0,-91.74百万港币,-444百万港币,-279百万港币,-638百万港币
378,00595,AVConceptHold,0.4,1.27,0.01,0.04,35.40万,2.27,0.395,0.385,0.405,0.385,164百万港币,276百万港币,757000百万港币,-64.38百万港币,0
379,00191,丽新国际,11.34,1.25,0.14,0.01,2.30万,3.22,11.2,11.38,11.5,11.1,0,2037百万港币,773百万港币,2185百万港币,1659百万港币
380,03606,福耀玻璃,28.35,1.25,0.35,0.37,185.56万,25.78,28.0,27.7,28.4,27.45,0,3711百万人民币,3970百万人民币,3207百万人民币,0
381,00851,盛源控股,0.24,1.25,0.0,0.01,30.00万,--,0.24,0.24,0.245,0.24,0,-182百万港币,-15.03百万港币,-31.73百万港币,-2.65百万港币
382,02016,浙商银行,4.08,1.24,0.05,0.0,2.50万,5.97,4.03,4.03,4.1,4.02,0,34264百万人民币,33653百万人民币,25130百万人民币,0
383,00418,方正控股,0.41,1.24,0.01,0.03,31.20万,5.47,0.405,0.405,0.41,0.4,0,91.23百万港币,44.16百万港币,25.53百万港币,10.79百万港币
384,01030,新城发展控股,6.6,1.23,0.08,0.41,2416.72万,8.22,6.52,6.54,6.64,6.22,0,11155百万人民币,4738百万人民币,3837百万人民币,3065百万人民币
385,00845,恒盛地产,0.41,1.22,0.01,0.03,210.20万,--,0.41,0.415,0.415,0.395,0,-2013百万人民币,-4850百万人民币,-3888百万人民币,-2636百万人民币
386,02628,中国人寿,19.98,1.22,0.24,0.49,3625.43万,8.33,19.74,20.0,20.25,19.58,0,,,,
387,02952,蓝鼎国际（旧）,5.0,1.22,0.06,0.01,21.00万,980.39,4.94,4.98,5.0,4.86,0,0,0,0,0
388,00047,合兴集团,0.17,1.21,0.0,0.0,13.98万,9.77,0.165,0.165,0.168,0.162,0,242百万港币,177百万港币,94.1百万港币,48.28百万港币
389,00094,绿心集团,0.84,1.21,0.01,0.01,11.00万,15.00,0.83,0.83,0.84,0.83,0,40.82百万港币,-980000百万港币,-616百万港币,-183百万港币
390,00710,京东方精电,2.53,1.2,0.03,0.07,48.80万,84.33,2.5,2.5,2.6,2.38,0,20.63百万港币,59.7百万港币,325百万港币,273百万港币
391,01866,中国心连心化肥,3.4,1.19,0.04,0.06,56.30万,8.35,3.36,3.42,3.42,3.29,0,485百万人民币,40.09百万人民币,478百万人民币,285百万人民币
392,03636,保利文化,11.9,1.19,0.14,0.02,1.51万,245.88,11.76,11.7,12.48,11.7,0,484百万人民币,484百万人民币,389百万人民币,487百万人民币
393,00056,联合地产(香港),1.71,1.18,0.02,0.02,162.02万,2.92,1.69,1.71,1.73,1.69,0,5590百万港币,5256百万港币,6232百万港币,3448百万港币
394,00903,冠捷科技,0.86,1.18,0.01,0.01,18.00万,--,0.85,0.87,0.87,0.84,0,1.83百万美元,125百万美元,58.98百万美元,89.71百万美元
395,00842,理士国际,0.86,1.18,0.01,0.03,41.30万,3.98,0.85,0.81,0.86,0.8,0,307百万人民币,281百万人民币,135百万人民币,112百万人民币
396,01978,叙福楼集团,0.86,1.18,0.01,0.19,154.00万,--,0.85,0.84,0.86,0.82,0,0,0,0,0
397,02689,玖龙纸业,8.6,1.18,0.1,0.23,1059.15万,3.86,8.5,8.52,8.61,8.3,0,6561百万人民币,4331百万人民币,3240百万人民币,3623百万人民币
398,00010,恒隆集团,21.5,1.18,0.25,0.06,83.44万,5.51,21.25,21.15,21.55,20.95,0,11291百万港币,8641百万港币,6956百万港币,14486百万港币
399,00113,迪生创建,3.45,1.17,0.04,0.02,6.70万,8.80,3.41,3.38,3.45,3.37,164百万港币,87.94百万港币,-276百万港币,-83.31百万港币,0
400,01083,港华燃气,7.79,1.17,0.09,0.06,180.31万,15.62,7.7,7.66,7.83,7.48,0,1918百万港币,1455百万港币,1268百万港币,1531百万港币
401,02883,中海油田服务,6.96,1.16,0.08,0.24,429.95万,--,6.88,6.88,6.96,6.74,0,1428百万人民币,-11368百万人民币,1632百万人民币,8426百万人民币
402,00023,东亚银行,30.45,1.16,0.35,0.03,89.01万,9.49,30.1,30.1,30.6,30.05,0,15953百万港币,14714百万港币,15867百万港币,0
403,01889,三爱健康集团,0.43,1.16,0.01,0.04,112.25万,--,0.43,0.43,0.45,0.43,0,-1035百万人民币,-503百万人民币,57.58百万人民币,-41.2百万人民币
404,00801,金卫医疗,0.87,1.16,0.01,0.01,14.80万,0.76,0.86,0.85,0.88,0.85,-298百万港币,-312百万港币,41.11百万港币,289百万港币,0
405,00914,海螺水泥,43.75,1.16,0.5,1.27,1656.43万,9.72,43.25,43.5,44.55,42.2,0,21839百万人民币,12588百万人民币,11087百万人民币,16025百万人民币
406,00187,京城机电股份,1.75,1.16,0.02,0.02,2.00万,--,1.73,1.66,1.76,1.66,0,3.03百万人民币,-198百万人民币,-298百万人民币,-63.91百万人民币
407,01669,环球信贷集团,0.88,1.15,0.01,0.06,23.20万,5.57,0.87,0.87,0.88,0.82,0,74百万港币,88.15百万港币,57.51百万港币,43.62百万港币
408,01707,致浩达控股,0.44,1.15,0.01,0.27,377.60万,55.70,0.435,0.43,0.44,0.425,0,14.34百万港币,0,0,0
409,01749,杉杉品牌,2.65,1.15,0.03,1.6,53.60万,4.91,2.62,2.57,2.67,2.56,0,0,0,0,0
410,00354,中国软件国际,6.2,1.14,0.07,0.33,811.00万,21.92,6.13,6.15,6.23,6.03,0,633百万人民币,525百万人民币,420百万人民币,297百万人民币
411,00059,天誉置业,5.33,1.14,0.06,0.1,257.80万,21.17,5.27,5.3,5.37,5.22,0,1039百万人民币,95.76百万人民币,-208百万人民币,-168百万人民币
412,00241,阿里健康,7.99,1.14,0.09,0.22,2143.10万,--,7.9,7.88,8.04,7.55,-95.15百万人民币,-207百万人民币,-197百万人民币,-104百万港币,0
413,00622,威华达控股,0.45,1.14,0.01,0.03,172.62万,18.46,0.44,0.435,0.45,0.435,0,86.31百万港币,-1137百万港币,864百万港币,653百万港币
414,02226,老恒和酿造,3.57,1.13,0.04,0.07,40.55万,9.22,3.53,3.49,3.6,3.49,0,216百万人民币,248百万人民币,275百万人民币,246百万人民币
415,00838,亿和控股,0.9,1.12,0.01,0.08,133.20万,12.16,0.89,0.9,0.91,0.88,0,188百万港币,116百万港币,258百万港币,344百万港币
416,00138,中建富通,0.9,1.12,0.01,0.02,16.00万,4.29,0.89,0.9,0.92,0.89,0,173百万港币,352百万港币,348百万港币,345百万港币
417,03613,同仁堂国药,16.3,1.12,0.18,0.04,37.71万,21.45,16.12,15.9,16.42,15.8,0,598百万港币,527百万港币,452百万港币,344百万港币
418,06158,正荣地产,4.54,1.11,0.05,0.05,201.10万,8.06,4.49,4.46,4.55,4.35,0,2750百万人民币,0,0,0
419,00910,中国三迪,0.46,1.11,0.01,0.0,5.52万,12.64,0.45,0.45,0.455,0.45,252百万港币,-131百万港币,196百万港币,-357百万港币,0
420,02946,中国金控（旧）,0.09,1.11,0.0,0.0,1.80万,--,0.09,0.091,0.091,0.091,0,0,0,0,0
421,00639,首钢资源,1.82,1.11,0.02,0.06,313.61万,8.93,1.8,1.8,1.84,1.76,0,1648百万港币,144百万港币,-836百万港币,-84.21百万港币
422,00995,安徽皖通高速公路,4.62,1.09,0.05,0.29,145.60万,5.72,4.57,4.62,4.64,4.5,0,1602百万人民币,1330百万人民币,1297百万人民币,1316百万人民币
423,02355,宝业集团,4.63,1.09,0.05,0.2,42.40万,3.75,4.58,4.47,4.76,4.43,0,872百万人民币,766百万人民币,959百万人民币,841百万人民币
424,01035,BBI生命科学,2.78,1.09,0.03,0.01,5.10万,19.65,2.75,2.76,2.82,2.76,0,69.31百万人民币,64.94百万人民币,52.08百万人民币,17.68百万人民币
425,00095,绿景中国地产,2.79,1.09,0.03,0.01,53.40万,10.55,2.76,2.82,2.85,2.7,0,1497百万人民币,1853百万人民币,591百万人民币,42.27百万港币
426,00336,华宝国际,4.65,1.09,0.05,0.02,64.30万,9.15,4.6,4.58,4.65,4.52,1638百万人民币,1340百万人民币,1748百万港币,2320百万港币,0
427,01277,力量能源,0.47,1.09,0.01,0.0,25.20万,6.05,0.46,0.45,0.465,0.45,0,746百万人民币,248百万人民币,63.28百万人民币,171百万人民币
428,00485,中国华星,0.09,1.09,0.0,0.0,10.00万,--,0.092,0.09300000000000001,0.09300000000000001,0.09,-24.11百万港币,-17.45百万港币,-14.5百万港币,-246百万港币,0
429,01108,洛阳玻璃股份,2.82,1.07,0.03,0.09,21.50万,76.24,2.79,2.77,2.82,2.76,0,-6.49百万人民币,-80.26百万人民币,-184百万人民币,-63.26百万人民币
430,01201,天臣控股,0.94,1.07,0.01,0.01,5.40万,51.09,0.93,0.94,0.95,0.94,0,18.35百万港币,88.36百万港币,103百万港币,84.46百万港币
431,01829,中国机械工程,3.79,1.07,0.04,0.08,72.90万,7.71,3.75,3.78,3.82,3.74,0,2848百万人民币,1567百万人民币,1577百万人民币,2071百万人民币
432,03382,天津港发展,0.95,1.06,0.01,0.04,221.80万,7.54,0.94,0.94,0.95,0.93,0,2195百万港币,2496百万港币,2578百万港币,2643百万港币
433,03833,新疆新鑫矿业,0.95,1.06,0.01,0.07,50.20万,--,0.94,0.94,0.95,0.92,0,-82.55百万人民币,-259百万人民币,-1005百万人民币,25.59百万人民币
434,03600,现代牙科,1.9,1.06,0.02,0.01,12.60万,12.18,1.88,1.87,1.92,1.86,0,202百万港币,153百万港币,135百万港币,0
435,00060,香港食品投资,0.95,1.06,0.01,0.07,18.40万,3.70,0.94,0.94,0.95,0.94,77.78百万港币,-10.7百万港币,-15.83百万港币,21.36百万港币,0
436,00981,中芯国际,9.58,1.05,0.1,0.31,1549.57万,30.51,9.48,9.56,9.61,9.38,0,125百万美元,339百万美元,222百万美元,130百万美元
437,06030,中信证券,15.34,1.05,0.16,0.83,1898.88万,13.95,15.18,15.18,15.5,14.88,0,15570百万人民币,13913百万人民币,26642百万人民币,14793百万人民币
438,03368,百盛集团,0.96,1.05,0.01,0.01,29.00万,11.46,0.95,0.95,0.96,0.93,0,83.66百万人民币,-202百万人民币,-94.47百万人民币,325百万人民币
439,00156,力宝华润,0.19,1.05,0.0,0.0,18.00万,--,0.19,0.18899999999999997,0.193,0.188,-22.11百万港币,469百万港币,-411百万港币,447百万港币,0
440,00215,和记电讯香港,2.89,1.05,0.03,0.07,324.30万,2.92,2.86,2.85,2.89,2.85,0,-1869百万港币,928百万港币,1430百万港币,1358百万港币
441,00528,金达控股,0.97,1.04,0.01,0.01,3.20万,--,0.96,1.02,1.02,0.97,0,-3.1百万人民币,92.62百万人民币,164百万人民币,150百万人民币
442,01314,翠华控股,0.97,1.04,0.01,0.02,23.40万,17.08,0.96,0.95,0.97,0.95,107百万港币,128百万港币,110百万港币,190百万港币,0
443,01211,比亚迪股份,44.0,1.03,0.45,0.31,281.93万,440.12,43.55,43.6,44.4,43.05,0,5621百万人民币,6568百万人民币,3795百万人民币,874百万人民币
444,01052,越秀交通基建,5.94,1.02,0.06,0.11,186.80万,8.74,5.88,5.85,5.99,5.85,0,1649百万人民币,1594百万人民币,1120百万人民币,997百万人民币
445,00002,中电控股,89.4,1.02,0.9,0.15,379.08万,15.85,88.5,87.65,89.4,87.65,0,18698百万港币,17146百万港币,22020百万港币,14895百万港币
446,00480,香港兴业国际,4.97,1.02,0.05,0.04,48.03万,2.91,4.92,4.92,5.0,4.88,2637百万港币,1084百万港币,1293百万港币,1782百万港币,0
447,03996,中国能源建设,1.01,1.0,0.01,0.01,49.40万,8.88,1.0,0.99,1.02,0.98,0,11955百万人民币,9647百万人民币,8586百万人民币,0
448,00121,卜蜂莲花,0.1,1.0,0.0,0.01,154.00万,10.53,0.1,0.1,0.1,0.099,0,327百万人民币,-432百万人民币,73.93百万人民币,52.72百万人民币
449,00513,恒和集团,0.1,1.0,0.0,0.0,--,4.81,0.1,0.0,0.0,0.0,0,103百万港币,-186百万港币,65.16百万港币,51.97百万港币
450,01459,巨匠建设,1.01,1.0,0.01,0.14,18.20万,3.66,1.0,1.01,1.01,0.99,0,168百万人民币,124百万人民币,134百万人民币,0
451,02308,研祥智能,1.02,0.99,0.01,0.51,157.60万,29.34,1.01,0.98,1.06,0.97,0,39.72百万人民币,364百万人民币,265百万人民币,126百万人民币
452,00839,中教控股,14.3,0.99,0.14,0.14,290.10万,42.36,14.16,14.16,14.36,13.7,0,423百万人民币,0,0,0
453,06189,爱得威建设集团,7.16,0.99,0.07,0.15,7.75万,10.88,7.09,7.1,7.1,7.08,0,167百万人民币,142百万人民币,0,0
454,02388,中银香港,36.05,0.98,0.35,0.15,1572.41万,12.27,35.7,35.85,36.2,35.25,0,48769百万港币,42595百万港币,40181百万港币,0
455,00999,I.T,5.17,0.98,0.05,0.03,37.54万,14.36,5.12,5.09,5.23,5.08,758百万港币,572百万港币,421百万港币,494百万港币,0
456,01885,中国优材,2.07,0.98,0.02,0.15,154.40万,30.83,2.05,2.09,2.09,2.02,0,74.78百万人民币,98.45百万人民币,99.81百万人民币,82.59百万人民币
457,02768,佳源国际控股,14.48,0.98,0.14,0.11,265.87万,19.37,14.34,14.4,14.5,14.16,0,2259百万人民币,1470百万人民币,484百万人民币,0
458,02313,申洲国际,98.45,0.97,0.95,0.14,217.36万,31.83,97.5,98.2,98.7,95.45,0,4288百万人民币,3643百万人民币,2887百万人民币,2543百万人民币
459,00762,中国联通,9.36,0.97,0.09,0.11,3340.61万,19.07,9.27,9.34,9.42,9.27,0,2593百万人民币,784百万人民币,14035百万人民币,15931百万人民币
460,00119,保利置业集团,3.12,0.97,0.03,0.33,1207.90万,4.64,3.09,3.09,3.13,2.99,0,4889百万港币,2233百万港币,-1236百万港币,3311百万港币
461,00475,中发展控股,1.04,0.97,0.01,0.0,2000,--,1.03,1.05,1.05,1.05,-23.1百万港币,-37.94百万港币,-36.81百万港币,-22.15百万港币,0
462,00417,谢瑞麟,2.09,0.97,0.02,0.01,1.60万,14.72,2.07,2.09,2.09,2.09,121百万港币,116百万港币,109百万港币,0,0
463,00811,新华文轩,5.23,0.96,0.05,0.08,35.80万,7.47,5.18,5.2,5.24,5.13,0,942百万人民币,539百万人民币,623百万人民币,614百万人民币
464,00267,中信股份,10.5,0.96,0.1,0.03,847.07万,6.95,10.4,10.4,10.5,10.22,0,450536百万港币,380822百万港币,416813百万港币,0
465,01200,美联集团,2.1,0.96,0.02,0.01,3.60万,7.79,2.08,2.06,2.12,2.06,0,192百万港币,37.49百万港币,-97.14百万港币,119百万港币
466,00617,百利保控股,3.16,0.96,0.03,0.0,2000,7.44,3.13,3.16,3.16,3.16,0,0,560百万港币,292百万港币,648百万港币
467,01623,海隆控股,1.06,0.95,0.01,0.12,197.50万,12.60,1.05,1.03,1.06,1.03,0,225百万人民币,492百万人民币,425百万人民币,536百万人民币
