序号,code,name,现价,涨跌幅(%),涨跌,换手(%),成交量,市盈率,昨收,开盘价,最高价,最低价,2018_profit,2017_profit,2016_profit,2015_profit,2014_profit
476,01997,九龙仓置业,56.5,0.89,0.5,0.08,251.64万,9.96,56.0,56.95,57.1,56.05,0,15442百万,0,0,0
477,02012,阳光油砂,0.23,0.89,0.0,0.02,128.85万,--,0.22399999999999998,0.225,0.228,0.222,0,-282百万,-73.31百万,-406百万,-26.77百万
478,01461,鲁证期货,1.13,0.89,0.01,0.16,45.10万,5.89,1.12,1.13,1.13,1.1,0,207百万,155百万,115百万,0
479,01339,中国人民保险集团,3.42,0.89,0.03,0.37,3194.47万,7.51,3.39,3.4,3.46,3.32,0,,,,
480,00320,金宝通,1.16,0.87,0.01,0.0,3.60万,7.68,1.15,1.12,1.16,1.12,159百万,163百万,126百万,103百万,0
481,03998,波司登,1.16,0.87,0.01,0.09,933.60万,15.95,1.15,1.14,1.18,1.14,923百万,660百万,338百万,199百万,0
482,00532,WKKIntl(Hold),1.16,0.87,0.01,0.01,7.40万,7.81,1.15,1.15,1.16,1.15,0,160百万,94.95百万,88.7百万,106百万
483,00358,江西铜业股份,9.33,0.86,0.08,0.52,723.67万,8.48,9.25,9.25,9.36,9.02,0,2904百万,2084百万,1216百万,3912百万
484,03383,雅居乐集团,11.7,0.86,0.1,0.21,828.59万,6.29,11.6,11.5,11.72,11.0,0,16598百万,8601百万,7636百万,10491百万
485,02236,惠生工程,1.17,0.86,0.01,0.06,260.00万,28.70,1.16,1.11,1.19,1.11,0,229百万,154百万,311百万,267百万
486,00087,太古股份公司B,14.1,0.86,0.12,0.04,125.25万,0.81,13.98,13.98,14.12,13.84,0,35864百万,15384百万,16461百万,13697百万
487,02601,中国太保,29.5,0.85,0.25,0.82,2280.95万,14.39,29.25,29.25,30.15,28.8,0,,,,
488,06068,睿见教育,7.1,0.85,0.06,0.26,526.20万,40.98,7.04,7.04,7.16,6.94,0,270百万,0,0,0
489,02345,上海集优,1.19,0.85,0.01,0.07,50.40万,5.53,1.18,1.16,1.19,1.16,0,352百万,301百万,282百万,0
490,00728,中国电信,3.6,0.84,0.03,0.34,4731.76万,10.23,3.57,3.59,3.65,3.55,0,27220百万,27201百万,26442百万,28508百万
491,06886,HTSC,12.06,0.84,0.1,0.69,1186.66万,9.08,11.96,12.18,12.18,11.66,0,11045百万,8139百万,13843百万,0
492,02269,药明生物,78.4,0.84,0.65,0.23,286.25万,272.47,77.75,77.8,78.4,75.0,0,304百万,0,0,0
493,01310,香港宽频,12.1,0.83,0.1,0.92,928.83万,25.10,12.0,11.9,12.16,11.8,0,257百万,335百万,190百万,0
494,01985,美高域,1.21,0.83,0.01,0.13,38.00万,12.10,1.2,1.19,1.21,1.17,35.89百万,28.09百万,0,0,0
495,01349,复旦张江,3.69,0.82,0.03,0.11,38.90万,37.72,3.66,3.74,3.82,3.62,0,76百万,155百万,153百万,130百万
496,03378,厦门港务,1.23,0.82,0.01,0.07,70.20万,6.80,1.22,1.2,1.23,1.19,0,1238百万,1051百万,833百万,1027百万
497,00855,中国水务,9.91,0.81,0.08,0.23,363.40万,13.65,9.83,9.9,9.98,9.72,2691百万,2271百万,1449百万,1137百万,0
498,00927,富士高实业,1.24,0.81,0.01,0.01,2.00万,16.99,1.23,0.0,0.0,0.0,66.31百万,28.92百万,24.41百万,15.35百万,0
499,03848,富道集团,6.23,0.81,0.05,0.1,14.20万,24.75,6.18,6.18,6.25,6.13,0,39.73百万,0,0,0
500,00727,皇冠环球集团,1.25,0.81,0.01,0.0,12.60万,35.71,1.24,1.25,1.25,1.22,110百万,128百万,249百万,25.37百万,0
501,00571,丰德丽控股,1.25,0.81,0.01,0.08,118.00万,--,1.24,1.24,1.25,1.23,0,987百万,872百万,1388百万,1265百万
502,00576,浙江沪杭甬,6.28,0.8,0.05,0.4,571.77万,6.64,6.23,6.22,6.31,6.17,0,5183百万,4889百万,5447百万,3768百万
503,01090,大明国际,2.54,0.79,0.02,0.01,7.80万,35.31,2.52,2.55,2.55,2.55,0,239百万,678百万,-198百万,336百万
504,01097,有线宽频,0.13,0.79,0.0,0.03,133.10万,--,0.126,0.125,0.128,0.12300000000000001,0,-444百万,-312百万,-242百万,-139百万
505,01257,中国光大绿色环保,7.62,0.79,0.06,0.04,81.42万,14.74,7.56,7.55,7.63,7.42,0,1314百万,0,0,0
506,02727,上海电气,2.55,0.79,0.02,0.1,283.29万,11.44,2.53,2.53,2.56,2.49,0,4481百万,4979百万,6007百万,5202百万
507,00568,山东墨龙,1.28,0.79,0.01,0.12,31.44万,19.11,1.27,1.29,1.29,1.24,0,45.59百万,-606百万,-324百万,15.59百万
508,06090,胜捷企业,2.57,0.78,0.02,0.04,33.70万,9.86,2.55,1.71,2.57,1.71,0,49.39百万,0,0,0
509,03688,莱蒙国际,2.57,0.78,0.02,0.02,23.40万,0.80,2.55,2.56,2.58,2.55,0,6879百万,1440百万,2863百万,2678百万
510,00220,统一企业中国,9.08,0.78,0.07,0.15,652.91万,37.25,9.01,9.05,9.18,8.92,0,1187百万,963百万,1031百万,372百万
511,06889,DYNAMJAPAN,10.4,0.78,0.08,0.02,18.05万,9.91,10.32,10.32,10.52,10.32,17349百万,15899百万,18166百万,19344百万,0
512,00388,香港交易所,234.2,0.78,1.8,0.42,529.03万,28.29,232.4,230.8,235.4,228.4,0,8756百万,6890百万,9401百万,6244百万
513,06881,中国银河,3.91,0.77,0.03,0.35,1305.99万,7.82,3.88,3.89,3.96,3.8,0,4809百万,6577百万,13134百万,5003百万
514,00978,招商局置地,1.31,0.77,0.01,0.03,140.80万,3.27,1.3,1.3,1.31,1.27,0,5301百万,2542百万,927百万,1624百万
515,00081,中国海外宏洋集团,2.65,0.76,0.02,0.15,501.80万,4.76,2.63,2.62,2.66,2.54,0,3167百万,2133百万,1744百万,2687百万
516,01616,星宏传媒,1.34,0.75,0.01,0.57,715.80万,--,1.33,1.31,1.35,1.28,0,-29.26百万,60.76百万,24.53百万,28.4百万
517,01856,依波路,1.35,0.75,0.01,0.27,92.80万,--,1.34,1.34,1.36,1.34,0,-183百万,-143百万,-6.75百万,79.05百万
518,03737,中智药业,1.36,0.74,0.01,0.0,2.80万,12.94,1.35,1.36,1.36,1.31,0,89.88百万,69.16百万,101百万,0
519,00881,中升控股,20.65,0.73,0.15,0.24,536.98万,11.33,20.5,20.6,20.75,19.98,0,5885百万,3892百万,2010百万,2364百万
520,01858,春立医疗,19.5,0.72,0.14,0.23,4.36万,16.43,19.36,19.1,19.68,19.08,0,78.98百万,70.82百万,43.5百万,42.25百万
521,01005,MatrixHoldings,2.79,0.72,0.02,0.01,5.00万,18.60,2.77,2.79,2.79,2.79,0,109百万,135百万,397百万,126百万
522,00337,绿地香港,2.8,0.72,0.02,0.09,259.10万,5.08,2.78,2.81,2.85,2.7,0,2916百万,1267百万,248百万,84.69百万
523,01735,泓盈控股,1.41,0.71,0.01,0.04,9.20万,26.11,1.4,1.4,1.41,1.4,17.08百万,0,0,0,0
524,00984,永旺,4.23,0.71,0.03,0.0,--,--,4.2,0.0,0.0,0.0,0,-63.21百万,-10.61百万,122百万,306百万
525,00596,浪潮国际,2.83,0.71,0.02,0.03,26.80万,23.01,2.81,2.81,2.84,2.78,0,127百万,87.74百万,22.17百万,-61.82百万
526,00123,越秀地产,1.42,0.71,0.01,0.19,2358.60万,6.50,1.41,1.41,1.43,1.37,0,5074百万,3623百万,3694百万,4510百万
527,00034,九龙建业,8.53,0.71,0.06,0.03,29.60万,6.05,8.47,8.47,8.62,8.46,0,446百万,796百万,1275百万,1187百万
528,01585,雅迪控股,2.88,0.7,0.02,0.14,410.80万,17.79,2.86,2.82,2.88,2.8,0,479百万,554百万,0,0
529,01475,日清食品,4.34,0.7,0.03,0.16,175.70万,18.23,4.31,4.3,4.35,4.25,0,290百万,0,0,0
530,00746,理文化工,5.85,0.69,0.04,0.02,18.40万,6.87,5.81,5.78,5.9,5.78,0,931百万,340百万,356百万,411百万
531,00016,新鸿基地产,117.0,0.69,0.8,0.1,275.06万,5.13,116.2,116.5,117.3,115.6,0,43336百万,37625百万,33765百万,37113百万
532,00052,FairwoodHold,29.7,0.68,0.2,0.06,7.05万,17.56,29.5,29.5,29.7,29.3,255百万,250百万,243百万,180百万,0
533,01668,华南城,1.49,0.68,0.01,0.19,1522.20万,2.64,1.48,1.49,1.5,1.45,6783百万,6592百万,4904百万,5859百万,0
534,00001,长和,83.75,0.66,0.55,0.11,425.38万,9.20,83.2,83.65,83.85,83.1,0,46418百万,46463百万,128520百万,22257百万
535,00806,惠理集团,6.14,0.66,0.04,0.12,221.60万,5.55,6.1,6.12,6.17,5.95,0,2207百万,160百万,380百万,910百万
536,00551,裕元集团,23.3,0.65,0.15,0.06,103.17万,12.71,23.15,22.9,23.5,22.8,0,635百万,652百万,484百万,380百万
537,01898,中煤能源,3.12,0.65,0.02,0.12,499.02万,5.67,3.1,3.08,3.12,3.01,0,9455百万,6136百万,43.22百万,2497百万
538,00273,茂宸集团,0.16,0.65,0.0,0.02,958.01万,--,0.155,0.152,0.156,0.146,0,217百万,-793百万,242百万,744百万
539,02025,瑞丰动力,1.59,0.63,0.01,0.16,126.80万,8.39,1.58,1.58,1.6,1.54,0,122百万,0,0,0
540,01508,中国再保险,1.6,0.63,0.01,0.04,267.36万,11.12,1.59,1.58,1.6,1.58,0,,,,0
541,02600,中国铝业,3.21,0.63,0.02,0.46,1825.89万,33.80,3.19,3.2,3.23,3.09,0,3006百万,1660百万,193百万,-15966百万
542,01207,上置集团,0.16,0.62,0.0,0.01,209.40万,4.53,0.162,0.162,0.163,0.161,0,1263百万,74.2百万,-2257百万,924百万
543,00271,亚证地产,3.27,0.61,0.02,0.04,42.80万,24.01,3.25,3.23,3.28,3.23,0,83.55百万,108百万,76.51百万,45.34百万
544,01271,佳明集团控股,4.95,0.61,0.03,0.01,5.30万,20.45,4.92,4.92,4.95,4.87,235百万,249百万,445百万,372百万,0
545,00754,合生创展集团,6.61,0.61,0.04,0.02,44.00万,2.54,6.57,6.53,6.63,6.39,0,8746百万,5628百万,2839百万,4995百万
546,00151,中国旺旺,6.66,0.6,0.04,0.07,937.04万,21.38,6.62,6.68,6.77,6.52,5193百万,0,4811百万,729百万,777百万
547,02282,美高梅中国,16.66,0.6,0.1,0.27,1006.83万,27.27,16.56,16.66,16.72,16.3,0,2624百万,3099百万,3281百万,5769百万
548,01266,西王特钢,1.67,0.6,0.01,0.26,587.00万,3.15,1.66,1.65,1.69,1.6,0,1432百万,763百万,283百万,740百万
549,00165,中国光大控股,13.44,0.6,0.08,0.22,371.55万,5.46,13.36,13.24,13.5,13.04,0,4315百万,6013百万,1551百万,1799百万
550,01337,雷蛇,1.7,0.59,0.01,0.07,626.20万,--,1.69,1.7,1.7,1.65,0,-163百万,0,0,0
551,00496,卡森国际,3.42,0.59,0.02,0.1,141.70万,--,3.4,3.4,3.43,3.36,0,-188百万,6.54百万,232百万,120百万
552,00004,九龙仓集团,25.65,0.59,0.15,0.15,445.44万,3.56,25.5,25.55,25.65,25.15,0,20622百万,17065百万,14853百万,14283百万
553,06138,哈尔滨银行,1.71,0.59,0.01,0.03,102.10万,2.97,1.7,1.67,1.71,1.66,0,14134百万,14172百万,11945百万,10253百万
554,00400,科通芯城,3.44,0.58,0.02,0.1,144.90万,13.86,3.42,3.43,3.48,3.36,0,353百万,649百万,453百万,268百万
555,00364,区块链集团,0.17,0.58,0.0,0.09,105.42万,--,0.172,0.171,0.17300000000000001,0.17,0,69.57百万,-862百万,-706百万,-357百万
556,01660,兆邦基地产,10.56,0.57,0.06,0.13,162.48万,463.16,10.5,10.76,10.76,10.12,36.4百万,24.83百万,0,0,0
557,00816,华电福新,1.79,0.56,0.01,0.08,204.60万,4.57,1.78,1.77,1.8,1.75,0,4861百万,5351百万,4765百万,4942百万
558,01776,广发证券,10.74,0.56,0.06,0.19,320.12万,10.74,10.68,10.68,10.88,10.48,0,11644百万,10705百万,17806百万,0
559,00755,上海证大,0.18,0.56,0.0,0.09,1326.00万,78.26,0.179,0.17800000000000002,0.18,0.172,0,186百万,-909百万,-1053百万,-916百万
560,01599,城建设计,3.62,0.56,0.02,0.05,20.80万,7.74,3.6,3.58,3.64,3.55,0,609百万,567百万,462百万,414百万
561,00342,新海能源,1.81,0.56,0.01,0.21,305.40万,3.17,1.8,1.8,1.82,1.78,0,852百万,829百万,796百万,922百万
562,01347,华虹半导体,27.3,0.55,0.15,0.27,280.40万,21.74,27.15,27.2,27.75,26.6,0,172百万,153百万,125百万,121百万
563,00548,深圳高速公路股份,7.29,0.55,0.04,0.07,48.40万,8.01,7.25,7.29,7.29,7.22,0,1908百万,1645百万,1635百万,1459百万
564,06288,FastRetail-DRS,36.7,0.55,0.2,0.0,2400,0.26,36.5,36.6,36.7,36.3,0,176414百万,127292百万,164463百万,130402百万
565,00071,美丽华酒店,14.84,0.54,0.08,0.01,3.30万,5.89,14.76,14.66,14.84,14.66,0,1686百万,1464百万,1543百万,1471百万
566,00817,中国金茂,3.73,0.54,0.02,0.3,3468.21万,8.35,3.71,3.74,3.76,3.5,0,8825百万,8291百万,7973百万,10540百万
567,00941,中国移动,68.5,0.51,0.35,0.06,1136.22万,10.24,68.15,68.75,68.75,68.0,0,120126百万,118088百万,102922百万,117334百万
568,06837,海通证券,7.85,0.51,0.04,0.26,868.05万,10.47,7.81,7.71,7.9,7.59,0,12889百万,11162百万,21119百万,10420百万
569,03330,灵宝黄金,1.98,0.51,0.01,0.07,20.60万,15.88,1.97,1.95,1.99,1.95,0,358百万,152百万,-110百万,298百万
570,01340,惠生国际,0.2,0.51,0.0,0.2,177.20万,--,0.198,0.19399999999999998,0.2,0.19399999999999998,0,2.07百万,72百万,117百万,104百万
571,02199,维珍妮,5.99,0.5,0.03,0.01,11.60万,30.56,5.96,6.0,6.0,5.96,286百万,160百万,564百万,0,0
572,01816,中广核电力,2.03,0.49,0.01,0.27,3028.22万,8.10,2.02,2.03,2.04,2.0,0,13841百万,9577百万,9189百万,0
573,01830,必瘦站,2.08,0.48,0.01,0.28,304.00万,11.56,2.07,2.07,2.1,1.96,251百万,112百万,154百万,170百万,0
574,00856,伟仕佳杰,4.18,0.48,0.02,0.09,128.20万,8.30,4.16,4.09,4.19,4.09,0,1082百万,800百万,677百万,844百万
575,00112,勒泰商业地产,4.42,0.46,0.02,0.0,1.40万,9.02,4.4,4.38,4.42,4.38,0,351百万,-218百万,-39.26百万,-18.46百万
576,01618,中国中冶,2.21,0.46,0.01,0.23,650.33万,5.53,2.2,2.2,2.23,2.17,0,8779百万,6994百万,5939百万,5290百万
577,01335,顺泰控股,0.22,0.46,0.0,0.0,--,--,0.22,0.0,0.0,0.0,0,43.9百万,56.55百万,34.46百万,209百万
578,00363,上海实业控股,17.7,0.45,0.08,0.09,102.66万,6.11,17.62,17.54,17.8,17.4,0,9393百万,7499百万,5706百万,6759百万
579,01010,太睿国际控股,2.25,0.45,0.01,0.0,2000,--,2.24,2.25,2.25,2.25,0,-2.64百万,-4.9百万,-25.8百万,17.27百万
580,01899,兴达国际,2.3,0.44,0.01,0.19,282.40万,9.87,2.29,2.32,2.32,2.26,0,481百万,468百万,293百万,575百万
581,02348,东瑞制药,4.62,0.43,0.02,0.02,15.70万,10.49,4.6,4.59,4.63,4.55,0,366百万,333百万,377百万,259百万
582,01970,IMAXChina,23.1,0.43,0.1,0.65,233.53万,24.64,23.0,22.4,23.3,22.2,0,55.11百万,45.85百万,42.37百万,0
583,03838,中国淀粉,0.23,0.43,0.0,0.02,116.19万,3.02,0.233,0.231,0.23399999999999999,0.23,0,496百万,293百万,120百万,67.97百万
584,01636,中国金属利用,4.85,0.41,0.02,0.03,76.00万,50.57,4.83,4.85,4.85,4.82,0,400百万,-184百万,-427百万,355百万
585,02118,天山发展控股,2.44,0.41,0.01,0.05,50.80万,19.16,2.43,2.42,2.44,2.4,0,546百万,339百万,395百万,572百万
586,01193,华润燃气,36.65,0.41,0.15,0.17,369.15万,21.82,36.5,35.8,37.4,35.8,0,6305百万,5955百万,5311百万,4760百万
587,00026,中华汽车,98.0,0.41,0.4,0.0,1800,6.17,97.6,97.85,98.2,97.85,0,71.75百万,61.99百万,54.58百万,98.93百万
588,01742,HPCHoldings,0.25,0.41,0.0,0.82,1320.00万,--,0.245,0.24600000000000002,0.255,0.245,0,0,0,0,0
589,00950,李氏大药厂,9.88,0.41,0.04,0.06,32.60万,20.81,9.84,9.71,9.94,9.6,0,277百万,298百万,286百万,231百万
590,00038,第一拖拉机股份,2.52,0.4,0.01,0.11,44.80万,10.37,2.51,2.51,2.54,2.5,0,8.52百万,243百万,173百万,5.48百万
591,03839,正大企业国际,2.55,0.39,0.01,0.02,4.14万,2.31,2.54,2.5,2.56,2.48,0,19.07百万,13.62百万,15.04百万,0
592,00144,招商局港口,15.5,0.39,0.06,0.1,340.66万,8.43,15.44,15.44,15.56,15.28,0,3141百万,3897百万,2981百万,2591百万
593,02399,虎都,10.44,0.39,0.04,0.02,8.40万,189.30,10.4,10.4,10.46,10.32,0,63.94百万,215百万,435百万,411百万
594,03969,中国通号,5.29,0.38,0.02,0.11,222.83万,11.61,5.27,5.24,5.35,5.14,0,4286百万,3816百万,3144百万,0
595,01388,安莉芳控股,2.66,0.38,0.01,0.03,11.50万,2.25,2.65,2.6,2.72,2.6,0,675百万,158百万,299百万,269百万
596,06066,中信建投证券,5.32,0.38,0.02,0.08,99.70万,8.70,5.3,5.3,5.43,5.24,0,5349百万,7061百万,0,0
597,00045,大酒店,10.72,0.38,0.04,0.02,30.80万,14.69,10.68,10.66,10.8,10.52,0,919百万,824百万,1014百万,1105百万
598,00517,中远海运国际,2.87,0.35,0.01,0.02,29.63万,12.34,2.86,2.85,2.87,2.82,0,219百万,113百万,195百万,246百万
599,02328,中国财险,8.67,0.35,0.03,0.43,2955.50万,5.41,8.64,8.54,8.78,8.51,0,,,,
600,02738,华津国际控股,2.9,0.35,0.01,0.02,10.00万,15.67,2.89,2.9,2.9,2.9,0,108百万,118百万,0,0
601,01996,弘阳地产,2.9,0.35,0.01,0.15,487.00万,6.34,2.89,2.9,2.91,2.69,0,0,0,0,0
602,01140,东英金融,3.0,0.33,0.01,0.05,157.60万,44.31,2.99,2.98,3.0,2.96,0,16.08百万,21.64百万,-87.76百万,27.32百万
603,00216,建业实业,3.04,0.33,0.01,0.0,2.40万,0.82,3.03,3.03,3.04,3.01,3505百万,1024百万,892百万,2531百万,0
604,00293,国泰航空,12.16,0.33,0.04,0.07,261.65万,--,12.12,12.16,12.2,12.0,0,-1449百万,-525百万,6664百万,4435百万
605,00883,中国海洋石油,12.34,0.33,0.04,0.16,7023.49万,18.71,12.3,12.3,12.4,12.18,0,37050百万,-2412百万,17456百万,80915百万
606,00882,天津发展,3.1,0.32,0.01,0.01,6.60万,6.80,3.09,3.1,3.1,3.08,0,654百万,714百万,775百万,850百万
607,00308,香港中旅,3.13,0.32,0.01,0.08,457.43万,14.86,3.12,3.08,3.14,3.05,0,1406百万,526百万,1534百万,1677百万
608,01270,朗廷-SS,3.19,0.32,0.01,0.02,35.30万,5.80,3.18,3.16,3.22,3.16,0,1223百万,0,1519百万,644百万
609,01916,江西银行,6.42,0.31,0.02,0.01,10.90万,8.78,6.4,6.35,6.61,6.35,0,0,0,0,0
610,01600,天伦燃气,9.73,0.31,0.03,0.15,153.50万,19.80,9.7,9.72,9.8,9.5,0,637百万,608百万,526百万,371百万
611,00440,大新金融,48.9,0.31,0.15,0.03,9.44万,3.03,48.75,48.5,49.1,48.35,0,5499百万,5006百万,4867百万,0
612,01138,中远海能,3.37,0.3,0.01,0.28,359.05万,--,3.36,3.35,3.38,3.3,0,2055百万,1521百万,592百万,322百万
613,00270,粤海投资,13.46,0.3,0.04,0.06,363.61万,20.38,13.42,13.58,13.66,13.32,0,7621百万,5752百万,5246百万,6101百万
614,01299,友邦保险,67.75,0.3,0.2,0.14,1727.72万,17.01,67.55,67.5,68.3,66.4,0,,,,
615,01966,中骏置业,3.4,0.29,0.01,0.21,807.60万,3.55,3.39,3.4,3.42,3.3,0,5461百万,3494百万,2549百万,2539百万
616,00916,龙源电力,6.88,0.29,0.02,0.23,784.16万,5.82,6.86,6.91,6.91,6.65,0,8337百万,7548百万,7125百万,6559百万
617,00659,新创建集团,13.9,0.29,0.04,0.02,87.79万,10.86,13.86,13.8,13.98,13.8,0,3433百万,3950百万,3911百万,3556百万
618,06166,中国宏泰发展,3.53,0.28,0.01,0.02,34.50万,4.46,3.52,3.54,3.54,3.42,0,1498百万,941百万,681百万,932百万
619,02378,保诚,182.5,0.28,0.5,0.0,1000,18.58,182.0,182.3,182.5,182.3,0,,,,
620,00700,腾讯控股,376.6,0.27,1.0,0.18,1707.95万,30.50,375.6,375.8,377.6,371.6,0,90302百万,56117百万,40627百万,30542百万
621,00226,力宝,3.8,0.26,0.01,0.0,4000,20.00,3.79,3.8,3.8,3.8,275百万,468百万,-233百万,878百万,0
622,00006,电能实业,57.45,0.26,0.15,0.16,343.97万,14.73,57.3,57.2,57.8,57.2,0,2557百万,252百万,1238百万,54571百万
623,01333,中国忠旺,3.88,0.26,0.01,0.04,246.87万,7.90,3.87,3.87,3.9,3.79,0,4733百万,3679百万,3523百万,2970百万
624,00951,超威动力,3.94,0.26,0.01,0.11,121.40万,8.02,3.93,3.96,3.96,3.83,0,636百万,705百万,546百万,73.36百万
625,01928,金沙中国有限公司,40.45,0.25,0.1,0.11,883.78万,26.07,40.35,40.7,40.7,39.75,0,1773百万,1352百万,1519百万,2624百万
626,01548,金斯瑞生物科技,20.2,0.25,0.05,0.28,523.13万,170.07,20.15,20.1,20.45,19.5,0,38.52百万,32.51百万,22.98百万,0
627,00161,中航国际控股,4.08,0.25,0.01,0.11,36.40万,9.06,4.07,4.08,4.08,4.03,0,2313百万,1827百万,1161百万,1876百万
628,03393,威胜控股,4.17,0.24,0.01,0.02,20.80万,11.59,4.16,4.16,4.17,3.99,0,391百万,349百万,470百万,542百万
629,01836,九兴控股,8.57,0.23,0.02,0.04,32.30万,14.06,8.55,8.56,8.61,8.55,0,63.24百万,88.26百万,129百万,136百万
630,00035,远东发展,4.39,0.23,0.01,0.05,108.20万,6.36,4.38,4.38,4.39,4.3,2156百万,1567百万,979百万,1328百万,0
631,01093,石药集团,22.3,0.23,0.05,0.29,1793.06万,38.26,22.25,22.3,22.4,21.8,0,3482百万,2649百万,2166百万,1674百万
632,02357,中航科工,4.6,0.22,0.01,0.12,709.15万,18.72,4.59,4.56,4.6,4.47,0,2913百万,2731百万,2423百万,1995百万
633,03396,联想控股,23.3,0.21,0.05,0.03,32.68万,9.00,23.25,23.1,23.65,23.05,0,7432百万,8139百万,5438百万,0
634,01218,永义国际,4.68,0.21,0.01,0.01,1.00万,1.25,4.67,4.66,4.68,4.66,320百万,-220百万,197百万,244百万,0
635,01727,河北建设,4.71,0.21,0.01,0.23,104.00万,4.91,4.7,4.7,4.78,4.61,0,1565百万,0,0,0
636,01044,恒安国际,70.6,0.21,0.15,0.29,345.94万,18.70,70.45,71.0,71.0,69.85,0,5272百万,4743百万,6151百万,5750百万
637,01128,永利澳门,23.75,0.21,0.05,0.47,2442.83万,33.45,23.7,23.6,23.95,23.2,0,5370百万,2265百万,3032百万,6966百万
638,00511,电视广播,23.95,0.21,0.05,0.05,22.55万,42.77,23.9,23.8,23.95,23.7,0,543百万,545百万,957百万,1736百万
639,00338,上海石油化工股份,4.83,0.21,0.01,0.19,673.26万,5.89,4.82,4.81,4.88,4.74,0,6402百万,6778百万,3909百万,-588百万
640,01072,东方电气,4.83,0.21,0.01,0.23,79.04万,10.74,4.82,4.82,4.87,4.73,0,620百万,-1996百万,384百万,1326百万
641,01126,德林国际,5.05,0.2,0.01,0.01,3.40万,8.41,5.04,5.03,5.05,5.03,0,488百万,354百万,201百万,167百万
642,01686,新意网集团,5.15,0.2,0.01,0.03,73.84万,34.80,5.14,5.14,5.15,5.09,0,738百万,648百万,587百万,546百万
643,00020,会德丰,54.15,0.18,0.1,0.02,46.16万,5.37,54.05,54.1,54.25,53.35,0,23857百万,21135百万,20053百万,15729百万
644,03958,东方证券,5.75,0.17,0.01,0.34,345.60万,19.17,5.74,5.72,5.8,5.62,0,4389百万,2813百万,0,0
645,01980,天鸽互动,6.05,0.17,0.01,0.11,137.34万,15.32,6.04,6.07,6.12,5.93,0,389百万,290百万,189百万,211百万
646,02777,富力地产,13.82,0.14,0.02,0.94,951.76万,13.82,13.8,13.74,13.82,13.1,0,30053百万,13456百万,12419百万,11228百万
647,02238,广汽集团,7.2,0.14,0.01,0.55,1705.56万,2.72,7.19,7.2,7.26,7.01,0,4492百万,2141百万,387百万,-504百万
648,00029,达力集团,7.5,0.13,0.01,0.01,2.80万,10.70,7.49,7.28,7.45,7.28,0,147百万,133百万,122百万,119百万
649,00347,鞍钢股份,7.51,0.13,0.01,1.7,1846.39万,6.83,7.5,7.41,7.59,7.22,0,5526百万,1591百万,-3873百万,1565百万
650,01313,华润水泥控股,7.78,0.13,0.01,0.41,2831.07万,7.10,7.77,7.75,7.88,7.4,0,4884百万,2158百万,984百万,5754百万
651,02869,绿城服务,7.86,0.13,0.01,0.45,1249.85万,46.83,7.85,7.7,7.95,7.6,0,485百万,417百万,0,0
652,00066,港铁公司,41.9,0.12,0.05,0.04,239.06万,14.81,41.85,41.85,42.05,41.75,0,14300百万,11710百万,13513百万,14682百万
653,02051,５１信用卡,8.47,0.12,0.01,0.34,398.60万,--,8.46,8.29,8.5,8.13,0,0,0,0,0
654,06178,光大证券,8.8,0.11,0.01,0.01,7.12万,11.10,8.79,8.76,8.9,8.72,0,3994百万,3932百万,0,0
655,00863,品牌中国,9.01,0.11,0.01,0.0,6000,--,9.0,9.01,9.01,9.01,0,-53.46百万,-34.34百万,51.67百万,55.86百万
656,02588,中银航空租赁,47.5,0.1,0.05,0.06,43.07万,7.15,47.45,47.85,48.2,46.95,0,551百万,474百万,0,0
657,03308,金鹰商贸集团,9.6,0.1,0.01,0.01,20.50万,10.49,9.59,9.66,9.66,9.59,0,1833百万,963百万,1508百万,1323百万
658,00011,恒生银行,198.4,0.1,0.2,0.07,124.80万,19.26,198.2,199.9,199.9,197.5,0,50076百万,44133百万,44021百万,0
659,00044,香港飞机工程,69.2,0.07,0.05,0.01,2.00万,--,69.15,69.05,69.2,69.05,0,-89百万,127百万,415百万,509百万
660,00316,东方海外国际,78.5,0.06,0.05,0.09,55.77万,45.66,78.45,78.45,78.5,78.4,0,232百万,-138百万,353百万,329百万
661,01399,飞毛腿,1.04,0.0,0.0,0.0,--,--,1.04,0.0,0.0,0.0,0,0,-174百万,41.54百万,15.87百万
662,01400,宏太控股,0.1,0.0,0.0,0.0,--,--,0.10400000000000001,0.0,0.0,0.0,0,-632百万,-235百万,-10.97百万,113百万
663,03626,HsspIntl,1.75,0.0,0.0,0.0,--,29.66,1.75,0.0,0.0,0.0,0,13.39百万,7.85百万,0,0
664,01182,胜龙国际,0.26,0.0,0.0,0.03,64.00万,--,0.26,0.265,0.27,0.26,-22.47百万,-85.12百万,-132百万,-38.37百万,0
665,01189,珀丽酒店,0.35,0.0,0.0,0.0,1028,--,0.355,0.0,0.0,0.0,0,-128百万,-92.53百万,-120百万,376百万
666,01421,工盖有限公司,0.23,0.0,0.0,0.0,3.00万,--,0.23199999999999998,0.226,0.23199999999999998,0.226,0,-27.37百万,4.57百万,4.26百万,7.02百万
667,03320,华润医药,11.2,0.0,0.0,0.02,118.61万,20.36,11.2,11.08,11.26,11.04,0,8582百万,8043百万,0,0
668,00455,天大药业,0.25,0.0,0.0,0.02,36.00万,53.19,0.25,0.25,0.25,0.25,29.94百万,32.75百万,18.42百万,-24.26百万,0
