,code,name,roe_2017_1,roe_2017_2,roe_2017_3,roe_2017_4,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
43,603730,岱美股份,8.97,16.36,14.81,18.82,汽车配件,上海,21.51,0.48,4.1,381082.38,285626.47,57010.78,107669.61,2.62,1.53,7.57,4.03,20170728.0,148395.0,3.62,18.36,30.88,37.05,17.92,21700.0
44,600809,山西汾酒,8.94,12.3,15.8,18.03,白酒,山西,42.88,8.66,8.66,857578.38,590207.38,165889.47,24220.68,0.28,0.93,5.89,9.03,19940106.0,346454.78,4.0,42.8,78.54,69.39,16.59,31945.0
45,002868,绿康生化,8.9,7.12,10.51,12.35,农业综合,福建,34.27,0.3,1.2,76192.36,47345.28,21315.02,37592.82,3.13,0.155,5.95,3.56,20170503.0,18268.17,1.52,-8.04,-30.0,34.28,20.78,16270.0
46,603288,海天味业,8.88,18.21,23.66,30.04,食品,广东,34.79,26.97,27.01,1638128.38,1184683.63,354354.31,129278.05,0.48,0.445,4.8,12.92,20140211.0,763809.31,2.83,17.04,23.11,46.7,25.62,19679.0
47,600689,上海三毛,8.78,7.31,7.42,4.51,纺织,上海,103.49,1.52,2.01,75245.81,43617.03,3628.8,21178.32,1.05,0.10300000000000001,2.28,4.67,19931108.0,-1610.05,-0.08,10.97,-77.62,6.74,1.62,35128.0
48,300450,先导智能,8.76,16.72,11.03,19.31,专用机械,江苏,51.42,1.69,4.4,665110.5,504592.5,20892.09,140465.92,3.19,1.29,6.32,9.93,20150518.0,82884.05,1.88,101.75,84.93,41.14,24.69,19300.0
49,603113,金能科技,8.74,10.27,15.85,17.61,化工原料,山东,11.61,0.77,6.76,549341.88,272115.84,231236.77,178419.38,2.64,0.382,6.08,2.91,20170511.0,148807.45,2.2,16.86,22.59,20.58,13.82,29019.0
50,002555,三七互娱,8.73,13.67,18.37,23.09,互联网,安徽,19.03,11.62,21.48,916013.81,396245.53,29239.58,197263.95,0.92,0.76,3.27,4.4,20110302.0,281959.75,1.31,17.93,51.43,68.52,26.19,49382.0
51,000517,荣安地产,8.66,11.32,11.53,12.84,区域地产,浙江,21.69,30.36,31.84,1319519.75,1206240.13,662.55,-169140.3,-0.53,0.17,1.32,2.79,19930806.0,263367.0,0.83,146.82,263.75,24.87,12.7,72500.0
52,002366,台海核电,8.31,19.63,27.3,36.77,专用机械,四川,26.28,4.89,8.67,627975.69,346928.91,192402.22,74047.71,0.85,0.755,3.21,8.24,20100312.0,132774.41,1.53,101.08,84.99,62.01,40.76,23996.0
53,300640,德艺文创,8.22,7.47,10.55,12.53,文教休闲,福建,72.36,0.29,0.8,36149.65,32057.96,1776.18,13812.7,1.73,0.092,3.65,7.31,20170417.0,5301.66,0.66,24.52,-28.73,17.34,5.54,7800.0
54,603233,大参林,8.15,15.82,13.88,17.25,医药商业,广东,52.78,0.4,4.0,529483.38,385012.53,65721.5,96451.31,2.41,0.99,6.6,9.77,20170731.0,120618.45,3.02,0.0,0.0,40.27,6.92,7581.0
55,002636,金安国纪,8.08,13.45,19.03,24.19,元器件,上海,22.85,2.46,7.28,443491.59,334971.91,77896.61,19133.28,0.26,0.122,3.17,3.5,20111125.0,132576.23,1.82,8.02,-41.88,20.08,9.7,51669.0
56,300571,平治信息,8.03,17.31,20.34,28.75,互联网,浙江,33.7,0.46,0.8,68695.06,47278.31,5067.93,5034.55,0.63,0.597,4.81,16.7,20161213.0,24412.9,3.05,12.37,118.12,43.61,20.41,5534.0
57,603357,设计总院,8.02,14.26,10.21,16.01,建筑施工,安徽,22.17,0.81,3.25,267683.63,244038.75,11373.28,88070.88,2.71,1.04,5.55,3.55,20170801.0,53908.75,1.66,42.04,47.54,43.19,21.03,39469.0
58,601238,广汽集团,7.99,12.46,17.31,15.54,汽车整车,广东,12.26,43.28,72.95,11960242.0,6448542.0,1215155.75,2474775.25,3.39,1.65,9.48,1.91,20120329.0,3355411.75,4.6,43.96,71.53,23.0,15.16,34616.0
59,002648,卫星石化,7.95,12.84,10.01,13.09,化工原料,浙江,28.25,8.01,10.64,1048221.38,532909.63,319038.69,415491.53,3.91,0.106,6.87,1.75,20111228.0,181783.5,1.71,-8.45,-61.21,19.25,6.45,26082.0
60,000567,海德股份,7.86,14.79,20.8,24.85,多元金融,海南,138.56,1.5,4.42,225713.97,197612.23,630.53,11688.32,0.26,0.37,1.79,13.14,19940525.0,916.95,0.02,531.17,3373.6,0.0,43.12,19089.0
61,300681,英搏尔,7.84,12.62,8.73,13.11,元器件,广东,44.48,0.19,0.76,88047.68,65732.52,15564.3,36092.4,4.77,0.315,8.82,6.35,20170725.0,20570.98,2.72,36.83,4.62,26.6,15.78,7642.0
62,603444,吉比特,7.82,15.29,20.97,26.48,互联网,福建,17.31,0.41,0.72,330243.59,248845.92,3095.28,104983.42,14.6,2.16,34.41,4.3,20170104.0,139646.27,19.43,0.93,-6.27,90.67,40.45,20091.0
63,600519,贵州茅台,7.74,14.87,23.68,29.61,白酒,贵州,30.73,12.56,12.56,13461011.0,11224919.0,1524409.63,137496.44,1.09,21.557,72.8,9.1,20010827.0,8001130.5,63.69,49.81,61.97,89.8,46.51,94908.0
64,002466,天齐锂业,7.73,16.75,22.58,23.65,小金属,四川,22.75,11.36,11.42,1797603.25,805546.38,140202.59,420034.41,3.68,0.578,8.09,6.5,20100831.0,427641.69,3.74,56.92,62.7,73.67,39.56,133737.0
65,600282,南钢股份,7.71,15.72,19.65,27.64,普钢,江苏,5.05,38.76,44.09,4051980.0,1698666.75,2042718.63,183154.0,0.42,0.22899999999999998,2.86,1.61,20000919.0,561111.88,1.27,21.9,83.62,19.83,9.72,154350.0
66,603369,今世缘,7.7,12.92,15.07,17.02,白酒,江苏,10.29,12.55,12.55,722989.94,482654.75,75820.31,71709.18,0.57,0.406,4.6,3.63,20140703.0,339303.91,2.7,31.11,31.79,74.35,34.16,30296.0
67,300504,天邑股份,7.64,,22.62,27.1,通信设备,四川,58.13,0.67,2.67,287882.94,271069.47,13399.42,75965.82,2.84,0.26,6.34,7.17,20180330.0,60612.28,2.27,0.0,0.0,21.15,7.89,126635.0
68,002870,香山股份,7.57,5.22,7.65,8.86,电器仪表,广东,123.19,0.28,1.11,132543.95,88218.38,18572.9,47046.48,4.23,0.046,7.35,3.06,20170515.0,19195.67,1.73,-6.96,-75.05,29.38,2.85,19475.0
69,600211,西藏药业,7.56,2.99,6.85,11.23,中成药,西藏,30.26,1.46,1.8,233004.47,81212.4,14522.65,140896.94,7.84,1.37,11.38,3.4,19990721.0,39486.78,2.2,14.91,15.81,73.83,25.08,13800.0
70,600816,安信信托,7.55,11.42,18.42,22.65,多元金融,上海,12.58,24.98,45.58,2633875.0,0.0,882.53,401238.13,0.88,0.23199999999999998,3.27,3.57,19940128.0,462059.91,1.01,-2.66,3.51,0.0,66.43,69914.0
71,002597,金禾实业,7.53,17.74,23.58,29.64,化工原料,安徽,12.68,5.6,5.64,567344.94,399129.06,133308.02,50544.64,0.9,1.8119999999999998,6.11,3.76,20110707.0,190890.27,3.38,19.3,85.37,33.79,22.82,33700.0
72,002032,苏泊尔,7.46,12.78,18.07,25.15,家用电器,浙江,22.1,5.44,8.21,909423.38,755731.94,84693.93,10456.67,0.13,0.551,6.81,7.15,20040817.0,433329.59,5.28,21.24,21.92,31.07,9.26,10459.0
73,600566,济川药业,7.45,16.16,23.12,27.79,中成药,湖北,21.79,8.1,8.1,741370.75,439520.16,160504.13,155323.06,1.92,0.5770000000000001,6.01,8.36,20010822.0,262110.8,3.24,51.45,60.58,84.67,21.94,12200.0
74,603659,璞泰来,7.39,16.4,24.51,18.42,化工原料,上海,33.45,0.64,4.33,482480.94,388192.53,53766.55,105621.07,2.44,0.297,5.95,6.67,20171103.0,107662.61,2.49,41.8,61.0,36.55,22.39,21444.0
75,600121,郑州煤电,7.38,12.76,18.07,18.96,煤炭开采,河南,6.99,10.15,10.15,1126061.75,472397.41,444159.09,44367.87,0.44,0.618,3.26,1.33,19980107.0,99853.53,0.98,-39.83,199.9,34.97,10.98,46200.0
76,002002,鸿达兴业,7.37,12.35,15.28,17.35,化工原料,江苏,16.31,20.82,25.85,1433765.0,523329.31,751482.75,106314.57,0.41,0.41,2.24,2.83,20040625.0,193029.31,0.75,6.22,22.88,35.84,15.36,52100.0
77,300668,杰恩设计,7.35,7.47,11.95,,装修装饰,深圳,56.04,0.11,0.42,43057.98,32780.9,8409.98,20319.84,4.82,1.69,9.1,9.09,20170619.0,13094.15,3.11,36.51,52.47,51.99,24.91,8111.0
78,600719,大连热电,7.3,2.23,-3.59,0.46,供气供热,辽宁,10.03,4.05,4.05,159531.36,43497.4,75793.0,10217.32,0.25,0.13,1.93,2.71,19960716.0,10562.03,0.26,2.08,-8.24,23.52,11.93,24440.0
79,600729,重庆百货,7.26,9.54,10.18,12.12,百货,重庆,6.35,4.06,4.07,1337238.5,802908.44,304912.47,40337.35,0.99,1.286,13.57,2.41,19960702.0,440623.84,10.84,9.66,43.48,18.62,5.2,16600.0
80,300693,盛弘股份,7.25,11.63,6.94,7.86,电气设备,深圳,62.4,0.23,0.91,80177.36,77165.96,1238.08,35145.21,3.85,0.61,6.41,4.91,20170822.0,12688.55,1.39,1.03,-27.95,49.99,10.2,13300.0
81,600688,上海石化,7.22,10.44,15.63,21.73,石油加工,上海,10.26,73.29,108.24,3960953.5,1986605.25,1289250.13,58630.7,0.05,0.5670000000000001,2.61,2.23,19931108.0,1111079.5,1.03,18.13,3.12,24.3,6.67,100501.0
82,000997,新大陆,7.22,14.35,11.81,13.52,软件服务,福建,29.05,9.29,10.11,857764.63,633223.88,20845.64,155399.91,1.54,0.69,4.78,3.93,20000807.0,200299.88,1.98,37.02,41.78,34.54,13.47,97400.0
83,002867,周大生,7.18,8.63,12.97,17.5,服饰,深圳,25.1,1.63,4.85,438093.69,388288.25,3084.95,168157.56,3.46,1.31,7.08,4.33,20170427.0,100476.97,2.07,31.14,38.77,32.38,15.56,25800.0
84,603589,口子窖,7.15,11.69,18.49,21.9,白酒,安徽,23.6,2.94,6.0,660483.69,454990.66,116449.45,97688.22,1.63,1.5019999999999998,8.12,5.82,20150629.0,302893.38,5.05,16.29,26.48,72.03,33.18,13515.0
85,300175,朗源股份,7.14,5.77,6.55,4.77,食品,山东,0.0,4.62,4.71,85325.78,36002.35,26767.76,7406.47,0.16,-0.01,1.66,3.09,20110215.0,29389.65,0.62,-9.8,-107.97,6.86,-7.28,32294.0
86,603197,保隆科技,7.13,7.3,11.3,13.32,汽车配件,上海,25.96,0.29,1.19,255237.77,182501.77,47750.55,74924.99,6.28,0.42,11.34,3.78,20170519.0,52045.15,4.36,15.57,9.04,33.22,8.41,9583.0
87,600726,华电能源,7.13,2.98,-13.18,-47.82,火力发电,黑龙江,7.44,15.35,19.67,2527124.75,427550.94,1804379.63,168827.52,0.86,0.092,1.27,2.16,19960701.0,-136733.72,-0.7,12.43,-30.66,13.13,5.78,196616.0
88,601225,陕西煤业,7.13,13.84,19.04,23.62,煤炭开采,陕西,7.04,100.0,100.0,10919554.0,2915830.25,3117588.0,739342.06,0.74,0.284,4.75,1.68,20140128.0,2648931.75,2.65,2.55,6.27,54.71,22.57,73212.0
89,300393,中来股份,7.11,13.79,17.52,9.96,塑料,江苏,90.34,1.21,2.41,576072.88,335316.72,134486.52,172353.81,7.15,0.092,10.8,3.09,20140912.0,60863.96,2.52,-34.56,-69.41,29.42,4.91,6825.0
90,000858,五粮液,7.09,10.22,13.75,18.13,白酒,四川,28.42,37.96,38.82,6608340.0,5854955.0,527780.31,95325.56,0.25,1.84,13.34,5.1,19980427.0,3652387.25,9.41,24.17,36.53,71.11,31.69,158903.0
91,603129,春风动力,7.09,13.44,9.54,10.82,摩托车,浙江,49.59,0.33,1.33,168765.13,135832.34,20996.72,58160.28,4.36,0.11599999999999999,6.94,3.32,20170818.0,18722.3,1.4,26.78,-47.7,24.51,3.61,19194.0
92,002833,弘亚数控,7.05,14.27,20.71,25.02,专用机械,广东,26.05,0.53,1.35,119332.92,83935.7,13138.67,34838.87,2.57,0.522,7.5,7.25,20161228.0,50456.6,3.73,36.75,31.38,35.84,27.34,7850.0
93,002174,游族网络,7.04,11.19,14.49,16.19,互联网,福建,21.48,5.77,8.88,696477.31,328682.31,69760.17,96575.92,1.09,0.25,4.67,4.6,20070925.0,244462.84,2.75,-2.25,7.84,64.36,25.59,39646.0
94,603186,华正新材,6.99,9.0,11.83,15.16,元器件,浙江,53.1,0.74,1.31,195714.97,124957.72,30172.13,20493.73,1.57,0.087,4.82,3.85,20170103.0,28105.18,2.15,-4.83,-72.05,19.05,3.09,11711.0
95,002489,浙江永强,6.98,7.4,,2.42,家居用品,浙江,114.01,18.76,21.76,843285.81,585562.25,120411.22,26550.51,0.12,0.036000000000000004,1.48,2.77,20101021.0,55526.86,0.26,19.62,28.38,25.45,1.72,120000.0
96,600887,伊利股份,6.98,14.78,20.41,23.9,乳制品,内蒙,24.27,60.33,60.78,4713239.5,2853463.25,1293204.63,277280.72,0.46,0.812,3.98,6.6,19960312.0,1358262.25,2.23,13.51,12.47,37.92,9.47,177933.0
97,002120,韵达股份,6.95,17.04,24.45,30.49,仓储物流,浙江,41.28,1.8,13.16,939955.81,475841.0,281978.06,42389.87,0.32,1.31,4.28,11.65,20070306.0,332077.91,2.52,35.86,35.01,28.98,15.92,11356.0
98,000963,华东医药,6.95,13.58,18.35,21.2,化学制药,浙江,25.25,8.68,9.72,1734793.38,1384458.75,191722.34,294158.53,3.03,0.6779999999999999,9.31,7.36,20000127.0,464651.19,4.78,9.61,21.17,31.65,8.41,22317.0
99,000651,格力电器,6.93,18.01,26.37,34.15,家用电器,广东,11.84,59.7,60.16,21496800.0,17153464.0,1746737.25,10388.05,0.02,3.7239999999999998,10.9,4.04,19961118.0,5574007.5,9.27,36.92,44.87,32.86,15.11,357373.0
100,300208,恒顺众昇,6.92,13.55,16.52,17.53,电气设备,山东,21.83,5.79,7.66,429970.66,324473.22,15563.17,21028.17,0.27,0.125,2.57,4.23,20110426.0,100725.68,1.32,-2.58,-20.16,39.41,24.51,32380.0
101,603198,迎驾贡酒,6.84,8.71,10.99,16.18,白酒,安徽,9.66,1.66,8.0,566622.81,397619.91,128493.07,126300.05,1.58,0.405,5.55,2.82,20150528.0,208359.56,2.6,11.87,12.46,65.41,28.69,40503.0
102,600409,三友化工,6.83,10.58,15.26,18.87,化工原料,河北,9.23,18.5,20.64,2408961.0,721314.31,1353019.0,354488.22,1.72,0.97,4.85,1.74,20030618.0,405964.13,1.97,28.17,147.63,27.34,9.35,81800.0
103,603225,新凤鸣,6.83,9.42,15.53,22.81,化纤,浙江,12.27,1.19,8.43,1105089.63,351667.75,550128.56,193685.11,2.3,1.776,7.78,2.8,20170418.0,386403.22,4.58,31.39,104.57,12.33,6.52,36062.0
104,000596,古井贡酒,6.81,9.42,13.08,17.78,白酒,安徽,30.31,3.84,5.04,999517.19,582526.75,179408.38,129540.56,2.57,1.584,12.1,5.29,19960927.0,399839.25,7.94,18.6,36.92,75.37,14.92,19228.0
105,002128,露天煤业,6.81,10.29,11.63,16.24,煤炭开采,内蒙,5.03,16.34,16.34,1569611.5,666834.19,661606.5,125121.4,0.77,0.45899999999999996,7.16,1.29,20070418.0,768431.94,4.7,6.13,6.7,55.14,32.57,60750.0
106,601801,皖新传媒,6.81,9.16,11.2,11.99,出版业,安徽,16.26,19.89,19.89,1228796.38,951750.88,32955.84,242117.91,1.22,0.561,4.68,1.95,20100118.0,400283.44,2.01,14.7,5.48,18.32,12.82,33000.0
107,603788,宁波高发,6.77,14.09,9.61,12.62,汽车配件,浙江,20.01,1.4,1.64,231362.16,202810.95,15344.87,122676.9,7.46,0.5,11.74,3.41,20150120.0,47439.17,2.89,28.54,35.88,33.78,21.36,7947.0
108,000568,泸州老窖,6.75,13.16,13.64,16.86,白酒,四川,18.21,14.02,14.65,2014744.25,1449444.88,109012.9,354351.97,2.42,0.8270000000000001,11.18,5.39,19940509.0,973825.81,6.65,26.2,51.86,74.67,35.94,59468.0
109,000423,东阿阿胶,6.74,10.41,13.83,20.76,中成药,山东,18.85,6.54,6.54,1237603.0,964033.88,170964.7,69067.68,1.06,3.1260000000000003,15.05,3.91,19960729.0,797769.81,12.2,16.7,10.36,65.05,27.73,84600.0
110,000333,美的集团,6.64,16.3,21.05,23.43,家用电器,广东,19.66,63.58,65.75,24810686.0,16981068.0,2260072.5,1591150.38,2.42,2.66,11.24,4.6,19931112.0,4762723.5,7.24,51.35,17.7,25.03,7.18,155900.0
111,600758,红阳能源,6.63,8.01,8.42,8.35,煤炭开采,辽宁,22.13,6.76,13.31,1616072.38,709988.5,677842.13,340929.41,2.56,0.065,4.25,1.36,19961029.0,68688.74,0.52,-8.39,-76.39,16.98,3.98,72877.0
