,code,name,roe_2017_1,roe_2017_2,roe_2017_3,roe_2017_4,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
274,2601,龙蟒佰利,4.53,10.23,14.31,19.41,化工原料,河南,14.96,6.72,20.32,2084635.38,708156.38,602893.94,964099.13,4.74,1.25,6.34,2.9,20110715,140992.11,0.69,148.03,466.02,45.12,24.4,61945
240,2074,国轩高科,4.87,10.36,14.24,,电气设备,江苏,28.89,6.31,11.37,1280474.38,728787.69,273518.66,131342.77,1.16,0.73,7.31,2.97,20061018,242827.25,2.14,9.7,-13.27,37.24,17.04,69218
296,300124,汇川技术,3.49,9,14.21,,电器仪表,深圳,59.27,12.28,16.64,874115.63,693508.5,67738.9,137859.16,0.83,0.44,3.26,10.53,20100928,220673.16,1.33,27.57,5.03,45.27,23.11,24022
277,2624,完美世界,4.28,8.57,14.2,18.89,影视音像,浙江,29.04,4.66,13.15,1658490.38,1024631.81,47859.57,355731,2.71,1.145,6.06,5.49,20111028,297855.72,2.27,28.76,29.01,57.36,18.98,12684
165,601888,中国国旅,5.4,10.09,14.19,,旅游服务,北京,40.66,19.52,19.52,2063642.38,1693854.75,141136.25,384041.53,1.97,0.977,6.89,7.69,20091015,725418.88,3.72,26.14,30.62,28.41,9.2,28190
112,601021,春秋航空,3.97,7.14,14.16,,空运,上海,17.8,8,9.17,2052272.38,679718.38,1081482.25,154903.27,1.69,1.48,10.47,2.94,20150121,568338.38,6.2,28.44,1.56,15.53,14.1,23472
275,2602,世纪华通,2.77,12.35,14.01,,汽车配件,浙江,52.91,10.27,14.59,630708.19,245757.41,110721.86,189498.98,1.3,0.7,4.95,6.98,20110728,208643.13,1.43,-3.18,82,30.31,29.04,13923
13,600029,南方航空,3.46,6.14,13.9,11.92,空运,广东,17.42,70.23,100.88,21832900,1788400,15825501,1511500,1.5,0.6,4.92,2.08,20030725,2166400,2.15,11.05,16.97,12.39,4.64,180900
272,2572,索菲亚,1.94,7.62,13.9,20.27,家居用品,广东,33.94,6.2,9.23,705994.69,360206.03,218466.17,147929.02,1.6,0.982,4.84,6.88,20110412,182746.52,1.98,36.02,36.56,38.17,14.72,17000
233,2007,华兰生物,5.7,10.07,13.86,17.58,生物制药,河南,33.93,8.03,9.3,521931.25,366923.69,95981.71,39452.31,0.42,0.883,5.02,5.97,20040625,288730.03,3.1,22.41,5.19,62.42,34.66,61000
199,423,东阿阿胶,6.74,10.41,13.83,20.76,中成药,山东,19.78,6.54,6.54,1237603,964033.88,170964.7,69067.68,1.06,3.126,15.05,4.11,19960729,797769.81,12.2,16.7,10.36,65.05,27.73,84600
241,2142,宁波银行,4.57,8.94,13.66,16.34,银行,浙江,10.12,44.91,50.7,103204248,0,481095.91,877990.63,1.73,1.8,10.31,1.81,20070719,2587805.25,5.1,7.06,19.5,0,36.87,68670
205,568,泸州老窖,6.75,13.16,13.64,,白酒,四川,33.39,14.02,14.65,1797156.75,1334952.25,108417.86,354351.97,2.42,1.42,10,6.07,19940509,802914.69,5.48,23.03,33.11,72.34,27.44,61617
100,600900,长江电力,2.06,6.71,13.62,,水力发电,北京,14.74,115.06,220,30588756,1533629.75,25277520,4429287.5,2.01,0.807,6.14,2.58,20031118,4111039.25,1.87,-0.05,9.55,61.37,47.69,110000
180,601997,贵阳银行,4.39,8.54,13.53,,银行,贵州,7.88,12.39,22.99,43293212,0,248363.09,486194.91,2.12,1.387,10.75,1.35,20160816,1089111.38,4.74,27.07,18.13,0,35.51,85948
16,600036,招商银行,4.74,9.36,13.42,14.6,银行,深圳,10.34,206.29,252.2,629763776,0,4918100,6752300,2.68,2.782,19.04,1.51,20020409,24106300,9.56,5.68,13,0,31.76,208900
67,600535,天士力,3.84,9.31,13.39,15.9,中成药,天津,34.07,10.8,10.8,2153182.75,1504914.13,345026.47,147640.44,1.37,1.274,8.01,5.42,20020823,517433.31,4.79,15.41,17.01,36.29,8.55,37556
204,559,万向钱潮,5.09,9.66,13.04,17.45,汽车配件,浙江,27.11,27.53,27.53,1152936.38,697625.31,303409.69,25041.42,0.09,0.32,1.83,4.73,19940110,162499.84,0.59,3.42,5.72,20.67,7.9,135708
283,2831,裕同科技,3.65,7.07,13.02,,广告包装,深圳,25.9,1.19,4,814957,542176.19,165292.94,137343,3.43,1.528,12.5,4.22,20161216,276662.25,6.92,25.94,10.9,31.74,13.51,13733
169,601919,中远海控,1.43,9.14,12.98,12.87,水运,天津,21.49,76.36,102.16,13319000,3944219.5,4911441,2771863.75,2.71,0.261,2.02,2.77,20070626,-1656655,-1.62,27.13,126.87,8.69,2.94,321761
79,600674,川投能源,3.78,6.01,12.95,,水力发电,四川,10.53,44.02,44.02,2928480.25,192582.31,333739.94,405193.03,0.92,0.649,5.01,1.82,19930924,1001321.5,2.27,-21.06,2.02,45.6,517.03,75057
298,300144,宋城演艺,3.67,7.69,12.75,14.56,旅游景点,浙江,27.93,11.53,14.53,875468.13,230584.02,168874.95,247631.2,1.7,0.735,5.05,4.07,20101209,315207.63,2.17,14.36,18.32,63.19,35.31,36593
192,63,中兴通讯,4.39,7.9,12.65,14.43,通信设备,深圳,27.52,34.34,41.93,14396222,10823059,869445.63,1130485.38,2.7,1.09,7.55,3.97,19971118,1466768.25,3.5,7.49,293.78,31.07,4.2,318000
271,2558,巨人网络,4.29,8.8,12.55,,互联网,重庆,45.36,3.48,20.24,947640.31,761935.38,43946.87,399502.47,1.97,0.515,4.1,7.59,20110302,268685.66,1.33,22.79,30.97,82.45,50.92,22093
207,625,长安汽车,5.22,10.24,12.53,,汽车整车,重庆,6.92,37.61,48.03,10437897,6218786,1613902.75,511049.41,1.06,1.21,9.91,1.13,19970610,3385743.5,7.05,-4.06,-24.92,11.78,11.3,171000
84,600703,三安光电,3.79,8.33,12.52,,半导体,湖北,28.64,40.78,40.78,2459086.25,1069533,777871.19,707753.69,1.74,0.583,4.66,4.78,19960528,744970.44,1.83,40.05,58.96,48.34,37.84,52813
149,601668,中国建筑,3.58,9.03,12.44,,建筑施工,北京,7.43,297.32,300,152710720,116624560,3175528.5,2458741.25,0.82,0.83,6.34,1.34,20090729,13155045,4.39,15.03,4.1,9.56,3.34,626424
118,601155,新城控股,0.28,7.44,12.33,29.23,区域地产,江苏,13.1,7.19,22.57,18352666,14165326,218346.38,261975.3,1.16,2.71,9.14,3.83,20151204,1550379.38,6.87,44.89,99.68,35.56,14.88,51800
113,601088,中国神华,3.75,8.68,12.19,14.93,煤炭开采,北京,8.9,164.91,198.9,56712396,13264400,30921798,7473000,3.76,2.264,15.16,1.33,20071009,18240700,9.17,35.83,98.3,42.17,18.11,190798
88,600741,华域汽车,3.86,8.52,12.17,15.87,汽车配件,上海,11.48,28.67,31.53,12337263,7876273.5,1620399,1279599.88,4.06,2.079,13.09,1.82,19960826,2132639.5,6.76,13.03,7.87,14.47,4.67,48825
196,338,潍柴动力,3.58,8.1,12.04,19.32,汽车配件,山东,10.07,43.15,79.97,18963816,10034017,2706740.5,13589.87,0.02,0.851,4.41,1.94,20070430,2789878.5,3.49,62.66,178.89,21.84,4.49,201097
41,600233,圆通速递,3.29,8.17,11.96,15.64,仓储物流,辽宁,31.02,7.83,28.25,1414316.38,691226.94,293984.22,594220.13,2.1,0.511,3.26,4.85,20000608,281349.41,1,18.82,5.16,11.73,7.22,58300
171,601939,建设银行,4.27,8.49,11.89,13.61,银行,北京,7.62,95.94,2500.11,2212438272,0,16967900,13453699,0.54,0.96,6.86,1.08,20070925,88692096,3.55,2.74,4.67,0,38.97,329810
77,600660,福耀玻璃,3.69,7.94,11.85,16.57,汽车配件,福建,19.34,20.03,25.09,3170401,1500649.38,1115178.63,622413.31,2.48,1.255,7.57,3.2,19930610,855957.88,3.41,12.6,0.14,42.76,16.82,71699
72,600585,海螺水泥,2.72,8.35,11.76,17.73,水泥,安徽,10.82,40,52.99,12214258,4595285.5,5966763.5,1057632.5,2,2.992,16.87,1.92,20020207,7058984,13.32,34.65,85.87,35.09,21.05,76040
254,2352,顺丰控股,3.62,8.61,11.6,14.59,仓储物流,安徽,45.17,8.92,44.14,5766016.5,3148962,1189495.75,1587295.13,3.6,1.12,7.41,6.59,20100205,1149477,2.6,23.68,14.12,20.07,6.71,55700
120,601166,兴业银行,4.29,8.04,11.54,,银行,福建,5.4,190.52,207.74,640699328,0,1811200,7501100,3.61,2.26,18.41,0.89,20070205,20643600,9.94,-13.16,7.2,0,45.76,228251
108,601006,大秦铁路,3.39,8.13,11.53,,铁路,山西,8.02,148.67,148.67,12906953,2773182.25,6869881.5,2473709.25,1.66,0.756,6.55,1.23,20060801,4758561,3.2,32.13,118.37,31.59,26.92,151119
27,600104,上汽集团,3.83,7.75,11.42,15.27,汽车整车,上海,11.51,115.03,116.83,72353312,38994852,5822666,5486843.5,4.7,2.96,19.29,1.76,19971125,10469464,8.96,14.97,7.51,13.47,4.01,102400
48,600352,浙江龙盛,3.09,6.34,11.4,,染料涂料,浙江,14.45,32.53,32.53,4485159.5,3028366.75,491667.91,155234.55,0.48,0.576,5.05,2.2,20030801,1121347.25,3.45,23.16,31.43,36.72,16.69,152044
261,2456,欧菲科技,2.31,7.23,11.39,,元器件,深圳,38.45,26.57,27.14,3128681.75,1924986,767269.88,295511.72,1.09,0.376,3.3,5.84,20100803,350276.44,1.29,28.69,80.3,12.59,4.18,79494
130,601288,农业银行,4.08,8.01,11.38,13.52,银行,北京,6.41,2940.55,3247.94,2105338240,0,15525800,9877300,0.3,0.58,4.15,0.92,20100715,57757300,1.78,6.13,4.9,0,35.93,352423
42,600271,航天信息,4.03,6.09,11.37,15.18,电脑设备,北京,31.46,18.47,18.63,1950105.38,1566238.88,97311.71,37821.92,0.2,0.836,5.27,4.99,20030711,680439.81,3.65,16.17,1.34,15.99,5.23,82400
214,723,美锦能源,4.28,6.98,11.35,13.78,焦炭加工,山西,20.94,10.81,41.06,1381764.63,503530.84,641500.38,176094.59,0.43,0.259,1.88,2.89,19970515,174019.25,0.42,72.12,56.69,25.11,8.7,41559
35,600177,雅戈尔,5.47,8.75,11.31,,服饰,浙江,8.41,35.81,35.81,6600548.5,2847909,515420.69,370599.38,1.03,0.748,6.61,1.27,19981119,1665261.5,4.65,-29.81,-19,48.57,36.27,147606
242,2146,荣盛发展,1.89,7.13,11.3,,全国地产,河北,11.41,38.9,43.48,17581722,16317646,170854.56,460333.56,1.06,0.642,5.68,1.72,20070808,1210621.75,2.78,15.9,28.34,28.51,12.87,122591
58,600415,小商品城,6.29,9.59,11.29,,商品城,浙江,17,54.43,54.43,2267965.25,704070.06,609077.25,146848.05,0.27,0.22,2.01,2.56,20020509,306359.13,0.56,58.53,48.88,30.36,13.84,220281
109,601009,南京银行,3.83,7.95,11.24,,银行,江苏,6.98,80.7,84.82,114467088,0,557978,1277451.5,1.51,0.876,6.63,1.23,20070719,2053001.75,2.42,-11.84,17.02,0,40.03,118453
3,600009,上海机场,3.42,7.32,11.15,14.65,机场,上海,25.04,10.93,19.27,2754740,1007960.63,905877.31,257549.8,1.34,1.912,13.04,3.67,19980218,1931995.75,10.03,15.98,31.29,49.82,45.69,32000
44,600297,广汇汽车,3.79,7.83,11,,汽车服务,辽宁,14.58,23.92,81.44,11722450,6676599,1191154,657765,0.81,0.4,3.55,1.95,20001116,1145511.5,1.41,25.03,45.1,10.21,2.59,32483
281,2739,万达电影,4.31,7.96,10.97,,影视音像,北京,36.25,11.4,11.74,2291958.25,449196.66,253658.17,459088.41,3.91,1.077,9.81,5.31,20150122,502494,4.28,20.72,10.29,31.38,12.41,111154
138,601398,工商银行,3.72,7.58,10.91,13.44,银行,北京,7.31,2696.12,3564.06,2608704256,0,21615600,15195200,0.43,0.79,5.73,1.02,20061027,109754392,3.08,7.49,2.8,0,39.37,503430
74,600606,绿地控股,4.52,8.02,10.89,,全国地产,上海,9.98,32.23,121.68,77101312,69979480,1059679,900962.5,0.74,0.539,4.78,1.5,19920327,3504678.5,2.88,19.92,10.86,13.92,3.64,160918
7,600016,民生银行,3.97,7.71,10.85,13.14,银行,北京,5.8,295.52,364.85,590208576,0,4598700,6475300,1.77,1.35,10.12,0.78,20001219,16342000,4.48,-7.04,4.12,0,34.52,374800
260,2450,康得新,3.35,7.53,10.82,,化工原料,江苏,27.9,28.86,35.34,3375850.5,2680999.5,315808.66,678168.88,1.92,0.532,4.91,4.02,20100716,648721.31,1.84,32.05,32.86,37.92,19.89,90567
258,2424,贵州百灵,4.39,7.58,10.65,15.38,中成药,贵州,38.7,7.32,14.11,482267.09,364947.47,69626.21,13592.17,0.1,0.373,2.42,5.95,20100603,161750.3,1.15,17.05,9.08,63.27,20.3,71267
126,601216,君正集团,3.75,6.3,10.59,,化工原料,内蒙,18.52,84.38,84.38,2076141.25,668039.88,690280.19,27427.05,0.03,0.191,1.8,2.62,20110222,613820.38,0.73,41.41,62.4,41.62,29.14,118400
245,2202,金风科技,0.89,5.5,10.59,13.46,电气设备,新疆,19.78,28.05,35.56,7278784,3308132.75,1807967.63,817518.25,2.3,0.84,5.96,2.85,20071226,809199.63,2.28,-4.8,1.72,30.24,12.16,104500
203,540,中天金融,5.88,9.18,10.53,12.95,多元金融,贵州,15.64,43.24,46.98,7622905,5468852.5,317470.63,356874.97,0.76,0.352,3.34,2.2,19940202,659361.56,1.4,-22.68,-19.32,40.97,15.04,227167
78,600663,陆家嘴,3.19,8.54,10.52,21.85,园区开发,上海,20.2,24.45,33.62,8118012,3643200.75,131439.41,3889.81,0.01,0.931,4.26,4.42,19930628,863302.31,2.57,-27.19,18.17,49.8,33.57,115405
70,600570,恒生电子,1.7,8.81,10.47,15.33,软件服务,浙江,81.01,6.18,6.18,585214.81,298977.97,31915.31,39003.26,0.63,0.763,4.97,12.42,20031216,146348.72,2.37,22.85,2476.18,96.63,17.67,101589
102,600919,江苏银行,3.52,7.2,10.34,,银行,江苏,6.81,59.24,115.44,173756544,0,550187.69,1607527.75,1.39,0.796,7.69,0.94,20160802,2877537.25,2.49,7.53,10.94,0,35.91,227586
162,601877,正泰电器,1.98,6.86,10.24,,电气设备,浙江,21.33,17.01,21.51,4210073,2022340.38,1493429.88,1092475.5,5.08,0.93,8.93,2.91,20100121,527335.06,2.45,12.21,24.27,29.94,12.35,30310
295,300122,智飞生物,2.33,6.41,10.22,14.71,生物制药,重庆,118.44,8.69,16,410589.81,228573.09,72151.55,20796.47,0.13,0.27,1.84,17.43,20100928,103060.81,0.64,201.06,1229.25,78.54,32.2,19200
121,601169,北京银行,3.7,7.48,10.18,,银行,北京,6.96,182.48,211.43,227522592,0,952800,2623600,1.24,0.82,7.37,0.92,20070919,5341700,2.53,6.94,3.75,0,39.98,172254
64,600518,康美药业,3.54,7.16,10.14,,中成药,广东,26.56,44.03,49.74,6533670.5,5427972.5,584594.5,1136969,2.29,0.64,5.68,3.95,20010319,1038471.13,2.09,18.59,21.58,30.42,16.15,110288
0,600000,浦发银行,3.8,7.27,10.03,,银行,上海,6.06,281.04,293.52,606383680,0,2527500,8176000,2.79,1.45,13.2,0.87,19991110,10843900,3.69,3.18,2.97,0,33.58,192174
1,600000,浦发银行,3.8,7.27,10.03,,银行,上海,6.06,281.04,293.52,606383680,0,2527500,8176000,2.79,1.45,13.2,0.87,19991110,10843900,3.69,3.18,2.97,0,33.58,192174
24,600085,同仁堂,3.63,7.46,9.94,12.08,中成药,北京,50.43,13.71,13.71,1870813.25,1468316.75,195157.86,200615.31,1.46,0.742,6.14,6.1,19970625,440313.56,3.21,10.63,9.02,46.24,7.61,61900
239,2065,东华软件,5.22,6.74,9.86,,软件服务,北京,21.19,27.95,31.4,1439059.13,1172929.13,31982.93,234153.05,0.75,0.287,2.84,2.85,20060823,317053.63,1.01,17.71,42.5,33.4,21.3,119266
175,601988,中国银行,3.21,7.14,9.82,11.52,银行,北京,6.57,2107.66,2943.88,1946742400,0,20561400,14188000,0.48,0.56,4.74,0.81,20060705,64655800,2.2,-0.07,4.76,0,35.67,759155
96,600886,国投电力,3.14,4.3,9.76,10.57,水力发电,北京,14.55,67.86,67.86,20828800,1227512.75,13449069,647115.38,0.95,0.476,4.5,1.54,19960118,1580581.88,2.33,8.11,-17.47,40.58,10.21,197691
248,2241,歌尔股份,2.66,5.25,9.72,14.36,元器件,山东,20.8,27.23,32.45,2657059.25,1324627.63,956707.63,295070.09,0.91,0.68,4.59,2.99,20080522,785347.69,2.42,32.4,29.53,22.01,8.38,109310
115,601111,中国国航,1.8,4.1,9.66,8.4,空运,北京,23.05,94.49,145.25,23571782,2075933.25,15827427,2627084,1.81,0.54,6.27,1.83,20060818,3777123.5,2.6,6.49,6.26,17.36,5.97,138366
57,600406,国电南瑞,0.2,4.12,9.58,,软件服务,江苏,61.48,22.06,42.02,1754030.75,1554292,54272.51,114886,0.27,0.35,3.7,4.54,20031016,473962.91,1.13,7.49,12.11,23.58,12.02,81465
174,601985,中国核电,2.89,6.12,9.51,,新型电力,北京,18.94,42.3,155.65,30007324,3580816.75,13257580,1289492,0.83,0.264,2.77,2.4,20150610,1258035.38,0.81,15.51,9.11,42.22,16.19,534567
37,600196,复星医药,3.23,6.84,9.47,12.33,化学制药,上海,35.87,19.1,24.95,6197101,1505648.75,655600.44,907826.81,3.64,1.27,10.15,4.43,19980807,1111156.5,4.45,26.69,11.36,58.94,16.86,91300
266,2470,金正大,4.41,8.38,9.43,,农药化肥,山东,23.38,27.27,31.58,2053058,1258981,441084.56,116879.88,0.37,0.29,3.06,2.93,20100908,494549.25,1.57,8.62,-19.48,15.47,4.8,48855
129,601229,上海银行,3.23,6.45,9.38,,银行,上海,7.27,37.07,78.06,175999888,0,441962.19,2845220.25,3.65,1.493,15.91,0.91,20161116,3547840,4.55,-7.54,6.84,0,47.72,161956
53,600373,中文传媒,4.13,6.9,9.34,11.9,出版业,江西,14.6,13.78,13.78,2048065.75,1298980,136328.66,543607.88,3.95,1.054,8.85,1.74,20020304,525601.38,3.81,4.15,12.13,36.15,10.91,35276
158,601818,光大银行,3.26,6.37,9.29,10.35,银行,北京,6.71,398.1,524.89,408824288,0,1492900,5353300,1.02,0.64,5.24,0.77,20100818,9216400,1.76,-2.33,4.01,0,34.34,234276
