,code,name,roe_2017_1,roe_2017_2,roe_2017_3,roe_2017_4,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
56,600406,国电南瑞,0.2,4.12,9.58,,软件服务,江苏,66.35,22.06,45.84,1754030.75,1554292.0,54272.51,114886.0,0.25,0.35,3.7,4.49,20031016,473962.91,1.03,7.49,12.11,23.58,12.02,81465.0
57,600415,小商品城,6.29,9.59,11.29,13.04,商品城,浙江,18.91,54.43,54.43,2386132.75,786184.13,597470.63,146848.05,0.27,0.268,2.06,2.47,20020509,312728.56,0.57,42.33,37.64,32.56,14.57,214800.0
58,600436,片仔癀,6.08,11.51,16.71,19.51,中成药,福建,63.63,6.03,6.03,564827.75,421817.19,24386.22,63779.95,1.06,1.338,6.86,12.42,20030616,234575.77,3.89,60.85,50.53,43.26,21.73,58400.0
59,600482,中国动力,0.88,2.2,3.15,,电气设备,河北,40.51,9.09,17.34,4335453.0,3234045.0,636509.19,1909649.75,11.01,0.47,14.77,1.7,20040714,453969.5,2.62,20.62,21.92,15.92,4.9,59245.0
60,600485,信威集团,-2.4,5.81,3.52,,通信设备,北京,74.33,16.31,29.24,2322784.5,2023900.63,56435.15,306811.53,1.05,0.147,4.17,3.5,20030807,664736.5,2.27,-17.71,-69.72,89.84,18.5,155304.0
61,600489,中金黄金,0.65,1.58,2.25,,黄金,北京,84.94,34.51,34.51,3893148.75,1533953.13,1194362.75,413277.5,1.2,0.08800000000000001,3.91,2.55,20030814,520690.94,1.51,23.7,-25.55,10.45,1.2,244815.0
62,600498,烽火通信,1.86,6.09,6.42,8.65,通信设备,湖北,35.51,10.18,11.14,2912532.25,2448415.25,246133.02,478814.94,4.3,0.78,8.55,3.07,20010823,321533.34,2.89,21.28,8.49,23.75,3.92,50500.0
63,600518,康美药业,3.54,7.16,10.14,,中成药,广东,25.69,44.03,49.74,6533670.5,5427972.5,584594.5,1136969.0,2.29,0.64,5.68,3.82,20010319,1038471.13,2.09,18.59,21.58,30.42,16.15,110288.0
64,600519,贵州茅台,7.74,14.87,23.68,29.61,白酒,贵州,30.9,12.56,12.56,13461011.0,11224919.0,1524409.63,137496.44,1.09,21.557,72.8,9.15,20010827,8001130.5,63.69,49.81,61.97,89.8,46.51,94908.0
65,600522,中天科技,2.68,5.58,8.33,,通信设备,江苏,17.34,27.31,30.66,2603191.75,1866161.75,487533.25,762219.94,2.49,0.48,5.63,1.93,20021024,543710.38,1.77,32.81,25.66,16.65,7.43,131849.0
66,600535,天士力,3.84,9.31,13.39,15.9,中成药,天津,33.48,10.8,10.8,2153182.75,1504914.13,345026.47,147640.44,1.37,1.274,8.01,5.32,20020823,517433.31,4.79,15.41,17.01,36.29,8.55,35111.0
67,600547,山东黄金,2.06,3.87,5.51,6.96,黄金,山东,51.5,14.52,18.57,4211629.0,690911.81,1843170.75,421636.34,2.27,0.612,8.79,3.59,20030828,970364.0,5.23,1.68,-12.02,9.07,2.23,178364.0
68,600549,厦门钨业,1.98,6.73,8.55,8.96,小金属,福建,42.77,10.82,10.87,1885056.25,974236.81,551368.75,334904.41,3.08,0.569,6.34,3.84,20021107,204983.13,1.89,66.37,320.66,21.88,4.36,103388.0
69,600570,恒生电子,1.7,8.81,10.47,15.33,软件服务,浙江,83.17,6.18,6.18,585214.81,298977.97,31915.31,39003.26,0.63,0.763,4.97,12.75,20031216,146348.72,2.37,22.85,2476.18,96.63,17.67,99778.0
70,600583,海油工程,-0.74,0.87,1.31,2.12,石油开采,天津,55.28,44.21,44.21,2839595.5,1213648.63,1214126.25,424794.06,0.96,0.111,5.23,1.17,20020205,1238518.0,2.8,-14.5,-62.67,21.15,4.79,124488.0
71,600585,海螺水泥,2.72,8.35,11.76,17.73,水泥,安徽,10.69,40.0,52.99,12214258.0,4595285.5,5966763.5,1057632.5,2.0,2.992,16.87,1.89,20020207,7058984.0,13.32,34.65,85.87,35.09,21.05,87082.0
72,600588,用友网络,-3.01,-1.23,-5.07,6.65,软件服务,北京,136.61,14.41,14.64,1403398.0,727929.44,209777.45,221901.75,1.52,0.266,3.99,9.09,20010518,149503.38,1.02,24.06,97.11,71.43,6.13,64746.0
73,600606,绿地控股,4.52,8.02,10.89,,全国地产,上海,9.76,32.23,121.68,77101312.0,69979480.0,1059679.0,900962.5,0.74,0.539,4.78,1.47,19920327,3504678.5,2.88,19.92,10.86,13.92,3.64,160918.0
74,600637,东方明珠,1.59,4.56,3.8,,影视音像,上海,33.08,21.8,26.41,3545592.5,2032599.0,255061.47,1222269.13,4.63,0.38299999999999995,10.07,1.68,19930316,1028609.63,3.89,-20.21,-47.52,24.74,8.3,164158.0
75,600649,城投控股,3.34,4.94,5.52,9.21,区域地产,上海,11.1,24.21,25.3,3776962.0,2703596.75,2081.81,180827.69,0.71,0.66,7.54,1.02,19930518,1193891.0,4.72,-66.07,-16.05,29.15,54.7,118612.0
76,600660,福耀玻璃,3.69,7.94,11.85,16.57,汽车配件,福建,18.25,20.03,25.09,3170401.0,1500649.38,1115178.63,622413.31,2.48,1.255,7.57,3.02,19930610,855957.88,3.41,12.6,0.14,42.76,16.82,90887.0
77,600663,陆家嘴,3.19,8.54,10.52,21.85,园区开发,上海,19.34,24.45,33.62,8118012.0,3643200.75,131439.41,3889.81,0.01,0.9309999999999999,4.26,4.23,19930628,863302.31,2.57,-27.19,18.17,49.8,33.57,112552.0
78,600674,川投能源,3.78,6.01,12.95,,水力发电,四川,10.21,44.02,44.02,2928480.25,192582.31,333739.94,405193.03,0.92,0.649,5.01,1.76,19930924,1001321.5,2.27,-21.06,2.02,45.6,517.03,75057.0
79,600682,南京新百,-0.9,1.25,5.09,9.19,百货,江苏,50.26,8.61,11.12,2452806.0,869700.63,339085.03,429745.09,3.86,0.68,7.2,4.62,19931018,166873.17,1.5,5.68,58.58,37.75,4.1,13800.0
80,600685,中船防务,0.17,0.42,-1.84,0.84,船舶,广东,348.24,8.21,14.14,4415766.0,2957560.25,1014648.13,686823.06,4.86,0.062,7.37,2.94,19931028,122868.11,0.87,-4.44,23.27,6.12,0.39,67811.0
81,600688,上海石化,7.22,10.44,15.63,21.73,石油加工,上海,10.15,73.29,108.24,3960953.5,1986605.25,1289250.13,58630.7,0.05,0.5670000000000001,2.61,2.21,19931108,1111079.5,1.03,18.13,3.12,24.3,6.67,100501.0
82,600690,青岛海尔,6.13,15.08,18.81,,家用电器,山东,13.73,60.97,60.97,14444866.0,8203567.0,1546794.0,8346.28,0.01,0.932,4.95,3.44,19931119,2169003.5,3.56,41.27,48.48,29.9,4.77,138077.0
83,600703,三安光电,3.79,8.33,12.52,,半导体,湖北,28.37,40.78,40.78,2459086.25,1069533.0,777871.19,707753.69,1.74,0.583,4.66,4.74,19960528,744970.44,1.83,40.05,58.96,48.34,37.84,52813.0
84,600704,物产中大,1.91,4.77,7.26,10.18,商贸代理,浙江,13.76,13.38,43.07,8824681.0,5441976.0,454379.06,401880.81,0.93,0.3,3.81,1.65,19960606,644516.5,1.5,41.82,19.28,2.87,0.77,89395.0
85,600705,中航资本,2.33,5.72,8.4,11.96,多元金融,黑龙江,15.04,76.19,89.76,22764826.0,12036391.0,643409.88,396274.5,0.44,0.08800000000000001,2.69,1.98,19960516,758604.38,0.85,41.29,49.06,43.9,53.88,192283.0
86,600739,辽宁成大,3.58,4.44,6.14,7.21,商贸代理,辽宁,18.58,13.65,15.3,3551578.5,630933.63,318417.31,640730.75,4.19,0.945,13.1,1.34,19960819,1093261.0,7.15,59.99,52.58,15.02,10.33,72500.0
87,600741,华域汽车,3.86,8.52,12.17,15.87,汽车配件,上海,10.84,28.67,31.53,12337263.0,7876273.5,1620399.0,1279599.88,4.06,2.079,13.09,1.72,19960826,2132639.5,6.76,13.03,7.87,14.47,4.67,57441.0
88,600795,国电电力,1.92,3.43,4.64,4.31,火力发电,辽宁,17.4,196.5,196.5,27668086.0,2102738.5,19478514.0,548029.13,0.28,0.124,2.49,1.15,19970318,1928540.25,0.98,3.83,-49.8,17.75,5.49,807064.0
89,600795,国电电力,1.92,3.43,4.64,4.31,火力发电,辽宁,17.4,196.5,196.5,27668086.0,2102738.5,19478514.0,548029.13,0.28,0.124,2.49,1.15,19970318,1928540.25,0.98,3.83,-49.8,17.75,5.49,807064.0
90,600804,鹏博士,2.63,5.61,8.73,,电信运营,四川,25.0,14.32,14.32,2346922.5,705970.38,1121134.5,233035.38,1.63,0.43,4.84,2.91,19940103,287964.59,2.01,-4.91,-0.14,53.72,9.61,74018.0
91,600816,安信信托,7.55,11.42,18.42,22.65,多元金融,上海,12.23,24.98,45.58,2633875.0,0.0,882.53,401238.13,0.88,0.23199999999999998,3.27,3.47,19940128,462059.91,1.01,-2.66,3.51,0.0,66.43,69914.0
92,600820,隧道股份,1.94,4.21,6.25,,建筑施工,上海,14.24,31.44,31.44,6359022.5,3557736.0,330054.47,683285.75,2.17,0.369,5.89,1.19,19940128,727425.75,2.31,13.45,10.52,11.66,5.81,183819.0
93,600827,百联股份,2.15,3.78,4.04,,超市连锁,上海,20.24,15.43,17.84,4519972.5,1762259.63,1324983.75,291537.13,1.63,0.381,9.41,1.09,19940204,751999.88,4.21,-1.17,-8.92,21.58,1.94,111407.0
94,600837,海通证券,1.99,3.57,,7.31,证券,上海,15.0,80.92,115.02,53470632.0,0.0,265727.63,5635798.0,4.9,0.7490000000000001,10.24,1.1,19940224,3029754.5,2.63,0.75,7.15,0.0,30.54,249401.0
95,600871,*ST油服,-18.74,-36.16,-62.05,,石油开采,北京,0.0,120.43,189.84,6194263.0,3182235.5,2558251.0,890786.81,0.47,-0.75,-0.15,-13.62,19950411,-2555601.75,-1.35,12.96,34.33,-5.14,-21.83,166406.0
96,600886,国投电力,3.14,4.3,9.76,10.57,水力发电,北京,14.68,67.86,67.86,20828800.0,1227512.75,13449069.0,647115.38,0.95,0.47600000000000003,4.5,1.55,19960118,1580581.88,2.33,8.11,-17.47,40.58,10.21,190005.0
97,600887,伊利股份,6.98,14.78,20.41,,乳制品,内蒙,25.68,60.33,60.78,4713239.5,2853463.25,1293204.63,277280.72,0.46,0.812,3.98,6.99,19960312,1358262.25,2.23,13.51,12.47,37.92,9.47,177933.0
98,600893,航发动力,-0.56,1.02,1.44,3.72,航空,陕西,62.55,19.48,22.5,5168523.0,2876059.25,1462191.63,1912851.63,8.5,0.47,11.46,2.33,19960408,418167.22,1.86,1.52,7.78,18.97,4.26,87797.0
99,600895,张江高科,2.86,3.74,4.7,,园区开发,上海,37.68,15.49,15.49,1941576.63,862835.88,1479.16,263649.78,1.7,0.255,5.41,2.36,19960422,319996.03,2.07,-54.38,1.72,46.54,57.45,122383.0
100,600895,张江高科,2.86,3.74,4.7,,园区开发,上海,37.68,15.49,15.49,1941576.63,862835.88,1479.16,263649.78,1.7,0.255,5.41,2.36,19960422,319996.03,2.07,-54.38,1.72,46.54,57.45,122383.0
101,600900,长江电力,2.06,6.71,13.62,,水力发电,北京,14.86,115.06,220.0,30588756.0,1533629.75,25277520.0,4429287.5,2.01,0.807,6.14,2.6,20031118,4111039.25,1.87,-0.05,9.55,61.37,47.69,110000.0
102,600909,华安证券,1.37,3.38,4.93,5.29,证券,安徽,37.56,27.02,36.21,3990805.5,0.0,54025.36,511049.41,1.41,0.179,3.39,1.99,20161206,197570.34,0.55,10.57,7.93,0.0,33.88,169815.0
103,600919,江苏银行,3.52,7.2,10.34,,银行,江苏,6.75,59.24,115.44,173756544.0,0.0,550187.69,1607527.75,1.39,0.7959999999999999,7.69,0.93,20160802,2877537.25,2.49,7.53,10.94,0.0,35.91,227586.0
104,600926,杭州银行,3.29,6.3,8.88,,银行,浙江,8.31,14.66,36.64,79777160.0,0.0,135591.91,1033264.13,2.82,1.0,11.43,0.97,20161027,1552613.25,4.24,-44.32,9.2,0.0,35.91,78326.0
105,600958,东方证券,2.06,4.29,6.3,6.7,证券,上海,23.54,51.68,69.94,23185998.0,0.0,45613.87,2825493.0,4.04,0.57,7.58,1.58,20150323,847453.13,1.21,53.14,53.57,0.0,33.74,144610.0
106,600959,江苏有线,1.56,2.93,5.24,,影视音像,江苏,29.82,13.96,38.85,3017620.75,727972.06,1684827.75,646043.13,1.66,0.179,3.42,2.08,20150428,233270.05,0.6,63.14,-5.15,32.5,11.9,158291.0
107,600977,中国电影,2.86,6.03,7.0,,影视音像,北京,30.63,5.65,18.67,1697012.0,1299987.0,244707.7,427153.44,2.29,0.379,5.41,2.86,20160809,361014.41,1.93,8.02,2.52,21.35,10.6,122504.0
108,600999,招商证券,1.95,3.33,5.32,7.3,证券,深圳,19.1,49.04,66.99,28564356.0,0.0,64701.88,2753394.0,4.11,0.78,9.59,1.72,20091117,1699379.38,2.54,14.17,7.08,0.0,43.33,104634.0
109,601006,大秦铁路,3.39,8.13,11.53,,铁路,山西,7.81,148.67,148.67,12906953.0,2773182.25,6869881.5,2473709.25,1.66,0.7559999999999999,6.55,1.2,20060801,4758561.0,3.2,32.13,118.37,31.59,26.92,151119.0
110,601009,南京银行,3.83,7.95,11.24,,银行,江苏,6.78,80.7,84.82,114467088.0,0.0,557978.0,1277451.5,1.51,0.8759999999999999,6.63,1.19,20070719,2053001.75,2.42,-11.84,17.02,0.0,40.03,118453.0
111,601012,隆基股份,4.17,11.08,18.42,25.11,半导体,陕西,17.17,19.76,19.94,3288370.0,1892740.0,1080354.88,543336.31,2.72,1.81,7.12,4.31,20120411,589691.06,2.96,41.9,130.38,32.27,21.79,68353.0
112,601018,宁波港,1.93,3.92,6.42,7.35,港口,浙江,25.35,128.0,131.73,6220587.0,1179877.25,2903600.25,861938.81,0.65,0.203,2.76,1.87,20100928,1217071.75,0.92,11.38,16.43,25.55,14.72,229295.0
113,601021,春秋航空,3.97,7.14,14.16,,空运,上海,19.02,8.0,9.17,2052272.38,679718.38,1081482.25,154903.27,1.69,1.48,10.47,3.14,20150121,568338.38,6.2,28.44,1.56,15.53,14.1,23472.0
